index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,14,0,0,0,10.000000000000002,20,10.0,17.693608619499667,10,10.0,35.0332123310444,39,41.87179487179487,38.0,20,38.0,0,0.272,21795,5,25,1.0,492.34021548749166,False,0.04893019120276717,5,1.6000000000000003,18095,112,0,0.0,1120.0000000000002,False,-0.11221624708513778,2,0.22000000000000003,28401,143,10,1.0,2880.518155898896,False,-0.00562282312730925,0,0.2,30656,0,2,0.0,70.0664246620888,False,0.022693542563513615,9,0.6050000000000001,41372,24,10,1.0,1220.7970959450656,False,-0.026878713365802914,2,0.8050000000000002,41953,0,5,0.5,190.0,False,-0.025358119697742338,0.5833333333333334,182272,0.0,0.0,18,0,0,5,9,7.617647058823529,23,28,21,93.0,99.0,6,8,21,1473,1.0413525756448507,16.549136532470584
11,21,0,0,0,10.000000000000002,20,10.0,17.537126023724028,30,16.666666666666668,36.77115330050285,31,41.67741935483871,37.99999999999999,20,38.0,0,0.272,21725,2,35,1.0,633.799410830341,False,0.04896491245491694,30,1.8950000000000002,17695,125,0,0.0,1250.0000000000002,False,-0.12815875886356065,21,0.42800000000000005,28411,163,10,1.0,3226.263074872045,False,0.00047089428310642423,0,0.2,30656,0,2,0.0,73.5423066010057,False,0.022751454625141693,0,0.5960000000000001,41509,19,11,1.0,1116.6519127095542,False,-0.024910158167104533,6,0.8630000000000002,40988,16,10,1.0,968.3384528080455,False,-0.03870545578777004,0.6666666666666666,180984,0.0,0.0,21,0,0,8,8,7.095238095238095,25,33,22,165.0,108.0,10,11,22,861,1.2418804755434394,17.791017008014023
12,22,0,0,0,10.000000000000002,20,10.0,17.83634476200346,49,18.918367346938776,36.77115330050285,0,,38.00000000000001,20,38.0,0,0.272,22063,0,29,1.0,517.2539980981003,False,0.0622770189429901,33,2.1950000000000003,17133,137,0,0.0,1370.0000000000002,False,-0.15204873173749583,0,0.4070000000000001,27511,201,20,1.0,4320.5283631727525,False,-0.011287431469964167,0,0.2,30629,0,3,0.1,110.31345990150857,False,0.02246440286407048,0,0.5960000000000001,41889,9,11,1.0,748.9403797045258,False,-0.020363678321536745,0,0.8570000000000002,41368,6,10,1.0,600.6269198030172,False,-0.034158975942202255,0.6833333333333332,180593,0.0,0.0,24,0,0,14,3,3.0,19,33,28,186.0,120.0,12,10,28,1378,1.1393748298287392,18.930391837842762
13,28,0,0,0,10.000000000000002,20,10.0,17.807790380789363,53,17.69811320754717,36.77115330050285,0,,38.0,20,38.0,0,0.272,22352,3,24,1.0,457.3869691389447,False,0.0746058860976288,38,2.5420000000000007,16296,144,0,0.0,1440.0000000000002,False,-0.1902155808309142,0,0.4070000000000001,26600,243,30,1.0,5430.427661546901,False,-0.023151821700318247,0,0.2,30602,0,4,0.1,147.0846132020114,False,0.022177351102999145,1,0.6060000000000001,42300,0,9,0.9,342.0,False,-0.015553289138194799,0,0.8570000000000002,41672,0,8,0.6,304.0,False,-0.030550275833294702,0.6,179822,0.0,0.0,24,0,0,14,6,5.333333333333333,23,37,34,204.0,107.0,13,15,34,1265,1.9827744215726852,20.913166259415448
14,34,0,0,0,10.000000000000002,20,10.0,17.52690419416833,32,15.5,36.77115330050285,0,,38.00000000000001,20,38.0,0,0.272,22292,0,33,0.9,578.3878384075549,False,0.07462970157539518,32,2.824000000000001,15728,158,0,0.0,1580.0000000000002,False,-0.21391519535525627,0,0.4070000000000001,26104,265,40,1.0,6115.475743474722,False,-0.028265982281327515,0,0.2,30602,0,4,0.0,147.0846132020114,False,0.022177351102999145,0,0.6050000000000001,42414,0,6,0.0,228.00000000000006,False,-0.014232070835844421,9,0.9470000000000003,41853,0,0,0.0,0.0,False,-0.02987807704788837,0.31666666666666665,178993,0.0,0.0,16,0,0,10,8,8.0,27,37,26,228.0,131.0,15,19,26,618,1.2488731415942311,22.16203940100968
15,26,0,0,0,10.000000000000002,20,10.0,17.2014326263426,10,9.5,36.206993025310105,25,33.8,38.00000000000001,20,38.0,0,0.272,22182,1,43,1.0,749.6616029327319,False,0.0734702708545361,10,2.892000000000001,15493,167,0,0.0,1670.0000000000002,False,-0.22295721696092896,0,0.4070000000000001,26854,265,25,1.0,5463.554471613542,False,-0.014136046790844035,0,0.2,30602,0,4,0.0,144.82797210124042,False,0.022139752950703712,4,0.645,41759,15,10,1.0,923.1048953796517,False,-0.02135848018891502,10,1.0380000000000003,41702,0,0,0.0,0.0,False,-0.033378146585693755,0.5,178592,0.0,0.0,15,0,0,7,11,11.0,27,34,23,183.0,104.0,11,15,23,1273,1.2352523244917393,23.397291725501418
16,23,0,0,0,10.000000000000002,20,10.0,16.890974446811775,10,10.0,36.206993025310105,0,,38.00000000000001,20,38.0,0,0.272,22122,2,48,1.0,830.7667734469652,False,0.07254477641095905,5,2.9320000000000004,15343,176,0,0.0,1760.0000000000002,False,-0.22795412363774806,0,0.4070000000000001,26754,265,35,1.0,5743.352984290975,False,-0.012806514756898075,0,0.2,30602,0,4,0.0,144.82797210124042,False,0.022139752950703712,0,0.6410000000000001,42101,5,11,1.0,599.0349651265506,False,-0.017187022331758416,11,1.1380000000000003,41529,0,0,0.0,0.0,False,-0.037388160029669465,0.5,178451,0.0,0.0,17,0,0,3,7,7.0,23,26,19,144.0,73.0,8,15,19,592,1.0375075601041317,24.43479928560555
17,19,0,0,0,10.000000000000002,20,10.0,17.772778072817097,18,28.0,36.747583378804684,24,39.416666666666664,38.00000000000001,20,38.0,0,0.272,22516,3,40,1.0,740.9111229126838,False,0.08915697717871524,0,2.9270000000000005,15253,185,0,0.0,1850.0000000000002,False,-0.23009565507067054,0,0.4070000000000001,27196,273,21,1.0,5623.667664833965,False,-7.218152559207765e-05,0,0.2,30602,0,4,0.0,146.99033351521874,False,0.022175780298487494,0,0.6410000000000001,42276,0,11,1.0,418.00000000000006,False,-0.015228779379722775,10,1.227,40640,9,10,1.0,710.7282504092423,False,-0.04975744923265908,0.6666666666666666,178483,0.0,0.0,18,0,0,3,5,5.0,21,24,21,60.0,69.0,5,14,21,2030,0.9829923426732421,25.417791628278792
18,21,0,0,0,10.000000000000002,20,10.0,17.562992099208024,5,9.0,36.747583378804684,0,,38.00000000000001,20,38.0,0,0.272,22426,2,50,1.0,898.1496049604012,False,0.0886153715547614,5,2.9770000000000008,15078,196,0,0.0,1960.0000000000005,False,-0.2358064055584638,0,0.4070000000000001,27151,268,31,1.0,5846.056967330696,False,0.0021335715983121684,0,0.2,30602,0,4,0.0,146.99033351521874,False,0.022175780298487494,0,0.6410000000000001,42542,0,4,0.0,152.00000000000003,False,-0.01214593667423856,3,1.247,40995,0,9,0.9,342.00000000000006,False,-0.04580223448147976,0.48333333333333334,178794,0.0,0.0,23,0,0,3,3,3.0,28,31,18,115.0,87.0,7,14,18,846,1.0279460735619068,26.4457377018407
19,18,0,0,0,10.000000000000002,20,10.0,18.039803369640097,32,20.84375,36.77274777842186,1,40.0,38.00000000000001,20,38.0,0,0.272,22938,3,33,1.0,625.3135111981233,False,0.10648916173792711,5,3.0220000000000007,14923,205,0,0.0,2050.0000000000005,False,-0.2410412601722743,0,0.4070000000000001,26484,290,41,1.0,6739.225636110924,False,-0.0052111690084817594,0,0.2,30642,0,3,0.0,110.31824333526558,False,0.022897671498421576,5,0.6910000000000001,42603,0,1,0.1,38.00000000000001,False,-0.012053219600389412,2,1.264,41323,0,0,0.0,0.0,False,-0.04216308933290065,0.35000000000000003,178913,0.0,0.0,20,0,0,6,5,5.0,20,26,18,132.0,72.0,9,9,18,1356,1.0403268253430724,27.48606452718377
20,18,0,0,0,10.000000000000002,20,10.0,19.202947887128598,37,25.43243243243243,36.80025541040531,1,40.0,38.00000000000001,0,,0,0.272,23724,4,11,1.0,251.2324267584146,False,0.13499339520198,5,3.0670000000000006,14768,214,0,0.0,2140.0000000000005,False,-0.2462761147860848,0,0.4070000000000001,25543,317,51,1.0,7964.147506150436,False,-0.016158821956840406,0,0.2,30682,0,2,0.0,73.60051082081063,False,0.023618802246264777,0,0.6860000000000002,42563,0,2,0.1,76.00000000000001,False,-0.012539984238097445,0,1.262,41323,0,0,0.0,0.0,False,-0.04216308933290065,0.35000000000000003,178603,0.0,0.0,14,0,0,6,1,1.0,27,33,17,102.0,73.0,9,9,17,1136,0.9364737831056118,28.422538310289383
21,17,0,0,0,10.000000000000002,20,10.0,18.787738052147645,10,10.0,37.06822119920057,25,38.2,38.00000000000001,0,,0,0.272,23624,4,21,1.0,434.54249909510054,False,0.13459626181637796,10,3.1620000000000013,14528,224,0,0.0,2240.0000000000005,False,-0.2553181363917575,0,0.4070000000000001,26398,317,36,1.0,7290.168925702024,False,0.00110244794571853,0,0.2,30682,0,2,0.0,74.13644239840114,False,0.02362773146281902,0,0.6860000000000002,41743,10,12,1.0,826.6822119920058,False,-0.022846852116359805,0,1.2620000000000002,41188,0,5,0.5,190.00000000000003,False,-0.04309026007139215,0.5833333333333334,178163,0.0,0.0,14,0,0,4,2,2.0,28,32,15,129.0,88.0,8,9,15,1155,0.9928295705467463,29.41536788083613
22,15,0,0,0,10.000000000000002,20,10.0,19.05170164038773,26,21.076923076923077,38.027608437652894,45,40.53333333333333,38.00000000000001,0,,0,0.272,24032,3,10,1.0,220.5170164038773,False,0.1489201212678789,5,3.202000000000001,14358,235,0,0.0,2350.0000000000005,False,-0.2607909389425594,9,0.4970000000000001,27386,333,10,1.0,6724.492730625643,False,0.024600012173036374,0,0.2,30682,0,2,0.0,76.05521687530579,False,0.02365970038112805,0,0.6860000000000002,41743,0,22,1.0,836.0000000000001,False,-0.02273886236150387,0,1.262,39364,35,15,1.0,1900.9662953178513,False,-0.06553977220205544,0.6666666666666666,177565,0.0,0.0,15,0,0,7,2,1.4090909090909092,24,31,17,147.0,78.0,9,6,17,1664,1.0262427758425474,30.441610656678677
23,17,0,0,0,10.000000000000002,20,10.0,19.05170164038773,0,,38.027608437652894,0,,38.00000000000001,0,,0,0.272,23932,3,20,1.0,411.0340328077546,False,0.1486944756295569,0,3.1970000000000005,14258,245,0,0.0,2450.0000000000005,False,-0.26317041831247323,0,0.4880000000000001,27386,323,20,1.0,6914.251798598295,False,0.027761609440158153,0,0.2,30682,0,2,0.0,76.05521687530579,False,0.02365970038112805,0,0.686,41743,0,22,0.0,836.0000000000001,False,-0.02273886236150387,0,1.262,39364,25,25,1.0,1900.6902109413227,False,-0.06554297191899633,0.5,177365,0.0,0.0,10,0,0,12,0,0.0,23,35,12,177.0,45.0,12,5,12,200,1.2339543579146266,31.675565014593303
24,12,0,0,0,10.000000000000002,20,10.0,18.809996369739018,5,9.0,38.30406234033722,15,41.0,38.00000000000001,1,38.0,0,0.272,23842,2,30,1.0,584.2998910921706,False,0.1485342381166938,5,3.2470000000000008,14083,256,0,0.0,2560.0000000000005,False,-0.2688811688002665,0,0.4880000000000001,27956,318,15,1.0,6556.139780682066,False,0.04078873343355661,0,0.2,30682,0,2,0.0,76.60812468067444,False,0.023668912440531015,0,0.6860000000000002,41166,5,31,1.0,1369.5203117016863,False,-0.029929994996735276,0,1.262,39364,15,35,1.0,1904.5609351050584,False,-0.06549811164172904,0.6666666666666666,177093,0.0,0.0,16,0,0,8,1,1.0,17,25,22,75.0,66.0,5,7,22,853,0.8456791723147035,32.52124418690801
25,22,0,0,0,10.000000000000002,20,10.0,18.809996369739018,0,,38.79051537526018,22,42.0,38.000000000000014,3,38.0,0,0.272,23752,1,40,1.0,762.3998547895608,False,0.14848902714485226,0,3.2420000000000004,13973,267,0,0.0,2670.0000000000005,False,-0.27149859610717175,7,0.558,28656,308,10,1.0,6181.38403563222,False,0.057870443779277206,0,0.2,30682,0,2,0.0,77.58103075052036,False,0.02368512213846257,0,0.686,40356,17,38,1.0,2103.4387613794233,False,-0.04019935606393509,0,1.2620000000000002,39364,5,45,1.0,1903.9525768763015,False,-0.0655051622910818,0.6666666666666666,176783,0.0,0.0,12,0,0,14,1,0.3181818181818182,17,31,23,144.0,117.0,8,14,23,314,1.071076755411923,33.59232094231993
26,23,0,0,0,10.000000000000002,20,10.0,18.7707167102343,29,18.517241379310345,38.79051537526018,0,,38.00000000000001,8,38.0,0,0.272,24074,3,31,1.0,611.8922180172633,False,0.1602315761199559,10,3.3420000000000005,13748,275,0,0.0,2750.0000000000005,False,-0.28030266977585305,0,0.5510000000000002,28119,327,20,1.0,6913.83467175182,False,0.05217985124544854,0,0.2,30682,0,2,0.0,77.58103075052036,False,0.02368512213846257,0,0.6860000000000002,40660,7,40,1.0,1791.5336076268215,False,-0.036767725098200955,0,1.262,39364,0,50,0.5,1900.0000000000005,False,-0.06555097121134856,0.5833333333333334,176647,0.0,0.0,16,0,0,19,2,2.0,15,34,20,186.0,93.0,12,11,20,946,1.1542837545275688,34.7466046968475
27,20,0,0,0,10.000000000000002,20,10.0,19.605614446329827,34,24.38235294117647,38.79051537526018,0,,38.00000000000001,20,38.0,0,0.272,24758,3,12,1.0,265.26737335595794,False,0.1845349872306657,5,3.3820000000000006,13583,285,0,0.0,2850.0000000000005,False,-0.2857754723266549,0,0.5510000000000002,27290,351,30,1.0,8045.2861319195745,False,0.043406966543145166,0,0.2,30682,0,2,0.0,77.58103075052036,False,0.02368512213846257,0,0.6860000000000002,41116,0,35,0.7,1330.0000000000002,False,-0.03154698437717306,0,1.262,39668,0,42,0.0,1596.0000000000002,False,-0.06202772240508089,0.45,177097,0.0,0.0,22,0,0,20,1,1.0,16,36,19,153.0,87.0,11,9,19,1744,1.0767214819788933,35.82332617882639
28,19,0,0,0,10.000000000000002,20,10.0,19.699074438921176,24,20.5,39.427894956727364,40,41.825,38.000000000000014,14,38.0,2,0.29200000000000004,25016,2,10,1.0,216.99074438921176,False,0.19566436835266776,10,3.4770000000000008,13333,296,0,0.0,2960.0000000000005,False,-0.295055441869319,10,0.6510000000000001,28123,365,10,1.0,7584.441119773503,False,0.06348618993291408,0,0.2,30682,0,2,0.0,78.85578991345473,False,0.02370636104487594,0,0.6860000000000002,41361,0,28,0.7,1064.0000000000005,False,-0.028950906309396875,0,1.262,38282,23,52,1.0,2882.84158400473,False,-0.07924016522177085,0.6166666666666667,176797,0.0,0.0,18,0,0,12,5,3.2337662337662336,17,29,27,103.0,109.0,8,11,27,732,1.075752050615847,36.89907822944224
29,27,0,0,0,10.000000000000002,20,10.0,19.31586132959016,26,16.26923076923077,39.684576553489876,19,42.0,38.000000000000014,20,38.0,0,0.29000000000000004,24886,5,20,1.0,436.3172265918032,False,0.19469655038766012,26,3.727000000000001,13019,303,0,0.0,3030.0000000000005,False,-0.30833293675343837,9,0.7310000000000001,28210,381,10,1.0,7756.188932108749,False,0.06924673329071561,0,0.2,30682,0,2,0.0,79.36915310697975,False,0.023714914247033956,0,0.6860000000000002,40981,9,27,1.0,1383.1611889814094,False,-0.034060066883994614,0,1.2620000000000002,38624,13,53,1.0,2529.899495195369,False,-0.07540332512174489,0.6666666666666666,176402,0.0,0.0,22,0,0,6,3,2.473684210526316,24,30,28,154.0,130.0,10,17,28,960,1.4694166043773293,38.36849483381957
30,28,0,0,0,10.000000000000002,20,10.0,19.07532577723385,5,9.0,39.684576553489876,0,,38.00000000000001,17,38.0,0,0.29000000000000004,24776,6,30,1.0,632.2597733170155,False,0.19412410825005993,5,3.7510000000000012,12864,312,0,0.0,3120.0000000000005,False,-0.3135677913672488,0,0.7220000000000002,28165,376,20,1.0,7966.014023309725,False,0.07124315267093846,0,0.2,30682,0,2,0.0,79.36915310697975,False,0.023714914247033956,0,0.6860000000000002,41323,0,27,0.9,1026.0000000000002,False,-0.030272124611747254,0,1.262,38928,3,55,1.0,2209.0537296604703,False,-0.07207531257637019,0.65,176738,0.0,0.0,21,0,0,15,1,1.0,20,35,28,222.0,102.0,14,14,28,846,1.8057639924809337,40.1742588263005
31,28,0,0,0,10.000000000000002,20,10.0,18.372750361751184,15,9.333333333333334,39.75711067868964,10,41.0,38.000000000000014,8,38.0,0,0.29000000000000004,24646,9,40,1.0,824.9100144700474,False,0.19252153463260957,15,3.8960000000000012,12539,319,0,0.0,3190.0000000000005,False,-0.32736877171274925,0,0.7220000000000002,28435,381,20,1.0,7795.160101400994,False,0.07739353717762402,0,0.2,30682,0,2,0.0,79.51422135737928,False,0.02371733124554112,0,0.686,41118,0,32,0.5,1216.0000000000005,False,-0.03282184414259886,0,1.262,39027,0,55,0.8,2090.000000000001,False,-0.0711603541792221,0.5499999999999999,176447,0.0,0.0,16,0,0,11,3,3.0,22,33,21,156.0,124.0,12,16,21,914,1.4581863125786185,41.63244513887912
32,21,0,0,0,10.000000000000002,20,10.0,18.157220915204757,34,16.970588235294116,39.75711067868964,0,,38.000000000000014,9,38.0,0,0.29000000000000004,24898,13,36,1.0,783.6599529473713,False,0.20353257395296645,20,4.081000000000001,12094,325,0,0.0,3250.0000000000005,False,-0.3471184504830343,0,0.7220000000000002,27858,405,30,1.0,8546.387791018617,False,0.07068290221623813,0,0.2,30682,0,2,0.0,79.51422135737928,False,0.02371733124554112,0,0.6860000000000002,41460,0,23,0.0,874.0000000000003,False,-0.028858189235547727,0,1.262,39027,0,55,0.0,2090.000000000001,False,-0.0711603541792221,0.3333333333333333,176019,0.0,0.0,19,0,0,8,4,4.0,20,28,17,111.0,102.0,7,14,17,934,0.8641668679192662,42.49661200679839
