index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,17,0,0,0,10.000000000000002,20,10.0,5.566945108944279,6,3.5,34.76893618137113,5,47.0,46.330921335735006,60,50.666666666666664,65.99999999999999,9,66.0,5,0.9790000000000003,29730.0,109,0,0.0,1090.0000000000002,False,-0.08263135567541362,1,0.8850000000000002,30002.0,111,0,0.0,1110.0000000000002,False,-0.0740864190049088,0,0.21800000000000003,56244,0,25,0.6,869.2234045342783,False,0.03498003583198763,0,0.5870000000000002,54005,97,0,0.0,539.993675567595,False,-0.008911183868966381,0,0.2,80858,5,40,1.0,2027.081534336256,False,0.0010826304631540958,50,0.9880000000000002,79690.0,20,0,0.0,695.3787236274227,False,-0.02134075098964686,0,0.2,104183,0,11,0.5,725.9999999999999,False,-0.0012610099543361546,4,0.546,102364,45,10,1.0,2744.891460108075,False,-0.008994767476890674,0.3875,537076,0.0,0.0,10,0,0,12,5,4.2,12,24,22,115.0,70.0,9,8,22,1191,1.8239154780167155,27.501158232975286
11,22,0,0,0,10.000000000000002,20,10.0,5.510820741902028,2,2.0,32.80371015611721,10,17.0,45.31207924413099,69,43.81159420289855,65.99999999999999,14,66.0,2,0.994,29568.0,121,0,0.0,1210.0000000000002,False,-0.08572207744985152,0,0.8840000000000001,29922.0,119,0,0.0,1190.0000000000002,False,-0.07529846675959033,0,0.21800000000000003,56240,0,27,0.2,885.7001742151647,False,0.03505743087682525,10,0.687,53755,97,0,0.0,534.5496119644966,False,-0.013526015631315889,0,0.2,80688,5,50,1.0,2429.6225129871355,False,0.0014649897471793983,69,1.6280000000000003,77459.0,20,0,0.0,656.0742031223442,False,-0.04886055657580213,0,0.2,104183,0,11,0.0,725.9999999999999,False,-0.0012610099543361546,4,0.5820000000000001,99941,104,10,1.0,5372.456241389623,False,-0.019591240559670514,0.275,531756,0.0,0.0,10,0,0,11,7,6.333333333333333,16,27,27,195.0,118.0,13,9,27,728,2.0889025190263055,29.59006075200159
12,27,0,0,0,10.000000000000002,20,10.0,5.25071916901225,7,1.0,31.54263468256343,38,28.842105263157894,45.76314322913076,56,47.0,65.99999999999999,9,66.0,5,1.0420000000000003,29378.0,129,0,0.0,1290.0000000000002,False,-0.09026725652990727,2,0.9040000000000001,29758.0,131,0,0.0,1310.0000000000002,False,-0.07844979092176231,0,0.21800000000000003,56301,0,30,0.7,946.279040476903,False,0.036724421968088894,34,1.0170000000000001,53299,97,0,0.0,509.3197593941882,False,-0.022083160533625006,0,0.2,79592,33,60,1.0,3786.695538272439,False,-0.003639536711343183,56,2.1190000000000007,76955.0,20,0,0.0,630.8526936512686,False,-0.055177404267077027,0,0.2,104183,0,11,0.0,725.9999999999999,False,-0.0012610099543361546,0,0.5780000000000001,97903,150,11,1.0,7590.471484369615,False,-0.028466002959697225,0.3375,527369,0.0,0.0,11,0,0,13,5,5.0,16,29,28,239.0,99.0,14,13,28,862,2.097648394992575,31.687709146994166
13,28,0,0,0,10.000000000000002,20,10.0,4.963220451039034,16,3.0,31.020633551880007,4,17.0,44.76124804918806,63,41.76190476190476,65.99999999999999,12,66.0,4,1.0770000000000002,29204.0,138,0,0.0,1380.0000000000002,False,-0.09417611053875523,12,1.022,29365.0,142,0,0.0,1420.0000000000002,False,-0.08869159444882128,0,0.21800000000000003,56334,0,33,0.7,1023.6809072120402,False,0.03803371717411425,0,0.9830000000000001,53286,106,0,0.0,526.1013678101376,False,-0.022167326773458864,0,0.2,79524,27,70,1.0,3970.8444693439246,False,-0.0033451666645640094,63,2.693000000000001,74230.0,20,0,0.0,620.4126710376001,False,-0.0885611149564237,0,0.2,104183,0,11,0.0,725.9999999999999,False,-0.0012610099543361546,1,0.5880000000000001,95986,203,10,1.0,9746.533353985176,False,-0.036480763130814636,0.3375,522112,0.0,0.0,10,0,0,16,8,7.2,16,32,20,249.0,43.0,19,9,20,730,2.893458107020706,34.58116725401487
14,20,0,0,0,10.000000000000002,20,10.0,4.845868485406896,5,2.2,31.020633551880007,0,,44.18895706971158,19,37.36842105263158,66.0,8,66.0,5,1.1230000000000002,28994.0,148,0,0.0,1480.0000000000002,False,-0.09902430155748136,0,1.0100000000000002,29265.0,152,0,0.0,1520.0000000000002,False,-0.0902066541421732,0,0.21800000000000003,56323,0,38,0.5,1178.7840749714403,False,0.03924898266139033,0,0.9830000000000001,53286,106,0,0.0,513.662059453131,False,-0.02228090079567293,0,0.2,79884,17,75,1.0,3841.5225506103284,False,0.0002660855594092333,14,2.7700000000000005,73661.0,20,0,0.0,620.4126710376001,False,-0.0955185510984092,0,0.2,103823,0,16,0.5,1056.0,False,-0.0031238655686963834,0,0.5870000000000002,96164,207,12,1.0,9939.114113430296,False,-0.03386043813680865,0.375,521400,0.0,0.0,11,0,0,11,5,5.0,13,24,15,157.0,27.0,11,9,15,1088,1.4105013309745118,35.991668584989384
15,15,0,0,0,10.000000000000002,20,10.0,4.443550997626004,42,3.4285714285714284,29.309111142438976,28,23.178571428571427,43.68152965051323,6,25.0,66.0,9,66.0,26,1.3780000000000003,28340.0,156,0,0.0,1560.0000000000002,False,-0.11762923459184292,16,1.1700000000000002,28748.0,164,0,0.0,1640.0000000000002,False,-0.10405429973940973,0,0.21800000000000003,56522,0,43,1.0,1260.291779124876,False,0.04362700892139653,23,1.213,52573,138,0,0.0,613.2100376723886,False,-0.03439174225597225,0,0.2,79639,12,85,1.0,4064.639354002892,False,-0.0013655689201735395,6,2.8160000000000007,73050.0,43,0,0.0,1260.291779124876,False,-0.09907748689137794,0,0.2,103823,0,16,0.0,1056.0,False,-0.0031238655686963834,0,0.5870000000000002,96608,203,13,1.0,9725.350519054185,False,-0.030639912307007248,0.375,519303,0.0,0.0,11,0,0,11,9,9.0,13,24,18,160.0,30.0,10,5,18,1039,1.3100328889559023,37.301701473945286
16,18,0,0,0,10.000000000000002,20,10.0,4.45515217140663,1,6.0,29.48373344739347,10,31.5,43.79151304458698,7,47.0,66.00000000000001,9,66.0,1,1.362,28173.0,171,0,0.0,1710.0000000000002,False,-0.12041694442761045,0,1.1540000000000001,28698.0,169,0,0.0,1690.0000000000002,False,-0.10481182958608569,0,0.21800000000000003,56751,0,39,0.1,1149.8656044483453,False,0.04680044559692083,5,1.2400000000000002,52463,138,0,0.0,614.810999654115,False,-0.03638578054841666,0,0.2,79404,7,95,1.0,4366.579873367517,False,-0.0023930408925601668,7,2.880000000000001,72907.0,48,0,0.0,1415.2192054748866,False,-0.09987883053033705,0,0.2,103823,0,16,0.0,1056.0000000000002,False,-0.0031238655686963834,0,0.5870000000000002,96873,200,14,1.0,9682.302608917396,False,-0.02831395991078637,0.2625,519092,0.0,0.0,10,0,0,15,3,3.0,13,28,16,185.0,12.0,14,4,16,1029,1.8365936350310221,39.13829510897631
17,16,0,0,0,10.000000000000002,20,10.0,4.467233127165423,14,4.571428571428571,30.90877029719329,10,47.0,43.03259170728031,8,25.0,66.0,13,66.0,9,1.4510000000000005,27910.0,179,0,0.0,1790.0000000000002,False,-0.12717411065996,5,1.2040000000000002,28483.0,181,0,0.0,1810.0000000000002,False,-0.10950851463547663,0,0.21800000000000003,57201,0,34,0.5,1050.8981901045718,False,0.054114075106409226,0,1.235,52419,147,0,0.0,656.6832696933172,False,-0.03680693835533743,0,0.2,79169,2,105,1.0,4580.239669858819,False,-0.0039602382533116464,8,2.9530000000000003,72424.0,53,0,0.0,1638.1648257512443,False,-0.10442167182818408,0,0.2,103823,0,16,0.0,1056.0,False,-0.0031238655686963834,0,0.5870000000000002,97531,198,11,1.0,9246.453158041502,False,-0.024109874290483713,0.3125,518960,0.0,0.0,14,0,0,11,4,4.0,15,26,16,142.0,48.0,10,6,16,1528,1.5150302029796876,40.653325311955996
18,16,0,0,0,10.000000000000002,20,10.0,4.355980297823961,7,2.4285714285714284,30.999234042438175,10,32.0,43.03259170728031,0,,66.0,7,66.0,0,1.4420000000000002,27860.0,184,0,0.0,1840.0000000000002,False,-0.12793164050663597,7,1.2690000000000001,28179.0,196,0,0.0,1960.0000000000005,False,-0.11644748803102842,0,0.21800000000000003,57421,0,34,0.5,1053.973957442898,False,0.05815946859597627,5,1.2850000000000001,52312,149,0,0.0,649.0410643757701,False,-0.03883058758307832,0,0.2,79084,0,112,0.7,4819.650271215395,False,-0.0035358798820330096,0,2.9450000000000003,72189.0,58,0,0.0,1797.9555744614142,False,-0.10631821054215788,0,0.2,103823,0,16,0.0,1056.0,False,-0.0031238655686963834,0,0.5870000000000002,97993,188,14,1.0,9014.127240968697,False,-0.02080605647333397,0.275,518861,0.0,0.0,11,0,0,11,3,3.0,11,22,17,101.0,87.0,7,9,17,897,1.2917089579859748,41.94503426994197
19,17,0,0,0,10.000000000000002,20,10.0,4.162794125768423,8,1.375,29.419785589432838,44,25.522727272727273,42.71790665730661,28,40.714285714285715,66.0,12,66.0,7,1.5120000000000005,27588.0,195,0,0.0,1950.0000000000005,False,-0.1345069995757833,1,1.2720000000000002,28068.0,205,0,0.0,2050.0000000000005,False,-0.11844736682625295,0,0.21800000000000003,57495,0,37,0.8,1088.532066809015,False,0.05982627017154843,39,1.6700000000000002,51204,149,0,0.0,620.2563247394951,False,-0.059326038340307315,0,0.2,78651,34,112,1.0,5784.678255659056,False,-0.002930448530507181,18,3.125,71447.0,58,0,0.0,1706.3475641871046,False,-0.1159510682893321,0,0.2,103823,0,16,0.0,1056.0,False,-0.0031238655686963834,0,0.5870000000000002,97645,206,12,1.0,9591.888771405162,False,-0.02137082877297449,0.35,515921,0.0,0.0,13,0,0,13,9,9.0,13,26,16,147.0,48.0,11,6,16,1767,1.9934947550063953,43.938529024948366
20,16,0,0,0,10.000000000000002,20,10.0,4.02507295233792,12,2.75,28.655789976367146,9,17.0,43.76380731222486,60,47.0,66.0,10,66.0,4,1.5450000000000002,27436.0,203,0,0.0,2030.0000000000005,False,-0.13790073328889157,8,1.3510000000000002,27762.0,217,0,0.0,2170.0000000000005,False,-0.1259014605175444,0,0.21800000000000003,57462,2,47,1.0,1354.8722747939319,False,0.06165542679175658,9,1.721,50983,149,0,0.0,599.7358698983501,False,-0.0635489667302892,0,0.2,78498,33,122,1.0,6284.82556131155,False,-0.0017434823782964577,60,3.7070000000000003,70907.0,58,0,0.0,1662.0358186292945,False,-0.12282481800233981,0,0.2,103823,0,16,0.0,1056.0,False,-0.0031238655686963834,0,0.587,95485,256,12,1.0,11995.534671929565,False,-0.030524395422488117,0.375,512356,0.0,0.0,11,0,0,12,6,6.0,11,23,23,138.0,33.0,10,6,23,860,1.9581399710150436,45.89666899596341
21,23,0,0,0,10.000000000000002,20,10.0,3.914666254882147,9,2.5555555555555554,28.655789976367146,0,,43.90437103533392,74,44.32432432432432,66.0,12,66.0,7,1.6110000000000002,27172.0,213,0,0.0,2130.0000000000005,False,-0.1443851887764378,2,1.363,27632.0,227,0,0.0,2270.0000000000005,False,-0.12832555602690746,0,0.21800000000000003,57444,0,53,0.6,1518.7568687474586,False,0.06282304538417778,0,1.7120000000000002,50978,154,0,0.0,602.8586032518506,False,-0.06361175790906405,0,0.2,78498,23,132,1.0,6454.460146120521,False,-0.0007063806284893158,74,4.3870000000000005,68666.0,58,0,0.0,1662.0358186292945,False,-0.15022660076892944,0,0.2,103823,0,16,0.0,1056.0,False,-0.0031238655686963834,0,0.5870000000000002,92997,320,10,1.0,14709.398731306854,False,-0.04132960731334729,0.325,507210,0.0,0.0,11,0,0,11,5,5.0,18,29,18,236.0,24.0,15,8,18,992,1.9851273850072175,47.88179638097063
22,18,0,0,0,10.000000000000002,20,10.0,3.758585512606653,9,1.8888888888888888,28.655789976367146,0,,43.827733682275834,56,43.464285714285715,66.0,7,66.0,9,1.694,26852.0,224,0,0.0,2240.0000000000005,False,-0.15241500515120296,0,1.3610000000000002,27542.0,236,0,0.0,2360.0000000000005,False,-0.12968910975092418,0,0.21800000000000003,57427,0,62,0.9,1776.658978534763,False,0.06486732810962476,0,1.7120000000000002,50978,154,0,0.0,578.8221689414246,False,-0.06383121661576777,0,0.2,78498,13,142,1.0,6596.0634525759415,False,0.00015934517305514498,56,4.873,66974.0,58,0,0.0,1662.0358186292945,False,-0.17091549699430636,0,0.2,103823,0,16,0.0,1056.0,False,-0.0031238655686963834,0,0.5870000000000002,91025,366,13,1.0,16898.950527712957,False,-0.04970982189326809,0.3625,503119,0.0,0.0,10,0,0,10,4,4.0,15,25,18,141.0,24.0,10,8,18,662,1.8239154890179634,49.70571186998859
23,18,0,0,0,10.000000000000002,20,10.0,3.6733128984307153,95,3.5789473684210527,30.09175225497054,10,49.0,43.74255204874191,13,41.84615384615385,66.0,11,66.0,49,2.1750000000000003,25929.0,233,0,0.0,2330.0000000000005,False,-0.17901945336646263,46,1.8210000000000002,26420.0,247,0,0.0,2470.0000000000005,False,-0.16202048360705412,0,0.21800000000000003,57917,0,52,0.0,1564.7711172584682,False,0.0718803856368211,0,1.7120000000000004,50638,249,0,0.0,914.6549117092482,False,-0.0669735504655584,0,0.2,78613,8,147,1.0,6670.8891692048255,False,0.002022970355726952,8,4.897000000000001,66465.0,63,0,0.0,1895.780392063144,False,-0.17571023078107223,0,0.2,103823,0,16,0.0,1056.0,False,-0.0031238655686963834,0,0.5870000000000002,91207,369,12,1.0,16933.001705985764,False,-0.04780850940032409,0.25,501012,0.0,0.0,14,0,0,10,3,3.0,15,25,19,193.0,18.0,12,6,19,1776,1.615893058013171,51.32160492800176
24,19,0,0,0,10.000000000000002,20,10.0,3.5379588430232274,10,1.1,31.321363911190446,10,47.0,43.20738891979811,8,25.0,66.0,11,66.0,2,2.146000000000001,25795.0,242,0,0.0,2420.0000000000005,False,-0.18171625962062904,8,1.8550000000000002,26116.0,258,0,0.0,2580.0000000000005,False,-0.16956548087994666,0,0.21800000000000003,58376,0,52,1.0,1628.7109233819033,False,0.08084574368991752,0,1.7120000000000004,50638,249,0,0.0,880.9517519127836,False,-0.06728126881368092,0,0.2,78378,3,157,1.0,6877.524152141875,False,0.0004128251112204206,8,4.969000000000001,65982.0,68,0,0.0,2129.8527459609504,False,-0.18018504612229339,0,0.2,103823,0,16,0.0,1056.0,False,-0.0031238655686963834,0,0.5870000000000002,91733,367,11,1.0,16583.111733565907,False,-0.044454843741923225,0.375,500841,0.0,0.0,13,0,0,14,5,5.0,15,29,11,211.0,30.0,14,5,11,1396,1.5836074550170451,52.90521238301881
