index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,19,0,0,0,10.000000000000002,20,10.0,11.900558215215154,6,10.0,6.008159249947015,61,6.786885245901639,24.38059271918587,29,24.75862068965517,40.0,20,40.0,0,0.2,28282,3,76,1.0,934.4424243563517,False,-0.008339787790066652,6,0.48500000000000004,27701,114,0,0.0,1140.0000000000002,False,-0.024835293711841604,0,0.2,40968,0,9,0.0,54.073433249523134,False,0.0035259043016024018,52,2.5560000000000005,33093.0,40,0,0.0,476.0223286086062,False,-0.18408334767069826,0,0.29900000000000004,68550,14,15,1.0,449.82312028704627,False,0.01538262826308474,19,2.298000000000001,59860,205,0,0.0,1231.6726462391382,False,-0.10714369180282035,2,0.49900000000000005,97771,55,10,1.0,1740.9325995552229,False,-0.011162685581899477,8,0.8380000000000001,95609,171,0,0.0,4169.0813549807835,False,-0.020665223021498706,0.375,451834,0.0,0.0,13,0,0,7,12,12.0,22,29,19,185.0,51.0,12,7,19,1283,1.4517634459771216,31.88049982895609
11,19,0,0,0,10.000000000000002,20,10.0,11.900558215215154,0,,6.476388650564848,27,9.925925925925926,24.748397062339254,78,25.615384615384617,40.0,20,40.0,0,0.2,28192,2,86,1.0,1043.4480065085033,False,-0.009564209470033789,0,0.47900000000000004,27591,125,0,0.0,1250.0000000000002,False,-0.026732434203718396,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,18,2.6840000000000006,32652.0,40,0,0.0,476.0223286086062,False,-0.1948786770384004,0,0.29900000000000004,68550,4,25,1.0,644.6154811607407,False,0.016820571074370887,78,3.059000000000001,56632,232,0,0.0,1502.5221669310447,False,-0.15280201550993577,1,0.5070000000000001,96513,100,10,1.0,2874.8397062339254,False,-0.018090122268387875,9,0.9200000000000002,95149,194,0,0.0,4801.189030093816,False,-0.02210821998850278,0.375,446490,0.0,0.0,12,0,0,6,10,9.333333333333334,20,26,23,159.0,40.0,11,8,23,763,1.4952630120096728,33.37576284096576
12,23,0,0,0,10.000000000000002,20,10.0,14.64009197073205,20,23.1,6.576656520660351,8,9.125,24.55091815260212,99,24.08080808080808,40.0,20,40.0,0,0.2,28544,3,76,1.0,1142.6469897756358,False,0.004288347931696602,0,0.47900000000000004,27501,134,0,0.0,1340.0000000000002,False,-0.028284640060708497,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,8,2.746000000000001,32077.0,60,0,0.0,878.405518243923,False,-0.20402920958796691,0,0.29900000000000004,68480,0,34,0.9,834.731217188472,False,0.017190521733781685,99,3.9710000000000005,51219,235,0,0.0,1545.5142823551826,False,-0.23240138276500977,1,0.516,94793,170,10,1.0,4573.65608594236,False,-0.02681742225481255,9,1.0010000000000003,94745,213,0,0.0,5229.345566504251,False,-0.024012101816930195,0.3625,438570,0.0,0.0,14,0,0,9,12,12.0,18,27,22,173.0,55.0,11,12,22,1062,1.3972647769842297,34.77302761794999
13,22,0,0,0,10.000000000000002,20,10.0,14.64009197073205,0,,6.371163663270058,11,2.8181818181818183,24.804098347700183,83,25.72289156626506,40.00000000000001,20,40.0,0,0.2,28384,9,86,1.0,1349.0479094829564,False,0.0023291350674857205,0,0.47900000000000004,27461,138,0,0.0,1380.0000000000002,False,-0.028974509330481873,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,11,2.8480000000000003,31841.0,60,0,0.0,878.405518243923,False,-0.20980630194800706,0,0.29900000000000004,68567,0,32,0.5,793.7311471264059,False,0.01817231738684549,76,4.632000000000001,48779,241,0,0.0,1535.4504428480839,False,-0.2684994726141756,2,0.5350000000000001,93117,238,10,1.0,6303.375406752643,False,-0.034948747397360376,8,1.0720000000000003,94564,218,0,0.0,5407.29343979864,False,-0.024934622626441586,0.3125,433924,0.0,0.0,13,0,0,9,10,10.0,20,29,16,191.0,39.0,14,8,16,712,1.6443427379708737,36.417370355920866
14,16,0,0,0,10.000000000000002,20,10.0,14.64009197073205,0,,6.145344168744807,13,3.0,23.643691688620635,47,15.106382978723405,40.00000000000001,20,40.0,0,0.2,28294,8,96,1.0,1485.4488291902767,False,0.0015771934253781244,0,0.47900000000000004,27351,149,0,0.0,1490.0000000000002,False,-0.03087164982235866,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,13,2.9670000000000005,31553.0,60,0,0.0,878.405518243923,False,-0.2168563129636493,0,0.29900000000000004,68544,0,37,0.5,874.8165924789635,False,0.018431315551348307,47,5.026000000000001,46434,249,0,0.0,1530.190698017457,False,-0.3031595330339904,2,0.5530000000000002,93403,234,10,1.0,5932.623855137229,False,-0.033940033807141314,8,1.1440000000000003,93844,259,0,0.0,6123.716147352744,False,-0.028561394680202808,0.3125,430634,0.0,0.0,11,0,0,9,14,13.333333333333334,20,29,13,176.0,12.0,12,4,13,520,1.205948457994964,37.62331881391583
15,13,0,0,0,10.000000000000002,20,10.0,16.71819142014401,21,24.0,5.94849817032035,12,3.0833333333333335,23.603673045009582,40,23.25,40.00000000000001,20,40.0,0,0.2,28688,9,85,1.0,1511.0462707122408,False,0.01560909024718434,0,0.47900000000000004,27261,158,0,0.0,1580.0000000000002,False,-0.032423855679348766,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,12,3.0740000000000003,30794.0,81,0,0.0,1354.1735050316647,False,-0.2296128184740684,0,0.29900000000000004,68997,0,34,0.7,802.5248835303258,False,0.024585688538307292,30,5.279000000000002,45296,254,0,0.0,1510.9185352613688,False,-0.3201030625008388,0,0.5510000000000002,93533,229,11,1.0,5845.241127307195,False,-0.03307482769130767,11,1.2460000000000002,92962,294,0,0.0,6939.479875232817,False,-0.03331422046397263,0.3375,428742,0.0,0.0,13,0,0,5,11,11.0,22,27,10,116.0,9.0,10,3,10,1524,1.1337956380448304,38.75711445196066
16,10,0,0,0,10.000000000000002,20,10.0,18.420084466484546,36,22.444444444444443,5.740609425344416,8,1.375,23.108850300202917,39,18.615384615384617,40.00000000000001,20,40.0,0,0.2,29366,12,59,1.0,1206.7849835225882,False,0.033748145692155944,0,0.47900000000000004,27191,165,0,0.0,1650.0000000000002,False,-0.033631126901452174,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,8,3.1420000000000012,29807.0,117,0,0.0,2155.149882578692,False,-0.24397016128639823,0,0.29900000000000004,69207,0,36,0.7,831.918610807305,False,0.02790307981934437,34,5.589000000000001,43941,255,0,0.0,1463.855403462826,False,-0.3404554987711837,0,0.5510000000000002,93813,219,14,1.0,5620.8382157444385,False,-0.03139272108794325,13,1.3650000000000002,92000,333,0,0.0,7695.247149967571,False,-0.03916973008887996,0.3375,426536,0.0,0.0,14,0,0,3,12,12.0,20,23,10,109.0,6.0,8,2,10,1508,2.5004296239931136,41.257544075953774
17,10,0,0,0,10.000000000000002,20,10.0,18.420084466484546,0,,5.3042023008494095,30,3.0,22.776369583633834,15,14.933333333333334,40.00000000000001,20,40.0,0,0.2,29266,12,69,1.0,1390.9858281874338,False,0.03347566189830349,0,0.47900000000000004,27091,175,0,0.0,1750.0000000000002,False,-0.03535580007588562,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,30,3.4340000000000006,29237.0,117,0,0.0,2155.149882578692,False,-0.25792330808819014,0,0.29900000000000004,69207,0,36,0.0,819.949305010818,False,0.027814723288580263,15,5.705000000000001,43442,285,0,0.0,1511.6976557420817,False,-0.3474694930407476,0,0.551,93941,216,18,1.0,5639.6958300649085,False,-0.03001505774114123,14,1.492,91618,341,0,0.0,7766.742028019137,False,-0.04264075972122135,0.25,425013,0.0,0.0,11,0,0,3,10,10.0,19,22,8,79.0,12.0,6,4,8,440,1.0083241839893162,42.26586825994309
18,8,0,0,0,10.000000000000002,20,10.0,18.420084466484546,0,,4.059265753440094,69,1.0,22.813055185176285,17,23.529411764705884,40.00000000000001,20,40.0,0,0.2,29136,15,79,1.0,1605.1866728522791,False,0.032685776152121,0,0.47900000000000004,27021,182,0,0.0,1820.0000000000002,False,-0.03656307129798903,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,69,4.094000000000001,26828.0,117,0,0.0,2155.149882578692,False,-0.3168937127294474,0,0.29900000000000004,69427,0,31,0.0,707.2047107404649,False,0.030230498506934954,12,5.810000000000001,43071,354,0,0.0,1436.9800767177933,False,-0.3534984418472695,0,0.5510000000000002,94301,206,19,1.0,5459.4893681463145,False,-0.027309461339550326,11,1.5880000000000003,91036,358,0,0.0,8167.07375629311,False,-0.04646847899206505,0.25,422031,0.0,0.0,10,0,0,5,9,9.0,18,23,11,115.0,0.0,8,0,11,780,0.897296161041595,43.163164420984685
19,11,0,0,0,10.000000000000002,20,10.0,18.92625594180345,16,22.375,3.8763194371824237,22,2.090909090909091,22.697378561487056,65,22.138461538461538,40.00000000000001,20,40.0,0,0.2,29354,19,73,1.0,1571.6166837516519,False,0.03962637859597203,0,0.47900000000000004,26961,188,0,0.0,1880.0000000000002,False,-0.037597875202649095,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,22,4.245000000000001,25922.0,133,0,0.0,2517.192040259859,False,-0.33464062029987196,0,0.29900000000000004,69949,12,23,1.0,568.5555401603914,False,0.03691373141718507,47,6.268000000000001,40885,354,0,0.0,1372.217080762578,False,-0.38625029837182334,0,0.5510000000000002,94511,205,17,1.0,5332.962605104846,False,-0.025838491278107164,8,1.657,89763,414,0,0.0,9396.714724455642,False,-0.05306643915364824,0.375,418556,0.0,0.0,16,0,0,5,11,11.0,18,23,13,114.0,24.0,8,3,13,1606,1.0554436280508526,44.21860804903554
20,13,0,0,0,10.000000000000002,20,10.0,19.378121435883276,11,24.0,3.8763194371824237,0,,22.473236715981656,132,21.893939393939394,40.00000000000001,20,40.0,0,0.2,29528,18,72,1.0,1575.224743383596,False,0.04569046847959012,0,0.47900000000000004,26851,199,0,0.0,1990.0000000000005,False,-0.03949501569452589,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,4.223000000000001,25658.0,144,0,0.0,2790.449486767192,False,-0.33775856788368475,0,0.29900000000000004,70093,2,24,1.0,547.1103200579246,False,0.038881419101899545,123,7.4510000000000005,30890,354,0,0.0,1372.217080762578,False,-0.5338150009540211,0,0.5510000000000002,93189,261,13,1.0,6385.514782871212,False,-0.03381527350573301,6,1.709,88691,480,0,0.0,10787.153623671195,False,-0.05684349845285357,0.375,406111,0.0,0.0,15,0,0,7,11,11.0,20,27,20,173.0,36.0,11,2,20,1168,1.1997301820083521,45.41833823104389
21,20,0,0,0,10.000000000000002,20,10.0,19.83641430034236,18,22.666666666666668,3.849821876712974,29,3.6551724137931036,23.071251451871603,89,25.93258426966292,40.00000000000001,20,40.0,0,0.2,29876,14,64,1.0,1409.530515221911,False,0.054836509868957745,0,0.47900000000000004,26711,213,0,0.0,2130.0000000000005,False,-0.04190955813873271,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,29,4.513000000000001,24548.0,162,0,0.0,3213.499116655462,False,-0.35975252605009106,0,0.29900000000000004,70093,0,26,0.2,599.8525377486617,False,0.039270758254829,89,8.218,27145,383,0,0.0,1474.4817787810691,False,-0.5883507169416601,0,0.551,91421,323,16,1.0,8092.014218954528,False,-0.04298524274996484,13,1.8330000000000004,88195,497,0,0.0,11466.411971580186,False,-0.05841104720775811,0.275,399200,0.0,0.0,13,0,0,13,12,12.0,17,30,17,189.0,65.0,14,6,17,888,1.4418874739785679,46.86022570502246
22,17,0,0,0,10.000000000000002,20,10.0,20.129405814258195,15,22.4,3.841368601281419,1,2.0,22.39649437976984,42,14.952380952380953,40.00000000000001,20,40.0,0,0.2,30142,11,59,1.0,1297.6349430412336,False,0.06208193824016471,0,0.47900000000000004,26581,226,0,0.0,2260.0000000000005,False,-0.04415163326549619,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,1,4.4940000000000015,24192.0,177,0,0.0,3562.9048291237004,False,-0.36419053598291723,0,0.29900000000000004,70273,0,15,0.1,335.94741569654764,False,0.03998012354167499,30,8.429,26015,383,0,0.0,1471.2441742907836,False,-0.6050577696669955,0,0.5510000000000002,91685,319,17,1.0,7824.4817071465795,False,-0.04167970674579437,11,1.9300000000000004,87499,533,0,0.0,11937.331504417325,False,-0.06302776049111664,0.2625,397598,0.0,0.0,16,0,0,6,8,8.0,21,27,15,167.0,53.0,11,6,15,1078,1.1293120440095663,47.989537749032024
23,15,0,0,0,10.000000000000002,20,10.0,20.689870676597348,20,24.0,3.8329103447890516,2,3.0,21.872583062044793,37,15.432432432432432,40.00000000000001,20,40.0,0,0.2,30512,12,49,1.0,1133.80366315327,False,0.07201896559541353,0,0.47900000000000004,26491,235,0,0.0,2350.0000000000005,False,-0.04570383912248629,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,2,4.513000000000001,23674.0,197,0,0.0,4075.9045232896774,False,-0.37059185181158755,0,0.29900000000000004,70427,0,7,0.2,153.10808143431356,False,0.040904050325796144,27,8.669000000000002,25071,383,0,0.0,1468.0046620542068,False,-0.619018759968891,0,0.5510000000000002,92125,309,16,1.0,7398.628166171841,False,-0.039403397492998656,9,2.0090000000000003,86800,570,0,0.0,12467.372345365531,False,-0.06737821489967658,0.275,396311,0.0,0.0,16,0,0,8,9,9.0,18,26,21,120.0,30.0,10,5,21,1280,1.246515981038101,49.236053730070125
24,21,0,0,0,10.000000000000002,20,10.0,20.93632736185478,10,24.0,3.8329103447890516,0,,21.50839958149939,24,14.791666666666666,40.00000000000001,20,40.0,0,0.2,30652,12,49,1.0,1145.8800407308843,False,0.07705632852835158,0,0.47900000000000004,26391,245,0,0.0,2450.0000000000005,False,-0.04742851229691973,0,0.2,41211,0,0,0.0,0.0,False,0.008812513769552765,0,4.511000000000002,23434.0,207,0,0.0,4333.819763903939,False,-0.3733100809783856,0,0.29900000000000004,70427,0,7,0.0,150.55879707049573,False,0.04088523169703464,24,8.882000000000001,24259,383,0,0.0,1468.0046620542068,False,-0.6310070079425523,0,0.5510000000000002,92525,299,16,1.0,7071.011474868317,False,-0.037035680041760756,10,2.1000000000000005,86307,594,0,0.0,12775.989351410637,False,-0.07077344819101473,0.25,395206,0.0,0.0,13,0,0,7,8,8.0,21,28,14,236.0,21.0,14,7,14,840,1.1095034300233237,50.34555716009345
