index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
15,48,0,0,0,9.999999999999998,9,10.0,10.270956941984275,5,1.0,16.184648746583367,12,10.583333333333334,34.32333135854601,5,39.4,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,5,0.871,11849,176,0,0.0,1759.9999999999998,False,-0.14667828651873702,0,0.263,22242,0,37,0.5,598.8320036235846,False,0.04218484450560779,9,2.0810000000000004,15508.0,30,0,0.0,308.12870825952825,False,-0.2758766307212647,4,0.5010000000000001,32145,0,8,0.8,274.58665086836805,False,0.01500686450036737,0,0.2,31370,57,70,1.0,3325.158173653472,False,0.03859704721983134,0,0.6860000000000002,47129,0,10,0.3,540.0000000000001,False,0.0064764088843589415,0,0.506,47762,0,2,0.2,108.00000000000001,False,0.015331040047564446,0.35,223344,0.0,0.0,8,0,0,20,6,6.0,20,40,41,259.0,87.0,20,28,41,251,1.7137214355170727,36.87060598656535
16,41,0,0,0,9.999999999999998,12,10.0,10.270956941984275,0,,16.69298074625367,11,22.636363636363637,32.71060815376051,9,18.11111111111111,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,0.8660000000000001,11729,188,0,0.0,1879.9999999999998,False,-0.1507005430046256,0,0.263,22314,0,35,0.0,584.2543261188785,False,0.04517671473759482,9,2.162000000000001,15416.0,30,0,0.0,308.12870825952825,False,-0.2801301791978471,0,0.49700000000000005,32177,0,5,0.1,163.55304076880256,False,0.014267458587781884,0,0.2,31252,57,75,1.0,3404.7955140684976,False,0.03613890133734465,0,0.686,47034,0,15,0.5,810.0000000000001,False,0.007325773983946999,0,0.506,47694,0,6,0.4,324.00000000000006,False,0.016180405147152504,0.25,222955,0.0,0.0,12,0,0,17,2,2.0,22,39,36,252.0,128.0,18,23,36,355,1.6521222265437245,38.522728213109076
17,36,0,0,0,9.999999999999998,8,10.0,9.94900655570397,5,6.0,16.99547978127569,2,36.0,31.146963503100345,9,17.0,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,5,0.9160000000000001,11574,196,0,0.0,1959.9999999999995,False,-0.15840986793591205,0,0.263,22356,0,38,0.5,645.8282316884763,False,0.04854196291295205,0,2.1530000000000005,15416.0,30,0,0.0,298.47019667111914,False,-0.2803534560850914,4,0.5370000000000001,32156,0,0,0.0,0.0,False,0.011036000628831946,0,0.2,31180,49,85,1.0,3480.270407046038,False,0.03506163192966564,0,0.6860000000000002,46966,0,19,0.4,1026.0000000000002,False,0.008175139083535057,0,0.506,47609,0,11,0.5,594.0000000000001,False,0.017242111521637574,0.3,222596,0.0,0.0,7,0,0,13,3,2.4,22,35,35,162.0,63.0,15,21,35,186,1.5864351093769073,40.10916332248598
18,35,0,0,0,10.0,10,10.0,9.520800414826592,3,1.0,16.310010147563574,25,13.16,32.94851545115777,12,45.166666666666664,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,3,0.9410000000000001,11414,206,0,0.0,2060.0,False,-0.16578400482670777,0,0.263,22425,0,39,0.3,636.0903957549793,False,0.05150701363343154,23,2.383000000000001,14852.0,30,0,0.0,285.62401244479776,False,-0.30672652428580155,8,0.613,32093,0,1,0.1,32.94851545115777,False,0.00957315697926673,0,0.2,31095,63,91,1.0,4025.845545351862,False,0.04096597304436181,0,0.6860000000000002,46583,0,28,0.9,1512.0000000000002,False,0.005202361234976855,0,0.506,47450,0,14,0.3,756.0000000000001,False,0.015585849577440863,0.32499999999999996,221251,0.0,0.0,9,0,0,28,5,5.0,9,37,35,182.0,87.0,16,19,35,380,1.7164395917207003,41.825602914206684
19,35,0,0,0,10.0,7,10.0,9.022955357343195,4,2.0,15.069665123650298,74,12.95945945945946,34.44622823754016,7,52.42857142857143,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,4,0.9780000000000002,11268,213,0,0.0,2130.0,False,-0.17322517932560166,0,0.263,22453,0,42,0.4,632.9259351933125,False,0.05272841867847136,73,3.0900000000000007,11274.0,30,0,0.0,270.68866072029584,False,-0.47249783483470587,2,0.6250000000000001,32131,0,2,0.2,68.89245647508032,False,0.011333005132448951,0,0.2,30381,125,97,1.0,5224.992279497683,False,0.03736821693912417,0,0.6860000000000002,46424,0,31,0.3,1674.0000000000002,False,0.0035460992907801418,0,0.506,47242,0,18,0.4,972.0000000000001,False,0.013462436828470719,0.2875,216512,0.0,0.0,5,0,0,17,9,8.666666666666666,16,33,32,197.0,63.0,14,21,32,314,1.597869231365621,43.423472145572305
20,32,0,0,0,10.0,9,10.0,8.84478631016427,2,4.0,13.034671426950975,32,1.59375,34.27103920479689,5,31.4,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,2,0.994,11144,222,0,0.0,2220.0,False,-0.17852115036535496,0,0.263,22453,0,42,0.0,547.456199931941,False,0.050752605296868585,32,3.337000000000001,10004.0,32,0,0.0,283.03316192525665,False,-0.5309299282924487,3,0.653,32122,16,10,1.0,551.2651348791845,False,0.018633314492677005,0,0.2,30366,121,107,1.0,5244.1964375743355,False,0.0371984976823509,0,0.686,46390,0,33,0.2,1782.0000000000002,False,0.003970781840574171,0,0.506,47119,0,21,0.3,1134.0000000000002,False,0.012570603473903257,0.3125,214937,0.0,0.0,6,0,0,29,8,8.0,10,39,31,242.0,102.0,18,14,31,196,1.7262989012524486,45.14977104682475
21,31,0,0,0,10.0,12,10.0,8.462721424560796,3,2.0,13.273004512198815,2,36.0,35.434645942032944,39,37.76923076923077,54.00000000000001,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,3,1.0220000000000002,10967,234,0,0.0,2340.0,False,-0.1863645505128377,0,0.263,22519,0,43,0.3,570.7391940245491,False,0.05434229955209558,0,3.3050000000000015,10004.0,32,0,0.0,270.80708558594546,False,-0.5312125598597729,0,0.6500000000000001,32120,7,18,1.0,730.7346585419847,False,0.021391835537525345,0,0.2,31769,112,80,1.0,4321.348180728903,False,0.06680314700092606,0,0.686,45129,25,43,1.0,3207.866148550824,False,-0.007666941133150507,0,0.506,46907,0,25,0.4,1350.0000000000002,False,0.010362254214974307,0.46249999999999997,214754,0.0,0.0,13,0,0,19,1,1.0,18,37,32,208.0,59.0,16,15,32,1665,1.8435162156820297,46.99328726250678
22,32,0,0,0,10.0,14,10.0,8.352075431218012,1,3.0,13.150741112580729,8,10.5,35.9202238847514,3,53.0,54.00000000000001,2,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,1,1.0290000000000001,10809,248,0,0.0,2480.0,False,-0.1922638600254743,0,0.263,22588,0,42,0.1,552.3311267283906,False,0.05710691956929108,6,3.3650000000000007,9833.0,32,0,0.0,267.2664137989764,False,-0.5392004620232332,0,0.6500000000000001,32195,5,25,1.0,963.7593026816886,False,0.0274132888332289,0,0.2,31769,102,90,1.0,4574.19574311086,False,0.07077811260982331,0,0.686,45078,18,51,1.0,3400.5640299255256,False,-0.006703995945072282,0,0.506,46907,0,25,0.0,1350.0000000000002,False,0.010362254214974307,0.3875,214518,0.0,0.0,12,0,0,24,3,3.0,13,37,41,224.0,75.0,17,15,41,479,1.8152805706486106,48.808567833155394
23,41,0,0,0,10.0,7,10.0,8.20769536361901,2,5.0,12.402070789604712,28,8.035714285714286,33.667600401525085,15,19.0,54.0,6,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,2,1.0480000000000003,10707,255,0,0.0,2550.0,False,-0.19675537976804988,0,0.263,22614,0,43,0.2,533.2890439530026,False,0.057868811409519674,27,3.6290000000000004,8979.0,32,0,0.0,262.6462516358083,False,-0.5787912929022191,0,0.6500000000000001,32444,0,16,0.6,538.6816064244014,False,0.028559685685024445,0,0.2,31580,119,100,1.0,4842.60646411547,False,0.06905528162420164,0,0.6860000000000002,44793,23,61,1.0,4068.354809235077,False,-0.005665745007484149,0,0.506,47231,0,19,0.0,1026.0,False,0.01380218286830594,0.35000000000000003,213687,0.0,0.0,10,0,0,25,5,5.0,16,41,42,293.0,113.0,23,18,42,715,1.8958335053175688,50.70440133847296
24,42,0,0,0,10.0,13,10.0,7.049615047364185,8,1.0,11.144509554302148,52,6.980769230769231,33.667600401525085,0,,54.0,0,,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,8,1.1260000000000001,10407,268,0,0.0,2680.0,False,-0.2125092176711135,0,0.263,22642,0,50,0.8,557.2254777151074,False,0.059716710844586206,51,4.112,7263.0,32,0,0.0,225.5876815156539,False,-0.6589859059245537,0,0.6500000000000001,32444,0,16,0.0,538.6816064244014,False,0.028559685685024445,0,0.2,31217,161,110,1.0,5497.702082410406,False,0.06794060811838408,0,0.686,44793,13,71,1.0,4271.678805219826,False,-0.0035070411812563765,0,0.506,47231,0,19,0.0,1026.0,False,0.01380218286830594,0.35,211336,0.0,0.0,8,0,0,21,4,4.0,17,38,48,263.0,143.0,19,23,48,166,1.6585495145991445,52.36295085307211
25,48,0,0,0,10.0,9,10.0,7.049615047364185,0,,11.42103394377639,10,17.0,33.73021133568915,5,35.0,54.00000000000001,16,54.0,0,0.2,15339,0,0,0.0,0.0,False,0.02828987061741637,0,1.118,10317,277,0,0.0,2770.0,False,-0.21552591003552993,0,0.263,22750,0,47,0.0,536.7885953574903,False,0.0642375651985179,7,4.131,7112.0,32,0,0.0,225.5876815156539,False,-0.6659672735328575,0,0.6500000000000001,32583,0,12,0.1,404.7625360282698,False,0.030824752963814952,0,0.2,31083,160,120,1.0,5874.99079128692,False,0.06965871390169665,0,0.6860000000000002,45657,3,65,1.0,3611.1906340070677,False,0.007826799953359992,0,0.506,47056,0,24,0.5,1296.0000000000002,False,0.012952817768717883,0.325,211897,0.0,0.0,17,0,0,29,2,2.0,11,40,49,317.0,76.0,22,26,49,1237,1.7952378764748573,54.158188729546964
