index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,22,0,0,0,10.000000000000002,20,10.0,8.225379629581163,5,5.0,28.10895776115091,44,23.75,35.40768590191254,0,,47.0,12,47.0,2,0.31900000000000006,20324,105,0,0.0,1050.0000000000002,False,-0.030549614061192224,3,0.4910000000000001,19813,115,0,0.0,1150.0000000000002,False,-0.0519854924207198,0,0.29000000000000004,43650,0,5,0.5,140.54478880575456,False,0.02936624195142506,44,1.4050000000000002,40028,10,0,0.0,82.25379629581163,False,-0.05659767621435011,0,0.23600000000000002,54710,92,35,1.0,3825.2931205928226,False,-0.018773670670356478,0,0.44300000000000006,56325.0,17,0,0.0,477.8522819395655,False,-0.019791249766579224,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,2,0.4720000000000001,72895,0,7,0.7,329.0,False,0.001652065424532829,0.275,380675,0.0,0.0,7,0,0,13,7,6.5,12,25,18,198.0,61.0,15,7,18,576,1.3182192809763364,19.38938705297187
11,18,0,0,0,10.000000000000002,20,10.0,7.814600318026965,5,3.8,28.10895776115091,0,,28.200287778536353,70,22.057142857142857,47.0,7,47.0,2,0.337,20204,115,0,0.0,1150.0000000000002,False,-0.033804519668929604,3,0.5180000000000001,19662,125,0,0.0,1250.0000000000002,False,-0.05668185622616944,0,0.29000000000000004,43631,0,10,0.5,281.0895776115091,False,0.03057341814342649,0,1.3610000000000002,40028,10,0,0.0,78.14600318026964,False,-0.056646033913541886,0,0.23600000000000002,55260,82,35,1.0,3291.944608663147,False,-0.013863856369674292,60,1.0430000000000001,54329.0,17,0,0.0,477.8522819395655,False,-0.05438037394777356,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,0,0.4700000000000001,71680,60,10,1.0,2162.0172667121815,False,-0.002440277034836092,0.3125,377724,0.0,0.0,8,0,0,7,5,5.0,10,17,18,96.0,63.0,7,11,18,1079,1.1111264750361443,20.500513528008014
12,18,0,0,0,10.000000000000002,20,10.0,7.697084009660187,1,2.0,27.337091995636072,9,14.444444444444445,26.64771017438583,8,4.0,47.0,10,47.0,0,0.3350000000000001,20064,129,0,0.0,1290.0000000000002,False,-0.037059425276666974,1,0.5250000000000001,19586,131,0,0.0,1310.0000000000002,False,-0.058820794196968285,0,0.29000000000000004,43689,0,7,0.1,191.35964396945252,False,0.030882674216201493,5,1.411,39928,10,0,0.0,76.97084009660186,False,-0.05901430508680097,0,0.23600000000000002,55130,81,45,1.0,3413.451409493884,False,-0.015063845964944039,8,1.0630000000000004,54017.0,17,0,0.0,464.7305639258132,False,-0.059900785326258865,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,0,0.4700000000000001,72118,58,10,1.0,2015.567190114378,False,0.002560819247003521,0.2625,377462,0.0,0.0,10,0,0,11,3,3.0,13,24,23,140.0,74.0,12,6,23,730,1.1621206759591587,21.662634203967173
13,23,0,0,0,10.000000000000002,20,10.0,5.166868016474968,34,1.8529411764705883,27.337091995636072,0,,24.348689981915317,66,20.439393939393938,47.0,6,47.0,0,0.3350000000000001,20004,135,0,0.0,1350.0000000000002,False,-0.03845438482284014,34,0.8640000000000001,18781,145,0,0.0,1450.0000000000002,False,-0.09299730307821073,0,0.29000000000000004,43684,0,12,0.5,328.04510394763287,False,0.03237403884759296,0,1.4060000000000001,39870,39,0,0.0,201.50785264252374,False,-0.05891380579847762,0,0.23600000000000002,55130,71,55,1.0,3280.111480695504,False,-0.016219184480855534,66,1.7150000000000003,50235.0,17,0,0.0,464.7305639258132,False,-0.12543989737699882,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,0,0.4700000000000001,71051,114,14,1.0,3433.750657938346,False,-0.0023461340439385413,0.3125,371685,0.0,0.0,8,0,0,10,7,7.0,12,22,27,179.0,96.0,11,12,27,482,1.2739546930533834,22.936588897020556
14,27,0,0,0,10.000000000000002,20,10.0,4.060104847081434,37,1.945945945945946,27.953683615539497,9,37.77777777777778,24.87537827667247,44,26.795454545454547,47.0,9,47.0,5,0.385,19854,145,0,0.0,1450.0000000000002,False,-0.04310424997675068,32,1.1500000000000001,18029,155,0,0.0,1550.0000000000002,False,-0.1256393564586627,0,0.29000000000000004,43919,0,17,1.0,475.21262146417143,False,0.03963944884354974,4,1.4460000000000002,39767,66,0,0.0,267.9669199073747,False,-0.060556507429339004,0,0.23600000000000002,55089,65,64,1.0,3409.0136447171053,False,-0.015812795508984248,43,2.0790000000000006,48646.0,22,0,0.0,614.9810395418689,False,-0.15167416698833852,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,0,0.4700000000000001,70295,148,15,1.0,4386.555984947526,False,-0.006179437715436602,0.375,368529,0.0,0.0,9,0,0,11,7,7.0,14,25,24,186.0,96.0,15,12,24,922,1.3778709170292132,24.31445981404977
15,24,0,0,0,10.000000000000002,20,10.0,4.118353975255401,3,6.0,27.953683615539497,0,,24.044313658680963,20,16.4,47.0,10,47.0,2,0.4,19734,155,0,0.0,1550.0000000000002,False,-0.04635915558448805,1,1.1280000000000003,17913,165,0,0.0,1650.0000000000002,False,-0.12870826746024366,0,0.29000000000000004,43901,0,20,0.3,559.0736723107899,False,0.04020287797319219,0,1.4420000000000002,39767,66,0,0.0,271.81136236685643,False,-0.06051124994270641,0,0.23600000000000002,55354,55,69,1.0,3196.5102413036584,False,-0.01306181123883434,15,2.186000000000001,47966.0,22,0,0.0,614.9810395418689,False,-0.16345803694986766,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,0,0.4700000000000001,70437,158,15,1.0,4504.001558071592,False,-0.0034275109470133644,0.2875,368002,0.0,0.0,9,0,0,11,4,4.0,11,22,28,165.0,81.0,12,12,28,935,1.359028589038644,25.673488403088413
16,28,0,0,0,10.000000000000002,20,10.0,4.101584245555598,5,3.8,27.073417863549803,10,15.0,24.95343112546815,19,33.73684210526316,47.0,6,47.0,2,0.41800000000000004,19624,164,0,0.0,1640.0000000000002,False,-0.0493815679345299,3,1.1570000000000003,17752,176,0,0.0,1760.0000000000002,False,-0.13363712452338883,0,0.29000000000000004,44032,0,15,0.5,406.10126795324703,False,0.041486370964533274,0,1.4420000000000002,39767,66,0,0.0,270.70456020666944,False,-0.06052427942214272,0,0.23600000000000002,55744,55,69,1.0,3210.8247301525416,False,-0.006179385764456549,9,2.2610000000000006,47666.0,22,0,0.0,595.6151929980957,False,-0.1688246006221355,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,0,0.4700000000000001,70078,167,19,1.0,5060.222997953181,False,-0.004536509974408863,0.3125,367593,0.0,0.0,11,0,0,16,4,4.0,12,28,30,216.0,93.0,17,11,30,1172,1.5184452909743413,27.191933694062755
17,30,0,0,0,10.000000000000002,20,10.0,4.118084557033501,5,4.4,27.91092009887598,44,30.431818181818183,20.008815826770675,52,2.673076923076923,47.00000000000001,10,47.0,2,0.43600000000000005,19464,178,0,0.0,1780.0000000000002,False,-0.05356644657304938,3,1.1840000000000002,17644,182,0,0.0,1820.0000000000002,False,-0.13726401934343904,0,0.29000000000000004,44439,0,11,0.5,307.0201210876358,False,0.04990252773629883,35,1.7920000000000003,39277,66,0,0.0,271.7935807642111,False,-0.07204820025940943,0,0.23600000000000002,54629,85,79,1.0,3953.124658719342,False,-0.019069727075873,52,2.7720000000000007,44376.0,26,0,0.0,725.6839225707755,False,-0.22471074132177954,0,0.2,72930,0,3,0.0,141.00000000000003,False,0.0008431703204047217,0,0.4700000000000001,70409,209,19,1.0,5074.8425077950715,False,0.00010174603295275143,0.3125,363168,0.0,0.0,11,0,0,15,7,7.0,13,28,23,229.0,131.0,17,13,23,1099,1.308086407952942,28.500020102015696
18,23,0,0,0,10.000000000000002,20,10.0,4.169130441502948,5,5.0,27.511219233006578,42,26.0,21.01257624428133,26,29.153846153846153,47.00000000000001,10,47.0,2,0.45400000000000007,19314,191,0,0.0,1910.0000000000002,False,-0.05751883195387334,3,1.2110000000000003,17529,189,0,0.0,1890.0000000000002,False,-0.14098391146656747,0,0.29000000000000004,44526,0,14,0.5,385.1570692620921,False,0.05287073045537268,40,2.1570000000000005,38442,66,0,0.0,275.16260913919456,False,-0.09166808785417564,0,0.23600000000000002,53649,115,89,1.0,5033.909497536795,False,-0.026687783787328948,26,2.98,43650.0,28,0,0.0,770.3141385241842,False,-0.2369050520004489,0,0.2,72930,0,3,0.0,141.00000000000003,False,0.0008431703204047217,0,0.4700000000000001,70121,225,19,1.0,5620.8296549633,False,-0.00010399337142469247,0.3125,360161,0.0,0.0,9,0,0,9,8,8.0,13,22,23,145.0,111.0,11,12,23,782,1.0745978219783865,29.574617923994083
19,23,0,0,0,10.000000000000002,20,10.0,4.300303291826246,6,6.0,27.747813122491667,3,42.0,21.32564405906582,10,28.0,47.0,9,47.0,2,0.47200000000000003,19204,200,0,0.0,2000.0000000000005,False,-0.060541244303915186,4,1.2480000000000002,17367,200,0,0.0,2000.0000000000005,False,-0.14595926718125174,0,0.29000000000000004,44602,0,18,0.6,499.46063620485,False,0.0560057052269071,1,2.1270000000000002,38422,66,0,0.0,283.82001726053227,False,-0.09203705863418492,0,0.23600000000000002,53910,106,94,1.0,4945.878732536304,False,-0.022927609498697637,5,3.004000000000001,43328.0,30,0,0.0,832.43439367475,False,-0.24194681321115008,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,0,0.4700000000000001,70264,225,20,1.0,5738.26991328981,False,0.0026616070503421517,0.325,360027,0.0,0.0,9,0,0,11,4,4.0,10,21,19,160.0,106.0,12,11,19,1010,2.302171677001752,31.876789600995835
20,19,0,0,0,10.000000000000002,20,10.0,6.041673614026197,42,9.166666666666666,27.44670511133485,4,15.0,22.094914049030784,5,53.0,47.0,10,47.0,0,0.47000000000000003,19144,206,0,0.0,2060.0000000000005,False,-0.06193620385008835,42,1.6640000000000004,16731,214,0,0.0,2140.0000000000005,False,-0.1722775039523854,0,0.29000000000000004,44600,0,19,0.1,521.4873971153621,False,0.05621791958556445,4,2.1660000000000004,37963,107,0,0.0,646.4590767008032,False,-0.0985748701916417,0,0.23600000000000002,54115,100,99,1.0,4932.067001987532,False,-0.01949479255200898,0,2.999,43328.0,30,0,0.0,823.4011533400455,False,-0.24202508271808781,0,0.2,72930,0,3,0.0,141.0,False,0.0008431703204047217,0,0.4700000000000001,70469,220,20,1.0,5800.881090786773,False,0.0059013771150329295,0.2625,359280,0.0,0.0,10,0,0,12,4,4.0,10,22,21,162.0,85.0,11,8,21,935,1.1762967770337127,33.05308637802955
21,21,0,0,0,10.000000000000002,20,10.0,5.852639684008329,7,3.0,28.2643679626731,9,42.111111111111114,21.545395863572168,7,7.0,46.99999999999999,11,47.0,2,0.49000000000000005,18994,219,0,0.0,2190.0000000000005,False,-0.0658885892309123,5,1.6720000000000004,16576,221,0,0.0,2210.0000000000005,False,-0.17785734213707802,0,0.29000000000000004,44890,0,18,0.5,508.7586233281158,False,0.06289594122534455,3,2.1920000000000006,37929,109,0,0.0,637.9377255569078,False,-0.09947569366942631,0,0.23600000000000002,54100,91,109,1.0,4920.505633732619,False,-0.019854905610052473,7,3.069,42712.0,38,0,0.0,1074.0459825815778,False,-0.25052814280506724,0,0.2,72930,0,3,0.0,140.99999999999997,False,0.0008431703204047217,0,0.4700000000000001,70937,217,19,1.0,5568.35090239516,False,0.010723693102422218,0.3125,359068,0.0,0.0,10,0,0,11,4,4.0,11,22,23,165.0,118.0,12,9,23,1012,1.1847220119670965,34.237808389996644
22,23,0,0,0,10.000000000000002,20,10.0,5.538483051635308,9,2.0,28.257283662211336,4,28.0,21.545395863572168,0,,46.999999999999986,8,47.0,0,0.48800000000000004,18894,229,0,0.0,2290.0000000000005,False,-0.06821352180786758,9,1.7570000000000003,16332,231,0,0.0,2310.0000000000005,False,-0.18687808053566446,0,0.29000000000000004,44872,0,27,0.9,762.9466588797061,False,0.0654644910752679,4,2.2290000000000005,37905,109,0,0.0,603.6946526282486,False,-0.10044387431276039,0,0.23600000000000002,53988,85,119,1.0,4965.771219053051,False,-0.021403569654342324,0,3.0620000000000007,42712.0,38,0,0.0,1073.7767791640308,False,-0.25053047534776246,0,0.2,72930,0,3,0.0,140.99999999999994,False,0.0008431703204047217,0,0.4700000000000001,71313,207,21,1.0,5446.896943759439,False,0.015046113490447053,0.3625,358946,0.0,0.0,8,0,0,14,2,2.0,8,22,19,187.0,106.0,12,11,19,576,1.2542601799941622,35.492068569990806
23,19,0,0,0,10.000000000000002,20,10.0,5.633767120904916,4,8.0,27.170196231601526,12,15.0,22.90816493076837,20,34.7,46.999999999999986,9,47.0,4,0.528,18764,238,0,0.0,2380.0000000000005,False,-0.07216590718869152,0,1.7480000000000004,16222,242,0,0.0,2420.0000000000005,False,-0.18943550637031525,0,0.29000000000000004,44945,0,24,0.4,652.0847095584367,False,0.0658781426972245,5,2.275000000000001,37810,109,0,0.0,614.0806161786359,False,-0.10255832392133082,0,0.23600000000000002,54358,87,119,1.0,5089.878698910768,False,-0.013916415113586445,10,3.1620000000000013,42382.0,38,0,0.0,1032.467456800858,False,-0.25660704730183287,0,0.2,72930,0,3,0.0,140.99999999999994,False,0.0008431703204047217,0,0.4700000000000001,71042,217,22,1.0,6005.071789976736,False,0.015156992760914829,0.3,358453,0.0,0.0,10,0,0,10,4,4.0,13,23,25,173.0,47.0,13,6,25,1278,1.4608151779975742,36.95288374798838
24,25,0,0,0,10.000000000000002,20,10.0,5.633767120904916,0,,27.165179708050893,4,27.0,24.311849087252266,26,33.69230769230769,46.999999999999986,12,47.0,0,0.524,18694,245,0,0.0,2450.0000000000005,False,-0.07379335999256022,0,1.7480000000000004,16092,255,0,0.0,2550.0000000000005,False,-0.1924579187203571,0,0.29000000000000004,44987,0,23,0.0,624.7991332851706,False,0.06654579536747071,3,2.3000000000000007,37774,109,0,0.0,614.0806161786359,False,-0.10340592121843722,0,0.23600000000000002,54856,78,119,1.0,5011.99405861099,False,-0.005961303342711435,16,3.312000000000001,41964.0,41,0,0.0,1113.7723680300867,False,-0.26314618611556784,0,0.2,72930,0,3,0.0,140.99999999999994,False,0.0008431703204047217,0,0.4700000000000001,70730,233,20,1.0,6604.660837329778,False,0.014989654624616313,0.25,358027,0.0,0.0,11,0,0,13,2,2.0,14,27,28,211.0,73.0,16,9,28,1346,1.6236336050205864,38.57651735300897
