index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,35,0,0,0,10.000000000000002,20,10.0,23.530817972714313,69,21.0,40.93395501770239,17,47.11764705882353,46.9946782158439,5,74.0,50.99999999999999,11,51.0,0,0.3440000000000001,41463,5,20,1.0,520.6163594542863,False,0.04721922041381317,69,1.8530000000000004,35038,111,0,0.0,1110.0000000000002,False,-0.10664625269815772,0,0.227,59263,59,25,1.0,2411.6671358327044,False,-0.0047756946638958814,0,0.21800000000000003,59512,76,25,1.0,2811.6910413688474,False,0.002614353769555503,0,0.2,76124,0,50,0.7,2349.733910792195,False,-0.013491411565213978,0,0.30800000000000005,77704,0,22,1.0,1033.8829207485658,False,-0.0017236528105789336,0,0.2,100269,0,0,0.0,0.0,False,0.0,11,0.9040000000000001,96987,36,0,0.0,1691.8084157703804,False,-0.024295602749751243,0.5875,546360,0.0,0.0,11,0,0,9,6,6.0,17,26,42,224.0,75.0,15,20,42,1371,2.704882688005455,54.19932112202514
11,42,0,0,0,10.000000000000002,20,10.0,23.88350589811611,23,27.217391304347824,41.37670803745889,5,49.0,50.169133389984964,25,57.32,51.0,11,51.0,0,0.3440000000000001,41949,4,12,1.0,326.6020707773933,False,0.056982607183090714,5,1.8340000000000005,34853,122,0,0.0,1220.0000000000002,False,-0.10990914110737413,0,0.227,58925,63,35,1.0,2952.845652892376,False,-0.005885172131763436,0,0.21800000000000003,59469,75,30,1.0,3032.5641834824746,False,0.003724256352824094,0,0.2,76595,0,39,0.5,1956.5962022094136,False,-0.009989048686702886,0,0.30800000000000005,78421,0,13,0.0,652.1987340698046,False,0.004991313582047297,0,0.2,100269,0,0,0.0,0.0,False,0.0,11,1.0030000000000003,95348,61,0,0.0,3060.3171367890827,False,-0.033817445387960936,0.4375,545829,0.0,0.0,15,0,0,12,4,4.0,14,26,42,229.0,126.0,15,27,42,2454,2.4316311560105532,56.63095227803569
12,42,0,0,0,10.000000000000002,20,10.0,23.045343884754708,74,20.594594594594593,44.503240299376,57,49.0,53.865073856557046,11,78.45454545454545,51.0,11,51.0,0,0.3440000000000001,42159,4,12,1.0,316.54412661705646,False,0.06212720403866589,64,2.4690000000000007,32934,132,0,0.0,1320.0000000000002,False,-0.15681943677526228,0,0.227,59826,86,14,1.0,2604.944938280169,False,0.006080950462319727,0,0.21800000000000003,59837,106,14,1.0,3065.851815975263,False,0.010054903931724162,0,0.2,75436,16,47,1.0,3243.7103160481975,False,-0.016567267879624998,0,0.30800000000000005,77650,21,14,1.0,1688.6790802786948,False,0.0017655258070773136,0,0.2,100269,0,0,0.0,0.0,False,0.0,11,1.102,94279,72,0,0.0,3878.2853176721073,False,-0.040399897686861856,0.625,542390,0.0,0.0,16,0,0,11,8,8.0,16,27,37,242.0,120.0,17,25,37,4166,2.0459108779905364,58.67686315602623
13,37,0,0,0,10.000000000000002,20,10.0,23.276486148161727,13,27.923076923076923,44.86672795945382,11,49.0,51.61353461923554,14,39.42857142857143,51.0,11,51.0,0,0.3440000000000001,42370,7,11,1.0,326.041347629779,False,0.06754230896578715,2,2.4250000000000007,32835,139,0,0.0,1390.0000000000002,False,-0.15842578183826114,0,0.227,60013,88,13,1.0,2631.5982445111317,False,0.009378020083536014,0,0.21800000000000003,59826,97,24,1.0,3334.620627398579,False,0.01208562210864706,0,0.2,75281,17,45,1.0,3085.3434331763137,False,-0.019555978909232778,0,0.30800000000000005,77818,11,22,1.0,1629.0317691771738,False,0.0035289688675862597,0,0.2,100269,0,0,0.0,0.0,False,0.0,11,1.2010000000000003,93532,86,0,0.0,4438.763977254256,False,-0.04505498221157962,0.625,541944,0.0,0.0,9,0,0,7,5,5.0,18,25,40,173.0,101.0,15,22,40,1632,5.485124750004616,64.16198790603084
14,40,0,0,0,10.000000000000002,20,10.0,23.129110516175,3,11.0,44.86672795945382,0,,56.52085079287548,26,71.76923076923077,51.00000000000001,12,51.0,0,0.3440000000000001,42301,5,20,1.0,512.5822103235,False,0.06815147595908208,2,2.443000000000001,32686,151,0,0.0,1510.0000000000002,False,-0.1606596054414939,0,0.227,59991,80,23,1.0,2882.263584361438,False,0.011078717427553455,0,0.21800000000000003,59815,88,34,1.0,3560.83047604483,False,0.013766112642117405,0,0.2,76317,7,39,1.0,2518.3802766383205,False,-0.009952139742723493,0,0.30800000000000005,78648,1,22,1.0,1288.3254454027142,False,0.011947556316061978,0,0.2,100269,0,0,0.0,0.0,False,0.0,12,1.3100000000000003,91429,112,0,0.0,6330.335288802054,False,-0.05659608010051938,0.625,541456,0.0,0.0,10,0,0,14,5,5.0,10,24,44,210.0,153.0,14,26,44,2077,2.99483079201309,67.15681869804394
15,44,0,0,0,10.000000000000002,20,10.0,23.687145011050145,24,28.916666666666668,45.244973604724905,15,48.333333333333336,58.27436556982834,9,77.0,51.00000000000001,10,51.0,4,0.38400000000000006,42782,6,10,1.0,296.8714501105015,False,0.07751708561455874,0,2.4410000000000007,32596,160,0,0.0,1600.0000000000002,False,-0.16178906681391497,0,0.227,59905,81,28,1.0,3185.518006827359,False,0.012158840721764366,0,0.21800000000000003,59932,91,34,1.0,3693.85929856621,False,0.016786478534589203,0,0.2,75908,7,48,1.0,3113.8843625848344,False,-0.011371915599412783,0,0.30800000000000005,79025,0,20,0.6,1165.4873113965668,False,0.015975083665555754,0,0.2,100269,0,0,0.0,0.0,False,0.0,10,1.3980000000000004,90566,121,0,0.0,7051.198233949229,False,-0.061608282550193856,0.575,540983,0.0,0.0,13,0,0,15,5,5.0,13,28,43,218.0,137.0,18,26,43,2238,3.050279428018257,70.20709812606219
16,43,0,0,0,10.000000000000002,20,10.0,23.518510265592116,15,21.0,43.26240098823974,24,33.041666666666664,58.365432036194754,12,59.083333333333336,51.00000000000001,11,51.0,5,0.43000000000000005,42872,6,10,1.0,295.1851026559212,False,0.07975484542261829,0,2.4410000000000007,32496,170,0,0.0,1700.0000000000002,False,-0.1630440238943828,0,0.227,59905,71,38,1.0,3313.7854664101505,False,0.013214383600866924,0,0.21800000000000003,60410,96,20,1.0,3123.025005261638,False,0.019956097082420975,0,0.2,76549,1,46,1.0,2728.0722746531983,False,-0.005653221995423376,0,0.30800000000000005,78300,10,30,1.0,2183.58697096824,False,0.01321907046664091,0,0.2,100269,0,0,0.0,0.0,False,0.0,11,1.4980000000000002,89662,133,0,0.0,7762.602460813902,False,-0.06707655177166466,0.625,540463,0.0,0.0,12,0,0,16,4,3.333333333333333,18,34,42,339.0,117.0,24,19,42,1702,2.9809331400319934,73.18803126609419
17,42,0,0,0,10.000000000000002,20,10.0,23.89526689844831,10,32.0,43.52385521902789,10,47.0,59.211200207245355,23,62.73913043478261,51.00000000000001,9,51.0,0,0.42500000000000004,43082,7,10,1.0,308.9526689844831,False,0.08519844220903167,0,2.4410000000000007,32406,179,0,0.0,1790.0000000000002,False,-0.16417348526680386,0,0.227,59585,71,48,1.0,3785.709000303168,False,0.011831243110511716,0,0.21800000000000003,60880,86,20,1.0,2925.4700576471123,False,0.026065850801092083,0,0.2,76961,0,42,0.1,2486.8704087043047,False,-0.0019343100164358783,0,0.30800000000000005,78861,10,22,1.0,1737.8849567496766,False,0.017534617366568483,0,0.2,100269,0,0,0.0,0.0,False,0.0,9,1.5770000000000004,88087,156,0,0.0,9236.947232330276,False,-0.0754323508146572,0.5125,540131,0.0,0.0,12,0,0,16,2,2.0,16,32,48,291.0,123.0,21,21,48,2433,3.1066230459837243,76.29465431207791
18,48,0,0,0,10.000000000000002,20,10.0,23.588361782715104,36,21.86111111111111,44.641720517618765,33,49.0,62.7924686107387,21,81.04761904761905,51.00000000000001,5,51.0,8,0.5050000000000001,43304,10,10,1.0,335.88361782715106,False,0.09110842349564711,18,2.621000000000001,32012,186,0,0.0,1860.0000000000002,False,-0.17318407710456302,0,0.227,59643,67,53,1.0,3946.431426875706,False,0.014108456581541012,8,0.29800000000000004,61348,106,10,1.0,2946.7835541439886,False,0.033943807124409434,0,0.2,76736,9,43,1.0,3101.8516349203333,False,-0.0008815429901963992,0,0.30800000000000005,79171,14,20,1.0,1880.8334594614369,False,0.02240309267612836,0,0.2,100269,0,0,0.0,0.0,False,0.0,5,1.6180000000000003,86335,177,0,0.0,11114.266944100751,False,-0.08354393210214144,0.625,538818,0.0,0.0,10,0,0,15,8,6.662337662337662,17,32,51,302.0,156.0,21,27,51,2833,2.551441011019051,78.84609532309696
19,51,0,0,0,10.000000000000002,20,10.0,23.812982863873017,28,25.535714285714285,44.9875236329165,25,47.0,59.952807208643264,16,39.5,51.00000000000001,9,51.0,9,0.5870000000000002,43511,13,10,1.0,368.1298286387302,False,0.09670862191454661,9,2.693000000000001,31841,193,0,0.0,1930.0000000000005,False,-0.17659756036343557,0,0.227,60043,75,43,1.0,3720.437231005886,False,0.01883208439083825,0,0.29000000000000004,61408,106,15,1.0,3198.9890380642873,False,0.03700677297243445,0,0.2,76898,9,37,1.0,2623.1415794160494,False,-0.0018687683175758294,0,0.30800000000000005,78466,19,30,1.0,2653.3471652847115,False,0.018335208313879647,0,0.2,100269,0,0,0.0,0.0,False,0.0,9,1.7030000000000003,85565,193,0,0.0,11570.89179126815,False,-0.08894627556239648,0.625,538001,0.0,0.0,10,0,0,17,6,5.444444444444445,18,35,46,359.0,213.0,25,26,46,2007,2.7499998309649527,81.59609515406191
20,46,0,0,0,10.000000000000002,20,10.0,23.54867650012258,5,12.0,45.36320709114085,23,47.869565217391305,57.82725472572244,17,43.05882352941177,51.0,10,51.0,0,0.5780000000000001,43471,13,15,1.0,483.2301475018387,False,0.09714911585138587,0,2.6840000000000006,31741,203,0,0.0,2030.0000000000005,False,-0.17785251744390343,0,0.227,61084,70,30,1.0,3009.303567742806,False,0.030113263613150417,0,0.29000000000000004,61408,96,25,1.0,3394.7531212902886,False,0.03861776132992876,0,0.2,76935,12,31,1.0,2337.0033815910856,False,-0.0032224502170153753,0,0.30800000000000005,78060,19,39,1.0,3117.163869034852,False,0.016113404646962887,0,0.2,100269,0,0,0.0,0.0,False,0.0,10,1.7940000000000003,84649,210,0,0.0,12143.723492401712,False,-0.09522522667822701,0.625,537617,0.0,0.0,12,0,0,13,3,3.0,15,28,40,243.0,186.0,18,28,40,2093,2.523795065993909,84.11989022005582
21,40,0,0,0,10.000000000000002,20,10.0,23.628651125261882,11,25.09090909090909,44.66631929260001,4,17.0,53.3500461430752,27,33.18518518518518,51.0,12,51.0,0,0.5780000000000001,43491,17,20,1.0,642.5730225052376,False,0.09965078337564931,6,2.744000000000001,31641,209,0,0.0,2090.0000000000005,False,-0.1796094573565584,0,0.227,60876,71,36,1.0,3285.621724427194,False,0.028963789104718623,0,0.29000000000000004,61408,86,35,1.0,3595.385172013522,False,0.04026880932877045,0,0.2,77763,6,14,1.0,1014.8985617586528,False,-0.0010918209086817946,0,0.30800000000000005,78060,9,49,1.0,3016.1491346440844,False,0.015468816265787395,0,0.2,100269,0,0,0.0,0.0,False,0.0,12,1.9040000000000004,83543,237,0,0.0,12643.96093590882,False,-0.10376107802058046,0.625,537051,0.0,0.0,11,0,0,17,4,4.0,15,32,35,285.0,159.0,21,19,35,1324,2.3717184030101635,86.49160862306599
22,35,0,0,0,10.000000000000002,20,10.0,23.087671294280078,26,19.115384615384617,45.209583674950544,21,49.0,51.35527433962459,36,43.94444444444444,51.0,6,51.0,0,0.5780000000000001,43786,16,15,1.0,506.31506941420116,False,0.10534505132039299,11,2.8480000000000008,31350,220,0,0.0,2200.0000000000005,False,-0.18553285477636663,0,0.227,61297,74,30,1.0,3064.775186025242,False,0.034075405997673155,0,0.29000000000000004,61519,89,40,1.0,3863.186092188949,False,0.04429949548370567,18,0.38000000000000006,78027,0,6,0.6,308.13164603774754,False,-0.002232556243058974,0,0.30800000000000005,77359,20,55,1.0,3728.7317621783636,False,0.011069552824151046,0,0.2,100269,0,0,0.0,0.0,False,0.0,6,1.9520000000000004,81901,273,0,0.0,14019.989894717513,False,-0.1132753398621831,0.575,535508,0.0,0.0,13,0,0,12,5,4.428571428571429,13,25,30,208.0,129.0,15,20,30,2322,2.348122434981633,88.83973105804762
23,30,0,0,0,10.000000000000002,20,10.0,22.911430941311586,18,21.0,44.99159541094693,16,42.9375,50.055232310712746,11,32.0,50.99999999999999,8,51.0,0,0.5780000000000001,43716,13,25,1.0,702.7857735327897,False,0.10605373442011928,18,3.017000000000001,31148,233,0,0.0,2330.0000000000005,False,-0.18897143717684856,0,0.227,61297,64,40,1.0,3265.9953966818184,False,0.035731294101958674,0,0.29000000000000004,61828,97,34,1.0,3752.1230452794193,False,0.04847119805526281,5,0.41200000000000003,77602,1,10,1.0,545.5439185180744,False,-0.006141559558182605,0,0.30800000000000005,77199,15,65,1.0,3928.4640313605323,False,0.010302108526217007,0,0.2,100269,0,0,0.0,0.0,False,0.0,8,2.0260000000000002,81429,284,0,0.0,14215.68597624242,False,-0.11700682176823139,0.625,534488,0.0,0.0,8,0,0,11,4,3.4545454545454546,15,26,39,201.0,105.0,15,15,39,887,2.2216913489974104,91.06142240704503
24,39,0,0,0,10.000000000000002,20,10.0,22.798937905106335,12,21.0,45.101479666283005,5,48.4,49.74203964297601,11,45.54545454545455,50.99999999999999,10,51.0,0,0.5780000000000001,43616,13,35,1.0,927.9628266787217,False,0.10636969563122733,12,3.1190000000000007,31000,243,0,0.0,2430.0000000000005,False,-0.19143115305456554,0,0.227,61539,54,45,1.0,3260.7092318584773,False,0.03967074204528116,0,0.29000000000000004,61576,99,44,1.0,4241.55995792198,False,0.04835135500849245,0,0.40700000000000003,77458,0,14,0.4,696.3885550016641,False,-0.007016766074061519,0,0.30800000000000005,77602,7,64,1.0,3499.2008948144457,False,0.012706116282189305,0,0.2,100269,0,0,0.0,0.0,False,0.0,10,2.1180000000000008,80770,295,0,0.0,14673.901694677923,False,-0.12129421010143755,0.55,533830,0.0,0.0,12,0,0,18,4,4.0,14,32,48,286.0,111.0,22,17,48,943,2.6239490380394273,93.68537144508446
