index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,18,0,0,0,10.000000000000002,20,10.0,21.584119755155886,42,21.857142857142858,10.051837104093634,5,2.0,40.39250891397755,4,46.0,42.0,20,42.0,6,0.26,46043,8,10,1.0,295.8411975515589,False,0.026191251194698777,3,0.31100000000000005,46364,0,7,0.7,151.0888382860912,False,0.0317147520470773,0,0.24500000000000002,68929,127,0,0.0,2741.1832089047975,False,-0.01875142575754218,5,0.7450000000000001,67700.0,86,0,0.0,1856.2342989434062,False,-0.0420820296543738,0,0.3350000000000001,103834,0,29,0.5,1171.3827585053489,False,0.015992949514017626,0,0.2,103227,0,1,0.0,40.39250891397755,False,0.004584691508299441,10,0.543,127749,0,4,0.4,168.0,False,-0.004958356036428738,6,0.7190000000000001,127677,0,0,0.0,0.0,False,-0.006172647310656185,0.325,691523,0.0,0.0,10,0,0,9,8,5.849038461538462,10,19,18,129.0,57.0,9,9,18,722,1.7858520739828236,23.56646710197674
11,18,0,0,0,10.000000000000002,20,10.0,21.983092124608028,30,24.3,10.051837104093634,0,,40.960331793271536,5,46.8,42.0,20,42.0,3,0.28400000000000003,46280,3,10,1.0,249.83092124608027,False,0.03094542478945696,10,0.40800000000000003,46435,5,10,1.0,269.83092124608027,False,0.03461111393901708,0,0.24500000000000002,68929,127,0,0.0,2791.8526998252196,False,-0.018397800902912913,0,0.7400000000000002,66971.0,116,0,0.0,2550.038686454531,False,-0.04741538819944357,0,0.3350000000000001,104022,0,25,0.0,1024.0082948317884,False,0.0171052010918492,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,4,0.5730000000000001,127645,0,5,0.5,210.0,False,-0.005604421265665136,12,0.8330000000000002,127483,0,0,0.0,0.0,False,-0.007682727485015957,0.3125,691038,0.0,0.0,6,0,0,11,7,5.019004524886878,9,20,19,181.0,60.0,11,7,19,434,1.688332277990412,25.254799379967153
12,19,0,0,0,10.000000000000002,20,10.0,21.842727522825736,14,20.0,9.788387142232677,7,7.571428571428571,41.9375818789487,10,46.9,42.0,20,42.0,4,0.32100000000000006,46412,1,10,1.0,228.42727522825737,False,0.033640221221321605,0,0.398,46315,7,20,1.0,506.85455045651474,False,0.03457805196899173,1,0.255,68633,141,0,0.0,3079.824580718429,False,-0.020519628011679836,6,0.8000000000000003,66839.0,116,0,0.0,2533.7563926477856,False,-0.04937149203238436,0,0.3350000000000001,104438,0,22,0.7,922.6268013368714,False,0.020659622875656196,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,2,0.5890000000000002,127604,0,5,0.5,210.0,False,-0.0059235619210710674,13,0.9510000000000001,127031,0,5,0.5,210.0,False,-0.01038374717832957,0.4625,690545,0.0,0.0,10,0,0,10,8,6.785714285714286,12,22,14,181.0,35.0,12,7,14,795,1.63828219397692,26.893081573944073
13,14,0,0,0,10.000000000000002,20,10.0,21.824207533415503,4,21.0,9.291739988622862,5,3.4,42.31130955293756,5,46.4,42.0,20,42.0,0,0.31700000000000006,46292,3,20,1.0,466.48415066831006,False,0.03361863670430457,0,0.398,46319,5,26,1.0,617.4293958688031,False,0.03589519901213906,0,0.254,68549,145,0,0.0,3164.510092345248,False,-0.021101083899716364,5,0.8440000000000001,66710.0,116,0,0.0,2531.6080738761984,False,-0.05118707986909949,0,0.3350000000000001,104653,0,22,0.5,930.8488101646262,False,0.022791550606000605,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,5,0.6370000000000001,127589,0,4,0.4,168.0,False,-0.006203782984354324,5,0.9880000000000002,127154,0,1,0.1,42.0,False,-0.010080174359772709,0.375,690539,0.0,0.0,11,0,0,8,4,3.666666666666667,7,15,15,69.0,53.0,6,8,15,852,1.544108118978329,28.437189692922402
14,15,0,0,0,10.000000000000002,20,10.0,22.1546653900029,25,24.32,8.446704145275229,11,4.0,42.31130955293756,0,,42.0,20,42.0,0,0.31700000000000006,46192,3,30,1.0,694.639961700087,False,0.03393139564671739,0,0.398,46827,5,11,1.0,293.7013192900319,False,0.04358505864313998,0,0.254,68221,160,0,0.0,3544.746462400464,False,-0.023025651756623265,11,0.9490000000000003,66124.0,126,0,0.0,2791.4878391403654,False,-0.057552811585637284,0,0.3350000000000001,104609,1,32,1.0,1362.408609839277,False,0.024462951515136184,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,4,0.6720000000000002,127725,0,0,0.0,0.0,False,-0.005799019226278509,11,1.0930000000000002,127033,0,0,0.0,0.0,False,-0.011185490776056666,0.375,690004,0.0,0.0,8,0,0,7,7,6.666666666666666,11,18,14,117.0,47.0,8,7,14,976,1.2262123479740694,29.66340204089647
15,14,0,0,0,10.000000000000002,20,10.0,22.599583785386187,14,28.0,8.446704145275229,0,,42.710473949618255,5,47.0,42.0,20,42.0,0,0.31700000000000006,46474,4,26,1.0,627.5891784200409,False,0.03945158156069532,0,0.398,46737,4,21,1.0,514.59125949311,False,0.04403927018898421,0,0.254,68221,160,0,0.0,3615.93340566179,False,-0.02252883459890163,0,0.9380000000000002,65732.0,140,0,0.0,3163.9417299540664,False,-0.06042501200428468,0,0.3350000000000001,104844,0,28,0.1,1195.8932705893112,False,0.025939388916621214,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,11,0.778,127506,0,1,0.1,42.0,False,-0.007340235074336421,9,1.1720000000000004,126734,0,4,0.4,168.0,False,-0.012859033237331672,0.325,689521,0.0,0.0,8,0,0,9,5,5.0,9,18,16,116.0,33.0,8,6,16,827,1.2499752729781903,30.913377313874662
16,16,0,0,0,10.000000000000002,20,10.0,22.651143533533865,13,23.307692307692307,8.446704145275229,0,,42.94189363597729,4,46.0,42.0,20,42.0,0,0.31700000000000006,46427,5,33,1.0,797.4877366066175,False,0.040294674049216,0,0.398,46887,3,21,1.0,505.6740142042112,False,0.047272660781616134,0,0.254,68158,163,0,0.0,3692.1363959660202,False,-0.0228763703644039,0,0.9380000000000002,65492.0,150,0,0.0,3397.67153003008,False,-0.06214374377098889,0,0.3350000000000001,105028,0,24,0.0,1030.6054472634548,False,0.026925573320928313,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,12,0.8870000000000002,127365,0,0,0.0,0.0,False,-0.008601229859111076,3,1.1930000000000003,126694,0,4,0.4,168.0,False,-0.013170389974313069,0.3,689324,0.0,0.0,9,0,0,11,4,3.5,8,19,14,133.0,21.0,9,7,14,855,1.2750939329853281,32.18847124685999
17,14,0,0,0,10.000000000000002,20,10.0,22.464792554491705,30,21.466666666666665,7.894102081222027,7,3.0,42.94189363597729,0,,42.0,20,42.0,0,0.31700000000000006,46971,5,13,1.0,342.0423032083922,False,0.04732118438647908,0,0.398,46787,3,31,1.0,726.4085691892428,False,0.047502983306554246,1,0.264,67554,191,0,0.0,4290.775377907916,False,-0.027129130704270435,6,0.9980000000000002,65268.0,152,0,0.0,3414.648468282739,False,-0.06515187479388954,0,0.3350000000000001,105007,0,31,0.7,1331.198702715296,False,0.028183616324410896,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,11,0.9850000000000001,127199,0,0,0.0,0.0,False,-0.009893360317583871,5,1.2400000000000002,126822,0,0,0.0,0.0,False,-0.012827897563633534,0.3375,688881,0.0,0.0,9,0,0,10,7,6.833333333333333,6,16,16,90.0,34.0,7,7,16,970,1.5274632819928229,33.71593452885281
18,16,0,0,0,10.000000000000002,20,10.0,23.175391227257425,63,25.11111111111111,7.881804787869295,2,7.5,39.153802035286056,12,23.0,42.0,20,42.0,9,0.4070000000000001,47186,10,10,1.0,331.75391227257427,False,0.0519834034509972,10,0.49800000000000005,47631,0,8,0.8,185.4031298180594,False,0.060243969717165016,1,0.273,66988,216,0,0.0,5005.884505087603,False,-0.030038632489652883,1,1.0020000000000004,64211.0,190,0,0.0,4403.324333178911,False,-0.07300556695574656,0,0.3350000000000001,105268,0,21,0.2,822.2298427410071,False,0.02824701215624763,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,8,1.0540000000000003,127105,0,0,0.0,0.0,False,-0.010625048649490154,12,1.3550000000000002,126353,2,10,1.0,498.3076040705721,False,-0.014539162434534996,0.375,688015,0.0,0.0,10,0,0,10,9,8.532467532467532,8,18,20,140.0,37.0,9,7,20,1508,1.6414280679891817,35.357362596841995
19,20,0,0,0,10.000000000000002,20,10.0,23.27377907384119,41,23.78048780487805,7.718222341696568,2,3.0,39.87096204644818,6,46.666666666666664,42.0,20,42.0,20,0.5980000000000001,47456,8,10,1.0,312.7377907384119,False,0.057770569967324346,3,0.518,47680,2,10,1.0,252.7377907384119,False,0.062080531755292004,0,0.272,66768,227,0,0.0,5283.14784976195,False,-0.031174379564214653,2,1.0210000000000004,63406.0,220,0,0.0,5120.231396245062,False,-0.07923850623058029,0,0.3350000000000001,105542,0,17,0.2,677.806354789619,False,0.030210391311150542,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,12,1.1660000000000004,126737,0,4,0.4,168.0,False,-0.012835681482058069,0,1.3430000000000002,126597,0,6,0.4,252.0,False,-0.013598505487662489,0.375,687459,0.0,0.0,9,0,0,7,7,5.684491978609626,13,20,18,152.0,46.0,10,10,18,816,1.6206237100414,36.977986306883395
20,18,0,0,0,10.000000000000002,20,10.0,22.742123799077206,44,20.0,7.718222341696568,0,,39.87096204644818,0,,42.0,20,42.0,5,0.6280000000000001,47591,6,10,1.0,287.42123799077206,False,0.06048855014208177,19,0.7050000000000001,47761,4,10,1.0,267.42123799077206,False,0.06404315780226127,0,0.272,65888,271,0,0.0,6163.115549549922,False,-0.03731616801676419,0,1.0190000000000001,63406.0,220,0,0.0,5003.267235796985,False,-0.08005480482533545,0,0.3350000000000001,105542,0,17,0.0,677.806354789619,False,0.030210391311150542,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,7,1.2240000000000002,126825,0,0,0.0,0.0,False,-0.012804545808359928,3,1.3730000000000002,126821,0,0,0.0,0.0,False,-0.012835681482058069,0.25,687107,0.0,0.0,5,0,0,8,7,4.238095238095237,12,20,24,144.0,51.0,10,8,24,200,1.5165840109693818,38.49457031785278
21,24,0,0,0,10.000000000000002,20,10.0,22.742123799077206,0,,7.718222341696568,0,,40.6303331554515,8,46.0,42.0,20,42.0,0,0.6230000000000001,47481,7,20,1.0,524.8424759815441,False,0.060682067848368645,0,0.6860000000000002,47671,3,20,1.0,484.8424759815441,False,0.06445883848730938,0,0.272,65888,271,0,0.0,6163.115549549922,False,-0.03731616801676419,0,1.0190000000000003,63406.0,220,0,0.0,5003.267235796985,False,-0.08005480482533545,0,0.3350000000000001,105910,0,9,0.0,365.67299839906354,False,0.0322724809216114,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,10,1.3170000000000002,126516,0,4,0.4,168.0,False,-0.014555927453880284,10,1.4700000000000002,126515,0,4,0.4,168.0,False,-0.014563711372304819,0.35,686660,0.0,0.0,7,0,0,9,4,4.0,16,25,24,221.0,67.0,15,9,24,568,1.7723550620139576,40.266925379866734
22,24,0,0,0,10.000000000000002,20,10.0,22.742123799077206,0,,7.287280828276323,4,1.5,39.33887784031271,9,31.0,42.0,20,42.0,0,0.623,47361,9,30,1.0,772.2637139723162,False,0.06076450406527507,0,0.686,47591,1,30,1.0,692.2637139723162,False,0.06498560066173824,0,0.272,65888,271,0,0.0,6163.115549549922,False,-0.03731616801676419,4,1.0590000000000002,63297.0,220,0,0.0,5003.267235796985,False,-0.08157623748449265,0,0.3350000000000001,106183,0,4,0.4,157.35551136125085,False,0.033915289130542335,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,4,1.347,126652,0,0,0.0,0.0,False,-0.014151163695804467,8,1.5400000000000003,126302,0,9,0.9,378.0,False,-0.015404374562154589,0.4125,686547,0.0,0.0,7,0,0,6,6,5.2,16,22,22,162.0,63.0,12,12,22,647,1.745423957996536,42.01234933786327
23,22,0,0,0,10.000000000000002,20,10.0,23.00423769089717,20,26.2,6.529649019536283,12,3.25,39.33887784031271,0,,41.99999999999999,20,42.0,0,0.6230000000000001,47539,12,29,1.0,787.1228930360179,False,0.06488406306136167,0,0.6860000000000002,47737,0,29,0.8,667.1228930360179,False,0.0679499121682665,2,0.29200000000000004,65855,271,0,0.0,6234.148414233133,False,-0.03728104340805699,10,1.1550000000000002,62479.0,240,0,0.0,5521.017045815321,False,-0.08938056023745994,0,0.3350000000000001,106144,2,14,1.0,563.8035878034506,False,0.035513172276618286,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,9,1.4330000000000003,126541,0,0,0.0,0.0,False,-0.015015178640927843,2,1.552,126664,0,0,0.0,0.0,False,-0.01405775667471005,0.35,686232,0.0,0.0,9,0,0,9,8,7.4,13,22,19,188.0,42.0,13,9,19,976,2.7994453459978104,44.81179468386108
24,19,0,0,0,10.000000000000002,20,10.0,23.09146617861059,25,23.92,5.854799735255741,8,1.0,39.33887784031271,0,,42.0,20,42.0,0,0.623,47803,13,22,1.0,638.0122559294331,False,0.06909282253542877,0,0.6860000000000002,47871,0,30,0.9,692.7439853583178,False,0.07121149899313872,0,0.29000000000000004,65481,288,0,0.0,6650.342259439851,False,-0.03959673478609324,8,1.225,62023.0,248,0,0.0,5726.683612295426,False,-0.09431009580632144,0,0.3350000000000001,106136,0,24,1.0,944.1330681675051,False,0.03728561662337276,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,9,1.5140000000000002,126430,0,0,0.0,0.0,False,-0.015879193586051218,11,1.6600000000000001,126498,0,0,0.0,0.0,False,-0.015349887133182845,0.3625,685515,0.0,0.0,7,0,0,8,7,7.0,12,20,23,155.0,75.0,10,9,23,798,1.482062349037733,46.29385703289881
25,23,0,0,0,10.000000000000002,20,10.0,23.349539024150413,23,26.0,5.792911784366587,21,5.619047619047619,39.81471365307663,4,47.0,42.0,20,42.0,0,0.6230000000000001,47931,11,24,1.0,670.3889365796099,False,0.07229615365435446,0,0.6860000000000002,48141,2,25,1.0,603.7384756037603,False,0.07622121296103,2,0.31000000000000005,65448,288,0,0.0,6724.667238955319,False,-0.039538634347003006,19,1.4070000000000003,60837.0,271,0,0.0,6327.725075544762,False,-0.10666970202570551,0,0.3350000000000001,106206,11,30,1.0,1258.1634392203314,False,0.03949445122995807,0,0.2,103273,0,0,0.0,0.0,False,0.004835759321242313,10,1.6050000000000002,126130,0,4,0.4,168.0,False,-0.017560519965750757,10,1.749,126363,0,0,0.0,0.0,False,-0.016400716120495058,0.425,684329,0.0,0.0,8,0,0,9,10,10.0,16,25,20,234.0,58.0,15,8,20,986,1.5936634659883566,47.88752049888717
