index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,32,0,0,0,10.000000000000002,20,10.0,11.866439708035179,1,11.0,41.97743346182346,0,,54.07718802437516,0,,57.0,20,57.0,1,0.3540000000000001,39192,103,0,0.0,1030.0000000000002,False,-0.01938654549046725,0,0.506,38508,117,0,0.0,1170.0000000000002,False,-0.03455003457473081,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.4610000000000001,76695,0,6,0.1,251.86460077094074,False,0.01015045957718663,0,0.38000000000000006,91743,0,17,0.2,919.3121964143777,False,0.0036646430475603853,0,0.44300000000000006,92062,0,5,0.0,270.3859401218758,False,0.003605174602801173,0,0.524,121406,0,9,0.9,513.0,False,-0.006731326589760546,10,0.8310000000000002,117492,55,0,0.0,2974.245341340634,False,-0.028638772517325786,0.15000000000000002,654055,0.0,0.0,19,0,0,15,7,7.0,23,38,26,201.0,85.0,14,18,26,770,2.2465533912181854,31.42913528624922
11,26,0,0,0,10.000000000000002,20,10.0,10.913488625649927,5,1.0,41.97743346182346,0,,49.45290780021542,16,20.0,57.0,20,57.0,0,0.35300000000000004,39092,113,0,0.0,1130.0000000000002,False,-0.020621357305146696,5,0.556,38288,127,0,0.0,1270.0000000000002,False,-0.03874839474464092,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.4610000000000001,76690,0,11,0.5,461.75176808005807,False,0.011464659417481177,0,0.38000000000000006,92063,0,1,0.0,49.45290780021542,False,0.0024135855909705917,0,0.44300000000000006,92062,0,5,0.0,247.2645390010771,False,0.003479331520916732,1,0.534,121908,0,0,0.0,0.0,False,-0.0047270322564843615,10,0.921,116952,71,0,0.0,3511.1564538152948,False,-0.030855697119631924,0.0625,654012,0.0,0.0,16,0,0,14,7,6.5,19,33,26,160.0,90.0,10,16,26,976,1.80381094571203,33.23294623196125
12,26,0,0,0,10.000000000000002,20,10.0,10.915142345138987,1,11.0,41.97743346182346,0,,50.590225710868054,9,64.0,57.0,20,57.0,1,0.36300000000000004,38988,122,0,0.0,1220.0000000000002,False,-0.02207843524646844,0,0.5510000000000002,38178,138,0,0.0,1380.0000000000002,False,-0.0401066877407883,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.4610000000000001,76679,0,12,0.1,503.7292015418815,False,0.011596005217306561,8,0.4600000000000001,92239,0,0,0.0,0.0,False,0.0040602616854984435,0,0.44300000000000006,92062,0,5,0.0,252.95112855434027,False,0.0035102819789384902,11,0.643,121068,0,9,0.9,513.0,False,-0.0094908031056357,9,1.0010000000000001,116767,71,0,0.0,3591.906025471632,False,-0.03203643641581706,0.125,652938,0.0,0.0,10,0,0,15,14,13.88888888888889,18,33,26,176.0,71.0,12,14,26,200,1.767270208336413,35.00021644029766
13,26,0,0,0,10.000000000000002,20,10.0,10.217036415771803,4,2.0,41.01324965381986,3,18.0,52.57514896426263,18,64.0,57.00000000000001,20,57.0,0,0.36200000000000004,38918,129,0,0.0,1290.0000000000002,False,-0.022942803516744048,4,0.5910000000000001,37956,151,0,0.0,1510.0000000000002,False,-0.04398399683888175,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.4610000000000001,76725,0,13,0.4,533.1722454996582,False,0.012394457819955877,0,0.45200000000000007,92185,0,3,0.3,157.7254468927879,False,0.004330902874255905,13,0.5730000000000001,92492,0,0,0.0,0.0,False,0.0068142729627936344,2,0.6520000000000001,120983,0,9,0.9,513.0000000000001,False,-0.010184754300456376,9,1.082,116006,80,0,0.0,4206.011917141011,False,-0.03574251995256229,0.2,652222,0.0,0.0,15,0,0,11,9,8.444444444444445,23,34,30,132.0,90.0,10,16,30,767,1.7356907157227397,36.7359071560204
14,30,0,0,0,10.000000000000002,20,10.0,10.233704542556616,1,11.0,41.63608465183557,5,50.0,53.87189691752857,15,63.333333333333336,57.0,20,57.0,1,0.3720000000000001,38834,136,0,0.0,1360.0000000000002,False,-0.024152919095129902,0,0.587,37826,164,0,0.0,1640.0000000000002,False,-0.04558925219796503,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.4610000000000001,76964,0,9,0.1,374.7247618665201,False,0.014495422437287327,0,0.45200000000000007,92185,0,3,0.0,161.6156907525857,False,0.0043520763435469755,15,0.7100000000000002,92282,0,5,0.5,269.35948458764284,False,0.005994380318004759,2,0.6700000000000002,121154,0,5,0.5,285.0,False,-0.009719398793341334,9,1.163,115192,90,0,0.0,4848.470722577571,False,-0.03976556400851697,0.1375,651394,0.0,0.0,15,0,0,17,10,10.0,18,35,26,161.0,114.0,11,19,26,963,1.8946388121694326,38.630545968189836
15,26,0,0,0,10.000000000000002,20,10.0,9.754400815789612,3,3.0,42.75232235226637,10,50.0,54.21925239524398,5,62.0,56.99999999999999,20,57.0,0,0.37100000000000005,38744,145,0,0.0,1450.0000000000002,False,-0.0252642497283414,3,0.6170000000000001,37650,175,0,0.0,1750.0000000000002,False,-0.048577496789489284,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,1,0.4710000000000001,77414,0,3,0.3,128.2569670567991,False,0.01879220612405689,2,0.47200000000000003,92145,0,5,0.5,271.09626197621986,False,0.004512530544359331,0,0.6950000000000002,92032,0,10,0.5,542.1925239524397,False,0.004757976421921211,3,0.6980000000000001,121401,0,0,0.0,0.0,False,-0.008866247030297092,12,1.274,114589,95,0,0.0,5150.828977548178,False,-0.04345428911824043,0.1625,650932,0.0,0.0,15,0,0,11,12,10.6,22,33,32,200.0,96.0,13,13,32,735,1.8235338907688856,40.45407985895872
16,32,0,0,0,10.000000000000002,20,10.0,9.150637909599572,4,3.0,41.62206532697137,10,34.0,54.54409846512033,18,56.44444444444444,56.99999999999999,20,57.0,0,0.37100000000000005,38644,155,0,0.0,1550.0000000000002,False,-0.026499061543020844,4,0.6540000000000001,37462,185,0,0.0,1850.0000000000002,False,-0.051985577398004544,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,7,0.54,77440,0,4,0.4,166.48826130788547,False,0.019385450573366388,13,0.6000000000000001,92303,0,5,0.5,272.72049232560164,False,0.006241267129980661,0,0.6950000000000002,91782,0,15,0.5,818.1614769768049,False,0.0035386403945790127,8,0.7750000000000001,121259,0,0,0.0,0.0,False,-0.010025553732232809,12,1.3820000000000001,113274,113,0,0.0,6163.483126558597,False,-0.05005640138725499,0.175,649121,0.0,0.0,11,0,0,14,16,15.4,22,36,27,275.0,135.0,17,15,27,520,2.243536434136331,42.69761629309505
17,27,0,0,0,10.000000000000002,20,10.0,8.28219827136784,7,3.2857142857142856,40.04078637300664,5,18.0,53.158532757301735,30,48.03333333333333,56.99999999999999,20,57.0,1,0.38100000000000006,38510,167,0,0.0,1670.0000000000002,False,-0.028326583028746417,6,0.7100000000000002,37239,193,0,0.0,1930.0000000000005,False,-0.0565049886397313,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,1,0.543,77466,0,7,0.7,280.28550461104646,False,0.02047551910354531,5,0.6370000000000001,92593,0,5,0.5,265.7926637865087,False,0.009360332787900322,5,0.7450000000000001,92343,0,0,0.0,0.0,False,0.005192345372607929,12,0.8870000000000002,120387,6,10,1.0,888.9511965438103,False,-0.013515919254517565,8,1.4500000000000002,112261,127,0,0.0,6751.13366017732,False,-0.055927838627048906,0.275,647756,0.0,0.0,12,0,0,16,17,15.654545454545454,19,35,35,235.0,126.0,15,12,35,1078,2.15756493806839,44.85518123116344
18,35,0,0,0,10.000000000000002,20,10.0,8.28219827136784,0,,38.51491528879784,5,18.0,53.158532757301735,0,,57.0,20,57.0,0,0.3800000000000001,38410,177,0,0.0,1770.0000000000002,False,-0.02956139484342586,0,0.7040000000000002,37139,203,0,0.0,2030.0000000000005,False,-0.057739800454410746,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.542,77556,0,2,0.0,77.02983057759567,False,0.02032261982785841,0,0.6320000000000001,92503,0,10,0.5,531.5853275730174,False,0.009827277379950167,0,0.7400000000000002,92343,0,0,0.0,0.0,False,0.005192345372607929,0,0.8750000000000002,120843,0,8,0.6,456.0,False,-0.011560410492542066,12,1.562,111955,127,0,0.0,6751.13366017732,False,-0.058426062928403334,0.1375,647706,0.0,0.0,16,0,0,18,8,8.0,23,41,30,322.0,138.0,19,16,30,746,2.2348655248060822,47.090046755969524
19,30,0,0,0,10.000000000000002,20,10.0,8.344609835908905,1,11.0,38.51491528879784,0,,52.73545350068959,5,42.0,56.99999999999999,20,57.0,1,0.3900000000000001,38276,189,0,0.0,1890.0000000000002,False,-0.03138891632915144,0,0.7040000000000002,37059,211,0,0.0,2110.0000000000005,False,-0.058727649906154304,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.542,77545,0,3,0.1,115.54474586639351,False,0.020431200580325735,0,0.6320000000000001,92503,0,10,0.0,527.3545350068958,False,0.009804250402798037,5,0.7900000000000003,92303,0,0,0.0,0.0,False,0.004756928569873512,0,0.8750000000000002,121089,0,5,0.5,284.99999999999994,False,-0.010250067354086557,12,1.6700000000000002,111657,127,0,0.0,6697.402594587577,False,-0.06107830792415689,0.075,647389,0.0,0.0,12,0,0,9,9,9.0,27,36,28,164.0,145.0,11,19,28,656,1.8935283618047833,48.98357511777431
20,28,0,0,0,10.000000000000002,20,10.0,8.376431225794322,2,9.0,37.609862228430735,3,18.0,51.41043280324967,25,45.12,57.00000000000001,20,57.0,1,0.3990000000000001,38202,195,0,0.0,1950.0000000000005,False,-0.03247555072606935,1,0.7140000000000002,36901,225,0,0.0,2250.0000000000005,False,-0.06090091869999012,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,0,0.542,77581,0,2,0.2,75.21972445686147,False,0.02063945432850443,0,0.6320000000000001,92813,0,5,0.0,257.05216401624835,False,0.011707553197136386,20,0.9850000000000001,91860,0,3,0.3,154.231298409749,False,0.0007741237150292362,6,0.935,120702,0,9,0.9,513.0000000000001,False,-0.012478875309216488,9,1.7480000000000004,110926,143,0,0.0,7351.691890864703,False,-0.0643754362060272,0.175,645942,0.0,0.0,14,0,0,10,11,11.0,29,39,23,225.0,98.0,15,13,23,849,1.7347662672400475,50.718341385014355
21,23,0,0,0,10.000000000000002,20,10.0,7.927632075060106,5,4.6,36.693529674874924,3,18.0,51.41043280324967,0,,57.00000000000001,20,57.0,1,0.40800000000000003,38108,203,0,0.0,2030.0000000000005,False,-0.03380914748592315,4,0.7530000000000001,36693,237,0,0.0,2370.0000000000005,False,-0.06455596167144127,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,1,0.552,77571,0,5,0.5,183.46764837437462,False,0.02121965869619839,0,0.6320000000000001,92759,0,8,0.3,411.28346242599736,False,0.011959176748884161,0,0.9650000000000001,91860,0,3,0.0,154.231298409749,False,0.0007741237150292362,0,0.9290000000000003,121158,0,1,0.0,57.00000000000001,False,-0.010617453280756325,12,1.8590000000000004,110625,143,0,0.0,7351.691890864703,False,-0.06683283984886278,0.1,645731,0.0,0.0,17,0,0,3,10,9.333333333333334,28,31,26,144.0,105.0,8,15,26,656,1.7127189608290792,52.431060345843434
22,26,0,0,0,10.000000000000002,20,10.0,7.85600938576748,2,6.5,36.17552590987262,11,33.45454545454545,51.87908409231479,5,64.0,57.00000000000001,20,57.0,1,0.41700000000000004,38034,209,0,0.0,2090.0000000000005,False,-0.03489578188284106,1,0.7590000000000001,36530,251,0,0.0,2510.0000000000005,False,-0.06685271164674504,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,6,0.611,77665,0,2,0.2,72.35105181974524,False,0.02172514465554934,0,0.6320000000000001,92705,0,11,0.3,570.6699250154627,False,0.012238858364440865,2,0.9850000000000003,91766,0,8,0.8,415.03267273851833,False,0.0011703604855904843,7,0.9990000000000003,120767,0,5,0.5,285.00000000000006,False,-0.012878917762701348,12,1.967,110328,143,0,0.0,7418.709025201015,False,-0.06898401860931769,0.225,644752,0.0,0.0,13,0,0,2,17,15.9,24,26,19,86.0,102.0,5,21,19,460,1.6100604217499495,54.041120767593384
23,19,0,0,0,10.000000000000002,20,10.0,7.404143121305469,3,2.0,35.335400677921605,3,18.0,52.652350134438194,10,62.0,57.00000000000001,20,57.0,0,0.41600000000000004,37864,226,0,0.0,2260.0000000000005,False,-0.03699496196779611,3,0.788,36431,254,0,0.0,2540.0000000000005,False,-0.0689271954954065,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,1,0.6150000000000001,77672,0,3,0.3,106.00620203376482,False,0.022038463372521525,0,0.6320000000000001,92961,0,9,0.3,473.8711512099437,False,0.01449867824445363,0,0.9830000000000003,92076,0,3,0.0,157.95705040331458,False,0.0031456526375553424,5,1.042,120665,0,5,0.5,285.00000000000006,False,-0.013711659196486158,10,2.0550000000000006,109791,148,0,0.0,7792.547819896853,False,-0.0718421227563053,0.1375,644417,0.0,0.0,14,0,0,4,12,10.833333333333332,24,28,23,108.0,64.0,7,12,23,1048,1.4913593316450715,55.532480099238455
24,23,0,0,0,10.000000000000002,20,10.0,7.404143121305469,0,,36.491684570046075,5,50.0,53.38379661509965,10,62.0,57.00000000000001,20,57.0,0,0.41600000000000004,37764,236,0,0.0,2360.0000000000005,False,-0.03822977378247555,0,0.7850000000000001,36331,264,0,0.0,2640.0000000000005,False,-0.07016200731008594,0,0.2,76957,0,0,0.0,0.0,False,0.011939670475614407,2,0.6340000000000001,77840,0,0,0.0,0.0,False,0.023550605530644714,1,0.6420000000000001,93531,0,0,0.0,0.0,False,0.01812422441382013,0,0.9830000000000003,91826,0,8,0.5,427.0703729207972,False,0.0018890034012627277,4,1.0770000000000002,120893,0,0,0.0,0.0,False,-0.013013625935813596,11,2.1550000000000002,108935,158,0,0.0,8434.639865185743,False,-0.0762095574828931,0.0625,644077,0.0,0.0,14,0,0,16,9,7.6,17,33,22,198.0,90.0,13,10,22,795,1.7401627162471414,57.2726428154856
