index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,32,0,0,0,10.000000000000002,20,10.0,13.839547740899855,25,16.64,14.300515822609507,51,14.843137254901961,33.30916083369632,27,29.74074074074074,49.0,20,49.0,2,0.23800000000000002,39302,6,10,1.0,198.39547740899854,False,0.015861334984388624,13,1.0680000000000003,36384,110,0,0.0,1100.0000000000002,False,-0.04774918785128655,0,0.2,56346,0,5,0.0,71.50257911304753,False,0.0025026455709628785,46,2.4780000000000006,46486.0,183,0,0.0,2532.6372365846732,False,-0.15093404067686672,0,0.3440000000000001,91696,0,7,0.5,233.16412583587422,False,0.01160856843858941,25,2.556000000000001,77081,227,0,0.0,3246.217091732358,False,-0.13282309692850094,0,0.2,114399,13,18,1.0,1315.019090838052,False,0.017065126897610014,10,0.8220000000000001,104633,191,0,0.0,6362.049719235996,False,-0.04695627124075807,0.3125,566327,0.0,0.0,13,0,0,16,12,11.166666666666668,18,34,26,239.0,95.0,18,14,26,1003,2.608807113021612,52.05787302646786
11,26,0,0,0,10.000000000000002,20,10.0,13.202762828397661,64,11.734375,14.247168555293872,8,13.0,34.19051662710016,21,42.333333333333336,49.0,20,49.0,14,0.37600000000000006,39318,5,10,1.0,182.0276282839766,False,0.016062852940287434,40,1.4550000000000003,35330,121,0,0.0,1210.0000000000002,False,-0.07350590419223431,0,0.2,56216,0,10,0.5,142.4716855529387,False,0.0008221020745802926,8,2.512000000000001,45721.0,242,0,0.0,3195.0686044722343,False,-0.15864699592403905,0,0.3440000000000001,91960,0,3,0.0,102.57154988130048,False,0.013797923896700646,17,2.701000000000001,76673,235,0,0.0,3348.0846104940597,False,-0.1367573209792194,0,0.2,114722,5,19,1.0,1101.9525831355008,False,0.018978628180681335,11,0.9219999999999999,103648,210,0,0.0,7180.008491691034,False,-0.05204812115830566,0.3125,563588,0.0,0.0,18,0,0,10,13,13.0,22,32,24,206.0,41.0,16,10,24,1165,2.1913605695590377,54.2492335960269
12,24,0,0,0,10.000000000000002,20,10.0,13.23005366665852,60,13.316666666666666,13.908984329048742,40,12.425,34.19214107320088,40,34.2,49.00000000000001,20,49.0,6,0.42200000000000004,39490,6,10,1.0,192.30053666658523,False,0.02062987336495887,44,1.8550000000000002,34350,130,0,0.0,1300.0000000000002,False,-0.09761254060743567,0,0.2,56216,0,10,0.0,139.0898432904874,False,0.0007920364439687609,40,2.9040000000000012,43441.0,302,0,0.0,3995.476207330873,False,-0.1920709428412469,0,0.3440000000000001,92008,0,6,0.5,205.1528464392053,False,0.014891927227267917,38,3.064000000000001,74660,270,0,0.0,3755.4257688431603,False,-0.1566928581802182,0,0.2,114996,4,18,1.0,1018.7685642928036,False,0.021033045295921413,9,1.0010000000000001,102394,241,0,0.0,8240.305998641412,False,-0.05844674964799686,0.3125,557555,0.0,0.0,12,0,0,16,18,17.166666666666668,20,36,25,243.0,30.0,18,6,25,857,2.2731624031439424,56.52239599917084
13,25,0,0,0,10.000000000000002,20,10.0,13.067623023794173,9,9.0,13.903017789649725,19,13.842105263157896,34.235499910273674,25,34.599999999999994,49.000000000000014,20,49.0,0,0.41600000000000004,39456,3,16,1.0,239.08196838070677,False,0.020356339508852496,5,1.8610000000000004,34160,143,0,0.0,1430.0000000000002,False,-0.10083535296240911,0,0.2,56216,0,10,0.0,139.03017789649726,False,0.0007915060000399452,19,3.054000000000001,42869.0,311,0,0.0,4064.0307603999877,False,-0.20163198769225313,0,0.3440000000000001,92082,0,9,0.5,308.1194991924631,False,0.016274526488791508,23,3.256000000000001,73788,284,0,0.0,3948.457052260522,False,-0.16523729298328255,0,0.2,115199,3,20,1.0,1082.7064997308212,False,0.023110100683003107,12,1.1120000000000003,101470,257,0,0.0,8798.523476940334,False,-0.06414739548406048,0.3125,555240,0.0,0.0,13,0,0,10,13,13.0,18,28,25,191.0,60.0,14,11,25,772,2.0606379760429263,58.583033975213766
14,25,0,0,0,10.000000000000002,20,10.0,13.60769147117869,10,25.0,13.782572294051564,18,12.5,34.20727141576706,24,33.958333333333336,49.00000000000001,20,49.0,0,0.41600000000000004,39606,3,16,1.0,247.72306353885904,False,0.024335108847765366,0,1.8560000000000003,34060,153,0,0.0,1530.0000000000002,False,-0.10212447790439849,0,0.2,56216,0,10,0.0,137.82572294051565,False,0.0007807980204878426,18,3.215000000000001,42178.0,321,0,0.0,4368.06896224836,False,-0.21121540368904926,0,0.3440000000000001,92276,0,6,0.0,205.24362849460238,False,0.017845302551232473,21,3.4430000000000005,72905,302,0,0.0,4162.336832803572,False,-0.1737880715256693,0,0.2,115398,1,21,1.0,1063.2072714157673,False,0.024783017482346098,11,1.21,100682,273,0,0.0,9338.585096504408,False,-0.06872608818262635,0.25,553321,0.0,0.0,15,0,0,12,11,11.0,22,34,20,256.0,44.0,17,8,20,1085,1.8777614142745733,60.46079538948834
15,20,0,0,0,10.000000000000002,20,10.0,13.60769147117869,0,,13.788184581987078,5,14.0,36.47235572473378,14,70.78571428571429,49.00000000000001,20,49.0,0,0.41600000000000004,39516,2,26,1.0,373.79997825064595,False,0.023639972905824938,0,1.8560000000000005,33950,164,0,0.0,1640.0000000000002,False,-0.10354251534058681,0,0.2,56216,0,10,0.0,137.8818458198708,False,0.0007812969703585081,5,3.247000000000001,42093.0,321,0,0.0,4368.06896224836,False,-0.21272675661662876,8,0.42400000000000004,92794,0,5,0.5,182.3617786236689,False,0.023426667209993816,0,3.422000000000001,72905,302,0,0.0,4164.031743760098,False,-0.1737787340993174,0,0.2,115770,0,14,0.3,686.0000000000001,False,0.026404186482329436,10,1.2990000000000002,99639,285,0,0.0,10394.621381549128,False,-0.073278373753385,0.225,552883,0.0,0.0,15,0,0,11,6,5.714285714285714,17,28,22,176.0,73.0,12,8,22,950,1.700546320527792,62.16134171001613
16,22,0,0,0,10.000000000000002,20,10.0,13.261604472622096,49,11.857142857142858,13.716891190427523,55,13.49090909090909,36.261209635928445,19,34.0,49.0,20,49.0,0,0.41600000000000004,39681,3,25,1.0,361.5401118155524,False,0.027736040218320487,38,2.2360000000000007,33158,173,0,0.0,1730.0000000000002,False,-0.12280204197390811,0,0.2,56216,0,10,0.0,137.16891190427523,False,0.0007749587658849525,55,3.7920000000000003,39807.0,370,0,0.0,4906.7936548701755,False,-0.24858382981392427,0,0.41600000000000004,93029,0,1,0.0,36.261209635928445,False,0.025211060113244622,15,3.5720000000000005,71767,357,0,0.0,4896.930154982626,False,-0.18227982814386104,0,0.2,116172,0,5,0.4,245.0,False,0.028008592189240317,7,1.3590000000000002,99129,300,0,0.0,10878.362890778533,False,-0.07564855607562122,0.175,548959,0.0,0.0,17,0,0,12,10,10.0,19,31,25,216.0,55.0,15,7,25,1347,1.8305464144796133,63.991888124495745
17,25,0,0,0,10.000000000000002,20,10.0,13.277152560639912,38,13.368421052631579,13.555850038135327,58,12.982758620689655,37.24307670900353,14,51.285714285714285,49.0,20,49.0,0,0.41600000000000004,39881,3,23,1.0,335.37450889471796,False,0.032555232672803566,26,2.4580000000000006,32720,183,0,0.0,1830.0000000000002,False,-0.13280565152374568,0,0.2,56216,0,10,0.0,135.55850038135327,False,0.0007606417060627182,58,4.317000000000001,36637.0,408,0,0.0,5417.078244741084,False,-0.30041181482600693,6,0.4760000000000001,93060,0,9,0.9,335.18769038103176,False,0.027199438570174962,7,3.6270000000000007,71077,406,0,0.0,5503.675115482943,False,-0.18653976401523298,3,0.23,116323,0,1,0.1,49.0,False,0.028477096335060022,12,1.4720000000000002,98227,313,0,0.0,11657.083009918106,False,-0.08018013980023114,0.25,544141,0.0,0.0,11,0,0,12,19,18.25,21,33,21,252.0,24.0,17,8,21,637,1.991468520835042,65.98335664533079
18,21,0,0,0,10.000000000000002,20,10.0,13.155688047255607,42,12.476190476190476,13.896408498791185,39,15.974358974358974,36.87876213422442,31,34.61290322580645,48.99999999999999,20,49.0,0,0.41600000000000004,40085,4,17,1.0,263.6466968033453,False,0.03689020132010712,26,2.6920000000000006,32270,192,0,0.0,1920.0000000000005,False,-0.14324756355385965,0,0.2,56411,0,5,0.0,69.48204249395593,False,0.0036404228453792917,34,4.599000000000001,35007.0,450,0,0.0,5920.059621265023,False,-0.3249225687553117,0,0.4700000000000001,93088,0,12,1.0,442.545145610693,False,0.028099390394399987,24,3.8600000000000017,70044,435,0,0.0,6044.937696974165,False,-0.1949396880916814,10,0.32700000000000007,116005,0,5,0.5,244.99999999999997,False,0.026532362144865016,9,1.5500000000000003,97189,339,0,0.0,12501.900363502078,False,-0.08562178295218564,0.3125,540099,0.0,0.0,14,0,0,10,17,16.666666666666664,20,30,23,166.0,54.0,13,8,23,1002,1.8099120892584324,67.79326873458922
19,23,0,0,0,10.000000000000002,20,10.0,13.699710079634805,12,25.0,14.964512474679841,35,22.571428571428573,37.29020339885421,28,40.25,48.999999999999986,20,49.0,0,0.41600000000000004,40265,6,15,1.0,265.4956511945221,False,0.041554886443491465,0,2.666000000000001,32190,200,0,0.0,2000.0000000000005,False,-0.14427886350745114,0,0.2,56411,0,5,0.0,74.82256237339921,False,0.003687901729818134,35,4.915000000000002,34087.0,462,0,0.0,6329.26605679128,False,-0.33764276900489604,0,0.4700000000000001,92770,15,15,1.0,783.8207381030107,False,0.026475725482337883,21,4.046000000000001,69420,445,0,0.0,6659.208051232529,False,-0.19843096524183534,7,0.387,116157,0,0,0.0,0.0,False,0.02679313332036844,8,1.6210000000000002,95931,367,0,0.0,13685.504647379496,False,-0.09151077273403325,0.25,537231,0.0,0.0,15,0,0,10,12,12.0,20,30,28,183.0,57.0,14,9,28,1077,1.888929571956396,69.68219830654562
20,28,0,0,0,10.000000000000002,20,10.0,13.99386330485322,27,16.555555555555557,14.528404789783556,73,13.0,36.999666342760825,28,34.857142857142854,48.99999999999999,20,49.0,1,0.42600000000000005,40502,5,10,1.0,189.93863304853218,False,0.0466913143021777,11,2.7760000000000007,31924,211,0,0.0,2110.0000000000005,False,-0.14971897076264631,0,0.2,56411,0,5,0.0,72.64202394891778,False,0.0036685160643385025,73,5.610000000000001,29563.0,489,0,0.0,6842.999156073224,False,-0.41351505879986816,0,0.4700000000000001,92700,10,25,1.0,1070.2757064668563,False,0.02728255989194939,28,4.305000000000001,67690,513,0,0.0,7453.071657158965,False,-0.21311896529733163,12,0.5,115829,0,4,0.4,195.99999999999997,False,0.024760002121528207,8,1.6930000000000007,94915,391,0,0.0,14466.869540019483,False,-0.0970383928538997,0.3,529534,0.0,0.0,10,0,0,14,23,22.25,21,35,21,241.0,74.0,17,11,21,512,1.9196015428751707,71.60179984942079
21,21,0,0,0,10.000000000000002,20,10.0,14.091298873375036,33,14.787878787878787,14.415295493120876,18,12.555555555555555,36.31667758020648,32,31.8125,48.99999999999999,20,49.0,1,0.43500000000000005,40636,7,10,1.0,210.91298873375035,False,0.05041655479726896,22,2.9850000000000008,31505,219,0,0.0,2190.0000000000005,False,-0.1594905378229258,0,0.2,56411,0,5,0.0,72.07647746560438,False,0.003663488180025232,18,5.7170000000000005,28658.0,522,0,0.0,7355.658011901769,False,-0.42504882548406175,0,0.4700000000000001,93010,5,30,1.0,1161.5768048717987,False,0.031201185584194335,27,4.547000000000001,66394,526,0,0.0,7582.445429381581,False,-0.22668580840808297,6,0.548,115753,0,10,1.0,489.99999999999994,False,0.02538762088290932,10,1.7850000000000004,93915,413,0,0.0,14998.787840625277,False,-0.10352709438756223,0.375,526282,0.0,0.0,10,0,0,10,15,13.424242424242424,17,27,25,143.0,58.0,11,10,25,580,1.6919108061119914,73.29371065553278
22,25,0,0,0,10.000000000000002,20,10.0,14.091298873375036,0,,14.300591859167653,18,12.5,35.90279546651213,46,33.93478260869565,48.99999999999999,20,49.0,0,0.43400000000000005,40506,10,20,1.0,381.8259774675007,False,0.04926811191496281,0,2.963000000000001,31435,226,0,0.0,2260.0000000000005,False,-0.16039292528231835,0,0.2,56411,0,5,0.0,71.50295929583827,False,0.0036583894249377267,18,5.879000000000001,28217.0,522,0,0.0,7355.658011901769,False,-0.43289008008479785,0,0.4700000000000001,93270,0,31,0.5,1112.9866594618761,False,0.03379822750064382,42,4.940000000000001,64087,544,0,0.0,7779.521971387203,False,-0.2510190616281184,1,0.552,115853,6,10,1.0,705.4167727990728,False,0.027223700885733924,9,1.8650000000000007,92595,443,0,0.0,15904.938391664875,False,-0.11119044962402595,0.3125,522374,0.0,0.0,15,0,0,13,13,13.0,19,32,24,235.0,35.0,17,8,24,950,1.6666682604700327,74.96037891600281
23,24,0,0,0,10.000000000000002,20,10.0,13.869291484091358,25,11.72,14.277983546632397,22,14.0,35.532920252994295,19,30.894736842105264,48.99999999999999,20,49.0,0,0.43400000000000005,40506,13,25,1.0,476.732287102284,False,0.050491572823986454,20,3.1630000000000007,31066,233,0,0.0,2330.0000000000005,False,-0.1690042798948074,0,0.2,56411,0,5,0.0,71.38991773316198,False,0.0036573844502512604,22,6.081000000000001,27349.0,547,0,0.0,7586.502441797973,False,-0.44627138171620373,0,0.4700000000000001,93200,0,36,0.5,1279.1851291077946,False,0.03394255737231454,19,5.088000000000002,63319,561,0,0.0,8009.948769660775,False,-0.2582115891004706,5,0.6010000000000001,116192,1,10,1.0,525.5329202529942,False,0.029425299755374525,5,1.9060000000000006,92053,457,0,0.0,16238.544555618393,False,-0.11450707814464227,0.3125,520096,0.0,0.0,15,0,0,11,11,11.0,20,31,21,164.0,68.0,13,11,21,820,1.5140380691736937,76.4744169851765
