index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,15,0,0,0,10.000000000000002,20,10.0,23.949772745178382,21,24.857142857142858,29.578460639786613,29,39.758620689655174,14.96315059302501,11,65.0,58.0,20,58.0,3,0.44600000000000006,14108,107,0,0.0,1070.0000000000002,False,-0.05541220487679009,8,0.46900000000000003,17330,5,10,1.0,289.4977274517838,False,0.12725769989200686,0,0.254,26557,19,20,1.0,1046.6148949541216,False,0.025419646615815136,14,0.8080000000000003,22078,80,0,0.0,1915.9818196142705,False,-0.12772195426532104,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,0,2.1710000000000003,20198.0,93,0,0.0,2750.796839500155,False,-0.42355648845023175,1,0.21000000000000002,55783,1,10,1.0,594.963150593025,False,0.04647287880754833,8,0.8830000000000002,51256,158,0,0.0,2364.1777936979515,False,-0.021494889030621862,0.375,245605,0.0,0.0,14,0,0,11,10,8.666666666666668,22,33,15,165.0,18.0,13,2,15,2320,1.2511659022420645,19.690567173995078
11,15,0,0,0,10.000000000000002,20,10.0,23.949772745178382,0,,35.79219168525012,23,58.95652173913044,14.721971388708987,5,7.6,58.0,20,58.0,0,0.44300000000000006,14018,116,0,0.0,1160.0000000000002,False,-0.058315056121790734,0,0.461,17220,6,20,1.0,538.9954549035676,False,0.12820911672376364,3,0.28400000000000003,27805,9,10,1.0,573.4698715591067,False,0.06371823756217782,0,0.7940000000000003,22078,80,0,0.0,1915.9818196142705,False,-0.12772195426532104,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,5,2.221000000000001,18611.0,116,0,0.0,4151.894235489013,False,-0.44724256198411466,0,0.20900000000000002,56131,0,5,0.1,290.0,False,0.05012129128568763,14,1.0150000000000001,50824,163,0,0.0,2399.6813363595647,False,-0.02922484291510023,0.2625,244982,0.0,0.0,14,0,0,11,10,9.2,23,34,15,130.0,32.0,12,3,15,1004,1.1759129455313087,20.866480119526386
12,15,0,0,0,10.000000000000002,20,10.0,23.951259724418197,4,24.0,33.83509735839403,21,24.714285714285715,12.935778278253292,25,3.12,58.00000000000001,20,58.0,0,0.44300000000000006,13888,129,0,0.0,1290.0000000000002,False,-0.06250806347568055,0,0.4610000000000001,17246,3,26,1.0,652.7327528348732,False,0.1335547914086852,7,0.35100000000000003,28012,0,9,0.9,304.51587622554626,False,0.0664643847973332,4,0.8340000000000003,21898,84,0,0.0,2011.9058168511285,False,-0.13272168925648214,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,25,2.4660000000000006,16385.0,137,0,0.0,4635.408338099982,False,-0.5002617456499668,7,0.279,56303,0,0,0.0,0.0,False,0.05062511662623624,8,1.0810000000000002,50600,188,0,0.0,2431.926316311619,False,-0.03310387836992338,0.2375,242627,0.0,0.0,14,0,0,10,13,12.411764705882353,24,34,14,144.0,15.0,12,3,14,586,1.2813294027000666,22.147809522226453
13,14,0,0,0,10.000000000000002,20,10.0,23.709331853284013,2,9.0,33.28995828751813,8,26.0,12.166060492877177,15,4.666666666666667,58.00000000000002,20,58.0,0,0.443,13768,141,0,0.0,1410.0000000000002,False,-0.06637853180234808,0,0.461,17184,1,34,1.0,816.1172830116565,False,0.13482509621376776,0,0.3440000000000001,27994,0,11,0.2,366.18954116269947,False,0.06695046274305536,8,0.9100000000000001,21818,84,0,0.0,1991.5838756758571,False,-0.1361357136643595,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,15,2.591000000000001,15306.0,145,0,0.0,4827.043951690129,False,-0.5265324789353356,10,0.372,56079,0,6,0.6,348.0000000000001,False,0.049692106736331405,10,1.1730000000000003,50347,197,0,0.0,2396.713917096804,False,-0.0381534435799888,0.22499999999999998,240791,0.0,0.0,11,0,0,5,12,12.0,26,31,13,139.0,3.0,13,1,13,218,1.2485876139253378,23.39639713615179
14,13,0,0,0,10.000000000000002,20,10.0,23.586817307404626,13,22.53846153846154,35.5926996963606,13,53.92307692307692,12.103292621262309,1,3.0,58.000000000000014,20,58.0,2,0.463,13604,155,0,0.0,1550.0000000000002,False,-0.0724422655141272,0,0.4610000000000001,17399,0,30,0.7,707.6045192221388,False,0.14519431425693896,2,0.364,28330,3,10,1.0,426.68744888581983,False,0.08081880133450382,0,0.9020000000000001,21818,84,0,0.0,1981.2926538219886,False,-0.13633055674539,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,1,2.5860000000000007,14557.0,158,0,0.0,5623.646552024974,False,-0.535903185677689,5,0.41200000000000003,56369,0,1,0.1,58.000000000000014,False,0.05239783541705542,9,1.2530000000000003,50168,197,0,0.0,2384.3486463886748,False,-0.04160898818446837,0.225,240540,0.0,0.0,14,0,0,6,8,7.166666666666667,20,26,15,118.0,24.0,9,4,15,852,1.098139863461256,24.494536999613047
15,15,0,0,0,10.000000000000002,20,10.0,24.21414210383776,18,28.11111111111111,34.98286915729912,4,19.0,11.546367705088134,15,6.666666666666667,58.00000000000002,20,58.0,0,0.4610000000000001,13494,166,0,0.0,1660.0000000000002,False,-0.07599019481357244,0,0.461,17815,0,21,0.9,508.4969841805929,False,0.16560756625534107,0,0.36200000000000004,28080,3,20,1.0,772.2998094574957,False,0.0778957894933071,4,0.9420000000000002,21494,92,0,0.0,2227.701073553074,False,-0.14393386584965218,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,15,2.7350000000000008,13654.0,162,0,0.0,5667.224803482458,False,-0.559449234422412,11,0.5170000000000001,56116,0,6,0.6,348.0000000000001,False,0.05038253405486098,8,1.324,49958,206,0,0.0,2378.5517472481556,False,-0.04558171536435754,0.3125,238906,0.0,0.0,11,0,0,8,15,14.5,21,29,13,156.0,12.0,11,4,13,706,1.0794066451489925,25.57394364476204
16,13,0,0,0,10.000000000000002,20,10.0,24.923743905819588,25,28.24,34.68306589201248,2,20.0,9.632991052179209,35,2.4285714285714284,58.00000000000002,20,58.0,0,0.4610000000000001,13374,178,0,0.0,1780.0000000000002,False,-0.07986066314023997,4,0.5010000000000001,18357,0,8,0.8,199.3899512465567,False,0.19060088863522634,0,0.36200000000000004,27768,5,30,1.0,1165.1106962894723,False,0.07351869999412075,2,0.9580000000000002,21068,105,0,0.0,2616.993110111057,False,-0.15269428774071234,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,35,3.0700000000000007,10867.0,164,0,0.0,5688.022806290047,False,-0.6336403098692045,7,0.5760000000000001,56336,0,6,0.6,348.0000000000001,False,0.05448777757044225,7,1.3860000000000003,49769,235,0,0.0,2263.752897262114,False,-0.05017957737206468,0.3,235834,0.0,0.0,14,0,0,4,14,12.696969696969697,26,30,15,121.0,17.0,10,3,15,808,1.0522283725440502,26.62617201730609
17,15,0,0,0,10.000000000000002,20,10.0,25.453750826072977,25,28.16,34.68306589201248,0,,9.93997567977087,18,12.5,58.000000000000014,20,58.0,2,0.4810000000000001,13250,188,0,0.0,1880.0000000000002,False,-0.08463424074312992,15,0.6470000000000001,18595,0,10,1.0,254.53750826072977,False,0.2077324702703112,0,0.3620000000000001,27438,9,40,1.0,1616.4063931151559,False,0.06956731404284816,0,0.9560000000000002,20694,116,0,0.0,2952.635095824465,False,-0.16050143708916534,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,18,3.2150000000000007,9994.0,164,0,0.0,5688.022806290047,False,-0.6569669631758177,2,0.5890000000000002,56563,0,9,0.9,522.0000000000001,False,0.060347079679044596,12,1.4990000000000003,49336,244,0,0.0,2425.3540658640923,False,-0.0567516881333823,0.3625,234165,0.0,0.0,13,0,0,7,13,12.333333333333332,28,35,11,184.0,0.0,15,0,11,548,1.1526589263230562,27.778830943629146
18,11,0,0,0,10.000000000000002,20,10.0,25.63638063100524,3,34.0,34.68306589201248,0,,9.034468633390931,29,4.310344827586207,58.000000000000014,20,58.0,0,0.47900000000000004,13160,197,0,0.0,1970.0000000000005,False,-0.08753709198813056,0,0.6320000000000001,18587,1,17,1.0,445.81847072708905,False,0.21338596538276003,0,0.36200000000000004,27438,0,49,0.9,1699.4702287086116,False,0.07113995661911869,0,0.9560000000000002,20592,119,0,0.0,3050.7292950896235,False,-0.16250654521016278,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,29,3.487,8003.0,164,0,0.0,5688.022806290047,False,-0.7101666959747489,1,0.5970000000000002,57070,0,2,0.2,116.00000000000003,False,0.06601977980966599,10,1.5870000000000002,48995,271,0,0.0,2448.340999648942,False,-0.06290034521693473,0.2625,232140,0.0,0.0,13,0,0,4,10,9.5,24,28,10,111.0,3.0,10,1,10,766,1.0849521104246378,28.863783054053783
19,10,0,0,0,10.000000000000002,20,10.0,25.63638063100524,0,,38.55743553224166,17,59.05882352941177,8.290057403793258,51,5.921568627450981,58.00000000000001,20,58.0,0,0.47900000000000004,13080,205,0,0.0,2050.0000000000005,False,-0.09011740420590891,0,0.6320000000000001,18467,3,27,1.0,722.1822770371414,False,0.21455884005409442,0,0.36200000000000004,28442,0,32,0.0,1233.8379370317332,False,0.10034151117103515,0,0.9560000000000002,20592,119,0,0.0,3050.7292950896235,False,-0.16250654521016278,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,51,3.9680000000000004,2367.0,181,0,0.0,6978.895831335741,False,-0.8435150857536975,8,0.6760000000000002,57025,0,0,0.0,0.0,False,0.06409777943646203,10,1.6770000000000005,48473,322,0,0.0,2669.398484021429,False,-0.07057848027597102,0.125,226741,0.0,0.0,12,0,0,2,17,16.5,26,28,12,124.0,7.0,9,1,12,1204,1.013248447328806,29.87703150138259
20,12,0,0,0,10.000000000000002,20,10.0,25.443805703084422,3,17.333333333333332,39.205504378213185,3,60.0,8.134815613813544,43,7.441860465116279,58.00000000000001,20,58.0,0,0.47900000000000004,13000,213,0,0.0,2130.0000000000005,False,-0.09269771642368727,0,0.6320000000000001,18399,5,34,1.0,915.0893939048703,False,0.2163943166657486,0,0.36200000000000004,28604,0,31,0.2,1215.3706357246087,False,0.10612614327927244,0,0.9560000000000002,20558,120,0,0.0,3053.2566843701306,False,-0.16374613418966777,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,43,4.347000000000001,-1361.0,184,0,0.0,7213.812805591226,False,-0.9399891408738648,7,0.738,56898,0,0,0.0,0.0,False,0.06172793431610375,13,1.7970000000000002,47809,365,0,0.0,2969.2076990419437,False,-0.08017160198691972,0.15,222202,0.0,0.0,14,0,0,4,18,18.0,25,29,10,149.0,0.0,12,0,10,432,1.0976543072611094,30.9746858086437
21,10,0,0,0,10.000000000000002,20,10.0,25.149640882673705,15,22.866666666666667,39.205504378213185,0,,8.062981853460307,3,3.0,58.000000000000014,20,58.0,0,0.47900000000000004,12900,223,0,0.0,2230.0000000000005,False,-0.0959231066959102,0,0.6320000000000001,18642,5,29,1.0,779.3395855975374,False,0.22769125227704617,0,0.36200000000000004,28261,5,41,1.0,1733.1738839201091,False,0.10294168434851957,0,0.9560000000000002,20558,120,0,0.0,3017.9569059208447,False,-0.1644144627604066,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,3,4.334000000000001,-1613.0,184,0,0.0,7213.812805591226,False,-0.9467226078077324,7,0.8010000000000002,56760,0,3,0.3,174.00000000000006,False,0.06077626422840082,13,1.9140000000000004,47466,365,0,0.0,2942.988376513012,False,-0.08681667870392791,0.2875,221269,0.0,0.0,10,0,0,7,12,12.0,21,28,11,86.0,14.0,9,1,11,543,1.019355271011591,31.99404107965529
22,11,0,0,0,10.000000000000002,20,10.0,25.797569267791232,13,31.692307692307693,39.61705729607318,2,58.0,7.955331450560333,5,3.8,58.000000000000014,20,58.0,0,0.47900000000000004,12810,232,0,0.0,2320.0000000000005,False,-0.09882595794091086,0,0.6320000000000001,18944,6,26,1.0,730.736800962572,False,0.245604980033627,0,0.36200000000000004,28377,0,44,0.5,1743.1505210272198,False,0.10752301338610365,0,0.9560000000000002,20146,133,0,0.0,3431.0767126162336,False,-0.17219363261357432,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,5,4.381000000000001,-4340.0,186,0,0.0,7368.772657069611,False,-1.0175180673738196,5,0.8440000000000001,56843,0,4,0.4,232.00000000000006,False,0.06286620638178765,12,2.021000000000001,47181,366,0,0.0,2911.651310905082,False,-0.09242721299771332,0.2375,218256,0.0,0.0,14,0,0,7,11,25.617241379310347,20,27,9,104.0,14.0,10,1,9,670,1.2333495281636715,33.22739060781896
23,9,0,0,0,10.000000000000002,20,10.0,25.58499196889567,19,24.263157894736842,39.8500223483619,1,59.0,7.840177644353943,3,1.0,58.000000000000014,20,58.0,2,0.4990000000000001,12666,244,0,0.0,2440.0000000000005,False,-0.10424461359824538,0,0.6320000000000001,19307,4,19,1.0,526.1148474090178,False,0.26242145682521656,0,0.36200000000000004,28140,4,53,1.0,2214.3911523387633,False,0.1074707704255891,0,0.9560000000000002,19981,138,0,0.0,3530.7288917076025,False,-0.17655479397728804,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,3,4.4060000000000015,-10592.0,187,0,0.0,7451.954179143675,False,-1.1834608660101045,8,0.9190000000000003,56919,0,3,0.3,174.00000000000006,False,0.06374323567829819,8,2.0890000000000004,47029,366,0,0.0,2869.505017833543,False,-0.09565679214560985,0.2875,211745,0.0,0.0,16,0,0,2,11,90.44067796610169,22,24,8,110.0,11.0,8,1,8,875,2.2151914965361357,35.4425821043551
24,8,0,0,1,10.000000000000002,20,10.0,25.32401657556222,13,22.846153846153847,40.06285539797534,1,56.0,7.840177644353943,0,,58.00000000000001,4,58.0,2,0.5170000000000001,12522,256,0,0.0,2560.0000000000005,False,-0.10966326925557993,0,0.6320000000000001,19506,2,18,1.0,475.8322983601199,False,0.273636701663015,0,0.36200000000000004,28160,0,60,0.8,2403.7713238785204,False,0.11181361134231743,0,0.9560000000000002,19720,147,0,0.0,3722.630436607646,False,-0.18280452806604483,0,0.2,38295,0,0,0.0,0.0,False,0.023246492985971944,0,4.403000000000001,-29205.666666666668,188,0,0.0,7531.816814819364,True,-1.6797530596995853,0,0.9110000000000003,56919,0,3,0.0,174.00000000000003,False,0.06374323567829819,4,2.121000000000001,46973,366,0,0.0,2869.505017833543,False,-0.09670176322230326,0.225,222095,0.0,0.1,12,0,0,3,9,383.322888589398,24,27,7,98.0,0.0,8,0,7,479,0.7918332237750292,36.234415328130126
