index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,16,0,0,0,10.000000000000002,20,10.0,29.480647689272335,36,30.805555555555557,21.448322472943392,0,,18.89196588011452,26,10.461538461538462,49.0,12,49.0,0,0.2,19736,14,25,1.0,877.0161922318084,False,0.10068787692268556,0,0.2,19822,0,19,0.9,560.1323060961744,False,0.09673556402684744,0,0.41600000000000004,24433,92,0,0.0,2712.219587413055,False,-0.05831045812800234,0,0.4610000000000001,24096,70,0,0.0,2063.6453382490636,False,-0.08245736255296382,0,0.254,38118,0,2,0.0,37.78393176022904,False,0.02375421362289587,23,1.2220000000000004,32050,20,0,0.0,428.9664494588678,False,-0.13388587928891246,0,0.2,46013,56,13,1.0,1694.950089286413,False,0.04983589579360176,0,0.2,44601,0,5,0.0,245.0,False,0.0019603011022493056,0.3625,248869,0.0,0.0,18,0,0,15,4,4.0,20,35,17,222.0,17.0,15,1,17,2065,1.5390443969517946,20.567210040055215
11,17,0,0,0,10.000000000000002,20,10.0,29.308910262109027,31,28.548387096774192,18.24039920041096,16,6.875000000000001,17.737027151448263,19,11.0,49.0,11,49.0,0,0.2,20042,16,21,1.0,775.4871155042896,False,0.11461310261073417,0,0.2,20201,0,10,0.8,293.08910262109026,False,0.11012846043485974,4,0.45600000000000007,23604,119,0,0.0,3487.760321190974,False,-0.07442196156446773,12,0.5810000000000001,23510,74,0,0.0,2168.859359396068,False,-0.10193421165201072,7,0.32400000000000007,37886,4,10,1.0,250.33186831612647,False,0.0203791993492446,10,1.2990000000000002,31566,22,0,0.0,401.2887824090411,False,-0.14724996265423276,0,0.2,46343,65,12,1.0,1740.9067648441371,False,0.05774382521780784,0,0.2,44601,0,5,0.0,245.0,False,0.0019603011022493056,0.475,247753,0.0,0.0,18,0,0,17,9,8.777777777777779,19,36,19,220.0,15.0,16,1,19,1624,1.6097086947411299,22.176918734796345
12,19,0,0,0,10.000000000000002,20,10.0,29.402203443460124,32,29.84375,18.11130299967608,4,16.0,15.23872027983846,29,5.172413793103448,49.0,10,49.0,11,0.31000000000000005,20634,17,10,1.0,464.0220344346012,False,0.13841513542568065,0,0.2,20111,0,19,0.9,558.6418654257424,False,0.11246226922979276,4,0.49200000000000005,23011,138,0,0.0,4057.504075197497,False,-0.08567326233846681,0,0.5690000000000002,23068,87,0,0.0,2557.991699581031,False,-0.11096925984844383,0,0.31700000000000006,37878,0,17,0.8,259.0582447572538,False,0.020281572059986746,28,1.5690000000000002,29897,22,0,0.0,398.44866599287377,False,-0.19209104657477621,0,0.2,46739,83,12,1.0,1852.8137832265922,False,0.06786913907189929,0,0.2,44545,0,6,0.1,294.0,False,0.0012545927054395554,0.475,245883,0.0,0.0,16,0,0,16,6,5.846153846153847,19,35,20,199.0,32.0,16,3,20,1259,2.9059224110096693,25.082841145806015
13,20,0,0,0,10.000000000000002,20,10.0,30.02273540006799,24,34.291666666666664,19.604694780298235,21,24.047619047619047,15.728865456593013,16,19.75,49.0,9,49.0,6,0.35900000000000004,20933,16,10,1.0,460.22735400067995,False,0.1546245663702515,0,0.2,20297,1,21,1.0,640.4774434014278,False,0.12484252941790129,13,0.6180000000000001,22834,138,0,0.0,4143.137485209382,False,-0.09057296638411269,8,0.6490000000000001,22107,111,0,0.0,3332.523629407547,False,-0.1319191625391159,0,0.31700000000000006,38087,0,12,0.1,188.74638547911616,False,0.02494827640769775,10,1.6410000000000005,29011,42,0,0.0,823.3971807725259,False,-0.21017130381224464,0,0.2,46864,89,13,1.0,2036.8690256367781,False,0.07273130461552094,0,0.2,44545,0,6,0.0,294.0,False,0.0012545927054395554,0.3875,244678,0.0,0.0,15,0,0,15,7,6.461538461538462,21,36,20,193.0,31.0,17,3,20,1270,1.7880823453888297,26.870923491194844
14,20,0,0,0,10.000000000000002,20,10.0,30.498821842843654,24,33.875,19.278500522689054,9,16.555555555555557,14.384672220349767,29,8.241379310344827,49.00000000000001,10,49.0,1,0.36300000000000004,21129,16,10,1.0,464.98821842843654,False,0.16544787545497397,0,0.2,20691,1,18,1.0,558.9787931711858,False,0.14411530343093412,4,0.645,22435,149,0,0.0,4544.324454583704,False,-0.09781778181217213,5,0.6910000000000001,21518,124,0,0.0,3781.853908512613,False,-0.1452228527621301,0,0.31700000000000006,38023,0,16,0.4,230.15475552559627,False,0.02378603505215286,29,1.9210000000000005,27514,47,0,0.0,906.0895245663855,False,-0.24924716089651044,0,0.2,47115,108,13,1.0,2190.544599797775,False,0.08007599919121092,0,0.2,44545,0,6,0.0,294.00000000000006,False,0.0012545927054395554,0.425,242970,0.0,0.0,14,0,0,11,6,5.090909090909091,21,32,19,176.0,94.0,13,7,19,1184,1.598320703022182,28.469244194217026
15,19,0,0,0,10.000000000000002,20,10.0,30.498821842843654,0,,18.351986619054347,26,15.653846153846153,11.74081257262556,41,2.3658536585365852,49.00000000000001,9,49.0,0,0.36200000000000004,21049,14,20,1.0,749.9764368568731,False,0.1688574509481388,0,0.2,20571,3,28,1.0,883.9670115996223,False,0.14643371192098914,18,0.8210000000000002,22089,149,0,0.0,4544.324454583704,False,-0.1104519744653526,8,0.7660000000000002,21294,124,0,0.0,3781.853908512613,False,-0.15340221447979605,0,0.31700000000000006,37730,11,26,1.0,507.1329796978623,False,0.019638314448860033,41,2.3020000000000005,24454,52,0,0.0,954.3033041908261,False,-0.3307432714459515,0,0.2,47459,139,14,1.0,2317.972947594953,False,0.0892101996997374,0,0.2,44545,0,6,0.0,294.00000000000006,False,0.0012545927054395554,0.5,239191,0.0,0.0,14,0,0,9,11,11.0,26,35,7,242.0,22.0,17,2,7,641,1.259623627178371,29.728867821395397
16,7,0,0,0,10.000000000000002,20,10.0,30.58368788485846,2,38.0,17.370814143071744,13,10.461538461538462,11.911290178155445,18,13.5,49.0,11,49.0,0,0.3620000000000001,21035,13,28,1.0,986.3432607760369,False,0.1745415260182234,0,0.2,20461,4,38,1.0,1202.1801396246215,False,0.14911288503531625,4,0.8430000000000002,22009,149,0,0.0,4556.96949484391,False,-0.11314230820777196,9,0.8480000000000003,20930,126,0,0.0,3853.544673492166,False,-0.1653847828545212,0,0.31700000000000006,37877,12,32,1.0,589.6110554178351,False,0.024691440129628348,14,2.4010000000000007,23714,54,0,0.0,938.0239637258742,False,-0.35082647960209024,0,0.2,47755,147,13,1.0,2387.95965618885,False,0.0966255898399145,0,0.2,44545,0,6,0.0,294.0,False,0.0012545927054395554,0.5,238326,0.0,0.0,17,0,0,5,7,7.0,22,27,7,110.0,0.0,7,0,7,1038,0.762772218324244,30.49164003971964
17,7,0,0,0,10.000000000000002,20,10.0,30.85747075891935,39,31.974358974358974,18.629151889306524,55,20.78181818181818,10.909053600596891,27,4.703703703703703,49.00000000000001,10,49.0,0,0.36200000000000004,21367,11,24,1.0,850.5792982140645,False,0.18895136936587,0,0.2,21176,6,23,1.0,769.7218274551451,False,0.17632499938499485,34,1.1790000000000003,21093,170,0,0.0,5245.77002901629,False,-0.13401427683823322,21,1.0490000000000002,19657,144,0,0.0,4443.475789284386,False,-0.20109771800766113,0,0.31700000000000006,37875,4,42,1.0,532.6968587822955,False,0.02387384380412182,27,2.6570000000000005,21012,107,0,0.0,1993.319252155798,False,-0.40919522103302103,0,0.2,48118,164,13,1.0,2426.0847904978905,False,0.10518510608587113,0,0.2,44545,0,6,0.0,294.00000000000006,False,0.0012545927054395554,0.5,234843,0.0,0.0,21,0,0,8,8,8.0,21,29,8,96.0,0.0,7,0,8,1937,0.8922705724835396,31.38391061220318
18,8,0,0,0,10.000000000000002,20,10.0,30.86475736983111,17,30.941176470588236,18.312851887810204,11,14.454545454545455,10.842699625387663,28,10.428571428571429,49.000000000000014,7,49.0,0,0.3620000000000001,21247,13,34,1.0,1179.4017505742577,False,0.19137437259463855,0,0.2,21622,4,16,1.0,533.8361179172978,False,0.19422325598552295,6,1.205,21021,170,0,0.0,5247.008752871288,False,-0.13662074138480812,5,1.0780000000000003,18966,161,0,0.0,4969.225936542809,False,-0.21673070297701727,0,0.31700000000000006,37860,0,51,0.9,552.9776808947709,False,0.02374339204465216,28,2.9100000000000006,19410,113,0,0.0,2069.352263322553,False,-0.4511791009432708,0,0.2,48169,182,16,1.0,2757.3713318205546,False,0.1100386608546975,0,0.2,44545,0,6,0.0,294.0000000000001,False,0.0012545927054395554,0.4875,232840,0.0,0.0,14,0,0,10,6,6.0,19,29,10,123.0,0.0,8,0,10,1069,0.8685437152162194,32.2524543274194
19,10,0,0,0,10.000000000000002,20,10.0,30.65096583749643,27,29.25925925925926,17.349043776502455,17,9.941176470588236,12.01993943948042,9,35.888888888888886,49.00000000000002,8,49.0,0,0.36200000000000004,21637,15,27,1.0,977.5760776124035,False,0.20714649128736976,0,0.2,21822,2,16,1.0,510.41545339994286,False,0.20449602960881516,4,1.2390000000000003,20151,197,0,0.0,6038.240269986796,False,-0.15394288559872205,13,1.2030000000000003,18585,161,0,0.0,4934.805499836925,False,-0.23127135215371128,0,0.31700000000000006,38023,6,52,1.0,729.1311135119965,False,0.03048334469977438,0,2.8820000000000006,19401,114,0,0.0,1977.7909905212798,False,-0.45264964309941375,0,0.2,48293,180,18,1.0,3045.589099106476,False,0.11604522245616185,0,0.2,44490,0,7,0.1,343.00000000000017,False,0.000571287749798369,0.5125,232402,0.0,0.0,20,0,0,11,3,3.0,18,29,12,134.0,0.0,10,0,12,1705,1.1079512014985085,33.36040552891791
20,12,0,0,0,10.000000000000002,20,10.0,31.153508461950114,41,33.390243902439025,17.28154163889693,7,16.0,14.4448327307602,16,40.5625,49.000000000000014,9,49.0,0,0.3620000000000001,22002,18,22,1.0,865.3771861629025,False,0.22399959589074417,10,0.30000000000000004,22396,0,9,0.9,280.381576157551,False,0.2295373881869593,7,1.3050000000000002,19692,208,0,0.0,6479.9297600856235,False,-0.1626391265594533,0,1.1900000000000002,17535,191,0,0.0,5950.320116232472,False,-0.2510713482028688,0,0.31700000000000006,38560,3,46,1.0,716.30693053166,False,0.044726550662134386,0,2.8820000000000006,19401,114,0,0.0,1970.09574683425,False,-0.45275292941541057,0,0.2,48085,186,19,1.0,3617.7388879213977,False,0.11779436875976115,0,0.2,44490,0,7,0.0,343.0000000000001,False,0.000571287749798369,0.4875,232161,0.0,0.0,18,0,0,15,2,1.6666666666666665,16,31,15,145.0,0.0,12,0,15,2104,1.3911444237455726,34.75154995266348
21,15,0,0,0,10.000000000000002,20,10.0,30.917970855189097,32,29.4375,16.92589990950288,3,2.0,13.869238755024911,11,5.0,49.00000000000001,9,49.0,0,0.36200000000000004,22385,18,17,1.0,705.6055045382146,False,0.24053700432479175,8,0.37000000000000005,22571,0,10,1.0,309.17970855189094,False,0.23987068875966752,0,1.298,18972,234,0,0.0,7234.805180114248,False,-0.17514779120510024,3,1.2200000000000002,17211,197,0,0.0,6090.840258472252,False,-0.26033666365164226,0,0.31700000000000006,38554,0,52,0.6,721.2004152612953,False,0.04463116631672519,11,2.9920000000000004,18972,114,0,0.0,1929.5525896833285,False,-0.4648132638558557,0,0.2,48471,187,20,1.0,3573.5476471896586,False,0.12594707911987693,0,0.2,44490,0,7,0.0,343.00000000000006,False,0.000571287749798369,0.45,231626,0.0,0.0,13,0,0,10,3,2.4705882352941178,24,34,16,196.0,0.0,15,0,16,1124,1.2090745670720935,35.960624519735575
22,16,0,0,0,10.000000000000002,20,10.0,31.31041606626336,15,36.8,16.667283199267338,6,11.666666666666666,17.602586421871433,49,29.979591836734695,49.000000000000014,9,49.0,0,0.3620000000000001,22857,16,12,1.0,535.7249927951603,False,0.26165434537604787,0,0.36200000000000004,22451,2,20,1.0,646.2083213252672,False,0.24251754927506328,4,1.338,18834,236,0,0.0,7389.258191638153,False,-0.17736693581322294,2,1.237,16651,210,0,0.0,6575.187373915306,False,-0.271942098628582,0,0.31700000000000006,38948,0,47,0.6,827.3215618279573,False,0.056632148097121825,38,3.3610000000000007,18000,114,0,0.0,1900.0702847164766,False,-0.4913015370353742,0,0.2,47443,226,21,1.0,5007.184531342944,False,0.11897554139419904,0,0.2,44490,0,7,0.0,343.0000000000001,False,0.000571287749798369,0.45,229674,0.0,0.0,20,0,0,14,4,4.0,20,34,15,184.0,15.0,15,1,15,1657,1.493002949282527,37.4536274690181
23,15,0,0,0,10.000000000000002,20,10.0,31.445353857070607,33,32.27272727272727,16.667283199267338,0,,17.514580047431473,17,16.529411764705884,49.00000000000001,13,49.0,10,0.4620000000000001,23263,17,10,1.0,484.4535385707061,False,0.28240639256289773,0,0.36200000000000004,22680,1,19,1.0,607.4617232843416,False,0.25395443622904534,0,1.3340000000000003,18225,257,0,0.0,8081.455941267146,False,-0.18696677241533732,0,1.2350000000000003,16195,222,0,0.0,6980.868556269675,False,-0.28118621638301183,0,0.31700000000000006,38948,0,47,0.0,823.1852622292793,False,0.056576630277961976,17,3.4930000000000008,17351,114,0,0.0,1900.0702847164766,False,-0.5087234204241855,0,0.2,47799,233,18,1.0,4962.897151051533,False,0.12645507159077343,0,0.2,44490,0,7,0.0,343.00000000000006,False,0.000571287749798369,0.375,228951,0.0,0.0,19,0,0,11,5,4.833333333333334,11,22,21,165.0,25.0,13,2,21,1446,1.1557133812457323,38.609340850263834
24,21,0,0,0,10.000000000000002,12,10.0,31.49332339215858,24,31.916666666666668,16.113661914595475,7,7.428571428571429,17.37221720734692,23,16.217391304347824,49.000000000000014,9,49.0,8,0.532,23670,7,10,1.0,384.9332339215858,False,0.30189680926186874,0,0.36200000000000004,22728,3,23,1.0,754.3464380196473,False,0.26058013088601795,0,1.3340000000000003,18057,263,0,0.0,8282.744052137707,False,-0.18942627524761363,7,1.3050000000000002,15383,240,0,0.0,7558.397614118059,False,-0.3002921636215939,0,0.31700000000000006,38928,0,52,0.5,903.3552947820399,False,0.05711579639726783,23,3.7060000000000013,16460,116,0,0.0,1869.1847820930752,False,-0.5330561475612977,0,0.2,47867,246,19,1.0,5204.565433007343,False,0.13068560615878824,0,0.2,44490,0,7,0.0,343.0000000000001,False,0.000571287749798369,0.4375,227583,0.0,0.0,12,0,0,10,7,6.411764705882353,17,27,19,227.0,41.0,17,4,19,729,1.3134839264675975,39.92282477673143
