index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,36,0,0,0,10.000000000000002,20,10.0,28.07123968287152,32,30.3125,26.081344821178714,16,45.0,29.120132343497637,95,35.873684210526314,49.99999999999999,20,50.0,10,0.399,37851,0,8,0.8,224.56991746297217,False,0.052284972662125034,0,0.3350000000000001,37523,10,18,1.0,605.2823142916874,False,0.048469694185931333,0,0.2,56132,0,0,0.0,0.0,False,0.0,6,0.647,50591.0,145,10,1.0,4331.143202228158,False,-0.060133763252439326,0,0.254,73548,0,7,0.0,203.84092640448347,False,0.004486033512939604,93,3.1550000000000007,52640.0,99,0,0.0,2582.0531372966925,False,-0.26445320483015305,6,0.5570000000000002,88926,69,10,1.0,2509.289131701337,False,-0.02199736939072465,12,0.8870000000000002,85892,227,0,0.0,6610.270041973964,False,-0.03266345995524314,0.475,483103,0.0,0.0,13,0,0,8,15,13.375,22,30,37,219.0,128.0,13,23,37,674,2.6398491029976867,66.77076041110558
11,37,0,0,0,10.000000000000002,20,10.0,28.07123968287152,0,,25.42133094321582,21,22.19047619047619,31.43882990138178,90,37.455555555555556,49.99999999999999,20,50.0,0,0.389,37741,1,18,1.0,515.2823142916874,False,0.05326499312985683,0,0.3350000000000001,37433,9,28,1.0,875.9947111204026,False,0.04972689956371662,0,0.2,56132,0,0,0.0,0.0,False,0.0,11,0.7510000000000001,50672.0,135,10,1.0,4043.830666619813,False,-0.06124999406203397,0,0.254,73602,0,10,0.5,314.3882990138178,False,0.005976379884438348,88,3.9420000000000006,48311.0,115,0,0.0,2923.4530584698196,False,-0.3211668344780498,2,0.5710000000000002,86158,147,10,1.0,5121.5079955031215,False,-0.037851467885439,8,0.9550000000000001,85642,229,0,0.0,7199.492047416427,False,-0.0321796568262511,0.5625,475691,0.0,0.0,18,0,0,13,10,10.0,21,34,34,276.0,105.0,17,20,34,1114,3.006042168010026,69.77680257911561
12,34,0,0,0,10.000000000000002,20,10.0,28.105551568035246,3,30.0,30.6157109872403,67,39.25373134328358,33.291848274007805,70,41.0,49.99999999999999,20,50.0,0,0.389,37671,1,27,1.0,768.8498923369516,False,0.05483895407513025,0,0.3350000000000001,37393,9,36,1.0,1101.7998564492689,False,0.05174764886838254,0,0.2,56132,0,0,0.0,0.0,False,0.0,57,1.3100000000000003,49752.0,128,10,1.0,3903.6677105809144,False,-0.07888844410869984,0,0.254,71917,36,20,1.0,1768.0025610208068,False,-0.007092084389050815,70,4.554000000000001,46806.0,136,0,0.0,4163.73669426468,False,-0.3332351120806817,2,0.5890000000000002,83767,207,10,1.0,7391.4125927196155,False,-0.05147321523539118,8,1.0270000000000001,85530,229,0,0.0,7623.833254747788,False,-0.03109331380479242,0.625,468968,0.0,0.0,18,0,0,20,8,6.857142857142857,17,37,34,299.0,62.0,18,16,34,690,3.1129817950422876,72.8897843741579
13,34,0,0,0,10.000000000000002,20,10.0,28.432337072518447,31,30.032258064516128,28.66465517785259,20,13.0,33.379917500683646,101,33.663366336633665,50.0,20,50.0,0,0.389,37966,5,22,1.0,675.5114155954059,False,0.06172230805770168,0,0.3350000000000001,37829,5,30,1.0,902.9701121755534,False,0.0610772807075914,0,0.2,56132,0,0,0.0,0.0,False,0.0,10,1.3530000000000002,48731.0,149,10,1.0,4523.0647755837745,False,-0.09156038644994147,0,0.254,71917,26,30,1.0,1746.6785596446766,False,-0.007237499763746596,101,5.494000000000001,38889.0,156,0,0.0,4471.686207745004,False,-0.43911235384306674,0,0.5870000000000002,81191,281,11,1.0,9929.756817692105,False,-0.06564567006641377,11,1.1290000000000002,84944,246,0,0.0,8211.459705168178,False,-0.03426205844782951,0.625,457599,0.0,0.0,18,0,0,8,10,9.5,25,33,32,255.0,84.0,15,19,32,1581,2.980003592034336,75.86978796619223
14,32,0,0,0,10.000000000000002,20,10.0,28.67503638656044,49,29.489795918367346,28.66465517785259,0,,32.951679114808734,37,28.513513513513512,50.0,20,50.0,2,0.40900000000000003,38524,4,10,1.0,326.7503638656044,False,0.0723556610009924,0,0.3350000000000001,38468,6,15,1.0,490.12554579840656,False,0.0730676822601437,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,1.3430000000000002,47286.0,188,20,1.0,5964.199944230414,False,-0.10446625860266508,0,0.254,72040,16,38,1.0,1710.7982892083735,False,-0.005804624260386643,35,5.743000000000002,37194.0,156,0,0.0,4471.686207745004,False,-0.4622298781539736,0,0.5870000000000002,81181,281,13,1.0,9909.421831261254,False,-0.06586438508572239,12,1.2380000000000002,84044,273,0,0.0,8995.808398342784,False,-0.03976939128315686,0.625,454869,0.0,0.0,18,0,0,15,11,10.166666666666668,19,34,35,258.0,63.0,16,16,35,1820,3.803296906000469,79.6730848721927
15,35,0,0,0,10.000000000000002,20,10.0,28.69413813259541,12,29.0,30.822220939252425,43,38.97674418604651,35.19529863481467,46,53.65217391304348,50.00000000000001,20,50.0,0,0.40700000000000003,38424,4,20,1.0,613.8827626519081,False,0.07356325030700869,0,0.3350000000000001,38716,6,13,1.0,433.0237957237403,False,0.07915048085655321,0,0.2,56132,0,0,0.0,0.0,False,0.0,23,1.5730000000000004,47679.0,190,10,1.0,5760.108454585652,False,-0.09928286490250074,0,0.254,74194,11,13,1.0,796.5833125843674,False,0.01733871136907829,11,5.818000000000002,35237.0,194,0,0.0,5979.51086221497,False,-0.478638378757689,0,0.587,81681,271,13,1.0,10187.925930034775,False,-0.05893174240022787,10,1.326,81399,319,0,0.0,11227.300264505879,False,-0.05635404209726885,0.625,453462,0.0,0.0,19,0,0,13,9,8.473684210526315,25,38,36,291.0,98.0,17,18,36,3282,2.8499166470137425,82.52300151920645
16,36,0,0,0,10.000000000000002,20,10.0,29.160670663083664,64,30.5,29.204160250548075,21,14.952380952380953,34.51638125697949,20,21.55,50.00000000000001,20,50.0,10,0.5070000000000001,39004,5,10,1.0,341.60670663083664,False,0.08586643438521539,21,0.5450000000000002,39064,5,10,1.0,341.60670663083664,False,0.08752954384553638,0,0.2,56132,0,0,0.0,0.0,False,0.0,11,1.6600000000000001,45656.0,244,10,1.0,7407.245244297895,False,-0.12065091886715335,0,0.254,74256,1,22,1.0,788.5645479040969,False,0.018129625536368148,19,5.997000000000002,34185.0,215,0,0.0,6278.894453867836,False,-0.490944651233154,0,0.5870000000000002,82231,261,12,1.0,9608.775508071647,False,-0.0561074542177464,9,1.4060000000000004,80812,339,0,0.0,11701.053246116047,False,-0.06015110647487754,0.625,451340,0.0,0.0,17,0,0,13,10,8.944444444444445,19,32,39,252.0,155.0,14,22,39,1437,2.7913868320174515,85.3143883512239
17,39,0,0,0,10.000000000000002,20,10.0,29.24749291127064,43,29.697674418604652,28.155014293911083,16,16.0,33.7834579733016,27,23.962962962962962,50.000000000000014,20,50.0,33,0.8270000000000002,39103,1,10,1.0,302.4749291127064,False,0.08806822808316529,0,0.5240000000000001,38924,9,20,1.0,674.9498582254128,False,0.08826883967937213,0,0.2,56132,0,0,0.0,0.0,False,0.0,6,1.7090000000000003,44425.0,277,10,1.0,8383.105679361079,False,-0.13388881850494302,0,0.254,74380,0,21,0.1,709.4526174393336,False,0.019281328796929426,25,6.228000000000002,32813.0,231,0,0.0,6503.80830189346,False,-0.5081231277403919,0,0.587,82429,267,11,1.0,9570.183278871527,False,-0.05416942338127772,9,1.487,80358,350,0,0.0,11824.210290655561,False,-0.0644068892914165,0.5125,448564,0.0,0.0,16,0,0,15,12,10.660714285714285,23,38,40,294.0,123.0,18,21,40,874,2.9650355300400406,88.27942388126394
18,40,0,0,0,10.000000000000002,20,10.0,29.24749291127064,0,,27.328272188815525,33,22.78787878787879,33.67637175864669,14,31.0,50.000000000000014,20,50.0,0,0.794,38983,3,20,1.0,614.9498582254128,False,0.08907267591852727,0,0.5240000000000001,38844,7,30,1.0,947.4247873381192,False,0.0898276573348411,0,0.2,56132,0,0,0.0,0.0,False,0.0,23,1.933,44127.0,267,10,1.0,8082.3633291974165,False,-0.14187661824629968,0,0.254,74032,13,27,1.0,1264.5295759380624,False,0.018320328254784222,10,6.303000000000002,32353.0,241,0,0.0,6586.113597504542,False,-0.5138356432842941,2,0.6070000000000001,82839,259,10,1.0,9222.180285489492,False,-0.05161003651764211,7,1.5480000000000003,79939,362,0,0.0,12190.846576630101,False,-0.06696284214865085,0.625,447249,0.0,0.0,17,0,0,11,9,8.11111111111111,20,31,36,237.0,136.0,14,26,36,944,2.8668026460218243,91.14622652728576
19,36,0,0,0,10.000000000000002,20,10.0,29.233817280104436,14,29.0,25.256470517332968,33,13.151515151515152,32.330210776671976,39,21.025641025641026,50.00000000000002,20,50.0,0,0.794,38883,3,30,1.0,907.014518403133,False,0.09034862264605051,0,0.5240000000000001,39150,7,26,1.0,830.0792492827153,False,0.09668319496192472,0,0.2,56132,0,0,0.0,0.0,False,0.0,23,2.1400000000000006,43203.0,271,10,1.0,8174.929188081632,False,-0.15751327951897642,0,0.254,74024,8,36,1.0,1365.9393520988547,False,0.018902765593069193,38,6.673000000000002,29785.0,269,0,0.0,6793.990569162568,False,-0.547442134114629,5,0.655,83032,259,10,1.0,8873.524591158042,False,-0.05140753835765474,5,1.5910000000000002,79294,391,0,0.0,12641.112413678742,False,-0.07151627057185983,0.625,443503,0.0,0.0,15,0,0,15,13,11.59090909090909,19,34,41,243.0,116.0,16,20,41,1068,2.666535855969414,93.81276238325518
20,41,0,0,0,10.000000000000002,20,10.0,29.233817280104436,0,,24.962348317321972,6,15.0,31.937980808540303,10,19.0,50.00000000000003,20,50.0,0,0.7940000000000003,38793,2,40,1.0,1189.3526912041775,False,0.09176695250719531,0,0.5240000000000001,39040,8,36,1.0,1132.4174220837597,False,0.09782433991301605,0,0.2,56132,0,0,0.0,0.0,False,0.0,0,2.1170000000000004,43293.0,261,14,1.0,7979.499186549765,False,-0.15765072341489905,0,0.254,74024,0,44,0.8,1405.2711555757733,False,0.019170982089549957,10,6.735000000000003,29395.0,275,0,0.0,6864.645787263542,False,-0.5522793893477753,0,0.6500000000000001,83332,249,14,1.0,8652.557221326535,False,-0.04935224749576213,14,1.7260000000000002,78770,401,0,0.0,12807.130304224662,False,-0.07629878697185376,0.6,442779,0.0,0.0,13,0,0,22,8,8.0,19,41,37,348.0,91.0,21,20,37,590,3.011317411030177,96.82407979428535
21,37,0,0,0,10.000000000000002,20,10.0,29.20988575472353,26,29.0,24.863042135898876,46,24.456521739130434,31.09825095106729,29,22.24137931034483,50.00000000000002,20,50.0,0,0.794,39427,4,24,1.0,741.0372581133647,False,0.10312716215474362,0,0.5240000000000001,38960,6,46,1.0,1403.6547447172825,False,0.09936600527645423,0,0.2,56132,0,0,0.0,0.0,False,0.0,32,2.4370000000000003,42096.0,277,10,1.0,8339.768775417406,False,-0.1757663295854645,0,0.254,73187,21,53,1.0,2170.3311852604425,False,0.012972621658600117,28,7.005000000000002,27854.0,290,0,0.0,7210.282219410674,False,-0.5709395519741229,0,0.6500000000000001,83506,247,17,1.0,8531.26798491362,False,-0.048122916499942346,13,1.8420000000000005,78009,422,0,0.0,13123.461901350396,False,-0.08283648070497249,0.625,439171,0.0,0.0,16,0,0,14,12,11.548387096774194,21,35,34,273.0,119.0,16,21,34,1366,2.371113773959223,99.19519356824458
22,34,0,0,0,10.000000000000002,20,10.0,29.38934475590875,59,30.084745762711865,24.22231995393641,14,14.571428571428571,30.06716276421936,41,22.48780487804878,50.00000000000002,20,50.0,3,0.8240000000000001,40028,5,10,1.0,343.89344755908746,False,0.11428186167861926,0,0.5240000000000001,39862,5,24,1.0,755.3442741418099,False,0.11538299018961957,0,0.2,56132,0,0,0.0,0.0,False,0.0,4,2.4450000000000007,40385.0,326,10,1.0,9823.149589965617,False,-0.19303472537976898,0,0.254,73309,11,61,1.0,2100.5424481106816,False,0.014160625524138206,39,7.367000000000002,25321.0,304,0,0.0,7363.585265996669,False,-0.6044408473288917,0,0.6500000000000001,83906,237,19,1.0,8075.917575119989,False,-0.04625406644080299,12,1.9490000000000003,76841,463,0,0.0,13921.096359833564,False,-0.09117821275670732,0.625,435784,0.0,0.0,17,0,0,19,13,11.966666666666667,21,40,41,327.0,104.0,19,15,41,2327,3.0036256189923733,102.19881918723695
23,41,0,0,0,10.000000000000002,20,10.0,29.38934475590875,0,,22.58781846410116,49,15.83673469387755,31.10083446826619,94,34.48936170212766,50.00000000000002,20,50.0,0,0.8210000000000002,39928,5,20,1.0,637.7868951181749,False,0.11558315401943307,0,0.5240000000000001,39762,5,34,1.0,1049.2377217008975,False,0.11668428253043339,0,0.2,56132,0,0,0.0,0.0,False,0.0,39,2.831000000000001,39250.0,316,10,1.0,9512.911127508176,False,-0.21601839300658998,0,0.254,73507,1,62,1.0,1950.839555496605,False,0.015840206458563114,85,8.178,20306.0,353,0,0.0,7973.49991782771,False,-0.668679505749869,0,0.6500000000000001,81333,310,20,1.0,10641.258685162518,False,-0.06024759684432906,11,2.047,76410,474,0,0.0,14741.795537958174,False,-0.09140216498412203,0.625,426628,0.0,0.0,15,0,0,13,10,9.9,23,36,38,309.0,129.0,18,23,38,968,2.526260487968102,104.72507967520505
24,38,0,0,0,10.000000000000002,20,10.0,29.70057111194148,62,31.0,22.069573812389958,18,15.555555555555555,31.790218711840446,93,34.47311827956989,50.000000000000014,20,50.0,27,1.0910000000000002,40467,4,10,1.0,337.0057111194148,False,0.1263548203996926,0,0.5240000000000001,40117,6,29,1.0,921.3165622463029,False,0.12475145608346451,0,0.2,56132,0,0,0.0,0.0,False,0.0,8,2.872000000000001,37328.0,368,10,1.0,11150.505907318364,False,-0.23567211298975302,0,0.254,73507,0,63,0.1,2002.783778845948,False,0.016194431191922803,93,9.023,14090.0,371,0,0.0,8187.811884396674,False,-0.7519959364684287,0,0.6500000000000001,78757,384,21,1.0,13257.44398534673,False,-0.07399796123292339,11,2.146000000000001,76023,483,0,0.0,15354.675637818935,False,-0.09227583187205733,0.5125,416421,0.0,0.0,15,0,0,19,11,10.6,22,41,48,355.0,151.0,22,16,48,1762,3.7462707489612512,108.4713504241663
