index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,32,0,0,0,10.000000000000002,20,10.0,23.868849176625474,18,26.0,16.967355945889768,11,15.090909090909092,22.57748616225209,33,22.666666666666668,52.00000000000001,13,52.0,7,0.43200000000000005,26790,12,10,1.0,358.68849176625474,False,0.0545198141107772,0,0.36200000000000004,26430,0,25,0.9,596.7212294156368,False,0.04509718923588728,1,0.9390000000000001,33156,61,10,1.0,1625.6733592330515,False,-0.09293074101801041,0,0.21800000000000003,35589,19,60,1.0,1471.54949110927,False,-0.030020167546406202,0,0.2,56931,38,47,1.0,1705.9013755696592,False,-0.002142179184485174,30,2.2010000000000005,48328.0,44,0,0.0,746.5636616191498,False,-0.15898870914537588,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,13,0.8880000000000001,71300,232,0,0.0,5237.976789642485,False,-0.047889686685198586,0.6125,376001,0.0,0.0,10,0,0,15,12,10.283333333333333,20,35,28,279.0,42.0,18,14,28,469,9.474512646032963,194.49435668898514
11,28,0,0,0,10.000000000000002,20,10.0,24.00746127089892,11,26.0,19.065811400138756,16,35.125,23.04149661285383,10,30.8,52.00000000000001,7,52.0,0,0.42500000000000004,26650,16,20,1.0,640.1492254179784,False,0.05454837195343061,0,0.36200000000000004,26656,0,20,0.6,480.14922541797836,False,0.05165492131804449,0,0.9380000000000002,33192,51,19,1.0,1586.6309414184811,False,-0.09249070814416299,0,0.21800000000000003,35829,20,55,1.0,1528.76885242561,False,-0.02284748788451483,0,0.2,57099,28,54,1.0,1778.083536297992,False,0.001382222976946062,7,2.241,47598.0,60,0,0.0,1143.9486840083255,False,-0.1681637365820929,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,7,0.9450000000000001,70907,242,0,0.0,5576.042180310627,False,-0.05077448780664751,0.575,375408,0.0,0.0,13,0,0,12,3,3.0,19,31,31,219.0,45.0,13,15,31,1216,8.232090424979106,202.72644711396424
12,31,0,0,0,10.000000000000002,20,10.0,24.00746127089892,0,,26.635394216282275,91,37.0,22.531766794209716,25,19.28,52.000000000000014,10,52.0,0,0.42500000000000004,26540,17,30,1.0,890.2238381269675,False,0.055136340921348406,0,0.36200000000000004,26566,0,29,0.9,696.2163768560687,False,0.05236004646834939,0,0.9380000000000002,33673,41,16,1.0,1410.4722195673721,False,-0.08199855510738113,23,0.44800000000000006,38048,10,10,1.0,506.4285548718119,False,0.022756663126810035,0,0.2,56137,44,64,1.0,2613.990420345842,False,-0.008012792529997214,25,2.4840000000000004,44188.0,125,0,0.0,3329.4242770352844,False,-0.20818000727848238,0,0.2,77477,0,8,0.0,416.0000000000001,False,0.000618261911202133,10,1.0380000000000003,70232,267,0,0.0,6015.981734053994,False,-0.056635484794273425,0.6125,372861,0.0,0.0,12,0,0,19,9,8.884615384615385,18,37,38,286.0,36.0,19,12,38,2605,8.889128411014099,211.61557552497834
13,38,0,0,0,10.000000000000002,20,10.0,22.77809616744524,40,18.1,26.12993925469787,16,20.0,27.315275241701528,50,43.2,52.00000000000001,11,52.0,0,0.42500000000000004,26730,18,28,1.0,817.7866926884667,False,0.06114929995480874,0,0.36200000000000004,26900,0,10,0.9,227.7809616744524,False,0.05626160237877711,0,0.9380000000000002,33269,71,10,1.0,1878.544220435591,False,-0.08653710085134993,0,0.42500000000000004,38048,0,20,1.0,522.5987850939574,False,0.022972559815935756,0,0.2,57935,34,43,1.0,2062.9747700528933,False,0.0182787764216766,19,2.6490000000000005,43223.0,141,0,0.0,3684.3214349123996,False,-0.2217800525409926,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,11,1.1380000000000001,67850,317,0,0.0,8658.942251619384,False,-0.07029546317078592,0.6125,371432,0.0,0.0,16,0,0,20,7,7.0,16,36,46,315.0,69.0,20,18,46,3042,9.9764927449869,221.59206826996524
14,46,0,0,0,10.000000000000002,20,10.0,22.815971551312106,3,25.0,26.322952919934597,79,26.78481012658228,26.06710891725115,40,20.0,52.0,13,52.0,0,0.42500000000000004,26610,20,38,1.0,1067.0069189498602,False,0.061329558532744105,0,0.36200000000000004,26895,0,15,0.8,342.2395732696816,False,0.05830380397399183,31,1.2480000000000002,32874,64,10,1.0,1723.4517084833208,False,-0.09915549536057945,18,0.6050000000000001,38856,0,0,0.0,0.0,False,0.03757109669150044,0,0.2,57383,47,53,1.0,2618.735559851237,False,0.013545067692298445,40,3.0300000000000007,39611.0,197,0,0.0,5185.621725227115,False,-0.2711920483765014,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,13,1.2570000000000001,66759,357,0,0.0,9305.957883458661,False,-0.08018111284916553,0.475,366465,0.0,0.0,9,0,0,18,12,11.473684210526315,21,39,51,321.0,101.0,22,24,51,405,10.141812327958178,231.73388059792342
15,51,0,0,0,10.000000000000002,20,10.0,22.86801786819893,17,23.352941176470587,25.622692338699384,32,20.34375,26.477403345479658,3,55.333333333333336,52.0,11,52.0,0,0.42500000000000004,26605,19,43,1.0,1173.324768332554,False,0.06321260544149665,0,0.36200000000000004,27097,1,13,1.0,307.2842322865861,False,0.0655187533193858,22,1.4370000000000003,32887,54,10,1.0,1491.099888269736,False,-0.10191059990560854,0,0.5870000000000002,38459,7,10,1.0,416.3030484643864,False,0.03252827910577562,0,0.2,56997,60,60,1.0,3126.0057410507425,False,0.011259288363013258,0,2.9900000000000007,39512.0,206,0,0.0,5278.274621772073,False,-0.27210165588716523,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,11,1.3540000000000003,66379,360,0,0.0,9531.865204372676,False,-0.08362079160469443,0.625,365413,0.0,0.0,12,0,0,20,5,4.956521739130435,27,47,44,466.0,125.0,29,22,44,862,9.061309898970649,240.79519049689407
16,44,0,0,0,10.000000000000002,20,10.0,23.215374165289187,24,25.5,25.27332353536588,7,13.0,26.930225918391134,3,56.0,52.0,12,52.0,0,0.42500000000000004,26857,15,41,1.0,1101.8303407768567,False,0.07166823735634124,0,0.36200000000000004,27257,5,11,1.0,305.36911581818106,False,0.0717374216191238,0,1.4150000000000003,32366,68,13,1.0,1907.1986491994212,False,-0.11026731489226124,0,0.5870000000000002,38459,0,17,0.7,429.64650010121994,False,0.03270643408503866,0,0.2,57165,50,67,1.0,3067.9913133005,False,0.01365952297869468,0,2.9900000000000007,39421.0,213,0,0.0,5383.217913032932,False,-0.272766993221723,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,12,1.463,65951,363,0,0.0,9775.672008375981,False,-0.08756345551492209,0.5875,364953,0.0,0.0,14,0,0,12,5,5.0,22,34,48,279.0,107.0,18,26,48,1071,8.643703248002566,249.43889374489663
17,48,0,0,0,10.000000000000002,20,10.0,23.34849402020323,58,23.724137931034484,23.77333152057571,29,12.0,26.456391345540027,25,23.12,52.0,9,52.0,16,0.5850000000000001,27739,20,10,1.0,433.48494020203236,False,0.09308865963249333,0,0.36200000000000004,27215,0,20,1.0,466.9698804040646,False,0.07325454311640404,11,1.5250000000000001,31871,78,10,1.0,2058.915848781609,False,-0.12145964046060506,0,0.5870000000000002,37607,28,22,1.0,1176.771126018356,False,0.01993072079385774,0,0.2,57333,40,74,1.0,2908.7062203929904,False,0.015185347623756618,22,3.2100000000000004,38287.0,242,0,0.0,5753.146227979321,False,-0.2891556760034942,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,9,1.5410000000000001,65211,388,0,0.0,10265.07984206953,False,-0.09394309516036467,0.625,362740,0.0,0.0,14,0,0,15,8,7.758771929824562,25,40,59,366.0,123.0,22,26,59,1480,10.116678082966246,259.5555718278629
18,59,0,0,0,10.000000000000002,20,10.0,23.450720543912997,8,26.0,23.348422230112533,9,12.444444444444445,26.141405578060702,7,18.0,52.0,11,52.0,0,0.5690000000000001,27629,21,20,1.0,679.0144108782599,False,0.09358776951863661,0,0.36200000000000004,27333,0,21,0.9,492.46513142217293,False,0.07836686473943637,0,1.5140000000000002,31775,76,11,1.0,2039.0874058686254,False,-0.1242878660862956,0,0.5870000000000002,37607,18,32,1.0,1169.262481154035,False,0.019830469186814467,0,0.2,57221,39,84,1.0,3106.466535531488,False,0.014958784067240223,7,3.258000000000001,38105.0,242,0,0.0,5650.318179687233,False,-0.29318644937066346,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,11,1.6420000000000003,64858,395,0,0.0,10325.855203333977,False,-0.0980984891009829,0.6125,362005,0.0,0.0,11,0,0,20,6,6.0,23,43,59,405.0,147.0,25,34,59,520,10.228683721041307,269.7842555489042
19,59,0,0,0,10.000000000000002,20,10.0,23.778449053017297,28,25.964285714285715,22.647301771081974,13,11.0,25.62609773169299,29,22.620689655172413,52.0,9,52.0,0,0.5690000000000002,27861,19,18,1.0,618.0120829543114,False,0.10146651188571473,0,0.36200000000000004,27628,2,15,1.0,376.67673579525945,False,0.08763786384741472,2,1.5340000000000003,31133,94,10,1.0,2461.647228694446,False,-0.13578937717035905,0,0.5870000000000002,37607,8,42,1.0,1141.4142668095812,False,0.019458653993559085,0,0.2,57389,29,91,1.0,2988.7466449454396,False,0.016843498695736658,26,3.511000000000001,36885.0,255,0,0.0,5775.061951625903,False,-0.3131772643535789,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,9,1.721,64047,424,0,0.0,10865.465438237828,False,-0.10506932623467019,0.625,360027,0.0,0.0,15,0,0,21,7,6.153846153846153,24,45,46,423.0,173.0,26,33,46,1095,17.520036621019244,287.30429216992343
20,46,0,0,0,10.000000000000002,20,10.0,23.918850279026532,14,25.857142857142858,21.266530318133206,32,12.375,25.285631312489336,20,22.25,52.0,16,52.0,0,0.5690000000000001,28101,16,16,1.0,542.7016044644246,False,0.10937833048806307,0,0.36200000000000004,27550,5,23,1.0,600.1335564176103,False,0.08895666776965028,13,1.6620000000000001,30617,98,10,1.0,2556.712630525932,False,-0.14829885136417623,0,0.587,37720,0,41,0.8,871.9277430434614,False,0.018878044047150253,0,0.2,57241,39,99,1.0,3332.672182343639,False,0.017257306264623525,18,3.665000000000001,36137.0,267,0,0.0,5678.163594941566,False,-0.32693096295035606,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,16,1.8720000000000006,63166,444,0,0.0,11226.820302745266,False,-0.11408980059285348,0.6,358009,0.0,0.0,15,0,0,20,12,11.6,19,39,44,359.0,83.0,23,23,44,875,8.506170206004754,295.8104623759282
21,44,0,0,0,10.000000000000002,20,10.0,23.973174827736045,5,26.0,19.947610336259157,46,13.804347826086957,24.994923709001668,22,22.636363636363637,52.0,11,52.0,0,0.5690000000000001,28161,13,21,1.0,633.436671382457,False,0.11349827314530707,0,0.36200000000000004,27420,8,33,1.0,871.1147693152895,False,0.08917135423881307,24,1.8890000000000002,30075,93,10,1.0,2428.9813623420437,False,-0.16447727092389594,0,0.587,37931,0,29,0.0,578.4806997515155,False,0.02059441773814403,0,0.2,57287,34,106,1.0,3327.6806645869883,False,0.018008571048792867,19,3.8370000000000006,34947.0,308,0,0.0,6143.8639835678205,False,-0.3434597639050924,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,11,1.9660000000000002,62441,466,0,0.0,11647.634448394778,False,-0.12071799239798814,0.5,355739,0.0,0.0,16,0,0,21,9,8.944444444444445,18,39,51,384.0,61.0,23,21,51,806,8.902731307025533,304.7131936829537
22,51,0,0,0,10.000000000000002,20,10.0,24.006356614895235,44,24.136363636363637,19.607983765698805,19,15.421052631578947,25.16580635319929,1,56.0,52.0,9,52.0,0,0.5690000000000001,28531,14,11,1.0,404.06992276384767,False,0.1234813279132717,0,0.36200000000000004,27912,7,19,1.0,526.1207756830095,False,0.1016641402870579,7,1.9350000000000003,29019,127,10,1.0,3244.8871277486833,False,-0.1817820619008694,0,0.587,38003,0,27,0.0,529.4155616738677,False,0.021861939727013696,0,0.2,57255,29,115,1.0,3462.6992598231836,False,0.018621772983207746,0,3.818000000000001,34742.0,322,0,0.0,6313.770772555015,False,-0.3455328212634263,0,0.2,77477,0,8,0.0,416.0,False,0.000618261911202133,9,2.045000000000001,62227,467,0,0.0,11752.43156694407,False,-0.12279949272290239,0.5,355166,0.0,0.0,16,0,0,21,5,4.230769230769231,19,40,41,352.0,112.0,23,28,41,1390,9.637185884988867,314.3503795679426
23,41,0,0,0,10.000000000000002,20,10.0,24.016456991487285,2,25.0,19.042964183091154,18,11.88888888888889,25.071727181798384,19,24.263157894736842,52.00000000000001,10,52.0,0,0.5690000000000002,28431,14,21,1.0,644.345596821233,False,0.12426873112064979,0,0.36200000000000004,27862,7,27,1.0,718.4443387701567,False,0.10346909753216332,8,2.0080000000000005,28981,117,10,1.0,3000.3551098349235,False,-0.18606164236915634,0,0.5870000000000002,37953,0,29,0.2,552.2459613096435,False,0.020831610474373728,0,0.2,57316,27,122,1.0,3572.910749122864,False,0.020626776517258964,16,3.9780000000000015,34104.0,332,0,0.0,6322.264108786263,False,-0.35647696251997774,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,10,2.1360000000000006,61577,486,0,0.0,12184.859410354014,False,-0.12838685542747644,0.525,353701,0.0,0.0,11,0,0,12,9,9.0,21,33,35,233.0,88.0,16,25,35,525,7.87764836801216,322.22802793595474
24,35,0,0,0,10.000000000000002,20,10.0,23.916253849596963,15,22.733333333333334,18.954841204782984,11,17.181818181818183,25.801871003976167,4,55.75,52.00000000000001,7,52.0,0,0.5690000000000001,28332,18,28,1.0,849.655107788715,False,0.12441163456087415,0,0.36200000000000004,28102,3,25,1.0,627.9063462399241,False,0.1110832130252184,0,2.0000000000000004,28640,122,20,1.0,3296.8797937464888,False,-0.19120831272201538,0,0.5870000000000002,38142,0,18,0.0,341.1871416860937,False,0.02306052420206275,0,0.2,57503,18,128,1.0,3643.826630195043,False,0.02446835178382132,0,3.9620000000000015,33951.0,342,0,0.0,6482.55569203578,False,-0.3577350651720334,0,0.2,77477,0,8,0.0,416.00000000000006,False,0.000618261911202133,7,2.1960000000000006,61244,490,0,0.0,12642.916791948322,False,-0.12972605335118362,0.5,353391,0.0,0.0,18,0,0,14,3,3.0,18,32,32,243.0,87.0,16,19,32,953,8.230026180972345,330.4580541169271
