index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,8,0,0,0,10.000000000000002,20,10.0,20.0,0,,15.330294028865648,0,,39.864702702347785,71,41.056338028169016,62.00000000000001,7,62.0,0,0.2,68050,118,0,0.0,1180.0000000000002,False,-0.008522316914632384,0,0.2,68210,102,0,0.0,1020.0000000000002,False,-0.007366748519427994,0,0.587,93347,0,0,0.0,0.0,False,-0.015410091975360729,0,0.44300000000000006,94196,0,0,0.0,0.0,False,-0.006455151464011476,0,0.20900000000000002,145513,0,37,0.0,1474.993999986868,False,0.005973896355762237,70,1.6650000000000005,142308,14,0,0.0,214.62411640411906,False,-0.02040615717074982,0,0.4070000000000001,195542,113,13,1.0,5310.7114053652995,False,-0.008998356461933628,0,0.2,199850,0,7,0.0,434.00000000000006,False,0.0003500052500787512,0.125,1007016,0.0,0.0,11,0,0,10,2,2.0,12,22,9,114.0,0.0,8,0,9,699,2.1781894601881504,21.579053727909923
11,9,0,0,0,10.000000000000002,20,10.0,20.0,0,,15.36694392280852,4,16.0,37.82310393821274,21,23.0,62.00000000000001,10,62.0,0,0.2,67950,128,0,0.0,1280.0000000000002,False,-0.00924454716163513,0,0.2,68110,112,0,0.0,1120.0000000000002,False,-0.008088978766430738,0,0.5870000000000002,93347,0,0,0.0,0.0,False,-0.015410091975360729,4,0.48300000000000004,94116,0,0,0.0,0.0,False,-0.007298962112901865,0,0.20900000000000002,145702,0,30,0.4,1134.6931181463822,False,0.006103551740058563,10,1.6950000000000005,142028,14,0,0.0,215.1372149193193,False,-0.02233035308731714,0,0.4070000000000001,195679,124,13,1.0,5496.06488833838,False,-0.007849955528486968,0,0.2,199850,0,7,0.0,434.00000000000006,False,0.0003500052500787512,0.175,1006782,0.0,0.0,13,0,0,10,2,2.0,11,21,12,91.0,36.0,7,2,12,1073,1.9284546682611108,23.507508396171033
12,12,0,0,0,10.000000000000002,20,10.0,20.0,0,,15.36694392280852,0,,37.0149080690038,12,26.5,62.00000000000001,9,62.0,0,0.2,67840,139,0,0.0,1390.0000000000002,False,-0.010039000433338148,0,0.2,68020,121,0,0.0,1210.0000000000002,False,-0.008738985988733208,0,0.5870000000000002,93347,0,0,0.0,0.0,False,-0.015410091975360729,0,0.47900000000000004,94116,0,0,0.0,0.0,False,-0.007298962112901865,0,0.20900000000000002,146020,0,18,0.0,666.2683452420684,False,0.006679879026434067,0,1.6850000000000005,142028,14,0,0.0,215.1372149193193,False,-0.02233035308731714,0,0.4070000000000001,195984,125,14,1.0,5494.863508625475,False,-0.006327936147478512,0,0.2,199785,0,8,0.1,496.00000000000006,False,0.0001800027000405006,0.1375,1007140,0.0,0.0,11,0,0,10,0,0.0,11,21,11,139.0,54.0,9,3,11,1076,2.0306343799456954,25.53814277611673
13,11,0,0,0,10.000000000000002,20,10.0,20.0,0,,13.831967533436579,18,8.222222222222221,38.20301212339796,75,40.6,62.00000000000001,13,62.0,0,0.2,67720,151,0,0.0,1510.0000000000002,False,-0.010905676729741442,0,0.2,67940,129,0,0.0,1290.0000000000002,False,-0.009316770186335404,9,0.6770000000000002,93004,0,0,0.0,0.0,False,-0.019027930132478273,9,0.5690000000000002,93901,0,0,0.0,0.0,False,-0.009566703231794786,0,0.20900000000000002,145951,0,27,0.9,1031.481327331745,False,0.007461313392757499,75,2.4350000000000005,139891,23,0,0.0,318.1352532690413,False,-0.036675326886172116,0,0.4070000000000001,193745,190,11,1.0,7940.572303445612,False,-0.011408740372491582,0,0.2,199785,0,8,0.0,496.00000000000006,False,0.0001800027000405006,0.2375,1001937,0.0,0.0,12,0,0,11,6,6.0,12,23,9,135.0,36.0,9,2,9,1006,1.4336320348083973,26.971774810925126
14,9,0,0,0,10.000000000000002,20,10.0,20.0,0,,12.1824765222643,24,7.0,36.88736129975303,18,22.0,62.00000000000001,13,62.0,0,0.2,67620,161,0,0.0,1610.0000000000002,False,-0.011627906976744186,0,0.2,67840,139,0,0.0,1390.0000000000002,False,-0.010039000433338148,20,0.8680000000000001,92220,0,0,0.0,0.0,False,-0.027297274491604084,4,0.6000000000000001,93821,0,0,0.0,0.0,False,-0.010410513880685174,0,0.20900000000000002,145783,14,37,1.0,1535.3870394025626,False,0.008038777288118743,18,2.5400000000000005,139172,23,0,0.0,280.19696001207893,False,-0.04175139645894237,2,0.42700000000000005,194007,198,10,1.0,7923.6975373511,False,-0.010140908270246283,0,0.2,199785,0,8,0.0,496.00000000000006,False,0.0001800027000405006,0.25,1000248,0.0,0.0,12,0,0,8,8,8.0,15,23,8,114.0,36.0,7,2,8,882,1.2053858181461692,28.177160629071295
15,8,0,0,0,10.000000000000002,20,10.0,20.0,0,,12.150057489056987,6,11.666666666666666,36.41663180394637,7,23.0,62.00000000000001,8,62.0,0,0.2,67540,169,0,0.0,1690.0000000000002,False,-0.012205691174346382,0,0.2,67720,151,0,0.0,1510.0000000000002,False,-0.010905676729741442,2,0.8680000000000001,92154,0,0,0.0,0.0,False,-0.027993418276938655,4,0.6360000000000001,93741,0,0,0.0,0.0,False,-0.011254324529575564,0,0.20900000000000002,145713,10,47,1.0,1833.0822696760495,False,0.008581125138174016,7,2.5920000000000005,138976,23,0,0.0,279.4513222483107,False,-0.04310213326873918,0,0.42500000000000004,194342,195,12,1.0,7845.243201769543,False,-0.00866202192590504,0,0.2,199785,0,8,0.0,496.00000000000006,False,0.0001800027000405006,0.25,999971,0.0,0.0,10,0,0,10,3,3.0,10,20,7,87.0,36.0,6,2,7,696,1.4859055122360587,29.663066141307354
16,7,0,0,0,10.000000000000002,20,10.0,20.0,0,,12.150057489056987,0,,36.41663180394637,0,,62.0,10,62.0,0,0.2,67450,178,0,0.0,1780.0000000000002,False,-0.012855698396648851,0,0.2,67610,162,0,0.0,1620.0000000000002,False,-0.01170013000144446,0,0.8660000000000001,92154,0,0,0.0,0.0,False,-0.027993418276938655,0,0.6320000000000001,93741,0,0,0.0,0.0,False,-0.011254324529575564,0,0.20900000000000002,145713,0,57,1.0,2075.748012824943,False,0.009415704876892996,0,2.585000000000001,138976,23,0,0.0,279.4513222483107,False,-0.04310213326873918,0,0.42500000000000004,194962,185,12,1.0,7481.076883730079,False,-0.006472404876747973,0,0.2,199785,0,8,0.0,496.0,False,0.0001800027000405006,0.25,1000391,0.0,0.0,10,0,0,11,0,0.0,9,20,8,87.0,18.0,6,1,8,820,1.228361712768674,30.891427854076028
17,8,0,0,0,10.000000000000002,20,10.0,20.0,0,,11.811836867431646,5,6.0,36.17703848591129,3,21.333333333333332,62.0,8,62.0,0,0.2,67300,193,0,0.0,1930.0000000000005,False,-0.013939043767152968,0,0.2,67560,167,0,0.0,1670.0000000000002,False,-0.012061245124945833,5,0.9160000000000001,92004,0,0,0.0,0.0,False,-0.029575563243608133,0,0.6320000000000001,93741,0,0,0.0,0.0,False,-0.011254324529575564,0,0.20900000000000002,145726,0,60,0.5,2170.622309154677,False,0.009831417607250746,1,2.5950000000000006,138946,23,0,0.0,271.67224795092784,False,-0.043335240098667925,0,0.42500000000000004,195394,178,14,1.0,7307.5128504922095,False,-0.004746289068105513,0,0.2,199785,0,8,0.0,496.0,False,0.0001800027000405006,0.1875,1000456,0.0,0.0,12,0,0,10,2,2.0,9,19,8,123.0,18.0,7,1,8,739,1.4184505119919777,32.309878366068006
18,8,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.538149734991977,32,7.28125,35.58472928700986,8,23.0,62.00000000000001,9,62.0,0,0.2,67230,200,0,0.0,2000.0000000000005,False,-0.01444460494005489,0,0.2,67430,180,0,0.0,1800.0000000000002,False,-0.0130001444460494,22,1.1310000000000002,91056,0,0,0.0,0.0,False,-0.039574719432959246,10,0.732,93505,0,0,0.0,0.0,False,-0.013743565943802211,0,0.20900000000000002,145782,7,62,1.0,2280.020263939555,False,0.010592852842647549,0,2.5940000000000007,138841,38,0,0.0,400.4496899296951,False,-0.04361458196362093,0,0.42500000000000004,195768,176,15,1.0,7192.9123545137345,False,-0.003162766555214049,0,0.2,199785,0,8,0.0,496.00000000000006,False,0.0001800027000405006,0.25,999397,0.0,0.0,12,0,0,12,5,5.0,11,23,12,94.0,18.0,7,1,12,942,1.982623616233468,34.292501982301474
19,12,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.508695522948608,2,9.0,35.15758907734449,9,27.555555555555557,62.0,11,62.0,0,0.2,67180,205,0,0.0,2050.0000000000005,False,-0.014805720063556262,0,0.2,67280,195,0,0.0,1950.0000000000005,False,-0.014083489816553517,2,1.129,91002,0,0,0.0,0.0,False,-0.040144291620960254,0,0.7220000000000002,93505,0,0,0.0,0.0,False,-0.013743565943802211,0,0.20900000000000002,145828,0,70,0.9,2461.0312354141142,False,0.01153179635516808,8,2.674000000000001,138617,38,0,0.0,399.3304298720471,False,-0.04515919979821425,0,0.42500000000000004,196266,174,14,1.0,6985.420499457941,False,-0.0011914666233545515,0,0.2,199721,0,9,0.1,558.0,False,1.5000225003375051e-05,0.25,999399,0.0,0.0,12,0,0,16,2,2.0,10,26,12,159.0,18.0,11,1,12,946,2.144998668693006,36.43750065099448
20,12,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.41912946158828,1,2.0,36.91665060980678,70,40.74285714285714,62.0,9,62.0,0,0.2,67120,211,0,0.0,2110.0000000000005,False,-0.015239058211757908,0,0.2,67140,209,0,0.0,2090.0000000000005,False,-0.015094612162357359,1,1.137,90968,0,0,0.0,0.0,False,-0.04050291114673867,0,0.7220000000000002,93505,0,0,0.0,0.0,False,-0.013743565943802211,0,0.20900000000000002,145891,0,70,0.1,2584.1655426864745,False,0.012388622878645481,69,3.356000000000001,136724,38,0,0.0,395.9269195403547,False,-0.05819177436154293,0,0.42500000000000004,193972,234,15,1.0,9568.496242694786,False,-0.006203852451049792,0,0.2,199721,0,9,0.0,558.0,False,1.5000225003375051e-05,0.1375,995041,0.0,0.0,11,0,0,13,3,3.0,12,25,13,142.0,36.0,10,2,13,823,2.2031914284452796,38.64069207943976
21,13,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.66855609208393,4,16.0,37.28738248117696,76,38.26315789473684,62.0,9,62.0,0,0.2,67030,220,0,0.0,2200.0000000000005,False,-0.01588906543406038,0,0.2,67030,220,0,0.0,2200.0000000000005,False,-0.01588906543406038,0,1.136,90968,0,0,0.0,0.0,False,-0.04050291114673867,4,0.7620000000000002,93425,0,0,0.0,0.0,False,-0.014587376592692599,0,0.20900000000000002,146034,0,65,0.4,2423.6798612765024,False,0.012820293644593302,67,3.957000000000001,134883,38,0,0.0,405.40513149918934,False,-0.07082236751627036,0,0.42500000000000004,191622,300,16,1.0,12178.214744353088,False,-0.011429634583636043,0,0.2,199721,0,9,0.0,558.0,False,1.5000225003375051e-05,0.175,990713,0.0,0.0,11,0,0,12,3,3.0,12,24,9,150.0,54.0,10,3,9,965,2.2223570784553885,40.86304915789515
22,9,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.351170098483932,13,8.384615384615385,37.00153869744615,8,28.125,62.00000000000001,7,62.0,0,0.2,66940,229,0,0.0,2290.0000000000005,False,-0.016539072656362848,0,0.2,66920,231,0,0.0,2310.0000000000005,False,-0.016683518705763397,9,1.226,90689,0,0,0.0,0.0,False,-0.043445700784743906,4,0.7980000000000003,93345,0,0,0.0,0.0,False,-0.015431187241582989,0,0.20900000000000002,145989,3,74,1.0,2769.1673739064668,False,0.013698970209195332,7,3.960000000000001,134687,38,0,0.0,393.3444637423894,False,-0.07221201915043679,0,0.42500000000000004,191831,298,19,1.0,12204.458531838953,False,-0.010319008455529438,0,0.2,199721,0,9,0.0,558.0000000000001,False,1.5000225003375051e-05,0.25,990122,0.0,0.0,10,0,0,9,3,3.0,11,20,7,90.0,54.0,6,3,7,698,1.5353768151253462,42.398425973020494
23,7,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.134191363971492,2,1.0,37.00153869744615,0,,62.00000000000001,10,62.0,0,0.2,66800,243,0,0.0,2430.0000000000005,False,-0.01755019500216669,0,0.2,66860,237,0,0.0,2370.0000000000005,False,-0.017116856853965044,2,1.237,90619,0,0,0.0,0.0,False,-0.044184035102522994,0,0.794,93345,0,0,0.0,0.0,False,-0.015431187241582989,0,0.20900000000000002,145987,0,79,0.5,2923.121557098246,False,0.014214694931622317,0,3.9530000000000003,134687,38,0,0.0,385.09927183091673,False,-0.07224037614068135,0,0.42500000000000004,192451,288,19,1.0,11834.443144864492,False,-0.008144014298053172,0,0.2,199721,0,9,0.0,558.0000000000001,False,1.5000225003375051e-05,0.1875,990470,0.0,0.0,10,0,0,9,1,1.0,9,18,9,89.0,36.0,5,2,9,820,1.2242664955556393,43.62269246857613
24,9,0,0,0,10.000000000000002,20,10.0,20.0,0,,9.581106221492288,5,1.0,37.11801809685099,1,64.0,62.00000000000001,9,62.0,0,0.2,66700,253,0,0.0,2530.0000000000005,False,-0.018272425249169437,0,0.2,66760,247,0,0.0,2470.0000000000005,False,-0.01783908710096779,5,1.2850000000000001,90444,0,0,0.0,0.0,False,-0.04602987089697072,0,0.7940000000000003,93345,0,0,0.0,0.0,False,-0.015431187241582989,0,0.20900000000000002,146046,0,83,0.5,3080.795502038632,False,0.015162796983253134,0,3.953000000000001,134687,38,0,0.0,364.08203641670696,False,-0.0723126589384632,0,0.42500000000000004,192945,279,20,1.0,11595.927049021426,False,-0.006270276431592946,0,0.2,199721,0,9,0.0,558.0000000000001,False,1.5000225003375051e-05,0.1875,990648,0.0,0.0,11,0,0,8,1,1.0,13,21,7,102.0,36.0,7,2,7,822,1.399874772876501,45.022567241452634
25,7,0,0,0,10.000000000000002,20,10.0,20.0,0,,10.133660104059711,7,16.0,37.24626650881985,1,64.0,62.00000000000001,15,62.0,0,0.2,66560,267,0,0.0,2670.0000000000005,False,-0.019283547594973277,0,0.2,66700,253,0,0.0,2530.0000000000005,False,-0.018272425249169437,0,1.2800000000000002,90444,0,0,0.0,0.0,False,-0.04602987089697072,7,0.8640000000000001,93205,0,0,0.0,0.0,False,-0.016907855877141168,0,0.20900000000000002,145998,0,89,0.7,3314.9177192849666,False,0.015637829027269352,0,3.953000000000001,134687,38,0,0.0,385.07908395426904,False,-0.07224044557113578,0,0.42500000000000004,193811,270,15,1.0,10986.49195738136,False,-0.0034638220638775388,0,0.2,199721,0,9,0.0,558.0000000000001,False,1.5000225003375051e-05,0.2125,991126,0.0,0.0,13,0,0,10,1,1.0,10,20,7,86.0,36.0,5,2,7,1194,1.1184754092246294,46.141042650677264
