index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,5,0,0,0,10.000000000000002,20,10.0,13.262135922330097,0,,13.666658622616296,8,2.0,38.0,20,38.0,0,0.2,28281,3,103,1.0,1396.0,False,-0.01233768446883201,0,0.30800000000000005,28011,114,0,0.0,1140.0000000000002,False,-0.0259023209842882,0,0.2,44214,0,1,0.0,13.666658622616296,False,0.009561968159246384,8,1.6750000000000003,37819.0,0,0,0.0,0.0,False,-0.1365919364412584,6,0.3590000000000001,69065,0,8,0.8,304.0,False,0.027248037280539025,0,0.542,67286,51,10,1.0,1076.999589753431,False,0.0065819711027843494,0.4666666666666666,274676,0.0,0.0,9,0,0,7,2,1.8571428571428572,8,15,7,67.0,0.0,5,0,7,694,0.8012424930930138,25.297634516842663
11,7,0,0,0,10.000000000000002,20,10.0,13.262135922330097,0,,13.730171271135877,28,14.035714285714286,37.99999999999999,20,38.0,0,0.2,28161,5,113,1.0,1548.621359223301,False,-0.013826703942890435,0,0.30800000000000005,27931,122,0,0.0,1220.0000000000002,False,-0.02726560103609284,0,0.2,44214,0,1,0.0,13.730171271135877,False,0.00956269315637567,28,1.9470000000000005,37105.0,0,0,0.0,0.0,False,-0.15289256198347106,1,0.36300000000000004,68972,17,10,1.0,613.4129116093098,False,0.028163821489806548,1,0.552,67656,42,10,1.0,956.6671933877067,False,0.011180208021457779,0.5,274039,0.0,0.0,8,0,0,8,5,3.342857142857143,7,15,7,80.0,3.0,6,1,7,504,0.7881062114611268,26.08574072830379
12,7,0,0,0,10.000000000000002,20,10.0,13.262135922330097,0,,13.323248535314026,8,5.875,38.00000000000001,20,38.0,0,0.2,28051,6,123,1.0,1691.2427184466019,False,-0.015145313410473406,0,0.30800000000000005,27841,131,0,0.0,1310.0000000000002,False,-0.028799291094373063,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,7,1.9890000000000005,36888.0,0,0,0.0,0.0,False,-0.15784667366786906,0,0.3620000000000001,69314,7,11,1.0,511.2627397471982,False,0.03248143200417929,1,0.5609999999999999,67982,40,10,1.0,912.929941412561,False,0.01569381532934029,0.5,274330,0.0,0.0,10,0,0,10,2,1.5,7,17,8,96.0,0.0,7,0,8,924,0.8741951324045658,26.959935860708356
13,8,0,0,0,10.000000000000002,20,10.0,18.290449881610105,17,32.0,12.815818215034064,8,4.0,38.0,20,38.0,0,0.2,28495,6,116,1.0,2181.6921862667723,False,0.008344844863276187,0,0.30800000000000005,27741,141,0,0.0,1410.0000000000002,False,-0.030503391159128864,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,8,2.0620000000000007,36120.0,17,0,0.0,310.9376479873718,False,-0.17183076517068427,1,0.3720000000000001,69725,0,7,0.7,266.0,False,0.03676110476247013,0,0.56,68254,38,12,1.0,943.0010921712944,False,0.019953704250243367,0.45,274589,0.0,0.0,9,0,0,8,2,1.1666666666666667,9,17,8,74.0,3.0,7,1,8,1276,1.0008323788642883,27.960768239572644
14,8,0,0,0,10.000000000000002,20,10.0,20.97993649935824,17,30.0,12.018706891111501,24,7.625,38.00000000000001,20,38.0,0,0.2,28885,8,109,1.0,2366.813078430048,False,0.024791470611602275,0,0.30800000000000005,27661,149,0,0.0,1490.0000000000002,False,-0.031866671210933506,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,24,2.294000000000001,34765.0,34,0,0.0,713.3178409781801,False,-0.19817225422380047,1,0.38100000000000006,69882,5,10,1.0,440.0935344555576,False,0.04038299768818768,0,0.56,68629,37,10,1.0,824.6921549711255,False,0.02464116112087329,0.5,274076,0.0,0.0,10,0,0,8,4,3.2,9,17,10,95.0,3.0,7,1,10,1280,0.898007589392364,28.85877582896501
15,10,0,0,0,10.000000000000002,20,10.0,23.755257218847085,24,31.458333333333332,11.292844345055322,14,4.0,38.00000000000001,20,38.0,0,0.2,29480,14,95,1.0,2396.749435790473,False,0.0455804068673609,0,0.30800000000000005,27621,153,0,0.0,1530.0000000000002,False,-0.032548311236835825,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,14,2.4100000000000006,33548.0,58,0,0.0,1377.804918693131,False,-0.21837125109934327,1,0.39,70206,2,10,1.0,402.5856886901107,False,0.04491314828134119,0,0.56,68964,34,11,1.0,801.956707731881,False,0.029444180909543333,0.5,274073,0.0,0.0,11,0,0,9,3,2.5,7,16,11,70.0,9.0,7,3,11,1639,0.9046544395387173,29.763430268503726
16,11,0,0,0,10.000000000000002,20,10.0,23.755257218847085,0,,10.667747492946965,9,1.0,38.00000000000001,20,38.0,0,0.2,29370,15,105,1.0,2644.302007978944,False,0.0460499302678665,0,0.30800000000000005,27531,162,0,0.0,1620.0000000000002,False,-0.03408200129511605,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,9,2.4860000000000007,33269.0,58,0,0.0,1377.804918693131,False,-0.2247408232649978,1,0.399,70579,0,2,0.2,76.00000000000001,False,0.04802540775589558,0,0.56,69297,33,12,1.0,808.0356672672499,False,0.034431335742028536,0.3666666666666667,274300,0.0,0.0,9,0,0,10,2,1.5,9,19,9,81.0,6.0,9,2,9,884,1.0706399818882346,30.83407025039196
17,9,0,0,0,10.000000000000002,20,10.0,23.755257218847085,0,,9.705843895252835,16,1.6875,38.00000000000001,20,38.0,0,0.2,29300,12,115,1.0,2851.854580167415,False,0.04720109369427442,0,0.30800000000000005,27401,175,0,0.0,1750.0000000000002,False,-0.036297331379298595,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,16,2.6370000000000005,32709.0,58,0,0.0,1377.804918693131,False,-0.2375256276118313,7,0.4680000000000001,70560,1,10,1.0,389.7058438952529,False,0.05007128006333585,0,0.56,69710,28,11,1.0,689.7636290670794,False,0.039683023619915686,0.5,273934,0.0,0.0,8,0,0,7,4,3.6666666666666665,9,16,11,90.0,6.0,7,2,11,618,0.8423156496137381,31.676385900005698
18,11,0,0,0,10.000000000000002,20,10.0,23.755257218847085,0,,8.54323961634093,30,3.3333333333333335,38.00000000000001,20,38.0,0,0.2,29190,13,125,1.0,3099.4071523558855,False,0.04767061709478015,0,0.30800000000000005,27311,184,0,0.0,1840.0000000000002,False,-0.03783102143757881,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,30,2.9210000000000003,31400.0,58,0,0.0,1377.804918693131,False,-0.26741010777255453,0,0.4610000000000001,70790,8,12,1.0,524.3459169307275,False,0.05448380045510405,1,0.5700000000000001,70095,31,10,1.0,644.8404281065689,False,0.04506344836160471,0.5,273040,0.0,0.0,9,0,0,10,5,4.2,8,18,8,79.0,9.0,8,3,8,770,0.9284401126205921,32.60482601262629
19,8,0,0,0,10.000000000000002,20,10.0,24.259348963228685,15,27.0,8.512746729014973,1,4.0,38.00000000000001,20,38.0,0,0.2,29475,15,120,1.0,3061.1218755874424,False,0.056731568037685205,0,0.30800000000000005,27231,192,0,0.0,1920.0000000000005,False,-0.03919430148938346,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,1,2.901000000000001,30967.0,73,0,0.0,1770.932474315694,False,-0.2728079485603889,0,0.4610000000000001,71132,0,11,0.8,418.00000000000006,False,0.058770276487437115,1,0.5790000000000002,70464,22,10,1.0,567.2804280383294,False,0.049964236417078464,0.4666666666666666,273523,0.0,0.0,10,0,0,6,2,1.3333333333333333,11,17,6,84.0,3.0,7,1,6,1251,0.7596871927380562,33.36451320536435
20,6,0,0,0,10.000000000000002,20,10.0,24.68731348898663,7,30.0,8.29513430824234,4,1.0,38.00000000000001,20,38.0,0,0.2,29595,14,123,1.0,3176.5395591453553,False,0.06278824101334918,0,0.30800000000000005,27121,203,0,0.0,2030.0000000000005,False,-0.041068811560614836,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,4,2.940000000000001,30633.0,80,0,0.0,1974.9850791189303,False,-0.27810390987718675,1,0.4710000000000001,71543,0,0,0.0,0.0,False,0.06176815422745284,0,0.5780000000000001,70764,16,12,1.0,588.7221489318775,False,0.05457563815416717,0.3333333333333333,273910,0.0,0.0,10,0,0,6,2,1.1428571428571428,10,16,6,67.0,0.0,6,0,6,904,0.7918992098420858,34.15641241520643
21,6,0,0,0,10.000000000000002,20,10.0,25.41437408178102,11,31.0,7.755516676241983,12,2.1666666666666665,38.000000000000014,20,38.0,0,0.2,29816,16,122,1.0,3260.5536379772843,False,0.07175204727134867,0,0.30800000000000005,27041,211,0,0.0,2110.0000000000005,False,-0.04243209161241948,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,12,3.056000000000001,29912.0,91,0,0.0,2312.708041442073,False,-0.2907092365480792,11,0.5800000000000001,71386,0,1,0.1,38.000000000000014,False,0.059720099137739124,0,0.5780000000000001,71084,17,13,1.0,625.8437834961139,False,0.05960021210353158,0.35000000000000003,273493,0.0,0.0,8,0,0,2,5,5.0,14,16,8,92.0,0.0,6,0,8,883,0.7226145584136248,34.87902697362006
22,8,0,0,0,10.000000000000002,20,10.0,25.41437408178102,0,,7.617229226046795,21,6.809523809523809,38.00000000000001,20,38.0,0,0.2,29746,13,132,1.0,3484.6973787950947,False,0.07318594081311292,0,0.30800000000000005,26911,224,0,0.0,2240.0000000000005,False,-0.044647421696602026,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,21,3.2540000000000004,29179.0,91,0,0.0,2312.708041442073,False,-0.3074436322377737,9,0.6590000000000001,71182,11,10,1.0,463.7895214865148,False,0.05985210609434802,0,0.5780000000000001,71464,7,13,1.0,547.3206045823276,False,0.06465710366855877,0.5,272736,0.0,0.0,7,0,0,4,5,4.857142857142858,13,17,7,75.0,3.0,7,1,7,580,0.9549626484513283,35.833989622071385
23,7,0,0,0,10.000000000000002,20,10.0,25.41437408178102,0,,6.850306928566041,19,1.631578947368421,38.00000000000001,20,38.0,0,0.2,29656,12,142,1.0,3728.841119612905,False,0.074279014341926,0,0.30800000000000005,26801,235,0,0.0,2350.0000000000005,False,-0.04652193176783341,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,19,3.423000000000001,28441.0,91,0,0.0,2312.708041442073,False,-0.3242921779662793,0,0.6500000000000001,71524,1,11,1.0,424.8503069285661,False,0.0646387728508672,0,0.5780000000000001,71851,16,12,1.0,565.6049108570568,False,0.07053624100901622,0.5,272527,0.0,0.0,10,0,0,4,3,3.0,12,16,8,83.0,3.0,6,1,8,960,0.7450318457558751,36.57902146782726
24,8,0,0,0,10.000000000000002,20,10.0,25.778826286748238,6,31.0,6.856747116462689,6,7.0,38.00000000000001,20,38.0,0,0.2,29772,9,146,1.0,3853.708637865243,False,0.08036039395155663,0,0.30800000000000005,26671,248,0,0.0,2480.0000000000005,False,-0.04873726185201595,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,6,3.4640000000000013,28105.0,97,0,0.0,2500.546149814579,False,-0.32981888783828844,1,0.6600000000000001,71935,0,1,0.1,38.00000000000001,False,0.06786779655986108,0,0.5780000000000001,72113,12,14,1.0,614.2809653975523,False,0.07478577763314244,0.35000000000000003,272850,0.0,0.0,10,0,0,6,2,1.5,11,17,7,77.0,3.0,7,1,7,1070,0.8998626414686441,37.478884109295905
25,7,0,0,0,10.000000000000002,20,10.0,27.345284742296457,30,31.666666666666668,6.856747116462689,0,,38.0,20,38.0,0,0.2,30592,12,126,1.0,3565.5058775293537,False,0.10339637158803978,0,0.30800000000000005,26601,255,0,0.0,2550.0000000000005,False,-0.04993013189734501,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,0,3.458000000000001,27155.0,127,0,0.0,3472.85116227165,False,-0.34040852972156926,9,0.7490000000000001,71882,0,0,0.0,0.0,False,0.06679924607827133,0,0.5780000000000001,72493,2,14,1.0,545.7134942329254,False,0.0799165454225443,0.3333333333333333,272977,0.0,0.0,10,0,0,6,2,1.6666666666666665,10,16,6,93.0,0.0,7,0,6,1530,0.8145912941545248,38.29347540345043
26,6,0,0,0,10.000000000000002,20,10.0,27.625997128205267,12,30.0,6.737633932336696,4,3.0,37.99999999999999,20,38.0,0,0.2,30862,11,124,1.0,3535.623643897453,False,0.11208928877504945,0,0.30800000000000005,26491,266,0,0.0,2660.0000000000005,False,-0.0518046419685764,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,4,3.498000000000001,26679.0,139,0,0.0,3840.0136008205322,False,-0.3470844527553476,9,0.8300000000000001,71767,0,4,0.4,151.99999999999997,False,0.06622044790074354,0,0.5780000000000001,72911,0,5,0.2,189.99999999999997,False,0.08348050637420044,0.26666666666666666,272964,0.0,0.0,11,0,0,4,3,3.0,12,16,4,59.0,0.0,6,0,4,978,0.7487630611285567,39.042238464578986
27,4,0,0,0,10.000000000000002,20,10.0,27.649015239630305,1,30.0,6.52589368174598,7,3.0,37.99999999999999,20,38.0,0,0.2,30802,10,133,1.0,3777.3190268708304,False,0.11416309987510356,0,0.30800000000000005,26381,277,0,0.0,2770.0000000000005,False,-0.053679152039807776,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,7,3.5640000000000014,26446.0,140,0,0.0,3870.8621335482426,False,-0.35205170844312766,7,0.891,71821,0,7,0.7,265.99999999999994,False,0.06786779655986108,4,0.6180000000000001,73073,0,0,0.0,0.0,False,0.08447485196123536,0.2833333333333333,272777,0.0,0.0,7,0,0,2,5,4.2,11,13,7,59.0,0.0,4,0,7,420,0.6467797048389912,39.68901816941798
28,7,0,0,0,10.000000000000002,20,10.0,27.91318446607645,6,32.0,6.884250840403216,16,9.375,37.99999999999999,20,38.0,0,0.2,30904,9,137,1.0,3914.106271852474,False,0.11997045553751537,0,0.30800000000000005,26271,288,0,0.0,2880.0000000000005,False,-0.05555366211103916,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,16,3.7170000000000005,25812.0,146,0,0.0,4075.324932047162,False,-0.3641919897259582,3,0.9140000000000001,72066,0,0,0.0,0.0,False,0.06952998619788961,10,0.714,72811,6,10,1.0,421.3055050424192,False,0.08371280854426641,0.3333333333333333,272118,0.0,0.0,7,0,0,6,5,4.6,11,17,8,73.0,0.0,7,0,8,582,0.7259951243177056,40.41501329373568
29,8,0,0,0,10.000000000000002,20,10.0,27.958623616395418,1,32.0,6.287463648824979,22,3.1818181818181817,37.99999999999999,20,38.0,0,0.2,30866,6,146,1.0,4141.9590479937315,False,0.12255817879407199,0,0.30800000000000005,26141,301,0,0.0,3010.0000000000005,False,-0.057768992195221705,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,22,3.921000000000001,24923.0,147,0,0.0,4109.9176716101265,False,-0.3840929903701871,7,0.9810000000000001,71963,3,10,1.0,398.8623909464749,False,0.07096111953626749,3,0.7340000000000002,73134,5,10,1.0,411.43731824412487,False,0.08843321795642788,0.5,271281,0.0,0.0,8,0,0,6,6,5.6,10,16,6,93.0,3.0,7,1,6,536,0.7220511250197887,41.13706441875547
30,6,0,0,0,10.000000000000002,20,10.0,28.007940952872215,1,32.0,6.002398912586214,7,1.0,38.0,20,38.0,0,0.2,30828,3,155,1.0,4371.230847695193,False,0.12517008363203688,0,0.30800000000000005,26011,314,0,0.0,3140.0000000000005,False,-0.05998432227940425,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,7,3.969000000000001,24674.0,148,0,0.0,4145.175261025088,False,-0.38937519678296556,0,0.974,72153,0,8,0.3,304.0,False,0.0730769801576112,5,0.7809999999999999,73460,2,10,1.0,392.00479782517243,False,0.09312717826854144,0.3833333333333333,271380,0.0,0.0,9,0,0,4,3,2.6666666666666665,11,15,5,63.0,0.0,6,0,5,764,0.7690844237804413,41.90614884253591
31,5,0,0,0,10.000000000000002,20,10.0,28.39073401641052,25,29.52,5.8892272260269545,7,4.0,38.00000000000001,20,38.0,0,0.2,31466,3,140,1.0,4004.702762297473,False,0.14066839511771023,0,0.30800000000000005,25911,324,0,0.0,3240.0000000000005,False,-0.06168842234416005,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,7,4.032000000000001,23740.0,173,0,0.0,4911.59698483902,False,-0.4019497170809664,1,0.984,72422,0,7,0.7,266.00000000000006,False,0.07678722488535344,1,0.786,73833,0,2,0.2,76.00000000000001,False,0.0963179531321886,0.31666666666666665,271626,0.0,0.0,10,0,0,2,3,1.75,12,14,5,48.0,3.0,4,1,5,1470,0.6097213299944997,42.51587017253041
32,5,0,0,0,10.000000000000002,20,10.0,28.670999317823814,21,29.857142857142858,5.754498990792128,4,2.0,38.00000000000001,20,38.0,0,0.2,32013,1,129,1.0,3708.558911999272,False,0.15426466228143665,0,0.30800000000000005,25791,336,0,0.0,3360.0000000000005,False,-0.06373334242186701,0,0.2,44254,0,0,0.0,0.0,False,0.010319163508515593,4,4.065,22993.0,194,0,0.0,5562.17386765782,False,-0.4115773952370004,1,0.9930000000000001,72681,0,0,0.0,0.0,False,0.07865718822813553,10,0.8850000000000002,73765,0,4,0.4,152.00000000000003,False,0.09587272376485953,0.2333333333333333,271497,0.0,0.0,8,0,0,3,5,3.8000000000000003,11,14,5,42.0,3.0,4,1,5,941,0.5662539713084698,43.08212414383888
