index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,17,0,0,0,10.000000000000002,20,10.0,20.335756652134798,39,22.71794871794872,13.422243232332969,72,25.48611111111111,10.11275203204049,33,8.151515151515152,40.00000000000001,11,40.0,0,0.4790000000000001,27674,2,19,1.0,406.37937639056116,False,0.04038774727356901,16,0.42300000000000004,27635,4,10,1.0,243.35756652134796,False,0.03589023262775425,50,0.7000000000000002,45943,54,10,1.0,1232.3532915386088,False,-0.03709849139103466,10,2.5410000000000004,32640.0,95,0,0.0,1931.8968819528059,False,-0.30498731327991224,25,2.2860000000000005,56557.0,146,0,0.0,1959.6475119206134,False,-0.1897020891466995,8,1.2700000000000002,65865.0,243,0,0.0,3261.6051054569116,False,-0.049448609957772297,0,0.2,82263,0,11,0.0,440.00000000000006,False,0.001809701945733233,11,0.8590000000000002,78282,336,0,0.0,3397.8846827656043,False,-0.028579416263235062,0.375,416859,0.0,0.0,11,0,0,8,19,17.96666666666667,23,31,24,210.0,53.0,13,4,24,606,1.665142484009266,37.31004694942385
11,24,0,0,0,10.000000000000002,20,10.0,20.810263264738825,16,26.25,12.236455487304253,85,8.176470588235293,10.469189853184554,42,12.261904761904763,40.00000000000001,10,40.0,0,0.4790000000000001,27554,4,29,1.0,643.4976346774259,False,0.04033397340319887,6,0.4670000000000001,27869,2,10,1.0,228.10263264738825,False,0.04433854511377846,18,0.8300000000000001,45693,48,10,1.0,1121.2571915805063,False,-0.04341760395859097,57,3.101000000000001,29575.0,107,0,0.0,2226.6981693270545,False,-0.36532688592923857,20,2.4610000000000007,55668.0,158,0,0.0,1933.359966994072,False,-0.20240708685767547,22,1.482,64564.0,316,0,0.0,3866.719933988144,False,-0.06350979527378886,0,0.2,82263,0,11,0.0,440.00000000000006,False,0.001809701945733233,10,0.9480000000000002,77609,378,0,0.0,3957.3537645037613,False,-0.03335588113960358,0.375,410795,0.0,0.0,11,0,0,16,18,17.114035087719298,23,39,18,341.0,3.0,23,1,18,308,3.4407862778753042,40.750833227299154
12,18,0,0,0,10.000000000000002,20,10.0,21.12558839771547,51,22.235294117647058,12.229669100219914,10,12.0,10.479410419883777,16,10.625,40.00000000000001,9,40.0,0,0.47900000000000004,27930,9,14,1.0,385.7582375680166,False,0.04955697401694372,16,0.621,28099,0,7,0.7,147.8791187840083,False,0.05142524946415396,0,0.812,45513,53,10,1.0,1241.9528760811193,False,-0.045892158955172145,0,3.044000000000001,28741.0,143,0,0.0,3020.9591408733127,False,-0.3743618892222477,5,2.491000000000001,55483.0,158,0,0.0,1932.2877178347464,False,-0.20502001409836537,11,1.5700000000000003,64191.0,326,0,0.0,3986.872126671692,False,-0.06791673971107293,0,0.2,82263,0,11,0.0,440.00000000000006,False,0.001809701945733233,9,1.0280000000000002,77307,394,0,0.0,4128.887705434208,False,-0.035982171973703445,0.3375,409527,0.0,0.0,13,0,0,8,9,8.333333333333332,24,32,29,210.0,26.0,16,2,29,846,1.733603329397738,42.48443655669689
13,29,0,0,0,10.000000000000002,20,10.0,20.986375517914453,9,17.77777777777778,13.70093408750428,38,25.84210526315789,10.406125298736377,47,10.063829787234043,40.0,10,40.0,0,0.4790000000000001,27866,11,19,1.0,508.7411348403746,False,0.04946335388767264,0,0.6050000000000001,28123,0,11,0.8,230.850130697059,False,0.05386919445226829,15,0.9620000000000002,45935,47,10,1.0,1123.3689902170222,False,-0.038390906559913396,13,3.1740000000000013,28234.0,148,0,0.0,3105.9835766513393,False,-0.3839680725430548,19,2.676000000000001,54592.0,162,0,0.0,2219.5513221756933,False,-0.21554528904068826,28,1.8390000000000004,62197.0,360,0,0.0,4932.336271501541,False,-0.08934093630556467,0,0.2,82263,0,11,0.0,440.0,False,0.001809701945733233,10,1.1190000000000002,76696,441,0,0.0,4589.101256742742,False,-0.040608368008703856,0.35,405906,0.0,0.0,13,0,0,14,15,14.6,30,44,22,345.0,26.0,26,3,22,360,1.8384308759123087,44.3228674326092
14,22,0,0,0,10.000000000000002,20,10.0,20.56676504586373,26,17.423076923076923,15.260440078901986,75,21.84,9.886258792544456,29,5.586206896551724,40.0,10,40.0,2,0.4990000000000001,28145,11,10,1.0,315.6676504586373,False,0.05627295485087956,0,0.6050000000000001,28063,0,16,1.0,329.06824073381966,False,0.053462740077137846,33,1.2770000000000001,45845,49,10,1.0,1160.3758880363425,False,-0.039869543895556164,32,3.481000000000001,26589.0,162,0,0.0,3331.815937429924,False,-0.4156534657887833,24,2.897000000000001,52252.0,206,0,0.0,3143.6506562538093,False,-0.24199268624041423,5,1.8610000000000002,61655.0,391,0,0.0,5966.832070850676,False,-0.08968952306919965,0,0.2,82263,0,11,0.0,440.0,False,0.001809701945733233,10,1.2090000000000003,76378,470,0,0.0,4646.541632495894,False,-0.04412185954468441,0.375,401190,0.0,0.0,17,0,0,12,20,19.288888888888888,26,38,21,280.0,14.0,21,1,21,807,1.6561215100809932,45.978988942690194
15,21,0,0,0,10.000000000000002,20,10.0,20.619010618810464,22,21.09090909090909,14.576624905416624,90,11.9,10.314879283657326,39,12.974358974358974,40.0,6,40.0,5,0.5470000000000002,28320,8,10,1.0,286.19010618810466,False,0.06225396727352318,0,0.6050000000000001,28067,3,19,1.0,421.7612017573988,False,0.055341690646713924,14,1.3840000000000003,45844,55,10,1.0,1279.8118330887419,False,-0.03865518341065976,66,4.109000000000001,22959.0,168,0,0.0,3463.993783960158,False,-0.48935956627344573,10,2.9730000000000008,51620.0,222,0,0.0,3236.0107290024907,False,-0.25024285824635256,29,2.146000000000001,59720.0,465,0,0.0,6778.1305810187305,False,-0.11122755093850795,0,0.2,82263,0,11,0.0,440.0,False,0.001809701945733233,6,1.2590000000000001,75806,509,0,0.0,5250.273555381579,False,-0.04740281320364872,0.375,394599,0.0,0.0,13,0,0,9,16,15.266666666666666,27,36,20,240.0,12.0,19,2,20,550,1.5078247478231788,47.48681369051337
16,20,0,0,0,10.000000000000002,20,10.0,20.89545804589296,47,22.06382978723404,14.656308626929595,5,21.0,10.759095562599938,18,17.0,40.0,11,40.0,6,0.6020000000000001,28398,15,10,1.0,358.9545804589296,False,0.06652275761259431,12,0.7250000000000001,28515,0,6,0.6,125.37274827535775,False,0.06653056070676171,0,1.37,44942,87,20,1.0,2111.031022531279,False,-0.04871434013886123,5,4.093,22779.0,173,0,0.0,3614.9142419394816,False,-0.4915215783721849,0,2.963000000000001,51515.0,227,0,0.0,3326.982058313018,False,-0.25108100568737574,18,2.2970000000000006,59172.0,465,0,0.0,6815.183511522262,False,-0.11868418950580743,0,0.2,82263,0,11,0.0,440.0,False,0.001809701945733233,11,1.3630000000000002,75322,527,0,0.0,5670.043361490168,False,-0.05073211940698766,0.325,392906,0.0,0.0,9,0,0,8,12,10.948051948051948,26,34,17,208.0,22.0,16,4,17,574,1.4960580188781023,48.982871709391475
17,17,0,0,0,10.000000000000002,20,10.0,20.297623726917067,14,10.857142857142858,13.439099242581543,65,6.6461538461538465,11.135128906605624,69,12.46376811594203,40.00000000000001,9,40.0,0,0.5960000000000001,28394,11,18,1.0,475.3572270845072,False,0.06854557244046484,6,0.7730000000000001,28369,4,10,1.0,242.97623726917067,False,0.06327628731608825,0,1.37,45094,89,11,1.0,1954.3186033640159,False,-0.04719129523127807,46,4.548000000000001,20455.0,175,0,0.0,3552.0841522104865,False,-0.5402344823257038,25,3.2130000000000014,50263.0,237,0,0.0,3185.0665204918255,False,-0.2697123768044572,44,2.7190000000000007,56613.0,520,0,0.0,6988.331606142402,False,-0.1535036573426395,0,0.2,82263,0,11,0.0,440.00000000000006,False,0.001809701945733233,9,1.4420000000000004,74332,596,0,0.0,6636.536828336952,False,-0.05688696754477527,0.375,385783,0.0,0.0,10,0,0,7,21,20.5,23,30,16,183.0,22.0,13,4,16,504,1.2727808095514774,50.25565251894295
18,16,0,0,0,10.000000000000002,20,10.0,20.168891573283908,31,19.29032258064516,12.840778666368669,23,2.8260869565217392,11.257518541697237,6,17.0,40.00000000000001,12,40.0,0,0.5960000000000001,28496,11,15,1.0,412.5333735992586,False,0.07117994725880315,8,0.847,28529,4,10,1.0,241.68891573283906,False,0.06922352893698154,0,1.37,44616,105,21,1.0,2387.3899671885524,False,-0.05259870155741568,23,4.732000000000001,19614.0,180,0,0.0,3630.4004831911034,False,-0.5568175657850485,0,3.188000000000001,50255.0,241,0,0.0,3094.6276585948494,False,-0.2704618723605078,6,2.7350000000000003,56430.0,539,0,0.0,6921.179701172712,False,-0.15655372215997918,0,0.2,82263,0,11,0.0,440.00000000000006,False,0.001809701945733233,12,1.5530000000000004,74032,602,0,0.0,6777.026162101737,False,-0.059677495554074006,0.375,384235,0.0,0.0,11,0,0,8,8,7.444444444444445,21,29,19,169.0,19.0,12,4,19,402,1.3571477439254522,51.612800262868404
19,19,0,0,0,10.000000000000002,20,10.0,20.88500136406784,29,26.275862068965516,12.89556752700282,49,13.306122448979592,11.077052488356497,48,10.104166666666666,40.00000000000001,7,40.0,0,0.5960000000000001,28662,12,14,1.0,412.3900190969498,False,0.07737245790440289,8,0.9190000000000003,28789,3,10,1.0,238.8500136406784,False,0.07887385731742265,9,1.4600000000000002,44777,97,10,1.0,2154.8008075846087,False,-0.05167413803089141,19,4.899000000000001,18359.0,207,0,0.0,4323.195282362043,False,-0.575608594271689,32,3.508000000000001,48225.0,264,0,0.0,3404.4298271287444,False,-0.2968691127133329,16,2.8890000000000007,55776.0,565,0,0.0,7285.995652756593,False,-0.16319520855157524,0,0.2,82263,0,11,0.0,440.00000000000006,False,0.001809701945733233,7,1.6110000000000004,73463,650,0,0.0,7200.084117431723,False,-0.06401921370617414,0.375,380314,0.0,0.0,11,0,0,11,14,13.818181818181818,22,33,15,240.0,19.0,16,3,15,955,1.5152238979935646,53.12802416086197
20,15,0,0,0,10.000000000000002,20,10.0,21.215702017072836,25,24.16,13.120913317851144,38,15.342105263157896,11.234382860299176,28,12.785714285714286,40.00000000000001,13,40.0,3,0.6260000000000001,28879,13,10,1.0,342.1570201707284,False,0.08416042209686003,0,0.911,28923,2,12,1.0,274.58842420487406,False,0.08454167613742994,15,1.6010000000000002,44506,102,10,1.0,2295.2107389199405,False,-0.055826828336194886,13,5.010000000000001,17706.0,217,0,0.0,4603.807337704806,False,-0.5862117413841457,7,3.546000000000001,47726.0,274,0,0.0,3595.1302490912135,False,-0.30255376055113425,21,3.083000000000001,54752.0,593,0,0.0,7780.701597485729,False,-0.1741328207255219,0,0.2,82263,0,11,0.0,440.00000000000006,False,0.001809701945733233,13,1.7340000000000002,72865,678,0,0.0,7616.911579282842,False,-0.0687509924254692,0.375,377620,0.0,0.0,10,0,0,11,15,14.1,19,30,16,197.0,6.0,13,2,16,932,1.3323739059269428,54.46039806678891
21,16,0,0,0,10.000000000000002,20,10.0,21.68352498968482,45,24.0,13.930136647512928,21,28.238095238095237,10.967227859784098,27,8.25925925925926,40.00000000000001,8,40.0,30,0.9230000000000003,29149,15,10,1.0,366.83524989684827,False,0.09469742955582842,0,0.9110000000000003,28883,0,17,1.0,368.61992482464194,False,0.08480350671439897,4,1.6260000000000001,44904,97,10,1.0,2242.6032904745566,False,-0.04813968843221153,7,5.067000000000001,16491.0,257,0,0.0,5572.665922348999,False,-0.601320849561051,17,3.7090000000000014,46837.0,278,0,0.0,3872.577988008594,False,-0.3131199882546186,10,3.162000000000001,54137.0,610,0,0.0,8497.383354982885,False,-0.17774738156109338,0,0.2,82263,0,11,0.0,440.00000000000006,False,0.001809701945733233,8,1.8010000000000006,72538,705,0,0.0,7731.895641147788,False,-0.07202434206313431,0.375,375202,0.0,0.0,10,0,0,9,10,8.9,20,29,16,186.0,18.0,13,3,16,428,1.3443176485598087,55.80471571534872
22,16,0,0,0,10.000000000000002,20,10.0,22.231098561941817,39,25.615384615384617,15.153895590941566,19,37.89473684210526,11.144011327784897,15,14.333333333333334,40.00000000000001,12,40.0,15,1.0430000000000001,29454,13,10,1.0,352.3109856194182,False,0.1058091245683788,0,0.911,29087,2,13,1.0,309.00428130524364,False,0.09130442771608961,4,1.6620000000000001,45295,96,10,1.0,2285.72441785583,False,-0.039607424380536556,5,5.110000000000002,15551.0,287,0,0.0,6380.325287277302,False,-0.6124095166041683,10,3.7920000000000007,45867.0,297,0,0.0,4500.706990509645,False,-0.3223576056550084,5,3.202000000000001,54032.0,610,0,0.0,9243.876310474356,False,-0.1739696346101486,0,0.2,82263,0,11,0.0,440.00000000000006,False,0.001809701945733233,12,1.9130000000000005,72117,720,0,0.0,8023.688156005126,False,-0.07536565601085146,0.375,373666,0.0,0.0,12,0,0,7,11,9.785714285714285,23,30,18,172.0,37.0,12,4,18,524,1.4032564908266068,57.20797220617533
23,18,0,0,0,10.000000000000002,20,10.0,22.400870640045973,13,25.692307692307693,15.794019703416621,26,24.03846153846154,10.721761447826283,34,7.529411764705881,40.00000000000001,10,40.0,0,1.0280000000000002,29427,12,17,1.0,500.8148008807816,False,0.10757258445383064,0,0.9110000000000003,29248,3,13,1.0,321.2113183205976,False,0.0975407971323119,12,1.7780000000000005,45415,89,10,1.0,2151.6176839982577,False,-0.03851242235230233,4,5.145000000000001,15196.0,297,0,0.0,6653.058580093654,False,-0.6169311254721149,25,4.032000000000001,44335.0,308,0,0.0,4864.558068652319,False,-0.34137086436089176,9,3.2870000000000013,53548.0,625,0,0.0,9871.262314635389,False,-0.17636808825442993,0,0.2,82263,0,11,0.0,440.00000000000006,False,0.001809701945733233,10,2.001000000000001,71705,754,0,0.0,8084.208131661017,False,-0.08000213683495866,0.375,371137,0.0,0.0,11,0,0,13,14,13.09090909090909,21,34,15,230.0,18.0,16,2,15,534,1.5630412111058831,58.77101341728121
