index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,34,0,0,0,10.000000000000002,20,10.0,28.91681771149728,40,35.25,10.764433351663863,8,2.0,36.21940690131959,23,23.0,56.00000000000001,13,56.0,0,0.389,50084,1,28,1.0,819.6708959219238,False,0.03545238281474341,13,0.33000000000000007,50664,12,10,1.0,409.1681771149729,False,0.04313716986686122,0,0.56,71516,109,0,0.0,3151.9331305532037,False,-0.02880724733887061,8,0.8560000000000003,69433.0,94,0,0.0,2718.1808648807446,False,-0.05936632430985427,0,0.2,114156,0,10,0.6,362.1940690131959,False,0.009180269861572695,0,0.2,113427,0,50,0.3,1810.9703450659795,False,0.009139563911957011,0,0.2,165962,0,0,0.0,0.0,False,0.0,11,0.5890000000000001,165067,13,10,1.0,1030.8522897171547,False,-0.002287113044801886,0.4875,800309,0.0,0.0,14,0,0,16,10,9.23076923076923,12,28,32,201.0,60.0,13,21,32,1453,2.530360398988705,37.53122245200211
11,32,0,0,0,10.000000000000002,20,10.0,28.972207789623013,17,29.529411764705884,10.5855315185448,21,9.857142857142858,37.152437720777236,2,64.5,56.00000000000001,12,56.0,0,0.389,50200,1,32,1.0,937.1106492679364,False,0.03903527785571557,1,0.32700000000000007,50828,12,10,1.0,409.7220778962302,False,0.04650591692706076,12,0.6800000000000002,70958,120,0,0.0,3476.664934754762,False,-0.034064144733226484,9,0.9380000000000002,68904.0,100,0,0.0,2897.220778962301,False,-0.06520581464946648,0,0.2,114081,2,19,1.0,727.0673797318572,False,0.010128544355683996,0,0.2,113424,0,58,0.9,2154.8413878050796,False,0.010630649477943337,0,0.2,165962,0,0,0.0,0.0,False,0.0,2,0.5980000000000001,165474,5,10,1.0,745.7621886038863,False,-0.0006936461701959825,0.6125,799831,0.0,0.0,13,0,0,14,8,6.290909090909091,14,28,36,182.0,63.0,13,19,36,881,2.676998819981236,40.20822127198335
12,36,0,0,0,10.000000000000002,20,10.0,29.184445710100313,33,30.272727272727273,10.411285115905647,9,8.555555555555555,38.58649554215946,3,64.66666666666667,56.00000000000001,11,56.0,0,0.389,50605,0,27,1.0,787.9800341727084,False,0.04581134045086342,8,0.406,51046,13,10,1.0,421.8444571010032,False,0.051100630135353264,4,0.7080000000000002,70378,138,0,0.0,4027.4535079938432,False,-0.03811152333248847,5,0.9790000000000003,68252.0,115,0,0.0,3356.211256661536,False,-0.07081974982287045,0,0.2,114081,0,25,0.7,964.6623885539865,False,0.011177093782509636,0,0.2,113541,0,60,0.4,2315.1897325295677,False,0.012370979516357768,0,0.2,165962,0,0,0.0,0.0,False,0.0,1,0.6060000000000001,165829,0,8,0.8,448.00000000000006,False,0.0005483182897289741,0.48750000000000004,799694,0.0,0.0,17,0,0,18,5,3.9444444444444446,18,36,37,264.0,60.0,18,18,37,1393,2.831553801021073,43.03977507300442
13,37,0,0,0,10.000000000000002,20,10.0,28.997997564535407,34,28.0,10.411285115905647,0,,37.407507135324046,10,31.3,56.0,7,56.0,7,0.4590000000000001,51323,0,8,0.8,231.98398051628325,False,0.05483424567329311,0,0.398,50926,15,20,1.0,729.9599512907081,False,0.05179903569456285,0,0.7040000000000002,69902,155,0,0.0,4494.689622502988,False,-0.041332117841463074,0,0.9740000000000002,67776.0,132,0,0.0,3827.7356785186735,False,-0.07401185438135341,0,0.2,114330,0,16,0.0,598.5201141651847,False,0.01175900559664059,0,0.2,113605,0,59,0.0,2207.0429209841186,False,0.012458595201038527,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,0.6050000000000001,165908,0,11,1.0,616.0,False,0.0015304708306720816,0.35,799732,0.0,0.0,15,0,0,19,1,0.4117647058823529,14,33,37,211.0,77.0,17,20,37,1381,2.961512158974074,46.001287231978495
14,37,0,0,0,10.000000000000002,20,10.0,28.997997564535407,0,,10.69765580842306,10,13.4,37.87715122150693,1,64.0,55.99999999999999,5,56.0,0,0.45200000000000007,51273,0,13,0.5,376.9739683389603,False,0.05529553950926857,0,0.398,50776,20,30,1.0,1069.9399269360622,False,0.052208960596083855,8,0.7840000000000003,69730,155,0,0.0,4494.689622502988,False,-0.04361752841813063,2,0.9940000000000004,67722.0,132,0,0.0,3827.7356785186735,False,-0.07472936700426065,0,0.2,114270,0,20,0.4,757.5430244301385,False,0.01193122070500604,0,0.2,113595,0,64,0.6,2424.1376781764434,False,0.013328409746844381,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,0.605,166124,0,7,0.1,391.99999999999994,False,0.002157120304648052,0.325,799452,0.0,0.0,12,0,0,17,3,3.0,15,32,42,227.0,110.0,18,19,42,544,2.8917010169825517,48.892988248961046
15,42,0,0,0,10.000000000000002,20,10.0,29.683152050285145,29,34.275862068965516,9.822281283293789,10,1.6,36.5708977192419,8,28.25,55.99999999999999,9,56.0,5,0.502,51713,0,8,0.8,237.46521640228116,False,0.06288798540348903,0,0.398,51014,22,29,1.0,1080.8114094582693,False,0.05720097825754404,0,0.776,69730,155,0,0.0,4600.888567794197,False,-0.04291198134603905,10,1.0920000000000003,66362.0,161,0,0.0,4778.987480095909,False,-0.08648028514419408,0,0.2,114423,0,19,0.6,694.847056665596,False,0.01300496507703471,0,0.2,113652,0,67,0.4,2450.2501471892074,False,0.013946751225492366,0,0.2,165962,0,0,0.0,0.0,False,0.0,2,0.6250000000000001,166268,0,8,0.8,447.99999999999994,False,0.003193502126992926,0.45,799124,0.0,0.0,14,0,0,19,6,5.133333333333333,19,38,37,315.0,90.0,22,20,37,1176,3.17243623000104,52.065424478962086
16,37,0,0,0,10.000000000000002,20,10.0,29.31044317852149,32,26.96875,9.28221609642478,16,6.125,35.279688133345395,9,27.666666666666668,55.999999999999986,16,56.0,0,0.49700000000000005,51831,0,9,0.9,263.7939886066934,False,0.06557770930592319,0,0.398,51559,23,15,1.0,669.6566476778223,False,0.06416135186791576,4,0.8160000000000001,68896,184,0,0.0,5393.121544847954,False,-0.04873025813946344,12,1.2020000000000002,65826.0,164,0,0.0,4806.912681277524,False,-0.09341673743504171,0,0.2,114672,0,10,0.0,352.79688133345394,False,0.01369319964929989,0,0.2,113554,6,77,1.0,2772.229282846144,False,0.014502719766834737,0,0.2,165962,0,0,0.0,0.0,False,0.0,8,0.7030000000000001,166316,0,9,0.9,503.9999999999999,False,0.003651438281052289,0.475,798616,0.0,0.0,18,0,0,19,9,8.25,17,36,36,278.0,59.0,20,17,36,1592,5.082978838996496,57.14840331795858
17,36,0,0,0,10.000000000000002,20,10.0,29.49678010627526,26,31.0,9.667596106224114,9,13.88888888888889,34.33129087755784,12,29.916666666666668,55.99999999999999,10,56.0,4,0.5370000000000001,51991,0,9,0.9,265.47102095647733,False,0.06887594607768359,0,0.398,51917,24,12,1.0,593.9613612753033,False,0.07072655963575619,8,0.8920000000000001,68386,197,0,0.0,5810.865680936226,False,-0.05273142651517254,1,1.2000000000000002,65329.0,177,0,0.0,5220.930078810721,False,-0.09726993038260218,1,0.21000000000000002,114851,0,5,0.5,171.6564543877892,False,0.01447371269489832,0,0.2,113558,0,86,1.0,2952.491015469974,False,0.01533355258952124,0,0.2,165962,0,0,0.0,0.0,False,0.0,1,0.7050000000000001,166450,2,10,1.0,628.6625817551155,False,0.004834427705604715,0.55,798444,0.0,0.0,14,0,0,18,6,3.741025641025641,14,32,43,205.0,72.0,16,20,43,1189,3.135186274012085,60.28358959197067
18,43,0,0,0,10.000000000000002,20,10.0,29.892853038808635,47,31.680851063829788,9.717241736240458,17,10.0,34.80926244846039,1,64.0,55.999999999999986,10,56.0,5,0.5830000000000001,52297,0,6,0.6,179.3571182328518,False,0.07426799054888593,21,0.6080000000000001,52260,28,10,1.0,578.9285303880864,False,0.0776061573914497,7,0.9540000000000002,67822,213,0,0.0,6367.177697266239,False,-0.05652951303968743,10,1.2990000000000002,63942.0,208,0,0.0,6217.713432072196,False,-0.1090771098055262,0,0.20900000000000002,114791,0,9,0.4,313.2833620361435,False,0.014569156120798142,0,0.2,113512,3,95,1.0,3336.0316578124584,False,0.01662017378135541,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,0.7040000000000002,166946,0,3,0.3,167.99999999999994,False,0.006435208059676311,0.4125,797532,0.0,0.0,13,0,0,17,9,7.557142857142857,18,35,40,261.0,107.0,19,24,40,824,3.4254719860036857,63.70906157797435
19,40,0,0,0,10.000000000000002,20,10.0,29.914654645700367,1,35.0,9.381507496202962,22,7.818181818181818,35.83547118792146,2,64.5,55.99999999999999,12,56.0,0,0.5780000000000001,52212,2,15,1.0,468.7198196855055,False,0.07549184681313957,0,0.5870000000000002,52180,26,20,1.0,858.2930929140073,False,0.07883003273776287,4,0.9870000000000001,67746,213,0,0.0,6371.821439534178,False,-0.05750849428956821,18,1.4690000000000003,63242.0,209,0,0.0,6252.1628209513765,False,-0.11814933018235867,0,0.20900000000000002,114766,0,18,1.0,645.0384813825864,False,0.015812592042960514,0,0.2,113494,5,104,1.0,3773.796541024847,False,0.018393234335528936,0,0.2,165962,0,0,0.0,0.0,False,0.0,9,0.7940000000000003,166801,0,2,0.2,111.99999999999999,False,0.0053928007616201295,0.525,796403,0.0,0.0,11,0,0,16,10,9.4,19,35,43,257.0,87.0,17,23,43,364,2.7419087780290283,66.45097035600338
20,43,0,0,0,10.000000000000002,20,10.0,29.8710431789396,14,29.214285714285715,9.74368651570241,10,13.8,35.06043583485564,6,28.333333333333332,56.0,5,56.0,0,0.5780000000000001,52257,5,20,1.0,647.420863578792,False,0.07824690724473285,0,0.5870000000000002,52344,23,21,1.0,857.2919067577316,False,0.08218283509440923,8,1.0630000000000002,67340,222,0,0.0,6631.371585724592,False,-0.06117876969356508,2,1.4710000000000003,63017.0,214,0,0.0,6392.403240293074,False,-0.12020725989706975,0,0.20900000000000002,114876,0,16,0.4,560.9669733576902,False,0.016412468879836575,0,0.2,113416,1,114,1.0,4006.633371689245,False,0.01873232906294624,0,0.2,165962,0,0,0.0,0.0,False,0.0,3,0.8150000000000002,166710,0,6,0.6,336.0,False,0.0055193357515575855,0.5,795922,0.0,0.0,13,0,0,19,4,4.0,15,34,41,245.0,116.0,18,25,41,891,2.94797664397629,69.39894699997967
21,41,0,0,0,10.000000000000002,20,10.0,29.7120235942199,48,29.041666666666668,9.288906913224116,24,7.208333333333333,34.86770865734865,7,33.42857142857143,56.0,10,56.0,9,0.6680000000000001,52851,2,10,1.0,317.120235942199,False,0.08704111797336411,0,0.5870000000000002,52746,26,12,1.0,616.5442831306389,False,0.0879580055688572,8,1.1350000000000002,66190,257,0,0.0,7635.990063714515,False,-0.06978481222618586,16,1.6290000000000002,61986.0,227,0,0.0,6744.629355887917,False,-0.1315663741968648,0,0.20900000000000002,114897,2,21,1.0,750.79969563077,False,0.017435588301679485,0,0.2,113456,3,122,1.0,4281.727176936208,False,0.02029942177169827,0,0.2,165962,0,0,0.0,0.0,False,0.0,4,0.8520000000000001,166758,0,7,0.7,392.0,False,0.005977271905616949,0.5875,794846,0.0,0.0,16,0,0,19,9,7.976190476190475,14,33,42,254.0,80.0,19,22,42,1548,3.377777231973596,72.77672423195327
22,42,0,0,0,10.000000000000002,20,10.0,30.04625389576147,15,35.06666666666667,9.51583195126047,11,12.0,33.32000367442671,8,23.0,56.00000000000001,14,56.0,2,0.679,53148,0,10,1.0,300.4625389576147,False,0.09296075606436595,0,0.5870000000000002,52731,28,19,1.0,850.8788240194681,False,0.09005309980538778,8,1.207,66018,257,0,0.0,7721.887251210698,False,-0.07149955320747615,3,1.6430000000000005,61370.0,242,0,0.0,7271.193442774276,False,-0.13625303319974566,0,0.20900000000000002,115009,0,22,0.9,733.0400808373876,False,0.018345764145729283,0,0.2,113396,0,129,0.7,4298.280474001045,False,0.019842892900964047,0,0.2,165962,0,0,0.0,0.0,False,0.0,7,0.9180000000000001,166839,0,8,0.8,448.00000000000006,False,0.006634048758149456,0.55,794473,0.0,0.0,13,0,0,22,9,7.431818181818182,16,38,36,282.0,92.0,20,22,36,749,3.4013795409700833,76.17810377292335
23,36,0,0,0,10.000000000000002,20,10.0,29.833555355236857,12,26.0,9.51583195126047,0,,32.85903970280141,11,30.545454545454547,56.00000000000001,17,56.0,2,0.6970000000000001,53356,0,6,0.6,179.00133213142115,False,0.09598073753851552,0,0.5870000000000002,52591,32,29,1.0,1185.1731053018689,False,0.09060979293860222,0,1.1990000000000003,65706,269,0,0.0,8025.226390558714,False,-0.07362990705182898,0,1.6400000000000003,61370.0,242,0,0.0,7219.72039596732,False,-0.13659500135551872,0,0.20900000000000002,115281,0,12,0.0,394.30847643361693,False,0.019251650425137573,0,0.2,113460,0,128,0.0,4205.957081958581,False,0.020000340176520973,0,0.2,165962,0,0,0.0,0.0,False,0.0,9,1.0010000000000001,166788,1,10,1.0,592.8590397028015,False,0.006763171809519053,0.325,794514,0.0,0.0,14,0,0,18,4,2.5,15,33,35,247.0,64.0,17,19,35,872,2.5086878429865465,78.6867916159099
24,35,0,0,0,10.000000000000002,20,10.0,30.146930118130793,11,36.0,9.299445592179868,12,7.166666666666667,33.373016592762646,1,64.0,56.0,9,56.0,5,0.7450000000000001,53519,2,10,1.0,321.4693011813079,False,0.1007840592759285,0,0.5870000000000002,52511,30,39,1.0,1475.730274607101,False,0.09194842894091158,4,1.2390000000000003,65630,269,0,0.0,8109.524201777183,False,-0.07407969570969186,8,1.7200000000000002,60701.0,253,0,0.0,7627.173319887091,False,-0.1427772168490095,0,0.20900000000000002,115219,0,18,0.6,600.7142986697277,False,0.019615322112102325,0,0.2,113500,0,133,0.6,4438.611206837432,False,0.021380138957066096,0,0.2,165962,0,0,0.0,0.0,False,0.0,0,0.9920000000000002,167228,0,3,0.2,168.0,False,0.008134392210265,0.425,794270,0.0,0.0,14,0,0,19,6,5.4,15,34,29,266.0,64.0,17,18,29,768,2.390160567010753,81.07695218292065
25,29,0,0,0,10.000000000000002,20,10.0,29.979237525225155,16,27.9375,8.686058358992996,13,3.1538461538461537,34.49197308004729,2,65.0,55.99999999999999,11,56.0,0,0.7400000000000002,53429,1,20,1.0,609.5847505045031,False,0.10189259459145401,0,0.5870000000000002,52848,31,33,1.0,1299.31483833243,False,0.09705029056016025,0,1.235,65183,285,0,0.0,8544.082694689168,False,-0.07713205756916582,13,1.842,60224.0,253,0,0.0,7584.747093881964,False,-0.14939710939488465,0,0.20900000000000002,115255,0,26,0.9,896.7913000812295,False,0.021239711996263098,0,0.2,113553,0,136,0.4,4690.908338886431,False,0.022961368522054527,0,0.2,165962,0,0,0.0,0.0,False,0.0,8,1.0720000000000003,167117,0,2,0.2,111.99999999999999,False,0.007296851086393271,0.4375,793571,0.0,0.0,14,0,0,16,8,7.75,14,30,35,169.0,66.0,13,16,35,889,2.484295715985354,83.561247898906
