index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,14,0,0,0,10.000000000000002,20,10.0,19.068596182547637,5,9.0,30.997549298626343,5,52.0,20.75429800051861,35,15.085714285714285,37.00000000000001,20,37.0,0,0.37100000000000005,21340,8,30,1.0,652.0578854764291,False,0.05461589479839446,5,0.79,18415,103,0,0.0,1030.0000000000002,False,-0.07856308411214953,0,0.6050000000000001,28354,43,19,1.0,1408.9030725234488,False,-0.005188239087239851,0,0.2,29608,0,17,0.0,526.9583380766478,False,0.02264564084348937,21,1.913,27761,29,0,0.0,898.9289296601639,False,-0.2096580807746377,14,2.5270000000000006,25501.0,100,0,0.0,3099.754929862634,False,-0.24214496932449947,11,0.8680000000000001,33035,320,0,0.0,6641.3753601659555,False,-0.1260862075410933,0,0.2,42480,35,23,1.0,1577.4004300181514,False,0.040087983822722474,0.375,226494,0.0,0.0,19,0,0,8,10,10.0,23,31,16,155.0,24.0,11,3,16,793,1.0596501808613539,19.38637536112219
11,16,0,0,0,10.000000000000002,20,10.0,19.475768013060392,21,21.952380952380953,30.997549298626343,0,,21.09393147876448,59,22.661016949152543,37.00000000000001,20,37.0,0,0.37100000000000005,21646,9,24,1.0,557.4184323134494,False,0.06720741901074394,5,0.8350000000000002,18260,112,0,0.0,1120.0000000000002,False,-0.08391744548286605,0,0.6050000000000001,27893,54,29,1.0,1950.6204023654252,False,-0.011697699377517492,0,0.2,29608,0,17,0.0,526.9583380766478,False,0.02264564084348937,20,2.0920000000000005,27261,29,0,0.0,898.9289296601639,False,-0.22366603729394066,39,2.9030000000000014,24017.0,100,0,0.0,3099.754929862634,False,-0.28372058427379065,13,0.9870000000000001,31777,357,0,0.0,7530.533537918919,False,-0.14563912480566668,0,0.2,42437,47,26,1.0,1953.4147795019308,False,0.04357364942551787,0.375,222899,0.0,0.0,14,0,0,11,16,16.0,23,34,21,180.0,40.0,13,3,21,875,1.1864685751497746,20.572843936271966
12,21,0,0,0,10.000000000000002,20,10.0,20.948347678410048,41,25.75609756097561,32.850767327307075,34,39.0,21.080576108305536,37,20.972972972972972,37.00000000000001,20,37.0,12,0.4910000000000001,22268,11,10,1.0,319.4834767841005,False,0.09169303633138878,5,0.8800000000000001,18120,120,0,0.0,1200.0000000000002,False,-0.08878504672897196,5,0.655,28479,68,10,1.0,1752.995315404954,False,0.004981090643699945,0,0.2,29132,7,27,1.0,1033.6091515861613,False,0.015022409304795663,31,2.3820000000000006,26116,29,0,0.0,952.6722524919052,False,-0.2549914235937146,6,2.9240000000000013,22649.0,134,0,0.0,4402.002821859148,False,-0.30380452146216247,9,1.0640000000000003,30984,386,0,0.0,8137.102377805937,False,-0.15741085096745353,0,0.2,42740,45,25,1.0,1873.6259248737492,False,0.04989815058380505,0.5,220488,0.0,0.0,18,0,0,7,14,12.852941176470589,27,34,20,253.0,72.0,17,4,20,1137,1.3341477466747165,21.906991682946682
13,20,0,0,0,10.000000000000002,20,10.0,20.948347678410048,0,,32.91197761590813,1,41.0,20.460237123142253,48,16.562500000000004,37.00000000000001,20,37.0,0,0.4790000000000001,22158,12,20,1.0,538.966953568201,False,0.09168046518614203,0,0.8750000000000002,18030,129,0,0.0,1290.0000000000002,False,-0.09097546728971963,0,0.6500000000000001,28520,58,19,1.0,1840.3317400500373,False,0.007879694283636395,0,0.2,29132,0,34,0.7,1119.0072389408763,False,0.016484204706279943,16,2.511000000000001,25533,29,0,0.0,954.4473508613357,False,-0.2712998353944453,32,3.238000000000001,21522.0,135,0,0.0,4443.116978147597,False,-0.3348025301430549,11,1.1650000000000003,30342,410,0,0.0,8388.697220488324,False,-0.16981926852132978,0,0.2,42755,59,26,1.0,2169.153990265393,False,0.05381065347305821,0.4625,217992,0.0,0.0,14,0,0,10,13,13.0,22,32,26,185.0,44.0,15,5,26,574,1.3073576427996159,23.214349325746298
14,26,0,0,0,10.000000000000002,20,10.0,20.234471876184625,10,9.0,32.91197761590813,0,,20.203053791342686,39,18.128205128205128,37.00000000000001,20,37.0,0,0.4790000000000001,22103,12,25,1.0,625.8617969046156,False,0.0911181317393063,5,0.925,17865,139,0,0.0,1390.0000000000002,False,-0.09657320872274143,0,0.6500000000000001,28430,58,29,1.0,2128.0467196800437,False,0.009723497426909372,0,0.2,29132,0,34,0.0,1119.0072389408763,False,0.016484204706279943,13,2.625000000000001,25091,29,0,0.0,954.4473508613357,False,-0.28368286895750916,26,3.466000000000001,20779.0,135,0,0.0,4443.116978147597,False,-0.35561835353073906,8,1.2340000000000002,29681,439,0,0.0,8869.140614399439,False,-0.17993388843538088,0,0.2,43049,59,24,1.0,2079.9801736892186,False,0.05980601636606363,0.375,216130,0.0,0.0,16,0,0,10,13,13.0,27,37,29,241.0,88.0,18,8,29,689,1.6201720973476768,24.834521423093975
15,29,0,0,0,10.000000000000002,20,10.0,20.234471876184625,0,,31.91089954347769,23,26.695652173913043,20.521631116605715,28,24.142857142857142,37.00000000000001,20,37.0,0,0.47900000000000004,21973,15,35,1.0,858.2065156664619,False,0.090445057332225,0,0.9200000000000002,17795,146,0,0.0,1460.0000000000002,False,-0.09827686915887851,0,0.6500000000000001,29044,48,16,1.0,1481.8290427525048,False,0.01968211302212438,0,0.2,29132,0,34,0.0,1084.9705844782416,False,0.015901584807912424,10,2.7120000000000006,24472,36,0,0.0,1148.7923835651968,False,-0.29830234236054803,18,3.620000000000001,20220.0,151,0,0.0,4818.545831065131,False,-0.36602025787155923,12,1.346,28827,462,0,0.0,9480.99357587184,False,-0.19310841595308004,0,0.2,43330,54,26,1.0,2070.168080296709,False,0.0664427307071549,0.375,214793,0.0,0.0,15,0,0,11,11,11.0,31,42,21,293.0,51.0,21,8,21,1110,1.5053957272320986,26.339917150326073
16,21,0,0,0,10.000000000000002,20,10.0,20.702750759890638,22,23.90909090909091,33.18505649885625,12,46.833333333333336,19.923895021917982,62,16.919354838709676,37.0,20,37.0,0,0.4790000000000001,22359,14,28,1.0,719.6770212769378,False,0.10586246644462959,5,0.9700000000000002,17625,157,0,0.0,1570.0000000000002,False,-0.10387461059190031,0,0.6500000000000001,28723,60,21,1.0,1939.0512320694193,False,0.016519192606460422,0,0.2,29489,0,27,0.0,895.9965254691188,False,0.024888677258971578,35,3.0520000000000005,22444,43,0,0.0,1426.9574294508186,False,-0.35122209013488515,27,3.872000000000001,19320.0,156,0,0.0,5176.868813821575,False,-0.38621520684398536,14,1.4740000000000002,27761,491,0,0.0,9782.63245576173,False,-0.21510741982450263,0,0.2,43312,77,30,1.0,2644.1399166876845,False,0.07290858292694502,0.375,211033,0.0,0.0,13,0,0,7,18,18.0,29,36,22,208.0,48.0,15,6,22,1460,1.3639379777014256,27.7038551280275
17,22,0,0,0,10.000000000000002,20,10.0,20.178658673392736,8,10.0,33.18505649885625,0,,19.331627902063172,97,17.278350515463917,37.0,20,37.0,0,0.4790000000000001,22209,19,38,1.0,956.789029588924,False,0.10433189811110112,8,1.0450000000000002,17467,162,0,0.0,1620.0000000000002,False,-0.11034852024922118,0,0.6500000000000001,28643,58,31,1.0,2199.0989545213224,False,0.018231752045897352,0,0.2,29489,0,27,0.0,895.9965254691188,False,0.024888677258971578,45,3.4670000000000005,19938,43,0,0.0,1426.9574294508186,False,-0.4214299682096316,52,4.365000000000002,16830.0,156,0,0.0,5176.868813821575,False,-0.4559748303101141,11,1.5700000000000003,26353,549,0,0.0,10613.063718232681,False,-0.2389718550247268,0,0.2,43211,106,31,1.0,3196.1525576186964,False,0.07711536450588564,0.375,204140,0.0,0.0,14,0,0,6,22,22.0,31,37,14,193.0,31.0,16,6,14,533,1.181299322284758,28.885154450312257
18,14,0,0,0,10.000000000000002,20,10.0,21.5766150566907,32,28.0,35.13451944035493,18,48.833333333333336,19.391181989709477,48,19.874999999999996,37.0,20,37.0,0,0.4790000000000001,23025,17,16,1.0,515.2258409070512,False,0.13330475664201347,0,1.0370000000000001,17347,174,0,0.0,1740.0000000000002,False,-0.11326908099688474,0,0.6500000000000001,28106,80,33,1.0,2885.568346066969,False,0.011598225711519479,0,0.2,30009,0,17,0.0,597.2868304860338,False,0.037577658858028606,21,3.6320000000000006,18435,56,0,0.0,1967.533088659876,False,-0.45596552517706235,27,4.583000000000001,15944.0,161,0,0.0,5656.657629897143,False,-0.4740760683882846,10,1.6590000000000003,25262,593,0,0.0,11498.97091989772,False,-0.25454951900317635,0,0.2,43573,100,31,1.0,3086.1181989709476,False,0.08449458184864479,0.375,201701,0.0,0.0,20,0,0,2,16,16.0,30,32,11,151.0,38.0,11,3,11,2345,0.9131702957674861,29.798324746079743
19,11,0,0,0,10.000000000000002,20,10.0,20.981734762208905,8,9.0,35.35170012547786,5,41.0,19.497761170273797,4,30.0,37.0,20,37.0,0,0.47900000000000004,22932,19,23,1.0,672.5798995308048,False,0.13260757154231909,5,1.0870000000000002,17202,182,0,0.0,1820.0000000000002,False,-0.11838006230529595,0,0.6500000000000001,28239,78,38,1.0,2979.939916220453,False,0.0177668592300659,0,0.2,30009,0,17,0.0,600.9789021331237,False,0.0376408576195331,0,3.6110000000000007,18435,56,0,0.0,1979.6952070267603,False,-0.4557951587517964,4,4.596000000000001,15711.0,166,0,0.0,5868.382220829325,False,-0.47763794726243447,13,1.7790000000000001,24926,597,0,0.0,11640.163418653457,False,-0.2609292634954273,0,0.2,43832,90,34,1.0,3012.798505324642,False,0.08983916859359917,0.375,201286,0.0,0.0,16,0,0,1,8,8.0,28,29,14,125.0,39.0,8,3,14,691,0.9442715095356107,30.742596255615354
20,14,0,0,0,10.000000000000002,20,10.0,20.981734762208905,0,,35.35170012547786,0,,19.514344849207372,4,21.0,37.00000000000001,20,37.0,0,0.4790000000000001,22792,23,33,1.0,922.3972471528939,False,0.13187298596069144,0,1.0820000000000003,17142,188,0,0.0,1880.0000000000002,False,-0.11984034267912773,0,0.6500000000000001,28239,68,48,1.0,3123.6395698531433,False,0.020226627351132172,0,0.2,30009,0,17,0.0,600.9789021331237,False,0.0376408576195331,4,3.6510000000000007,18371,56,0,0.0,1979.6952070267603,False,-0.4575881771862672,0,4.592000000000001,15711.0,166,0,0.0,5868.382220829325,False,-0.47763794726243447,12,1.886,24644,601,0,0.0,11728.121254373631,False,-0.2666507865871778,0,0.2,44128,80,36,1.0,2893.14758793659,False,0.09551630475152749,0.375,201036,0.0,0.0,15,0,0,3,8,8.0,27,30,14,148.0,41.0,10,4,14,496,0.9934415314346552,31.73603778705001
21,14,0,0,0,10.000000000000002,20,10.0,21.599334742396827,15,27.866666666666667,36.37071595253106,22,42.0,19.348341024840256,9,13.333333333333334,37.000000000000014,20,37.0,0,0.4790000000000001,23130,21,28,1.0,814.7813727871112,False,0.14570632235171121,0,1.0820000000000003,17022,200,0,0.0,2000.0000000000005,False,-0.12276090342679127,0,0.6500000000000001,28745,73,36,1.0,2886.0972104860866,False,0.03348334834793024,0,0.2,30009,0,17,0.0,618.302171193028,False,0.0379373873877615,4,3.6870000000000003,18260,56,0,0.0,2036.7600933417393,False,-0.45989858108727316,5,4.642000000000001,14677.0,188,0,0.0,6837.694599075839,False,-0.4930283156962537,11,1.984,24437,603,0,0.0,11667.049637978675,False,-0.2723606447203351,0,0.2,44383,77,37,1.0,2858.8222589127,False,0.10123341096262946,0.375,200663,0.0,0.0,16,0,0,5,9,9.0,26,31,14,151.0,40.0,11,3,14,1875,0.9475226188078523,32.68356040585786
22,14,0,0,0,10.000000000000002,20,10.0,21.19420208925416,5,9.0,36.531802831986205,6,40.0,18.794045296581057,38,14.394736842105264,37.000000000000014,9,37.0,0,0.4790000000000001,23050,19,38,1.0,995.379679391658,False,0.146207644066191,5,1.1320000000000003,16837,212,0,0.0,2120.0000000000005,False,-0.12884540498442368,0,0.6500000000000001,28940,68,40,1.0,2902.477855348731,False,0.040439538776938275,0,0.2,30009,0,17,0.0,621.0406481437655,False,0.03798426306305662,14,3.8230000000000004,17705,56,0,0.0,2045.7809585912275,False,-0.47532104893551824,24,4.877000000000002,13729.0,194,0,0.0,7087.169749405324,False,-0.5160927641983901,9,2.063,23863,632,0,0.0,11877.836627439228,False,-0.28362495339728333,0,0.2,44303,76,47,1.0,3167.347442540161,False,0.103018526508259,0.375,198436,0.0,0.0,13,0,0,8,12,12.0,24,32,19,150.0,40.0,11,3,19,440,1.837379528209567,34.52093993406743
23,19,0,0,0,10.000000000000002,20,10.0,20.98309614002535,27,19.88888888888889,37.06970628627638,8,45.25,17.971925906887627,26,8.307692307692308,37.000000000000014,12,37.0,0,0.47900000000000004,23427,20,26,1.0,745.560499640659,False,0.15847840001072483,5,1.177,16687,221,0,0.0,2210.0000000000005,False,-0.13395638629283488,0,0.6500000000000001,28765,85,42,1.0,3340.4908359257624,False,0.04194609441844849,0,0.2,30009,0,17,0.0,630.1850068666985,False,0.03814079094260009,21,4.019,16656,59,0,0.0,2187.112670890306,False,-0.5027299732323317,5,4.9030000000000005,13419.0,199,0,0.0,7376.871550968999,False,-0.5207195670004903,12,2.1740000000000004,23552,648,0,0.0,11645.807987663182,False,-0.2938894739590012,0,0.2,44207,76,57,1.0,3474.866368923461,False,0.10440694176730689,0.375,196722,0.0,0.0,13,0,0,6,13,13.0,28,34,20,183.0,35.0,12,7,20,1049,1.322207510471344,35.84314744453877
24,20,0,0,0,10.000000000000002,20,10.0,22.429099964032893,39,28.0,37.06970628627638,0,,18.88511167097179,31,27.677419354838708,37.000000000000014,9,37.0,13,0.6090000000000002,24153,18,10,1.0,404.290999640329,False,0.18551136584015607,0,1.1720000000000002,16567,233,0,0.0,2330.0000000000005,False,-0.13687694704049844,0,0.6500000000000001,27673,114,52,1.0,4484.542122786122,False,0.02414484975669501,0,0.2,30009,0,17,0.0,630.1850068666985,False,0.03814079094260009,0,3.998000000000001,16656,59,0,0.0,2187.112670890306,False,-0.5027299732323317,31,5.208000000000001,12536.0,199,0,0.0,7376.871550968999,False,-0.5454576182135793,9,2.2520000000000007,22652,674,0,0.0,12728.565266234986,False,-0.3025099725218746,0,0.2,44132,71,67,1.0,3819.842928638998,False,0.10675035370110096,0.375,194378,0.0,0.0,10,0,0,9,10,10.0,20,29,24,149.0,84.0,11,9,24,928,1.2770752049982548,37.12022264953703
