index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,38,0,0,0,10.000000000000002,20,10.0,16.290595243974025,74,16.0,19.722950874832787,50,19.64,32.419779422473034,7,35.714285714285715,47.00000000000001,11,47.0,0,0.6050000000000001,36329,4,20,1.0,365.8119048794805,False,0.03254732480528656,74,2.1550000000000002,30160.0,110,0,0.0,1100.0000000000002,False,-0.1315290857159017,0,0.2,50070,108,51,1.0,2765.2547809656667,False,-0.007051075099717588,48,2.516000000000001,44057.0,147,0,0.0,2394.7175008641816,False,-0.12666720540290846,0,0.2,64211,141,60,1.0,4726.122838699805,False,-0.013103539693588516,0,0.24500000000000002,66505,13,33,1.0,1326.2510823144364,False,-0.00429711018474873,0,0.2,99283,0,0,0.0,0.0,False,0.0,5,0.5290000000000001,99161,0,7,0.7,329.00000000000006,False,0.00042806925656960405,0.5875,489776,0.0,0.0,15,0,0,15,8,8.0,19,34,33,270.0,54.0,20,18,33,798,7.1614456119714305,100.06472472590394
11,33,0,0,0,10.000000000000002,20,10.0,16.136595932939134,5,8.0,20.48172758339258,59,23.35593220338983,32.78935060244605,18,33.77777777777778,47.00000000000001,8,47.0,0,0.6050000000000001,36249,2,30,1.0,504.097877988174,False,0.03224029125290814,5,2.1310000000000007,29985.0,122,0,0.0,1220.0000000000002,False,-0.13478125618619383,0,0.2,50540,103,46,1.0,2604.2288499287893,False,0.0004653677286732645,44,2.908000000000001,43376.0,147,0,0.0,2372.079602142053,False,-0.14002779341018512,0,0.2,62833,190,70,1.0,6186.782783015813,False,-0.022704625225949435,0,0.24500000000000002,67113,3,25,1.0,881.178947811329,False,0.0014170220567711399,0,0.2,99283,0,0,0.0,0.0,False,0.0,1,0.5340000000000001,98873,8,10,1.0,732.3148048195685,False,-0.0004415921919182637,0.625,488252,0.0,0.0,14,0,0,11,5,4.5,19,30,30,204.0,74.0,13,20,30,1600,5.934561160975136,105.99928588687908
12,30,0,0,0,10.000000000000002,20,10.0,15.814046314714162,10,8.0,20.854162644973368,87,21.942528735632184,31.710287116325713,13,26.76923076923077,47.00000000000001,14,47.0,0,0.6050000000000001,36139,3,40,1.0,662.5618525885665,False,0.03137017975437015,10,2.226000000000001,29765.0,131,0,0.0,1310.0000000000002,False,-0.13973021124968185,0,0.2,50970,103,41,1.0,2483.867438859467,False,0.007602256347789054,72,3.5840000000000005,40953.0,147,0,0.0,2324.6648082629818,False,-0.18724511937682867,0,0.2,61750,244,75,1.0,7466.68721909793,False,-0.02927238267442013,0,0.24500000000000002,66635,16,27,1.0,1189.844354460368,False,-0.003381034462477652,0,0.2,99283,0,0,0.0,0.0,False,0.0,4,0.5730000000000002,98952,11,10,1.0,818.8131582795829,False,0.0007897281421772905,0.625,484447,0.0,0.0,15,0,0,15,9,8.75,17,32,32,260.0,90.0,15,15,32,1481,5.779580953007098,111.77886683988618
13,32,0,0,0,10.000000000000002,20,10.0,15.350428716798278,15,8.333333333333334,20.543419394511627,10,11.0,28.985930927778014,12,14.166666666666666,47.000000000000014,8,47.0,0,0.6050000000000001,36039,3,50,1.0,797.5214358399139,False,0.030450516612085487,15,2.366000000000001,29445.0,141,0,0.0,1410.0000000000002,False,-0.14736574191906338,0,0.2,50845,108,51,1.0,2705.5606905343075,False,0.007329120098559391,10,3.6120000000000014,40773.0,147,0,0.0,2256.513021369347,False,-0.19137642304441171,0,0.2,61711,239,84,1.0,7344.695433221632,False,-0.03075472565728582,0,0.24500000000000002,66734,11,26,1.0,979.6118174618562,False,-0.0034717022631723005,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.5690000000000001,99158,13,12,1.0,940.8171020611144,False,0.0034790301565278997,0.625,483988,0.0,0.0,15,0,0,20,5,5.0,16,36,26,264.0,56.0,18,14,26,746,6.397328494000249,118.17619533388643
14,26,0,0,0,10.000000000000002,20,10.0,15.682718423044108,80,16.5875,19.241340347870306,44,10.795454545454547,27.102024543793103,10,14.0,47.000000000000014,9,47.0,0,0.6050000000000001,36958,1,20,1.0,323.65436846088215,False,0.04973918113827206,40,2.751000000000001,28673.0,153,0,0.0,1530.0000000000002,False,-0.16750091909165465,0,0.2,50446,120,59,1.0,3017.165291289641,False,0.002635814690741044,42,4.022,38613.0,205,0,0.0,3214.957276724042,False,-0.22381260105828046,0,0.2,61548,243,94,1.0,7223.236011649036,False,-0.034071303539617015,0,0.24500000000000002,66562,31,26,1.0,1301.1341889226,False,-0.0036383068804101233,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.5690000000000001,99441,13,13,1.0,963.3263190693106,False,0.006442826662516798,0.625,481524,0.0,0.0,19,0,0,17,7,7.0,12,29,27,189.0,117.0,12,14,27,1784,5.91473938600393,124.09093471989036
15,27,0,0,0,10.000000000000002,20,10.0,15.452880153756531,72,14.597222222222221,18.64707915784044,25,11.6,25.470937475782854,25,20.8,47.000000000000014,13,47.0,9,0.6950000000000001,37366,3,10,1.0,184.5288015375653,False,0.05931009871804488,43,3.141000000000001,27888.0,161,0,0.0,1610.0000000000002,False,-0.18856932779050367,0,0.2,50434,118,64,1.0,3016.8529242450586,False,0.0024012208522623452,20,4.180000000000001,37174.0,269,0,0.0,4156.824761360507,False,-0.24249464702072152,0,0.2,61533,253,99,1.0,7239.333837036134,False,-0.03417434672658446,0,0.24500000000000002,66807,26,16,1.0,892.3590577163772,False,-0.0030362665827894024,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.5690000000000002,99532,28,10,1.0,1183.18624932192,False,0.008466637034144358,0.625,480017,0.0,0.0,20,0,0,19,8,7.5625,12,31,35,222.0,99.0,14,13,35,1690,6.635432504990604,130.72636722488096
16,35,0,0,0,10.000000000000002,20,10.0,15.34915009418286,5,9.0,18.323790490366974,14,11.642857142857142,25.758541241152688,29,26.620689655172413,47.000000000000014,4,47.0,0,0.686,37236,6,20,1.0,366.9830018836572,False,0.05821361106704634,5,3.148000000000001,27768.0,168,0,0.0,1680.0000000000002,False,-0.19097310596419784,0,0.2,50389,113,74,1.0,3090.4144569298196,False,0.002242603505826376,14,4.300000000000001,36899.0,269,0,0.0,4128.92137533519,False,-0.24807092732896682,0,0.2,61585,248,102,1.0,7171.671248208584,False,-0.03390501313255221,6,0.30500000000000005,67148,25,10,1.0,715.6801746707013,False,0.0007091833042093305,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.5690000000000002,98948,47,16,1.0,1962.6514383341766,False,0.006509933414251034,0.625,479256,0.0,0.0,11,0,0,21,5,4.2727272727272725,18,39,39,354.0,142.0,23,12,39,500,7.988243717991281,138.71461094287224
17,39,0,0,0,10.000000000000002,20,10.0,15.798081657657766,38,19.105263157894736,18.19206088460944,5,11.0,28.153173633180124,14,46.0,47.000000000000014,13,47.0,13,0.8160000000000001,37580,5,10,1.0,207.98081657657767,False,0.0656935722487567,5,3.193000000000001,27608.0,179,0,0.0,1790.0000000000002,False,-0.19394247900229067,0,0.2,50143,124,79,1.0,3396.134935433709,False,0.000445163219669945,0,4.286000000000001,36474.0,286,0,0.0,4518.251354090121,False,-0.252516004534234,0,0.2,62174,243,98,1.0,7179.681811011746,False,-0.02511427991482296,0,0.29900000000000004,67148,15,20,1.0,835.9443859327441,False,0.0016005839628565807,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.5690000000000001,98915,51,13,1.0,2046.8118552921865,False,0.006601391251735849,0.625,479325,0.0,0.0,17,0,0,18,2,1.7647058823529411,18,36,44,297.0,151.0,19,20,44,1766,7.144275789964013,145.85888673283625
18,44,0,0,0,10.000000000000002,20,10.0,15.720670181380802,46,15.23913043478261,18.167392367108853,7,17.285714285714285,28.153173633180124,0,,47.0,8,47.0,0,0.8030000000000002,37500,3,20,1.0,344.41340362761605,False,0.06536033205547952,46,3.648000000000001,26808.0,191,0,0.0,1910.0000000000002,False,-0.21486948898504002,0,0.2,49508,160,87,1.0,4095.8703649593986,False,-0.005057408960598678,5,4.336000000000001,36399.0,286,0,0.0,4496.111671874909,False,-0.2541770072959694,0,0.2,62086,239,108,1.0,7382.549528122469,False,-0.024915135876230603,0,0.29900000000000004,67115,6,30,1.0,953.5995631980568,False,0.001983453135269706,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.5690000000000002,99291,41,15,1.0,1859.2801189603852,False,0.009444114898625105,0.625,477990,0.0,0.0,13,0,0,21,4,4.0,21,42,49,327.0,91.0,24,20,49,642,8.980871481995564,154.83975821483182
19,49,0,0,0,10.000000000000002,20,10.0,15.353778765908274,33,12.030303030303031,18.46929785652155,45,20.022222222222222,28.153173633180124,0,,47.0,9,47.0,0,0.8030000000000002,37622,4,17,1.0,301.01423902044064,False,0.06819680211278586,20,3.802000000000001,26383.0,200,0,0.0,2000.0000000000005,False,-0.225615791408614,0,0.2,49252,181,91,1.0,4459.740061572858,False,-0.006486741464617944,39,4.721000000000001,35955.0,288,0,0.0,4421.888284581582,False,-0.26346165150544615,0,0.2,61338,263,118,1.0,8179.499824980423,False,-0.030096505788932228,0,0.29900000000000004,66962,7,40,1.0,1255.4120303228558,False,0.0019524150606514837,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.5690000000000002,99714,31,16,1.0,1624.7483826285838,False,0.012523535663852699,0.625,476509,0.0,0.0,18,0,0,17,6,6.0,19,36,51,330.0,127.0,20,29,51,948,8.380951699975412,163.22070991480723
20,51,0,0,0,10.000000000000002,20,10.0,15.17709606678664,27,13.222222222222221,18.776783501479237,65,19.953846153846154,28.153173633180124,0,,46.99999999999999,10,47.0,0,0.8030000000000002,37532,3,27,1.0,439.7815938032393,False,0.0676137778032754,27,4.0520000000000005,25957.0,211,0,0.0,2110.0000000000005,False,-0.23610757614320863,0,0.2,49099,198,95,1.0,4788.859453864282,False,-0.006263658826428276,59,5.272000000000002,34484.0,288,0,0.0,4371.003667234552,False,-0.2923404640546281,0,0.2,60305,307,128,1.0,9368.078760001183,False,-0.036599967683586955,0,0.29900000000000004,66698,8,50,1.0,1557.87294967084,False,0.00028071503506497096,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.5690000000000001,100184,21,16,1.0,1343.2166462967825,False,0.01583965354741893,0.625,473542,0.0,0.0,15,0,0,24,8,8.0,15,39,40,306.0,111.0,22,29,40,874,9.003426948038395,172.22413686284563
21,40,0,0,0,10.000000000000002,20,10.0,15.17709606678664,0,,18.354128938399622,18,11.722222222222221,28.292018539699924,11,29.636363636363637,46.99999999999999,14,47.0,0,0.8030000000000002,37412,5,37,1.0,611.5525544711057,False,0.06664902794704777,0,4.025,25877.0,219,0,0.0,2190.0000000000005,False,-0.23723876587200587,0,0.2,49099,188,105,1.0,4780.477599087849,False,-0.006344536656298437,18,5.393000000000001,34088.0,288,0,0.0,4371.003667234552,False,-0.29998259613228456,0,0.2,60372,311,133,1.0,9470.972565622373,False,-0.03484410621703597,0,0.29900000000000004,66746,2,54,1.0,1564.4772590205953,False,0.0010412201593627368,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.5690000000000001,100516,22,12,1.0,1186.4244078733982,False,0.018394007070059275,0.625,473393,0.0,0.0,17,0,0,16,4,4.0,16,32,37,225.0,117.0,15,25,37,1184,7.507229322975036,179.73136618582066
22,37,0,0,0,10.000000000000002,20,10.0,16.035603759116142,37,22.83783783783784,17.943670661131502,18,11.777777777777779,27.95294481472613,3,16.0,47.0,13,47.0,0,0.8030000000000002,38152,1,15,1.0,250.53405638674212,False,0.08247128271806137,5,4.075000000000001,25687.0,233,0,0.0,2330.0000000000005,False,-0.24063233505839768,0,0.2,49054,183,115,1.0,4998.037613948377,False,-0.005113690088884456,18,5.5550000000000015,32894.0,320,0,0.0,5131.393202917166,False,-0.3156876644899729,0,0.2,60220,314,143,1.0,9631.583696101128,False,-0.035906907289712686,0,0.29900000000000004,66734,0,58,0.7,1621.2707992541157,False,0.001284286513490805,0,0.2,99283,0,0,0.0,0.0,False,0.0,1,0.5790000000000001,101023,15,10,1.0,889.2941722208919,False,0.02200424127101766,0.5875,473047,0.0,0.0,15,0,0,19,6,5.333333333333333,12,31,37,225.0,97.0,15,22,37,1518,7.610329809016548,187.3416959948372
23,37,0,0,0,10.000000000000002,20,10.0,16.62797419925817,35,21.65714285714286,17.680864266070202,15,13.133333333333333,29.181737691760237,15,37.2,46.99999999999999,12,47.0,15,0.9530000000000001,38461,2,10,1.0,186.2797419925817,False,0.09030117561710044,5,4.120000000000001,25542.0,242,0,0.0,2420.0000000000005,False,-0.24346030938039082,0,0.2,48679,194,124,1.0,5418.2541636487895,False,-0.008295822265923158,14,5.677000000000001,32270.0,334,0,0.0,5553.7433825522285,False,-0.3236544889560362,0,0.2,60610,313,142,1.0,9677.917267509925,False,-0.02978210688495119,0,0.29900000000000004,66705,0,60,0.6,1750.9042615056142,False,0.0018152351204127725,0,0.2,99283,0,0,0.0,0.0,False,0.0,2,0.5980000000000001,100915,20,10,1.0,1053.6347538352047,False,0.021744078814274412,0.575,472465,0.0,0.0,16,0,0,16,8,7.0625,16,32,30,225.0,92.0,15,22,30,1261,6.617167821968906,193.95886381680612
24,30,0,0,0,10.000000000000002,20,10.0,17.02755942501799,20,23.0,17.590368747163744,4,12.0,29.87683179332393,5,44.0,46.99999999999999,10,47.0,10,1.0380000000000003,38631,2,10,1.0,190.2755942501799,False,0.09516523280238373,0,4.115000000000001,25442.0,252,0,0.0,2520.0000000000005,False,-0.2448742965413874,0,0.2,48449,194,134,1.0,5660.455940573432,False,-0.010397391441454393,4,5.703000000000002,31984.0,344,0,0.0,5857.480442206189,False,-0.326243000094502,0,0.2,60782,307,147,1.0,9792.137478997887,False,-0.026385769819755458,0,0.29900000000000004,66705,0,60,0.0,1792.6099075994357,False,0.0021243581754530816,0,0.2,99283,0,0,0.0,0.0,False,0.0,0,0.5960000000000001,101165,15,10,1.0,918.1524768998588,False,0.02357982976390646,0.5,472441,0.0,0.0,15,0,0,12,2,2.0,15,27,43,189.0,111.0,13,17,43,1120,6.682687413995154,200.64155123080127
