index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,32,0,0,0,10.000000000000002,20,10.0,26.59922479723684,49,34.0,30.056018757468575,37,30.405405405405407,54.38784526352301,3,67.66666666666667,60.99999999999999,20,61.0,30,0.7160000000000002,66831,1,10,1.0,275.9922479723684,False,0.03604628976293241,0,1.397,61320,112,0,0.0,1120.0000000000002,False,-0.0426832098268847,0,0.29000000000000004,102512,155,51,1.0,5655.736800202607,False,-0.01892608501190904,37,2.307000000000001,98878.0,59,0,0.0,1569.3542630369736,False,-0.07180012357487531,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,127583,152,79,1.0,8865.154626953541,False,-0.015727289368299972,13,0.6900000000000002,178291,0,2,0.2,121.99999999999999,False,-0.008665395667857996,5,0.7630000000000001,178449,0,1,0.1,60.99999999999999,False,-0.007956711929787506,0.4125,949125,0.0,0.0,14,0,0,19,13,12.882352941176471,14,33,28,243.0,78.0,16,16,28,1103,4.421683092950843,71.83192410581978
11,28,0,0,0,10.000000000000002,20,10.0,26.20418732842553,20,22.0,30.21763800434432,42,30.952380952380953,55.37188480899374,4,67.5,61.0,20,61.0,0,0.686,66731,1,20,1.0,534.0837465685106,False,0.036495643083653086,20,1.5970000000000002,61140,122,0,0.0,1220.0000000000002,False,-0.044694379554139144,0,0.29000000000000004,102072,165,61,1.0,6166.966827455216,False,-0.020643338917710346,42,2.690000000000001,97809.0,59,0,0.0,1546.0470523771062,False,-0.08186469911905754,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,126553,184,85,1.0,10266.655601563823,False,-0.018182085362297092,7,0.7470000000000001,178154,0,2,0.2,122.0,False,-0.009426883292294524,10,0.8580000000000003,178145,0,2,0.2,122.0,False,-0.009476908026746557,0.425,945865,0.0,0.0,14,0,0,15,12,11.0,15,30,26,219.0,90.0,13,15,26,470,4.526995657011867,76.35891976283165
12,26,0,0,0,10.000000000000002,20,10.0,25.87318776859261,5,12.0,30.11950580033772,55,29.745454545454546,55.60934171707743,1,67.0,60.999999999999986,20,61.0,0,0.6860000000000002,66641,0,30,1.0,776.1956330577783,False,0.03697609518292182,5,1.6270000000000002,60960,133,0,0.0,1330.0000000000002,False,-0.04662819659957611,0,0.29000000000000004,102168,160,68,1.0,6187.836437397783,False,-0.019652067403989018,52,3.1680000000000015,95725.0,59,0,0.0,1526.518078346964,False,-0.10136479678898144,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,124984,229,94,1.0,12124.644949682617,False,-0.022953793291024753,7,0.8100000000000003,178085,0,1,0.1,60.999999999999986,False,-0.009979934523180906,9,0.9380000000000002,178067,0,0,0.0,0.0,False,-0.010249512258839093,0.3875,941891,0.0,0.0,11,0,0,14,14,13.333333333333332,16,30,26,186.0,72.0,12,14,26,545,6.190040094952565,82.54895985778421
13,26,0,0,0,10.000000000000002,20,10.0,25.591653797403776,4,12.0,30.11950580033772,0,,55.60934171707743,0,,61.0,20,61.0,0,0.6860000000000002,66571,0,37,0.7,946.8911905039397,False,0.03721353355175612,4,1.6620000000000001,60774,146,0,0.0,1460.0000000000002,False,-0.04850013149955909,0,0.29000000000000004,102120,154,78,1.0,6290.436137226523,False,-0.01962133453215677,0,3.116000000000001,95725.0,59,0,0.0,1509.9075740468227,False,-0.10144214704929214,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,124984,219,104,1.0,12379.543308850014,False,-0.02200356641621611,7,0.8730000000000002,178012,0,0,0.0,0.0,False,-0.010555218969379304,12,1.0490000000000002,177764,0,0,0.0,0.0,False,-0.011933678318724258,0.3375,941211,0.0,0.0,9,0,0,15,9,8.5,14,29,27,183.0,105.0,11,15,27,200,5.8183744849520735,88.36733434273629
14,27,0,0,0,10.000000000000002,20,10.0,25.19165822048273,5,11.0,29.404485596458784,23,22.0,59.78919181982679,20,69.0,60.99999999999999,20,61.0,0,0.6860000000000002,66471,0,47,1.0,1184.0079363626883,False,0.03750064153500751,5,1.7080000000000002,60599,156,0,0.0,1560.0000000000002,False,-0.050433948544996055,0,0.29000000000000004,102221,149,85,1.0,6252.938350550923,False,-0.01885529583806338,20,3.316000000000001,94975.0,59,0,0.0,1486.307835008481,False,-0.10853710541384866,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,125858,232,94,1.0,12442.024689442156,False,-0.015254334801706883,10,0.9660000000000002,176406,10,10,1.0,1207.8919181982678,False,-0.016124939780785323,10,1.1370000000000002,177528,0,0,0.0,0.0,False,-0.013245438022133165,0.5,939319,0.0,0.0,11,0,0,16,14,14.0,14,30,25,189.0,132.0,13,14,25,1736,7.117324165010359,95.48465850774664
15,25,0,0,0,10.000000000000002,20,10.0,25.759120466720663,38,28.210526315789473,28.28893383512848,25,17.8,59.92915230102801,1,68.0,61.0,20,61.0,0,0.686,67363,2,24,1.0,638.218891201296,False,0.047078535336262224,5,1.7530000000000001,60449,164,0,0.0,1640.0000000000002,False,-0.052135707544980585,0,0.29000000000000004,102101,149,95,1.0,6525.557663878584,False,-0.01870339723634387,25,3.546000000000001,92983.0,87,0,0.0,2241.043480604698,False,-0.12357484502195772,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,125481,247,103,1.0,13160.06934428262,False,-0.015388371503140295,1,0.9660000000000002,177005,0,10,1.0,610.0,False,-0.014457148256638004,9,1.217,177267,0,1,0.1,61.0,False,-0.014526627054488053,0.5125,937910,0.0,0.0,17,0,0,16,11,10.333333333333334,13,29,32,186.0,114.0,12,13,32,1768,7.976782810990699,103.46144131873734
16,32,0,0,0,10.000000000000002,20,10.0,24.56891550750697,66,21.28787878787879,27.27670504234183,25,17.8,59.92915230102801,0,,60.99999999999999,20,61.0,6,0.7460000000000002,68167,0,8,0.8,196.55132406005575,False,0.05610042949349496,36,2.1080000000000005,59312,178,0,0.0,1780.0000000000002,False,-0.06864276984483052,0,0.29000000000000004,101511,169,100,1.0,6879.81722500286,False,-0.022548628948874667,20,3.721000000000001,91513.0,123,0,0.0,3021.976607423357,False,-0.133628987969753,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,125036,262,113,1.0,13918.490931109725,False,-0.015878878169208948,2,0.9850000000000001,177593,0,0,0.0,0.0,False,-0.012884148273312915,7,1.2780000000000002,177202,0,0,0.0,0.0,False,-0.01505744507006242,0.35,935595,0.0,0.0,14,0,0,20,13,12.066666666666666,15,35,34,231.0,136.0,17,15,34,1415,9.12615496799117,112.58759628672851
17,34,0,0,0,10.000000000000002,20,10.0,24.63686300642187,39,25.025641025641026,26.936309834741778,10,19.0,60.84563850731228,9,66.22222222222223,60.99999999999999,20,61.0,6,0.8,68407,0,8,0.8,197.09490405137495,False,0.05981756295774506,25,2.3220000000000005,58932,190,0,0.0,1900.0000000000002,False,-0.07359334148114915,0,0.29000000000000004,100535,198,110,1.0,7841.092957093126,False,-0.027162142098996395,10,3.8010000000000015,91238.0,123,0,0.0,3030.33414978989,False,-0.13615125847618614,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,125442,262,114,1.0,13993.715966535947,False,-0.012571422305550922,7,1.0530000000000002,177477,0,0,0.0,0.0,False,-0.013528911517361361,13,1.401,176253,0,9,0.9,548.9999999999999,False,-0.018806521002051015,0.4625,933545,0.0,0.0,10,0,0,14,13,12.428571428571429,16,30,36,237.0,150.0,14,20,36,796,7.565808365994599,120.15340465272311
18,36,0,0,0,10.000000000000002,20,10.0,24.63686300642187,0,,27.28878402404822,3,53.0,60.84563850731228,0,,60.99999999999999,20,61.0,0,0.7940000000000003,68327,0,16,0.8,394.1898081027499,False,0.06010450198875881,0,2.2970000000000006,58812,202,0,0.0,2020.0000000000005,False,-0.07452157366295889,0,0.29000000000000004,100694,188,117,1.0,7824.517976020954,False,-0.02575849394618263,0,3.7910000000000017,91238.0,123,0,0.0,3030.33414978989,False,-0.13615125847618614,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,125283,255,124,1.0,14503.499101039019,False,-0.011856480518027877,11,1.1560000000000004,177221,0,0,0.0,0.0,False,-0.014951837297330347,0,1.3880000000000003,176802,0,0,0.0,0.0,False,-0.017280766601263958,0.35,933638,0.0,0.0,12,0,0,17,4,4.0,19,36,46,267.0,126.0,19,17,46,908,9.83778642397374,129.99119107669685
19,46,0,0,0,10.000000000000002,20,10.0,23.841619469335594,15,11.333333333333334,27.925532143220227,42,30.952380952380953,60.84563850731228,0,,60.999999999999986,20,61.0,0,0.794,68302,0,19,0.8,452.99076991737627,False,0.060172579788652196,10,2.3970000000000007,58517,214,0,0.0,2140.0000000000005,False,-0.07815714970838039,0,0.29000000000000004,100524,193,127,1.0,8147.975139770739,False,-0.02583552909617617,42,4.211000000000002,90169.0,123,0,0.0,2932.519194728278,False,-0.14656279479413495,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,123983,287,134,1.0,16167.943285084051,False,-0.015344107045353071,10,1.245,177006,0,0,0.0,0.0,False,-0.016146872620351173,10,1.4880000000000002,176567,0,0,0.0,0.0,False,-0.01858696800084486,0.35,930329,0.0,0.0,9,0,0,17,13,13.0,21,38,32,340.0,129.0,22,24,32,255,8.043696634995285,138.03488771169214
20,32,0,0,0,10.000000000000002,20,10.0,24.233599964343522,32,27.0,28.05219274890629,47,28.638297872340427,61.421831732696276,7,66.0,60.999999999999986,20,61.0,4,0.8340000000000003,68904,0,5,0.5,121.16799982171761,False,0.06691910456397619,9,2.4770000000000003,58217,229,0,0.0,2290.0000000000005,False,-0.08163802039016693,0,0.29000000000000004,100232,202,134,1.0,8654.181021150835,False,-0.026197793553483024,44,4.609000000000002,87995.0,136,0,0.0,3295.769595150719,False,-0.16511860822583765,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,123099,324,137,1.0,17503.701398025027,False,-0.01695544679207816,16,1.3950000000000002,176039,0,7,0.7,426.9999999999999,False,-0.020335054554752072,4,1.5180000000000002,176523,0,0,0.0,0.0,False,-0.01883153336927703,0.4,926270,0.0,0.0,11,0,0,20,16,15.4,14,34,27,258.0,77.0,16,16,27,1234,8.427590132050682,146.46247784374282
21,27,0,0,0,10.000000000000002,20,10.0,23.537536801773996,14,12.0,28.05219274890629,0,,61.421831732696276,0,,60.99999999999999,20,61.0,0,0.8300000000000001,68774,3,15,1.0,383.06305202660997,False,0.0669337633009995,14,2.6080000000000005,57877,236,0,0.0,2360.0000000000005,False,-0.08635653398103313,0,0.29000000000000004,100064,206,144,1.0,8888.248337007948,False,-0.026672464250419373,0,4.565000000000001,87995.0,136,0,0.0,3201.105005041263,False,-0.1655594335346214,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,123099,314,147,1.0,17837.397787862927,False,-0.015711471433875402,5,1.4290000000000003,176395,0,0,0.0,0.0,False,-0.019542996259261525,8,1.5940000000000003,176374,0,0,0.0,0.0,False,-0.019659720639649606,0.375,925839,0.0,0.0,10,0,0,18,8,8.0,15,33,31,199.0,81.0,15,12,31,627,8.07180235098349,154.5342801947263
22,31,0,0,0,10.000000000000002,20,10.0,24.16091070046744,37,27.89189189189189,27.898118215153275,13,25.076923076923077,62.363849203979356,8,69.0,61.0,20,61.0,12,0.9500000000000002,69226,7,10,1.0,311.6091070046744,False,0.07337373030991107,10,2.694000000000001,57642,242,0,0.0,2420.0000000000005,False,-0.08952799393554975,0,0.29000000000000004,100105,206,151,1.0,9189.763454784435,False,-0.024886546516855252,10,4.665000000000002,86783.0,163,0,0.0,3938.2284441761926,False,-0.17341472430346738,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,123325,317,149,1.0,18135.917005596515,False,-0.012913636512221778,9,1.5140000000000002,176200,0,0,0.0,0.0,False,-0.020626865505722274,11,1.6960000000000004,175556,0,8,0.8,488.0,False,-0.022850187036923812,0.475,924098,0.0,0.0,11,0,0,17,15,14.846153846153847,15,32,28,225.0,92.0,15,16,28,1350,10.552073483995628,165.08635367872193
23,28,0,0,0,10.000000000000002,20,10.0,24.409088091335196,30,26.333333333333332,27.898118215153275,0,,63.21560461046185,17,66.11764705882354,60.99999999999999,20,61.0,10,1.0380000000000003,69566,5,10,1.0,294.09088091335195,False,0.07849820449661458,10,2.7840000000000003,57342,254,0,0.0,2540.0000000000005,False,-0.09324092266278872,0,0.29000000000000004,99995,206,161,1.0,9519.869179454727,False,-0.024373816360621393,0,4.655000000000002,86103.0,183,0,0.0,4466.863120714341,False,-0.1772861494583581,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,124449,307,142,1.0,17541.33814673764,False,-0.006749904392403876,10,1.6050000000000002,175386,0,9,0.9,548.9999999999999,False,-0.023625570420930348,2,1.7050000000000003,175494,0,8,0.8,487.99999999999994,False,-0.02319480187426005,0.5875,923596,0.0,0.0,15,0,0,16,8,7.4,17,33,31,243.0,66.0,16,12,31,1969,8.172911734960508,173.25926541368244
24,31,0,0,0,10.000000000000002,20,10.0,23.968186852041235,25,19.8,27.261131081028164,15,17.666666666666668,63.21560461046185,0,,60.99999999999999,20,61.0,0,1.0280000000000002,69486,3,20,1.0,509.36373704082473,False,0.07892575486193174,25,3.0240000000000005,56957,266,0,0.0,2660.0000000000005,False,-0.09826884698092483,0,0.29000000000000004,99500,221,171,1.0,9958.622709156929,False,-0.02694080994506521,15,4.8050000000000015,85608.0,183,0,0.0,4386.178193923546,False,-0.18227201601011644,0,0.2,135261,0,0,0.0,0.0,False,0.008469711090400745,0,0.2,124184,312,152,1.0,18114.24479807099,False,-0.006589954154441812,1,1.6050000000000002,175924,0,0,0.0,0.0,False,-0.022160957362251335,2,1.7230000000000003,175960,0,0,0.0,0.0,False,-0.021960858424443196,0.375,922880,0.0,0.0,17,0,0,13,7,6.5,19,32,36,225.0,123.0,15,16,36,1176,9.035027882026043,182.29429329570848
