index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,37,0,0,0,10.000000000000002,20,10.0,24.99901624955456,1,12.0,26.928353999966095,36,27.666666666666668,50.843152033497766,2,68.0,53.00000000000001,20,53.0,1,0.7320000000000002,27130,113,0,0.0,1130.0000000000002,False,-0.0518008764721994,0,0.5690000000000002,30651,1,20,1.0,509.9803249910912,False,0.05813442079209619,5,0.41200000000000003,45356,19,10,1.0,744.2648487411976,False,-0.007722150326130615,6,1.1960000000000002,41792,104,0,0.0,2599.897689953674,False,-0.06492602975052426,0,0.2,54851,111,51,1.0,5582.048047704622,False,-0.018708840097167036,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,11,0.7420000000000002,73925,6,0,0.0,305.0589122009866,False,-0.01613014057136881,9,0.9380000000000002,72350,18,0,0.0,915.1767366029597,False,-0.03299702002468412,0.375,405268,0.0,0.0,13,0,0,13,14,13.166666666666668,31,44,29,366.0,120.0,22,15,29,336,2.604736252047587,42.14884108712431
11,29,0,0,0,10.000000000000002,20,10.0,26.17653284178808,24,33.083333333333336,28.370271036851086,41,33.75609756097561,54.325343847078926,10,68.6,53.00000000000001,20,53.0,2,0.7510000000000001,26987,124,0,0.0,1240.0000000000002,False,-0.054813749657628044,2,0.5890000000000002,31275,0,10,1.0,261.7653284178808,False,0.07524933799674544,31,0.7170000000000001,44897,21,10,1.0,833.4099000460606,False,-0.016715021482010508,0,1.1900000000000002,41395,116,0,0.0,3036.4778096474174,False,-0.0688039470353331,0,0.2,54153,142,51,1.0,6799.171023433879,False,-0.020231430998502897,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,7,0.8010000000000002,73185,15,0,0.0,814.8801577061839,False,-0.022572915065968615,13,1.0590000000000002,71960,19,0,0.0,1032.1815330944996,False,-0.03739984637747373,0.375,403065,0.0,0.0,15,0,0,12,18,16.848484848484848,31,43,26,264.0,78.0,18,11,26,1271,2.471414028957952,44.62025511608226
12,26,0,0,0,10.000000000000002,20,10.0,26.17653284178808,0,,30.433878069779713,54,37.111111111111114,51.894161123318916,4,24.0,53.00000000000001,20,53.0,0,0.7490000000000001,26877,135,0,0.0,1350.0000000000002,False,-0.056696795398520954,0,0.5870000000000002,31185,0,19,0.9,497.35412399397353,False,0.07620094022175386,44,1.1260000000000003,44674,11,10,1.0,592.2806419574661,False,-0.024170203954111378,0,1.1900000000000002,41395,116,0,0.0,3036.4778096474174,False,-0.0688039470353331,0,0.2,52245,186,57,1.0,8618.668505008205,False,-0.03722554514727191,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,8,0.8740000000000001,73042,15,0,0.0,778.4124168497838,False,-0.02471436263580606,12,1.1660000000000004,71575,23,0,0.0,1193.5657058363352,False,-0.04144154952826102,0.3625,400206,0.0,0.0,12,0,0,11,17,16.09090909090909,28,39,25,210.0,78.0,15,11,25,296,2.0492521279957145,46.66950724407798
13,25,0,0,0,10.000000000000002,20,10.0,26.64144119258109,11,32.90909090909091,30.0916086230841,5,16.0,52.245015854135005,1,68.0,53.00000000000001,20,53.0,1,0.7590000000000001,26741,147,0,0.0,1470.0000000000002,False,-0.05929882224048206,0,0.5870000000000002,31455,0,17,0.8,452.90450027387857,False,0.08468406772586069,0,1.0820000000000003,44662,2,20,1.0,655.1150548468441,False,-0.02374886018089963,5,1.2400000000000002,40945,126,0,0.0,3356.8215902652173,False,-0.0750930736235438,0,0.2,52233,181,66,1.0,8894.752207151132,False,-0.03507982323120875,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,8,0.9460000000000002,72827,16,0,0.0,835.9202536661601,False,-0.02718801297836326,12,1.274,71299,23,0,0.0,1201.635364645105,False,-0.04505368854164385,0.35,399375,0.0,0.0,15,0,0,9,14,14.0,30,39,16,261.0,84.0,17,8,16,618,1.9556404770119116,48.62514772108989
14,16,0,0,0,10.000000000000002,20,10.0,26.64245449043184,6,26.666666666666668,29.512432247953413,33,26.181818181818183,59.12055967878055,41,66.04878048780488,53.00000000000001,20,53.0,1,0.768,26595,160,0,0.0,1600.0000000000002,False,-0.062072035058887975,0,0.5870000000000002,31533,0,19,0.7,506.206635318205,False,0.08826702676181529,0,1.0820000000000003,44514,0,27,0.7,796.8356706947421,False,-0.025422753334186074,33,1.565,40257,127,0,0.0,3383.591720284844,False,-0.08973188394795537,0,0.2,54077,204,35,1.0,8089.755767339815,False,-0.01053986340597018,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,13,1.068,71931,25,0,0.0,1478.0139919695139,False,-0.03482432401869042,7,1.3320000000000003,69070,55,0,0.0,3251.6307823329303,False,-0.06104479372089371,0.3,397190,0.0,0.0,17,0,0,6,14,14.0,25,31,20,129.0,54.0,8,8,20,3056,1.9713813550188206,50.59652907610871
15,20,0,0,0,10.000000000000002,20,10.0,27.419439813915073,18,33.22222222222222,29.512432247953413,0,,59.12055967878055,0,,53.00000000000001,20,53.0,1,0.7770000000000001,26449,173,0,0.0,1730.0000000000002,False,-0.0648452478772939,0,0.5870000000000002,32049,0,9,0.7,246.77495832523564,False,0.10149231303624413,0,1.0820000000000003,44502,0,28,0.1,826.3481029426955,False,-0.02536294480793018,0,1.532,39671,144,0,0.0,3948.3993332037703,False,-0.09631977114395708,0,0.2,54077,194,45,1.0,8385.837041648087,False,-0.008019636696276108,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,8,1.1350000000000002,71784,25,0,0.0,1478.0139919695139,False,-0.03677672267990277,12,1.4450000000000003,68788,55,0,0.0,3251.6307823329303,False,-0.06479021156077046,0.22499999999999998,396533,0.0,0.0,13,0,0,5,13,13.0,28,33,25,132.0,63.0,9,11,25,786,1.7729144309996627,52.36944350710837
16,25,0,0,0,10.000000000000002,20,10.0,25.50185966905559,36,18.194444444444443,28.630472922798333,14,16.0,59.12055967878055,0,,53.0,20,53.0,27,1.0460000000000003,25877,184,0,0.0,1840.0000000000002,False,-0.08254587784168721,0,0.5870000000000002,32265,0,9,0.9,229.51673702150032,False,0.1085921106721018,0,1.0820000000000003,44184,0,38,1.0,1087.9579710663365,False,-0.029424985124269394,14,1.6720000000000002,38959,170,0,0.0,4335.31614373945,False,-0.10757186720185483,0,0.2,53853,198,55,1.0,8920.464421047,False,-0.007282269445132023,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,9,1.217,71614,25,0,0.0,1478.0139919695139,False,-0.03903459868266535,11,1.5430000000000004,68547,55,0,0.0,3251.6307823329303,False,-0.06799108283527505,0.3625,394512,0.0,0.0,13,0,0,5,17,17.0,29,34,20,201.0,69.0,12,13,20,506,1.7108111550332978,54.08025466214167
17,20,0,0,0,10.000000000000002,20,10.0,26.220602339129574,18,32.44444444444444,28.374073429747416,4,16.0,60.73321602377694,28,65.0,53.0,20,53.0,1,1.0290000000000001,25771,193,0,0.0,1930.0000000000005,False,-0.08463434675431389,8,0.667,32483,1,10,1.0,272.20602339129573,False,0.11678659996219003,0,1.0820000000000003,44084,0,40,0.6,1134.9629371898966,False,-0.03108494339478027,0,1.6580000000000004,38539,182,0,0.0,4772.149625721582,False,-0.11194612418928937,0,0.2,55609,192,37,1.0,7694.951091391251,False,0.012180173059628307,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,10,1.308,69589,53,0,0.0,3218.860449260178,False,-0.05436925271436416,10,1.6320000000000001,68339,55,0,0.0,3340.3268813077316,False,-0.07016464643449682,0.325,393627,0.0,0.0,15,0,0,6,15,14.75,28,34,21,147.0,63.0,9,11,21,2364,1.7483236989937723,55.82857836113544
18,21,0,0,0,10.000000000000002,20,10.0,27.127774618382926,16,36.0,28.101124884786184,4,16.0,60.73321602377694,0,,53.00000000000001,20,53.0,0,1.0280000000000002,25691,201,0,0.0,2010.0000000000005,False,-0.08600383456587236,6,0.7190000000000001,32771,3,10,1.0,301.27774618382927,False,0.12714457933072834,0,1.0820000000000003,43572,6,46,1.0,1455.418392410462,False,-0.03871822766675573,0,1.6580000000000001,38539,182,0,0.0,4937.254980545693,False,-0.11015477193227916,0,0.2,55545,186,47,1.0,8081.2703816877465,False,0.014378971941980451,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,11,1.4080000000000001,69345,53,0,0.0,3218.860449260178,False,-0.057609968859505735,9,1.7120000000000004,68164,55,0,0.0,3340.3268813077316,False,-0.07248893055498772,0.375,392840,0.0,0.0,12,0,0,5,14,13.375,28,33,27,186.0,57.0,12,9,27,264,1.7202265979722142,57.548804959107656
19,27,0,0,0,10.000000000000002,20,10.0,26.14517142614484,45,22.755555555555556,28.101124884786184,0,,60.73321602377694,0,,53.000000000000014,20,53.0,25,1.2780000000000002,25201,210,0,0.0,2100.0000000000005,False,-0.10123938646946042,10,0.8130000000000002,33081,4,10,1.0,301.4517142614484,False,0.13776108795983036,0,1.0820000000000003,42910,30,56,1.0,2358.018136332372,False,-0.043290316201584446,0,1.6580000000000001,38177,193,0,0.0,5046.018085245954,False,-0.11682994005244814,0,0.2,55545,176,57,1.0,8407.591293077654,False,0.017156596696325004,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,12,1.5170000000000001,69067,53,0,0.0,3218.860449260178,False,-0.061302260205199834,8,1.7830000000000004,68021,55,0,0.0,3340.3268813077316,False,-0.0743882027220174,0.375,391215,0.0,0.0,12,0,0,10,15,15.0,24,34,24,207.0,84.0,14,13,24,550,2.0287410030141473,59.5775459621218
20,24,0,0,0,10.000000000000002,20,10.0,26.56636205172739,9,35.0,27.402467222539993,10,16.0,60.73321602377694,0,,53.00000000000002,20,53.0,0,1.2530000000000001,25121,218,0,0.0,2180.0000000000005,False,-0.1026088742810189,0,0.8030000000000002,33276,6,11,1.0,352.22998256900127,False,0.14530659378541835,0,1.0820000000000003,42755,29,56,1.0,2304.962663962334,False,-0.04722937826618424,0,1.6580000000000001,38177,193,0,0.0,5127.307875983386,False,-0.115947965931957,0,0.2,55385,176,67,1.0,8891.959704760095,False,0.018555691125109363,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,11,1.6150000000000002,68826,53,0,0.0,3218.860449260178,False,-0.06450313147970443,9,1.8650000000000002,67843,55,0,0.0,3340.3268813077316,False,-0.07675233171314529,0.375,390596,0.0,0.0,14,0,0,7,12,12.0,28,35,15,176.0,96.0,12,12,15,675,1.5958335080067627,61.173379470128566
21,15,0,0,0,10.000000000000002,20,10.0,26.906573572246977,10,32.7,27.145315539271703,35,26.0,60.86673019611827,2,67.0,53.00000000000002,20,53.0,1,1.2630000000000003,25035,225,0,0.0,2250.0000000000005,False,-0.10435497124075596,0,0.8030000000000002,33461,9,12,1.0,412.87888286696375,False,0.15267869903565742,0,1.0820000000000003,42823,20,61,1.0,2193.9957193405135,False,-0.04695777580786701,30,1.9580000000000002,37427,202,0,0.0,5435.127861593889,False,-0.1288828241733151,0,0.2,54609,201,75,1.0,10021.213188102483,False,0.014957297186824224,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,7,1.6740000000000004,68639,54,0,0.0,3286.8034305903866,False,-0.06653559853244435,13,1.9860000000000004,67456,56,0,0.0,3408.536890982623,False,-0.08143935019004263,0.375,388663,0.0,0.0,12,0,0,3,15,15.0,25,28,22,93.0,87.0,6,9,22,729,2.11458016600227,63.287959636130836
22,22,0,0,0,10.000000000000002,20,10.0,26.906573572246977,0,,26.71661933488616,33,24.484848484848484,54.9966403849487,16,24.0,53.00000000000002,20,53.0,0,1.2620000000000002,24945,234,0,0.0,2340.0000000000005,False,-0.10589564502875924,0,0.8030000000000002,33351,10,22,1.0,691.9446185894335,False,0.15368982160006564,0,1.0820000000000003,43487,10,47,1.0,1524.7468444621193,False,-0.039810489058435476,9,2.0180000000000002,37219,202,0,0.0,5435.127861593889,False,-0.1333963212655814,0,0.2,54185,224,69,1.0,9779.29091757596,False,0.0056799417576816535,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,9,1.7570000000000001,68280,62,0,0.0,3409.7917038668193,False,-0.07048695941224284,11,2.0830000000000006,67040,64,0,0.0,3519.7849846367167,False,-0.08622572793499507,0.375,387720,0.0,0.0,17,0,0,7,11,11.0,31,38,22,237.0,69.0,14,8,22,1248,1.5349762089899741,64.82293584512081
23,22,0,0,0,10.000000000000002,20,10.0,28.474658911267266,37,35.351351351351354,26.71661933488616,0,,55.12791316947566,1,67.0,53.00000000000002,20,53.0,1,1.2720000000000002,24819,245,0,0.0,2450.0000000000005,False,-0.10832648589427554,14,0.9430000000000003,34165,9,10,1.0,374.74658911267267,False,0.17612891312504583,0,1.0820000000000003,42827,19,57,1.0,2063.865821402589,False,-0.048282854988688124,0,2.0090000000000003,36571,220,0,0.0,6264.424960478798,False,-0.13845993229234885,0,0.2,54252,214,78,1.0,10017.333764884741,False,0.008846748990353733,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,14,1.8880000000000003,67839,63,0,0.0,3473.058529676967,False,-0.0759240123142103,6,2.132,66946,64,0,0.0,3528.1864428464423,False,-0.0874184080456992,0.375,386632,0.0,0.0,13,0,0,5,16,15.777777777777779,27,32,23,165.0,96.0,10,12,23,915,1.5509625150007196,66.37389836012153
24,23,0,0,0,10.000000000000002,20,10.0,28.766489196800524,10,34.0,26.324513817290608,7,16.0,55.12791316947566,0,,53.00000000000002,20,53.0,0,1.2710000000000001,24719,255,0,0.0,2550.0000000000005,False,-0.11003834565872364,0,0.9290000000000003,34405,9,10,1.0,377.66489196800524,False,0.18439579724678173,0,1.0820000000000003,42939,9,60,1.0,1838.3692318086412,False,-0.04829909261556463,0,2.0090000000000003,36231,230,0,0.0,6616.292515264121,False,-0.14202008815137437,0,0.2,54140,211,88,1.0,10405.728774362176,False,0.010246069818033153,0,0.2,59213,0,0,0.0,0.0,False,0.008035273488704652,11,1.9840000000000004,67595,63,0,0.0,3473.058529676967,False,-0.07916472845935188,9,2.2160000000000006,66777,64,0,0.0,3528.1864428464423,False,-0.08966300242491611,0.375,386019,0.0,0.0,12,0,0,6,10,10.0,28,34,21,219.0,75.0,13,10,21,652,1.542529430007562,67.91642779012909
