index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,22,0,0,0,10.000000000000002,20,10.0,10.160402761114153,13,10.23076923076923,19.262206041134416,7,27.857142857142858,36.81429595937731,16,49.125,48.0,20,48.0,8,0.883,50992,120,0,0.0,1200.0000000000002,False,-0.0299338146811071,5,0.8260000000000001,50836,100,0,0.0,1000.0000000000002,False,-0.034747292418772564,0,0.2,83644,13,53,1.0,1152.9821560746082,False,0.015108309063088974,2,0.7780000000000002,80433,43,0,0.0,436.89731872790856,False,-0.02790930539414515,1,0.23700000000000002,110432,20,10,1.0,753.3870804164615,False,0.006519093660773641,0,0.2,110463,0,5,0.0,184.07147979688656,False,0.004215019755460926,2,0.6160000000000001,136721,0,1,0.1,48.0,False,-0.0008402747333041064,8,0.8470000000000002,133488,44,0,0.0,1619.8290222126018,False,-0.018720484355499802,0.2625,757009,0.0,0.0,18,0,0,13,12,10.833333333333334,18,31,24,216.0,68.0,14,8,24,1464,2.157099246047437,55.210713368840516
11,24,0,0,0,10.000000000000002,20,10.0,9.942796094617178,8,7.0,20.349460050604183,5,38.0,34.46693350419578,24,27.25,48.0,20,48.0,0,0.8750000000000002,50882,131,0,0.0,1310.0000000000002,False,-0.030967960288808664,8,0.901,50614,109,0,0.0,1090.0000000000002,False,-0.038075361010830325,0,0.2,83829,8,58,1.0,1259.8110516919799,False,0.01798191480764623,0,0.7760000000000002,80382,46,0,0.0,457.36862035239017,False,-0.028400637480248875,14,0.37600000000000006,110262,15,10,1.0,649.9112358010204,False,0.004504960604413765,0,0.2,110463,0,5,0.0,172.33466752097888,False,0.004161714706565368,8,0.6940000000000002,136215,5,10,1.0,652.3346675209789,False,-0.002329626379069834,11,0.9490000000000003,133044,53,0,0.0,1826.7474757223763,False,-0.02120872615913197,0.375,755691,0.0,0.0,12,0,0,14,14,13.466666666666667,20,34,22,201.0,90.0,14,10,22,624,2.147986652329564,57.35870002117008
12,22,0,0,0,10.000000000000002,20,10.0,9.724161221839909,15,8.2,20.10313717874616,1,1.0,36.255859418477996,10,52.0,48.0,20,48.0,10,0.9750000000000001,50637,141,0,0.0,1410.0000000000002,False,-0.03463447653429603,5,0.9430000000000001,50425,119,0,0.0,1190.0000000000002,False,-0.04068892900120337,0,0.2,83730,11,68,1.0,1473.979101594978,False,0.01807935143849346,1,0.7860000000000003,80328,48,0,0.0,466.75973864831565,False,-0.0289949031624121,0,0.36200000000000004,110781,6,10,1.0,483.17741725725693,False,0.008461987888461581,0,0.2,110463,0,5,0.0,181.27929709238998,False,0.00420233850674613,2,0.706,136157,5,10,1.0,661.2792970923899,False,-0.0027207390870509804,8,1.0180000000000002,132921,53,0,0.0,1921.5605491793337,False,-0.021761067699914784,0.375,755442,0.0,0.0,15,0,0,15,10,10.0,15,30,24,175.0,84.0,14,8,24,1200,2.4598529767245054,59.818552997894585
13,24,0,0,0,10.000000000000002,20,10.0,9.647536041275421,22,9.272727272727273,18.38208769961526,7,1.0,36.255859418477996,0,,48.00000000000001,20,48.0,9,1.0550000000000002,50481,146,0,0.0,1460.0000000000002,False,-0.03709762334536703,13,1.068,50027,134,0,0.0,1340.0000000000002,False,-0.046762184115523464,0,0.2,83680,9,78,1.0,1520.630664941469,False,0.0177578474872026,7,0.8550000000000002,79958,62,0,0.0,598.1472345590761,False,-0.032662701829889666,0,0.36200000000000004,110774,3,20,1.0,780.2634514684057,False,0.009747678972252061,0,0.2,110463,0,5,0.0,181.27929709238998,False,0.00420233850674613,0,0.7040000000000002,136589,0,6,0.5,288.00000000000006,False,-0.0009279555750401871,11,1.12,132705,53,0,0.0,1921.5605491793337,False,-0.02333932285116424,0.3125,754677,0.0,0.0,14,0,0,16,15,15.0,18,34,20,213.0,67.0,16,8,20,632,2.6719187097623944,62.49047170765698
14,20,0,0,0,10.000000000000002,20,10.0,9.620921510478118,5,9.0,19.857084157471753,15,26.73333333333333,34.91540679400528,9,21.77777777777778,48.0,20,48.0,5,1.0960000000000003,50306,157,0,0.0,1570.0000000000002,False,-0.03935394103489771,0,1.0550000000000002,49937,143,0,0.0,1430.0000000000002,False,-0.04760830324909747,0,0.2,84015,4,78,1.0,1587.3362503247092,False,0.022197598143386555,5,0.8980000000000001,79820,62,0,0.0,596.4971336496433,False,-0.03433595806977682,0,0.36200000000000004,110569,8,21,1.0,892.0802159338848,False,0.008393420969624575,0,0.2,110463,0,5,0.0,174.57703397002638,False,0.004171898856264542,4,0.744,136713,0,8,0.8,384.0,False,0.0003288031565103025,10,1.2090000000000003,132460,54,0,0.0,1885.431966876285,False,-0.025261464391070212,0.35,754283,0.0,0.0,19,0,0,11,8,8.0,19,30,24,175.0,79.0,12,8,24,1064,2.1639784704893827,64.65445017814636
15,24,0,0,0,10.000000000000002,20,10.0,9.701229859950141,6,11.166666666666666,19.52258239194012,3,11.0,33.84472586629265,15,27.6,48.0,20,48.0,6,1.1510000000000002,50127,168,0,0.0,1680.0000000000002,False,-0.041685469314079425,0,1.0550000000000002,49847,152,0,0.0,1520.0000000000002,False,-0.04845442238267148,0,0.2,83965,0,87,0.9,1698.4646680987903,False,0.02226466346920329,3,0.9230000000000003,79743,63,0,0.0,611.1774811768589,False,-0.03517556690505348,0,0.36200000000000004,110950,1,16,1.0,561.0381962526225,False,0.010350701675217002,0,0.2,110463,0,5,0.0,169.22362933146326,False,0.0041475853127478585,2,0.76,137026,0,1,0.1,48.0,False,0.0013882799941546105,10,1.2990000000000002,131918,68,0,0.0,2301.4413589079,False,-0.02770188017350612,0.25,754039,0.0,0.0,13,0,0,16,10,9.5,20,36,21,200.0,87.0,15,9,21,950,2.0564648136496544,66.71091499179602
16,21,0,0,0,10.000000000000002,20,10.0,9.725749486930525,2,11.0,19.651086192774855,12,20.416666666666668,33.63188752098175,1,14.0,48.0,20,48.0,0,1.1450000000000002,50037,177,0,0.0,1770.0000000000002,False,-0.04253158844765343,2,1.0750000000000002,49715,163,0,0.0,1630.0000000000002,False,-0.04990222623345367,0,0.2,84165,0,82,0.0,1611.3890678075381,False,0.02415050000486655,7,0.9900000000000002,79543,65,0,0.0,632.1737166504842,False,-0.037459630234608396,0,0.36200000000000004,110719,3,25,1.0,899.7504466028684,False,0.009790766032658786,0,0.2,110463,0,5,0.0,168.15943760490876,False,0.004142752076032182,8,0.8380000000000001,136943,0,0,0.0,0.0,False,0.0006064591553412246,11,1.3990000000000002,131688,69,0,0.0,2320.6002389477408,False,-0.029312435193088845,0.125,753273,0.0,0.0,11,0,0,11,14,13.75,19,30,26,174.0,93.0,12,9,26,414,2.0603942247107625,68.77130921650678
17,26,0,0,0,10.000000000000002,20,10.0,8.725125067062118,24,4.75,17.943571069138315,30,13.666666666666666,33.575560272522765,3,32.0,48.0,20,48.0,5,1.1950000000000003,49897,185,0,0.0,1850.0000000000002,False,-0.044411853188929,19,1.2630000000000003,49125,175,0,0.0,1750.0000000000002,False,-0.0598676293622142,0,0.2,84431,14,82,1.0,1593.5245786082114,False,0.027248933784566293,20,1.1830000000000003,78838,65,0,0.0,567.1331293590376,False,-0.04634895121337973,0,0.36200000000000004,110405,23,32,1.0,1487.1200633109097,False,0.009606235129624113,0,0.2,110463,0,5,0.0,167.8778013626138,False,0.004141472969464351,10,0.9300000000000002,136778,0,0,0.0,0.0,False,-0.0005991524185298845,10,1.4880000000000002,131404,72,0,0.0,2417.440339621639,False,-0.031033755883305487,0.25,751341,0.0,0.0,12,0,0,17,17,17.0,21,38,23,251.0,53.0,19,7,23,676,2.2177175292745233,70.9890267457813
18,23,0,0,0,10.000000000000002,20,10.0,8.608562564366832,14,7.714285714285714,17.25640263407237,4,1.0,36.19900228528208,14,50.857142857142854,48.0,20,48.0,10,1.2900000000000003,49647,196,0,0.0,1960.0000000000005,False,-0.04807836943441637,4,1.2840000000000003,48955,184,0,0.0,1840.0000000000002,False,-0.06221796028880867,0,0.2,84323,18,92,1.0,1742.543168493261,False,0.026845270821490807,4,1.203,78715,65,0,0.0,559.556566683844,False,-0.04787712845659216,0,0.36200000000000004,111113,17,28,1.0,1306.9309087671286,False,0.01521891393831979,0,0.2,110463,0,5,0.0,180.99501142641037,False,0.004201047367298059,9,1.0100000000000002,136630,0,0,0.0,0.0,False,-0.0016805494666082127,11,1.5880000000000003,130473,86,0,0.0,3113.1141965342586,False,-0.03529477496516781,0.25,750319,0.0,0.0,13,0,0,12,15,15.0,19,31,22,228.0,117.0,14,9,22,912,2.1767737828195095,73.16580052860081
19,22,0,0,0,10.000000000000002,20,10.0,8.625690575773246,5,9.0,17.25640263407237,0,,34.80900376148544,19,28.736842105263158,48.0,20,48.0,5,1.33,49482,206,0,0.0,2060.0000000000005,False,-0.050240673886883275,0,1.2800000000000002,48855,194,0,0.0,1940.0000000000005,False,-0.06315809265944645,0,0.2,84278,13,102,1.0,1872.2870461604339,False,0.027084787000617307,0,1.199,78715,65,0,0.0,560.669887425261,False,-0.04787041903753744,0,0.36200000000000004,111659,7,19,1.0,782.16588990673,False,0.017795123533743566,0,0.2,110463,0,5,0.0,174.0450188074272,False,0.004169482604424666,8,1.0810000000000002,136502,0,0,0.0,0.0,False,-0.00261581177845974,12,1.697,129683,105,0,0.0,3654.9453949559716,False,-0.03908758806460623,0.25,749637,0.0,0.0,9,0,0,14,11,11.0,18,32,20,171.0,114.0,12,10,20,746,2.2810995830222964,75.44690011162311
20,20,0,0,0,10.000000000000002,20,10.0,8.348691981421618,10,5.5,17.094970680373315,14,16.071428571428573,34.64996522187316,4,31.0,48.0,20,48.0,5,1.3750000000000002,49307,217,0,0.0,2170.0000000000005,False,-0.05249699157641396,5,1.33,48665,203,0,0.0,2030.0000000000005,False,-0.06588447653429604,0,0.2,84423,13,107,1.0,1937.6948585584257,False,0.029226649502563776,9,1.2890000000000001,78422,65,0,0.0,542.6649787924052,False,-0.05151045006573459,0,0.36200000000000004,111558,11,25,1.0,1054.2938080309355,False,0.01811362331176447,0,0.2,110463,0,5,0.0,173.2498261093658,False,0.004165871079876452,15,1.223,136149,0,0,0.0,0.0,False,-0.005195089872862779,5,1.7350000000000003,129494,109,0,0.0,3776.8462091841743,False,-0.04002321273862286,0.25,748481,0.0,0.0,12,0,0,15,15,15.0,18,33,14,171.0,61.0,14,6,14,524,2.2570914048701525,77.70399151649326
21,14,0,0,0,10.000000000000002,20,10.0,8.022427110771984,6,2.5,17.094970680373315,0,,33.35752159554292,18,27.166666666666668,48.00000000000001,20,48.0,0,1.37,49167,231,0,0.0,2310.0000000000005,False,-0.05381317689530686,6,1.3850000000000002,48480,209,0,0.0,2090.0000000000005,False,-0.06879888688327317,0,0.2,84415,8,117,1.0,2064.290986489854,False,0.029893156233742654,0,1.2800000000000002,78415,66,0,0.0,529.4801893109509,False,-0.0516742789945946,0,0.36200000000000004,112047,1,17,1.0,584.172837804603,False,0.020420256141758162,0,0.2,110463,0,5,0.0,166.7876079777146,False,0.004136521641086554,7,1.2780000000000002,136052,0,0,0.0,0.0,False,-0.005903843343562765,13,1.8600000000000003,128726,127,0,0.0,4236.405242633951,False,-0.04395584815638628,0.25,747765,0.0,0.0,11,0,0,12,12,12.0,21,33,12,164.0,50.0,11,3,12,689,1.7758351173251867,79.47982663381845
22,12,0,0,0,10.000000000000002,20,10.0,8.111864044326513,12,8.833333333333334,18.269720610212662,5,40.0,33.35752159554292,0,,48.000000000000014,20,48.0,7,1.4400000000000002,49009,239,0,0.0,2390.0000000000005,False,-0.05603188929001204,5,1.4290000000000003,48270,221,0,0.0,2210.0000000000005,False,-0.07161928399518652,0,0.2,84545,8,122,1.0,2293.800826800557,False,0.03284318359589084,0,1.2800000000000002,78379,68,0,0.0,551.6067550142029,False,-0.05197484087038106,0,0.36200000000000004,111847,0,23,0.6,767.2229966974871,False,0.019434935629149972,0,0.2,110463,0,5,0.0,166.7876079777146,False,0.004136521641086554,12,1.3910000000000002,135805,0,0,0.0,0.0,False,-0.007708607335963759,8,1.9269999999999998,128594,127,0,0.0,4236.405242633951,False,-0.044920337415483166,0.2,746912,0.0,0.0,11,0,0,4,13,13.0,24,28,15,112.0,30.0,9,3,15,400,1.7185589708387852,81.19838560465723
23,15,0,0,0,10.000000000000002,20,10.0,7.865069506551991,21,6.714285714285714,19.441289771875716,5,40.0,33.3154490481692,3,32.0,48.000000000000014,20,48.0,7,1.5030000000000003,48831,249,0,0.0,2490.0000000000005,False,-0.05843862815884476,14,1.564,47864,231,0,0.0,2310.0000000000005,False,-0.07831302647412755,0,0.2,84638,17,127,1.0,2602.7499826395997,False,0.03582599095206283,0,1.2800000000000002,78345,70,0,0.0,550.5548654586394,False,-0.052390981562195627,0,0.36200000000000004,111743,0,25,0.5,832.88622620423,False,0.018788485099618606,0,0.2,110463,0,5,0.0,166.577245240846,False,0.004135566237207657,9,1.469,135652,0,0,0.0,0.0,False,-0.008826538068098787,11,2.0290000000000004,128296,130,0,0.0,4331.008376261996,False,-0.04675212488578838,0.1875,745832,0.0,0.0,12,0,0,9,13,13.0,24,33,15,162.0,34.0,12,3,15,496,1.9018881749361753,83.10027377959341
24,15,0,0,0,10.000000000000002,20,10.0,7.2930437291912895,11,1.7272727272727273,23.02869049937765,20,38.0,32.81774142428314,9,28.0,48.00000000000001,20,48.0,0,1.4960000000000002,48741,258,0,0.0,2580.0000000000005,False,-0.059284747292418775,11,1.6600000000000001,47501,242,0,0.0,2420.0000000000005,False,-0.08410424187725632,0,0.2,85388,17,117,1.0,2818.3385318234373,False,0.04616497240965354,0,1.2800000000000002,78336,71,0,0.0,517.8061047725815,False,-0.052696818585868006,0,0.36200000000000004,111235,10,26,1.0,1083.5481820251382,False,0.01531255135308583,0,0.2,110463,0,5,0.0,164.08870712141572,False,0.004124264050292073,13,1.5900000000000003,135367,0,0,0.0,0.0,False,-0.010908958059330703,7,2.088,127943,139,0,0.0,4561.666057975357,False,-0.04848872549329478,0.25,744974,0.0,0.0,15,0,0,7,13,13.0,23,30,18,141.0,69.0,10,5,18,1212,1.970966980792582,85.07124076038599
