index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,27,0,0,0,10.000000000000002,20,10.0,18.53587986734975,29,26.482758620689655,22.12696679404506,15,34.333333333333336,29.227777759338903,92,29.52173913043478,55.000000000000014,11,55.0,4,1.0410000000000004,18855,111,0,0.0,1110.0000000000002,False,-0.10742205463073669,18,0.44300000000000006,23564,2,10,1.0,205.3587986734975,False,0.0883233421933574,0,0.2,36889,54,27,1.0,1598.365616276103,False,0.023773743192297605,5,0.7990000000000002,32348.0,96,0,0.0,1779.444467265576,False,-0.09711997844150734,92,1.75,45767,15,0,0.0,331.9045019106759,False,-0.17512880935700215,0,0.2,55346,13,56,1.0,1924.4061228455644,False,0.011191578727175796,0,0.2,70461,0,3,0.0,165.00000000000006,False,0.000361609801752744,1,0.40800000000000003,68042,116,10,1.0,3940.422220083313,False,-0.00717247922457172,0.5,351272,0.0,0.0,14,0,0,19,9,7.92156862745098,20,39,29,285.0,48.0,20,7,29,1050,1.7517959990072995,23.44103160011582
11,29,0,0,0,10.000000000000002,20,10.0,18.952952245147067,13,24.23076923076923,23.49233131857003,45,26.22222222222222,29.257567672378148,117,29.2991452991453,55.0,9,55.0,1,1.0470000000000002,18757,119,0,0.0,1190.0000000000002,False,-0.11008921180906833,2,0.44500000000000006,23714,4,10,1.0,229.52952245147065,False,0.09577691351171412,4,0.24000000000000002,37541,57,10,1.0,1315.2415911590833,False,0.03763944246813734,14,0.9340000000000002,31883.0,96,0,0.0,1819.4834155341184,False,-0.10920757048414795,103,2.6880000000000006,38092,27,0,0.0,634.2929456013908,False,-0.31024249846815666,0,0.2,54924,36,52,1.0,2367.117446432185,False,0.007588376101572965,0,0.2,70461,0,3,0.0,165.0,False,0.000361609801752744,0,0.4070000000000001,65109,223,11,1.0,7129.437590940327,False,-0.026153339637111576,0.5,340481,0.0,0.0,17,0,0,21,10,8.738095238095237,17,38,37,260.0,75.0,19,10,37,1749,2.182050291041378,25.6230818911572
12,37,0,0,0,10.000000000000002,20,10.0,18.841274624331433,1,1.0,23.408934901284873,37,23.135135135135137,30.95991406173036,61,38.0,55.0,11,55.0,1,1.0560000000000003,18607,132,0,0.0,1320.0000000000002,False,-0.11399797663938195,0,0.44300000000000006,23644,1,20,1.0,386.82549248662866,False,0.0961745951551234,20,0.43600000000000005,37700,48,10,1.0,1138.4705309807575,False,0.03955763631028117,7,0.9900000000000002,31641.0,96,0,0.0,1808.7623639358176,False,-0.11592695020867871,61,3.1950000000000007,37665,27,0,0.0,632.0412423346916,False,-0.3179308499386308,0,0.2,54068,63,62,1.0,3394.2775706082293,False,0.0014391449277923324,0,0.2,70461,0,3,0.0,165.0,False,0.000361609801752744,0,0.4070000000000001,63396,274,10,1.0,9033.016452914118,False,-0.03694789661565768,0.5,337182,0.0,0.0,14,0,0,22,7,6.666666666666666,22,44,32,352.0,49.0,26,11,32,805,2.6336906789802015,28.2567725701374
13,32,0,0,0,10.000000000000002,20,10.0,18.841274624331433,0,,22.962327054080095,8,15.0,31.103017355543965,84,31.583333333333332,54.99999999999999,11,55.0,0,1.0550000000000002,18497,143,0,0.0,1430.0000000000002,False,-0.11652717741193783,0,0.44300000000000006,23554,0,30,1.0,565.238238729943,False,0.09613809985123573,0,0.41600000000000004,37784,38,18,1.0,1129.290322698036,False,0.04171475189060986,6,1.0430000000000004,31461.0,96,0,0.0,1808.7623639358176,False,-0.12081652726026376,84,3.9740000000000006,32977,28,0,0.0,642.9451575142426,False,-0.4020207851529654,0,0.2,53990,60,72,1.0,3617.1568728439715,False,0.0020396594490794135,0,0.2,70461,0,3,0.0,164.99999999999997,False,0.000361609801752744,1,0.4170000000000001,61283,348,10,1.0,11373.8500397293,False,-0.05031445843806336,0.5,330007,0.0,0.0,18,0,0,19,7,6.5,21,40,26,338.0,45.0,22,10,26,779,1.826347980007995,30.083120550145395
14,26,0,0,0,10.000000000000002,20,10.0,17.538172628588626,14,4.071428571428571,23.15698857818316,23,24.304347826086957,30.741987170760268,12,20.833333333333332,55.0,10,55.0,12,1.1750000000000003,18246,145,0,0.0,1450.0000000000002,False,-0.12760967534259174,0,0.44300000000000006,23392,8,38,1.0,746.4505598863677,False,0.09285502069084818,0,0.41600000000000004,38279,33,16,1.0,949.2715139943552,False,0.05271604479388207,11,1.1470000000000002,31039.0,105,0,0.0,1841.5081260018057,False,-0.13183511088471728,12,4.010000000000001,32612,33,0,0.0,764.1806230800443,False,-0.40748692984573903,0,0.2,53466,68,82,1.0,4095.5181713187967,False,-0.003075171308980945,0,0.2,70461,0,3,0.0,165.0,False,0.000361609801752744,0,0.41600000000000004,61583,350,10,1.0,11309.695509766094,False,-0.04651510600296319,0.5,329078,0.0,0.0,17,0,0,19,8,8.0,18,37,23,213.0,45.0,16,10,23,1284,1.8868016690248623,31.969922219170257
15,23,0,0,0,10.000000000000002,20,10.0,18.459111857246313,25,23.72,22.384053424585336,6,4.0,30.53607801831735,21,27.523809523809526,54.99999999999999,15,55.0,0,1.1630000000000003,18166,153,0,0.0,1530.0000000000002,False,-0.12944909408626873,0,0.44300000000000006,23865,10,23,1.0,524.5595727166652,False,0.10950426682416688,0,0.41600000000000004,37686,48,26,1.0,1468.0227581870417,False,0.04365336644917613,6,1.1960000000000002,30845.0,105,0,0.0,1938.206745010863,False,-0.13579161240579596,16,4.158000000000001,32085,33,0,0.0,738.673763011316,False,-0.41717990694970536,0,0.2,53722,64,87,1.0,4089.218206767071,False,0.0014655491314273642,0,0.2,70461,0,3,0.0,164.99999999999997,False,0.000361609801752744,5,0.4660000000000001,61493,361,10,1.0,11573.524164612563,False,-0.04592072829197828,0.5,328323,0.0,0.0,15,0,0,15,7,6.5,15,30,22,201.0,33.0,13,10,22,1568,1.4993363469839096,33.46925856615417
16,22,0,0,0,10.000000000000002,20,10.0,19.7853173394824,34,25.676470588235293,17.487724703339698,56,5.785714285714286,30.193714461739162,11,21.0,55.0,11,55.0,4,1.2030000000000003,18032,160,0,0.0,1600.0000000000002,False,-0.13400165547686932,7,0.5130000000000001,24433,13,10,1.0,327.853173394824,False,0.1311011950104577,0,0.41600000000000004,37323,57,36,1.0,1757.321177670726,False,0.037722016375610956,56,1.7500000000000002,28196.0,120,0,0.0,2374.238080737888,False,-0.20182764131233685,11,4.252000000000001,31527,84,0,0.0,1468.9688750805346,False,-0.4206431815113537,0,0.2,53692,59,97,1.0,3960.5660602857406,False,-0.00022837334752860927,0,0.2,70461,0,3,0.0,165.0,False,0.000361609801752744,1,0.4710000000000001,61802,362,10,1.0,11480.124635149577,False,-0.042201107269423555,0.5,325466,0.0,0.0,15,0,0,15,9,8.384615384615385,15,30,23,149.0,71.0,12,10,23,1260,1.791263117978815,35.26052168413298
17,23,0,0,0,10.000000000000002,20,10.0,19.7853173394824,0,,17.29712051913264,12,14.583333333333334,29.477245920211924,41,24.658536585365855,55.0,12,55.0,0,1.1990000000000003,17952,168,0,0.0,1680.0000000000002,False,-0.1358410742205463,0,0.506,24313,15,20,1.0,545.706346789648,False,0.13059197891082616,0,0.41600000000000004,37498,47,34,1.0,1518.0120126061825,False,0.039225436837614175,0,1.6940000000000004,28196.0,120,0,0.0,2374.238080737888,False,-0.20182764131233685,35,4.591000000000001,29728,91,0,0.0,1574.0379672410702,False,-0.452006483189,0,0.2,53970,54,101,1.0,3911.246345974567,False,0.0043211488369809025,0,0.2,70461,0,3,0.0,165.0,False,0.000361609801752744,2,0.49000000000000005,61321,393,10,1.0,12134.557646643287,False,-0.04438187663686376,0.5,323439,0.0,0.0,18,0,0,17,4,4.0,16,33,26,160.0,73.0,12,11,26,1273,2.4608860239968635,37.721407708129846
18,26,0,0,0,10.000000000000002,20,10.0,20.04779236863536,27,21.666666666666668,17.23492797431076,1,7.0,29.477245920211924,0,,55.00000000000001,8,55.0,8,1.2790000000000004,17750,177,0,0.0,1770.0000000000002,False,-0.14306079278947853,0,0.506,24720,16,11,1.0,380.52571605498895,False,0.14551011027441801,0,0.41600000000000004,37153,54,44,1.0,1840.917618775983,False,0.03423950260473185,1,1.7040000000000004,27929.0,130,0,0.0,2606.2130079225967,False,-0.20592979371522835,0,4.556000000000001,29728,91,0,0.0,1568.3784456622793,False,-0.45205730047892356,0,0.2,53963,45,111,1.0,4047.5460559875078,False,0.005419287563863755,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,0,0.4880000000000001,61761,383,12,1.0,11949.785187441166,False,-0.0394524434368448,0.5,323465,0.0,0.0,16,0,0,17,3,3.0,15,32,27,171.0,82.0,14,12,27,1157,1.3904293500236236,39.11183705815347
19,27,0,0,0,10.000000000000002,20,10.0,21.228975954135144,23,30.17391304347826,21.436219215905172,32,41.0,29.758600858228892,34,32.11764705882353,55.00000000000001,12,55.0,0,1.2710000000000004,17680,184,0,0.0,1840.0000000000002,False,-0.1446702841901959,12,0.6260000000000001,25032,19,10,1.0,402.2897595413515,False,0.16035799134418635,0,0.41600000000000004,38179,55,22,1.0,1639.1905002273468,False,0.059370202105605924,0,1.7030000000000003,27521.0,142,0,0.0,3014.5145854871903,False,-0.21146721829941614,34,4.896000000000001,27899,107,0,0.0,2293.6754561018533,False,-0.47839027156234304,0,0.2,53307,51,121,1.0,4694.0378838568595,False,-0.0005563627201503308,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,0,0.4880000000000001,61329,407,10,1.0,12661.750549299159,False,-0.04053042805170915,0.5,321408,0.0,0.0,19,0,0,13,5,4.083333333333333,22,35,28,208.0,91.0,14,13,28,2172,1.5897944159805775,40.70163147413405
20,28,0,0,0,10.000000000000002,20,10.0,20.732371097434363,7,8.142857142857142,21.787162362255383,29,23.75862068965517,29.92090968020437,33,31.333333333333332,55.00000000000001,7,55.0,5,1.3210000000000002,17490,196,0,0.0,1960.0000000000005,False,-0.15064839510714614,0,0.6140000000000001,24970,17,18,1.0,543.1826797538185,False,0.16074640577011443,0,0.41600000000000004,38770,49,17,1.0,1386.2679439326253,False,0.0719890791830689,14,1.8430000000000004,27030.0,145,0,0.0,3006.1938091279826,False,-0.2249179120266213,22,5.082000000000002,26455,126,0,0.0,2745.182457644178,False,-0.5002677340608406,0,0.2,53875,51,120,1.0,4701.654442099549,False,0.009712260412135663,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,0,0.48800000000000004,60680,430,13,1.0,13580.991162487879,False,-0.04321597916497995,0.5,319731,0.0,0.0,17,0,0,16,6,6.0,22,38,28,241.0,91.0,17,11,28,1856,1.733402072044555,42.4350335461786
21,28,0,0,0,10.000000000000002,20,10.0,22.013116723921346,29,29.344827586206897,21.758984844940947,13,21.384615384615383,30.56882063572721,48,34.458333333333336,55.00000000000001,11,55.0,0,1.3160000000000003,17390,206,0,0.0,2060.0000000000005,False,-0.15294766853674238,11,0.7240000000000002,25490,17,10,1.0,390.1311672392135,False,0.1811397766770719,0,0.41600000000000004,38710,50,22,1.0,1579.3535027847684,False,0.07298173882575135,8,1.9090000000000003,26222.0,163,0,0.0,3588.1380259991793,False,-0.23896262154674736,48,5.540000000000003,25219,126,0,0.0,2741.6320904625595,False,-0.5224958957487423,0,0.2,53597,54,130,1.0,5148.931864271349,False,0.008736031824291531,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,0,0.48800000000000004,59631,468,12,1.0,14966.208057520334,False,-0.048269888131254934,0.5,316720,0.0,0.0,17,0,0,14,6,5.611111111111111,23,37,28,261.0,70.0,17,11,28,1295,1.819321396003943,44.254354942182545
22,28,0,0,0,10.000000000000002,20,10.0,22.05037442692264,29,22.275862068965516,23.6146278105186,16,43.0,30.773238022070892,39,32.35897435897436,55.00000000000001,13,55.0,4,1.3560000000000003,17250,212,0,0.0,2120.0000000000005,False,-0.15800607008185413,15,0.8630000000000002,25635,21,10,1.0,430.50374426922644,False,0.18873594555939543,0,0.41600000000000004,38962,62,16,1.0,1744.9572594375013,False,0.08207640316515234,0,1.9010000000000005,26012.0,170,0,0.0,3748.563652576849,False,-0.2424882018230401,39,5.8820000000000014,23444,142,0,0.0,3353.277149093641,False,-0.5488796161525218,0,0.2,53597,44,140,1.0,5347.296946752744,False,0.01051716752045204,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,1,0.4980000000000001,59019,497,10,1.0,15844.299296969233,False,-0.05072251554943966,0.5,314380,0.0,0.0,16,0,0,17,6,5.444444444444445,21,38,31,242.0,80.0,18,10,31,1548,1.8955533700063825,46.14990831218893
23,31,0,0,0,10.000000000000002,20,10.0,23.025793818284903,18,33.0,24.040025469581597,22,27.227272727272727,31.177017602314603,5,56.0,55.00000000000001,10,55.0,0,1.3520000000000003,17150,222,0,0.0,2220.0000000000005,False,-0.16030534351145037,8,0.9280000000000002,25961,21,10,1.0,440.2579381828491,False,0.20395148390929016,0,0.41600000000000004,39442,52,11,1.0,1461.7815587162124,False,0.09126913805878654,7,1.9710000000000005,25277.0,188,0,0.0,4328.849237837562,False,-0.2545724440029669,0,5.843000000000001,23239,147,0,0.0,3533.8837440284947,False,-0.5509393576005344,0,0.2,53483,51,145,1.0,5746.708851284278,False,0.01205628850933173,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,0,0.4970000000000001,59289,492,10,1.0,15889.092660338785,False,-0.04657610354562812,0.5,314302,0.0,0.0,17,0,0,17,4,3.4444444444444446,21,38,25,258.0,82.0,19,12,25,1510,1.8566824010340497,48.00659071322298
24,25,0,0,0,10.000000000000002,20,10.0,22.538092399273093,5,4.8,23.0770453706762,12,9.583333333333334,30.42174959111943,34,24.176470588235293,55.00000000000001,11,55.0,3,1.3820000000000001,16993,232,0,0.0,2320.0000000000005,False,-0.16522578865078635,0,0.9200000000000002,25879,21,18,1.0,615.6856631869157,False,0.20421423855391602,0,0.41600000000000004,39523,47,14,1.0,1382.3689779553024,False,0.09239085347506737,5,2.0140000000000007,25117.0,188,0,0.0,4237.161371063342,False,-0.2601640538523981,29,6.133000000000001,21855,154,0,0.0,3553.8649870841346,False,-0.5756140344160534,0,0.2,53763,46,150,1.0,5624.806525719019,False,0.015990002026748832,0,0.2,70461,0,3,0.0,165.00000000000003,False,0.000361609801752744,1,0.5070000000000001,59007,516,10,1.0,16247.622789017625,False,-0.04803296471101263,0.5,312598,0.0,0.0,17,0,0,16,6,6.0,23,39,24,220.0,37.0,18,7,24,1163,1.7870904990122654,49.79368121223524
