index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
15,30,0,0,0,10.000000000000002,20,10.0,14.962585794031291,40,16.65,19.346548968251344,9,14.333333333333334,23.665977215752918,13,17.615384615384617,38.00000000000001,20,38.0,23,1.5730000000000004,13736,152,0,0.0,1520.0000000000002,False,-0.1324955116696589,0,0.5510000000000002,17668,13,20,1.0,429.25171588062585,False,0.07017509622623068,0,0.2,25127,63,84,1.0,2567.7530183570843,False,0.01697637694179987,8,1.1260000000000001,21697,132,0,0.0,1975.0613248121304,False,-0.12651017857504562,0,0.2,37659,0,2,0.0,47.331954431505835,False,0.011669511845354138,2,0.4,36519,24,10,1.0,700.9769473955614,False,-0.010161928863354174,8,1.3060000000000003,43705,66,0,0.0,1561.9544962396926,False,-0.054797041365774034,12,1.2740000000000002,43856,67,0,0.0,1585.6204734554456,False,-0.051337294449639345,0.375,239967,0.0,0.0,10,0,0,10,11,10.166666666666666,20,30,31,291.0,115.0,17,13,31,656,1.6281485210056417,32.95856796920998
16,31,0,0,0,10.000000000000002,20,10.0,15.191093174878374,22,17.045454545454547,18.60404044825461,12,13.416666666666666,23.665977215752918,0,,38.00000000000001,20,38.0,5,1.6000000000000003,13596,161,0,0.0,1610.0000000000002,False,-0.13818073010173548,0,0.5510000000000002,17898,14,13,1.0,337.48421127341885,False,0.08119342343726567,0,0.2,25125,58,93,1.0,2611.2591658306246,False,0.017736988175406747,11,1.228,21167,149,0,0.0,2263.4728830568774,False,-0.14136555866274783,0,0.2,37659,0,2,0.0,47.331954431505835,False,0.011669511845354138,0,0.398,36358,26,20,1.0,957.0245959696783,False,-0.011047242859084021,8,1.3780000000000001,43607,66,0,0.0,1561.9544962396926,False,-0.05687926807351864,12,1.3820000000000001,43683,67,0,0.0,1585.6204734554456,False,-0.05501306200514768,0.375,239093,0.0,0.0,9,0,0,12,10,10.0,21,33,32,309.0,69.0,18,13,32,573,1.4976337580010295,34.45620172721101
17,32,0,0,0,10.000000000000002,20,10.0,15.06454610012315,13,13.307692307692308,17.927556282795827,9,11.444444444444445,22.752688696994802,11,15.0,38.00000000000001,20,38.0,10,1.6950000000000003,13416,171,0,0.0,1710.0000000000002,False,-0.1459605026929982,0,0.5510000000000002,17861,14,20,1.0,441.29092200246305,False,0.08208530586482524,0,0.2,24994,59,103,1.0,2735.346517035236,False,0.015081758125437729,9,1.3070000000000002,20969,151,0,0.0,2274.7464611185956,False,-0.1487726903904776,0,0.2,37659,0,2,0.0,45.505377393989605,False,0.011644992716306743,0,0.398,36420,25,19,1.0,880.4899923127969,False,-0.010410089235491892,9,1.4600000000000002,43343,77,0,0.0,1751.9570296685997,False,-0.06047001986966324,11,1.4800000000000002,43525,67,0,0.0,1524.4301426986517,False,-0.059020183334764165,0.375,238187,0.0,0.0,10,0,0,12,10,10.0,20,32,34,312.0,69.0,19,13,34,428,2.5626958460197784,37.01889757323079
18,34,0,0,0,10.000000000000002,20,10.0,15.43393752416352,73,16.315068493150687,17.927556282795827,0,,21.391836616604536,20,15.0,38.00000000000001,20,38.0,5,1.7350000000000003,13256,182,0,0.0,1820.0000000000002,False,-0.15224416517055656,48,1.0310000000000001,17771,13,10,1.0,284.33937524163525,False,0.07200297352608132,0,0.2,24143,105,113,1.0,3646.377299993098,False,-0.00014675972288996495,0,1.298,20629,168,0,0.0,2592.9015040594713,False,-0.15573928563612885,0,0.2,37659,0,2,0.0,42.78367323320907,False,0.011608457812945757,1,0.40800000000000003,36681,15,10,1.0,482.83171040798277,False,-0.008740983268793277,7,1.5210000000000004,43114,87,0,0.0,1861.0897856445947,False,-0.06417624789498996,13,1.5990000000000002,43161,77,0,0.0,1647.1714194785493,False,-0.06545021332754121,0.375,236414,0.0,0.0,9,0,0,11,12,10.923529411764706,21,32,33,294.0,64.0,18,16,33,690,1.5275227679521777,38.546420341182966
19,33,0,0,0,10.000000000000002,20,10.0,15.114085540310992,10,8.0,20.81072154156199,22,32.04545454545455,21.391836616604536,0,,38.00000000000001,20,38.0,10,1.8300000000000005,13026,194,0,0.0,1940.0000000000005,False,-0.16241771394374627,0,0.9830000000000003,17691,11,20,1.0,412.28171080621985,False,0.07104373760641002,0,0.2,24768,105,101,1.0,3688.861857430415,False,0.024737425056419193,0,1.298,20629,168,0,0.0,2539.1663707722464,False,-0.15677384730896712,0,0.2,37659,0,2,0.0,42.78367323320907,False,0.011608457812945757,0,0.40700000000000003,35976,27,20,1.0,989.7262139542644,False,-0.020863855590175874,8,1.5940000000000003,43016,87,0,0.0,1861.0897856445947,False,-0.06625847460273457,12,1.7060000000000004,42971,77,0,0.0,1647.1714194785493,False,-0.06948718347520934,0.375,235736,0.0,0.0,9,0,0,8,9,9.0,25,33,24,312.0,54.0,19,14,24,905,1.5370058009866625,40.08342614216963
20,24,0,0,0,10.000000000000002,20,10.0,14.638070421292761,15,8.0,20.58460379051834,5,16.2,21.093793785243967,6,16.0,38.00000000000001,20,38.0,15,1.9700000000000006,12736,204,0,0.0,2040.0000000000005,False,-0.1767803710353082,0,0.9830000000000003,17591,11,30,1.0,549.1421126387829,False,0.06915446177853918,0,0.2,24681,110,110,1.0,3874.4941632992213,False,0.024961381657666915,4,1.338,20573,168,0,0.0,2459.195830777184,False,-0.16046985308476733,0,0.2,37659,0,2,0.0,42.187587570487935,False,0.011600456233495576,0,0.40700000000000003,35991,22,24,1.0,959.1123342372587,False,-0.02087209602881686,11,1.6960000000000002,42851,87,0,0.0,1835.1600593162252,False,-0.07003973165498535,9,1.7840000000000003,42764,83,0,0.0,1750.7848841752493,False,-0.072784607625887,0.375,234846,0.0,0.0,9,0,0,7,11,11.0,22,29,21,192.0,42.0,14,10,21,329,1.5560417520464398,41.63946789421607
21,21,0,0,0,10.000000000000002,20,10.0,14.630615224826187,23,14.565217391304348,20.718450107722898,1,33.0,22.79755921058262,17,32.588235294117645,38.00000000000001,20,38.0,10,2.0550000000000006,12511,215,0,0.0,2150.0000000000005,False,-0.1869539198084979,0,0.9830000000000003,17761,10,27,1.0,495.026611070307,False,0.07770875556763342,0,0.2,24639,110,119,1.0,4074.8632375499055,False,0.02720183360704481,0,1.3340000000000003,20313,181,0,0.0,2648.14135569354,False,-0.16684363966704782,0,0.2,37659,0,2,0.0,45.59511842116524,False,0.011646197358531452,0,0.40700000000000003,36512,13,17,1.0,656.8983579803022,False,-0.01094154910357197,12,1.805,42477,91,0,0.0,2074.5778881630185,False,-0.07544270808283199,8,1.8550000000000006,42310,96,0,0.0,2188.5656842159315,False,-0.07778003097614006,0.375,234182,0.0,0.0,12,0,0,8,9,9.0,19,27,22,201.0,57.0,12,9,22,1047,1.0710756580228917,42.71054355223896
22,22,0,0,0,10.000000000000002,20,10.0,14.446552276001446,5,7.0,20.368542376868273,6,15.5,22.37382645046041,10,18.0,38.000000000000014,20,38.0,5,2.0950000000000006,12351,226,0,0.0,2260.0000000000005,False,-0.19323758228605625,0,0.9830000000000003,17671,9,37,1.0,624.5224342120536,False,0.0761975593719945,0,0.2,24637,105,128,1.0,4124.061413219291,False,0.028072033369643687,5,1.3840000000000003,20243,181,0,0.0,2614.825961956262,False,-0.170180478206464,0,0.2,37659,0,2,0.0,44.74765290092082,False,0.011634821371629545,0,0.40700000000000003,36599,9,17,1.0,563.6719310496414,False,-0.009857281853392921,10,1.893,42345,91,0,0.0,2036.0182069918974,False,-0.07865698282171577,10,1.9470000000000005,41988,106,0,0.0,2371.6256037488033,False,-0.08267687662011255,0.375,233493,0.0,0.0,9,0,0,4,9,9.0,21,25,29,183.0,78.0,11,11,29,413,1.1669965159962885,43.87754006823525
23,29,0,0,0,10.000000000000002,20,10.0,13.941982583830352,15,7.666666666666667,20.86488348114182,22,22.681818181818183,23.37954401578979,4,49.0,38.00000000000001,20,38.0,15,2.2400000000000007,12046,237,0,0.0,2370.0000000000005,False,-0.20819868342309994,0,0.9830000000000003,17581,8,47,1.0,735.2731814400265,False,0.07412546922322037,0,0.2,24906,110,126,1.0,4162.593402845208,False,0.03917199466394321,10,1.4790000000000003,20068,181,0,0.0,2523.4988476732938,False,-0.17867734217032555,0,0.2,37659,0,2,0.0,46.75908803157958,False,0.011661821950595787,0,0.40700000000000003,36296,21,23,1.0,975.8920654671434,False,-0.012458493537006841,14,2.0230000000000006,41908,95,0,0.0,2221.05668150003,False,-0.08597623837777504,6,1.997,41928,106,0,0.0,2478.2316656737175,False,-0.08281916853634629,0.375,232392,0.0,0.0,10,0,0,8,12,12.0,21,29,29,222.0,150.0,14,15,29,780,1.471107546996791,45.34864761523204
24,29,0,0,0,10.000000000000002,20,10.0,14.146352465886922,61,14.754098360655737,20.40925072113887,5,12.0,22.874635719855878,7,16.0,38.00000000000001,20,38.0,25,2.4750000000000005,11531,246,0,0.0,2460.0000000000005,False,-0.23632555356074206,0,0.9830000000000003,18191,9,21,1.0,387.07340178362534,False,0.10021165175893543,0,0.2,24526,135,136,1.0,4685.415680969621,False,0.03460561572910322,5,1.5190000000000003,19478,207,0,0.0,2928.294960438593,False,-0.19360233037276484,0,0.2,37659,0,2,0.0,45.749271439711755,False,0.011648266637667909,0,0.40700000000000003,36348,16,26,1.0,921.2885402544748,False,-0.011795418005604623,11,2.1190000000000007,41751,95,0,0.0,2173.0903933863083,False,-0.08982162548192589,9,2.081000000000001,41713,113,0,0.0,2584.833836343714,False,-0.08625481954378283,0.375,231197,0.0,0.0,10,0,0,10,12,12.0,20,30,30,228.0,84.0,16,13,30,1032,1.6301932969945483,46.97884091222659
