index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,24,0,0,0,10.0,7,10.0,30.27437316043861,10,33.0,20.161632877940658,8,16.0,44.79255113928357,0,,43.0,20,43.0,0,0.45200000000000007,43345,10,28,1.0,947.6824484922811,False,0.04517212222411787,0,0.2,42315,0,8,0.0,242.19498528350888,False,0.012190757129201068,4,0.4830000000000001,53800,77,0,0.0,2331.126733353773,False,-0.03450617659095583,4,0.546,54548,47,0,0.0,1422.8955385406148,False,-0.02934397032723858,0,0.35300000000000004,72249,0,6,0.0,268.7553068357014,False,0.00778817182860669,0,0.29000000000000004,72394,0,20,1.0,895.8510227856714,False,0.014172498209412418,4,0.528,87812,0,0,0.0,0.0,False,-0.007594593372813164,10,0.8400000000000001,85658,36,0,0.0,1612.5318410142083,False,-0.022825980736549994,0.25,512121,0.0,0.0,10,0,0,22,11,10.666666666666668,16,38,29,309.0,63.0,18,6,29,615,1.8628712320351042,29.94561214908026
11,29,0,0,0,10.0,12,10.0,30.948203843403107,26,33.69230769230769,20.161632877940658,0,,43.494658054383386,16,37.875,43.00000000000001,20,43.0,0,0.45200000000000007,43837,12,20,1.0,738.9640768680622,False,0.05441817622979212,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,0.47900000000000004,53800,77,0,0.0,2383.0116959420393,False,-0.03405048571981344,0,0.542,53672,73,0,0.0,2259.218880568427,False,-0.03738609801011394,0,0.35300000000000004,72527,0,1,0.0,43.494658054383386,False,0.010090601039028573,0,0.29000000000000004,72722,0,9,0.0,391.45192248945045,False,0.015227862013320385,10,0.6240000000000001,87531,0,2,0.2,86.00000000000001,False,-0.01028434519235116,10,0.9300000000000002,84994,50,0,0.0,2174.7329027191695,False,-0.02715331075268312,0.15,511662,0.0,0.0,15,0,0,22,13,13.0,20,42,30,333.0,84.0,21,8,30,1602,1.967057446949184,31.912669596029446
12,30,0,0,0,10.0,9,10.0,31.166019373468146,31,32.0,19.514456623144277,12,16.0,45.05089087833524,11,55.90909090909091,43.0,20,43.0,11,0.562,44453,11,10,1.0,421.66019373468146,False,0.06532689557226817,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,8,0.5590000000000002,52816,102,0,0.0,3178.933976093751,False,-0.04434451101270206,4,0.5820000000000001,53400,79,0,0.0,2462.1155305039833,False,-0.04038191172928169,5,0.403,72503,0,8,0.8,360.4071270266819,False,0.011962624798303298,0,0.29000000000000004,72937,0,8,0.4,360.4071270266819,False,0.018005173250074294,10,0.7140000000000002,87281,0,3,0.3,129.0,False,-0.012866732968672303,8,1.0000000000000002,84429,58,0,0.0,2612.951670943444,False,-0.03106238601926089,0.3125,510398,0.0,0.0,13,0,0,24,17,16.01282051282051,24,48,36,432.0,78.0,24,6,36,988,1.9152499019983225,33.82791949802777
13,36,0,0,0,10.0,9,10.0,31.44695351866892,16,33.8125,19.1514343255868,8,16.0,45.45159209665121,3,56.0,43.00000000000001,20,43.0,6,0.6110000000000001,44748,10,10,1.0,414.4695351866892,False,0.07227751383645419,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,0.5910000000000002,52670,104,0,0.0,3270.4831659415677,False,-0.04610501347319897,4,0.6180000000000001,52845,93,0,0.0,2924.5666772362097,False,-0.04606914915478468,0,0.398,72439,0,12,0.4,545.4191051598145,False,0.012359511480562328,0,0.29000000000000004,73041,0,9,0.4,409.0643288698609,False,0.01979188244089624,3,0.7340000000000002,87270,0,2,0.2,86.00000000000001,False,-0.013234031011256272,14,1.1320000000000001,84077,59,0,0.0,2681.6439337024212,False,-0.03465234430121584,0.25,509669,0.0,0.0,13,0,0,19,13,11.961538461538462,30,49,31,462.0,99.0,28,8,31,443,3.589484594995156,37.417404093022924
14,31,0,0,0,10.0,11,10.0,31.934257063693,32,34.0,18.826978812651774,8,16.0,45.98122876546451,4,55.75,43.00000000000001,20,43.0,22,0.8250000000000002,45028,11,10,1.0,429.34257063693,False,0.07913348325148396,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,0.5870000000000002,52194,118,0,0.0,3768.242333515774,False,-0.050094481525419114,8,0.6940000000000002,52049,111,0,0.0,3544.702534069923,False,-0.05460475554127948,0,0.398,72375,0,16,0.4,735.6996602474321,False,0.012793075157659171,0,0.29000000000000004,73200,0,9,0.4,413.83105888918055,False,0.02203881055698089,7,0.8010000000000002,87103,0,3,0.3,129.00000000000003,False,-0.014878396094209122,11,1.2280000000000002,83846,60,0,0.0,2758.8737259278705,False,-0.0368265803652193,0.2625,508374,0.0,0.0,10,0,0,16,10,8.944444444444445,26,42,29,360.0,153.0,20,11,29,376,1.8905039299861528,39.30790802300908
15,29,0,0,0,10.0,15,10.0,31.934257063693,0,,18.67403181316093,4,16.0,45.7191068183019,13,44.30769230769231,43.00000000000001,20,43.0,0,0.8030000000000002,44878,16,20,1.0,798.68514127386,False,0.0799604668011194,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,0.5870000000000002,52194,118,0,0.0,3768.242333515774,False,-0.050094481525419114,4,0.7260000000000002,51969,111,0,0.0,3544.702534069923,False,-0.05600999003978642,0,0.398,72711,0,10,0.0,457.191068183019,False,0.01553235038554675,0,0.29000000000000004,73376,0,6,0.4,274.31464090981143,False,0.023518006800719898,9,0.8840000000000001,86922,0,3,0.3,129.00000000000003,False,-0.016923963654446,8,1.2970000000000002,83323,70,0,0.0,3200.337477281133,False,-0.040242656992896246,0.2125,507952,0.0,0.0,14,0,0,20,11,11.0,20,40,20,324.0,153.0,18,11,20,855,1.8263854630058631,41.13429348601494
16,20,0,0,0,10.0,10,10.0,31.938724207976563,11,32.0,18.38704231086173,8,16.0,46.24164605155153,4,56.0,43.0,20,43.0,0,0.8030000000000002,45130,16,19,1.0,766.8357599515547,False,0.08559136267085937,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,0.6270000000000001,52114,118,0,0.0,3768.7694565412344,False,-0.05149508645229898,4,0.7620000000000002,51537,122,0,0.0,3896.5243533731405,False,-0.06050830534539662,0,0.398,72807,0,14,0.8,647.3830447217214,False,0.01819296505848834,0,0.29000000000000004,73376,0,6,0.0,277.44987630930916,False,0.02353983262077658,3,0.9050000000000002,86911,0,2,0.2,86.0,False,-0.01729126169702997,14,1.4290000000000003,82912,72,0,0.0,3329.39851571171,False,-0.04415827428850576,0.25,507366,0.0,0.0,10,0,0,16,13,13.0,17,33,12,198.0,132.0,11,9,12,805,1.4800934969680384,42.61438698298298
17,12,0,0,0,10.000000000000002,10,10.0,31.938724207976563,0,,18.024848711703743,12,16.0,46.964676815742834,6,55.5,43.00000000000001,20,43.0,0,0.8030000000000002,45030,16,29,1.0,1086.2230020313204,False,0.08701518189661675,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,0.6630000000000001,52034,118,0,0.0,3768.7694565412344,False,-0.052900320950805914,8,0.8380000000000001,51353,122,0,0.0,3896.5243533731405,False,-0.06374034469196257,0,0.398,72679,0,22,0.8,1033.2228899463423,False,0.019096840122705065,0,0.29000000000000004,73645,0,4,0.4,187.85870726297134,False,0.026661413366444085,5,0.952,86714,0,4,0.4,172.00000000000003,False,-0.01903168934496632,13,1.5450000000000002,82543,74,0,0.0,3475.3860843649695,False,-0.04750358209187559,0.325,506577,0.0,0.0,11,0,0,12,14,13.5,19,31,11,126.0,60.0,7,5,11,476,1.1668163280119188,43.7812033109949
18,11,0,0,0,10.000000000000002,9,10.0,31.938724207976563,0,,17.91711184512885,4,16.0,48.32150979334797,13,55.53846153846154,43.00000000000001,20,43.0,0,0.8030000000000002,44940,15,39,1.0,1395.6102441110859,False,0.08855826170675117,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,0.6590000000000001,52034,118,0,0.0,3768.7694565412344,False,-0.052900320950805914,4,0.8700000000000001,51273,122,0,0.0,3896.5243533731405,False,-0.06514557919046951,0,0.398,72893,0,21,0.4,1014.7517056603074,False,0.021947759144995475,4,0.33000000000000007,73903,0,0,0.0,0.0,False,0.02894575629316106,9,1.0370000000000001,86361,0,7,0.7,301.00000000000006,False,-0.02229216581528864,7,1.6020000000000003,82112,80,0,0.0,3865.7207834678375,False,-0.05016883965763392,0.2625,506095,0.0,0.0,13,0,0,17,13,13.0,15,32,8,162.0,21.0,9,2,8,762,1.1995272119529545,44.98073052294785
19,8,0,0,0,10.000000000000002,10,10.0,31.949186883860275,30,32.0,17.760952443103122,6,16.0,49.30421902751407,11,55.90909090909091,43.00000000000001,20,43.0,0,0.8030000000000002,45800,15,19,1.0,757.0345507933453,False,0.10145539118417833,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,0.6590000000000001,52034,118,0,0.0,3770.0040522955123,False,-0.05288947784739584,6,0.9260000000000002,50193,152,0,0.0,4856.276406346762,False,-0.075687015577492,0,0.398,73229,0,15,0.0,739.5632854127111,False,0.024710147620660945,5,0.37600000000000006,73846,0,6,0.6,295.8253141650844,False,0.030211526190166888,2,1.048,86308,0,6,0.6,258.00000000000006,False,-0.023134125943673433,11,1.7050000000000003,81642,85,0,0.0,4190.858617338697,False,-0.05364326535114427,0.275,505631,0.0,0.0,10,0,0,13,13,13.0,16,29,10,126.0,18.0,7,1,10,1697,1.1555361289647408,46.13626665191259
20,10,0,0,0,10.000000000000002,13,10.0,31.961394038618167,50,32.0,17.453913459564166,14,16.0,49.70303298163047,5,55.8,43.000000000000014,20,43.0,31,1.1130000000000002,46113,18,10,1.0,499.61394038618164,False,0.10585109052338926,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,7,0.7290000000000001,51606,127,0,0.0,4059.0970429045074,False,-0.05786846089140601,7,0.9900000000000002,48741,193,0,0.0,6168.549049453306,False,-0.08966670429076673,0,0.398,73005,4,25,1.0,1312.3914783790183,False,0.02557913426138216,0,0.37100000000000005,74125,0,1,0.0,49.70303298163047,False,0.03238265087562398,5,1.0960000000000003,86339,0,3,0.3,129.00000000000006,False,-0.023512725464490757,9,1.7840000000000003,81393,87,0,0.0,4324.163869401851,False,-0.05570406022895751,0.2875,503901,0.0,0.0,15,0,0,18,14,13.222222222222223,14,32,16,144.0,36.0,8,2,16,1157,1.2526314089773223,47.388898060889915
21,16,0,0,0,10.0,8,10.0,32.35627616315528,45,34.0,17.309001124749223,8,16.0,44.61512390363037,21,26.857142857142858,43.000000000000014,20,43.0,35,1.4320000000000004,46233,16,10,1.0,483.5627616315528,False,0.10852191725261237,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,4,0.7620000000000002,51016,142,0,0.0,4594.5912151680495,False,-0.06352897228905627,4,1.0230000000000004,47641,223,0,0.0,7215.449584383628,False,-0.09979404896905293,0,0.398,73345,0,20,0.8,892.3024780726074,False,0.027388494640180245,7,0.44100000000000006,73913,0,4,0.4,178.46049561452148,False,0.030327331362876853,6,1.1510000000000002,86338,0,1,0.1,43.000000000000014,False,-0.024009990506758283,11,1.8850000000000002,80693,107,0,0.0,4773.818257688449,False,-0.06107421535142818,0.28750000000000003,501758,0.0,0.0,10,0,0,15,16,15.208333333333332,18,33,14,234.0,54.0,13,3,14,613,1.545096651010681,48.933994711900596
22,14,0,0,0,10.0,6,10.0,32.466305685638055,15,34.0,17.070239477926958,32,16.53125,41.83404711580162,24,32.0,43.000000000000014,20,43.0,5,1.4470000000000003,46553,12,10,1.0,444.66305685638054,False,0.1156906745003743,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,7,0.8280000000000001,50876,142,0,0.0,4610.215407360603,False,-0.06585090982469166,25,1.2690000000000003,46444,238,0,0.0,7726.980753181857,False,-0.11632723736885779,0,0.398,73424,15,16,1.0,925.3983460217303,False,0.028718801139046436,6,0.4940000000000001,73792,0,7,0.7,292.8383298106113,False,0.02943889458823388,13,1.2750000000000001,85894,0,4,0.4,172.00000000000006,False,-0.02829890149631572,6,1.9340000000000004,80071,127,0,0.0,5312.923983706805,False,-0.06505738899853758,0.3875,499633,0.0,0.0,7,0,0,10,19,17.333333333333332,20,30,18,162.0,90.0,9,5,18,556,1.5078907909919508,50.441885502892546
23,18,0,0,0,10.0,12,10.0,32.56586130872465,14,34.0,16.94822451849151,30,16.566666666666666,41.977168139965,1,56.0,43.000000000000014,20,43.0,4,1.482,46805,14,10,1.0,465.6586130872465,False,0.12195180218350919,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,6,0.881,50756,142,0,0.0,4624.3523058389,False,-0.06783460121342968,24,1.4840000000000002,45335,252,0,0.0,8206.59704979861,False,-0.13159496706658516,0,0.398,73095,28,25,1.0,1523.9794900168874,False,0.028305159069509343,0,0.4880000000000001,73680,0,14,0.7,587.6803539595101,False,0.029932058601299695,4,1.302,85971,0,1,0.1,43.000000000000014,False,-0.028157633018398808,12,2.0480000000000005,79853,127,0,0.0,5331.100353775555,False,-0.06741840132806187,0.35,498074,0.0,0.0,10,0,0,13,12,11.035714285714285,26,39,16,216.0,108.0,12,6,16,305,1.601317888009362,52.04320339090191
24,16,0,0,0,10.000000000000002,12,10.0,32.56586130872465,0,,16.88470932386628,8,16.0,37.77857816574854,18,17.0,43.000000000000014,20,43.0,0,1.4780000000000004,46685,16,20,1.0,811.317226174493,False,0.12321189297763258,0,0.2,42579,0,0,0.0,0.0,False,0.015599284436493738,0,0.8750000000000002,50756,142,0,0.0,4624.3523058389,False,-0.06783460121342968,8,1.5400000000000003,45151,252,0,0.0,8206.59704979861,False,-0.13482700641315112,0,0.398,73184,22,26,1.0,1353.7066374345202,False,0.02835895130760272,0,0.4880000000000001,73769,0,9,0.4,340.00720349173685,False,0.029447031657187882,7,1.368,85925,0,0,0.0,0.0,False,-0.02892048279915013,12,2.1560000000000006,79323,145,0,0.0,5477.893834033539,False,-0.07257869313077198,0.3,497372,0.0,0.0,8,0,0,16,12,11.666666666666666,20,36,16,216.0,72.0,12,4,16,426,1.3835323379607871,53.426735728862695
