index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,29,0,0,0,10.000000000000002,20,10.0,20.272955910384418,43,23.697674418604652,31.432024472556993,78,36.43589743589744,17.93082907171583,49,23.081632653061224,49.99999999999999,20,50.0,0,0.29000000000000004,20724,3,20,1.0,435.45911820768833,False,0.04032436955309714,17,0.37000000000000005,20962,7,10,1.0,272.72955910384417,False,0.048105552883851016,60,0.8,28792,111,10,1.0,2564.6183507782403,False,-0.05717257585462661,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,41,3.5440000000000014,23008.0,36,0,0.0,1131.5528810120518,False,-0.4695369837869931,8,3.0340000000000007,21194.0,110,0,0.0,3457.5226919812694,False,-0.4841862883440451,14,0.8980000000000001,60399,378,0,0.0,6777.853389108584,False,-0.05839739763588965,6,0.7820000000000003,61179,303,0,0.0,5433.041208729896,False,-0.05680915498988921,0.375,268740,0.0,0.0,8,0,0,12,22,20.1984126984127,22,34,34,266.0,55.0,21,8,34,537,2.3896037729573436,46.47335340391146
11,34,0,0,0,10.000000000000002,20,10.0,20.502709452663,16,23.0625,33.134916933064204,27,42.51851851851852,18.14297309448354,76,19.18421052631579,49.99999999999999,20,50.0,0,0.29000000000000004,21043,0,12,0.8,246.03251343195603,False,0.05146628200278086,0,0.35300000000000004,20812,12,20,1.0,530.0541890532601,False,0.04704555859546106,17,0.9100000000000001,28944,117,10,1.0,2730.166175292213,False,-0.049812430633704066,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,50,4.003000000000001,19350.0,54,0,0.0,1789.285514385467,False,-0.5444499829614596,26,3.286000000000001,19611.0,119,0,0.0,3943.0551150346405,False,-0.5143445644123015,6,0.9440000000000002,59602,422,0,0.0,7656.334645872054,False,-0.0636784464611475,14,0.9160000000000001,60135,335,0,0.0,6077.895986651986,False,-0.06746061653687421,0.35,261979,0.0,0.0,10,0,0,10,26,25.363636363636363,28,38,29,372.0,72.0,25,9,29,713,2.3686429830268025,48.84199638693826
12,29,0,0,0,10.000000000000002,20,10.0,20.502709452663,0,,35.94023835297076,47,45.38297872340426,18.442420842729767,61,20.42622950819672,49.99999999999999,20,50.0,0,0.29000000000000004,20923,2,22,1.0,471.059607958586,False,0.051094376750089134,0,0.35300000000000004,20732,10,30,1.0,715.08128357989,False,0.047667195319917866,37,1.2630000000000001,29614,107,10,1.0,2553.1922949646487,False,-0.03158203813774144,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,12,4.073,18756.0,59,0,0.0,2120.474062825275,False,-0.5540900758007957,49,3.750000000000001,14978.0,161,0,0.0,5786.378374828292,False,-0.5978580290860903,12,1.058,58745,453,0,0.0,8354.416641756585,False,-0.07117666035548102,8,0.9820000000000002,59382,365,0,0.0,6731.483607596365,False,-0.07375203997699893,0.375,255612,0.0,0.0,9,0,0,10,20,19.814814814814817,23,33,33,240.0,90.0,19,10,33,437,2.3424847699934617,51.184481156931724
13,33,0,0,0,10.000000000000002,20,10.0,20.133900806939952,26,17.653846153846153,35.79740262326309,8,32.5,18.011192794838532,46,14.08695652173913,50.0,20,50.0,0,0.29000000000000004,21217,4,11,1.0,261.4729088763395,False,0.060493614229417327,0,0.35300000000000004,20697,8,35,1.0,784.6865282428984,False,0.04765739016996769,0,1.2260000000000002,29415,123,12,1.0,2906.038630732771,False,-0.03228982019667735,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,12,4.181000000000001,18348.0,59,0,0.0,2112.046754772522,False,-0.5633658105898681,34,4.041000000000001,12946.0,169,0,0.0,6049.761043331462,False,-0.6406192501875398,8,1.1260000000000001,58364,480,0,0.0,8645.372541522496,False,-0.07465330847364718,12,1.0940000000000003,58763,384,0,0.0,6916.298033217996,False,-0.08152531564996161,0.375,252232,0.0,0.0,13,0,0,13,18,18.0,23,36,27,294.0,74.0,23,10,27,919,3.453631177020725,54.63811233395245
14,27,0,0,0,10.000000000000002,20,10.0,20.353521498631586,15,23.0,34.12269852626095,36,26.055555555555557,17.692864734745307,55,15.272727272727273,50.0,20,50.0,0,0.29000000000000004,21137,2,21,1.0,447.4239514712633,False,0.061138200483637876,0,0.35300000000000004,20922,10,30,1.0,710.6056449589476,False,0.056994675731717466,24,1.4660000000000002,29147,128,10,1.0,2946.4777370874526,False,-0.04005771933839973,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,38,4.549000000000001,15251.0,95,0,0.0,3241.65635999479,False,-0.6203459005401126,17,4.177000000000001,12457.0,169,0,0.0,5766.736050938101,False,-0.6548072001469611,13,1.2480000000000002,57442,519,0,0.0,9182.596797332813,False,-0.08429826407259088,7,1.1520000000000001,58486,400,0,0.0,7077.145893898122,False,-0.08442706443450251,0.375,247324,0.0,0.0,9,0,0,7,18,18.0,26,33,28,258.0,54.0,19,8,28,809,2.058868132007774,56.69698046596022
15,28,0,0,0,10.000000000000002,20,10.0,20.672819796610202,13,25.0,32.431299004918486,25,19.68,17.344595176233433,27,11.851851851851851,50.00000000000001,20,50.0,0,0.29000000000000004,21037,2,31,1.0,660.8574136949163,False,0.06147186819907892,0,0.35300000000000004,21147,10,27,1.0,658.1661345084755,False,0.06686950160229688,15,1.592,28819,131,10,1.0,3032.4523834051215,False,-0.04899284620657845,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,10,4.6110000000000015,14889.0,102,0,0.0,3307.9924985016855,False,-0.6277453589277489,17,4.330000000000001,11336.0,187,0,0.0,6064.652913919757,False,-0.6766803227506778,12,1.3550000000000002,57128,532,0,0.0,9227.324633756187,False,-0.08860323693791194,8,1.225,58115,414,0,0.0,7180.662402960641,False,-0.08913953705892295,0.375,244953,0.0,0.0,9,0,0,7,14,13.76923076923077,22,29,27,230.0,78.0,16,12,27,689,1.8968059369944967,58.59378640295472
16,27,0,0,0,10.000000000000002,20,10.0,20.83790386472211,13,23.0,31.950097168794805,11,23.545454545454547,17.119032941652904,75,15.893333333333333,50.00000000000001,20,50.0,0,0.29000000000000004,20937,2,41,1.0,874.3540584536066,False,0.06180710527703948,0,0.35300000000000004,21346,10,24,1.0,600.1096927533307,False,0.07531320647673445,1,1.5870000000000004,28750,134,10,1.0,3111.780089560711,False,-0.04991253229731152,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,27,4.871000000000001,13733.0,107,0,0.0,3418.660397061044,False,-0.6525128218152447,48,4.793000000000002,8186.0,193,0,0.0,6166.368753577397,False,-0.7464179933215865,7,1.4130000000000003,56214,579,0,0.0,9911.920073217032,False,-0.09704239435804626,13,1.347,57471,442,0,0.0,7566.612560210584,False,-0.09579732108961245,0.375,239119,0.0,0.0,7,0,0,6,18,17.166666666666668,23,29,23,241.0,76.0,16,11,23,614,1.6334807649836875,60.22726716793841
17,23,0,0,0,10.000000000000002,20,10.0,21.555930735877137,46,24.130434782608695,31.950097168794805,0,,17.033106154247953,70,16.5,50.000000000000014,20,50.0,5,0.34,21872,0,10,1.0,215.55930735877138,False,0.09189168672028747,0,0.35300000000000004,21226,12,34,1.0,852.9016450198227,False,0.07563094001539555,0,1.586,27640,170,20,1.0,4303.510168475009,False,-0.06603062623871385,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,21,5.054000000000001,13139.0,107,0,0.0,3418.660397061044,False,-0.6658791584489081,49,5.235000000000001,4958.0,193,0,0.0,6166.368753577397,False,-0.8190552570479591,13,1.5360000000000005,55107,619,0,0.0,10543.492709479484,False,-0.10872185943050688,7,1.4040000000000001,57093,472,0,0.0,8039.626104805034,False,-0.09788596698744512,0.375,233517,0.0,0.0,9,0,0,5,20,19.384615384615387,24,29,31,224.0,81.0,16,7,31,985,1.7202864509890787,61.947553618927486
18,31,0,0,0,10.000000000000002,20,10.0,21.763166680060056,31,23.032258064516128,30.933719038415408,18,20.61111111111111,17.43495028728603,52,20.942307692307693,50.000000000000014,20,50.0,21,0.5450000000000002,22009,1,10,1.0,227.63166680060056,False,0.09899730916047203,0,0.35300000000000004,21136,11,44,1.0,1067.5793339226425,False,0.07649228350528177,0,1.5860000000000005,27297,191,12,1.0,4527.969464352456,False,-0.07326526013617693,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,10,5.133000000000001,12774.0,112,0,0.0,3464.5765323025257,False,-0.6735758715987564,42,5.606000000000002,2507.0,206,0,0.0,6372.346121913574,False,-0.8718907952079931,9,1.6130000000000004,54254,652,0,0.0,11367.58758731049,False,-0.11523096076914195,11,1.5070000000000001,56505,491,0,0.0,8560.56059105744,False,-0.1027208270027055,0.375,228964,0.0,0.0,12,0,0,9,21,20.307692307692307,26,35,36,283.0,105.0,21,10,36,595,2.148612608027179,64.09616622695467
19,36,0,0,0,10.000000000000002,20,10.0,21.9253695774359,30,23.0,30.648545666692158,7,23.285714285714285,16.988512137326097,65,13.861538461538462,50.00000000000002,20,50.0,5,0.5740000000000001,22139,3,10,1.0,249.25369577435902,False,0.10599239184735117,0,0.35300000000000004,21401,9,39,1.0,945.0894135200001,False,0.0866142427600596,0,1.5860000000000005,26770,211,15,1.0,5085.981165839357,False,-0.08103985883379272,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,38,5.503000000000001,10652.0,114,0,0.0,3493.934206002906,False,-0.720995339716439,27,5.834000000000001,1066.0,211,0,0.0,6466.843135672046,False,-0.9032533400576953,6,1.6640000000000004,53839,680,0,0.0,11552.188253381746,False,-0.11999447734572995,14,1.6360000000000001,55615,528,0,0.0,8969.93440850818,False,-0.11283704528439284,0.375,223964,0.0,0.0,10,0,0,14,20,19.333333333333332,27,41,31,396.0,114.0,28,8,31,708,2.0404776090290397,66.1366438359837
20,31,0,0,0,10.000000000000002,20,10.0,21.679032506276194,4,9.0,30.648545666692158,0,,17.187646683945758,36,19.77777777777778,50.00000000000003,20,50.0,0,0.5690000000000002,22069,0,20,1.0,433.5806501255239,False,0.10709340909402686,0,0.35300000000000004,21307,12,45,1.0,1095.5564627824288,False,0.08568197870795896,0,1.5860000000000005,26734,205,25,1.0,5210.415305453924,False,-0.08021795558571196,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,16,5.625000000000001,10182.0,114,0,0.0,3493.934206002906,False,-0.7315713973221996,20,6.007000000000001,394.0,211,0,0.0,6466.843135672046,False,-0.9183748522089105,12,1.7780000000000005,53215,698,0,0.0,11996.977385394139,False,-0.1259227578428042,8,1.7020000000000002,55167,546,0,0.0,9384.455089434383,False,-0.11639071290863852,0.375,221550,0.0,0.0,7,0,0,10,14,14.0,24,34,29,311.0,86.0,22,9,29,236,1.7831808130140416,67.91982464899775
21,29,0,0,0,10.000000000000002,20,10.0,21.679032506276194,0,,29.643428979994052,65,27.03076923076923,16.975808836492295,77,15.727272727272727,50.00000000000002,20,50.0,0,0.5690000000000002,21979,0,29,0.9,628.6919426820097,False,0.10746875168112294,0,0.35300000000000004,21197,13,55,1.0,1322.3467878451906,False,0.08585064053266746,40,1.9860000000000004,26815,195,10,1.0,4523.845628523798,False,-0.08844056635958683,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,61,6.219000000000001,4581.0,146,0,0.0,4327.940631079132,False,-0.8482229901993796,16,6.147,-1223.0,244,0,0.0,7232.996671118549,False,-0.9461409015400702,12,1.8860000000000006,52582,721,0,0.0,12239.558171110944,False,-0.13347633612488974,8,1.7740000000000002,54225,600,0,0.0,10185.485301895376,False,-0.12438381774108871,0.3625,212638,0.0,0.0,7,0,0,11,23,22.876075331318297,23,34,26,305.0,36.0,21,8,26,442,1.6791969580226578,69.5990216070204
22,26,0,0,0,10.000000000000002,20,10.0,21.81813349000555,51,22.333333333333332,31.616077612194808,27,47.0,16.846348111412983,14,12.428571428571429,50.00000000000002,20,50.0,0,0.5690000000000002,21901,1,35,1.0,773.6346721501943,False,0.10719410512047188,0,0.35300000000000004,22214,12,18,1.0,512.7264028200999,False,0.11626245411873082,17,2.1160000000000005,26452,236,10,1.0,5465.2402797632585,False,-0.08506426296690607,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,2,6.178000000000001,3272.0,173,0,0.0,5469.581426909702,False,-0.8648336923164975,12,6.251000000000001,-1768.0,244,0,0.0,7714.322937375533,False,-0.9529891658711124,12,1.9940000000000004,52294,723,0,0.0,12179.909684551587,False,-0.13816788435469127,8,1.8460000000000003,53969,612,0,0.0,10309.965044184746,False,-0.12724399914247203,0.375,210816,0.0,0.0,11,0,0,4,12,11.62962962962963,25,29,29,218.0,54.0,16,10,29,1339,1.5022419940214604,71.10126360104186
23,29,0,0,0,10.000000000000002,20,10.0,21.8852545938604,13,23.0,31.616077612194808,0,,17.458953328700098,76,21.026315789473685,50.00000000000002,20,50.0,0,0.5690000000000002,21811,0,45,1.0,984.8364567237179,False,0.10796911218886525,0,0.35300000000000004,22403,13,15,1.0,458.27881890790604,False,0.12429902679850739,0,2.0990000000000006,26153,239,20,1.0,5862.897400176531,False,-0.088204630381583,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,21,6.386000000000002,2562.0,173,0,0.0,5469.581426909702,False,-0.8808102899762634,55,6.7890000000000015,-5341.0,244,0,0.0,7714.322937375533,False,-1.0333897059251178,13,2.1120000000000005,51432,757,0,0.0,13216.427669825975,False,-0.14324200172837462,7,1.9080000000000004,52878,654,0,0.0,11418.155476969863,False,-0.13516949488537827,0.375,204380,0.0,0.0,8,0,0,5,18,18.0,24,29,30,262.0,60.0,17,12,30,499,1.446660306013655,72.54792390705552
24,30,0,0,0,10.000000000000002,20,10.0,21.859390175934546,19,21.57894736842105,31.616077612194808,0,,17.311277916127484,64,16.234375,50.000000000000014,20,50.0,0,0.5690000000000002,22095,0,39,0.9,852.5162168614473,False,0.11879076544613631,0,0.35300000000000004,22329,14,21,1.0,599.0471936946255,False,0.1241194037181974,0,2.0990000000000006,25743,248,30,1.0,6369.611091997612,False,-0.09311538196755889,0,0.2,32482,0,0,0.0,0.0,False,0.018308357890776852,45,6.815000000000001,78.0,173,0,0.0,5469.581426909702,False,-0.9367058795352193,19,6.924000000000002,-6579.0,244,0,0.0,7714.322937375533,False,-1.0612474917036956,6,2.1590000000000007,51257,768,0,0.0,13295.061439585908,False,-0.14524488191141724,14,2.041000000000001,51621,707,0,0.0,12239.073486702131,False,-0.1476656715967308,0.3625,199026,0.0,0.0,10,0,0,7,20,20.0,25,32,28,246.0,46.0,19,11,28,610,1.5749069430166855,74.1228308500722
