index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
0,84ae3900-a493-4be7-a474-2a18a5a8746f,SELLER,01Ran@0,_SystemAgent,RandomAgent,6,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,6,,-1,-1
32,df4a7c02-1522-4697-824a-0534feb27c1a,SELLER,01Ran@0,_SystemAgent,RandomAgent,22,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,22,,-1,-1
33,1e30f15b-a3b0-47ed-ac61-a74d6ddaa6fd,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,5,1,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
34,9bdcddf7-db63-4bf8-97a3-4541a642bcf4,07Ran@3,BUYER,RandomAgent,_SystemAgent,9,3,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,True,4,0,-1,07Ran@3:product(1.0),-1,-1
35,a9ee574f-aac6-4be7-ad75-30fc6ff9a912,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,20,4,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,20,,-1,-1
36,f77f4ae9-ca46-4856-b927-a73c9914997c,SELLER,01Ran@0,_SystemAgent,RandomAgent,19,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,19,,-1,-1
37,f71bdb63-c8a2-4c81-a047-e65df33f3a5d,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,21,4,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,21,,-1,-1
38,babb4352-4f55-4ef0-9c42-021afd396c54,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,6,2,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
39,4cb39d3e-8913-4b46-bf5c-37e684fea3c5,07Ran@3,BUYER,RandomAgent,_SystemAgent,4,2,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,False,4,0,-1,07Ran@3:product(1.0),-1,-1
40,bd02447d-02d4-43c2-8405-0c7b9ce773ff,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,15,3,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
41,54298e0d-3f04-4329-b2af-eb56613a40ea,SELLER,01Ran@0,_SystemAgent,RandomAgent,11,6,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,11,,-1,-1
42,c2c3bc44-f729-4cc9-a937-b476c1911646,07Ran@3,BUYER,RandomAgent,_SystemAgent,22,3,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,True,4,0,-1,07Ran@3:product(1.0),-1,-1
43,878af3f7-a86f-4243-9dd1-20d507f01a17,SELLER,01Ran@0,_SystemAgent,RandomAgent,6,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,6,,-1,-1
44,ccd65c97-ac2f-429c-9d70-688e7298c5d8,SELLER,01Ran@0,_SystemAgent,RandomAgent,12,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,12,,-1,-1
45,8f53a8a7-dd41-4ebf-9040-edd1e85bfc3a,SELLER,01Ran@0,_SystemAgent,RandomAgent,14,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,14,,-1,-1
46,6d815758-8fc7-4e96-b5ef-1ff780644b1c,SELLER,01Ran@0,_SystemAgent,RandomAgent,19,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,19,,-1,-1
47,f405d687-1d09-47b1-af2e-346af613eec9,SELLER,01Ran@0,_SystemAgent,RandomAgent,19,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,19,,-1,-1
48,9842e3aa-c69f-4a43-b2cd-ac94c1892a00,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,22,3,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
49,cab7b61c-e46d-4026-bb3f-c2413dc49160,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,3,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,3,,-1,-1
50,2867b52e-cf76-4d34-ae8b-1e8fa7abbbc2,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,14,4,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,14,,-1,-1
51,cabcc622-211e-4568-ab43-b86edd2fc0ec,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,11,5,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,11,,-1,-1
52,06cd3507-d68a-4ddc-8fd6-e811612eddf4,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,9,4,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
53,2d775136-473f-4742-8ba1-b1c398749a84,07Ran@3,BUYER,RandomAgent,_SystemAgent,14,1,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,True,4,0,-1,07Ran@3:product(1.0),-1,-1
54,98dd1c90-e45f-4cd9-8ba9-1353994a2d09,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,6,4,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
55,37fcbd57-66d8-4596-b49d-48932d9ece09,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,14,2,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
56,773f8299-26e9-463d-9d6b-6e6170d85418,07Ran@3,BUYER,RandomAgent,_SystemAgent,10,3,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,False,4,0,-1,07Ran@3:product(1.0),-1,-1
57,2f3cca4a-9822-457a-889f-b69fc09e708b,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,5,2,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
58,f1d8dff2-b0c8-4a2f-a608-2585ec233108,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,15,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,15,,-1,-1
59,9e208c05-7725-4304-8112-70e284d872e1,SELLER,01Ran@0,_SystemAgent,RandomAgent,17,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,17,,-1,-1
60,685f20c7-311a-478b-816c-038c88650e53,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,18,4,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,18,,-1,-1
61,efeeadf1-bfad-4ccb-a903-f111e9f33195,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,21,3,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
62,f9ca2842-618b-424d-8fb9-e58bc6ec95a8,SELLER,01Ran@0,_SystemAgent,RandomAgent,8,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,8,,-1,-1
63,d0fcb1f7-1a12-4f84-9c0c-2427e1a85ccd,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,24,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,24,,-1,-1
64,36c8f357-29bc-4812-9e1e-4cf236bf6c0b,07Ran@3,BUYER,RandomAgent,_SystemAgent,4,3,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,True,4,0,-1,07Ran@3:product(1.0),-1,-1
65,e232b46d-13a2-4782-82e8-6f585642e818,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,12,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,12,,-1,-1
66,8a6bcb7b-cd88-4df2-a444-362dc6582cd1,SELLER,01Ran@0,_SystemAgent,RandomAgent,21,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,21,,-1,-1
67,ad19c9b9-5855-40fe-b992-21957d0d8c39,SELLER,01Ran@0,_SystemAgent,RandomAgent,22,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,22,,-1,-1
68,d81bfc19-d14c-40e2-a519-b5365f147b93,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,15,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,15,,-1,-1
69,b821c42e-c7db-4b19-b33b-515da0d106f8,SELLER,01Ran@0,_SystemAgent,RandomAgent,2,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,2,,-1,-1
70,b6a5b5e7-436f-48d4-a14a-622e00ec1692,07Ran@3,BUYER,RandomAgent,_SystemAgent,8,2,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,False,4,0,-1,07Ran@3:product(1.0),-1,-1
71,1069631d-f5d1-47d8-805f-b7fa12201b42,SELLER,01Ran@0,_SystemAgent,RandomAgent,10,5,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,10,,-1,-1
72,680e227c-a870-4def-a198-af9e9509010a,SELLER,01Ran@0,_SystemAgent,RandomAgent,3,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,3,,-1,-1
73,10a75837-58c4-48e5-945a-bdf59d02a08c,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,11,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,11,,-1,-1
74,f54a3292-f5e5-4a2c-ab5f-6d07c418f82d,SELLER,01Ran@0,_SystemAgent,RandomAgent,23,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,23,,-1,-1
75,e78d115f-e4e3-4306-87a7-8f2ca6d63a17,SELLER,01Ran@0,_SystemAgent,RandomAgent,1,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,1,,-1,-1
76,a8f980f0-e481-4525-9902-f920dfc7a4b0,07Ran@3,BUYER,RandomAgent,_SystemAgent,19,3,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,False,4,0,-1,07Ran@3:product(1.0),-1,-1
77,9768a1e5-1f8f-4b5f-b9e8-312377574085,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,13,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,13,,-1,-1
78,32e69538-048f-4d6e-a240-9919ff99c982,SELLER,01Ran@0,_SystemAgent,RandomAgent,16,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,16,,-1,-1
79,4c594a54-2c9f-4ab3-957c-a3df6fc11176,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,20,2,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
80,69d9b3d4-71ac-4d5c-af7e-e0fe393fd8a8,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,4,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,4,,-1,-1
81,b411b820-3647-4c37-b259-6708b68131cb,SELLER,01Ran@0,_SystemAgent,RandomAgent,14,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,14,,-1,-1
82,b4f5a068-e0c0-4dc4-a69b-5e75609985b2,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,16,4,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
83,02e79d08-c59d-475f-ad74-5fc772eb3433,07Ran@3,BUYER,RandomAgent,_SystemAgent,7,4,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,True,4,0,-1,07Ran@3:product(1.0),-1,-1
84,5f7f17ac-d208-469e-aec2-3cf97d81f89d,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,17,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,17,,-1,-1
85,a5c49462-374b-466a-b722-332ca5e86593,SELLER,01Ran@0,_SystemAgent,RandomAgent,24,4,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,24,,-1,-1
86,05d6f3da-4f48-4cc8-bb85-71ba7963fcf0,07Ran@3,BUYER,RandomAgent,_SystemAgent,17,3,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,False,4,0,-1,07Ran@3:product(1.0),-1,-1
87,8eea1104-efdd-4add-838a-9897c4abadd0,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,24,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,24,,-1,-1
88,1c583d9e-8d04-4c09-a819-841cfba732b7,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,18,3,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,True,4,0,-1,06Buy@3:product(1.0),-1,-1
89,acd38f8d-0e67-49f0-8ead-9facadfcc4d2,07Ran@3,BUYER,RandomAgent,_SystemAgent,20,2,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,True,4,0,-1,07Ran@3:product(1.0),-1,-1
90,cad036c7-0144-4ee4-a7f7-a33468652d26,SELLER,01Ran@0,_SystemAgent,RandomAgent,6,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,6,,-1,-1
91,ce77b9f3-570f-45c8-9ffb-d83fe83d8372,SELLER,01Ran@0,_SystemAgent,RandomAgent,16,3,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,16,,-1,-1
92,0c92cdd8-71d0-4596-b0a9-53aaa718b653,SELLER,01Ran@0,_SystemAgent,RandomAgent,10,1,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,False,0,0,10,,-1,-1
93,77f3a445-a210-46a9-9e6d-5402446e5751,07Ran@3,BUYER,RandomAgent,_SystemAgent,22,1,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,False,4,0,-1,07Ran@3:product(1.0),-1,-1
94,d19ca6fa-77a0-4807-8123-c502623230c2,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,19,3,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
95,1a380679-f92d-43ff-b9a8-336fed52d28c,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,5,4,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,5,,-1,-1
96,e78ffd22-9a30-4052-85a3-48e94a5eb685,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,4,1,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
97,6e3392bf-35f6-4b15-8133-67d74c87bf41,07Ran@3,BUYER,RandomAgent,_SystemAgent,12,2,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,True,4,0,-1,07Ran@3:product(1.0),-1,-1
98,979899e4-e1f8-4fee-95e4-81fa7e1cf91c,07Ran@3,BUYER,RandomAgent,_SystemAgent,19,2,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,False,4,0,-1,07Ran@3:product(1.0),-1,-1
99,500f5f72-ef5b-49e2-9f9a-2193373849c6,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,15,4,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,15,,-1,-1
100,25c69b11-3059-400b-9075-555d51a1cf28,07Ran@3,BUYER,RandomAgent,_SystemAgent,24,2,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,True,4,0,-1,07Ran@3:product(1.0),-1,-1
101,339572ec-8344-4303-a746-856f2b1bfd3a,07Ran@3,BUYER,RandomAgent,_SystemAgent,10,2,44,0,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,True,4,0,-1,07Ran@3:product(1.0),-1,-1
102,f9de35d6-f067-489d-a0bb-e55f10f7226b,06Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,18,3,44,0,-1,-1,BUYER|06Buy@3,[],06Buy@3,BUYER,p4,BUYER,False,4,0,-1,06Buy@3:product(1.0),-1,-1
103,b8f6eb50-bc85-4b7f-a96b-a71f50db4e9f,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,17,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,17,,-1,-1
104,5dab201d-f0fd-4b9c-919d-4781a352f2fb,SELLER,01Ran@0,_SystemAgent,RandomAgent,21,2,10,0,-1,-1,01Ran@0|SELLER,[],SELLER,01Ran@0,p0,SELLER,True,0,0,21,,-1,-1
