index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,23,0,0,0,10.000000000000002,20,10.0,6.533392346447665,15,2.933333333333333,25.80885415732258,5,35.0,24.493614159163307,14,27.928571428571427,43.99999999999999,20,44.0,2,0.30100000000000005,10481,104,0,0.0,1040.0000000000002,False,-0.05424690508940853,13,0.7350000000000001,9443,116,0,0.0,1160.0000000000002,False,-0.13832530949105915,0,0.29900000000000004,19631,4,10,1.0,284.22211095901645,False,0.027601655518111872,0,0.272,19886,0,9,0.1,232.2796874159032,False,0.039504201419184676,0,0.2,27723,0,0,0.0,0.0,False,0.0,14,2.806000000000001,12451.0,65,0,0.0,1677.5755202259677,False,-0.5206223078269674,15,0.9080000000000004,30832,141,0,0.0,3453.5995964420263,False,-0.061760134913808586,5,0.7720000000000002,29519,147,0,0.0,3600.561281397006,False,-0.09747908936953191,0.1375,159966,0.0,0.0,9,0,0,7,17,17.0,26,33,21,289.0,27.0,19,4,21,375,2.0243784859776497,24.73894744704012
11,21,0,0,0,10.000000000000002,20,10.0,5.786531539801656,16,2.9375,26.919899142688045,10,34.5,23.43065724528452,47,19.723404255319153,44.0,20,44.0,3,0.32900000000000007,10329,116,0,0.0,1160.0000000000002,False,-0.062156121045392025,13,0.8520000000000001,9106,124,0,0.0,1240.0000000000002,False,-0.1638583218707015,0,0.29900000000000004,19777,7,15,1.0,444.30420791893226,False,0.03934892963098775,0,0.272,20038,0,7,0.3,188.4392939988163,False,0.04626440323248148,0,0.2,27723,0,0,0.0,0.0,False,0.0,47,3.2620000000000005,9620.0,75,0,0.0,2018.9924357016034,False,-0.6165820359322296,5,0.9430000000000003,30197,177,0,0.0,4147.22633241536,False,-0.07006474652159297,15,0.917,28847,158,0,0.0,3702.0438447549545,False,-0.11538176697661585,0.1625,155637,0.0,0.0,9,0,0,7,20,20.0,24,31,22,244.0,63.0,15,6,22,545,1.3180858429986984,26.057033290038817
12,22,0,0,0,10.000000000000002,20,10.0,5.261519830290555,13,2.4615384615384617,28.339079538251113,15,35.0,23.571391732370877,32,24.40625,44.0,20,44.0,1,0.3360000000000001,10239,124,0,0.0,1240.0000000000002,False,-0.06645460797799174,12,0.9590000000000003,8753,136,0,0.0,1360.0000000000002,False,-0.1890474552957359,0,0.29900000000000004,20097,9,15,1.0,472.4398715463817,False,0.05671031783459056,0,0.272,20211,0,3,0.1,85.01723861475334,False,0.05256774863877854,0,0.2,27723,0,0,0.0,0.0,False,0.0,32,3.535000000000001,7870.0,90,0,0.0,2550.5171584426002,False,-0.670120168119565,10,1.0380000000000003,29814,191,0,0.0,4502.135820882838,False,-0.07598789953197455,10,1.0020000000000002,28139,176,0,0.0,4148.5649448972745,False,-0.12935039846554555,0.1375,152846,0.0,0.0,9,0,0,4,17,17.0,25,29,25,195.0,83.0,13,9,25,725,1.38217923900811,27.439212529046927
13,25,0,0,0,10.000000000000002,20,10.0,5.197093899054402,9,4.666666666666667,29.105916967559185,10,35.0,23.804482125605407,59,24.593220338983052,44.0,20,44.0,4,0.37500000000000006,10095,134,0,0.0,1340.0000000000002,False,-0.07453576341127922,5,0.9970000000000001,8573,146,0,0.0,1460.0000000000002,False,-0.20022352132049517,0,0.29900000000000004,20256,1,20,1.0,587.3154332502381,False,0.0679585134926265,2,0.29200000000000004,20304,0,7,0.7,203.7414187729143,False,0.06048595309149037,0,0.2,27723,0,0,0.0,0.0,False,0.0,59,4.093000000000001,4130.0,100,0,0.0,2910.5916967559187,False,-0.7985320546702032,13,1.1580000000000001,28904,227,0,0.0,5403.617442512427,False,-0.08922227187896337,7,1.0620000000000003,27277,199,0,0.0,4737.091942995476,False,-0.14571073795464998,0.2125,147262,0.0,0.0,7,0,0,8,18,17.4,27,35,24,302.0,61.0,20,5,24,375,1.548238557006698,28.987451086053625
14,24,0,0,0,10.000000000000002,20,10.0,5.140118869261343,9,4.666666666666667,29.105916967559185,0,,23.82460131536344,21,24.047619047619047,44.0,20,44.0,4,0.41100000000000003,9951,144,0,0.0,1440.0000000000002,False,-0.0826169188445667,5,1.0420000000000003,8393,156,0,0.0,1560.0000000000002,False,-0.21139958734525446,0,0.29900000000000004,20230,0,28,0.8,814.9656750916572,False,0.0725227542638929,0,0.29000000000000004,20288,0,9,0.2,261.95325270803266,False,0.0611670630056135,0,0.2,27723,0,0,0.0,0.0,False,0.0,21,4.244000000000001,3505.0,100,0,0.0,2910.5916967559187,False,-0.8210765123407294,11,1.2550000000000001,28592,235,0,0.0,5598.781309110409,False,-0.09540111075571421,9,1.1450000000000002,26788,212,0,0.0,5050.81547885705,False,-0.1552818932791042,0.125,145470,0.0,0.0,8,0,0,9,15,15.0,22,31,20,260.0,67.0,17,7,20,200,1.5432620309875347,30.53071311704116
15,20,0,0,0,10.000000000000002,20,10.0,4.832961711943106,11,2.727272727272727,29.66095268472019,10,34.0,23.843421747449327,53,23.92452830188679,44.0,20,44.0,2,0.42700000000000005,9831,154,0,0.0,1540.0000000000002,False,-0.08863480055020632,9,1.1270000000000002,8130,166,0,0.0,1660.0000000000002,False,-0.2297111416781293,0,0.29900000000000004,20396,0,27,0.4,800.8457224874451,False,0.08078281162268589,0,0.29000000000000004,20432,0,11,0.7,326.2704795319221,False,0.07032196444059667,0,0.2,27723,0,0,0.0,0.0,False,0.0,53,4.753000000000001,287.0,110,0,0.0,3262.704795319221,False,-0.9308028569180965,8,1.3240000000000003,28019,263,0,0.0,6270.819919579173,False,-0.10223013198692907,12,1.2560000000000002,25789,237,0,0.0,5650.8909541454905,False,-0.17542373704475978,0.1375,140607,0.0,0.0,9,0,0,9,18,18.0,21,30,21,222.0,38.0,15,5,21,540,1.1578052699915133,31.688518387032673
16,21,0,0,0,10.000000000000002,20,10.0,4.816673709840033,4,4.5,29.918132007578322,5,34.0,25.05355851357618,47,31.574468085106382,44.0,20,44.0,2,0.44500000000000006,9701,165,0,0.0,1650.0000000000002,False,-0.09508253094910592,2,1.1380000000000003,8005,175,0,0.0,1750.0000000000002,False,-0.23658872077028886,0,0.29900000000000004,20564,0,24,0.2,718.0351681818797,False,0.08736189502603366,0,0.29000000000000004,20416,0,13,0.2,388.9357160985182,False,0.07111879524214001,0,0.2,27723,0,0,0.0,0.0,False,0.0,47,5.170000000000001,-1832.0,115,0,0.0,3440.585180871507,False,-1.0040294127462484,9,1.4060000000000004,27887,263,0,0.0,6589.085889070536,False,-0.10144824665623689,11,1.354,24147,284,0,0.0,7115.210617855635,False,-0.20164240363875807,0.05,136611,0.0,0.0,9,0,0,7,15,15.0,21,28,24,203.0,58.0,15,6,24,370,1.3422731690225191,33.03079155605519
17,24,0,0,0,10.000000000000002,20,10.0,4.946271023088647,10,5.9,30.170340286957245,5,34.0,24.18431315528927,70,20.82857142857143,44.0,20,44.0,4,0.4830000000000001,9557,175,0,0.0,1750.0000000000002,False,-0.1031636863823934,6,1.1960000000000004,7818,185,0,0.0,1850.0000000000002,False,-0.2483665749656121,0,0.29900000000000004,20536,0,29,0.5,874.9398683217601,False,0.08998388598694934,0,0.29000000000000004,20555,0,13,0.5,392.2144237304442,False,0.07842777319744428,0,0.2,27723,0,0,0.0,0.0,False,0.0,70,5.823,-9798.0,120,0,0.0,3620.4408344348694,False,-1.2881282538968568,9,1.4870000000000003,26916,313,0,0.0,7569.6900176055415,False,-0.11530041470800613,11,1.453,23342,304,0,0.0,7352.031199207939,False,-0.22142771022984356,0.125,126649,0.0,0.0,8,0,0,8,23,34.63529411764706,26,34,18,288.0,46.0,19,5,18,200,1.1334391109994613,34.16423066705465
18,18,0,0,1,10.000000000000002,20,10.0,4.954700745871176,14,5.0,30.170340286957245,0,,24.18431315528927,0,,44.0,20,44.0,7,0.549,9372,185,0,0.0,1850.0000000000002,False,-0.11476960110041265,7,1.2600000000000002,7595,195,0,0.0,1950.0000000000005,False,-0.26323933975240715,0,0.29900000000000004,20485,0,38,0.9,1146.4729309043753,False,0.09438917292652468,0,0.29000000000000004,20536,0,18,0.5,543.0661251652305,False,0.08136020489463744,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,14,1.6180000000000003,26626,313,0,0.0,7569.6900176055415,False,-0.12365728174736985,6,1.502,23273,304,0,0.0,7352.031199207939,False,-0.22341606824955426,0.175,135610,0.0,0.1,8,0,0,5,20,82.24117647058824,23,28,16,176.0,63.0,12,6,16,200,0.8907616480137222,35.054992315068375
19,16,0,0,0,10.000000000000002,20,10.0,4.7750760576460705,7,2.7142857142857144,30.170340286957245,0,,24.18431315528927,0,,44.0,20,44.0,1,0.552,9322,189,0,0.0,1890.0000000000002,False,-0.11734869325997249,6,1.3130000000000004,7334,211,0,0.0,2110.0000000000005,False,-0.27879986244841815,0,0.29900000000000004,20466,0,45,0.7,1357.665312913076,False,0.09888954664050201,0,0.29000000000000004,20536,0,18,0.0,543.0661251652305,False,0.08136020489463744,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,12,1.7240000000000002,26415,313,0,0.0,7569.6900176055415,False,-0.12973762293807933,8,1.576,23162,304,0,0.0,7352.031199207939,False,-0.22661473115082795,0.0875,134958,0.0,0.1,8,0,0,5,19,163.9309243697479,14,19,11,157.0,48.0,10,6,11,200,0.8491101069957949,35.90410242206417
20,11,0,0,0,10.000000000000002,20,10.0,4.561200375461274,5,1.2,30.170340286957245,0,,24.18431315528927,0,,44.0,20,44.0,0,0.5510000000000002,9202,201,0,0.0,2010.0000000000005,False,-0.12250687757909216,5,1.3570000000000004,7166,219,0,0.0,2190.0000000000005,False,-0.28980398899587345,0,0.29900000000000004,20460,0,50,0.5,1508.5170143478622,False,0.10249758378411446,0,0.29000000000000004,20536,0,18,0.0,543.0661251652305,False,0.08136020489463744,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,9,1.802,26295,313,0,0.0,7569.6900176055415,False,-0.13319563688540226,11,1.6780000000000004,22975,304,0,0.0,7352.031199207939,False,-0.23200346955207285,0.0625,134357,0.0,0.1,7,0,0,6,17,159.8304761904762,17,23,8,110.0,9.0,8,3,8,200,0.9063945640227757,36.810496986086946
21,8,0,0,0,10.000000000000002,20,10.0,4.578029702319934,3,5.0,30.170340286957245,0,,24.18431315528927,0,,44.0,20,44.0,0,0.551,9092,212,0,0.0,2120.0000000000005,False,-0.12723521320495185,3,1.3820000000000003,7037,228,0,0.0,2280.0000000000005,False,-0.297025447042641,0,0.29900000000000004,20460,0,50,0.0,1508.5170143478622,False,0.10249758378411446,0,0.29000000000000004,20521,0,21,0.3,633.5771460261021,False,0.08293257317394508,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,13,1.9230000000000005,26048,313,0,0.0,7569.6900176055415,False,-0.1403133822603086,7,1.7370000000000003,22883,304,0,0.0,7352.031199207939,False,-0.23465461357835374,0.0375,133764,0.0,0.1,8,0,0,5,13,86.5156862745098,17,22,8,79.0,3.0,7,1,8,200,0.8602838270016946,37.67078081308864
22,8,0,0,0,10.000000000000002,20,10.0,4.527916172824691,1,1.0,30.170340286957245,0,,24.18431315528927,0,,44.00000000000001,20,44.0,0,0.551,8992,222,0,0.0,2220.0000000000005,False,-0.13153370013755158,1,1.3890000000000005,6920,238,0,0.0,2380.0000000000005,False,-0.30278541953232463,0,0.29900000000000004,20459,0,51,0.1,1538.6873546348195,False,0.10322958514278198,0,0.29000000000000004,20521,0,21,0.0,633.5771460261021,False,0.08293257317394508,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,6,1.9700000000000002,25979,313,0,0.0,7569.6900176055415,False,-0.14230174028001927,14,1.8700000000000003,22610,304,0,0.0,7352.031199207939,False,-0.2425215953085134,0.0125,133204,0.0,0.1,8,0,0,5,8,8.0,7,12,10,73.0,17.0,5,3,10,200,0.5351043909904547,38.205885204079095
23,10,0,0,0,10.000000000000002,20,10.0,4.32117799532996,4,1.0,30.170340286957245,0,,24.18431315528927,0,,44.00000000000001,20,44.0,0,0.5510000000000002,8892,232,0,0.0,2320.0000000000005,False,-0.1358321870701513,4,1.4280000000000004,6752,248,0,0.0,2480.0000000000005,False,-0.31292984869325996,0,0.29900000000000004,20459,0,51,0.0,1538.6873546348195,False,0.10322958514278198,0,0.29000000000000004,20517,0,25,0.4,754.2585071739311,False,0.08586057860861476,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,15,2.1140000000000008,25662,313,0,0.0,7569.6900176055415,False,-0.15143666045753065,5,1.9060000000000006,22556,304,0,0.0,7352.031199207939,False,-0.2440777015848087,0.05,132561,0.0,0.1,8,0,0,5,10,83.5156862745098,12,17,9,119.0,11.0,9,1,9,200,0.8052591680316254,39.01114437211072
24,9,0,0,0,10.000000000000002,20,10.0,4.372268898101306,5,5.0,30.170340286957245,0,,24.18431315528927,0,,44.00000000000001,20,44.0,2,0.5710000000000002,8782,241,0,0.0,2410.0000000000005,False,-0.14142022008253094,3,1.4540000000000002,6597,259,0,0.0,2590.0000000000005,False,-0.32152682255845944,0,0.29900000000000004,20459,0,51,0.0,1538.6873546348195,False,0.10322958514278198,0,0.29000000000000004,20492,0,30,0.5,905.1102086087174,False,0.08848119240746075,0,0.2,27723,0,0,0.0,0.0,False,0.0,0,5.753000000000001,-12497.666666666666,120,0,0.0,3620.4408344348694,True,-1.3855082873227729,9,2.1890000000000005,25544,313,0,0.0,7569.6900176055415,False,-0.15483704083906485,11,2.0110000000000006,22368,304,0,0.0,7352.031199207939,False,-0.24949525676894793,0.0625,131965,0.0,0.1,8,0,0,4,9,9.0,12,16,9,127.0,3.0,8,1,9,200,0.5529281430062838,39.564072515117005
