index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,19,0,0,0,10.000000000000002,20,10.0,23.050968918586253,74,21.878378378378375,14.193907496876804,57,18.964912280701753,27.382357757271286,42,29.428571428571427,54.99999999999999,10,55.0,6,0.26,60164,5,10,1.0,280.50968918586256,False,0.0438138030670543,52,1.8990000000000002,52823,106,0,0.0,1060.0000000000002,False,-0.07650632648469008,3,0.28400000000000003,89513,1,10,1.0,164.9900438873543,False,0.000530386183317018,41,2.3560000000000008,75002.0,215,0,0.0,4955.958317496044,False,-0.13476594498204283,12,1.7150000000000003,95656,119,0,0.0,1689.0749921283398,False,-0.0765587171791259,30,2.0030000000000006,96568,187,0,0.0,2654.2607019159623,False,-0.0632134587137159,0,0.2,148023,0,12,0.0,659.9999999999999,False,0.0012283105331002693,10,0.8850000000000002,137126,352,0,0.0,9638.589930559492,False,-0.04201702785781459,0.25,754875,0.0,0.0,13,0,0,7,25,24.285714285714285,30,37,18,255.0,3.0,18,1,18,1199,2.938587407988962,103.5298845829675
11,18,0,0,0,10.000000000000002,20,10.0,23.39706818772185,15,28.333333333333332,14.618852256485203,22,18.999999999999996,27.611788465655923,49,28.653061224489797,54.99999999999999,15,55.0,0,0.254,60374,6,10,1.0,293.9706818772185,False,0.04756521802465879,5,1.8970000000000005,52713,115,0,0.0,1150.0000000000002,False,-0.07763141952122964,9,0.37100000000000005,89274,1,10,1.0,169.5855907525739,False,-0.0021129137962178426,3,2.3450000000000006,74824.0,220,0,0.0,5147.355001298807,False,-0.13568502366720195,13,1.8330000000000004,95104,122,0,0.0,1783.4999752911947,False,-0.08138917342756913,36,2.3330000000000006,94923,206,0,0.0,3011.4835648359517,False,-0.07724575092661341,0,0.2,148023,0,12,0.0,659.9999999999999,False,0.0012283105331002693,15,1.0250000000000001,135316,401,0,0.0,11072.327174728025,False,-0.049394526679552554,0.25,750551,0.0,0.0,13,0,0,6,19,18.642857142857142,27,33,22,204.0,20.0,16,2,22,725,3.02403798798332,106.55392257095082
12,22,0,0,0,10.000000000000002,20,10.0,22.44015844574919,39,17.384615384615383,14.16563997926986,9,2.888888888888889,27.527433523055915,22,26.59090909090909,54.99999999999999,13,55.0,0,0.254,60518,4,13,1.0,331.7220597947395,False,0.05038445346264471,32,2.2120000000000006,51893,127,0,0.0,1270.0000000000002,False,-0.09078635348692296,0,0.3620000000000001,88858,14,20,1.0,597.4750178258859,False,-0.004369304630891264,9,2.4320000000000004,74271.0,236,0,0.0,5295.877393196809,False,-0.14103119336447043,7,1.8900000000000006,94874,123,0,0.0,1742.3737174501928,False,-0.08378688377407782,15,2.4470000000000005,94625,214,0,0.0,3031.44695556375,False,-0.08000188057739274,0,0.2,148023,0,12,0.0,659.9999999999999,False,0.0012283105331002693,13,1.1400000000000001,134402,423,0,0.0,11644.104380252653,False,-0.053633624730032685,0.25,747464,0.0,0.0,10,0,0,8,17,17.0,29,37,24,260.0,14.0,20,2,24,424,3.6630999699700624,110.21702254092088
13,24,0,0,0,10.000000000000002,20,10.0,23.263249790950066,17,33.94117647058823,14.158082411262,29,14.10344827586207,27.70056324375011,25,29.36,54.99999999999999,15,55.0,3,0.28400000000000003,60879,7,10,1.0,302.63249790950067,False,0.056381289684710054,1,2.1900000000000004,51809,134,0,0.0,1340.0000000000002,False,-0.09163450054523739,0,0.3620000000000001,88527,15,30,1.0,773.691219202111,False,-0.007081725894480629,29,2.713000000000001,73006.0,242,0,0.0,5629.706449409916,False,-0.15329372822726406,13,2.0130000000000003,94208,142,0,0.0,2010.447702399204,False,-0.08887739015703586,12,2.5520000000000005,94350,224,0,0.0,3171.410460122688,False,-0.08196375891081097,0,0.2,148023,0,12,0.0,659.9999999999999,False,0.0012283105331002693,15,1.2770000000000001,133264,448,0,0.0,12409.85233320005,False,-0.05872993928231554,0.25,744066,0.0,0.0,11,0,0,14,22,21.3,25,39,18,308.0,9.0,21,3,18,446,3.461068067001179,113.67809060792206
14,18,0,0,0,10.000000000000002,20,10.0,23.1658202072641,5,19.0,14.142278169670888,59,14.084745762711865,27.22053824337015,6,8.166666666666666,54.99999999999999,13,55.0,0,0.281,60904,4,15,1.0,387.4873031089615,False,0.057548398932970125,0,2.189,51679,147,0,0.0,1470.0000000000002,False,-0.09275959358177696,0,0.3620000000000001,89107,5,19,1.0,384.53238626006737,False,-0.002777658985906564,38,3.0640000000000005,71158.0,247,0,0.0,5721.957591194233,False,-0.17341561178812356,6,2.0600000000000005,93508,165,0,0.0,2333.4758979956964,False,-0.0940303159874274,0,2.5400000000000005,93994,260,0,0.0,3676.992324114431,False,-0.0829513960435095,0,0.2,148023,0,12,0.0,659.9999999999999,False,0.0012283105331002693,13,1.3920000000000001,132883,454,0,0.0,12358.124362490049,False,-0.06147584762709969,0.25,741256,0.0,0.0,13,0,0,8,14,14.0,26,34,16,220.0,3.0,17,1,16,875,2.6736038209637627,116.35169442888582
15,16,0,0,0,10.000000000000002,20,10.0,22.513564641140245,32,18.5,12.89398926271792,70,8.5,26.721301480693924,19,20.94736842105263,54.99999999999999,10,55.0,0,0.281,61101,7,14,1.0,385.18990497596343,False,0.060938413315700816,21,2.3990000000000005,51258,154,0,0.0,1540.0000000000002,False,-0.09944091530645803,0,0.3620000000000001,88860,20,23,1.0,746.8330458653171,False,-0.0035130151099671586,64,3.6660000000000013,66819.0,254,0,0.0,5718.445418849622,False,-0.2218896825230624,14,2.194000000000001,92597,195,0,0.0,2514.3279062299944,False,-0.10188262358144899,5,2.5900000000000007,93747,300,0,0.0,3868.196778815376,False,-0.08440016469308721,0,0.2,148023,0,12,0.0,659.9999999999999,False,0.0012283105331002693,10,1.479,132304,473,0,0.0,12639.175600368226,False,-0.0644350932356256,0.25,734709,0.0,0.0,12,0,0,9,22,22.0,25,34,22,203.0,6.0,14,2,22,695,2.74134316801792,119.09303759690374
16,22,0,0,0,10.000000000000002,20,10.0,22.889765984246345,59,24.203389830508474,12.884064062283173,36,12.805555555555555,26.52799510419592,37,25.405405405405407,54.999999999999986,11,55.0,4,0.32100000000000006,61571,9,10,1.0,318.89765984246344,False,0.06849997109240011,41,2.7880000000000007,50519,162,0,0.0,1620.0000000000002,False,-0.11153999273016807,0,0.3620000000000001,88839,16,22,1.0,649.6856651181713,False,-0.004289958094440083,25,3.8520000000000008,64825.0,307,0,0.0,7027.158157163628,False,-0.23684974451040994,14,2.3200000000000007,91927,204,0,0.0,2628.3490687057674,False,-0.10774849490097808,23,2.815000000000001,92869,327,0,0.0,4213.088948366598,False,-0.09115181219143065,0,0.2,148023,0,12,0.0,659.9999999999998,False,0.0012283105331002693,11,1.5790000000000002,131120,510,0,0.0,13529.27750313992,False,-0.06942223004791788,0.25,729693,0.0,0.0,11,0,0,12,15,14.333333333333332,25,37,22,275.0,18.0,19,3,22,551,2.872921361005865,121.9659589579096
17,22,0,0,0,10.000000000000002,20,10.0,23.3910930306737,42,26.238095238095237,12.809023118315176,7,9.714285714285714,26.594848470713654,30,27.1,54.99999999999999,10,55.0,16,0.4770000000000001,61745,10,10,1.0,333.91093030673704,False,0.07164169188294478,16,2.9070000000000005,50285,171,0,0.0,1710.0000000000002,False,-0.11481141709795233,0,0.3620000000000001,88583,14,32,1.0,737.3640422155174,False,-0.006659199299730229,7,3.8970000000000007,63795.0,341,0,0.0,7976.3627234597325,False,-0.24305197925436792,15,2.456000000000001,91394,211,0,0.0,2702.703877964502,False,-0.11249316332875048,15,2.9420000000000006,92536,327,0,0.0,4188.5505596890625,False,-0.09445579200347816,0,0.2,148023,0,12,0.0,659.9999999999999,False,0.0012283105331002693,10,1.6680000000000004,130115,540,0,0.0,14361.218174185373,False,-0.07339756708740114,0.25,726476,0.0,0.0,12,0,0,11,18,17.625,28,39,16,256.0,19.0,19,3,16,333,2.51339633500902,124.47935529291863
18,16,0,0,0,10.000000000000002,20,10.0,22.955261851344478,44,20.454545454545453,12.56585062529693,26,10.076923076923077,27.00531753460071,33,29.87878787878788,55.0,13,55.0,0,0.4610000000000001,61686,10,19,1.0,536.1499751755451,False,0.07237074390438049,43,3.321000000000001,49471,181,0,0.0,1810.0000000000002,False,-0.12803558755820194,0,0.3620000000000001,88762,5,32,1.0,516.8835292662242,False,-0.005891345818632319,16,4.05,62322.0,384,0,0.0,8814.82055091628,False,-0.2548196467206622,12,2.561000000000001,90992,214,0,0.0,2689.092033813543,False,-0.1164051442865928,21,3.1370000000000005,91871,350,0,0.0,4398.047718853925,False,-0.09981699831171988,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,13,1.7880000000000005,128800,573,0,0.0,15474.046947326207,False,-0.07851723027000486,0.25,721927,0.0,0.0,12,0,0,10,22,22.0,23,33,22,181.0,19.0,14,2,22,431,2.228524242993444,126.70787953591207
19,22,0,0,0,10.000000000000002,20,10.0,22.32289033532303,58,19.413793103448278,13.848490841043803,41,22.073170731707318,25.393515310000186,33,13.787878787878787,55.0,4,55.0,0,0.461,62116,11,11,1.0,355.55179368855335,False,0.07825066894300589,40,3.678000000000001,48467,190,0,0.0,1900.0000000000002,False,-0.14463503712807022,0,0.3620000000000001,88598,37,20,1.0,1102.9167592278282,False,-0.004450592089003445,19,4.224000000000001,61430.0,400,0,0.0,8929.156134129213,False,-0.26414238099047876,28,2.8290000000000006,88719,239,0,0.0,3309.789311009469,False,-0.13518631730313843,5,3.166000000000001,91670,366,0,0.0,5068.547647822032,False,-0.09853232194992374,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,4,1.8150000000000002,128296,606,0,0.0,15388.470277860113,False,-0.08220748230807608,0.25,717319,0.0,0.0,12,0,0,14,20,20.0,24,38,19,260.0,16.0,19,3,19,1400,2.299983291013632,129.0078628269257
20,19,0,0,0,10.000000000000002,20,10.0,22.772862161381845,20,29.35,13.694351094470749,78,13.153846153846153,25.993533741078338,21,32.95238095238095,55.0,11,55.0,1,0.4710000000000001,62381,14,10,1.0,367.7286216138185,False,0.08294297181740447,8,3.7180000000000004,48356,197,0,0.0,1970.0000000000005,False,-0.14595053052463955,3,0.39200000000000007,89149,27,10,1.0,751.8107893020174,False,-0.00025790196709016077,55,4.755000000000001,57850.0,420,0,0.0,9564.602107780374,False,-0.300572865347186,7,2.871000000000001,88302,254,0,0.0,3478.3651779955703,False,-0.13837013436237172,14,3.3010000000000006,90730,429,0,0.0,5874.876619527951,False,-0.10366945474431842,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,11,1.9210000000000005,127355,627,0,0.0,16297.945655656118,False,-0.0854892466958578,0.25,712146,0.0,0.0,11,0,0,10,20,18.356060606060606,26,36,15,196.0,14.0,16,3,15,380,2.167152222013101,131.1750150489388
21,15,0,0,0,10.000000000000002,20,10.0,23.689691812201712,41,29.975609756097562,12.316569101102584,47,3.0425531914893615,25.977300709132518,50,25.9,55.0,8,55.0,15,0.6200000000000001,62754,15,10,1.0,386.89691812201715,False,0.08956516814188303,16,3.87,48098,206,0,0.0,2060.0000000000005,False,-0.14963737385976147,0,0.389,89182,19,16,1.0,647.1692500494739,False,-0.0004736607738336825,43,5.130000000000001,54347.0,459,0,0.0,10873.568541800585,False,-0.332382808427879,20,3.0640000000000005,87377,262,0,0.0,3226.941104488877,False,-0.1484246987852323,30,3.5870000000000006,89719,468,0,0.0,5764.154339316009,False,-0.11387376991935001,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,8,1.9900000000000007,125929,677,0,0.0,17586.632580082714,False,-0.0907646146004188,0.25,705429,0.0,0.0,11,0,0,9,22,21.53846153846154,22,31,19,199.0,19.0,13,2,19,422,2.451063479995355,133.62607852893416
22,19,0,0,0,10.000000000000002,20,10.0,22.91059336717672,24,13.5,12.361834423231459,42,12.714285714285714,26.75216821563854,40,31.775,55.0,8,55.0,0,0.6050000000000001,62738,19,16,1.0,556.5694938748276,False,0.09075666395959042,20,4.054,47738,212,0,0.0,2120.0000000000005,False,-0.15534938466065462,23,0.6190000000000001,88448,33,10,1.0,879.6679253491463,False,-0.0073722030344108985,3,5.117000000000001,54263.0,459,0,0.0,10515.962355534115,False,-0.3353175818804769,12,3.1640000000000006,87072,265,0,0.0,3275.8861221563366,False,-0.15110914669641276,28,3.8370000000000006,88461,507,0,0.0,6267.45005257835,False,-0.1235038418169283,0,0.2,148023,0,12,0.0,660.0,False,0.0012283105331002693,8,2.0620000000000007,124512,717,0,0.0,19181.304610612835,False,-0.09494670141048903,0.25,701255,0.0,0.0,11,0,0,8,13,12.304347826086957,30,38,14,269.0,0.0,19,0,14,324,2.4761610539862886,136.10223958292045
23,14,0,0,0,10.000000000000002,20,10.0,22.911833457074625,38,22.92105263157895,11.82293909900708,34,6.5588235294117645,26.83965572942306,16,28.3125,54.99999999999999,11,55.0,6,0.665,63182,20,10,1.0,429.11833457074624,False,0.09733888091816886,16,4.194000000000001,47331,221,0,0.0,2210.0000000000005,False,-0.16161528741799802,0,0.5960000000000001,87642,61,15,1.0,1574.9659273666582,False,-0.01249069813191438,29,5.404000000000002,53210.0,459,0,0.0,10516.531556797252,False,-0.34707346028500213,13,3.2820000000000005,86617,270,0,0.0,3192.1935567319115,False,-0.15586361108155944,3,3.839000000000001,88347,536,0,0.0,6337.095357067795,False,-0.12426151253544084,0,0.2,148023,0,12,0.0,659.9999999999999,False,0.0012283105331002693,11,2.1640000000000006,123832,733,0,0.0,19673.467649667105,False,-0.09787519943286097,0.25,698184,0.0,0.0,11,0,0,9,16,15.545454545454545,23,32,20,181.0,3.0,13,1,20,617,2.2684689319576137,138.37070851487806
