index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,44,0,0,0,10.000000000000002,20,10.0,26.090874772909515,10,29.0,20.431920987168045,0,,7.695801335234771,26,4.115384615384615,41.00000000000001,20,41.0,2,0.47200000000000003,41432,4,10,1.0,300.9087477290951,False,0.024981004556793224,0,0.659,42087,13,20,1.0,651.8174954581903,False,0.04545117571862989,0,1.7750000000000006,48838.0,125,0,0.0,3261.3593466136895,False,-0.09430981851075214,0,0.2,52675,44,85,1.0,2884.7117739173027,False,-0.028832174880506628,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,26,2.4850000000000008,47511.0,164,0,0.0,3350.8350418955592,False,-0.23522634656071248,6,0.7460000000000002,78642,226,0,0.0,1739.2511017630582,False,-0.008373027314000189,13,0.6360000000000001,80307,0,3,0.3,123.00000000000003,False,0.002313457964905279,0.4125,456181,0.0,0.0,6,0,0,20,10,8.866666666666667,17,37,39,359.0,93.0,23,21,39,200,2.6893971879035234,72.65862553846091
11,39,0,0,0,10.000000000000002,20,10.0,25.2620042585523,10,10.5,20.493138445713093,5,22.0,7.172596321881436,17,1.9411764705882353,41.00000000000001,20,41.0,0,0.4700000000000001,41477,0,10,1.0,252.62004258552298,False,0.025495082976971586,0,0.6590000000000001,41947,17,30,1.0,927.860127756569,False,0.04540240242249718,5,1.8250000000000006,48808.0,125,0,0.0,3157.7505323190376,False,-0.09577784677769864,0,0.2,52570,44,95,1.0,3058.376339719045,False,-0.029158205264167604,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,17,2.629000000000001,46657.0,169,0,0.0,3463.3403973255126,False,-0.24763009875359154,6,0.8,78561,237,0,0.0,1699.9053282859002,False,-0.009628566352681308,11,0.7330000000000001,80262,0,6,0.6,246.00000000000006,False,0.0025192372448025143,0.45,454971,0.0,0.0,8,0,0,21,9,8.25,14,35,46,324.0,51.0,22,17,46,305,2.689249649643898,75.34787518810481
12,46,0,0,0,10.000000000000002,20,10.0,26.153252233545743,53,29.0,20.407653684814203,7,19.0,6.675958864268778,26,3.4615384615384617,41.0,20,41.0,43,0.9000000000000001,41179,0,9,0.9,235.3792701019117,False,0.01793708583033735,0,0.6590000000000001,41837,18,40,1.0,1226.1300893418297,False,0.04636705476277235,7,1.8900000000000006,47875.0,155,0,0.0,4053.75409619959,False,-0.10448142545223257,0,0.2,51903,57,105,1.0,3633.5390142175984,False,-0.03596709663504411,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,26,2.8720000000000008,45306.0,176,0,0.0,3591.7470485272997,False,-0.26763782128175934,12,0.9140000000000001,78343,245,0,0.0,1635.6099217458507,False,-0.012748276307036158,2,0.7420000000000002,80418,8,10,1.0,463.40767091415023,False,0.005820483587008077,0.4875,451550,0.0,0.0,9,0,0,25,14,12.95238095238095,14,39,34,390.0,86.0,26,20,34,405,4.429862982593477,79.77773817069829
13,34,0,0,0,10.000000000000002,20,10.0,25.91130633377051,18,23.22222222222222,20.403982463323878,1,20.0,6.481506419946545,27,5.222222222222222,41.00000000000001,20,41.0,0,0.8570000000000002,41099,0,17,0.8,440.4922076740987,False,0.01849308841324787,0,0.6590000000000001,42135,20,32,1.0,1029.1618026806564,False,0.051284993500957055,1,1.8930000000000005,47449.0,173,0,0.0,4482.655995742299,False,-0.10827779775552454,0,0.2,51903,47,115,1.0,3564.28938096946,False,-0.03658845936248775,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,27,3.116000000000001,44018.0,177,0,0.0,3611.5048960083263,False,-0.28751065151202426,8,0.9820000000000002,78179,267,0,0.0,1730.5622141257275,False,-0.014201500229938182,2,0.76,80747,3,10,1.0,429.4445192598397,False,0.009711812474339014,0.475,450219,0.0,0.0,11,0,0,17,8,8.0,15,32,34,320.0,52.0,21,13,34,1028,2.3571638762950897,82.13490204699337
14,34,0,0,0,10.000000000000002,20,10.0,24.699271911278302,47,19.638297872340427,25.022068754934285,22,46.0,6.012454655293974,17,1.0,41.00000000000001,20,41.0,13,0.9870000000000001,41147,0,7,0.7,172.89490337894813,False,0.01637820630751256,0,0.659,42498,23,25,1.0,847.4817977819575,False,0.05799356402403266,0,1.8920000000000003,46526.0,220,0,0.0,5433.8398204812265,False,-0.11630679939988851,0,0.2,52915,37,103,1.0,3491.146142475529,False,-0.01908382256769502,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,17,3.2590000000000003,42286.0,199,0,0.0,4979.3916822319225,False,-0.3038063306986557,9,1.0640000000000003,78047,275,0,0.0,1653.4250302058429,False,-0.016328741564883856,1,0.768,81140,2,10,1.0,422.024909310588,False,0.01456683405030116,0.4625,449248,0.0,0.0,12,0,0,18,7,5.840909090909091,17,35,35,366.0,96.0,22,12,35,2224,2.5946879582479596,84.72959000524133
15,35,0,0,0,10.000000000000002,20,10.0,24.699271911278302,0,,25.270928248744042,21,26.571428571428573,5.588355699158888,49,4.040816326530612,41.00000000000001,20,41.0,0,0.9740000000000002,41047,0,17,1.0,419.8876224917311,False,0.016957376599025527,0,0.6590000000000001,42398,23,35,1.0,1094.4745168947406,False,0.058572734315545626,17,2.0620000000000003,46347.0,220,0,0.0,5433.8398204812265,False,-0.1195190598262757,0,0.2,53099,27,109,1.0,3421.4115207176146,False,-0.016407548626107177,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,49,3.7320000000000015,38590.0,220,0,0.0,5559.604214723689,False,-0.3567627752878513,14,1.1950000000000003,77593,324,0,0.0,1810.6272465274797,False,-0.021010518148937635,0,0.7670000000000001,81386,0,6,0.2,246.00000000000006,False,0.016537171220832345,0.4,445149,0.0,0.0,9,0,0,19,12,12.0,16,35,33,340.0,39.0,22,13,33,630,2.675256052054465,87.4048460572958
16,33,0,0,0,10.000000000000002,20,10.0,25.054751434077517,58,26.396551724137932,25.25590538757034,3,24.666666666666668,5.536714976792096,16,4.875,41.00000000000001,20,41.0,22,1.1940000000000002,41320,2,10,1.0,270.5475143407752,False,0.02184608339299443,0,0.6590000000000001,42907,21,26,1.0,861.4235372860154,False,0.06824698091259351,2,2.0650000000000004,45469.0,248,0,0.0,6213.578355651224,False,-0.1282788533158853,0,0.2,52464,47,118,1.0,4157.770153134943,False,-0.021195802947249435,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,16,3.843000000000001,37906.0,223,0,0.0,5632.066901428186,False,-0.36683458834309113,7,1.2510000000000001,77435,340,0,0.0,1882.4830921093126,False,-0.022532936581885665,7,0.8370000000000002,81576,0,0,0.0,0.0,False,0.01737275981193021,0.375,443766,0.0,0.0,11,0,0,17,8,6.986111111111111,14,31,30,288.0,53.0,19,14,30,1301,2.560482334345579,89.96532839164138
17,30,0,0,0,10.000000000000002,20,10.0,25.054751434077517,0,,24.53289726644872,31,22.0,5.232943495601695,19,2.0526315789473686,41.00000000000001,20,41.0,0,1.1720000000000002,41200,4,20,1.0,541.0950286815504,False,0.022222571775019715,0,0.6590000000000001,42827,19,36,1.0,1091.9710516267905,False,0.0691164565508984,31,2.3730000000000007,45133.0,248,0,0.0,6213.578355651224,False,-0.1343085712112266,0,0.2,52464,37,128,1.0,4067.2366531663047,False,-0.022008141436667333,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,19,4.017,36364.0,254,0,0.0,6231.355905677975,False,-0.3861513184663144,10,1.344,77268,353,0,0.0,1847.2290539473984,False,-0.024835507190131292,10,0.9300000000000002,81428,0,6,0.6,246.00000000000006,False,0.017060973024207126,0.45,441373,0.0,0.0,7,0,0,14,12,12.0,18,32,32,281.0,118.0,19,11,32,200,2.119710630737245,92.08503902237862
18,32,0,0,0,10.000000000000002,20,10.0,24.335008510963124,31,18.548387096774192,27.18838278543286,55,33.25454545454545,5.157544825403129,5,2.2,41.0,20,41.0,6,1.2320000000000002,41436,8,10,1.0,323.35008510963127,False,0.025356184341610986,0,0.659,42822,15,41,1.0,1147.735348949488,False,0.06968048693521513,27,2.612000000000001,44714.0,248,0,0.0,6035.082110718855,False,-0.1434293831139289,0,0.2,53149,58,110,1.0,4402.152600033476,False,-0.006710281027623011,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,5,4.048000000000001,34355.0,309,0,0.0,8401.210280698753,False,-0.4005192390523303,11,1.4440000000000002,77098,353,0,0.0,1820.6133233673045,False,-0.027121626009457632,3,0.9500000000000002,81639,0,5,0.5,205.0,False,0.019436788346657023,0.4375,439902,0.0,0.0,10,0,0,14,11,9.98076923076923,17,31,34,271.0,56.0,18,14,34,1720,2.267610046081245,94.35264906845987
19,34,0,0,0,10.000000000000002,20,10.0,24.889177774285596,34,29.0,27.01549004128155,7,23.0,5.02236416447904,21,3.857142857142857,41.0,20,41.0,24,1.4660000000000002,41566,8,10,1.0,328.891777742856,False,0.028628901103587196,0,0.6590000000000001,42722,15,51,1.0,1419.3480664885653,False,0.07056309086357282,7,2.655000000000001,44186.0,265,0,0.0,6595.632110185683,False,-0.14787495414735402,0,0.2,52656,65,120,1.0,4859.65536028235,False,-0.01145237814691735,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,21,4.253000000000001,33338.0,316,0,0.0,8536.894853044969,False,-0.4152771915335072,10,1.5330000000000004,76891,366,0,0.0,1838.1852841993286,False,-0.029593646507368527,5,0.9970000000000003,81788,0,8,0.8,328.0,False,0.022062033099285384,0.475,437836,0.0,0.0,9,0,0,18,10,9.571428571428571,13,31,32,290.0,63.0,18,16,32,608,2.744572310708463,97.09722137916833
20,32,0,0,0,10.000000000000002,20,10.0,25.705419517825884,45,30.377777777777776,26.734553365879524,8,21.375,5.602679701014528,34,8.705882352941176,41.00000000000001,20,41.0,4,1.4820000000000004,41786,7,10,1.0,327.05419517825885,False,0.034029113302993234,0,0.6590000000000001,43573,16,30,1.0,931.1625855347766,False,0.08552296809799084,6,2.7080000000000006,43179.0,296,0,0.0,7608.804177276462,False,-0.15685517750631275,0,0.2,52294,69,128,1.0,5195.696777562565,False,-0.01493345077917444,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,34,4.572000000000002,31535.0,324,0,0.0,8661.995290544966,False,-0.44233852685574937,11,1.6330000000000005,76472,389,0,0.0,2179.4424036946516,False,-0.032691203848105935,1,1.0020000000000002,82061,1,10,1.0,415.6026797010146,False,0.026013011983219803,0.5,435589,0.0,0.0,12,0,0,15,13,12.285714285714285,16,31,35,238.0,53.0,17,15,35,1533,2.6233831960707903,99.72060457523912
21,35,0,0,0,10.000000000000002,20,10.0,24.97389594252729,30,18.333333333333332,26.264758945928868,11,20.09090909090909,5.310871703979243,44,4.0227272727272725,41.00000000000001,20,41.0,15,1.6280000000000003,41836,6,10,1.0,309.7389594252729,False,0.03504817667954934,0,0.6590000000000001,43513,17,35,1.0,1044.0863579884551,False,0.08543575584791911,8,2.782000000000001,43107.0,296,0,0.0,7392.273198988078,False,-0.16009014788073286,0,0.2,51813,89,135,1.0,5768.419196585326,False,-0.018426358511724535,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,44,4.9780000000000015,28668.0,335,0,0.0,8798.69424688617,False,-0.48585326714696286,11,1.7320000000000004,76131,433,0,0.0,2299.607447823012,False,-0.036194658170541044,0,1.0010000000000003,82430,0,2,0.1,82.00000000000001,False,0.028534726812416596,0.3875,432187,0.0,0.0,11,0,0,15,11,10.6,14,29,34,270.0,104.0,17,18,34,688,2.11500599514693,101.83561057038605
22,34,0,0,0,10.000000000000002,20,10.0,24.296423650481973,45,20.2,25.005936419742415,40,20.6,5.310871703979243,0,,41.00000000000001,20,41.0,13,1.7430000000000003,41864,8,10,1.0,322.9642365048197,False,0.03590135616486505,0,0.659,43882,15,23,1.0,708.8177439610854,False,0.0903992918726255,34,3.1140000000000003,42240.0,308,0,0.0,7483.298484348447,False,-0.17483222234272086,0,0.2,51343,112,139,1.0,6197.024611198176,False,-0.0230149970282269,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,0,4.934000000000001,27844.0,375,0,0.0,9377.226157403406,False,-0.4941675646629604,13,1.8510000000000004,75905,433,0,0.0,2299.607447823012,False,-0.03901321073155772,5,1.0510000000000002,82460,0,0,0.0,0.0,False,0.02839754062581844,0.375,430227,0.0,0.0,12,0,0,18,9,8.165217391304347,13,31,36,273.0,66.0,18,16,36,739,1.94040038716048,103.77601095754653
23,36,0,0,0,10.000000000000002,20,10.0,24.473033031737142,52,25.442307692307693,24.729667556954347,12,21.0,5.218109702570317,27,4.481481481481482,41.0,20,41.0,23,1.9600000000000002,42032,1,10,1.0,254.73033031737143,False,0.039201487962697734,0,0.6590000000000001,44285,22,14,1.0,562.62246244432,False,0.09853117481875709,0,3.080000000000001,41377.0,337,0,0.0,8247.412131695417,False,-0.1834630309050372,0,0.2,51135,125,137,1.0,6447.093584269888,False,-0.024503862031890374,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,27,5.204000000000001,26285.0,387,0,0.0,9570.381344541333,False,-0.5169059990317864,11,1.9480000000000004,75631,453,0,0.0,2363.8036952643533,False,-0.04203008308953045,9,1.1360000000000003,82315,0,7,0.7,287.0,False,0.028378833418555054,0.4625,427749,0.0,0.0,10,0,0,17,12,12.0,17,34,31,297.0,60.0,21,15,31,1315,2.001187209971249,105.77719816751778
24,31,0,0,0,10.000000000000002,20,10.0,24.603347284146075,9,29.0,24.669902964690436,8,23.5,5.236431203583892,17,5.470588235294118,41.0,20,41.0,0,1.9370000000000003,42203,0,11,1.0,270.63682012560685,False,0.04361257142307688,0,0.6590000000000001,44175,23,24,1.0,820.4803348195057,False,0.09899776103452776,7,3.150000000000001,41067.0,346,0,0.0,8512.758160314543,False,-0.186645268104277,0,0.2,51176,115,146,1.0,6431.190770521602,False,-0.023910785563477137,0,0.2,64689,0,0,0.0,0.0,False,0.005815128663608801,17,5.347000000000001,25449.0,395,0,0.0,9744.611671052722,False,-0.5285500142186681,10,2.037000000000001,75459,463,0,0.0,2424.467647259342,False,-0.04379689181460312,3,1.1570000000000003,82515,0,7,0.7,287.0,False,0.030873127720339722,0.4625,426733,0.0,0.0,10,0,0,17,7,7.0,16,33,34,298.0,57.0,20,11,34,789,2.0200282353907824,107.79722640290856
