index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,22,0,0,0,10.000000000000002,13,10.0,30.624239930659346,14,35.714285714285715,4.845162362799524,73,4.315068493150685,24.664655294474223,42,23.666666666666668,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.272,24540,13,17,1.0,650.6120788212089,False,0.09640222405796567,13,2.2290000000000005,22645,40,0,0.0,1224.969597226374,False,-0.3086565560294526,60,2.6990000000000007,18089.0,81,0,0.0,2480.563434383407,False,-0.425424876870732,0,0.2,47785,41,44,1.0,1283.8964898316462,False,0.02330631909635331,33,3.4280000000000004,28155,369,0,0.0,1787.8649118730243,False,-0.38616912230714834,9,0.8210000000000002,56186,147,0,0.0,3625.7043282877107,False,-0.07005432009774473,11,0.8590000000000002,56056,249,0,0.0,6141.499168324081,False,-0.05196976680089084,0.25,276728,0.0,0.0,11,0,0,15,27,27.0,24,39,15,235.0,12.0,18,4,15,810,1.4644529159995727,32.42013234604383
11,15,0,0,0,10.000000000000002,9,10.0,29.46974805543336,13,20.692307692307693,4.804860118978995,30,4.366666666666666,25.45315915947431,30,32.06666666666667,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.272,24719,12,14,1.0,532.576472776067,False,0.10169267764839872,21,2.4260000000000006,21597,53,0,0.0,1561.8966469379682,False,-0.33480133398326495,9,2.7290000000000005,17843.0,81,0,0.0,2387.049592490102,False,-0.434127261489104,0,0.2,47932,32,52,1.0,1477.3198000999919,False,0.028456172344898976,28,3.6750000000000007,27068,398,0,0.0,1912.33432735364,False,-0.40782336312068257,9,0.9020000000000001,55232,168,0,0.0,4276.130738791684,False,-0.08013620174775775,11,0.9580000000000002,55637,258,0,0.0,6566.915063144372,False,-0.05527742541732637,0.25,273300,0.0,0.0,8,0,0,9,25,25.0,27,36,18,179.0,3.0,14,1,18,507,1.230416965961922,33.65054931200575
12,18,0,0,0,10.000000000000002,14,10.0,30.09434511983277,12,35.333333333333336,4.522381750527164,47,2.595744680851064,25.342907799261173,29,24.379310344827587,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.272,25003,16,12,1.0,521.1321414379933,False,0.11396296444812365,24,2.6450000000000005,20500,57,0,0.0,1715.377671830468,False,-0.36512919247598963,23,2.9500000000000006,16711.0,89,0,0.0,2678.3967156651165,False,-0.46344643863640916,0,0.2,48089,37,55,1.0,1561.1880537288696,False,0.032659834901200946,22,3.867000000000001,26232,430,0,0.0,1944.6241527266807,False,-0.4251476613058207,11,1.0030000000000001,54631,180,0,0.0,4561.723403867011,False,-0.08748297681609948,9,1.0370000000000001,55132,275,0,0.0,6969.299644796823,False,-0.06014863676246779,0.25,269570,0.0,0.0,11,0,0,13,25,25.0,25,38,17,229.0,16.0,15,3,17,746,1.3323591140215285,34.98290842602728
13,17,0,0,0,10.0,7,10.0,30.528477647136103,17,33.11764705882353,4.444457134166645,13,2.4615384615384617,25.539243638764585,15,28.866666666666667,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,5,0.322,25382,13,10,1.0,435.28477647136106,False,0.12878179762051586,0,2.621000000000001,19937,74,0,0.0,2259.1073458880714,False,-0.37378336931292067,13,3.057000000000001,16286.0,89,0,0.0,2717.0345105951133,False,-0.47550556596719606,0,0.2,48089,27,65,1.0,1780.0511791421975,False,0.03497222528888305,15,3.9950000000000006,25844,443,0,0.0,1968.8945104358236,False,-0.433090033487915,6,1.0520000000000003,54208,190,0,0.0,4852.456291365271,False,-0.09193451536552978,14,1.1680000000000001,54703,280,0,0.0,7150.988218854084,False,-0.06557057931267574,0.25,267721,0.0,0.0,6,0,0,13,17,16.42857142857143,25,38,15,238.0,0.0,17,0,15,358,1.2791536480071954,36.262062074034475
14,15,0,0,0,10.0,13,10.0,30.163059332360007,18,28.0,4.19599700333986,30,1.6333333333333333,25.314052760979045,40,23.95,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,8,0.397,25580,16,10,1.0,461.63059332360007,False,0.13809318297375545,27,2.891000000000001,18790,74,0,0.0,2232.0663905946403,False,-0.40828057443900834,3,3.0740000000000003,15698.0,107,0,0.0,3227.447348562521,False,-0.4853980656258357,0,0.2,48261,21,66,1.0,1758.843419294754,False,0.03838267495662624,31,4.290000000000001,24554,469,0,0.0,1967.9225945663943,False,-0.46035919835002964,10,1.1460000000000004,53561,204,0,0.0,5164.066763239725,False,-0.09981026517412997,10,1.254,53995,306,0,0.0,7746.100144859588,False,-0.07215158298438629,0.25,263711,0.0,0.0,10,0,0,12,22,21.444444444444443,23,35,17,206.0,17.0,14,1,17,310,1.3207823429838754,37.58284441701835
15,17,0,0,0,10.0,10,10.0,31.00902905492052,19,36.0,4.25905929856257,26,5.0,25.432037989636985,7,29.714285714285715,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,9,0.47900000000000004,25952,16,10,1.0,470.09029054920524,False,0.15468253209024216,18,3.044000000000001,18201,74,0,0.0,2294.6681500641184,False,-0.4248585334849719,8,3.151000000000001,14788.0,126,0,0.0,3907.1376609199856,False,-0.502346278931661,0,0.2,48254,15,76,1.0,1996.7207766908493,False,0.04074804302986702,7,4.329000000000001,24307,491,0,0.0,2091.1981155942217,False,-0.46427607434288926,7,1.2060000000000002,53301,208,0,0.0,5289.863901844493,False,-0.10297056261348371,13,1.374,53633,309,0,0.0,7858.499738797828,False,-0.07705474170409647,0.25,261708,0.0,0.0,4,0,0,15,20,19.166666666666668,26,41,19,202.0,24.0,15,2,19,100,1.2944503840408288,38.87729480105918
16,19,0,0,0,10.000000000000002,12,10.0,31.571984267758722,15,36.0,4.209396549719448,23,3.5652173913043477,26.11381264596732,95,27.8,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,5,0.52,26262,18,10,1.0,495.7198426775873,False,0.1689166154300804,2,3.046000000000001,17605,89,0,0.0,2809.9065998305264,False,-0.4349171160216622,21,3.353000000000001,14014.0,126,0,0.0,3978.070017737599,False,-0.5242996638367231,0,0.2,48739,16,71,1.0,1921.431042659191,False,0.050201071788724363,80,5.122000000000001,17507,503,0,0.0,2117.326464508882,False,-0.6076903213537647,9,1.2890000000000001,51211,266,0,0.0,6946.274163827307,False,-0.1232020093330931,11,1.4710000000000003,52685,346,0,0.0,9035.379175504693,False,-0.08281988218714166,0.25,251295,0.0,0.0,9,0,0,15,30,29.333333333333332,25,40,15,214.0,37.0,16,3,15,654,1.271550445992034,40.14884524705121
17,15,0,0,0,10.000000000000004,11,10.0,31.496941126435296,6,30.0,3.9849328784364855,72,3.0833333333333335,26.024371571346595,23,24.869565217391305,51.000000000000014,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.5150000000000001,26332,19,14,1.0,630.9571757700942,False,0.17498472542374202,33,3.3740000000000006,16268,89,0,0.0,2803.2277602527415,False,-0.4747595529227321,39,3.722000000000001,12030.0,132,0,0.0,4157.596228689459,False,-0.5806070534661655,0,0.2,48591,26,81,1.0,2211.582352118423,False,0.05013927766163491,23,5.272,16649,555,0,0.0,2211.6377475322493,False,-0.6248242144838533,12,1.4000000000000001,50648,274,0,0.0,7130.6778105489675,False,-0.1307507230426744,8,1.5400000000000003,52262,361,0,0.0,9394.79813725612,False,-0.08672076916643055,0.25,246052,0.0,0.0,7,0,0,13,23,23.0,25,38,17,210.0,0.0,15,0,17,290,1.0931820020196028,41.242027249070816
18,17,0,0,0,10.000000000000004,10,10.0,31.89602689527357,11,36.0,3.977112520860191,20,3.85,26.0836342123554,59,26.372881355932204,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.515,26628,19,13,1.0,604.6483496385565,False,0.18745642113052946,14,3.481000000000001,15806,89,0,0.0,2838.746393679348,False,-0.4879648881769366,6,3.7430000000000008,11490.0,143,0,0.0,4561.131846024121,False,-0.5906612192559062,0,0.2,48852,36,77,1.0,2151.615885102333,False,0.055020876142151294,45,5.699000000000001,14354,555,0,0.0,2207.297449077406,False,-0.6733655497308194,11,1.4980000000000002,49345,307,0,0.0,8007.675703193107,False,-0.14461201495002962,9,1.622,51633,387,0,0.0,10094.366440181539,False,-0.09119767797442974,0.25,241380,0.0,0.0,9,0,0,13,18,18.0,26,39,16,216.0,15.0,15,2,16,834,1.127252924023196,42.36928017309401
19,16,0,0,0,10.000000000000002,10,10.0,32.02671994821477,15,33.0,3.977112520860191,0,,25.549837618311084,74,23.2972972972973,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,2,0.5350000000000001,26979,19,10,1.0,510.2671994821477,False,0.20085248907540346,0,3.4670000000000014,15806,89,0,0.0,2850.3780753911146,False,-0.4877920086294832,0,3.7370000000000005,10995.0,158,0,0.0,5060.221751817933,False,-0.5979575257599665,0,0.2,49392,26,67,1.0,1815.2440459692075,False,0.06287765241705266,54,6.194000000000003,10830,555,0,0.0,2207.297449077406,False,-0.7478309372720247,10,1.5870000000000002,48281,334,0,0.0,8533.645764515903,False,-0.1574553796456844,10,1.7130000000000003,50575,434,0,0.0,11088.629526347011,False,-0.10019056626517597,0.25,236130,0.0,0.0,9,0,0,8,21,20.133333333333333,29,37,17,214.0,7.0,15,1,17,640,1.1732605890138075,43.54254076210782
20,17,0,0,0,10.000000000000002,6,10.0,32.21735908566851,15,33.666666666666664,4.120903670205162,69,4.768115942028985,25.466454970970542,60,24.983333333333334,51.000000000000014,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,5,0.5830000000000001,27314,15,10,1.0,472.1735908566851,False,0.21478402025787477,42,3.8870000000000013,13877,99,0,0.0,3189.5185494811826,False,-0.5400921710192744,27,4.0070000000000014,9861.0,163,0,0.0,5251.429530963967,False,-0.628824506837431,0,0.2,49823,26,61,1.0,1660.5972486545375,False,0.07035116694124055,44,6.58,8142,614,0,0.0,2530.2348535059696,False,-0.8012188862574384,15,1.7270000000000003,46796,372,0,0.0,9473.521249201041,False,-0.17373074934901675,5,1.7530000000000001,50105,456,0,0.0,11612.703466762567,False,-0.1035250171020189,0.25,229190,0.0,0.0,7,0,0,13,24,23.5,25,38,13,223.0,3.0,16,1,13,697,0.9885414279997349,44.531082190107554
21,13,0,0,0,10.000000000000002,9,10.0,32.479258203614606,20,34.0,4.057091380338233,14,2.5,25.228749749775442,49,23.448979591836736,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,10,0.6780000000000002,27684,14,10,1.0,464.7925820361461,False,0.23093594475144735,0,3.845000000000001,13877,99,0,0.0,3215.446562157846,False,-0.5397068077322635,14,4.120000000000001,8698.0,183,0,0.0,5943.704251261473,False,-0.6531062654014228,0,0.2,49975,30,60,1.0,1635.4377263966735,False,0.07329724586252931,38,6.916,6287,614,0,0.0,2491.0541075276747,False,-0.8408307190059201,14,1.8520000000000005,45934,387,0,0.0,9763.526153163097,False,-0.18522699017795105,6,1.808,49403,490,0,0.0,12362.087377389968,False,-0.10877302961943652,0.25,225130,0.0,0.0,10,0,0,12,21,21.0,24,36,15,196.0,3.0,12,1,15,637,0.9472533359657973,45.47833552607335
22,15,0,0,0,10.000000000000002,10,10.0,32.58168666036383,30,33.0,4.066079392527591,17,4.235294117647059,25.12490277341367,63,24.50793650793651,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,20,0.8680000000000001,28074,14,10,1.0,465.81686660363835,False,0.24815505239657032,17,4.015000000000001,13354,99,0,0.0,3225.586979376019,False,-0.5551025983268033,0,4.106000000000001,7708.0,213,0,0.0,6939.899258657496,False,-0.667728378189449,0,0.2,50074,24,63,1.0,1680.4547801457234,False,0.07586483370114237,56,7.438,2693,627,0,0.0,2549.4317791147996,False,-0.9161584842879427,9,1.9280000000000004,44775,418,0,0.0,10502.209359286913,False,-0.19788826514168398,11,1.9120000000000001,48631,522,0,0.0,13115.199247721936,False,-0.11511352578468179,0.25,218581,0.0,0.0,6,0,0,14,22,21.333333333333332,23,37,15,207.0,3.0,14,1,15,219,0.9098282579798251,46.38816378405318
23,15,0,0,0,10.000000000000002,9,10.0,32.58168666036383,0,,3.9411975254104505,19,1.9473684210526316,24.981526442396493,31,23.161290322580644,51.00000000000001,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.8480000000000001,27984,13,20,1.0,781.6337332072766,False,0.2511493834209462,18,4.178000000000001,12832,99,0,0.0,3225.586979376019,False,-0.5706193784463003,1,4.1160000000000005,7678.0,213,0,0.0,6939.899258657496,False,-0.6686201471618338,0,0.2,50073,15,73,1.0,1882.7693931761007,False,0.07798125045617554,31,7.692000000000002,1304,645,0,0.0,2542.0724038897406,False,-0.9455870974147393,10,2.0190000000000006,44237,428,0,0.0,10692.0933173457,False,-0.2049921969812588,10,2.001000000000001,48061,543,0,0.0,13564.968858221297,False,-0.12064705571590159,0.25,215441,0.0,0.0,5,0,0,9,19,19.0,29,38,15,202.0,3.0,14,1,15,90,0.9094266030006111,47.29759038705379
24,15,0,0,0,10.000000000000002,9,10.0,32.76110270768932,11,35.0,3.925251178473364,5,3.0,24.813702741463043,53,23.60377358490566,51.0,20,51.0,0,0.2,23272,0,0,0.0,0.0,False,0.02614753736937255,0,0.8480000000000001,28279,12,19,1.0,742.460951446097,False,0.263293376062571,5,4.210000000000001,12307,110,0,0.0,3603.721297845825,False,-0.5806051945862812,0,4.115000000000001,7678.0,213,0,0.0,6978.1148767378245,False,-0.6680521554540914,0,0.2,50191,10,76,1.0,1925.093920135925,False,0.08092187811824791,46,8.121000000000002,-1283,645,0,0.0,2531.78701011532,False,-1.0003614760997028,9,2.0990000000000006,43525,445,0,0.0,11042.097719951054,False,-0.2136023463959799,11,2.1010000000000004,47118,579,0,0.0,14367.133887307102,False,-0.12933608671668878,0.25,211087,0.0,0.0,7,0,0,12,22,22.0,27,39,13,206.0,3.0,14,1,13,608,0.87771014199825,48.17530052905204
