index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,28,0,0,0,10.000000000000002,20,10.0,10.92763594055598,5,3.0,42.727250491318756,0,,40.859299940622485,36,42.44444444444444,49.99999999999999,20,50.0,5,0.7270000000000001,29976,117,0,0.0,1170.0000000000002,False,-0.07069877759532932,0,0.43400000000000005,31433,103,0,0.0,1030.0000000000002,False,-0.02852277564921243,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,56028,0,22,0.5,939.9995108090127,False,0.02908871888316249,12,0.536,66385,0,0,0.0,0.0,False,-0.02192329792406406,3,0.275,68525,0,0,0.0,0.0,False,0.009606176240920543,7,0.7830000000000001,76420,67,0,0.0,2737.5730960217065,False,-0.030125471628815417,3,0.6530000000000001,78752,3,10,1.0,622.5778998218674,False,-0.014234911166249864,0.1875,463610,0.0,0.0,16,0,0,19,10,8.108333333333334,20,39,26,261.0,91.0,15,13,26,1228,1.7005446840194054,31.88871772494167
11,26,0,0,0,10.000000000000002,20,10.0,11.082973259765355,5,13.0,42.727250491318756,0,,40.25018875866397,12,35.0,49.99999999999999,20,50.0,0,0.7220000000000002,29816,133,0,0.0,1330.0000000000002,False,-0.07313142370613634,5,0.4840000000000001,31313,107,0,0.0,1070.0000000000002,False,-0.03156358328772122,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,55963,0,27,0.5,1153.6357632656063,False,0.029850419512081748,8,0.6040000000000001,66169,0,0,0.0,0.0,False,-0.025105712138847554,4,0.31200000000000006,68565,0,0,0.0,0.0,False,0.01019551220662119,12,0.8960000000000001,76046,69,0,0.0,2777.263024347814,False,-0.034541094543059626,0,0.6500000000000001,78854,3,12,1.0,720.7505662759918,False,-0.012351159115541462,0.1875,462817,0.0,0.0,16,0,0,19,10,10.0,20,39,24,299.0,54.0,18,8,24,600,1.8199921839986928,33.708709908940364
12,24,0,0,0,10.000000000000002,20,10.0,10.45312948893499,4,1.0,42.05128723068808,9,36.888888888888886,43.66708839266578,45,51.55555555555556,49.99999999999999,20,50.0,4,0.7620000000000002,29604,143,0,0.0,1430.0000000000002,False,-0.07805753208052059,0,0.4790000000000001,31213,117,0,0.0,1170.0000000000002,False,-0.03308398710697561,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,56291,0,22,0.4,925.1283190751378,False,0.03374372342102277,10,0.6960000000000002,65827,0,4,0.4,174.66835357066313,False,-0.02885780536022679,35,0.6580000000000001,67759,0,5,0.5,218.33544196332892,False,-7.119589554506439e-05,13,1.014,73433,114,0,0.0,4978.048076763899,False,-0.053400361094919926,0,0.6500000000000001,79204,0,8,0.3,399.99999999999994,False,-0.009986908546848701,0.2,459422,0.0,0.0,16,0,0,13,13,13.0,21,34,29,163.0,68.0,11,13,29,882,2.05090791702969,35.759617825970054
13,29,0,0,0,10.000000000000002,20,10.0,9.896661648345376,9,6.333333333333333,43.17042887646006,10,51.0,43.80288691233076,1,62.0,50.0,20,50.0,5,0.8080000000000003,29324,157,0,0.0,1570.0000000000002,False,-0.08444322812138905,4,0.5190000000000001,31089,123,0,0.0,1230.0000000000002,False,-0.035942346287173875,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,56744,0,21,0.9,906.5790064056612,False,0.04182600504913994,0,0.686,65577,0,9,0.5,394.2259822109769,False,-0.030923740057084724,0,0.623,67561,0,9,0.5,394.2259822109769,False,-0.0016926761583326416,11,1.1110000000000002,73211,114,0,0.0,4993.529108005707,False,-0.05607175919203483,1,0.6600000000000001,79533,0,1,0.1,50.0,False,-0.00806682875132473,0.25,459130,0.0,0.0,18,0,0,14,9,8.333333333333332,18,32,33,244.0,90.0,14,15,33,1072,1.7818108279607259,37.54142865393078
14,33,0,0,0,10.000000000000002,20,10.0,9.040771202234096,8,2.625,43.17042887646006,0,,41.0177896658864,22,25.636363636363637,50.0,20,50.0,8,0.8830000000000002,28993,167,0,0.0,1670.0000000000002,False,-0.09298789758559874,0,0.5150000000000001,30989,133,0,0.0,1330.0000000000002,False,-0.037462750106428265,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,56723,0,29,0.8,1251.9424374173416,False,0.044588827502389204,1,0.6960000000000001,65748,0,0,0.0,0.0,False,-0.03130847317784686,3,0.6530000000000001,67754,0,0,0.0,0.0,False,-0.0017532744979594243,12,1.2200000000000002,72387,136,0,0.0,5578.41939456055,False,-0.06269921205311055,7,0.7290000000000001,79480,0,0,0.0,0.0,False,-0.009039336699707001,0.1,458165,0.0,0.0,12,0,0,16,15,13.2,21,37,33,270.0,117.0,16,17,33,250,1.8797434059670195,39.4211720598978
15,33,0,0,0,10.000000000000002,20,10.0,9.040771202234096,0,,43.17042887646006,0,,41.0177896658864,0,,50.00000000000001,20,50.0,0,0.8750000000000002,28873,179,0,0.0,1790.0000000000002,False,-0.09481238216870401,0,0.5150000000000001,30909,141,0,0.0,1410.0000000000002,False,-0.038679073161831785,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,56723,0,29,0.0,1251.9424374173416,False,0.044588827502389204,0,0.6950000000000001,65748,0,0,0.0,0.0,False,-0.03130847317784686,0,0.6500000000000001,67754,0,0,0.0,0.0,False,-0.0017532744979594243,14,1.3480000000000003,72047,136,0,0.0,5578.41939456055,False,-0.06693834926400763,6,0.7820000000000003,79397,0,0,0.0,0.0,False,-0.010074184901190698,0.0,457542,0.0,0.0,12,0,0,12,11,11.0,25,37,34,160.0,126.0,12,21,34,200,2.010702713043429,41.43187477294123
16,34,0,0,0,10.000000000000002,20,10.0,8.978228395693208,8,8.5,43.744042468668155,5,52.0,39.52514111763758,11,22.0,50.00000000000001,20,50.0,3,0.9050000000000002,28709,187,0,0.0,1870.0000000000002,False,-0.09858298364045491,5,0.5650000000000001,30709,153,0,0.0,1530.0000000000002,False,-0.042936203855744086,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,56915,0,32,0.8,1399.809358997381,False,0.049432700305981556,11,0.8050000000000002,65191,0,5,0.5,197.6257055881879,False,-0.03805912729960229,0,0.6500000000000001,67754,0,0,0.0,0.0,False,-0.0017532744979594243,11,1.4440000000000002,71586,147,0,0.0,5810.195744292724,False,-0.0712412209694363,9,0.8660000000000003,79240,0,0,0.0,0.0,False,-0.012031668848575525,0.1625,456195,0.0,0.0,12,0,0,17,13,13.0,23,40,29,251.0,65.0,17,17,29,460,2.0994122099946253,43.53128698293585
17,29,0,0,0,10.000000000000002,20,10.0,9.067066341231087,7,9.857142857142858,44.659412723092544,10,51.0,38.01744280997885,10,19.0,50.000000000000014,20,50.0,2,0.9220000000000002,28545,198,0,0.0,1980.0000000000005,False,-0.10189746396642949,5,0.6100000000000001,30539,162,0,0.0,1620.0000000000002,False,-0.04673721340388007,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,57356,0,29,0.7,1295.1229689696838,False,0.05651193028332523,5,0.8440000000000001,64626,0,10,1.0,380.17442809978854,False,-0.045038716219263954,0,0.6500000000000001,67754,0,0,0.0,0.0,False,-0.0017532744979594243,5,1.4830000000000003,71339,157,0,0.0,5968.73852116668,False,-0.07333246978887432,15,1.0070000000000001,78857,0,0,0.0,0.0,False,-0.016806932236144878,0.2125,455107,0.0,0.0,11,0,0,13,13,12.5,23,36,33,180.0,95.0,11,18,33,710,1.6074005810078233,45.13868756394368
18,33,0,0,0,10.000000000000002,20,10.0,8.321559793497197,17,5.588235294117647,42.91334306031978,5,18.0,35.94314515329599,15,19.0,50.000000000000014,20,50.0,13,1.0500000000000003,28058,207,0,0.0,2070.0000000000005,False,-0.11533783372863833,4,0.645,30365,173,0,0.0,1730.0000000000002,False,-0.05035577449370553,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,57351,7,34,1.0,1517.304582605353,False,0.05844433236740093,5,0.8890000000000002,64576,0,5,0.5,179.71572576647992,False,-0.04725210521292355,0,0.6500000000000001,67754,0,0,0.0,0.0,False,-0.0017532744979594243,12,1.5980000000000003,70795,172,0,0.0,6182.22096636691,False,-0.07878423435966021,8,1.072,78728,0,0,0.0,0.0,False,-0.01841531076616171,0.1875,453718,0.0,0.0,12,0,0,15,16,15.714285714285715,22,37,36,262.0,109.0,15,18,36,442,1.805402937985491,46.94409050192917
19,36,0,0,0,10.000000000000002,20,10.0,7.667772632858668,10,3.0,42.91334306031978,0,,36.355888876457165,11,41.0,50.00000000000002,20,50.0,10,1.1370000000000005,27678,216,0,0.0,2160.0000000000005,False,-0.12552453931764276,0,0.6410000000000001,30255,184,0,0.0,1840.0000000000002,False,-0.05202821869488536,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,57321,7,44,1.0,1941.8615030840813,False,0.0617644624240368,0,0.8840000000000001,64576,0,5,0.0,181.77944438228582,False,-0.047236902417881345,11,0.76,67666,0,0,0.0,0.0,False,-0.003049813622500847,12,1.7060000000000004,70539,172,0,0.0,6253.212886750633,False,-0.08153348988996546,8,1.1440000000000003,78144,1,10,1.0,536.3558888764574,False,-0.02235299614190853,0.25,452270,0.0,0.0,13,0,0,12,14,14.0,22,34,36,231.0,122.0,15,21,36,200,2.083988874044735,49.0280793759739
20,36,0,0,0,10.000000000000002,20,10.0,7.625106898253312,5,7.0,43.52974628011313,5,52.0,35.157028014235394,9,19.0,50.00000000000003,20,50.0,5,1.1770000000000003,27443,228,0,0.0,2280.0000000000005,False,-0.13084595268503316,0,0.6410000000000001,30175,192,0,0.0,1920.0000000000005,False,-0.05324454175028888,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,57546,2,49,1.0,2148.20778152205,False,0.06774200635254417,4,0.9240000000000002,64291,0,5,0.5,175.78514007117695,False,-0.051480079412497014,0,0.7490000000000001,67666,0,0,0.0,0.0,False,-0.003049813622500847,4,1.734,70332,181,0,0.0,6363.4220705766065,False,-0.08342732952698333,6,1.1960000000000004,78562,0,1,0.1,50.00000000000003,False,-0.020173305903621968,0.2,452106,0.0,0.0,16,0,0,9,7,6.444444444444445,23,32,39,175.0,134.0,11,25,39,960,1.9782742289826274,51.00635360495653
21,39,0,0,0,10.000000000000002,20,10.0,7.309371149152906,4,1.75,43.98324938842394,5,50.0,34.736088370581065,10,29.8,50.00000000000002,20,50.0,4,1.2120000000000004,27221,239,0,0.0,2390.0000000000005,False,-0.13592410144134282,0,0.6410000000000001,30085,201,0,0.0,2010.0000000000005,False,-0.054612905187617834,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,57789,0,50,0.6,2199.1624694211973,False,0.07263221498170519,3,0.9500000000000002,64320,0,0,0.0,0.0,False,-0.05234776715335995,2,0.7690000000000001,67440,0,5,0.5,173.68044185290532,False,-0.005100110192175889,10,1.8300000000000003,70018,183,0,0.0,6356.704171816335,False,-0.08738417697265555,9,1.2800000000000002,78269,0,8,0.8,400.00000000000017,False,-0.02164453587681566,0.2375,451233,0.0,0.0,11,0,0,19,16,14.875,19,38,34,296.0,73.0,20,19,34,450,2.332584924006369,53.3389385289629
22,34,0,0,0,10.000000000000002,20,10.0,7.476399141578744,8,8.875,44.417968497138006,5,50.0,34.14906533769607,15,29.666666666666668,50.00000000000002,20,50.0,3,1.2380000000000002,27000,253,0,0.0,2530.0000000000005,False,-0.1405157209754911,5,0.6910000000000001,29945,207,0,0.0,2070.0000000000005,False,-0.0579577935899775,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,57968,0,53,0.8,2354.152330348314,False,0.07730416868862418,5,0.9970000000000001,64212,0,0,0.0,0.0,False,-0.0539389742607517,5,0.8170000000000002,67233,0,5,0.5,170.74532668848036,False,-0.008171545926299971,11,1.93,69351,198,0,0.0,6761.514936863822,False,-0.09317676618126162,1,1.2810000000000001,78660,0,0,0.0,0.0,False,-0.019263138208341125,0.1625,450460,0.0,0.0,14,0,0,9,13,11.708333333333334,28,37,36,238.0,86.0,15,19,36,750,3.4908949789823964,56.829833507945295
23,36,0,0,0,10.000000000000002,20,10.0,7.476399141578744,0,,42.82370259740648,4,18.0,34.64925168798598,18,37.888888888888886,50.00000000000002,20,50.0,0,1.235,26910,262,0,0.0,2620.0000000000005,False,-0.14188408441282005,0,0.6860000000000002,29835,218,0,0.0,2180.0000000000005,False,-0.05963023779115733,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,58040,0,49,0.0,2098.3614272729174,False,0.07628605514720058,10,1.0920000000000003,63790,0,4,0.4,138.59700675194392,False,-0.05913546618867637,3,0.8420000000000001,67574,0,0,0.0,0.0,False,-0.004405286343612335,15,2.069000000000001,68536,212,0,0.0,7345.641357853028,False,-0.09969676854402457,5,1.33,78351,0,4,0.4,200.00000000000009,False,-0.0218689607879808,0.1,449127,0.0,0.0,13,0,0,9,16,15.5,27,36,29,222.0,94.0,15,21,29,520,1.522161387023516,58.35199489496881
24,29,0,0,0,10.000000000000002,20,10.0,7.584876174651066,8,8.5,42.82370259740648,0,,35.05688214783098,11,39.54545454545455,50.000000000000014,20,50.0,3,1.2650000000000001,26746,270,0,0.0,2700.0000000000005,False,-0.14565468588457095,5,0.7360000000000002,29635,230,0,0.0,2300.0000000000005,False,-0.06388736848506964,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,57972,0,57,0.8,2440.9510480521694,False,0.07816752926223722,2,1.1020000000000003,63818,0,0,0.0,0.0,False,-0.05974393352290307,5,0.8890000000000002,67622,0,0,0.0,0.0,False,-0.0036980831847715587,16,2.2140000000000004,67856,220,0,0.0,7712.514072522817,False,-0.10588794917696645,0,1.3250000000000002,78366,0,3,0.3,150.00000000000006,False,-0.021993641294183654,0.1375,448106,0.0,0.0,13,0,0,4,16,15.333333333333334,25,29,37,121.0,121.0,7,22,37,400,1.4385825969511643,59.790577491919976
25,37,0,0,0,10.000000000000002,20,10.0,7.862002922776199,6,11.0,43.5333467314119,5,52.0,35.344570093302686,11,38.45454545454545,50.00000000000002,20,50.0,1,1.272,26598,282,0,0.0,2820.0000000000005,False,-0.14833059660645867,5,0.7810000000000001,29475,238,0,0.0,2380.0000000000005,False,-0.06753633765128018,0,0.2,56091,0,0,0.0,0.0,False,0.021675379319138086,0,0.2,58166,0,58,0.6,2524.93411042189,False,0.082466021661007,6,1.1600000000000001,63360,0,5,0.5,176.72285046651342,False,-0.06518996618341233,5,0.9340000000000002,67670,0,0,0.0,0.0,False,-0.0029908800259307823,8,2.278000000000001,67488,228,0,0.0,8058.561981273012,False,-0.10831892038356088,9,1.4150000000000003,78166,0,3,0.3,150.00000000000006,False,-0.02448725141824076,0.175,447014,0.0,0.0,15,0,0,15,18,18.0,25,40,35,298.0,112.0,20,17,35,610,1.7955840450013056,61.58616153692128
