index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,27,0,0,0,10.000000000000002,20,10.0,18.079075827218222,35,17.0,27.321115928986337,5,46.0,21.434314583851705,30,19.533333333333335,55.0,20,55.0,0,0.2,43591,6,25,1.0,511.9768956804556,False,0.011347905612737422,0,0.2,43333,1,60,1.0,1094.7445496330934,False,0.01211791661438232,0,0.29000000000000004,78142,45,58,1.0,2398.1831361060276,False,-0.010795920953869163,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,15,2.1680000000000006,98702.0,10,0,0.0,273.21115928986336,False,-0.08809538432058331,15,2.3480000000000008,96119,25,0,0.0,683.0278982246584,False,-0.1100361302636633,6,0.5570000000000002,147815,4,10,1.0,635.7372583354069,False,0.004931065419098954,8,0.7660000000000002,138083,401,0,0.0,8595.160148124534,False,-0.03409237022874049,0.5,726097,0.0,0.0,11,0,0,13,11,10.25,13,26,27,237.0,99.0,14,13,27,1190,2.618791493587196,83.97153350152075
11,27,0,0,0,10.000000000000002,20,10.0,19.276785092151137,21,25.523809523809526,28.877598806736273,5,46.0,21.102922538278953,50,19.12,55.0,20,55.0,0,0.2,43721,8,25,1.0,561.9196273037785,False,0.014922380663173584,0,0.2,43539,0,58,0.9,1118.053535344766,False,0.017138202460440122,0,0.29000000000000004,77836,56,63,1.0,2898.788689984849,False,-0.011490339434308397,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,28,2.4330000000000007,97434.0,10,0,0.0,288.77598806736273,False,-0.09972240218814363,22,2.553000000000001,95011,30,0,0.0,866.3279642020882,False,-0.11941317702214245,1,0.5610000000000002,148292,0,7,0.7,385.0,False,0.007316527142721463,9,0.8480000000000003,137025,448,0,0.0,9454.10929714897,False,-0.038356276891208636,0.44999999999999996,723170,0.0,0.0,13,0,0,15,9,9.0,12,27,30,270.0,81.0,15,12,30,1516,3.495475352741778,87.46700885426253
12,30,0,0,0,10.000000000000002,20,10.0,18.81642854147135,5,8.0,33.23481905837792,20,45.0,21.101949314440017,3,21.0,55.0,20,55.0,0,0.2,43721,2,30,1.0,584.4928562441405,False,0.015182710832016314,0,0.2,43379,6,68,1.0,1339.5171408200517,False,0.016001812257179737,0,0.29000000000000004,78696,51,53,1.0,2721.0832657090687,False,-0.0018758757607872157,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,3,2.4350000000000005,97123.0,15,0,0.0,498.52228587566884,False,-0.10162416947661776,0,2.531000000000001,94341,45,0,0.0,1495.5668576270066,False,-0.12269198862581762,5,0.6100000000000001,148564,0,3,0.3,165.0,False,0.008415532610612866,8,0.9190000000000003,136901,448,0,0.0,9453.673292869127,False,-0.03919896987616135,0.4125,723037,0.0,0.0,14,0,0,16,4,3.8333333333333335,13,29,28,258.0,87.0,16,14,28,1470,2.6556545309722424,90.12266338523477
13,28,0,0,0,10.000000000000002,20,10.0,17.75378452757584,36,14.5,33.986547739345795,5,44.0,21.02051802369838,61,20.639344262295083,55.00000000000001,20,55.0,6,0.26,44047,0,9,0.9,159.78406074818255,False,0.017803991013126255,0,0.2,43249,9,78,1.0,1474.7951931509153,False,0.014563432051100405,0,0.29000000000000004,78394,77,58,1.0,3338.2611775053956,False,-0.0017937263735995886,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,37,2.802000000000001,95124.0,15,0,0.0,509.79821609018694,False,-0.12001532371921822,24,2.771000000000001,93147,50,0,0.0,1699.3273869672898,False,-0.13276810232330774,4,0.645,148509,0,8,0.8,440.00000000000006,False,0.008975211321113116,13,1.0410000000000004,135506,501,0,0.0,10531.279529872889,False,-0.04500739613763051,0.4625,718288,0.0,0.0,8,0,0,13,15,13.6,15,28,31,252.0,72.0,14,14,31,862,2.703639746643603,92.82630313187838
14,31,0,0,0,10.000000000000002,20,10.0,17.633454580924024,25,17.0,35.331672544834795,10,44.0,21.04926424329168,21,21.476190476190474,55.000000000000014,20,55.0,16,0.41400000000000003,44076,0,6,0.6,105.80072748554414,False,0.01785031400629164,0,0.2,43109,13,88,1.0,1681.744003121314,False,0.013720954943159025,0,0.29000000000000004,78409,92,58,1.0,3671.514829045428,False,0.00047074961690016795,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,4,2.8050000000000006,94796.0,20,0,0.0,706.6334508966959,False,-0.12213349640225911,17,2.917000000000001,92314,55,0,0.0,1943.2419899659137,False,-0.13932832355372,0,0.6410000000000001,148831,0,4,0.3,220.00000000000006,False,0.01041341600748952,13,1.1580000000000004,134819,519,0,0.0,10924.568142268383,False,-0.0483339614999783,0.3625,716666,0.0,0.0,11,0,0,15,9,8.64,16,31,32,276.0,87.0,17,14,32,1025,3.105672880075872,95.93197601195425
15,32,0,0,0,10.000000000000002,20,10.0,17.724010501092376,39,18.05128205128205,35.331672544834795,0,,21.00885540800574,12,20.0,55.00000000000001,20,55.0,33,0.728,43792,3,10,1.0,207.24010501092377,False,0.01246961255923098,0,0.2,43039,10,98,1.0,1836.9530291070528,False,0.01389635600400248,0,0.29000000000000004,77705,121,68,1.0,4547.159003680943,False,-0.0028478873185572937,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,6,2.861000000000001,94616.0,20,0,0.0,706.6334508966959,False,-0.12379421217075534,6,2.960000000000001,92126,55,0,0.0,1943.2419899659137,False,-0.14106284891192716,5,0.6910000000000002,148981,0,0,0.0,0.0,False,0.01068477538227752,11,1.2550000000000001,134352,531,0,0.0,11155.702221651049,False,-0.05071807720970979,0.375,714923,0.0,0.0,6,0,0,14,14,12.533333333333331,16,30,31,291.0,120.0,17,15,31,200,2.9630876816809177,98.89506369363517
16,31,0,0,0,10.000000000000002,20,10.0,17.852040214465667,32,18.5,36.83621312454474,11,46.0,20.931252602358846,18,19.72222222222222,55.00000000000001,20,55.0,22,0.9150000000000003,43782,7,10,1.0,248.52040214465666,False,0.01271503173964543,0,0.2,42979,6,108,1.0,1988.020343162292,False,0.014254645867400462,0,0.29000000000000004,77619,143,67,1.0,5020.868030013088,False,-0.0009670725122926928,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,7,2.9250000000000007,94414.0,20,0,0.0,736.7242624908948,False,-0.12551909240734177,11,3.064000000000001,91301,66,0,0.0,2431.1900662199528,False,-0.14642350989408348,11,0.796,148770,0,0,0.0,0.0,False,0.009253354680270817,9,1.3340000000000003,133833,549,0,0.0,11491.257678695007,False,-0.05310076360970713,0.375,713010,0.0,0.0,8,0,0,14,10,9.846153846153847,16,30,29,279.0,99.0,18,13,29,856,3.2223815554752946,102.11744524911046
17,29,0,0,0,10.000000000000002,20,10.0,18.0250418218435,32,18.96875,31.01797495037921,24,14.0,20.804197504955056,30,19.666666666666668,55.00000000000001,20,55.0,22,1.1130000000000002,43817,8,10,1.0,260.250418218435,False,0.013657599102968918,0,0.2,42889,5,118,1.0,2176.9549349775334,False,0.014357685791460425,0,0.29000000000000004,77348,165,53,1.0,4618.084572974276,False,-0.00685672963099061,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,20,3.1180000000000008,93416.0,37,0,0.0,1147.6650731640307,False,-0.13283112793432772,10,3.1530000000000014,90913,73,0,0.0,2264.3121713776823,False,-0.1507730993044476,5,0.8350000000000002,148702,0,0,0.0,0.0,False,0.008792043743131216,15,1.4750000000000003,132847,579,0,0.0,12045.630355368978,False,-0.05790934441145899,0.375,710244,0.0,0.0,11,0,0,14,11,10.879999999999999,20,34,31,360.0,72.0,20,9,31,718,2.988628903403878,105.10607415251434
18,31,0,0,0,10.000000000000002,20,10.0,17.847290014962496,39,17.0,29.433443022874197,10,16.0,20.794327076030235,26,20.692307692307693,55.000000000000014,20,55.0,21,1.3010000000000002,43823,6,10,1.0,238.472900149625,False,0.013544837967358213,0,0.2,42905,7,120,1.0,2211.6748017954997,False,0.01512714567864717,0,0.29000000000000004,76845,194,53,1.0,5022.346743115057,False,-0.010607884953214498,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,22,3.318000000000001,92574.0,37,0,0.0,1089.0373918463454,False,-0.14087004257038963,4,3.1830000000000016,90645,83,0,0.0,2442.9757708985585,False,-0.15242152762370687,9,0.9200000000000002,148473,0,4,0.4,220.00000000000006,False,0.007984749603136915,11,1.5700000000000003,132158,601,0,0.0,12497.390572694172,False,-0.061051142515588956,0.425,707735,0.0,0.0,9,0,0,12,10,9.67741935483871,20,32,33,327.0,96.0,19,12,33,496,2.91298140399158,108.01905555650592
19,33,0,0,0,10.000000000000002,20,10.0,18.046128366352395,38,19.105263157894736,29.433443022874197,0,,20.74489549824558,27,20.25925925925926,55.000000000000014,20,55.0,28,1.5600000000000003,43851,7,10,1.0,250.46128366352394,False,0.014328927270943611,0,0.2,42815,6,130,1.0,2405.9966876258113,False,0.01529231562248658,0,0.29000000000000004,76119,222,63,1.0,5860.547407771306,False,-0.014434230130965406,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,14,3.436000000000001,92096.0,37,0,0.0,1089.0373918463454,False,-0.14528016555561848,13,3.309000000000001,90222,83,0,0.0,2442.9757708985585,False,-0.15632420967967298,6,0.9710000000000001,148248,8,10,1.0,715.9591639859648,False,0.00814064272819957,10,1.6590000000000003,131774,610,0,0.0,12654.386253929804,False,-0.06312366438974731,0.5,705437,0.0,0.0,9,0,0,17,10,9.75,14,31,31,327.0,117.0,19,14,31,615,3.092623413540423,111.11167897004634
20,31,0,0,0,10.000000000000002,20,10.0,18.599830374872628,27,23.037037037037038,27.15374548816536,16,15.0,20.643252032901984,54,20.14814814814815,55.000000000000014,20,55.0,9,1.622,44068,5,10,1.0,235.99830374872627,False,0.01916731984487055,0,0.2,42831,8,132,1.0,2535.177609483187,False,0.01715116606485051,0,0.29000000000000004,75737,239,57,1.0,5993.122952419983,False,-0.018370448013141163,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,26,3.6820000000000013,90842.0,45,0,0.0,1221.9185469674412,False,-0.15623682477157114,28,3.576000000000001,88812,91,0,0.0,2470.990839423048,False,-0.16920391357163195,0,0.9650000000000001,148421,17,10,1.0,900.9352845593338,False,0.009941709579526356,10,1.7490000000000003,130919,645,0,0.0,13314.89756122178,False,-0.06668352183350137,0.5,701942,0.0,0.0,14,0,0,11,10,9.818181818181818,19,30,30,291.0,72.0,17,14,30,1326,2.543677318841219,113.65535628888756
21,30,0,0,0,10.000000000000002,20,10.0,18.769123009629617,35,19.82857142857143,25.147147118180683,20,16.0,20.633615185734328,58,20.586206896551722,55.00000000000002,20,55.0,25,1.8630000000000004,44187,0,10,1.0,187.69123009629618,False,0.021354990544300557,0,0.2,42681,13,142,1.0,2795.2154673674054,False,0.016690294860655156,0,0.29000000000000004,75363,264,47,1.0,6136.964389096711,False,-0.022136693872749805,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,13,3.7860000000000005,90271.0,55,0,0.0,1383.0930914999376,False,-0.16076147004945274,45,3.9980000000000016,85843,101,0,0.0,2539.861858936249,False,-0.196278788697278,4,1.0050000000000003,148565,25,10,1.0,1065.8403796433586,False,0.01147796012253019,6,1.799,129992,685,0,0.0,14134.026402228015,False,-0.07019379671713503,0.5,697214,0.0,0.0,12,0,0,11,13,11.59090909090909,19,30,29,291.0,84.0,17,13,29,960,2.3299177465960383,115.9852740354836
22,29,0,0,0,10.000000000000002,20,10.0,19.0721395079277,10,26.0,25.147147118180683,0,,20.54234573825732,52,20.0,55.00000000000002,20,55.0,0,1.8380000000000003,44327,2,10,1.0,210.72139507927702,False,0.02484974507068711,0,0.2,42601,11,152,1.0,3008.9652052050105,False,0.01731017420372515,0,0.29000000000000004,75103,264,57,1.0,6468.432215829212,False,-0.0233119789056491,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,24,4.013000000000001,89247.0,55,0,0.0,1383.0930914999376,False,-0.17020909753245347,28,4.233000000000001,84515,101,0,0.0,2539.861858936249,False,-0.20853118058929457,6,1.0610000000000002,148585,39,10,1.0,1351.1514837920358,False,0.012581412845447455,4,1.8330000000000002,129368,713,0,0.0,14646.69251137747,False,-0.0726880435281554,0.5,694058,0.0,0.0,11,0,0,7,10,9.833333333333334,19,26,25,237.0,60.0,14,15,25,955,2.294808798469603,118.2800828339532
23,25,0,0,0,10.000000000000002,20,10.0,19.58816374078191,19,25.42105263157895,27.970626784155463,17,44.588235294117645,20.46523475133155,56,20.017857142857142,55.00000000000002,20,55.0,9,1.9280000000000004,44481,6,10,1.0,255.88163740781908,False,0.028922634498994532,0,0.2,42541,7,162,1.0,3243.2825260066693,False,0.01862856101956723,0,0.29000000000000004,75378,273,50,1.0,6746.100040441234,False,-0.018152405398274257,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,17,4.159000000000001,88048.0,68,0,0.0,1902.0026213225715,False,-0.17887752857204933,39,4.5950000000000015,82137,105,0,0.0,2936.9158123363236,False,-0.22863943179377455,0,1.0550000000000002,148970,29,13,1.0,1308.4918077886152,False,0.015048545540170042,13,1.9590000000000003,127955,769,0,0.0,15737.765523773962,False,-0.07857290231139177,0.5,689822,0.0,0.0,15,0,0,7,12,11.09090909090909,17,24,26,201.0,54.0,12,13,26,1343,1.9759916085749865,120.25607444252819
24,26,0,0,0,10.000000000000002,20,10.0,19.82232064041704,24,21.875,27.970626784155463,0,,20.44741118417348,112,20.392857142857142,55.000000000000014,20,55.0,4,1.959,44652,6,10,1.0,258.2232064041704,False,0.03289382085577413,0,0.2,42611,7,162,1.0,3281.2159437475602,False,0.020680612890641954,0,0.29000000000000004,74853,287,60,1.0,7367.243630849018,False,-0.020825840445042026,0,0.2,80312,0,0,0.0,0.0,False,0.0013091126709638809,60,4.742000000000002,83422.0,68,0,0.0,1902.0026213225715,False,-0.22155792382240222,52,5.076000000000001,78483,105,0,0.0,2936.9158123363236,False,-0.26235196189424786,0,1.0550000000000002,149491,23,12,1.0,1130.2904572359903,False,0.01797854380837957,9,2.0360000000000005,125590,877,0,0.0,17932.37960852014,False,-0.08717291152151156,0.5,679414,0.0,0.0,12,0,0,7,16,15.444444444444445,17,24,27,201.0,72.0,12,14,27,1105,1.8703850489109755,122.12645949143916
