index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,36,0,0,0,10.000000000000002,20,10.0,6.876586056943272,3,6.333333333333333,47.034255108963976,20,60.45,10.815379624105951,28,16.678571428571427,57.0,20,57.0,2,0.526,44245,117,0,0.0,1170.0000000000002,False,-0.022246455834242094,1,0.9480000000000002,42937.0,103,0,0.0,1030.0000000000002,False,-0.052300981461286804,0,0.2,88095,11,54,1.0,2615.492222510431,False,0.022411698034779364,0,0.24500000000000002,89157,0,2,0.2,94.06851021792795,False,0.02013922503927096,0,0.2,131876,0,2,0.0,21.630759248211902,False,0.0005144583074071984,27,3.116000000000001,105282.0,53,0,0.0,2492.8155207750906,False,-0.1918584744203222,0,0.44300000000000006,160648,81,10,1.0,1446.045749552582,False,0.0055835667535522856,10,0.8760000000000001,157834,193,0,0.0,2087.3682674524484,False,-0.009953674193947777,0.275,820074,0.0,0.0,22,0,0,14,11,11.0,29,43,32,307.0,70.0,21,15,32,2042,3.220344075001776,62.33790795295499
11,32,0,0,0,10.000000000000002,20,10.0,6.3667700171872905,13,2.923076923076923,47.034255108963976,0,,10.173172303405371,33,5.878787878787879,57.0,20,57.0,2,0.544,44111,128,0,0.0,1280.0000000000002,False,-0.02396946564885496,11,1.0570000000000002,42608.0,112,0,0.0,1120.0000000000002,False,-0.058495092693565974,0,0.2,88075,12,64,1.0,3086.593567179942,False,0.024876740088857614,0,0.24500000000000002,89139,0,4,0.2,188.1370204358559,False,0.020471261395628316,0,0.2,131876,0,2,0.0,20.346344606810742,False,0.0005095864200412477,33,3.4190000000000005,102927.0,53,0,0.0,2492.8155207750906,False,-0.2097238807729724,0,0.44300000000000006,161061,78,11,1.0,1420.507439665619,False,0.008077605358048334,11,0.9760000000000002,157492,219,0,0.0,2227.9247344457763,False,-0.011646908445409707,0.275,817289,0.0,0.0,12,0,0,14,15,15.0,23,37,22,232.0,38.0,18,14,22,713,3.1719146580435336,65.50982261099853
12,22,0,0,0,10.000000000000002,20,10.0,6.274492057582124,5,4.6,47.75035177845591,7,54.142857142857146,9.839932062290814,12,3.5,57.0,20,57.0,2,0.562,43997,137,0,0.0,1370.0000000000002,False,-0.025474372955288985,3,1.0760000000000003,42439.0,123,0,0.0,1230.0000000000002,False,-0.060981461286804796,0,0.2,88072,3,74,1.0,3552.3495077784833,False,0.02750562942590302,3,0.275,89384,0,4,0.4,191.00140711382363,False,0.02328946517796638,0,0.2,131876,0,2,0.0,19.679864124581627,False,0.0005070584063168799,12,3.5060000000000007,101936.0,60,0,0.0,2865.0211067073546,False,-0.21582995961618823,1,0.45300000000000007,161677,68,10,1.0,1239.1153802357753,False,0.011351037171633504,8,1.0450000000000002,157294,231,0,0.0,2273.024306389178,False,-0.012740226495126487,0.3,816675,0.0,0.0,14,0,0,14,12,11.1,23,37,21,183.0,21.0,15,7,21,834,2.4786312240175903,67.98845383501612
13,21,0,0,0,10.000000000000002,20,10.0,6.128870353263334,12,5.083333333333333,48.39958341256578,6,55.166666666666664,9.382689408070446,18,3.888888888888889,57.00000000000001,20,57.0,2,0.5800000000000001,43833,151,0,0.0,1510.0000000000002,False,-0.02752453653217012,10,1.1730000000000003,42190.0,129,0,0.0,1290.0000000000002,False,-0.06575790621592148,0,0.2,88080,0,81,0.8,3920.3662564178285,False,0.029701441261266327,1,0.28200000000000003,89608,0,7,0.7,338.79708388796047,False,0.026696231167091536,0,0.2,131876,0,2,0.0,18.765378816140892,False,0.000503589690470151,18,3.6740000000000013,100506.0,66,0,0.0,3194.3725052293416,False,-0.22542891197312473,0,0.452,162239,62,10,1.0,1151.7267433003676,False,0.014580859147220399,10,1.137,157020,245,0,0.0,2298.758904977259,False,-0.014367474980597488,0.3125,815352,0.0,0.0,18,0,0,7,16,15.2,25,32,24,132.0,48.0,11,10,24,796,2.4575163600384258,70.44597019505454
14,24,0,0,0,10.000000000000002,20,10.0,5.22025905992583,33,2.787878787878788,49.99019742881297,12,58.166666666666664,9.83399060542044,19,14.842105263157896,57.0,20,57.0,2,0.5980000000000001,43689,163,0,0.0,1630.0000000000002,False,-0.02935659760087241,31,1.4730000000000003,41287.0,137,0,0.0,1370.0000000000002,False,-0.08458015267175573,0,0.2,88533,12,82,1.0,4161.839297881774,False,0.03626270426381635,0,0.281,89761,1,14,1.0,705.0830230633075,False,0.030540369286639953,0,0.2,131939,0,1,0.0,9.83399060542044,False,0.0009476402893567377,18,3.8360000000000007,98939.0,78,0,0.0,3899.2353994474115,False,-0.23464282311560772,0,0.45200000000000007,162470,71,11,1.0,1325.2133329848511,False,0.01656087656328035,11,1.237,156763,245,0,0.0,2409.3276983280075,False,-0.015624465809851976,0.375,813381,0.0,0.0,19,0,0,16,16,16.0,19,35,14,259.0,31.0,18,6,14,1474,2.304377796011977,72.75034799106652
15,14,0,0,0,10.000000000000002,20,10.0,5.258930368277704,3,6.666666666666667,48.73927678694604,4,28.0,9.907902390431094,14,11.0,56.99999999999999,20,57.0,2,0.6160000000000001,43585,171,0,0.0,1710.0000000000002,False,-0.03075245365321701,1,1.4520000000000002,41148.0,149,0,0.0,1490.0000000000002,False,-0.08630316248636859,0,0.2,88625,5,88,1.0,4315.35100909264,False,0.038192599802686564,0,0.281,89761,0,15,0.1,731.0891518041907,False,0.030689072606178824,0,0.2,132002,0,0,0.0,0.0,False,0.001388267245237788,13,3.948000000000001,98175.0,82,0,0.0,3996.6206965295755,False,-0.24006925899707338,0,0.45200000000000007,162809,62,15,1.0,1469.2899482067278,False,0.019122261873209985,14,1.366,156234,258,0,0.0,2556.238816731222,False,-0.018463191099139423,0.2625,812339,0.0,0.0,15,0,0,12,13,13.0,22,34,13,145.0,19.0,12,2,13,717,2.086217091011349,74.83656508207787
16,13,0,0,0,10.000000000000002,20,10.0,5.156471018934155,15,4.466666666666667,42.85348069799357,24,27.333333333333332,9.785046314475833,12,7.75,56.99999999999999,20,57.0,4,0.6540000000000001,43435,181,0,0.0,1810.0000000000002,False,-0.032933478735005454,11,1.5610000000000002,40818.0,159,0,0.0,1590.0000000000002,False,-0.09241003271537623,0,0.2,89112,4,76,1.0,3277.4904171232474,False,0.03782744426153751,0,0.281,89863,0,19,0.6,814.2161332618778,False,0.03233086772675849,0,0.2,132002,0,0,0.0,0.0,False,0.001388267245237788,12,4.055000000000001,96905.0,106,0,0.0,4542.468953987318,False,-0.24763323589927355,0,0.45200000000000007,163544,55,11,1.0,1165.1775472961708,False,0.02275487629629587,6,1.4120000000000001,156102,267,0,0.0,2612.6073659650474,False,-0.019110118816123917,0.325,811781,0.0,0.0,19,0,0,6,14,14.0,18,24,19,84.0,40.0,7,6,19,1654,1.8319982279790565,76.66856331005692
17,19,0,0,0,10.000000000000002,20,10.0,5.1767441594446595,5,5.6,42.1261649337463,9,35.77777777777778,8.923305419318458,33,3.9696969696969697,56.99999999999999,20,57.0,3,0.6800000000000002,43298,191,0,0.0,1910.0000000000002,False,-0.0348309705561614,2,1.5700000000000003,40678.0,169,0,0.0,1690.0000000000002,False,-0.09437295528898583,0,0.2,89086,0,83,0.7,3496.4716895009433,False,0.03878224494528398,0,0.281,90183,0,12,0.2,505.5139792049556,False,0.03422523231822421,0,0.2,132002,0,0,0.0,0.0,False,0.001388267245237788,33,4.373000000000001,94154.0,115,0,0.0,4844.508967380825,False,-0.2673570996313854,3,0.48200000000000004,164129,54,10,1.0,1051.8584926431968,False,0.02604723007522425,6,1.4660000000000002,155879,291,0,0.0,2596.6818770216714,False,-0.020549363212270827,0.2375,809409,0.0,0.0,18,0,0,16,13,12.75,21,37,18,205.0,22.0,14,5,18,1092,2.285982478992082,78.954545789049
18,18,0,0,0,10.000000000000002,20,10.0,5.1282952413371925,6,4.333333333333333,41.4623203594905,5,31.0,8.15715281124114,29,2.8620689655172415,57.0,20,57.0,2,0.6970000000000001,43164,202,0,0.0,2020.0000000000005,False,-0.036553980370774265,4,1.6080000000000003,40512.0,178,0,0.0,1780.0000000000002,False,-0.09701199563794984,0,0.2,89241,0,78,0.0,3234.060988040259,False,0.0390543610582909,0,0.281,90157,0,18,0.6,746.321766470829,False,0.03530483724523873,0,0.2,132002,0,0,0.0,0.0,False,0.001388267245237788,29,4.630000000000001,92007.0,120,0,0.0,4975.47844313886,False,-0.2831478070568778,0,0.4790000000000001,164692,47,10,1.0,953.3861821283335,False,0.02924874959379447,10,1.5600000000000003,155585,317,0,0.0,2585.8174411634413,False,-0.022415275148267744,0.2,807360,0.0,0.0,18,0,0,11,12,12.0,20,31,21,147.0,32.0,11,7,21,925,1.9769723759964108,80.93151816504542
19,21,0,0,0,10.000000000000002,20,10.0,5.190594695879535,6,6.166666666666667,41.4623203594905,0,,8.01529839854542,19,6.473684210526316,56.99999999999999,20,57.0,1,0.7050000000000001,43031,214,0,0.0,2140.0000000000005,False,-0.03814612868047983,5,1.6540000000000004,40356.0,186,0,0.0,1860.0000000000002,False,-0.09954198473282443,0,0.2,89204,0,84,0.6,3482.8349101972017,False,0.04005372019599746,0,0.281,90157,0,18,0.0,746.321766470829,False,0.03530483724523873,0,0.2,132002,0,0,0.0,0.0,False,0.001388267245237788,19,4.791000000000001,90932.0,120,0,0.0,4975.47844313886,False,-0.29130292885267356,0,0.4790000000000001,165262,37,10,1.0,866.5660407461804,False,0.03253019486133718,10,1.6500000000000001,155243,336,0,0.0,2693.1402619112614,False,-0.024212057136902124,0.2,806187,0.0,0.0,13,0,0,12,11,11.0,25,37,18,178.0,33.0,15,6,18,770,2.115240154962521,83.04675832000794
20,18,0,0,0,10.000000000000002,20,10.0,5.362526106259778,18,6.222222222222222,43.28127605017942,10,57.0,7.521682886870743,31,4.290322580645161,57.00000000000001,20,57.0,11,0.8140000000000001,42769,227,0,0.0,2270.0000000000005,False,-0.042442748091603054,7,1.7190000000000003,40147.0,193,0,0.0,1930.0000000000005,False,-0.10333696837513631,0,0.2,89099,7,94,1.0,4105.977631460684,False,0.042416074651262375,0,0.281,90720,0,9,0.1,389.5314844516148,False,0.03970318655839582,0,0.2,132002,0,0,0.0,0.0,False,0.001388267245237788,31,5.082000000000001,88205.0,130,0,0.0,5626.5658865233245,False,-0.3095207599567463,3,0.5090000000000001,165794,27,10,1.0,773.0854379455102,False,0.03555409078655709,7,1.71,154984,367,0,0.0,2760.4576194815627,False,-0.02561627163271056,0.2625,803720,0.0,0.0,17,0,0,10,13,13.0,22,32,15,166.0,22.0,13,5,15,1340,2.157593275012914,85.20435159502085
21,15,0,0,0,10.000000000000002,20,10.0,5.275952793143142,16,4.75,41.98315633450602,12,33.666666666666664,7.3761855949542205,7,3.0,57.00000000000001,20,57.0,7,0.8730000000000002,42615,234,0,0.0,2340.0000000000005,False,-0.0450381679389313,9,1.802,39825.0,206,0,0.0,2060.0000000000005,False,-0.10894220283533261,0,0.2,89377,4,93,1.0,3925.5373502816324,False,0.04456352910056629,0,0.281,90770,0,17,0.9,713.7136576866023,False,0.04212866471693905,0,0.2,132002,0,0,0.0,0.0,False,0.001388267245237788,7,5.121000000000001,87460.0,142,0,0.0,5961.608199499855,False,-0.3139016067505448,2,0.526,166339,17,10,1.0,695.3951551142219,False,0.0387081949061045,8,1.7830000000000001,154821,374,0,0.0,2758.6934125128787,False,-0.026637502998869324,0.3625,803209,0.0,0.0,16,0,0,9,10,9.333333333333334,26,35,14,169.0,6.0,13,2,14,1060,2.2139942969661206,87.41834589198697
22,14,0,0,0,10.000000000000002,20,10.0,5.504712435313374,41,6.073170731707317,40.857957266263135,7,28.0,7.864125641202308,26,11.538461538461538,57.00000000000001,20,57.0,24,1.1060000000000003,42105,244,0,0.0,2440.0000000000005,False,-0.05507088331515812,17,1.9630000000000005,39417.0,216,0,0.0,2160.0000000000005,False,-0.11675027262813523,0,0.2,89324,35,96,1.0,4115.028832797229,False,0.04504093428174481,0,0.281,90770,0,17,0.0,694.5852735264733,False,0.04201928841374646,0,0.2,132002,0,0,0.0,0.0,False,0.001388267245237788,26,5.3740000000000006,85789.0,149,0,0.0,6087.835632673207,False,-0.3260992890528937,2,0.5440000000000002,166587,33,10,1.0,829.5161461596763,False,0.04067149445757804,8,1.8550000000000002,154665,374,0,0.0,2941.182989809663,False,-0.027041025113538987,0.25,800659,0.0,0.0,13,0,0,11,14,13.666666666666666,18,29,18,111.0,46.0,10,4,18,909,3.540628253016621,90.9589741450036
23,18,0,0,0,10.000000000000002,20,10.0,5.323990708612299,10,3.0,39.73097331760793,14,33.42857142857143,7.518458128574284,27,4.962962962962963,57.00000000000001,20,57.0,0,1.0820000000000003,41965,258,0,0.0,2580.0000000000005,False,-0.05659760087241003,10,2.0460000000000007,39157.0,222,0,0.0,2220.0000000000005,False,-0.12176663031624864,0,0.2,89678,25,94,1.0,3867.811259570453,False,0.04767569307760738,0,0.281,90854,0,25,1.0,993.2743329401983,False,0.04468782139759729,0,0.2,132002,0,0,0.0,0.0,False,0.001388267245237788,27,5.618000000000002,83532.0,163,0,0.0,6476.148650770093,False,-0.34174834943835825,0,0.542,166872,23,15,1.0,1027.9245369572086,False,0.04306566299098685,15,1.997,154107,401,0,0.0,3014.901709558288,False,-0.03028851313426307,0.375,798167,0.0,0.0,16,0,0,10,13,13.0,24,34,23,163.0,29.0,13,5,23,953,1.9178397369687445,92.87681388197234
24,23,0,0,0,10.000000000000002,20,10.0,5.309664545273785,9,5.111111111111111,39.78519321165923,7,40.42857142857143,7.324685126632105,17,5.0,57.00000000000001,20,57.0,4,1.122,41815,268,0,0.0,2680.0000000000005,False,-0.05877862595419847,5,2.0860000000000007,38962.0,232,0,0.0,2320.0000000000005,False,-0.12492911668484187,0,0.2,89815,17,99,1.0,4028.998425223918,False,0.0501640978993397,0,0.281,90954,0,30,0.7,1193.5557963497768,False,0.04697663504425609,0,0.2,132002,0,0,0.0,0.0,False,0.001388267245237788,17,5.761000000000002,82316.0,170,0,0.0,6763.482845982068,False,-0.34988323820548606,0,0.542,167499,13,14,1.0,893.2209066462175,False,0.04655311078562462,9,2.0720000000000005,153852,418,0,0.0,3061.7183829322203,False,-0.031731676638316726,0.3375,797215,0.0,0.0,19,0,0,18,11,11.0,21,39,19,264.0,12.0,19,4,19,1110,2.351996709010564,95.2288105909829
