index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,44,0,0,0,10.000000000000002,20,10.0,14.573180509220213,37,13.756756756756754,17.224719743557333,5,21.8,39.66246241558674,9,49.888888888888886,37.99999999999999,20,38.0,7,0.45000000000000007,12664,5,10,1.0,195.73180509220214,False,0.08917520718153966,20,1.8130000000000004,7355.0,114,0,0.0,1140.0000000000002,False,-0.3236323290944781,4,0.9150000000000003,16222.0,26,0,0.0,378.9026932397255,False,-0.09876708695113331,0,0.2,14708,179,81,1.0,4003.801610378562,False,-0.08237777017082473,0,0.2,26568,0,2,0.0,79.32492483117348,False,0.018709080072575074,0,0.2,26689,15,20,1.0,1051.6200444650947,False,0.041954516720875544,4,0.7620000000000002,31754,0,4,0.4,151.99999999999997,False,-0.03554222343423325,12,0.536,32159,0,5,0.5,189.99999999999997,False,-0.022694906523649364,0.4875,168119,0.0,0.0,16,0,0,8,15,13.95238095238095,35,43,44,240.0,109.0,20,24,44,796,1.55356277001556,19.57029755495023
11,44,0,0,0,10.000000000000002,20,10.0,14.966646762057422,22,18.818181818181817,19.01560190995872,72,20.88888888888889,40.31719444024803,4,50.0,38.0,20,38.0,7,0.5130000000000001,12839,3,10,1.0,179.66646762057422,False,0.10342521411711926,5,1.8430000000000004,7190.0,126,0,0.0,1260.0000000000002,False,-0.3325936673209866,54,1.451,14487.0,43,0,0.0,643.5658107684692,False,-0.18677743517933915,0,0.2,15244,174,73,1.0,3992.3354760249777,False,-0.053258224161862204,0,0.2,26568,0,2,0.0,80.63438888049606,False,0.018734147342557114,0,0.2,25385,77,26,1.0,2512.4484025132697,False,0.019994035041794665,3,0.7880000000000003,31681,0,4,0.4,152.0,False,-0.03775414356270642,8,0.6040000000000001,32243,0,0,0.0,0.0,False,-0.023028209556706966,0.425,165637,0.0,0.0,18,0,0,12,13,11.911764705882353,31,43,41,248.0,104.0,21,23,41,1280,1.3713584180222824,20.941655972972512
12,41,0,0,0,10.000000000000002,20,10.0,14.446652708721384,36,11.36111111111111,17.806961021014356,35,13.228571428571428,40.31719444024803,0,,37.99999999999999,20,38.0,0,0.506,12739,3,20,1.0,318.9330541744277,False,0.10083353478597028,36,2.1980000000000004,6612.0,136,0,0.0,1360.0000000000002,False,-0.37765639668857215,34,1.7369999999999999,13786.0,43,0,0.0,621.2060664750195,False,-0.22588670877333825,0,0.2,14868,200,82,1.0,4349.501345467454,False,-0.06409935899320551,0,0.2,26568,0,2,0.0,80.63438888049606,False,0.018734147342557114,0,0.2,24922,102,36,1.0,3267.729023992393,False,0.016725927945028325,8,0.8650000000000002,31729,0,0,0.0,0.0,False,-0.03860255128321668,8,0.676,32139,0,0,0.0,0.0,False,-0.02617943823288792,0.375,163363,0.0,0.0,16,0,0,9,17,17.0,33,42,43,224.0,141.0,19,22,43,385,1.3509315560222603,22.292587528994773
13,43,0,0,0,10.000000000000002,20,10.0,14.62424447846782,29,16.0,17.92231641032393,18,18.88888888888889,36.42693672847822,12,18.0,38.00000000000001,20,38.0,4,0.546,13015,1,10,1.0,156.24244478467818,False,0.11744654966222919,5,2.2120000000000006,6447.0,148,0,0.0,1480.0000000000002,False,-0.38661773491508067,16,1.8630000000000002,13280.0,55,0,0.0,804.33344631573,False,-0.24864542981011176,0,0.2,14782,207,90,1.0,4640.227083971992,False,-0.06083945403701282,0,0.2,26535,0,3,0.1,109.28081018543466,False,0.018019082089387642,0,0.2,24831,109,34,1.0,3192.048337493568,False,0.011793107268531812,10,0.9570000000000003,31362,2,10,1.0,452.8538734569565,False,-0.0428619538609072,10,0.768,31990,0,0,0.0,0.0,False,-0.030694179317031785,0.5125,162242,0.0,0.0,19,0,0,13,17,16.8,28,41,43,208.0,138.0,17,26,43,871,2.452914207999129,24.7455017369939
14,43,0,0,0,10.000000000000002,20,10.0,14.884547559570905,21,17.714285714285715,17.86367902526006,8,16.75,37.76128234812324,7,49.57142857142857,38.0,20,38.0,6,0.6020000000000001,13185,0,7,0.7,104.19183291699633,False,0.12973422518208572,5,2.2570000000000006,6257.0,162,0,0.0,1620.0000000000002,False,-0.3968592643168046,5,1.8970000000000002,12888.0,66,0,0.0,982.3801389316798,False,-0.2652833569760659,0,0.2,14806,207,97,1.0,4813.878210281403,False,-0.05475348132121361,0,0.2,26502,0,4,0.1,151.04512939249295,False,0.01755513475616395,0,0.2,25077,106,37,1.0,3290.717423558126,False,0.02310037565676569,0,0.9470000000000003,31305,0,12,0.7,456.0,False,-0.04454140532678847,15,0.9080000000000001,31607,0,2,0.2,76.0,False,-0.041147774444747445,0.4625,161627,0.0,0.0,20,0,0,13,12,11.09090909090909,31,44,44,226.0,82.0,20,23,44,836,1.5140705200028606,26.259572256996762
15,44,0,0,0,10.000000000000002,20,10.0,14.871307882702226,8,14.5,17.968105584943853,1,33.0,38.441791851443654,4,49.0,38.00000000000001,20,38.0,0,0.5960000000000001,13156,1,14,1.0,218.19831035783116,False,0.1321241917879078,5,2.3020000000000005,6117.0,171,0,0.0,1710.0000000000002,False,-0.4049671417598361,0,1.8920000000000003,12807.0,69,0,0.0,1026.1202439064537,False,-0.2685304710624257,0,0.2,14804,202,106,1.0,4908.623384309898,False,-0.05226185106233124,0,0.2,26502,0,4,0.0,153.76716740577461,False,0.017607243144947566,0,0.2,25240,97,43,1.0,3395.9032913516307,False,0.031354632477346524,2,0.9670000000000001,31747,0,0,0.0,0.0,False,-0.038057146320031515,4,0.933,31447,0,4,0.4,152.00000000000003,False,-0.044844408084113566,0.425,161820,0.0,0.0,21,0,0,9,6,5.333333333333333,31,40,46,194.0,117.0,15,29,46,966,1.6051859409781173,27.86475819797488
16,46,0,0,0,10.000000000000002,20,10.0,14.83384769462827,1,7.0,17.312682600526763,8,6.625,39.50129425675174,6,50.0,38.00000000000001,20,38.0,0,0.5960000000000001,13026,4,24,1.0,396.0123446710785,False,0.1286170668546163,1,2.307000000000001,6037.0,178,0,0.0,1780.0000000000002,False,-0.40880771528548265,8,1.9720000000000002,12634.0,69,0,0.0,1023.5354909293507,False,-0.2781017163391173,0,0.2,14797,193,116,1.0,4871.203786724361,False,-0.05367370162755729,0,0.2,26502,0,4,0.0,158.00517702700697,False,0.01768837200939943,0,0.2,25487,95,47,1.0,3501.2656771173743,False,0.04282831802743925,11,1.0750000000000002,31582,0,0,0.0,0.0,False,-0.043056691815895526,5,0.9790000000000003,31246,0,6,0.6,228.00000000000006,False,-0.04978335302851256,0.45,161311,0.0,0.0,18,0,0,12,11,10.333333333333334,26,38,50,181.0,151.0,15,31,50,576,1.695850172021892,29.56060836999677
17,50,0,0,0,10.000000000000002,20,10.0,15.610343736291565,15,25.4,17.43757456010862,1,33.0,42.627908609533726,22,51.0,38.00000000000001,20,38.0,0,0.5960000000000001,13307,4,19,1.0,336.59653098953976,False,0.15006386152554152,0,2.3060000000000005,5937.0,188,0,0.0,1880.0000000000002,False,-0.41307501920286765,0,1.9640000000000006,12337.0,80,0,0.0,1248.8274989033252,False,-0.2882254942640493,0,0.2,14746,187,125,1.0,5098.8310987001005,False,-0.05022429712520312,0,0.2,26502,0,4,0.0,170.5116344381349,False,0.017927785030784703,0,0.2,26576,86,35,1.0,2991.608213503022,False,0.07476565361428505,10,1.1640000000000001,30309,12,10,1.0,891.5349033144048,False,-0.06812206612558856,4,1.0140000000000002,31438,0,0,0.0,0.0,False,-0.04741993152137684,0.5,161152,0.0,0.0,18,0,0,21,9,9.0,25,46,40,213.0,169.0,23,27,40,1964,1.855054234038107,31.41566260403488
18,40,0,0,0,10.000000000000002,20,10.0,16.455804832941602,41,20.24390243902439,17.31974904981415,1,4.0,43.35765443520659,8,50.0,38.00000000000001,0,,6,0.6560000000000001,13776,6,10,1.0,224.558048329416,False,0.18531014971107854,16,2.4660000000000006,5658.0,196,0,0.0,1960.0000000000005,False,-0.4334727319279679,1,1.9740000000000004,11560.0,111,0,0.0,1826.5943364565178,False,-0.315030358691474,0,0.2,14671,187,135,1.0,5415.40162548499,False,-0.04565069671924788,0,0.2,26502,0,4,0.0,173.43061774082636,False,0.01798366357327671,0,0.2,26972,77,37,1.0,2937.8538909383333,False,0.08889800319572601,0,1.1540000000000004,30109,6,20,1.0,1020.1459266112397,False,-0.07223364653802326,0,1.0100000000000002,31238,0,4,0.4,152.00000000000003,False,-0.051177165712207984,0.55,160486,0.0,0.0,17,0,0,10,6,5.833333333333334,31,41,36,207.0,109.0,17,23,36,1101,1.6683942300151102,33.08405683404999
19,36,0,0,0,10.000000000000002,20,10.0,16.037425139443183,43,14.069767441860465,17.04989296931934,14,15.071428571428571,43.35765443520659,0,,38.00000000000001,0,,0,0.6500000000000001,13889,2,10,1.0,180.37425139443184,False,0.19306879966691265,33,2.7800000000000007,5289.0,210,0,0.0,2100.0000000000005,False,-0.4589912093539302,14,2.1130000000000004,11241.0,115,0,0.0,1844.303891035966,False,-0.332061946978694,0,0.2,14178,216,145,1.0,5936.318310671032,False,-0.05842069438025714,0,0.2,26502,0,4,0.0,173.43061774082636,False,0.01798366357327671,0,0.2,26761,81,47,1.0,3418.8510889695763,False,0.09002739555437757,0,1.1540000000000004,30109,0,26,0.6,988.0000000000002,False,-0.072720661758022,0,1.0100000000000002,31238,0,4,0.0,152.00000000000003,False,-0.051177165712207984,0.45,159207,0.0,0.0,14,0,0,22,4,4.0,24,46,38,190.0,85.0,21,15,38,373,1.521906096022576,34.605962930072565
20,38,0,0,0,10.000000000000002,20,10.0,16.394091586432616,54,17.85185185185185,16.663938176957124,55,15.927272727272728,43.35765443520659,0,,38.00000000000001,0,,12,0.77,14141,0,8,0.8,131.15273269146093,False,0.21247557961472485,32,3.0670000000000006,5053.0,224,0,0.0,2240.0000000000005,False,-0.4731586583596484,49,2.589000000000001,9478.0,121,0,0.0,1983.6850819583465,False,-0.4250498330049878,0,0.2,13586,254,149,1.0,6647.026051320496,False,-0.07141608865127679,0,0.2,26502,0,4,0.0,173.43061774082636,False,0.01798366357327671,0,0.2,25885,126,57,1.0,4571.0425131033735,False,0.07854516851915024,0,1.1540000000000004,30109,0,26,0.0,988.0000000000002,False,-0.072720661758022,0,1.0100000000000002,31238,0,4,0.0,152.00000000000003,False,-0.051177165712207984,0.35,155992,0.0,0.0,12,0,0,19,8,8.0,24,43,32,241.0,121.0,21,17,32,656,1.5635746829793788,36.16953761305194
21,32,0,0,0,10.000000000000002,20,10.0,16.370159632567994,43,16.232558139534884,17.909066406635738,25,25.08,41.758590035562065,7,25.142857142857142,38.00000000000001,0,,8,0.8380000000000001,14245,0,8,0.8,130.96127706054395,False,0.22134340176924747,27,3.3050000000000006,4852.0,236,0,0.0,2360.0000000000005,False,-0.48519245540667405,6,2.6000000000000005,9340.0,121,0,0.0,1980.7893155407273,False,-0.4327075970472068,0,0.2,13497,287,140,1.0,7205.505111476017,False,-0.06096910731806662,0,0.2,26598,0,2,0.0,83.51718007112413,False,0.01993792220358982,0,0.2,25338,141,62,1.0,5114.210945540487,False,0.06800051582259056,0,1.1540000000000004,30013,0,28,0.2,1064.0000000000002,False,-0.07447807775050753,0,1.0100000000000002,31158,0,9,0.5,342.00000000000006,False,-0.050722661576220344,0.4375,155041,0.0,0.0,18,0,0,12,3,2.5,31,43,30,204.0,100.0,18,14,30,985,1.2461452069692314,37.415682820021175
22,30,0,0,0,10.000000000000002,20,10.0,16.212951860448108,5,8.0,19.52355422624142,41,25.51219512195122,37.535822256957225,15,17.333333333333332,38.00000000000001,0,,0,0.8300000000000001,14085,6,18,1.0,351.8331334880659,False,0.2171133026153481,5,3.3280000000000003,4767.0,240,0,0.0,2400.0000000000005,False,-0.49073995049927455,20,2.7940000000000005,9154.0,121,0,0.0,1961.7671751142211,False,-0.4434440643845628,0,0.2,14129,282,129,1.0,7090.590919831509,False,-0.029418151569700558,0,0.2,26598,0,2,0.0,75.07164451391445,False,0.0197762480285216,0,0.2,24552,172,57,1.0,5497.593195560086,False,0.045246624977221234,0,1.1540000000000001,29833,0,38,1.0,1444.0000000000002,False,-0.07417507499318243,0,1.0100000000000002,31078,0,14,0.5,532.0000000000001,False,-0.050268157440232705,0.5625,154196,0.0,0.0,16,0,0,11,3,3.0,27,38,31,168.0,117.0,16,14,31,1132,1.2131500919931568,38.62883291201433
23,31,0,0,0,10.000000000000002,20,10.0,16.531077326209097,9,25.0,18.929914344253895,12,10.333333333333334,37.535822256957225,0,,38.00000000000001,0,,0,0.8300000000000001,14210,6,19,1.0,374.0904691979728,False,0.22873135056746496,0,3.323000000000001,4667.0,250,0,0.0,2500.0000000000005,False,-0.49500725441665955,11,2.8840000000000003,8699.0,130,0,0.0,2149.0400524071824,False,-0.4632883016911812,0,0.2,14162,272,138,1.0,7108.781212235912,False,-0.02710650158605409,0,0.2,26598,0,2,0.0,75.07164451391445,False,0.0197762480285216,0,0.2,24428,174,67,1.0,5808.705187116311,False,0.046454787455804454,0,1.1540000000000004,29833,0,38,0.0,1444.0000000000002,False,-0.07417507499318243,0,1.0100000000000002,31078,0,14,0.0,532.0000000000001,False,-0.050268157440232705,0.375,153675,0.0,0.0,13,0,0,19,2,2.0,17,36,26,208.0,93.0,15,16,26,458,1.2293879520148039,39.858220864029136
24,26,0,0,0,10.000000000000002,20,10.0,16.047176491236584,48,13.791666666666664,18.50213294686337,11,12.0,33.5861849183089,28,22.571428571428573,38.00000000000001,2,38.0,5,0.8800000000000001,14456,5,10,1.0,210.47176491236584,False,0.24274437846344485,24,3.563000000000001,4224.0,261,0,0.0,2610.0000000000005,False,-0.5281215328155672,11,2.983000000000001,8041.0,152,0,0.0,2439.1708266679607,False,-0.4914560453962669,0,0.2,13951,288,148,1.0,7359.902505611915,False,-0.031798393585614676,0,0.2,26598,0,2,0.0,67.1723698366178,False,0.019625031008779405,0,0.2,24928,175,49,1.0,4883.596326698225,False,0.04788843996129693,0,1.1540000000000004,29417,6,48,1.0,2025.517109509854,False,-0.07796992531724607,0,1.0100000000000002,30938,2,22,1.0,903.1723698366179,False,-0.048886883467614786,0.625,152553,0.0,0.0,20,0,0,8,10,10.0,24,32,27,132.0,57.0,12,14,27,1294,1.049650806991849,40.907871671020985
