index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,19,0,0,0,10.000000000000002,20,10.0,27.728694998563594,0,,10.967566412401174,9,8.333333333333334,22.283105391848146,11,20.90909090909091,40.00000000000001,9,40.0,0,0.272,13615,2,40,1.0,1129.1477999425438,False,0.13892159839126683,0,0.23600000000000002,11330,108,0,0.0,1080.0000000000002,False,-0.046586345381526104,4,0.861,13004.0,46,0,0.0,1275.5199699339253,False,-0.1793936486425071,5,0.9160000000000001,14006,36,0,0.0,998.2330199482893,False,-0.127459305222922,9,1.1360000000000003,15382,97,0,0.0,1063.853942002914,False,-0.15283859616707704,0,0.2,19357,0,33,0.7,735.3424779309888,False,0.05002242421961635,0,0.2,24668,21,23,1.0,1387.945213228811,False,0.04944646032252272,0,0.2,23855,0,14,0.0,560.0000000000001,False,-0.0013241196673149337,0.3375,135217,0.0,0.0,14,0,0,9,4,4.0,16,25,22,125.0,54.0,9,10,22,646,1.0646063555032015,14.699581991881132
11,22,0,0,0,10.000000000000002,20,10.0,29.72285599160717,34,35.088235294117645,10.878432270558925,7,9.571428571428571,21.72138046809926,34,20.264705882352942,40.00000000000001,7,40.0,0,0.272,14718,1,16,1.0,485.5656958657147,False,0.20166930505484804,0,0.23600000000000002,11220,119,0,0.0,1190.0000000000002,False,-0.05100401606425703,2,0.8770000000000002,12073.0,69,0,0.0,2050.8770634208945,False,-0.2120766042041357,5,0.9610000000000003,13607,47,0,0.0,1396.974231605537,False,-0.1394678106470904,28,1.4070000000000003,14405,98,0,0.0,1066.0863625147747,False,-0.2047887579847012,0,0.2,19554,0,33,0.6,716.8055554472755,False,0.06001611805821863,0,0.2,24302,44,26,1.0,1995.7407405963677,False,0.046876748057193024,0,0.2,23812,0,15,0.1,600.0000000000001,False,-0.002275830678197542,0.3375,133691,0.0,0.0,18,0,0,13,8,8.0,18,31,17,222.0,22.0,14,8,17,1936,1.3197628846392035,16.019344876520336
12,17,0,0,0,10.000000000000002,20,10.0,29.72285599160717,0,,10.902411433494843,14,11.071428571428571,22.874195529272363,6,44.0,40.00000000000001,5,40.0,0,0.272,14598,3,26,1.0,802.7942557817864,False,0.20477085364585493,0,0.23600000000000002,11140,127,0,0.0,1270.0000000000002,False,-0.05421686746987952,4,0.9150000000000003,11983.0,69,0,0.0,2050.8770634208945,False,-0.2174904636844052,10,1.056,13412,47,0,0.0,1396.974231605537,False,-0.15119783952100763,0,1.3790000000000002,14335,105,0,0.0,1144.7532005169585,False,-0.20642126163116956,0,0.2,19733,0,34,0.7,777.7226479952603,False,0.07116642661685543,0,0.2,24238,40,31,1.0,2154.9678211708947,False,0.047522816675029916,0,0.2,23812,0,15,0.0,600.0000000000001,False,-0.002275830678197542,0.3375,133251,0.0,0.0,13,0,0,11,4,4.0,21,32,15,193.0,9.0,14,3,15,664,1.198888748884201,17.218233625404537
13,15,0,0,0,10.000000000000002,20,10.0,29.962406635296723,28,30.928571428571427,10.662661481072785,5,5.8,22.70732020734533,2,14.0,40.0,10,40.0,2,0.29200000000000004,15338,1,10,1.0,309.62406635296725,False,0.2444025729459023,0,0.23600000000000002,11020,139,0,0.0,1390.0000000000002,False,-0.05903614457831325,3,0.9410000000000001,11492.0,80,0,0.0,2396.992530823738,False,-0.23661596093528223,2,1.066,12921,64,0,0.0,1917.5940246589903,False,-0.1650747706731536,2,1.3990000000000002,14267,107,0,0.0,1140.904778474788,False,-0.21014360451224942,0,0.2,19730,0,37,0.3,840.1708476717772,False,0.07266890731093362,0,0.2,24610,32,31,1.0,1966.6342466350507,False,0.05901920483789976,0,0.2,23812,0,15,0.0,600.0,False,-0.002275830678197542,0.2875,133190,0.0,0.0,15,0,0,11,4,3.1818181818181817,18,29,14,147.0,27.0,11,4,14,1059,1.1460576402023435,18.36429126560688
14,14,0,0,0,10.000000000000002,20,10.0,29.818995276277906,10,28.0,10.583477209355406,1,3.0,21.72389847589234,14,15.0,40.0,12,40.0,0,0.29000000000000004,15498,3,10,1.0,328.18995276277906,False,0.2579995964964972,0,0.23600000000000002,10940,147,0,0.0,1470.0000000000002,False,-0.06224899598393574,1,0.9480000000000002,11466.0,80,0,0.0,2385.5196221022325,False,-0.2385250354276277,0,1.064,12641,74,0,0.0,2206.605650444565,False,-0.1732252872219512,14,1.5370000000000001,13914,108,0,0.0,1143.0155386103838,False,-0.2288790114822895,0,0.2,19730,0,37,0.0,803.7842436080166,False,0.07170040573883464,0,0.2,24880,36,29,1.0,1942.0603451321242,False,0.0696830459952026,0,0.2,23812,0,15,0.0,600.0,False,-0.002275830678197542,0.25,132881,0.0,0.0,16,0,0,12,3,3.0,15,27,11,154.0,10.0,11,3,11,960,0.9102347977459431,19.274526063352823
15,11,0,0,0,10.000000000000002,20,10.0,29.818995276277906,0,,10.513944871776754,4,9.0,22.108154844276374,19,24.105263157894736,40.0,10,40.0,0,0.29000000000000004,15408,2,20,1.0,616.3799055255581,False,0.26234457451909876,0,0.23600000000000002,10830,158,0,0.0,1580.0000000000002,False,-0.06666666666666667,2,0.9670000000000001,11420.0,80,0,0.0,2385.5196221022325,False,-0.24129211916198767,2,1.0840000000000003,12607,74,0,0.0,2206.605650444565,False,-0.17527052302560858,13,1.6530000000000002,13569,110,0,0.0,1156.533935895443,False,-0.24688490987768313,0,0.2,19982,0,33,0.2,729.5691098611203,False,0.08313998163058613,0,0.2,24822,45,29,1.0,2154.866967992437,False,0.07168591401482259,0,0.2,23812,0,15,0.0,600.0,False,-0.002275830678197542,0.275,132450,0.0,0.0,14,0,0,9,4,4.0,16,25,15,117.0,33.0,8,3,15,864,0.7138426192104816,19.988368682563305
16,15,0,0,0,10.000000000000002,20,10.0,29.818995276277906,0,,9.978804022625162,6,2.6666666666666665,22.108154844276374,0,,40.0,12,40.0,0,0.29000000000000004,15308,2,30,1.0,914.5698582883372,False,0.2662879461159975,0,0.23600000000000002,10730,168,0,0.0,1680.0000000000002,False,-0.07068273092369477,6,1.0250000000000001,11257.0,80,0,0.0,2385.5196221022325,False,-0.25109722022069797,0,1.082,12607,74,0,0.0,2206.605650444565,False,-0.17527052302560858,0,1.6400000000000003,13568,111,0,0.0,1107.647246511393,False,-0.24823935995444793,0,0.2,19967,0,38,0.5,840.1098840825022,False,0.08528373393884747,0,0.2,25302,35,27,1.0,1853.785419549673,False,0.08531852152831705,0,0.2,23812,0,15,0.0,600.0,False,-0.002275830678197542,0.3125,132551,0.0,0.0,14,0,0,12,2,2.0,19,31,15,183.0,39.0,12,3,15,680,0.7263294942677021,20.714698176831007
17,15,0,0,0,10.000000000000002,20,10.0,29.66984600199716,11,28.0,9.637652686844378,11,7.181818181818182,22.659101952570545,7,31.0,40.0,6,40.0,0,0.29000000000000004,15496,4,29,1.0,900.4255340579177,False,0.28082030257260715,0,0.23600000000000002,10650,176,0,0.0,1760.0000000000002,False,-0.07389558232931727,6,1.0790000000000002,11087.0,80,0,0.0,2373.587680159773,False,-0.261682276222336,5,1.1320000000000001,12219,85,0,0.0,2521.936910169759,False,-0.18912605539672284,3,1.6700000000000002,13505,111,0,0.0,1069.779448239726,False,-0.2526010261314952,0,0.2,20060,1,44,1.0,1006.6381385999483,False,0.09466697201490414,0,0.2,25325,32,31,1.0,1965.0912624822574,False,0.08857308028473247,0,0.2,23812,0,15,0.0,600.0,False,-0.002275830678197542,0.375,132154,0.0,0.0,14,0,0,10,5,5.0,20,30,17,161.0,38.0,11,4,17,920,1.03276346065104,21.747461637482047
18,17,0,0,0,10.000000000000002,20,10.0,30.782570152377847,20,37.5,9.043092368769884,6,1.0,22.242692583113005,22,20.318181818181817,39.99999999999999,9,40.0,0,0.29000000000000004,16116,7,19,1.0,654.8688328951791,False,0.3207577844536215,0,0.23600000000000002,10580,183,0,0.0,1830.0000000000002,False,-0.07670682730923695,6,1.133,10160.0,100,0,0.0,3078.257015237785,False,-0.29625069131262677,0,1.1270000000000002,12219,85,0,0.0,2616.518462952117,False,-0.18628132630678185,12,1.7870000000000001,13223,111,0,0.0,1003.7832529334571,False,-0.26936962329163017,0,0.2,20314,0,41,0.7,911.9503959076332,False,0.10566809677688667,0,0.2,25414,40,32,1.0,2169.70770332452,False,0.096489173321565,0,0.2,23636,0,19,0.4,759.9999999999999,False,-0.006248189680142343,0.38749999999999996,131662,0.0,0.0,15,0,0,14,4,4.0,17,31,23,160.0,52.0,12,5,23,1570,1.3249380942434072,23.072399731725454
19,23,0,0,0,10.000000000000002,20,10.0,31.214479919367324,34,32.8235294117647,9.043092368769884,0,,22.758235520428336,14,26.857142857142858,40.0,8,40.0,15,0.44000000000000006,16767,9,10,1.0,402.14479919367324,False,0.3628973814937218,0,0.23600000000000002,10500,191,0,0.0,1910.0000000000002,False,-0.07991967871485944,0,1.127,9584.0,116,0,0.0,3620.8796706466096,False,-0.3145789319463845,0,1.127,11679,103,0,0.0,3215.0914316948342,False,-0.20076120573583875,8,1.8550000000000002,13037,111,0,0.0,1003.7832529334571,False,-0.2792711404595833,0,0.2,20578,0,35,0.0,796.5382432149918,False,0.11664993993119491,0,0.2,25358,44,34,1.0,2361.3623628988466,False,0.09813717802993441,0,0.2,23636,0,19,0.0,760.0,False,-0.006248189680142343,0.25,131139,0.0,0.0,15,0,0,13,3,2.8333333333333335,20,33,24,222.0,67.0,16,7,24,1360,1.3048113714903593,24.377211103215814
20,24,0,0,0,10.000000000000002,20,10.0,31.334212516874587,23,32.08695652173913,9.280174588279081,5,13.0,22.289241085984546,10,17.0,40.0,9,40.0,13,0.5550000000000002,17106,9,10,1.0,403.34212516874584,False,0.39017438253689746,0,0.23600000000000002,10400,201,0,0.0,2010.0000000000005,False,-0.08393574297188755,0,1.1270000000000002,9356.0,122,0,0.0,3822.7739270586994,False,-0.32222166966257515,5,1.177,11089,120,0,0.0,3760.1055020249505,False,-0.21985967570906667,9,1.9370000000000003,12838,111,0,0.0,1030.099379298978,False,-0.2891642432978712,0,0.2,20556,0,39,0.5,869.2804023533973,False,0.11741496945311145,0,0.2,25548,44,35,1.0,2380.72660778332,False,0.10639977257796415,0,0.2,23636,0,19,0.0,760.0,False,-0.006248189680142343,0.3125,130529,0.0,0.0,15,0,0,13,4,3.764705882352941,21,34,20,236.0,82.0,16,8,20,831,1.8206711588427424,26.197882262058556
21,20,0,0,0,10.000000000000002,20,10.0,31.175558279208435,11,29.0,9.46905237824848,6,11.833333333333334,23.04769223129832,4,44.0,39.99999999999999,6,40.0,1,0.552,17302,9,10,1.0,401.75558279208434,False,0.40585363786313605,0,0.23600000000000002,10300,211,0,0.0,2110.0000000000005,False,-0.08795180722891566,1,1.1370000000000002,9333.0,122,0,0.0,3803.418110063429,False,-0.3241873763816341,5,1.222,10690,131,0,0.0,4083.998134576305,False,-0.23411940163088593,0,1.9280000000000004,12838,111,0,0.0,1051.0648139855812,False,-0.2886062067078632,0,0.2,20661,0,41,0.6,944.9553814832311,False,0.12501877512598436,0,0.2,25612,38,39,1.0,2435.812304789336,False,0.11018770026874124,0,0.2,23636,0,19,0.0,759.9999999999999,False,-0.006248189680142343,0.325,130372,0.0,0.0,13,0,0,14,3,2.090909090909091,16,30,19,168.0,52.0,12,8,19,616,1.2588287694379687,27.456711031496525
22,19,0,0,0,10.000000000000002,20,10.0,31.598610453785543,14,36.0,8.722399826113257,9,2.6666666666666665,23.04769223129832,0,,39.999999999999986,9,40.0,4,0.5910000000000001,17614,9,10,1.0,405.98610453785545,False,0.4310837792987091,0,0.23600000000000002,10200,221,0,0.0,2210.0000000000005,False,-0.09196787148594378,9,1.2260000000000002,8564.0,136,0,0.0,4297.411021714834,False,-0.3555879745634374,0,1.217,10690,131,0,0.0,4139.417969445906,False,-0.23245253941753172,0,1.9280000000000004,12838,111,0,0.0,968.1863806985715,False,-0.2908121804445416,0,0.2,20637,0,50,0.9,1152.384611564916,False,0.1292623000150363,0,0.2,25972,28,40,1.0,2245.3353824763526,False,0.12114319904159297,0,0.2,23636,0,19,0.0,759.9999999999998,False,-0.006248189680142343,0.3625,130151,0.0,0.0,14,0,0,8,4,3.2857142857142856,17,25,17,137.0,61.0,10,9,17,560,1.1523174457252026,28.609028477221727
23,17,0,0,0,10.000000000000002,20,10.0,31.598610453785543,0,,8.993837922615555,5,13.0,23.980767800341383,8,36.0,39.999999999999986,8,40.0,0,0.5870000000000002,17514,9,20,1.0,721.9722090757109,False,0.4357418557861732,0,0.23600000000000002,10100,231,0,0.0,2310.0000000000005,False,-0.09598393574297188,0,1.217,8564.0,136,0,0.0,4297.411021714834,False,-0.3555879745634374,5,1.2670000000000003,10610,131,0,0.0,4139.417969445906,False,-0.23726485895554905,1,1.9380000000000004,12818,111,0,0.0,998.3160094103266,False,-0.2910748999358444,0,0.2,20845,0,48,0.5,1151.0768544163864,False,0.14030015582689345,0,0.2,26004,26,42,1.0,2303.4999628088754,False,0.12367070722077372,0,0.2,23636,0,19,0.0,759.9999999999998,False,-0.006248189680142343,0.3125,130091,0.0,0.0,14,0,0,9,2,2.0,18,27,17,99.0,87.0,8,9,17,793,1.0717692775651813,29.68079775478691
24,17,0,0,0,10.000000000000002,20,10.0,31.5282298689516,4,29.0,8.99459946623579,10,9.0,24.711370720305325,7,35.142857142857146,39.999999999999986,0,,0,0.5870000000000002,17570,5,26,1.0,869.7339765927416,False,0.44617405528484894,0,0.23600000000000002,9960,245,0,0.0,2450.0000000000005,False,-0.10160642570281124,5,1.2670000000000001,8444.0,136,0,0.0,4287.839262177417,False,-0.3630943436544328,5,1.3120000000000003,10414,135,0,0.0,4256.311032308466,False,-0.24553924950949033,1,1.9470000000000003,12798,111,0,0.0,998.4005407521728,False,-0.2921373292320423,0,0.2,20986,0,52,1.0,1284.991277455877,False,0.1513705423863688,0,0.2,25930,19,52,1.0,2549.5160436858005,False,0.12569859816455908,0,0.2,23464,0,23,0.4,919.9999999999997,False,-0.010055033723672778,0.425,129566,0.0,0.0,13,0,0,10,3,3.0,10,20,18,202.0,68.0,12,5,18,547,0.8461676146835089,30.526965369470417
