index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,11,0,0,0,10.000000000000002,20,10.0,19.779745698020104,5,9.6,18.755982127874542,12,19.0,15.198163339669078,20,17.0,47.0,20,47.0,5,0.6910000000000001,31370,119,0,0.0,1190.0000000000002,False,-0.03844418373792979,0,0.254,34547,0,19,0.9,375.815168262382,False,0.044878849205282116,10,1.0200000000000002,52829,70,0,0.0,1384.5821988614073,False,-0.06277289427677123,2,1.0390000000000001,54667,72,0,0.0,1424.1416902574474,False,-0.03024076550399746,0,0.2,68171,0,8,0.0,121.58530671735262,False,0.01003334596557824,20,1.6690000000000003,57081,159,0,0.0,2982.2011583320523,False,-0.13295880955730188,0,0.21800000000000003,96144,21,10,1.0,789.1614301330507,False,0.017695348039916934,0,0.23600000000000002,97998,1,11,1.0,532.1981633396691,False,0.035885505815621256,0.3625,492807,0.0,0.0,17,0,0,7,9,9.0,14,21,10,90.0,26.0,7,4,10,1140,0.9335897294804454,21.62978665996343
11,10,0,0,0,10.000000000000002,20,10.0,20.001597140108544,19,21.36842105263158,19.306533251082907,16,23.375,14.869023933552544,3,1.0,47.0,20,47.0,8,0.766,31212,126,0,0.0,1260.0000000000002,False,-0.04214421081129862,0,0.254,34759,3,18,1.0,390.0287485219538,False,0.051469914696657335,2,1.0300000000000002,52443,81,0,0.0,1620.129368348792,False,-0.06746988610348484,14,1.1770000000000003,54461,80,0,0.0,1600.1277712086835,False,-0.03230722015892648,0,0.2,68171,0,8,0.0,118.95219146842035,False,0.010013856999351745,3,1.6790000000000003,56587,175,0,0.0,3378.643318939509,False,-0.13733721675297167,3,0.24800000000000003,96583,11,10,1.0,633.559263269078,False,0.021503053253579315,0,0.23600000000000002,98324,0,8,0.4,376.0,False,0.0384988403963736,0.3,492540,0.0,0.0,16,0,0,9,7,6.5,15,24,8,81.0,16.0,7,3,8,1294,0.9248728901147842,22.554659550078213
12,8,0,0,0,10.000000000000002,20,10.0,18.882745033086582,17,10.823529411764707,19.481284743220197,6,23.0,14.642239180589385,24,13.541666666666666,46.99999999999999,20,47.0,5,0.808,31032,139,0,0.0,1390.0000000000002,False,-0.045603585717293865,0,0.254,34828,0,16,1.0,302.1239205293853,False,0.052223384179066,0,1.0280000000000002,52368,85,0,0.0,1605.0333278123594,False,-0.06891540882033098,6,1.2230000000000003,54304,93,0,0.0,1756.0952880770521,False,-0.0336908968577991,0,0.2,68426,0,3,0.0,43.926717541768156,False,0.013233314959452902,19,1.8660000000000003,55531,181,0,0.0,3526.1125385228556,False,-0.15187766424991228,1,0.255,96789,6,10,1.0,557.8534350835363,False,0.023275634804361824,1,0.24600000000000002,98621,9,10,1.0,601.7801526253045,False,0.04281984056833922,0.375,491899,0.0,0.0,19,0,0,10,8,7.0,12,22,8,104.0,3.0,7,1,8,1346,0.897163805551827,23.45182335563004
13,8,0,0,0,10.000000000000002,20,10.0,19.568145634470604,7,31.857142857142858,20.1935352528378,14,26.0,17.324339125205288,46,24.695652173913043,47.0,20,47.0,0,0.8030000000000002,30922,150,0,0.0,1500.0000000000002,False,-0.047258069367987245,0,0.254,34961,0,18,0.9,352.22662142047085,False,0.05697780918419625,0,1.0280000000000002,52145,92,0,0.0,1800.2693983712954,False,-0.07111100936529177,14,1.357,54234,93,0,0.0,1819.8375440057662,False,-0.03435858277583991,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,43,2.2770000000000006,53496,195,0,0.0,3937.7393743033713,False,-0.17895506280676662,1,0.264,96292,30,10,1.0,989.7301737561586,False,0.02031272493019273,0,0.24500000000000002,98866,11,11,1.0,707.5677303772582,False,0.045960192548899714,0.3625,489495,0.0,0.0,19,0,0,12,7,6.333333333333333,11,23,8,82.0,6.0,6,2,8,1375,0.8875247640535235,24.339348119683564
14,8,0,0,0,10.000000000000002,20,10.0,20.929418176376835,19,29.473684210526315,20.20046848589266,1,21.0,16.22042655977494,15,4.8,47.0,20,47.0,0,0.8030000000000002,30842,158,0,0.0,1580.0000000000002,False,-0.04846133020485516,1,0.264,35382,2,10,1.0,229.29418176376834,False,0.06779313211448669,1,1.0380000000000003,51623,109,0,0.0,2281.306581225075,False,-0.07604011328735097,0,1.3430000000000002,54186,95,0,0.0,1988.2947267557993,False,-0.03372417323262175,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,15,2.3840000000000003,52842,196,0,0.0,3959.2918232349616,False,-0.18847668662673592,2,0.28300000000000003,96706,29,10,1.0,940.3923702334732,False,0.02441699541552544,0,0.24500000000000002,99206,7,13,1.0,724.5429859184246,False,0.04963389724814694,0.375,489366,0.0,0.0,17,0,0,10,6,4.666666666666667,11,21,8,81.0,19.0,5,3,8,1397,0.9100222615525126,25.249370381236076
15,8,0,0,0,10.000000000000002,20,10.0,20.793291687033012,39,20.358974358974358,20.20046848589266,0,,15.198198265859117,18,6.5,46.99999999999999,20,47.0,11,0.913,30628,166,0,0.0,1660.0000000000002,False,-0.05369551484523057,18,0.44300000000000006,35542,4,10,1.0,247.93291687033013,False,0.07288651621198938,0,1.0370000000000001,50997,129,0,0.0,2682.3346276272587,False,-0.08349092365401828,0,1.3430000000000002,54018,114,0,0.0,2370.4352523217635,False,-0.0333201830602584,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,18,2.5490000000000004,52010,196,0,0.0,3959.2918232349616,False,-0.20079275969420787,0,0.281,97142,26,10,1.0,865.153154912337,False,0.02861666221227254,0,0.24500000000000002,99593,8,13,1.0,732.5855861268728,False,0.05375598558995817,0.375,488509,0.0,0.0,17,0,0,10,10,9.714285714285715,12,22,12,93.0,6.0,6,2,12,1212,0.9254383724182844,26.17480875365436
16,12,0,0,0,10.000000000000002,20,10.0,21.97419491824316,27,28.40740740740741,20.046738778604848,2,12.0,13.77667987576947,18,1.6111111111111112,46.99999999999999,20,47.0,0,0.9020000000000001,30538,175,0,0.0,1750.0000000000002,False,-0.05504918328670698,17,0.595,35816,5,10,1.0,269.7419491824316,False,0.08145687737542379,2,1.0570000000000002,50422,146,0,0.0,3208.2324580635013,False,-0.08895534218765538,0,1.3430000000000002,53788,124,0,0.0,2724.800169862152,False,-0.03424508659455966,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,18,2.7110000000000007,51107,198,0,0.0,3969.25427816376,False,-0.21408610683184,0,0.281,97543,27,11,1.0,888.9703566457756,False,0.03296948322077673,0,0.24500000000000002,100103,5,12,1.0,632.8833993788472,False,0.058606806870012955,0.375,487896,0.0,0.0,16,0,0,9,7,7.0,18,27,7,132.0,14.0,9,3,7,1460,0.9427075497806072,27.117516303434968
17,7,0,0,0,10.000000000000002,20,10.0,22.005541370434067,16,22.3125,20.427692360696796,8,25.0,12.809491899913613,17,4.0,46.99999999999999,20,47.0,2,0.9220000000000002,30452,183,0,0.0,1830.0000000000002,False,-0.056432933249105074,4,0.6180000000000001,35942,7,10,1.0,290.05541370434065,False,0.08555267896556172,0,1.0550000000000002,50390,148,0,0.0,3256.820122824242,False,-0.08909028716050643,8,1.4230000000000003,53395,138,0,0.0,3036.764709119901,False,-0.0383955739403924,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,17,2.863000000000001,50168,206,0,0.0,4208.10462630354,False,-0.22621825039003213,0,0.281,97875,28,13,1.0,969.6657731975811,False,0.0368947173371156,0,0.24500000000000002,100643,1,10,1.0,482.80949189991355,False,0.06350837809350576,0.375,487444,0.0,0.0,15,0,0,10,7,6.090909090909091,9,19,10,44.0,34.0,4,3,10,1140,0.8877855557948351,28.005301859229803
18,10,0,0,0,10.000000000000002,20,10.0,21.98079197591246,8,21.5,20.093285035470124,14,17.857142857142858,12.599997338932369,9,9.0,47.0,20,47.0,4,0.9600000000000002,30402,186,0,0.0,1860.0000000000002,False,-0.0574857864813645,0,0.6140000000000001,35888,14,16,1.0,491.69267161459936,False,0.08696105453200068,11,1.1650000000000003,50054,156,0,0.0,3429.0035482423436,False,-0.0934665048485068,3,1.4450000000000003,53365,138,0,0.0,3033.3492926759195,False,-0.038950816966028784,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,9,2.936000000000001,49630,220,0,0.0,4420.522707803428,False,-0.23261004005829838,0,0.281,98345,18,13,1.0,837.7999521007827,False,0.04115433244834908,0,0.24500000000000002,101032,0,10,1.0,470.0,False,0.0675416403120388,0.375,487295,0.0,0.0,15,0,0,7,5,5.0,15,22,10,101.0,24.0,8,2,10,1256,0.9733822932466865,28.97868415247649
19,10,0,0,0,10.000000000000002,20,10.0,21.259529274246102,8,8.0,19.47668863986615,12,14.5,12.24397189693192,10,7.0,47.0,20,47.0,4,0.9960000000000002,30238,198,0,0.0,1980.0000000000005,False,-0.06061426465722107,0,0.614,35840,12,22,1.0,587.7096440334143,False,0.08696130981008654,10,1.2540000000000002,49846,156,0,0.0,3316.486566782392,False,-0.09809401317915464,2,1.4620000000000004,53289,146,0,0.0,3103.891274039931,False,-0.039664034654502814,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,10,3.0270000000000006,49116,232,0,0.0,4518.591764448947,False,-0.23949291111963056,0,0.281,98792,18,12,1.0,784.3914941447746,False,0.045585027905043075,0,0.24500000000000002,101455,0,1,0.0,47.0,False,0.06977124183006536,0.25,487155,0.0,0.0,16,0,0,10,5,5.0,12,22,10,86.0,30.0,8,2,10,1172,0.9467002106830478,29.925384363159537
20,10,0,0,0,10.000000000000002,20,10.0,21.743960233871242,18,25.5,19.69633246233889,5,24.0,11.855531560147321,7,4.0,47.00000000000001,20,47.0,0,0.9920000000000002,30128,209,0,0.0,2090.0000000000005,False,-0.06226874830791445,0,0.6140000000000001,36209,11,14,1.0,414.4154432741974,False,0.09545491446731932,0,1.2440000000000002,49712,161,0,0.0,3500.77759765327,False,-0.09882693939644457,5,1.5100000000000002,52929,159,0,0.0,3457.2896771855276,False,-0.04287386897011233,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,7,3.0870000000000006,48737,237,0,0.0,4668.030793574317,False,-0.24399716675863517,0,0.281,99281,15,11,1.0,694.83297340221,False,0.05026793681953509,8,0.32500000000000007,101381,0,0,0.0,0.0,False,0.06874341134303184,0.25,486956,0.0,0.0,17,0,0,12,5,4.75,13,25,10,138.0,14.0,9,1,10,1176,0.9738545408472419,30.89923890400678
21,10,0,0,0,10.000000000000002,20,10.0,21.81577779837824,1,32.0,19.69633246233889,0,,10.796891300942107,17,2.4705882352941178,47.0,20,47.0,0,0.9920000000000002,30078,214,0,0.0,2140.0000000000005,False,-0.0630207863309569,0,0.614,36091,16,23,1.0,661.7628893626995,False,0.09562558868577892,0,1.2440000000000002,49680,162,0,0.0,3534.156003337275,False,-0.09909505127887366,0,1.5050000000000001,52929,159,0,0.0,3468.7086699421397,False,-0.04277388829595722,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,17,3.250000000000001,47962,237,0,0.0,4668.030793574317,False,-0.2554694703972058,0,0.281,99680,13,12,1.0,704.3595869122473,False,0.054524349498799474,11,0.42700000000000005,101164,0,9,0.9,423.0,False,0.068685431161712,0.3625,486163,0.0,0.0,13,0,0,11,6,6.0,13,24,13,120.0,33.0,8,2,13,655,0.942056586034596,31.841295490041375
22,13,0,0,0,10.000000000000002,20,10.0,20.035239515045735,24,10.5,19.813566359142,10,20.9,9.74688220421685,26,4.269230769230769,47.0,20,47.0,18,1.1720000000000002,29736,224,0,0.0,2240.0000000000005,False,-0.07180459044009264,0,0.6140000000000001,36055,16,27,1.0,700.9514669062348,False,0.09513207994023153,3,1.274,49544,167,0,0.0,3345.8849990126378,False,-0.10312502189776353,7,1.5750000000000002,52697,178,0,0.0,3566.2726336781407,False,-0.04598227302141514,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,26,3.4930000000000003,46407,247,0,0.0,4893.950890708074,False,-0.2768159480511289,0,0.281,100073,14,12,1.0,700.4563508590359,False,0.05864672333364443,1,0.42600000000000005,101544,5,10,1.0,518.7344110210843,False,0.07319594355376915,0.375,484635,0.0,0.0,17,0,0,11,12,12.0,15,26,6,149.0,48.0,10,3,6,1157,0.9577533425763249,32.7990488326177
23,6,0,0,0,10.000000000000002,20,10.0,20.566552131788637,16,25.125,20.028759730158544,4,25.0,9.519498770009946,4,1.25,46.99999999999999,20,47.0,0,1.1540000000000004,29626,235,0,0.0,2350.0000000000005,False,-0.07345907409078603,0,0.614,36367,15,21,1.0,581.8975947675614,False,0.10272685369502699,0,1.2710000000000004,49515,168,0,0.0,3455.180758140491,False,-0.10267589431810592,4,1.6080000000000003,52300,193,0,0.0,3969.3445614352067,False,-0.04940510137783062,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,4,3.5070000000000014,46145,251,0,0.0,5027.218692269795,False,-0.2797079470329678,0,0.281,100634,7,10,1.0,536.6364913900695,False,0.0636972195413771,0,0.42500000000000004,101918,0,8,0.6,375.99999999999994,False,0.07638625342610163,0.325,485084,0.0,0.0,20,0,0,10,3,3.0,11,21,8,52.0,32.0,4,2,8,1542,0.8436141489073634,33.64266298152506
24,8,0,0,0,10.000000000000002,20,10.0,22.64617309317301,59,27.508474576271187,19.278301306603712,4,3.0,8.708044921149545,20,3.25,46.99999999999999,20,47.0,0,1.1540000000000004,29556,242,0,0.0,2420.0000000000005,False,-0.07451192732304546,38,0.994,36834,18,10,1.0,406.46173093173013,False,0.11413623516126291,4,1.3110000000000002,48257,206,0,0.0,4665.11165719364,False,-0.11411137483632505,0,1.604,51817,214,0,0.0,4846.281041939024,False,-0.05018491015008029,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,20,3.7030000000000003,45135,255,0,0.0,4915.966833183947,False,-0.2954823782960006,2,0.30100000000000005,101086,0,7,0.7,328.99999999999994,False,0.06736769976807927,0,0.42500000000000004,102229,10,10,1.0,557.0804492114954,False,0.08061923070425626,0.3375,483493,0.0,0.0,15,0,0,11,9,9.0,11,22,10,70.0,43.0,5,3,10,1529,0.8883925536647439,34.53105553518981
