index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,43,0,0,0,10.000000000000002,20,10.0,5.396901035614907,50,2.4,18.08219579038721,1,30.0,39.528053119014935,6,46.666666666666664,41.00000000000001,20,41.0,40,1.1760000000000004,12584,113,0,0.0,1130.0000000000002,False,-0.1628573247596613,10,1.11,13362,107,0,0.0,1070.0000000000002,False,-0.115235245431973,0,0.2,22086,31,44,1.0,962.9205468810994,False,0.023281956717173705,0,0.254,21638,18,76,1.0,1471.3910987104964,False,0.014496034703693147,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35456,0,13,0.1,513.8646905471942,False,0.02771028331722587,9,0.7580000000000002,46906,0,6,0.6,246.00000000000006,False,-0.023605863056928123,7,0.81,46442,14,0,0.0,553.3927436662091,False,-0.030048242082940196,0.3375,233224,0.0,0.0,17,0,0,20,13,13.0,29,49,48,347.0,66.0,26,17,48,674,2.2230003309668973,18.854915507952683
11,48,0,0,0,10.000000000000002,20,10.0,5.276478334049631,21,4.428571428571429,18.08219579038721,0,,40.160121964353756,4,47.0,41.00000000000001,20,41.0,11,1.2460000000000002,12296,123,0,0.0,1230.0000000000002,False,-0.17800980454574394,10,1.2000000000000002,13142,117,0,0.0,1170.0000000000002,False,-0.1260584452791749,0,0.2,22028,37,54,1.0,1171.6682710407458,False,0.025384698264277403,0,0.254,21603,13,86,1.0,1623.6630563159454,False,0.01636127360832386,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35644,0,9,0.0,361.4410976791838,False,0.030927210038549414,3,0.7790000000000001,46940,0,4,0.4,164.00000000000003,False,-0.023751193788149317,11,0.9130000000000003,46260,14,0,0.0,562.2417075009525,False,-0.033734982067215896,0.3,232663,0.0,0.0,15,0,0,22,12,12.0,19,41,49,288.0,121.0,21,27,49,634,1.6021239809924737,20.457039488945156
12,49,0,0,0,10.000000000000002,20,10.0,5.413752608711457,10,7.5,18.904052576743315,33,20.0,41.050659448755546,2,60.0,41.0,20,41.0,0,1.235,12186,134,0,0.0,1340.0000000000002,False,-0.181511428025721,10,1.2900000000000003,12937,126,0,0.0,1260.0000000000002,False,-0.1362449863118355,0,0.2,22653,32,31,1.0,759.2657133578093,False,0.04437439270331483,0,0.254,21563,8,96,1.0,1858.09906823705,False,0.019862588832797828,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35104,23,17,1.0,1132.6544198939405,False,0.026484236257466723,7,0.8460000000000001,47010,0,0,0.0,0.0,False,-0.024000332184528506,9,0.9920000000000002,46002,16,0,0.0,656.8105511800887,False,-0.038109760503466324,0.375,232205,0.0,0.0,13,0,0,20,13,12.333333333333334,25,45,45,302.0,109.0,23,26,45,980,1.643367353011854,22.10040684195701
13,45,0,0,0,10.000000000000002,20,10.0,5.547676212822062,10,7.5,18.904052576743315,0,,41.050659448755546,0,,41.00000000000001,20,41.0,0,1.235,12076,145,0,0.0,1450.0000000000002,False,-0.1850130515056981,10,1.3800000000000001,12732,135,0,0.0,1350.0000000000002,False,-0.14643152734449608,0,0.2,22618,27,41,1.0,924.8534133926715,False,0.04654152111618467,0,0.254,21523,3,106,1.0,2020.4726017732576,False,0.02173013062875807,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35104,13,27,1.0,1354.1204886140629,False,0.029670798397324637,11,0.9490000000000001,46832,0,0,0.0,0.0,False,-0.027695885064153138,9,1.0730000000000004,45876,16,0,0.0,656.8105511800887,False,-0.040725713665447805,0.375,231511,0.0,0.0,9,0,0,13,10,10.0,32,45,44,373.0,85.0,24,21,44,200,1.3686139330384322,23.469020774995442
14,44,0,0,0,10.000000000000002,20,10.0,5.582772887742678,7,6.285714285714286,18.904052576743315,0,,41.050659448755546,0,,41.00000000000001,20,41.0,2,1.2550000000000001,11976,152,0,0.0,1520.0000000000002,False,-0.18915133380021645,5,1.4200000000000002,12557,148,0,0.0,1480.0000000000002,False,-0.15343477430445024,0,0.2,22578,22,51,1.0,1086.927684944248,False,0.048402278156893234,0,0.254,21519,0,111,0.5,2098.349836018508,False,0.023314361023363366,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35104,3,37,1.0,1575.5865573341853,False,0.03285736053718255,14,1.078,46559,0,0,0.0,0.0,False,-0.03336378358177968,6,1.1240000000000003,45802,16,0,0.0,656.8105511800887,False,-0.04226206710978613,0.3125,230845,0.0,0.0,10,0,0,16,13,13.0,25,41,45,313.0,91.0,21,23,45,200,1.4014526319806464,24.87047340697609
15,45,0,0,0,10.000000000000002,20,10.0,5.553757803692639,25,5.4,18.53461536591065,3,10.0,41.050659448755546,0,,41.00000000000001,6,41.0,10,1.3530000000000002,11735,159,0,0.0,1590.0000000000002,False,-0.20226650537976698,15,1.5650000000000002,12232,161,0,0.0,1610.0000000000002,False,-0.1699879034825237,0,0.2,22567,18,58,1.0,1174.975331689285,False,0.04989968558287118,0,0.254,21425,9,121,1.0,2292.6722795084224,False,0.023457701086161707,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35074,0,43,0.6,1765.1783562964886,False,0.03472199073807892,0,1.0640000000000003,46559,0,0,0.0,0.0,False,-0.03336378358177968,6,1.1780000000000002,45730,16,0,0.0,656.8105511800887,False,-0.04375689748806127,0.325,230072,0.0,0.0,11,0,0,17,10,10.0,30,47,41,344.0,85.0,23,22,41,230,1.4626782449777238,26.333151651953813
16,41,0,0,0,10.000000000000002,20,10.0,5.346857412895187,24,4.125,18.32993112840724,4,15.0,41.438708250264014,1,57.0,41.0,8,41.0,14,1.4830000000000003,11373,169,0,0.0,1690.0000000000002,False,-0.22213026039345515,10,1.6500000000000001,12017,171,0,0.0,1710.0000000000002,False,-0.18049277392245497,0,0.2,22538,22,65,1.0,1309.0763864301646,False,0.05162502009681152,0,0.254,21415,9,130,1.0,2431.0127634089977,False,0.0261406720642286,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35071,0,46,0.4,1906.1805795121447,False,0.036664468769958956,0,1.064,46559,0,0,0.0,0.0,False,-0.03336378358177968,8,1.2520000000000002,45567,17,0,0.0,704.4580402544882,False,-0.04664640991306646,0.3,229290,0.0,0.0,13,0,0,14,9,9.0,25,39,43,238.0,97.0,18,23,43,317,1.4640055859927088,27.79715723794652
17,43,0,0,0,10.000000000000002,20,10.0,5.457540964570299,12,6.833333333333333,17.665239528370353,8,12.5,41.883807418510834,4,46.0,41.0,9,41.0,2,1.4890000000000003,11265,177,0,0.0,1770.0000000000002,False,-0.2264595403323359,10,1.7400000000000002,11782,183,0,0.0,1830.0000000000002,False,-0.19163430317692748,0,0.2,22566,18,68,1.0,1299.4720252914494,False,0.05267688458536884,0,0.254,21405,5,139,1.0,2482.7559992663305,False,0.02686034277832434,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35155,0,50,0.8,2094.1903709255416,False,0.041786911811878304,0,1.064,46375,0,4,0.4,164.0,False,-0.03548145995100278,9,1.334,45431,17,0,0.0,712.0247261146842,False,-0.04939143040615074,0.4,228729,0.0,0.0,14,0,0,13,10,10.0,31,44,47,259.0,85.0,20,23,47,484,1.4969953799736686,29.29415261792019
18,47,0,0,0,10.000000000000002,20,10.0,5.505291561669971,14,6.0,17.88717670908171,9,19.444444444444443,43.83121351850004,5,58.2,41.0,10,41.0,4,1.5270000000000001,11078,189,0,0.0,1890.0000000000002,False,-0.23454510727701025,10,1.8300000000000003,11592,191,0,0.0,1910.0000000000002,False,-0.2011841853950468,0,0.2,22641,13,71,1.0,1341.5583366465112,False,0.05703179324944487,0,0.254,21421,4,147,1.0,2651.4361424816916,False,0.031410087568733314,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35271,0,54,0.9,2366.8855299990023,False,0.04904871266185605,0,1.064,46375,0,4,0.0,164.0,False,-0.03548145995100278,10,1.4250000000000003,44992,22,0,0.0,964.2866974070009,False,-0.05588707078222184,0.3625,228120,0.0,0.0,18,0,0,14,9,9.0,30,44,50,329.0,104.0,23,24,50,666,1.546559611975681,30.84071222989587
19,50,0,0,0,10.000000000000002,20,10.0,5.459761500696481,12,4.916666666666667,18.42207482634048,3,30.0,45.26694808181254,7,53.0,41.00000000000001,11,41.0,7,1.593,10865,200,0,0.0,2000.0000000000005,False,-0.2446043165467626,5,1.8700000000000003,11452,200,0,0.0,2000.0000000000005,False,-0.20723244413318903,0,0.2,22662,10,79,1.0,1509.9415262878629,False,0.061801521861972,0,0.254,21431,0,155,0.9,2855.4215980827744,False,0.036488201643302166,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35552,0,50,0.3,2263.3474040906267,False,0.05564528638979323,0,1.0640000000000003,46187,0,8,0.4,328.00000000000006,False,-0.03768218245235228,11,1.5250000000000001,44627,25,0,0.0,1131.6737020453133,False,-0.061727424925826155,0.32499999999999996,227526,0.0,0.0,15,0,0,19,9,9.0,22,41,40,395.0,82.0,27,23,40,661,1.7075899519841187,32.54830218187999
20,40,0,0,0,10.000000000000002,20,10.0,5.387951482944399,31,5.064516129032258,18.78880269545055,2,30.0,47.006075057264106,5,61.0,41.0,10,41.0,16,1.7460000000000002,10506,207,0,0.0,2070.0000000000005,False,-0.2652320621379003,15,2.0150000000000006,11122,213,0,0.0,2130.0000000000005,False,-0.22410390271853314,0,0.2,22642,10,88,1.0,1707.2941520290922,False,0.06536896145889842,0,0.254,21354,11,164,1.0,3140.6311083662786,False,0.0394629343512805,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35797,0,47,0.2,2209.285527691413,False,0.06191777737685496,0,1.064,46187,0,8,0.0,328.0,False,-0.03768218245235228,10,1.6140000000000003,44164,30,0,0.0,1410.1822517179232,False,-0.0684488824926512,0.275,226522,0.0,0.0,13,0,0,19,12,12.0,22,41,47,197.0,94.0,19,21,47,565,1.523079417005647,34.07138159888564
21,47,0,0,0,10.000000000000002,20,10.0,5.310856937507653,22,4.7727272727272725,18.586139919710188,6,16.666666666666668,47.006075057264106,0,,40.99999999999999,17,41.0,12,1.85,10208,216,0,0.0,2160.0000000000005,False,-0.2813395301457949,10,2.1000000000000005,10897,224,0,0.0,2240.0000000000005,False,-0.234927102565735,0,0.2,22657,10,93,1.0,1781.619581908124,False,0.06773418839911413,0,0.254,21334,13,173,1.0,3284.443346297462,False,0.04181652639651453,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35697,0,53,0.6,2491.3219780349978,False,0.0630981579573382,2,1.084,46497,0,0,0.0,0.0,False,-0.03465099862973882,7,1.6740000000000004,44074,30,0,0.0,1410.1822517179232,False,-0.07031742046549512,0.325,226114,0.0,0.0,17,0,0,25,11,11.0,24,49,41,346.0,94.0,26,21,41,628,1.603317878965754,35.67469947785139
22,41,0,0,0,10.000000000000002,20,10.0,5.29235426434574,10,5.0,18.269780968658477,7,15.714285714285714,47.006075057264106,0,,40.99999999999999,16,41.0,5,1.8880000000000001,10043,225,0,0.0,2250.0000000000005,False,-0.2889794359202903,5,2.1400000000000006,10742,235,0,0.0,2350.0000000000005,False,-0.2412936907111479,0,0.2,22697,5,97,1.0,1798.630525281601,False,0.06993358405009527,0,0.254,21354,8,182,1.0,3367.438970410609,False,0.044605036964056564,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35587,0,60,0.7,2820.3645034358465,False,0.06466711515735034,4,1.122,46455,0,0,0.0,0.0,False,-0.03552298301706598,12,1.7870000000000004,43862,30,0,0.0,1410.1822517179232,False,-0.07471886546819412,0.3375,225490,0.0,0.0,13,0,0,16,11,11.0,27,43,36,289.0,72.0,21,20,36,310,1.428603506006766,37.10330298385816
23,36,0,0,0,10.000000000000002,20,10.0,5.073281057287219,29,3.9310344827586206,18.471364522098078,1,30.0,47.006075057264106,0,,41.0,9,41.0,19,2.0730000000000004,9539,237,0,0.0,2370.0000000000005,False,-0.3172470872859235,10,2.2350000000000008,10552,243,0,0.0,2430.0000000000005,False,-0.25084357292926723,0,0.2,22632,10,107,1.0,2027.1688144373666,False,0.07216760711066857,0,0.254,21335,12,191,1.0,3588.9099964081793,False,0.0487646231161734,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35557,0,61,0.1,2867.3705784931103,False,0.06448015220853393,4,1.1580000000000001,46415,0,0,0.0,0.0,False,-0.03635344433832994,5,1.8250000000000002,43814,30,0,0.0,1410.1822517179232,False,-0.07571541905371088,0.2625,224594,0.0,0.0,11,0,0,12,10,10.0,26,38,35,220.0,76.0,17,19,35,230,1.4695044149993919,38.57280739885755
24,35,0,0,0,10.000000000000002,20,10.0,5.1235153931074535,15,5.666666666666667,18.6873725786532,1,30.0,47.006075057264106,0,,40.99999999999999,20,41.0,5,2.1040000000000005,9374,246,0,0.0,2460.0000000000005,False,-0.3248869930604189,10,2.3250000000000006,10327,254,0,0.0,2540.0000000000005,False,-0.2616667727764691,0,0.2,22597,5,117,1.0,2212.040168667962,False,0.07477192728457335,0,0.254,21315,12,200,1.0,3798.9567004479295,False,0.05261985808578789,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35527,0,62,0.1,2914.3766535503746,False,0.06429318925971751,6,1.214,46343,0,0,0.0,0.0,False,-0.037848274716605075,14,1.9600000000000002,43534,30,0,0.0,1410.1822517179232,False,-0.08152864830255861,0.2625,223767,0.0,0.0,12,0,0,16,15,15.0,26,42,35,279.0,53.0,21,14,35,230,2.4234293069457635,40.99623670580331
25,35,0,0,0,10.000000000000002,20,10.0,5.1235153931074535,0,,19.352375443827754,3,30.0,47.00565809451771,3,47.0,40.99999999999999,10,41.0,0,2.099,9254,258,0,0.0,2580.0000000000005,False,-0.32870694594766664,0,2.3150000000000004,10247,262,0,0.0,2620.0000000000005,False,-0.2642134080346342,0,0.2,22657,0,120,0.5,2322.28505325933,False,0.07999195278088622,0,0.254,21345,2,209,1.0,4054.8934985462156,False,0.05978265844169353,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35578,0,62,0.3,2914.3508018600983,False,0.06576044319223164,0,1.2080000000000002,46202,0,3,0.3,122.99999999999997,False,-0.0394988165926172,10,2.0460000000000003,43384,30,0,0.0,1410.1697428355315,False,-0.08464300810908602,0.2625,223417,0.0,0.0,15,0,0,17,4,4.0,22,39,34,245.0,77.0,19,16,34,431,1.3582107940455899,42.3544474998489
