index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
23,13,0,0,0,10.000000000000002,9,10.0,17.029378454885933,8,21.0,16.22905679455482,23,15.0,27.7374164869328,4,58.0,41.99999999999999,20,42.0,0,1.622,19185,0,9,0.9,153.2644060939734,False,0.048480333299601844,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21386,49,128,1.0,2911.7588139924273,False,-0.02037657473104545,23,5.767000000000002,6319.0,166,0,0.0,2826.8768235110647,False,-0.6683776467060285,0,0.2,31550,273,115,1.0,7620.335400910737,False,-0.0030964843401361367,0,7.481000000000002,-21448.0,216,0,0.0,3505.4762676238406,True,-1.555265347228308,0,0.2,45284,368,30,1.0,11467.36926719127,False,0.002863748891249334,9,2.0990000000000006,37947,301,0,0.0,8348.962362566774,False,-0.17201051302713896,0.4875,180337,0.0,0.1,13,0,0,10,11,37.41379310344828,14,24,15,110.0,24.0,7,6,15,952,0.9635860826820135,55.0012919427827
24,15,0,0,0,10.000000000000002,11,10.0,16.62976061351389,36,14.777777777777779,16.22905679455482,0,,27.920213911091945,11,33.18181818181818,42.0,20,42.0,27,1.8920000000000001,19148,1,10,1.0,176.29760613513892,False,0.04709317963461805,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20854,75,138,1.0,3486.8418836621067,False,-0.030860704986445386,0,5.744000000000002,6319.0,166,0,0.0,2760.540261843306,False,-0.6698001402014988,0,0.2,31915,263,114,1.0,7451.146322832399,False,0.004808941680749918,0,7.481000000000002,-21448.0,216,0,0.0,3505.4762676238406,True,-1.555265347228308,0,0.2,45528,362,30,1.0,11367.117435815284,False,0.006674766431585926,10,2.190000000000001,37599,308,0,0.0,8599.42588461632,False,-0.17638950813201454,0.5,180029,0.0,0.1,10,0,0,6,6,5.84375,19,25,16,95.0,93.0,6,9,16,979,0.9530707495287061,55.954362692311406
25,16,0,0,0,10.000000000000002,9,10.0,16.962534913907675,20,20.0,17.12472354216178,17,29.0,27.920213911091945,0,,42.0,20,42.0,10,1.9650000000000003,19288,0,10,1.0,169.62534913907675,False,0.05453228863804568,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21147,75,131,1.0,3515.528902566269,False,-0.017679613531623464,0,5.744000000000001,6119.0,176,0,0.0,2985.4061448477505,False,-0.6735556429890691,0,0.2,31422,270,124,1.0,8085.781881359082,False,-0.00014403888695960427,0,7.481000000000002,-21448.0,216,0,0.0,3698.940285106945,True,-1.5525381972778836,0,0.2,45948,352,30,1.0,11087.915296704365,False,0.012186618343139279,10,2.2800000000000007,37436,308,0,0.0,8599.42588461632,False,-0.17959362827669137,0.5,180026,0.0,0.1,13,0,0,10,8,8.0,20,30,17,127.0,49.0,8,8,17,1203,0.9371864479035139,56.89154914021492
26,17,0,0,0,10.000000000000002,7,10.0,17.172492959980975,10,21.0,16.58691984669306,21,11.0,27.952196032286547,9,29.0,42.0,20,42.0,0,1.9550000000000003,19428,0,7,0.7,120.20745071986683,False,0.06080799767894699,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21042,70,141,1.0,3540.8302055823897,False,-0.021640215173856246,21,5.954000000000001,5594.0,181,0,0.0,3108.2212257565566,False,-0.6934378087713566,0,0.2,31452,281,125,1.0,8154.948980956568,False,0.0016767547357847642,0,7.481000000000002,-21448.0,216,0,0.0,3582.774686885701,True,-1.5541757162829757,0,0.2,46410,342,29,1.0,10777.651043041998,False,0.018218774994515668,9,2.3600000000000008,37041,317,0,0.0,8860.846142234835,False,-0.18478882153016557,0.4625,179633,0.0,0.1,13,0,0,10,11,11.0,18,28,16,136.0,42.0,10,7,16,1003,0.9731258861720562,57.864675026386976
27,16,0,0,0,10.000000000000002,11,10.0,17.536256688302345,15,21.733333333333334,16.899270685393297,42,18.5,28.06606846672529,13,30.46153846153846,42.0,20,42.0,8,2.0350000000000006,19496,1,10,1.0,185.36256688302345,False,0.06628279807530948,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20716,75,151,1.0,3867.0091251170634,False,-0.02862698620926648,42,6.353000000000001,5118.0,181,0,0.0,3174.0624605827243,False,-0.7124402268606012,0,0.2,31071,313,122,1.0,8713.532077468588,False,-0.0011906952710941299,0,7.481000000000002,-21448.0,216,0,0.0,3650.242468044952,True,-1.5532246621363837,0,0.2,46826,334,27,1.0,10508.066867886248,False,0.02374652920944962,8,2.431000000000001,36619,328,0,0.0,9205.670457085895,False,-0.18969501437838202,0.5,178512,0.0,0.1,14,0,0,8,8,7.363636363636363,19,27,19,103.0,51.0,8,8,19,1010,0.9976436728611588,58.862318699248135
28,19,0,0,0,10.000000000000002,9,10.0,17.729479176388597,10,21.0,16.85527810000962,54,16.666666666666668,28.4966684366382,6,47.0,42.0,20,42.0,0,2.027,19616,0,10,1.0,177.29479176388597,False,0.07259525316433206,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20721,70,151,1.0,3786.2105354486544,False,-0.030145161567769103,44,6.751,4407.0,186,0,0.0,3297.683126808279,False,-0.7402821304883074,0,0.2,30453,357,126,1.0,9607.914504719847,False,-0.006006279888358615,0,7.4810000000000025,-21448.0,216,0,0.0,3640.740069602078,True,-1.5533586119311802,0,0.2,46906,328,31,1.0,10648.907247217328,False,0.026703365773090584,14,2.5630000000000006,36225,330,0,0.0,9403.900584090607,False,-0.19549162030104378,0.5,176994,0.0,0.1,12,0,0,11,12,12.0,18,29,26,156.0,34.0,10,9,26,944,1.1599829150363803,60.022301614284515
29,26,0,0,0,10.000000000000002,9,10.0,18.081531677101292,27,20.185185185185187,16.635950555298223,10,11.0,29.096876589750327,5,57.6,42.0,20,42.0,17,2.1970000000000005,19731,0,9,0.9,162.73378509391162,False,0.07845881511877184,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20501,71,161,1.0,3962.1767884772057,False,-0.0358069908548011,10,6.807,3927.0,202,0,0.0,3652.469398774461,False,-0.7532600806541481,0,0.2,30631,357,131,1.0,9750.725181498758,False,0.0010251646673069348,0,7.481000000000002,-21448.0,216,0,0.0,3593.365319944416,True,-1.5540264262765093,0,0.2,47326,318,31,1.0,10554.806755540603,False,0.03403450577469533,10,2.649000000000001,35779,335,0,0.0,9747.453657566359,False,-0.2008820799500082,0.4875,176561,0.0,0.1,12,0,0,12,10,9.09090909090909,20,32,23,200.0,70.0,12,14,23,798,1.2581674763932824,61.2804690906778
30,23,0,0,0,10.000000000000002,12,10.0,18.244118493597536,10,21.0,16.93837800653704,27,19.62962962962963,29.060112439329814,17,28.58823529411765,42.0,20,42.0,1,2.1900000000000004,19804,2,10,1.0,202.44118493597537,False,0.08351317796897216,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20766,66,159,1.0,3897.3139236168267,False,-0.02583278458599245,15,6.947000000000002,3547.0,207,0,0.0,3776.53252817469,False,-0.7668968450449309,0,0.2,30587,374,124,1.0,9938.40731692175,False,0.0024303258658266774,0,7.481000000000002,-21448.0,216,0,0.0,3658.6896494120006,True,-1.5531055871241612,0,0.2,47612,312,30,1.0,10326.755081070902,False,0.03741503264144232,9,2.7290000000000005,35335,348,0,0.0,10112.919128886775,False,-0.20601785728016617,0.5,176317,0.0,0.1,17,0,0,7,8,7.2,23,30,23,187.0,48.0,12,11,23,1543,1.154128072783351,62.43459716346115
31,23,0,0,0,10.000000000000002,12,10.0,18.823746942488796,32,21.75,16.68139966703404,10,10.5,29.8088173424749,13,42.0,42.0,20,42.0,22,2.4090000000000007,19902,4,10,1.0,228.23746942488796,False,0.0895497651032847,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20418,72,169,1.0,4174.466323587946,False,-0.03481437741587792,10,7.032000000000002,3039.0,223,0,0.0,4197.695568175001,False,-0.7796522801352018,0,0.2,31028,374,121,1.0,9845.710373910193,False,0.013556672877222831,0,7.481000000000002,-21448.0,216,0,0.0,3603.1823280793524,True,-1.5538880416115117,0,0.2,47360,315,33,1.0,10775.777462879594,False,0.036874680206003194,13,2.8500000000000005,35103,348,0,0.0,10373.468435181265,False,-0.20801749061191557,0.5,175516,0.0,0.1,12,0,0,7,11,10.166666666666668,26,33,22,146.0,42.0,11,12,22,960,1.0893342606723309,63.52393142413348
32,22,0,0,0,10.000000000000002,12,10.0,19.249990946806875,35,21.37142857142857,17.760115762217914,26,27.115384615384617,30.016279223433152,3,44.0,42.0,20,42.0,25,2.6370000000000005,19985,6,10,1.0,252.49990946806878,False,0.09472810161308769,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20804,74,158,1.0,4230.59762049414,False,-0.01705627609696488,5,7.072000000000002,2490.0,246,0,0.0,4735.497772914491,False,-0.7916649274581959,0,0.2,30455,390,128,1.0,10768.52888786443,False,0.010410613023180647,0,7.481000000000002,-21448.0,216,0,0.0,3836.1850046390696,True,-1.5506035381359027,0,0.2,47690,308,32,1.0,10589.014000817411,False,0.041525927826873386,9,2.9270000000000005,34975,348,0,0.0,10445.665169754737,False,-0.2098240174383282,0.5,175065,0.0,0.1,15,0,0,9,8,7.090909090909091,20,29,21,132.0,46.0,11,11,21,1364,1.1810447834432125,64.70497620757669
33,21,0,0,0,10.000000000000002,9,10.0,19.4901512253016,22,21.545454545454547,18.545350483504542,17,29.0,30.350838962980113,12,35.5,41.99999999999999,20,42.0,12,2.7320000000000007,20140,5,10,1.0,244.901512253016,False,0.10295850830801312,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20928,81,151,1.0,4379.050172258615,False,-0.008554913319496241,0,7.067000000000002,2385.0,251,0,0.0,4892.027957550701,False,-0.7928115118250483,0,0.2,30388,397,126,1.0,11186.709851286798,False,0.014416547100180378,0,7.481000000000002,-21448.0,216,0,0.0,4005.795704436981,True,-1.5482126345582607,0,0.2,48152,298,31,1.0,10346.550010968074,False,0.04822446543253728,9,3.008000000000001,34415,360,0,0.0,10926.30202667284,False,-0.21610805524971652,0.5,175074,0.0,0.1,14,0,0,8,7,6.583333333333334,20,28,16,136.0,34.0,10,11,16,1576,1.1539183370769024,65.8588945446536
34,16,0,0,0,10.000000000000002,8,10.0,19.52901489946211,5,21.0,18.19403260766794,10,10.5,30.559184739772526,2,49.0,41.99999999999999,7,42.0,0,2.7200000000000006,20165,3,15,1.0,322.93522349193165,False,0.10644317738533382,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20823,76,161,1.0,4413.444382193658,False,-0.012320530467177201,10,7.167000000000002,2225.0,251,0,0.0,4901.782739764989,False,-0.7994642805728656,0,0.2,30381,397,134,1.0,11317.96170037369,False,0.016069378353167366,0,7.481000000000002,-21448.0,216,0,0.0,3929.9110432562748,True,-1.549282336576596,0,0.2,48152,288,41,1.0,10523.045205054488,False,0.04995916422643581,7,3.0690000000000004,34225,362,0,0.0,11062.424875797655,False,-0.21850502362991764,0.5,174637,0.0,0.1,6,0,0,14,6,6.0,16,30,12,124.0,31.0,10,6,12,283,1.1214977214112878,66.98039226606488
35,12,0,0,0,10.000000000000002,11,10.0,19.52901489946211,0,,18.382395891677536,24,20.0,32.30272794970498,30,41.666666666666664,41.99999999999999,12,42.0,0,2.7200000000000006,20055,4,25,1.0,528.2253724865527,False,0.1060428221786117,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21193,66,157,1.0,4174.951138357872,False,-0.0015664292499491365,10,7.257000000000002,2070.0,251,0,0.0,4901.782739764989,False,-0.8061117909730028,0,0.2,31151,411,114,1.0,11237.675697745835,False,0.0366461192239335,0,7.481000000000002,-21448.0,216,0,0.0,3970.5975126023477,True,-1.5487088030363358,0,0.2,47012,306,51,1.0,12026.634752609723,False,0.0423281446828287,12,3.1820000000000013,33902,364,0,0.0,11758.192973692612,False,-0.2180158734304469,0.5,174049,0.0,0.1,12,0,0,6,7,7.0,18,24,8,76.0,18.0,6,6,8,1730,0.871207713149488,67.85159997921437
36,8,0,0,0,10.000000000000002,9,10.0,19.559266946046957,12,20.0,18.208359903191425,5,11.0,33.67411397112151,15,49.4,41.99999999999999,12,42.0,0,2.7200000000000006,20205,3,23,1.0,479.86313975908,False,0.11289159925314571,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21193,56,167,1.0,4136.115052811598,False,-0.0023992140324313226,5,7.297000000000002,1765.0,263,0,0.0,5144.08720681035,False,-0.8139965002613898,0,0.2,31837,406,109,1.0,11063.072543547964,False,0.05352512748164603,0,7.4810000000000025,-21448.0,216,0,0.0,3933.005739089348,True,-1.5492387124458789,0,0.2,46664,304,61,1.0,12798.930647220937,False,0.04307802570393284,12,3.290000000000001,33292,371,0,0.0,12493.096283286079,False,-0.22278368962016354,0.5,173622,0.0,0.1,10,0,0,5,7,7.0,17,22,11,52.0,27.0,4,4,11,1071,0.7387749832123518,68.59037496242672
37,11,0,0,0,10.000000000000002,9,10.0,19.22545804589509,5,8.0,19.530278665565508,22,31.0,33.890609260007324,4,43.0,41.99999999999999,13,42.0,0,2.7200000000000006,20155,2,28,1.0,558.3128252850624,False,0.11230506845803347,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21835,51,155,1.0,4007.691553503303,False,0.022380485343382595,0,7.292000000000001,1765.0,263,0,0.0,5056.295466070408,False,-0.8158790696472442,0,0.2,31327,418,115,1.0,12061.076547107225,False,0.05321506268828902,0,7.481000000000002,-21448.0,216,0,0.0,4218.540191762149,True,-1.5452136990166034,0,0.2,46492,298,71,1.0,13081.401559482183,False,0.04247328156433974,13,3.4080000000000004,33042,371,0,0.0,12573.416035462717,False,-0.22690855445566593,0.5,173282,0.0,0.1,7,0,0,5,7,7.0,19,24,10,81.0,18.0,5,6,10,984,0.758220512419939,69.34859547484666
38,10,0,0,0,10.000000000000002,10,10.0,19.373994550805193,21,20.476190476190474,18.812908792074737,19,11.578947368421053,34.2912281686921,3,55.0,42.0,11,42.0,0,2.7200000000000006,20485,2,17,1.0,349.3579073636883,False,0.12458107635304791,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21760,46,164,1.0,3976.5207912372957,False,0.018495535258337123,18,7.472000000000002,1102.0,279,0,0.0,5405.344479674649,False,-0.8368283981714061,0,0.2,31272,427,122,1.0,12216.641890796349,False,0.05385737088802301,0,7.481000000000002,-21448.0,216,0,0.0,4063.5882990881432,True,-1.5473979658995185,0,0.2,46492,288,81,1.0,13277.873712583325,False,0.04440432568587169,11,3.505000000000001,32685,374,0,0.0,12824.919335090846,False,-0.2314542446228687,0.5,172462,0.0,0.1,9,0,0,10,9,9.0,14,24,10,63.0,27.0,6,4,10,725,0.9421573607251048,70.29075283557177
39,10,0,0,0,10.000000000000002,9,10.0,19.46582947448142,18,20.27777777777778,18.812908792074737,0,,34.2912281686921,0,,42.0,9,42.0,1,2.730000000000001,20743,1,10,1.0,204.6582947448142,False,0.13468668811563908,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21500,49,174,1.0,4227.271774070594,False,0.012721871897555262,0,7.454000000000002,997.0,284,0,0.0,5528.2955707527235,False,-0.8386950385823064,0,0.2,31272,417,132,1.0,12371.425084562523,False,0.056039259720362576,0,7.481000000000002,-21448.0,216,0,0.0,4063.5882990881432,True,-1.5473979658995185,0,0.2,46492,278,91,1.0,13354.961430896405,False,0.04516198921701926,9,3.5840000000000005,32551,374,0,0.0,12824.919335090846,False,-0.2340883065822963,0.5,172221,0.0,0.1,5,0,0,9,6,5.076923076923077,16,25,13,53.0,30.0,4,6,13,195,0.78946512658149,71.08021796215326
40,13,0,0,0,10.000000000000002,8,10.0,19.46582947448142,0,,18.191045992936072,15,10.333333333333334,33.696961361708915,18,29.0,42.0,10,42.0,0,2.7290000000000005,20663,0,19,0.9,369.850760015147,False,0.13482801045166704,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21500,39,184,1.0,4106.319812205013,False,0.010128228592979563,15,7.604000000000003,717.0,284,0,0.0,5528.2955707527235,False,-0.8507034444664253,0,0.2,31639,422,124,1.0,11855.044617870928,False,0.05910691595532738,0,7.481000000000002,-21448.0,216,0,0.0,3929.2659344741915,True,-1.5492914303006176,0,0.2,45970,286,101,1.0,13879.33094944875,False,0.04005475457470463,10,3.6750000000000007,32399,374,0,0.0,12602.663549279134,False,-0.2392606586208608,0.4875,171554,0.0,0.1,6,0,0,16,7,7.0,14,30,13,139.0,17.0,10,3,13,602,0.9516977975144982,72.03191575966775
41,13,0,0,0,10.000000000000002,9,10.0,19.54256413430656,18,20.22222222222222,18.064015713630347,6,14.166666666666666,34.74414217883251,8,53.625,42.0,8,42.0,0,2.7290000000000005,20937,0,10,0.9,195.4256413430656,False,0.14499552668181,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21263,45,188,1.0,4275.4503402063,False,0.0035907350904125375,0,7.589000000000002,675.0,286,0,0.0,5589.173342411676,False,-0.8511992678643977,0,0.2,31983,418,126,1.0,11928.520482830381,False,0.0698409991941131,0,7.481000000000002,-21448.0,216,0,0.0,3901.827394144155,True,-1.5496782154758364,0,0.2,45970,276,111,1.0,14251.383241357773,False,0.04371150378752336,8,3.745000000000001,31861,382,0,0.0,13272.26231231402,False,-0.24325500951098813,0.4875,171355,0.0,0.1,11,0,0,15,3,3.0,13,28,14,123.0,42.0,8,5,14,968,0.9533674735575914,72.98528323322535
42,14,0,0,0,10.000000000000002,10,10.0,18.730869834646803,20,12.25,17.59586661294975,27,14.62962962962963,35.60912686648781,9,48.77777777777778,42.0,7,42.0,10,2.8290000000000006,20892,0,10,1.0,187.30869834646802,False,0.14232509657466844,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21018,55,198,1.0,4514.179430269624,False,-0.001797413254929415,27,7.859000000000003,167.0,286,0,0.0,5357.028772708985,False,-0.8779639582126991,0,0.2,32027,435,127,1.0,12176.561088677092,False,0.07457796854633618,0,7.481000000000002,-21448.0,216,0,0.0,3800.7071883971457,True,-1.5511036483169276,0,0.2,45755,271,121,1.0,14732.073380818198,False,0.04420971635495162,7,3.807000000000001,31545,386,0,0.0,13745.122970464296,False,-0.24481912475955053,0.5,170070,0.0,0.1,7,0,0,12,10,9.333333333333332,16,28,12,155.0,30.0,9,5,12,539,2.0831397119909525,75.0684229452163
43,12,0,0,0,10.000000000000002,15,10.0,18.730869834646803,0,,18.015296518180055,15,23.0,39.42537805526099,27,58.0,41.99999999999999,13,42.0,0,2.8190000000000004,20742,5,20,1.0,424.61739669293604,False,0.14061883938525216,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21308,45,198,1.0,4409.917853158757,False,0.008404122596362163,5,7.882000000000002,102.0,286,0,0.0,5357.028772708985,False,-0.8807516238643696,0,0.2,33248,440,110,1.0,12263.522054077934,False,0.11022726323763661,0,7.481000000000002,-21448.0,216,0,0.0,3891.3040479268916,True,-1.5498265569787584,0,0.2,45755,261,131,1.0,15792.023672423118,False,0.054627532556446784,13,3.930000000000001,29733,413,0,0.0,16282.68113682279,False,-0.2554973154503185,0.5,169554,0.0,0.1,9,0,0,12,7,7.0,16,28,14,117.0,42.0,8,4,14,2006,1.0338308895006776,76.10225383471698
44,14,0,0,0,10.0,8,10.0,18.918176847102615,28,20.0,18.401317617611337,42,20.0,39.42537805526099,0,,41.99999999999999,11,42.0,8,2.8990000000000005,21086,3,10,1.0,219.18176847102615,False,0.15375270177102568,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21028,49,208,1.0,4754.464729971186,False,0.0037840358959383047,42,8.297,-560.0,300,0,0.0,5675.453054130784,False,-0.9023147691784796,0,0.2,32408,472,120,1.0,13416.467282143869,False,0.10279767806799933,0,7.4810000000000025,-21448.0,216,0,0.0,3974.684605404049,True,-1.5486511896616288,0,0.2,45755,251,141,1.0,15817.769891870506,False,0.054880581576019216,11,4.027000000000001,29546,413,0,0.0,16282.68113682279,False,-0.2591732078862361,0.5,167929,0.0,0.1,3,0,0,14,9,8.207142857142857,11,25,22,81.0,36.0,7,7,22,80,0.9568785540759563,77.05913238879293
45,22,0,0,0,10.0,11,10.0,18.918176847102615,0,,17.940742110349685,42,15.809523809523807,39.42537805526099,0,,41.99999999999999,9,42.0,0,2.891000000000001,20976,4,20,1.0,418.3635369420523,False,0.1531860959376749,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21138,39,208,1.0,4469.483255989737,False,0.0023906003342997204,32,8.575000000000001,-1045.0,300,0,0.0,5675.453054130784,False,-0.9231150436563283,0,0.2,31744,504,130,1.0,14167.43317080017,False,0.09466356316323893,0,7.481000000000002,-21448.0,216,0,0.0,3875.200295835532,True,-1.5500535622239142,0,0.2,45755,241,151,1.0,15843.516111317898,False,0.05513363059559193,9,4.106000000000001,29415,413,0,0.0,16282.68113682279,False,-0.2617482983092586,0.5,166649,0.0,0.1,8,0,0,15,7,7.0,17,32,14,210.0,26.0,15,7,14,220,1.1280018240213394,78.18713421281427
46,14,0,0,0,10.0,8,10.0,18.918176847102615,0,,18.48154535154388,29,22.448275862068964,39.42537805526099,0,,41.99999999999999,11,42.0,0,2.891000000000001,20896,2,30,1.0,587.5453054130785,False,0.15343599437736316,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21689,29,199,1.0,4226.4546535232075,False,0.02081002387792614,10,8.643,-1293.0,300,0,0.0,5675.453054130784,False,-0.933751060296548,0,0.2,31093,523,140,1.0,15185.401146593988,False,0.09065972859591181,0,7.481000000000002,-21448.0,216,0,0.0,3992.013795933478,True,-1.548406910122167,0,0.2,45755,231,161,1.0,15869.262330765287,False,0.055386679615164365,11,4.207000000000001,29223,413,0,0.0,16282.68113682279,False,-0.26552247663918466,0.5,166029,0.0,0.1,5,0,0,13,8,8.0,15,28,17,86.0,34.0,7,7,17,631,0.8574868980795145,79.04462111089379
47,17,0,0,0,10.0,14,10.0,18.918176847102615,0,,18.343363383968,6,13.333333333333334,39.35478760783943,3,36.0,41.99999999999999,9,42.0,0,2.891000000000001,20756,6,40,1.0,816.7270738841046,False,0.15205288427097335,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21719,19,208,1.0,4174.864943960294,False,0.02099037063001878,5,8.683000000000002,-1466.0,300,0,0.0,5675.453054130784,False,-0.9411705396463785,0,0.2,31121,519,147,1.0,15305.35937463179,False,0.09314010959447129,0,7.481000000000002,-21448.0,216,0,0.0,3962.166490937088,True,-1.5488276502546223,0,0.2,45755,221,171,1.0,15879.408061332513,False,0.05548639783508124,9,4.286000000000001,28979,416,0,0.0,16371.5916448612,False,-0.26944496338986873,0.5,165530,0.0,0.1,9,0,0,13,6,6.0,17,30,15,138.0,62.0,9,8,15,278,1.0028428733348846,80.04746398422867
48,15,0,0,0,10.0,9,10.0,19.257449213205398,43,20.6046511627907,18.401016279936744,1,30.0,39.35478760783943,0,,41.99999999999999,10,42.0,3,2.921000000000001,21501,5,10,1.0,242.574492132054,False,0.1769793286193471,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21449,24,217,1.0,4455.199313863203,False,0.015422209415087755,0,8.678,-9744.0,328,0,0.0,6316.44334193137,False,-1.282445354420994,0,0.2,31091,510,157,1.0,15563.21995719853,False,0.09592923537071504,0,7.481000000000002,-21448.0,216,0,0.0,3974.619516466337,True,-1.5486521071826003,0,0.2,45755,211,181,1.0,15905.860185254118,False,0.05574638489988715,10,4.377000000000002,28824,416,0,0.0,16371.5916448612,False,-0.272491826104132,0.5,157542,0.0,0.1,5,0,0,18,7,26.993449883449884,14,32,14,173.0,24.0,11,4,14,420,1.0836948798969388,81.13115886412561
49,14,0,0,0,10.0,13,10.0,19.345859388504948,26,20.0,17.786625401999117,15,10.333333333333334,37.21482506524038,25,26.0,42.0,10,42.0,16,3.0780000000000003,21593,8,10,1.0,273.4585938850495,False,0.182827788195663,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21189,27,227,1.0,4559.902169743433,False,0.006516751077399245,15,8.828000000000001,-24003.0,341,0,0.0,6596.938051480187,False,-1.887958612782944,0,0.2,31586,515,142,1.0,14444.61724129368,False,0.09411639753726651,0,7.481000000000002,-21448.0,216,0,0.0,3841.9110868318094,True,-1.5505228208791682,0,0.2,45105,226,191,1.0,16432.550464744327,False,0.048145841177311,10,4.4670000000000005,28663,416,0,0.0,15481.36722714,False,-0.2844062821675971,0.5,142799,0.0,0.1,8,0,0,18,10,50.70384615384616,11,29,18,126.0,24.0,9,5,18,780,1.065340667963028,82.19649953208864
