index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,17,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,18.00887435548497,1,20.0,17.36580235140434,10,28.5,42.0,20,42.0,0,0.263,16382,107,0,0.0,1070.0000000000002,False,-0.03469329529243937,0,0.3440000000000001,16086,113,0,0.0,1130.0000000000002,False,-0.0498716119828816,0,0.2,28388,0,12,0.0,216.10649226581964,False,0.013625484513673724,1,1.1010000000000002,26424,2,0,0.0,21.87025316455696,False,-0.05968999656449767,0,0.2,38498,0,14,0.4,243.12123291966077,False,0.03296762555058786,5,1.6810000000000003,29094.0,49,0,0.0,882.4348434187635,False,-0.21001371006741965,0,0.24500000000000002,51103,11,12,1.0,695.0238258654477,False,0.0316305799316809,0,0.2,51369,27,25,1.0,1518.876663487917,False,0.045223634666933146,0.3,257344,0.0,0.0,21,0,0,14,4,4.0,17,31,13,184.0,45.0,12,5,13,1260,0.9685718039982021,15.179299133073073
11,13,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,20.493165208127213,31,26.903225806451612,16.799696823593166,21,13.047619047619047,42.0,20,42.0,0,0.263,16242,121,0,0.0,1210.0000000000002,False,-0.03868758915834522,0,0.3440000000000001,16026,119,0,0.0,1190.0000000000002,False,-0.05158345221112696,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,19,1.2900000000000003,26348,2,0,0.0,21.87025316455696,False,-0.06239337222700256,0,0.2,37970,19,19,1.0,708.5643786026872,False,0.025069735183388505,16,1.8360000000000003,28365.0,51,0,0.0,1045.1514256144878,False,-0.2273363545401545,0,0.24500000000000002,51565,1,11,1.0,478.7996968235932,False,0.0387263619275319,0,0.2,51473,38,26,1.0,1730.3884792965403,False,0.049429435559285986,0.375,256793,0.0,0.0,20,0,0,9,4,4.0,15,24,11,99.0,48.0,7,6,11,1676,0.8134069530060515,15.992706086079124
12,11,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,20.040629725246564,5,11.0,15.911642168091248,11,4.2727272727272725,42.0,20,42.0,0,0.263,16142,131,0,0.0,1310.0000000000002,False,-0.04154065620542083,0,0.3440000000000001,15926,129,0,0.0,1290.0000000000002,False,-0.054436519258202566,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,1.3210000000000004,26273,2,0,0.0,21.87025316455696,False,-0.06506117715710608,0,0.2,37915,14,29,1.0,742.0064390280982,False,0.02404587743103357,11,1.9300000000000004,27951.0,51,0,0.0,1022.0721159875748,False,-0.2387183764946696,5,0.29500000000000004,51964,0,5,0.5,210.0,False,0.044031840875824596,0,0.2,51605,35,32,1.0,1900.9074758831937,False,0.05378569041247969,0.3125,256580,0.0,0.0,16,0,0,11,8,8.0,14,25,10,71.0,45.0,6,5,10,830,0.7761541919899173,16.76886027806904
13,10,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,19.72761482245705,9,16.444444444444443,14.687592908349753,13,1.5384615384615385,42.0,20,42.0,0,0.263,16062,139,0,0.0,1390.0000000000002,False,-0.04382310984308131,0,0.3440000000000001,15806,141,0,0.0,1410.0000000000002,False,-0.0578601997146933,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,9,1.4060000000000004,26163,2,0,0.0,21.87025316455696,False,-0.06897395772125789,0,0.2,37855,9,39,1.0,750.3646568277538,False,0.022552821259097376,13,2.0490000000000004,27352.0,55,0,0.0,1085.0188152351377,False,-0.253898162259139,8,0.37000000000000005,52048,0,7,0.7,294.0,False,0.04655825797525715,0,0.2,51893,31,35,1.0,1925.3153801588423,False,0.05980505865056091,0.3375,255983,0.0,0.0,13,0,0,11,8,7.5,12,23,7,85.0,42.0,6,4,7,662,0.9040413949987851,17.672901673067827
14,7,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,19.28259985144654,5,11.0,16.107440956167395,18,26.944444444444443,42.0,20,42.0,0,0.263,15932,152,0,0.0,1520.0000000000002,False,-0.0475320970042796,0,0.3440000000000001,15736,148,0,0.0,1480.0000000000002,False,-0.05985734664764622,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,1.4470000000000003,26088,2,0,0.0,21.87025316455696,False,-0.0716417626513614,0,0.2,38270,4,36,1.0,656.9982738278125,False,0.0324042885739404,5,2.0860000000000003,27187.0,55,0,0.0,1060.5429918295597,False,-0.25863879166783155,3,0.392,52072,0,8,0.8,336.0,False,0.047460549796483065,0,0.2,52068,31,35,1.0,1969.3306696411892,False,0.06375524501875954,0.35,256157,0.0,0.0,19,0,0,12,5,4.5,11,23,7,77.0,18.0,6,1,7,1342,0.7257656420115381,18.398667315079365
15,7,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,18.490508445420648,10,11.5,15.900066221491207,10,13.0,42.0,20,42.0,0,0.263,15852,160,0,0.0,1600.0000000000002,False,-0.049814550641940084,0,0.3440000000000001,15616,160,0,0.0,1600.0000000000002,False,-0.06328102710413695,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,1.542,25913,2,0,0.0,21.87025316455696,False,-0.07786664082160293,0,0.2,38267,4,39,1.0,694.0646164198397,False,0.03281975842431648,3,2.1110000000000007,27097.0,55,0,0.0,1016.9779644981356,False,-0.2616286681935146,4,0.42900000000000005,52258,0,7,0.7,294.0,False,0.05076895314097808,0,0.2,52386,24,37,1.0,1935.601589315789,False,0.06979329085192178,0.3375,256193,0.0,0.0,16,0,0,8,5,4.333333333333334,16,24,12,66.0,39.0,4,3,12,900,0.7481377340154722,19.146805049094837
16,12,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,18.089639645355454,5,11.0,14.598582812704315,56,11.464285714285714,42.0,20,42.0,0,0.263,15782,167,0,0.0,1670.0000000000002,False,-0.05181169757489301,0,0.3440000000000001,15486,173,0,0.0,1730.0000000000002,False,-0.06699001426533524,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,1.582,25838,2,0,0.0,21.87025316455696,False,-0.08053444575170643,0,0.2,38672,0,38,0.9,554.7461468827639,False,0.04178920676816497,46,2.568000000000001,24344.0,55,0,0.0,994.93018049455,False,-0.3355587479539071,1,0.43500000000000005,52404,21,10,1.0,726.5702390667907,False,0.058033106481129935,0,0.2,52388,39,35,1.0,2039.3447296954682,False,0.07087346590034156,0.3625,253718,0.0,0.0,20,0,0,14,9,8.333333333333334,13,27,19,119.0,57.0,8,4,19,1374,0.9901011470356025,20.13690619613044
17,19,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,18.089639645355454,0,,16.926569810622045,53,24.471698113207548,42.0,20,42.0,0,0.263,15662,179,0,0.0,1790.0000000000002,False,-0.05523537803138374,0,0.3440000000000001,15406,181,0,0.0,1810.0000000000002,False,-0.06927246790299572,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,1.5770000000000002,25838,2,0,0.0,21.87025316455696,False,-0.08053444575170643,0,0.2,39112,0,28,0.0,473.94395469741727,False,0.0524773845815045,43,2.9520000000000004,22936.0,55,0,0.0,994.93018049455,False,-0.3732188972036463,2,0.45400000000000007,51558,48,10,1.0,1232.4753509098582,False,0.04614195407244252,0,0.2,52677,45,37,1.0,2315.695641477992,False,0.07943873079098897,0.25,251993,0.0,0.0,21,0,0,9,4,4.0,22,31,19,132.0,85.0,11,8,19,1396,1.0774368540151045,21.214343050145544
18,19,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,17.6917279317221,5,11.0,16.080274076486344,15,4.666666666666667,42.0,20,42.0,0,0.263,15562,189,0,0.0,1890.0000000000002,False,-0.058088445078459346,0,0.3440000000000001,15306,191,0,0.0,1910.0000000000002,False,-0.07212553495007133,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,1.6270000000000004,25763,2,0,0.0,21.87025316455696,False,-0.08320225068180995,0,0.2,39057,0,33,0.5,530.6490445240494,False,0.05176463803626995,15,3.059000000000001,22375.0,55,0,0.0,973.0450362447154,False,-0.38851679679775436,1,0.4620000000000001,51914,45,10,1.0,1143.6123334418853,False,0.05238919188179857,0,0.2,53041,43,38,1.0,2287.451785288913,False,0.08645411129557988,0.3125,251822,0.0,0.0,17,0,0,5,5,5.0,28,33,14,162.0,81.0,12,7,14,998,2.279979335027747,23.49432238517329
19,14,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,17.005108722395693,10,11.5,16.77628919159507,5,44.0,42.0,20,42.0,0,0.263,15492,196,0,0.0,1960.0000000000005,False,-0.06008559201141227,0,0.3440000000000001,15176,204,0,0.0,2040.0000000000005,False,-0.07583452211126962,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,1.7220000000000002,25588,2,0,0.0,21.87025316455696,False,-0.08942712885205147,0,0.2,39162,0,38,1.0,637.4989892806126,False,0.05600207276968758,0,3.044000000000001,22375.0,55,0,0.0,935.2809797317632,False,-0.3890218394130077,0,0.4610000000000001,52166,35,14,1.0,1175.1701217058276,False,0.05775840757229191,0,0.2,53409,38,34,1.0,2065.4989892806125,False,0.09160767338319951,0.375,252172,0.0,0.0,19,0,0,2,2,2.0,22,24,17,92.0,52.0,6,8,17,1260,0.8866982309846207,24.38102061615791
20,17,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,17.041560960616,1,20.0,15.538744430788086,23,5.826086956521739,42.0,20,42.0,0,0.263,15372,208,0,0.0,2080.0000000000005,False,-0.063509272467903,0,0.3440000000000001,15096,212,0,0.0,2120.0000000000005,False,-0.0781169757489301,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,1,1.7220000000000004,25582,2,0,0.0,21.87025316455696,False,-0.08964055324645975,0,0.2,39162,0,38,0.0,590.4722883699473,False,0.055373154951854166,23,3.274000000000001,21387.0,56,0,0.0,954.327413794496,False,-0.4151934173135783,0,0.461,52552,35,13,1.0,1089.856055077583,False,0.06464275314376103,0,0.2,53729,41,35,1.0,2107.0885216623115,False,0.09844092516654616,0.25,251684,0.0,0.0,19,0,0,9,5,5.0,19,28,14,139.0,66.0,10,7,14,1040,0.9304464819724672,25.31146709813038
21,14,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,16.65890949436329,5,11.0,14.668679108077368,14,3.2857142857142856,42.0,20,42.0,0,0.263,15222,223,0,0.0,2230.0000000000005,False,-0.06778887303851641,0,0.3440000000000001,15046,217,0,0.0,2170.0000000000005,False,-0.07954350927246791,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,1.7710000000000001,25507,2,0,0.0,21.87025316455696,False,-0.09230835817656326,0,0.2,39107,0,43,0.5,630.7532016473268,False,0.054440757504578156,14,3.391000000000001,20857.0,56,0,0.0,932.8989316843442,False,-0.42965604445817607,0,0.4610000000000001,52888,25,15,1.0,996.7169777019342,False,0.07044610287833025,0,0.2,54187,45,33,1.0,2046.0905598634815,False,0.1070127179021062,0.3125,251618,0.0,0.0,17,0,0,3,3,3.0,20,23,16,116.0,65.0,7,7,16,1040,0.9965310609550215,26.3079981590854
22,16,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,16.02239255793147,10,11.5,16.70280370096338,20,34.75,42.0,20,42.0,0,0.263,15142,231,0,0.0,2310.0000000000005,False,-0.0700713266761769,0,0.3440000000000001,14926,229,0,0.0,2290.0000000000005,False,-0.08296718972895863,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,1.8660000000000005,25332,2,0,0.0,21.87025316455696,False,-0.09853323634680479,0,0.2,39672,0,38,1.0,634.7065406366085,False,0.06960583278461233,5,3.4270000000000014,20682.0,56,0,0.0,897.2539832441624,False,-0.434813518291864,0,0.4610000000000001,53091,19,20,1.0,1157.353270318304,False,0.07612689501652498,0,0.2,54129,51,28,1.0,2027.8429887491325,False,0.10566682361948486,0.375,251778,0.0,0.0,21,0,0,10,5,5.0,19,29,20,105.0,64.0,9,7,20,1720,1.0662834889953956,27.374281648080796
23,20,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,16.02239255793147,0,,16.537937616309833,21,15.142857142857142,41.99999999999999,20,42.0,0,0.263,15062,239,0,0.0,2390.0000000000005,False,-0.07235378031383738,0,0.3440000000000001,14806,241,0,0.0,2410.0000000000005,False,-0.08639087018544936,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,1.8560000000000003,25332,2,0,0.0,21.87025316455696,False,-0.09853323634680479,0,0.2,39902,0,33,0.0,545.7519413382245,False,0.07456805763150594,16,3.582000000000001,20098.0,56,0,0.0,897.2539832441624,False,-0.45043392110567626,0,0.4610000000000001,53407,14,17,1.0,945.5311266283376,False,0.08033937327440037,0,0.2,54335,57,31,1.0,2244.6624441296603,False,0.11197103085968017,0.25,251746,0.0,0.0,19,0,0,8,2,2.0,19,27,18,127.0,75.0,10,10,18,1270,1.3107359940186143,28.68501764209941
24,18,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,16.02239255793147,0,,16.948269420084213,46,18.543478260869566,42.0,20,42.0,0,0.263,14942,251,0,0.0,2510.0000000000005,False,-0.0757774607703281,0,0.3440000000000001,14726,249,0,0.0,2490.0000000000005,False,-0.08867332382310984,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,1.8560000000000005,25332,2,0,0.0,21.87025316455696,False,-0.09853323634680479,0,0.2,40342,0,23,0.0,389.8101966619369,False,0.08425134668015545,36,3.926000000000001,18592.0,56,0,0.0,897.2539832441624,False,-0.49071530233444566,0,0.461,52945,39,19,1.0,1458.9825073832844,False,0.07622343259261816,0,0.2,54784,58,29,1.0,2200.9996263648845,False,0.12053615810523609,0.25,250467,0.0,0.0,19,0,0,3,3,3.0,26,29,19,117.0,81.0,11,7,19,1480,1.0779172790353186,29.76293492113473
25,19,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,15.764362117248746,5,12.0,17.14488323827745,36,18.25,42.0,20,42.0,0,0.263,14812,264,0,0.0,2640.0000000000005,False,-0.07948644793152639,0,0.3440000000000001,14656,256,0,0.0,2560.0000000000005,False,-0.09067047075606277,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,1.9060000000000001,25262,2,0,0.0,21.87025316455696,False,-0.1010231876149014,0,0.2,40282,0,28,0.5,480.0567306717686,False,0.08385343475903083,36,4.250000000000001,17474.0,56,0,0.0,882.8042785659297,False,-0.520811989748229,0,0.4610000000000001,52703,55,20,1.0,1782.96857810526,False,0.0746192185962871,0,0.2,55209,58,28,1.0,2170.403227820092,False,0.12875105997052605,0.3125,249202,0.0,0.0,18,0,0,4,5,5.0,26,30,13,168.0,66.0,12,7,13,1040,1.0059387430083007,30.76887366414303
