index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,21,0,0,0,10.000000000000002,20,10.0,22.977603802535427,14,28.0,6.671201876951659,2,1.0,23.127851942804227,18,20.444444444444443,50.000000000000014,8,50.0,0,0.3350000000000001,35641,7,16,1.0,437.64166084056683,False,0.053987621033426955,0,0.5510000000000002,32798,103,0,0.0,1030.0000000000002,False,-0.02086823619316345,2,1.0570000000000002,43911,92,0,0.0,2113.939549833259,False,-0.07125511638405903,0,0.8030000000000002,44987,56,0,0.0,1286.7458129419838,False,-0.057574189217419316,0,0.23600000000000002,73708,0,10,0.2,231.27851942804227,False,0.01649050284628125,16,1.5390000000000004,67569,122,0,0.0,813.8866289881024,False,-0.06402743763261014,0,0.2,102972,0,9,0.0,450.0000000000001,False,0.0007855231001978355,0,0.2,102951,86,15,1.0,2738.9952670811635,False,0.011680996484935226,0.275,504537,0.0,0.0,15,0,0,14,3,3.0,21,35,22,191.0,45.0,14,7,22,1090,1.5726488300133497,27.680162974924315
11,22,0,0,0,10.000000000000002,20,10.0,23.091414387244722,2,30.0,6.646727119385266,1,4.0,23.634507846839018,16,27.5,50.000000000000014,8,50.0,0,0.3350000000000001,35551,12,24,1.0,674.1939452938733,False,0.05481871006809905,0,0.551,32748,108,0,0.0,1080.0000000000002,False,-0.0216030332422185,1,1.0650000000000004,43829,94,0,0.0,2170.592952401004,False,-0.0723636565698604,0,0.8030000000000002,44987,56,0,0.0,1293.1192056857044,False,-0.05750837286044745,0,0.23600000000000002,73954,0,6,0.1,141.8070470810341,False,0.019261745429192262,11,1.6330000000000005,67281,122,0,0.0,810.9007085650024,False,-0.06801351645027268,0,0.2,102922,0,10,0.1,500.0000000000001,False,0.0005430776989022073,0,0.2,102961,91,17,1.0,3000.740214062351,False,0.01304715181961267,0.275,504233,0.0,0.0,18,0,0,16,3,3.0,17,33,17,182.0,65.0,12,10,17,910,1.5825743949972093,29.262737369921524
12,17,0,0,0,10.000000000000002,20,10.0,23.621029833807846,18,26.88888888888889,6.22146967491518,8,1.0,23.98952118268186,11,28.0,50.000000000000014,9,50.0,0,0.3350000000000001,35935,12,16,1.0,497.93647734092553,False,0.06351492339506999,0,0.551,32648,118,0,0.0,1180.0000000000002,False,-0.0230726273403286,4,1.1040000000000003,43245,112,0,0.0,2645.5553413864786,False,-0.0795204743960254,4,0.8430000000000002,44887,56,0,0.0,1322.7776706932393,False,-0.0592674452611298,0,0.23600000000000002,74142,0,10,0.8,239.89521182681858,False,0.022525646544121983,7,1.6920000000000002,67120,122,0,0.0,759.0193003396519,False,-0.07058753545328356,0,0.2,102922,0,10,0.0,500.0000000000001,False,0.0005430776989022073,0,0.2,103103,92,18,1.0,3107.0359488067315,False,0.014939659940294102,0.35,504002,0.0,0.0,17,0,0,20,3,3.0,12,32,18,121.0,15.0,12,5,18,1330,1.8485869399737567,31.11132430989528
13,18,0,0,0,10.000000000000002,20,10.0,23.906434232134107,23,25.347826086956523,5.627338849019753,22,3.0454545454545454,25.403822418245223,7,50.0,50.000000000000014,13,50.0,1,0.34500000000000003,36330,10,10,1.0,339.0643423213411,False,0.07278994125035046,6,0.611,32510,130,0,0.0,1300.0000000000002,False,-0.02536519413338036,9,1.1900000000000004,42522,129,0,0.0,3083.9300159452996,False,-0.08992595712394875,13,0.9690000000000003,44431,62,0,0.0,1482.1989223923147,False,-0.06703912881167835,0,0.23600000000000002,74448,1,13,1.0,335.8770302862076,False,0.02739980881699536,0,1.6850000000000003,67097,133,0,0.0,748.4360669196271,False,-0.07097708763445862,0,0.2,102722,0,14,0.4,700.0000000000002,False,-0.0004267039062803057,0,0.2,103603,85,15,1.0,2909.324905550844,False,0.018829885301751594,0.425,503663,0.0,0.0,20,0,0,15,9,8.5,16,31,17,155.0,35.0,12,6,17,1635,1.7199369090376422,32.83126121893292
14,17,0,0,0,10.000000000000002,20,10.0,23.455496677466066,23,21.0,4.675662150430431,44,2.3863636363636362,25.403822418245223,0,,50.00000000000002,9,50.0,0,0.3440000000000001,36550,8,10,1.0,314.55496677466067,False,0.07889596694551726,13,0.7350000000000001,32311,142,0,0.0,1420.0000000000002,False,-0.029450665726126445,20,1.3810000000000002,41910,133,0,0.0,3119.581058102987,False,-0.10219772545228036,24,1.196,43292,81,0,0.0,1899.8952308747514,False,-0.0862499976158169,0,0.23600000000000002,74439,0,16,0.3,406.4611586919236,False,0.027761828812628637,0,1.6850000000000003,67001,175,0,0.0,818.2408763253254,False,-0.07181835102907141,0,0.2,102722,0,14,0.0,700.0000000000003,False,-0.0004267039062803057,0,0.2,104053,75,16,1.0,2705.2866813683922,False,0.022204539942241718,0.2875,502278,0.0,0.0,17,0,0,12,8,8.0,23,35,19,194.0,12.0,13,4,19,950,1.4242982040159404,34.25555942294886
15,19,0,0,0,10.000000000000002,20,10.0,24.016073524476944,13,29.76923076923077,4.5392102226770765,23,3.739130434782609,26.40479292793417,5,49.6,50.00000000000002,7,50.0,3,0.374,36751,11,10,1.0,350.16073524476946,False,0.08532699549194332,0,0.7220000000000002,32241,149,0,0.0,1490.0000000000002,False,-0.030479381594803515,3,1.3910000000000002,41517,144,0,0.0,3458.31458752468,False,-0.10681652910565612,20,1.372,42711,83,0,0.0,1993.3341025315863,False,-0.0972847484145195,0,0.23600000000000002,74665,0,18,0.7,475.2862727028151,False,0.03134749451093841,0,1.6850000000000003,66937,191,0,0.0,866.9891525313216,False,-0.0723639663995586,0,0.2,102722,0,14,0.0,700.0000000000003,False,-0.0004267039062803057,0,0.2,104155,70,19,1.0,2798.3355049553925,False,0.023644902367020538,0.3375,501699,0.0,0.0,18,0,0,13,6,6.0,19,32,18,148.0,21.0,12,7,18,1098,1.585408221988473,35.840967644937336
16,18,0,0,0,10.000000000000002,20,10.0,24.78482729838423,20,29.85,4.422813579776731,6,1.6666666666666667,25.72705643655804,23,22.52173913043478,50.00000000000002,11,50.0,10,0.47100000000000003,37054,10,10,1.0,347.8482729838423,False,0.09419875191758285,0,0.7220000000000002,32131,160,0,0.0,1600.0000000000002,False,-0.032095935102724626,6,1.4480000000000002,41365,144,0,0.0,3569.0151309673292,False,-0.10881268194713409,0,1.3520000000000003,42114,103,0,0.0,2552.8372117335757,False,-0.10383703156126252,0,0.23600000000000002,74851,0,20,0.6,514.5411287311608,False,0.0341788142588822,19,1.8750000000000002,66368,191,0,0.0,844.7573937373556,False,-0.0803516826361265,0,0.2,102722,0,14,0.0,700.0000000000003,False,-0.0004267039062803057,0,0.2,104187,83,18,1.0,3035.345684234318,False,0.025104473041207546,0.325,500792,0.0,0.0,17,0,0,16,7,6.333333333333333,16,32,13,130.0,24.0,10,8,13,946,1.4324151370092295,37.273382781946566
17,13,0,0,0,10.000000000000002,20,10.0,25.344110155912933,25,28.4,4.386990675677733,2,2.0,25.72705643655804,0,,50.00000000000002,14,50.0,15,0.6110000000000001,37384,11,10,1.0,363.4411015591293,False,0.10412722425358041,0,0.7220000000000002,32041,169,0,0.0,1690.0000000000002,False,-0.03341856979102372,2,1.4620000000000002,41027,154,0,0.0,3902.9929640105915,False,-0.11234465525206949,0,1.3520000000000003,41694,118,0,0.0,2990.604998397726,False,-0.10799077823952116,0,0.23600000000000002,74847,0,22,0.2,565.9952416042769,False,0.03447797787021369,0,1.8560000000000003,66368,191,0,0.0,837.9152190544471,False,-0.08039878818154352,0,0.2,102722,0,14,0.0,700.0000000000003,False,-0.0004267039062803057,0,0.2,104887,73,14,1.0,2578.075119868737,False,0.029675681367919312,0.275,500970,0.0,0.0,20,0,0,9,2,2.0,15,24,21,54.0,39.0,5,8,21,1190,1.4055519490502775,38.67893473099684
18,21,0,0,0,10.000000000000002,20,10.0,25.344110155912933,0,,4.707167269569418,17,7.0,25.844019533411895,12,27.0,50.00000000000002,11,50.0,0,0.5960000000000001,37284,11,20,1.0,616.8822031182586,False,0.10491259152805844,0,0.722,31941,179,0,0.0,1790.0000000000002,False,-0.03488816388913382,16,1.6200000000000003,40723,154,0,0.0,3902.9929640105915,False,-0.11862331194999176,1,1.362,41675,118,0,0.0,2990.604998397726,False,-0.1083831942831413,0,0.23600000000000002,75100,0,15,0.1,387.66029300117845,False,0.03673381635365563,4,1.8960000000000001,66164,207,0,0.0,974.3836248008696,False,-0.08226817100762221,0,0.2,102722,0,14,0.0,700.0000000000003,False,-0.0004267039062803057,0,0.2,105113,75,13,1.0,2588.301465005892,False,0.03191697440264316,0.2625,500722,0.0,0.0,19,0,0,13,3,3.0,18,31,18,186.0,36.0,13,8,18,1010,1.9853571860003285,40.66429191699717
19,18,0,0,0,10.000000000000002,20,10.0,25.428583302785132,4,28.5,4.367933212471099,20,2.25,25.483155669760976,5,17.0,50.000000000000014,7,50.0,0,0.5960000000000001,37268,14,26,1.0,801.1431658724134,False,0.10715020965041909,0,0.722,31871,186,0,0.0,1860.0000000000002,False,-0.03591687975781089,2,1.624,40649,155,0,0.0,3941.4304119316953,False,-0.11975473571882674,18,1.5410000000000001,41051,121,0,0.0,3076.8585796370007,False,-0.12038024516050846,0,0.23600000000000002,75087,0,18,0.3,458.69680205569756,False,0.03704387410882946,5,1.9420000000000004,66022,224,0,0.0,978.4170395935262,False,-0.08419562526097034,0,0.2,102722,0,14,0.0,700.0000000000002,False,-0.0004267039062803057,0,0.2,105378,70,16,1.0,2583.8208968832687,False,0.03446516979364629,0.2875,500048,0.0,0.0,15,0,0,9,7,7.0,25,34,19,145.0,61.0,11,7,19,664,1.6138726720237173,42.27816458902089
20,19,0,0,0,10.000000000000002,20,10.0,25.428583302785132,0,,5.2701202003718635,31,9.064516129032258,25.15124489085151,4,16.0,50.000000000000014,6,50.0,0,0.5960000000000001,37138,17,36,1.0,1085.4289989002648,False,0.10750711281927332,0,0.722,31801,193,0,0.0,1930.0000000000005,False,-0.03694559562648796,19,1.812,40227,155,0,0.0,3941.4304119316953,False,-0.12847050258238987,12,1.643,40867,121,0,0.0,3076.8585796370007,False,-0.12418048474082984,0,0.23600000000000002,75058,0,23,0.5,578.4786324895847,False,0.03746921648231761,4,1.977,65678,250,0,0.0,1317.530050092966,False,-0.08659756801907748,0,0.2,102722,0,14,0.0,700.0000000000002,False,-0.0004267039062803057,0,0.2,105614,64,20,1.0,2609.679673014497,False,0.036879241209000053,0.3125,499105,0.0,0.0,13,0,0,7,5,5.0,25,32,16,169.0,52.0,12,7,16,500,1.596102076000534,43.87426666502142
21,16,0,0,0,10.000000000000002,20,10.0,26.05771414890663,24,29.583333333333332,5.246180144853188,6,4.666666666666667,24.591726929542666,6,15.0,50.000000000000014,8,50.0,0,0.5960000000000001,37728,19,22,1.0,763.2697112759458,False,0.12011388929953191,0,0.722,31721,201,0,0.0,2010.0000000000005,False,-0.038121270904976044,0,1.7930000000000001,40143,158,0,0.0,4117.118835527248,False,-0.12839110624636244,6,1.6910000000000003,40103,142,0,0.0,3700.1954091447415,False,-0.13352270427170948,0,0.23600000000000002,75055,0,24,0.1,590.201446309024,False,0.03750861569072382,6,2.0330000000000004,65509,255,0,0.0,1337.7759369375628,False,-0.08878517378805406,0,0.2,102722,0,14,0.0,700.0000000000002,False,-0.0004267039062803057,0,0.2,105924,60,22,1.0,2575.50361577256,False,0.039719847626811335,0.2625,498905,0.0,0.0,20,0,0,12,3,3.0,21,33,18,150.0,57.0,12,4,18,1310,1.37286722403951,45.24713388906093
22,18,0,0,0,10.000000000000002,20,10.0,26.283332092384576,17,28.176470588235293,5.123203456141267,6,2.3333333333333335,23.798189871847395,31,21.29032258064516,50.000000000000014,12,50.0,0,0.5960000000000001,38107,19,15,1.0,584.2499813857687,False,0.1286225491782878,0,0.7220000000000002,31621,211,0,0.0,2110.0000000000005,False,-0.039590865003086145,5,1.8430000000000004,39834,165,0,0.0,4336.749795243455,False,-0.13250495894870246,1,1.6950000000000003,39791,152,0,0.0,3995.0664780424554,False,-0.13692153250813277,0,0.23600000000000002,75241,0,26,0.6,618.7529366680322,False,0.040266247188803075,27,2.2970000000000006,64470,255,0,0.0,1306.4168813160231,False,-0.10330723927163811,0,0.2,102722,0,14,0.0,700.0000000000002,False,-0.0004267039062803057,0,0.2,105864,81,20,1.0,2927.653379619639,False,0.0408455204799432,0.325,497650,0.0,0.0,18,0,0,10,6,6.0,21,31,17,162.0,50.0,12,6,17,1479,1.5190032109967433,46.766137100057676
23,17,0,0,0,10.000000000000002,20,10.0,26.12095480933323,11,24.0,4.2656328373144135,44,1.7727272727272727,23.97217166832867,7,26.857142857142858,50.00000000000001,12,50.0,0,0.5960000000000001,38271,19,14,1.0,555.6933673306653,False,0.133023151505315,0,0.7220000000000002,31521,221,0,0.0,2210.0000000000005,False,-0.041060459101196246,22,2.0580000000000007,38942,176,0,0.0,4597.288046442649,False,-0.14823734926636126,22,1.9140000000000001,39163,152,0,0.0,3970.385131018651,False,-0.1501467932275327,0,0.23600000000000002,75329,0,34,1.0,815.0538367231748,False,0.04282938504614861,5,2.3200000000000007,64297,289,0,0.0,1232.7678899838654,False,-0.10619634917258375,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,106276,78,18,1.0,2769.8293901296365,False,0.04407574668397546,0.375,496521,0.0,0.0,22,0,0,19,5,5.0,18,37,14,163.0,9.0,14,3,14,1162,2.0028999830246903,48.76903708308237
24,14,0,0,0,10.000000000000002,20,10.0,26.400994420479602,15,29.0,4.162382867693869,6,1.5,23.891478739848484,19,23.42105263157895,50.000000000000014,11,50.0,1,0.6060000000000001,38608,17,10,1.0,434.00994420479606,False,0.14113996332194095,0,0.7220000000000002,31401,233,0,0.0,2330.0000000000005,False,-0.042823972018928375,2,2.0560000000000005,38458,191,0,0.0,5042.589934311604,False,-0.15363511571820807,4,1.9320000000000002,39063,152,0,0.0,4012.9511519128996,False,-0.15177257268048142,0,0.23600000000000002,75524,0,35,0.5,836.2017558946969,False,0.04565996857802094,15,2.4650000000000007,63832,290,0,0.0,1207.091031631222,False,-0.11277578944433658,0,0.2,102722,0,14,0.0,700.0000000000002,False,-0.0004267039062803057,0,0.2,106381,87,17,1.0,2928.5586503668183,False,0.04586368095332837,0.3125,495989,0.0,0.0,18,0,0,9,7,6.066666666666666,21,30,19,120.0,46.0,7,7,19,950,1.2705147810047492,50.039551864087116
