index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,37,0,0,0,10.000000000000002,20,10.0,20.74543964162301,5,8.0,39.82253315248184,31,44.903225806451616,24.66458931027996,17,19.470588235294116,41.00000000000001,20,41.0,0,0.35300000000000004,20474,3,25,1.0,548.6359910405752,False,0.046837436706371686,0,0.2,19683,2,68,1.0,1430.6898956303646,False,0.02917986618643701,21,1.0400000000000003,29174,66,10,1.0,1767.4243478719368,False,0.05107921019463469,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,3,0.455,40971,0,1,0.1,24.66458931027996,False,0.02113697009231697,14,2.1490000000000005,24066.0,138,0,0.0,5495.509575042493,False,-0.3319109309201134,0,0.2,55486,30,25,1.0,1764.937679308399,False,0.04233563563775582,14,0.8890000000000002,48547,138,0,0.0,3403.7133248186346,False,-0.07082496602360779,0.5125,267285,0.0,0.0,10,0,0,9,9,8.777777777777779,21,30,39,256.0,119.0,19,18,39,663,1.3829408130259253,21.52634590002708
11,39,0,0,0,10.000000000000002,20,10.0,21.039240066942472,17,23.0,39.99609381605871,43,40.55813953488372,21.414398035475813,55,12.2,41.00000000000001,20,41.0,0,0.35300000000000004,20364,4,35,1.0,776.3734023429865,False,0.0470326287170279,0,0.2,19984,1,61,1.0,1293.393644083491,False,0.040902967812398786,33,1.3490000000000002,29227,73,10,1.0,1935.8254630473875,False,0.05587693574583679,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,4,0.49200000000000005,39988,19,10,1.0,974.0697628598737,False,0.008472278097170449,50,2.6350000000000002,19874.0,152,0,0.0,6079.406260040924,False,-0.4290842623640099,0,0.2,55447,34,28,1.0,1876.0895332061777,False,0.04264214883047188,13,1.0050000000000001,47976,179,0,0.0,3833.1772483501704,False,-0.07741288440660728,0.625,261744,0.0,0.0,9,0,0,11,17,16.30952380952381,23,34,33,323.0,67.0,23,16,33,878,1.3581018429831602,22.88444774301024
12,33,0,0,0,10.000000000000002,20,10.0,21.605203336761996,29,23.896551724137932,39.99609381605871,0,,20.40600151198958,38,15.368421052631579,41.0,20,41.0,0,0.35300000000000004,20967,3,16,1.0,375.68325338819193,False,0.06734821527215414,0,0.2,19874,2,71,1.0,1553.9694369101016,False,0.041926575098640395,0,1.316,28534,92,20,1.0,2787.6005833032777,False,0.04653636016545924,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,2,0.508,40272,9,10,1.0,564.0248594644243,False,0.010440075488531477,26,2.8450000000000006,18500.0,152,0,0.0,6079.406260040924,False,-0.46331872106589106,0,0.2,55759,41,25,1.0,1861.6460619915729,False,0.0482779458014347,7,1.062,47545,200,0,0.0,4081.200302397916,False,-0.08308955137485975,0.625,260335,0.0,0.0,14,0,0,10,10,9.222222222222221,19,29,32,193.0,46.0,17,16,32,1623,1.2775799439987168,24.16202768700896
13,32,0,0,0,10.000000000000002,20,10.0,21.605203336761996,0,,39.74920648012411,6,33.0,22.04784149787378,28,34.07142857142857,41.00000000000001,20,41.0,0,0.35300000000000004,20907,0,25,0.9,540.1300834190499,False,0.06846947738191342,0,0.2,19734,6,81,1.0,1810.0214702777216,False,0.04132243870529069,0,1.316,28732,82,24,1.0,2725.607629137462,False,0.05237625676010531,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,8,0.5860000000000002,40743,0,9,0.9,198.430573480864,False,0.01762091159188811,10,2.919000000000001,17942.0,158,0,0.0,6280.3746238596095,False,-0.4747181434675519,0,0.2,55842,43,27,1.0,2055.0571844085725,False,0.05160096511038091,12,1.1750000000000003,46646,216,0,0.0,4762.333763540736,False,-0.09341580129495056,0.6,259430,0.0,0.0,11,0,0,12,9,8.333333333333332,17,29,34,217.0,53.0,18,14,34,951,1.6248788179946132,25.78690650500357
14,34,0,0,0,10.000000000000002,20,10.0,21.605203336761996,0,,39.724864277009495,1,36.0,22.840902361864377,21,30.761904761904763,41.00000000000001,20,41.0,0,0.35300000000000004,20827,0,33,0.8,712.9717101131458,False,0.06879343365573024,0,0.2,19614,8,91,1.0,2046.0735036453416,False,0.04122284317975128,0,1.3160000000000003,28768,72,33,1.0,2866.495161388177,False,0.056098457205094564,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,0.5780000000000001,41252,0,2,0.1,45.68180472372875,False,0.028400171978618813,13,3.0390000000000006,17410.0,158,0,0.0,6276.5285557675,False,-0.48802132109421326,0,0.2,56207,37,28,1.0,1993.1133873889821,False,0.057777634455047036,11,1.273,45860,233,0,0.0,5321.9302503144,False,-0.10277621396184841,0.4875,258822,0.0,0.0,14,0,0,9,5,5.0,15,24,32,159.0,95.0,13,21,32,1150,1.4470525400247425,27.233959045028314
15,32,0,0,0,10.000000000000002,20,10.0,21.972784650914452,16,25.0,39.75722320041586,2,42.0,22.553696453269687,12,17.583333333333332,41.00000000000001,20,41.0,0,0.35300000000000004,20747,0,41,0.8,900.8841706874925,False,0.06949758250977536,0,0.2,19894,10,85,1.0,1967.6866953277283,False,0.053372520063767095,0,1.3160000000000003,28452,78,41,1.0,3343.9233539883776,False,0.05339586939169107,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,5,0.6280000000000001,41197,0,1,0.1,22.553696453269687,False,0.026741668075909625,5,3.076000000000001,17172.0,159,0,0.0,6321.398488866122,False,-0.49339231980981535,0,0.2,56529,39,25,1.0,1904.594161677518,False,0.06291346143306573,7,1.3320000000000003,45780,233,0,0.0,5255.011273611837,False,-0.10487424625444414,0.4875,258655,0.0,0.0,13,0,0,6,4,4.0,18,24,34,172.0,94.0,13,19,34,1323,1.4355303819756955,28.66948942700401
16,34,0,0,0,10.000000000000002,20,10.0,21.972784650914452,0,,39.55681151988061,24,38.5,24.76038711871479,22,44.59090909090909,41.00000000000001,20,41.0,0,0.35300000000000004,20647,0,51,1.0,1120.612017196637,False,0.06999525774966295,0,0.2,19794,10,95,1.0,2187.414541836873,False,0.05387019530365468,0,1.316,29376,68,27,1.0,2562.1832672989594,False,0.07203873251213348,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,10,0.7230000000000001,40901,6,10,1.0,484.9447403064315,False,0.025127005609896922,11,3.181000000000001,16534.0,167,0,0.0,6605.987523820062,False,-0.5057432724078726,0,0.2,57042,33,22,1.0,1719.092774917588,False,0.07068448727710933,7,1.3950000000000002,44743,251,0,0.0,6214.857166797412,False,-0.11517541775183142,0.625,257921,0.0,0.0,13,0,0,6,8,7.666666666666666,18,24,35,182.0,115.0,13,21,35,1657,1.3935529890004545,30.063042416004464
17,35,0,0,0,10.000000000000002,20,10.0,22.315889236450804,17,25.0,39.24238404528992,19,37.0,24.183269230710284,17,17.470588235294116,41.00000000000001,12,41.0,0,0.35300000000000004,20507,4,61,1.0,1401.2692434234991,False,0.07001183762420533,0,0.2,20159,6,88,1.0,2023.7982528076707,False,0.06815838175599566,0,1.316,29654,75,18,1.0,2380.0546055490286,False,0.07857563040789291,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,0.7130000000000001,40283,15,15,1.0,951.384799140003,False,0.01553986295178767,12,3.290000000000001,16186.0,167,0,0.0,6553.478135563416,False,-0.5150681682376552,0,0.2,56953,32,32,1.0,2085.8646153827294,False,0.07242982132974655,12,1.5080000000000002,44349,259,0,0.0,6263.466730753964,False,-0.12201162437587637,0.625,256975,0.0,0.0,9,0,0,8,5,5.0,19,27,29,231.0,127.0,16,19,29,1413,1.3837863259832375,31.4468287419877
18,29,0,0,0,10.000000000000002,20,10.0,22.400296864328553,19,23.0,39.44223038894856,5,45.0,28.589715887777015,38,51.0,41.0,9,41.0,0,0.35300000000000004,20387,6,71,1.0,1650.4210773673271,False,0.07024271133620903,0,0.2,20516,4,79,1.0,1809.6234522819557,False,0.0807674937508062,0,1.316,29442,84,23,1.0,2788.796235549415,False,0.07830884770342023,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,16,0.8730000000000002,41358,5,10,1.0,483.108310822513,False,0.036490697780273,7,3.3480000000000008,15728.0,172,0,0.0,6784.063626899152,False,-0.5236070309343571,0,0.2,56874,29,42,1.0,2551.1017607455333,False,0.07527045397238788,9,1.5860000000000005,42366,290,0,0.0,8291.017607455335,False,-0.139934007586537,0.625,255555,0.0,0.0,6,0,0,12,7,6.375,17,29,24,275.0,51.0,17,12,24,862,1.2718282190035097,32.71865696099121
19,24,0,0,0,10.000000000000002,20,10.0,22.400296864328553,0,,39.44223038894856,0,,28.86417348930306,23,31.347826086956523,41.0,7,41.0,0,0.35300000000000004,20307,4,81,1.0,1854.4240460106128,False,0.07135277613548476,0,0.2,20396,6,89,1.0,2053.6264209252413,False,0.08086847681446116,0,1.3160000000000003,29442,74,33,1.0,2959.2155707956153,False,0.08128851926418176,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,0.8570000000000002,41712,0,8,0.5,230.91338791442448,False,0.042169096647744125,16,3.5010000000000003,15275.0,172,0,0.0,6784.063626899152,False,-0.5348939376242787,0,0.2,56859,22,52,1.0,2767.0118167646674,False,0.07698932872986439,7,1.647,41580,310,0,0.0,8947.893781683948,False,-0.1483949982277414,0.5625,254455,0.0,0.0,7,0,0,11,6,6.0,13,24,22,143.0,35.0,12,12,22,554,1.1303423260105774,33.84899928700179
20,22,0,0,0,10.000000000000002,20,10.0,23.099610456804527,51,25.0,40.08136268512884,14,46.0,29.074416530639247,17,31.647058823529413,41.0,10,41.0,0,0.35300000000000004,21492,3,40,1.0,953.9844182721811,False,0.10842543941150805,0,0.2,20286,7,99,1.0,2356.861435223648,False,0.08296825013177718,0,1.316,28811,115,29,1.0,3818.8147204012566,False,0.07425280134981391,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,4,0.8970000000000002,42062,0,0,0.0,0.0,False,0.048012956272580044,5,3.535,14441.0,186,0,0.0,7455.133459433964,False,-0.5473136481944193,0,0.2,56733,19,62,1.0,3094.4139140821458,False,0.07768647639640294,10,1.74,41030,320,0,0.0,9303.813289804559,False,-0.15527456785624216,0.5,253739,0.0,0.0,13,0,0,10,5,4.5,12,22,31,114.0,48.0,11,11,31,2365,1.2724961999920197,35.12149548699381
21,31,0,0,0,10.000000000000002,20,10.0,23.099610456804527,0,,40.90461215935333,15,48.0,28.898163707405114,3,17.0,41.0,10,41.0,0,0.35300000000000004,21392,3,50,1.0,1184.9805228402263,False,0.1092073794863831,0,0.2,20186,7,109,1.0,2587.8575397916934,False,0.08375019020665221,0,1.316,29531,105,24,1.0,3407.1697897889553,False,0.09223292285535115,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,0.893,42062,0,0,0.0,0.0,False,0.048012956272580044,3,3.56,13646.0,201,0,0.0,8221.827044030018,False,-0.5575703619779492,0,0.2,56733,9,72,1.0,3212.083473366646,False,0.0787744177348568,10,1.8300000000000003,40837,323,0,0.0,9334.106877491851,False,-0.15856333440437273,0.5,253271,0.0,0.0,7,0,0,10,4,4.0,16,26,29,187.0,70.0,14,17,29,920,1.5880566920386627,36.70955217903247
22,29,0,0,0,10.000000000000002,20,10.0,23.099610456804527,0,,41.54346327638371,24,45.0,29.12906639329741,10,33.4,41.000000000000014,9,41.0,0,0.35300000000000004,21312,1,60,1.0,1395.9766274082717,False,0.11049386042906842,0,0.2,20066,9,119,1.0,2838.8536443597386,False,0.08402758941371696,0,1.3160000000000003,30611,95,10,1.0,2609.8976261602675,False,0.11605933535266401,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,4,0.933,42111,0,0,0.0,0.0,False,0.04923383580416096,6,3.617000000000001,12415.0,225,0,0.0,9347.279237186334,False,-0.5742210136142228,0,0.2,56577,2,82,1.0,3420.258132786596,False,0.07781447634744162,9,1.9100000000000004,40535,330,0,0.0,9612.591909788145,False,-0.16157295891392093,0.5,252511,0.0,0.0,6,0,0,8,7,7.0,17,25,37,172.0,91.0,14,15,37,1280,1.3831246960326098,38.09267687506508
23,37,0,0,0,10.000000000000002,20,10.0,23.262529876404592,16,25.0,41.07284505144396,16,37.0,33.80596894266293,24,68.0,41.000000000000014,10,41.0,0,0.35300000000000004,21182,4,70,1.0,1668.3770913483215,False,0.11080668747094662,0,0.2,20396,6,113,1.0,2688.665876033719,False,0.09688864470317143,6,1.3760000000000003,30629,101,10,1.0,2760.2439680313037,False,0.11931748029568318,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,24,1.1690000000000003,42143,6,10,1.0,584.496759735293,False,0.05731277886801165,0,3.611000000000001,12415.0,225,0,0.0,9241.390136574892,False,-0.5755401752015088,0,0.2,56577,0,84,0.2,3444.0000000000014,False,0.0780339873148542,10,2.001000000000001,38761,354,0,0.0,11967.313005702677,False,-0.17260569716800725,0.525,250987,0.0,0.0,7,0,0,9,5,4.375,23,32,24,248.0,83.0,20,17,24,600,1.4716534479521215,39.5643303230172
24,24,0,0,0,10.000000000000002,20,10.0,23.500519020815872,48,24.333333333333332,41.07284505144396,0,,31.731533800018493,32,20.09375,41.000000000000014,8,41.0,0,0.35300000000000004,21457,4,65,1.0,1567.5337363530316,False,0.12213758164361842,0,0.2,21089,6,90,1.0,2175.0467118734286,False,0.11889623390195334,0,1.37,29461,139,20,1.0,4088.0290449222853,False,0.10168949618705264,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.1450000000000002,42552,0,10,0.6,317.3153380001849,False,0.0641748516008495,26,3.8710000000000013,11137.0,225,0,0.0,9241.390136574892,False,-0.6073827066578437,0,0.2,56515,6,94,1.0,4044.3892028001123,False,0.08243855473289183,8,2.0710000000000006,38086,370,0,0.0,11740.667506006843,False,-0.18718294064233032,0.575,249181,0.0,0.0,11,0,0,5,6,6.0,17,22,34,128.0,56.0,11,13,34,1777,1.1562105359626003,40.7205408589798
