index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,33,0,0,0,10.000000000000002,20,10.0,6.235383539916885,8,4.25,28.0264889006869,5,32.0,31.24421213307947,8,15.0,46.0,20,46.0,6,0.9620000000000002,30905.0,121,0,0.0,1210.0000000000002,False,-0.07298990909358359,2,0.265,32917,99,0,0.0,990.0000000000002,False,-0.01703392074372628,0,0.21800000000000003,47578,0,20,0.6,560.529778013738,False,0.026670918996178627,0,0.263,47455,0,6,0.2,168.1589334041214,False,0.019823650470922664,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,0.47900000000000004,69212,5,12,1.0,515.0629901003881,False,-0.011630436708776979,9,0.776,84190,52,0,0.0,1624.6990309201324,False,-0.022039744178880466,0,0.6320000000000001,86201,0,7,0.6,322.0,False,-0.006396833797372236,0.30000000000000004,468815,0.0,0.0,19,0,0,23,7,7.0,23,46,36,324.0,100.0,23,10,36,986,2.954190493968781,34.42984573490685
11,36,0,0,0,10.000000000000002,20,10.0,5.908486288903789,12,4.0,28.0264889006869,0,,33.80229177464268,15,48.0,46.0,20,46.0,9,1.0460000000000003,30652.0,128,0,0.0,1280.0000000000002,False,-0.07940337148068606,3,0.29300000000000004,32750,112,0,0.0,1120.0000000000002,False,-0.02003471507163661,0,0.21800000000000003,47566,0,24,0.4,672.6357336164856,False,0.027615957670454577,0,0.263,47419,0,14,0.8,392.3708446096166,False,0.021456299952908008,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,3,0.5090000000000001,69821,0,5,0.5,169.01145887321343,False,-0.00542766472553086,11,0.8770000000000002,83264,67,0,0.0,2264.7535489010597,False,-0.029011519196823085,2,0.6520000000000001,86505,0,0,0.0,0.0,False,-0.004751604960997722,0.21250000000000002,468334,0.0,0.0,15,0,0,21,13,11.866666666666665,20,41,30,339.0,128.0,21,15,30,476,2.753254612965975,37.18310034787282
12,30,0,0,0,10.000000000000002,20,10.0,5.4018022604289335,11,2.0,28.411142908339812,10,31.0,33.313643802143574,74,32.729729729729726,45.99999999999999,20,46.0,10,1.1370000000000005,30359.0,135,0,0.0,1350.0000000000002,False,-0.08699361595716514,1,0.30000000000000004,32608,125,0,0.0,1250.0000000000002,False,-0.022300020593686565,0,0.21800000000000003,47717,0,23,0.4,653.4562868918157,False,0.03064953648923967,0,0.263,47556,0,16,0.7,454.578286533437,False,0.02506251514033501,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,69,1.1960000000000002,68976,0,10,1.0,333.13643802143577,False,-0.016282268143316427,7,0.9360000000000002,83161,67,0,0.0,2232.0141347436193,False,-0.03038487922672157,13,0.78,83816,64,10,1.0,2592.0732033371887,False,-0.020777783638963303,0.3875,464550,0.0,0.0,14,0,0,19,18,17.984848484848484,21,40,35,280.0,125.0,17,13,35,698,2.6089653020026162,39.79206564987544
13,35,0,0,0,10.000000000000002,20,10.0,5.133006942025593,19,4.052631578947368,28.58472121946787,5,31.0,33.313643802143574,0,,46.0,20,46.0,16,1.2870000000000004,29938.0,141,0,0.0,1410.0000000000002,False,-0.09849666088082139,3,0.32900000000000007,32431,139,0,0.0,1390.0000000000002,False,-0.02544791268276897,0,0.21800000000000003,47846,0,24,0.6,686.0333092672289,False,0.03376631244521316,0,0.263,47505,3,26,1.0,758.6017725322414,False,0.027229451598543872,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,1.127,68821,0,15,0.5,499.7046570321536,False,-0.017302597514247623,14,1.0690000000000002,82841,67,0,0.0,2232.0141347436193,False,-0.03406651018923797,0,0.7670000000000001,84092,54,14,1.0,2442.9367653157533,False,-0.018460291508572632,0.3875,463831,0.0,0.0,16,0,0,16,15,15.0,25,41,39,285.0,171.0,18,17,39,631,2.5457924559595995,42.33785810583504
14,39,0,0,0,10.000000000000002,20,10.0,4.696679310762439,15,2.2,29.027597556874493,10,32.0,33.313643802143574,0,,46.0,20,46.0,14,1.4110000000000005,29517.0,151,0,0.0,1510.0000000000002,False,-0.10941131475978935,1,0.3360000000000001,32319,149,0,0.0,1490.0000000000002,False,-0.027271924921302697,0,0.21800000000000003,47837,0,33,0.9,957.9107193768583,False,0.03648944244746174,0,0.263,47801,0,25,0.9,725.6899389218623,False,0.03322632134422246,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,1.1270000000000002,68501,0,25,1.0,832.8410950535894,False,-0.01948553007630436,10,1.155,82659,67,0,0.0,2232.0141347436193,False,-0.036160437799169165,0,0.7670000000000001,84552,44,14,1.0,2109.800327294317,False,-0.015084330476458664,0.475,463543,0.0,0.0,20,0,0,21,10,10.0,24,45,33,357.0,173.0,23,16,33,980,2.3881746199913323,44.72603272582637
15,33,0,0,0,10.000000000000002,20,10.0,4.660673744243514,11,4.363636363636363,29.55584140633413,15,32.0,32.141077103147495,10,15.0,45.99999999999999,20,46.0,9,1.487,29263.0,159,0,0.0,1590.0000000000002,False,-0.11570709893795417,2,0.35500000000000004,32175,161,0,0.0,1610.0000000000002,False,-0.029743167308993557,0,0.21800000000000003,48109,1,33,1.0,980.0034401532698,False,0.0425614441719755,0,0.263,47961,0,20,0.0,591.1168281266827,False,0.03521524003139212,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,1.1270000000000002,68171,5,25,1.0,951.3061346103581,False,-0.02333784245585706,11,1.2550000000000001,82298,77,0,0.0,2474.862936942357,False,-0.038916778245344216,0,0.7670000000000001,84966,34,15,1.0,1782.7966215070146,False,-0.01220232505633468,0.375,463300,0.0,0.0,20,0,0,16,11,11.0,22,38,40,240.0,172.0,15,18,40,1244,1.8224173830240034,46.548450108850375
16,40,0,0,0,10.000000000000002,20,10.0,5.085366442613793,13,8.076923076923077,29.55584140633413,0,,31.694468697076104,4,16.0,45.99999999999999,20,46.0,12,1.5980000000000003,28997.0,170,0,0.0,1700.0000000000002,False,-0.12191462445941573,1,0.36300000000000004,32073,170,0,0.0,1700.0000000000002,False,-0.03142008178635521,0,0.21800000000000003,48109,0,34,0.1,1004.8986078153605,False,0.04282847375110323,0,0.263,47856,3,30,1.0,901.9313415178653,False,0.036296592743943604,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,1.127,68235,0,26,0.5,824.0561861239787,False,-0.023332506821147694,6,1.3040000000000003,82162,81,0,0.0,2567.2519644631643,False,-0.03994999905391775,0,0.7670000000000001,85610,24,11,1.0,1266.6672487298265,False,-0.007762101930958949,0.325,463399,0.0,0.0,19,0,0,26,5,5.0,21,47,29,382.0,177.0,26,14,29,908,2.2694146540015936,48.81786476285197
17,29,0,0,0,10.000000000000002,20,10.0,4.767583623878515,9,1.4444444444444444,29.72383745431638,10,31.0,29.60339564469135,20,16.0,46.0,20,46.0,9,1.6760000000000004,28706.0,180,0,0.0,1800.0000000000002,False,-0.12900473654790975,0,0.36200000000000004,31973,180,0,0.0,1800.0000000000002,False,-0.03289105939807596,0,0.21800000000000003,48259,0,34,0.5,1010.6104734467569,False,0.046107588474168744,0,0.263,48003,0,32,0.7,951.1627985381242,False,0.03997814864891258,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,1.127,68245,0,16,1.0,473.6543303150616,False,-0.02568288353240949,9,1.3880000000000003,82010,81,0,0.0,2397.8750472199995,False,-0.042673122671828594,0,0.7670000000000001,85796,34,10,1.0,1466.515451919506,False,-0.004472517476704939,0.4,463349,0.0,0.0,22,0,0,14,7,7.0,23,37,26,245.0,140.0,16,13,26,1336,2.3765969760133885,51.19446173886536
18,26,0,0,0,10.000000000000002,20,10.0,4.897648696223836,30,5.3,29.80130509519251,5,31.0,30.300637346385177,6,46.0,46.0,20,46.0,16,1.8270000000000004,28249.0,190,0,0.0,1900.0000000000002,False,-0.14097849430731665,14,0.502,31681,190,0,0.0,1900.0000000000002,False,-0.04001059103880439,0,0.21800000000000003,48358,1,39,1.0,1167.1485474087317,False,0.04991042097402916,0,0.263,47900,9,42,1.0,1295.7336522641,False,0.04146448195070362,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,1.1270000000000002,68366,0,15,0.5,454.5095601957776,False,-0.024097560287138536,7,1.4490000000000003,81633,87,0,0.0,2636.1554491355105,False,-0.04563982460977289,3,0.7970000000000002,86229,24,10,1.0,1187.2152963132444,False,-0.0010974982379181877,0.4375,462773,0.0,0.0,22,0,0,19,10,10.0,21,40,33,221.0,143.0,15,11,33,1091,2.140438925009221,53.33490066387458
19,33,0,0,0,10.000000000000002,20,10.0,4.668316975904889,8,1.5,29.80130509519251,0,,29.192932750978844,19,21.789473684210527,45.99999999999999,20,46.0,8,1.8910000000000002,27971.0,201,0,0.0,2010.0000000000005,False,-0.14753905445559118,0,0.4880000000000001,31591,199,0,0.0,1990.0000000000005,False,-0.04133447088935306,0,0.21800000000000003,48346,0,48,0.9,1430.4626445692406,False,0.05247734253533456,0,0.263,47900,0,51,0.9,1519.866559854818,False,0.04386856762688861,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,4,1.1670000000000003,68632,0,0,0.0,0.0,False,-0.02354631724216427,5,1.492,81316,96,0,0.0,2802.521544093969,False,-0.04832991127215327,5,0.8440000000000001,86474,24,10,1.0,1160.6303860234923,False,0.001568319485167003,0.35,462587,0.0,0.0,17,0,0,23,9,8.4,23,46,30,382.0,127.0,24,9,30,924,2.6270000329823233,55.9619006968569
20,30,0,0,0,10.000000000000002,20,10.0,4.520173725604297,15,3.466666666666667,28.20121528328516,13,19.076923076923077,27.812496908231545,14,14.857142857142858,45.99999999999999,20,46.0,15,2.0330000000000004,27548.0,211,0,0.0,2110.0000000000005,False,-0.15851254743902798,0,0.4880000000000001,31491,209,0,0.0,2090.0000000000005,False,-0.04280544850107381,0,0.21800000000000003,48488,0,49,0.6,1381.8595488809729,False,0.05500224765505702,0,0.263,47954,0,52,0.9,1466.4631947308283,False,0.04445417992846533,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,14,1.303,68002,3,10,1.0,362.7286149321709,False,-0.029929228627397962,12,1.6070000000000002,80872,110,0,0.0,3059.37465990547,False,-0.05196061425765968,0,0.8390000000000002,86842,14,12,1.0,941.3749567152415,False,0.004540917627621671,0.4375,461554,0.0,0.0,20,0,0,16,12,12.0,23,39,29,249.0,123.0,16,14,29,816,2.5088758339989,58.4707765308558
21,29,0,0,0,10.000000000000002,20,10.0,4.535221445124011,10,4.7,28.20121528328516,0,,27.01667808672497,8,14.0,45.99999999999999,20,46.0,7,2.0880000000000005,27362.0,216,0,0.0,2160.0000000000005,False,-0.1632490953487688,3,0.518,31304,224,0,0.0,2240.0000000000005,False,-0.04610043835132829,0,0.21800000000000003,48454,0,57,0.8,1607.469271147254,False,0.056692794928105326,0,0.263,47941,0,54,0.2,1522.8656252973985,False,0.04478028129676503,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,1.2890000000000001,68114,0,5,0.3,135.08339043362486,False,-0.02995515962814153,10,1.6950000000000003,80591,118,0,0.0,3187.9680142335465,False,-0.054453806954638036,0,0.8390000000000002,87302,4,12,1.0,660.0667123468997,False,0.008215022851117653,0.2875,461425,0.0,0.0,20,0,0,11,9,9.0,28,39,31,253.0,116.0,17,12,31,772,1.919501090014819,60.39027762087062
22,31,0,0,0,10.000000000000002,20,10.0,4.141023582472314,17,1.6470588235294117,28.75766018796663,15,31.666666666666668,25.621691253066285,15,14.0,46.0,20,46.0,16,2.241000000000001,26859.0,227,0,0.0,2270.0000000000005,False,-0.1764290547497867,1,0.5250000000000001,31202,233,0,0.0,2330.0000000000005,False,-0.047777352828689945,0,0.21800000000000003,48594,0,56,0.4,1610.4289705261313,False,0.05972786625041438,0,0.263,48248,3,54,1.0,1565.336720897615,False,0.051821696030222165,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,10,1.3890000000000002,67455,5,10,1.0,400.00521347049596,False,-0.03744643238813373,8,1.7650000000000003,80254,133,0,0.0,3407.684936657816,False,-0.0570670923361225,0,0.8390000000000002,87854,0,4,0.4,184.0,False,0.011827239467083918,0.35,460823,0.0,0.0,21,0,0,12,13,12.285714285714285,30,42,28,331.0,111.0,19,12,28,1227,3.788404628983699,64.17868224985432
23,28,0,0,0,10.000000000000002,20,10.0,4.097511702554079,9,3.5555555555555554,29.24854756012614,15,32.0,24.70067041250134,30,20.833333333333332,46.0,20,46.0,7,2.2950000000000004,26597.0,239,0,0.0,2390.0000000000005,False,-0.18237180430113853,2,0.5440000000000002,31098,241,0,0.0,2410.0000000000005,False,-0.04966020417169251,0,0.21800000000000003,48890,0,51,0.5,1491.6759255664333,False,0.06480398933354539,0,0.263,48400,0,56,0.7,1637.9186633670638,False,0.05586097461511382,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,20,1.5790000000000002,66651,10,10,1.0,539.4921797262748,False,-0.04789298035393259,10,1.8570000000000002,79736,157,0,0.0,3878.00525476271,False,-0.06032119207320283,6,0.8990000000000002,87674,0,6,0.6,276.0,False,0.010285556501530178,0.35,459403,0.0,0.0,17,0,0,14,15,14.875,23,37,34,197.0,129.0,14,14,34,990,2.566858961014077,66.7455412108684
24,34,0,0,0,10.000000000000002,20,10.0,3.7783209309551156,19,1.9473684210526316,29.24854756012614,0,,24.578446070278712,2,16.0,46.0,20,46.0,19,2.4780000000000006,25971.0,254,0,0.0,2540.0000000000005,False,-0.1985819775823012,0,0.542,31048,246,0,0.0,2460.0000000000005,False,-0.050395692977552885,0,0.21800000000000003,48874,0,61,1.0,1784.1614011676945,False,0.0675979985108624,0,0.263,48379,0,65,0.9,1901.1555914081991,False,0.05823399754808751,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,1.5590000000000004,66683,0,18,1.0,442.4120292650168,False,-0.04812830232286896,8,1.9270000000000003,79584,159,0,0.0,3907.972925174315,False,-0.06189757630655151,6,0.9530000000000003,87877,0,0,0.0,0.0,False,0.01103338779079132,0.3625,458773,0.0,0.0,15,0,0,11,12,11.5,31,42,33,374.0,153.0,22,12,33,462,2.6867392429849133,69.43228045385331
