index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,25,0,0,0,10.000000000000002,20,10.0,21.849739190294496,17,29.294117647058822,18.391139612275296,0,,28.38693122392309,0,,41.00000000000001,20,41.0,2,0.22000000000000003,24571,3,10,1.0,248.49739190294497,False,0.07086634126670446,0,0.8930000000000002,21617,108,0,0.0,1080.0000000000002,False,-0.03920038159663501,0,0.2,33824,55,45,1.0,2029.3369380185857,False,-0.013990647015274808,0,0.6410000000000002,32143,50,0,0.0,1092.4869595147247,False,-0.07482400362954285,0,0.2,48484,0,10,0.0,283.8693122392309,False,0.009234649677665768,0,0.35300000000000004,48160,0,6,0.0,170.32158734353854,False,0.001331661727066065,8,0.5140000000000001,58590,0,0,0.0,0.0,False,-0.0022818609086574485,9,0.893,56394,48,0,0.0,1362.5726987483083,False,-0.02807563603681368,0.25,323783,0.0,0.0,11,0,0,11,9,8.0625,20,31,28,164.0,61.0,14,11,28,323,1.291273608803749,20.702384393662214
11,28,0,0,0,10.000000000000002,20,10.0,23.275792925650823,26,30.923076923076923,19.66493897690419,5,38.0,29.757450676825744,14,37.57142857142857,41.00000000000001,20,41.0,16,0.37800000000000006,24939,3,10,1.0,262.75792925650825,False,0.08713321038238815,0,0.8930000000000002,21517,118,0,0.0,1180.0000000000002,False,-0.04136854429556394,0,0.2,33754,55,50,1.0,2263.4155597560048,False,-0.012659333204709449,0,0.6410000000000001,31599,66,0,0.0,1536.2023330929544,False,-0.08394132492156127,0,0.2,48749,0,5,0.0,148.78725338412872,False,0.013332924320625652,3,0.383,48105,0,5,0.5,148.78725338412872,False,-3.3340389529802785e-05,10,0.6060000000000001,58344,0,6,0.6,246.00000000000006,False,-0.004376404877051972,10,0.9840000000000002,55820,56,0,0.0,1666.4172379022416,False,-0.035263118674628474,0.3875,322827,0.0,0.0,12,0,0,10,10,9.5,21,31,30,266.0,84.0,15,13,30,1074,1.2357614487409592,21.938145842403173
12,30,0,0,0,10.000000000000002,20,10.0,22.86656206435403,53,21.71698113207547,20.63488026039118,6,31.833333333333332,28.911078090381814,6,17.0,41.0,20,41.0,13,0.49200000000000005,25242,4,10,1.0,268.6656206435403,False,0.10040036469891904,30,1.1930000000000003,21157,127,0,0.0,1270.0000000000002,False,-0.05502796929881618,0,0.2,33479,75,55,1.0,2849.910569148067,False,-0.01214288952044738,1,0.6510000000000002,30883,89,0,0.0,2035.1240237275088,False,-0.09714538782826954,0,0.2,48749,0,5,0.0,144.55539045190906,False,0.013289008016146445,1,0.39,47974,0,6,0.6,173.4664685422909,False,-0.0024961450723076485,2,0.6160000000000001,58472,0,6,0.6,246.0,False,-0.0021967168449015737,12,1.094,55614,56,0,0.0,1619.0203730613816,False,-0.0391746102695543,0.4,321570,0.0,0.0,13,0,0,15,11,9.979166666666666,20,35,26,240.0,82.0,18,12,26,874,2.398004999384284,24.336150841787457
13,26,0,0,0,10.000000000000002,20,10.0,22.86656206435403,0,,22.86846034687834,10,38.0,27.180211132834454,16,18.375,41.00000000000001,20,41.0,0,0.47900000000000004,25142,4,20,1.0,497.3312412870806,False,0.10102188199312866,0,1.1630000000000003,21057,137,0,0.0,1370.0000000000002,False,-0.05719613199774511,0,0.2,33859,65,55,1.0,2744.0918532613205,False,-0.002885519864414087,0,0.6500000000000001,30883,89,0,0.0,2035.1240237275088,False,-0.09714538782826954,0,0.2,48749,0,5,0.0,135.90105566417228,False,0.013199197356470117,10,0.4890000000000001,47468,0,10,1.0,271.80211132834455,False,-0.011977728655192435,0,0.6140000000000001,58633,0,5,0.5,205.00000000000003,False,0.00019583134663851237,14,1.2220000000000004,55140,67,0,0.0,1821.0741458999084,False,-0.045525899581943405,0.4375,320931,0.0,0.0,14,0,0,13,7,6.909090909090909,18,31,30,217.0,96.0,14,12,30,911,1.4035189561545849,25.739669797942042
14,30,0,0,0,10.000000000000002,20,10.0,22.86656206435403,0,,25.858786151540162,30,32.833333333333336,26.79927962618757,13,24.23076923076923,41.00000000000001,20,41.0,0,0.4790000000000001,25052,3,30,1.0,715.996861930621,False,0.10186021555723133,0,1.1630000000000003,20947,148,0,0.0,1480.0000000000002,False,-0.05958111096656693,0,0.2,34809,55,40,1.0,2292.012359601078,False,0.017604114561473434,5,0.7000000000000002,30763,89,0,0.0,2035.1240237275088,False,-0.10054164628353798,0,0.2,48749,0,5,0.0,133.99639813093785,False,0.013179431706802901,3,0.5090000000000001,46672,20,10,1.0,785.168519292679,False,-0.023171286198992534,3,0.6440000000000001,58702,0,2,0.2,82.00000000000001,False,0.00032354744227232476,12,1.328,54721,78,0,0.0,2090.3438108426303,False,-0.050368300772745095,0.4,320415,0.0,0.0,13,0,0,11,10,9.272727272727273,21,32,25,219.0,105.0,15,15,25,1461,1.3514053411781788,27.09107513912022
15,25,0,0,0,10.000000000000002,20,10.0,22.86656206435403,0,,24.00244936186458,9,5.444444444444445,33.85063111868079,32,53.8125,41.00000000000001,20,41.0,0,0.47900000000000004,24952,3,40,1.0,944.6624825741612,False,0.10248173285144097,0,1.163,20847,158,0,0.0,1580.0000000000002,False,-0.06174927366549586,0,0.2,34809,45,50,1.0,2229.1177609891606,False,0.01671408826011321,9,0.7850000000000001,30508,89,0,0.0,2035.1240237275088,False,-0.10775869550098342,0,0.2,48749,0,5,0.0,169.25315559340393,False,0.013545309931232343,22,0.7260000000000002,47213,19,10,1.0,794.5528490622348,False,-0.011845407431744483,5,0.6910000000000002,58034,3,10,1.0,511.55189335604246,False,-0.007394320096076238,13,1.4460000000000002,53463,97,0,0.0,3283.5112185120365,False,-0.061631435030719654,0.5,318575,0.0,0.0,10,0,0,8,12,11.692307692307693,19,27,24,153.0,117.0,11,14,24,600,1.347645714879036,28.438720853999257
16,24,0,0,0,10.000000000000002,20,10.0,23.098350379555566,9,27.77777777777778,23.252993486721557,3,1.0,34.520595148121764,4,53.0,41.00000000000001,13,41.0,0,0.4790000000000001,25102,3,41,1.0,977.0323655617782,False,0.10968805267685217,0,1.1630000000000003,20747,168,0,0.0,1680.0000000000002,False,-0.06391743636442479,0,0.2,34791,37,60,1.0,2249.818573246849,False,0.016497588277910955,3,0.806,30186,96,0,0.0,2217.441636437334,False,-0.11429199846549498,0,0.2,48749,0,5,0.0,172.60297574060883,False,0.013580072806091683,0,0.7040000000000002,47422,12,16,1.0,831.3654442106069,False,-0.007125573937749265,0,0.6860000000000002,57928,0,15,0.5,615.0000000000001,False,-0.008318575028948982,13,1.5630000000000004,53119,99,0,0.0,3417.5389196640544,False,-0.06634818030392974,0.4375,318044,0.0,0.0,11,0,0,7,7,7.0,21,28,24,148.0,96.0,12,12,24,662,1.370537331327796,29.809258185327053
17,24,0,0,0,10.000000000000002,20,10.0,24.028000912713175,16,34.0,23.252993486721557,0,,34.520595148121764,0,,41.0,6,41.0,0,0.47900000000000004,25556,2,35,1.0,860.9800319449611,False,0.12685876657441056,0,1.163,20637,179,0,0.0,1790.0000000000002,False,-0.0663024153332466,0,0.2,34791,27,70,1.0,2276.4655687137647,False,0.016874671959836003,0,0.8030000000000002,29642,112,0,0.0,2691.1361022238757,False,-0.12298508331837266,0,0.2,48749,0,5,0.0,172.60297574060883,False,0.013580072806091683,0,0.7040000000000002,47422,2,26,1.0,944.041460824609,False,-0.005956274664031398,0,0.6860000000000002,57928,0,15,0.0,615.0,False,-0.008318575028948982,6,1.6100000000000003,53061,99,0,0.0,3417.5389196640544,False,-0.06733585144349788,0.375,317786,0.0,0.0,10,0,0,10,2,2.0,20,30,21,189.0,92.0,13,11,21,744,1.4517899695783854,31.26104815490544
18,21,0,0,0,10.000000000000002,20,10.0,24.30597868386177,10,29.0,24.20594720872989,5,40.0,35.98027159248944,10,51.0,41.0,14,41.0,0,0.4790000000000001,25726,4,35,1.0,890.709253935162,False,0.13487509765264225,0,1.1630000000000003,20557,187,0,0.0,1870.0000000000002,False,-0.06803694549238976,0,0.2,34991,17,75,1.0,2228.6476782803916,False,0.02185842807404402,0,0.8030000000000002,29352,122,0,0.0,2965.329399431136,False,-0.127312577485196,0,0.2,48749,0,5,0.0,179.90135796244718,False,0.013655812020946475,0,0.7040000000000002,47732,0,23,0.7,827.546246627257,False,-0.0007311362712764537,0,0.6860000000000002,57928,0,15,0.0,615.0,False,-0.008318575028948982,14,1.7440000000000002,52307,109,0,0.0,3921.8496035813487,False,-0.07588167015546161,0.3375,317342,0.0,0.0,12,0,0,13,5,5.0,13,26,22,135.0,75.0,11,10,22,1200,1.2888343036174774,32.549882458522916
19,22,0,0,0,10.000000000000002,20,10.0,24.30597868386177,0,,25.14515205057238,5,40.0,35.98027159248944,0,,41.0,11,41.0,0,0.47900000000000004,25586,8,45,1.0,1173.7690407737796,False,0.13494143880954387,0,1.1630000000000003,20497,193,0,0.0,1930.0000000000005,False,-0.06933784311174711,0,0.2,35191,7,80,1.0,2181.754014832823,False,0.026855262995398442,0,0.8030000000000002,29352,122,0,0.0,2965.329399431136,False,-0.127312577485196,0,0.2,48749,0,5,0.0,179.90135796244718,False,0.013655812020946475,0,0.7040000000000002,47532,0,28,0.5,1007.4476045897043,False,-0.0030152175692731297,0,0.6860000000000002,57928,0,15,0.0,615.0,False,-0.008318575028948982,11,1.8400000000000003,52133,109,0,0.0,3921.8496035813487,False,-0.07884468357416606,0.3125,316968,0.0,0.0,9,0,0,12,5,5.0,19,31,21,200.0,69.0,14,8,21,400,1.1469182688742876,33.6968007273972
20,21,0,0,0,10.000000000000002,20,10.0,24.092678348537113,36,23.13888888888889,26.64559230730387,10,38.0,35.98027159248944,0,,40.99999999999999,12,41.0,0,0.4790000000000001,26269,13,19,1.0,587.7608886222051,False,0.15185293110927992,0,1.1630000000000003,20447,198,0,0.0,1980.0000000000005,False,-0.07042192446121157,0,0.2,35180,20,80,1.0,2613.5009515550514,False,0.03265362340524507,0,0.8030000000000002,28910,135,0,0.0,3252.5115770525103,False,-0.13575819238314737,0,0.2,48749,0,5,0.0,179.90135796244718,False,0.013655812020946475,0,0.7040000000000002,47152,0,38,1.0,1367.2503205145986,False,-0.007168278776752186,0,0.6860000000000002,57928,0,15,0.0,614.9999999999999,False,-0.008318575028948982,12,1.9490000000000007,51923,109,0,0.0,3921.8496035813487,False,-0.0824207342519128,0.375,316558,0.0,0.0,12,0,0,8,5,5.0,20,28,28,191.0,87.0,12,9,28,1413,1.1148087233304977,34.8116094507277
21,28,0,0,0,10.000000000000002,20,10.0,22.980251793538326,40,18.05,27.90761036768215,25,31.8,36.14614312926238,1,53.0,41.0,12,41.0,0,0.47900000000000004,26483,13,13,1.0,428.7432733159983,False,0.1576849068409001,24,1.4030000000000002,20251,208,0,0.0,2080.0000000000005,False,-0.07675295954208404,0,0.2,35218,50,70,1.0,3102.545315414667,False,0.040649609648411786,5,0.8530000000000002,28790,135,0,0.0,3102.333992127674,False,-0.1412796253908857,0,0.2,48749,0,5,0.0,180.7307156463119,False,0.013664418709100129,0,0.7040000000000002,46410,15,47,1.0,2117.482882590564,False,-0.014782975834970662,0,0.6860000000000002,57928,0,15,0.0,615.0,False,-0.008318575028948982,12,2.0570000000000004,51668,110,0,0.0,3976.0757442188615,False,-0.08630137810589485,0.375,315497,0.0,0.0,16,0,0,16,7,7.0,17,33,33,249.0,126.0,16,12,33,1327,1.3855770118534565,36.19718646258116
22,33,0,0,0,10.000000000000002,20,10.0,23.861619020948144,17,34.0,26.61665708135632,14,18.142857142857142,39.10797489558891,23,51.0,41.00000000000001,8,41.0,4,0.5190000000000001,26857,15,10,1.0,388.6161902094815,False,0.17303274338080488,0,1.3790000000000002,20171,216,0,0.0,2160.0000000000005,False,-0.07848748970122718,0,0.2,35408,40,75,1.0,2950.7140419396496,False,0.043878442842946334,9,0.9380000000000002,27972,152,0,0.0,3626.966091184118,False,-0.15700667801794185,0,0.2,48749,0,5,0.0,195.53987447794455,False,0.013818101268943544,0,0.7040000000000002,47329,19,34,1.0,1835.387630995793,False,0.0013634797014985113,0,0.6860000000000002,57928,0,15,0.0,615.0000000000001,False,-0.008318575028948982,8,2.1250000000000004,50391,133,0,0.0,5201.3606611133255,False,-0.09761459828082786,0.375,314805,0.0,0.0,9,0,0,15,6,5.235294117647059,18,33,28,250.0,135.0,18,15,28,1563,1.3242986872792244,37.52148514986038
23,28,0,0,0,10.000000000000002,20,10.0,23.861619020948144,0,,27.283781293810225,5,40.0,40.478927218306836,39,44.12820512820513,41.00000000000001,20,41.0,0,0.5150000000000001,26757,15,20,1.0,627.2323804189629,False,0.17387000521267432,0,1.3790000000000002,20071,226,0,0.0,2260.0000000000005,False,-0.08065565240015611,0,0.2,35608,30,80,1.0,2898.551074133263,False,0.04880071143312582,0,0.9290000000000003,27972,152,0,0.0,3626.966091184118,False,-0.15700667801794185,0,0.2,48749,0,5,0.0,202.39463609153418,False,0.013889236795536922,5,0.754,48640,14,10,1.0,786.7622102964115,False,0.017691229014512037,0,0.6860000000000002,57582,4,15,1.0,776.9157088732275,False,-0.012831928096917515,10,2.2170000000000005,49274,158,0,0.0,6395.67050049248,False,-0.10646694281305366,0.5,314653,0.0,0.0,14,0,0,16,5,4.454545454545455,13,29,28,185.0,120.0,13,15,28,2322,1.6741233561187983,39.19560850597918
24,28,0,0,0,10.000000000000002,20,10.0,24.11986100766593,5,34.0,25.925417797350427,5,1.4,40.76451141503821,3,53.0,41.0,20,41.0,0,0.5150000000000001,26827,15,25,1.0,752.9965251916482,False,0.17963220426676318,0,1.3790000000000002,19971,236,0,0.0,2360.0000000000005,False,-0.08282381509908504,0,0.2,35608,20,90,1.0,2815.684821914857,False,0.0476280647258208,5,0.9790000000000003,27646,157,0,0.0,3786.818178203551,False,-0.16397110097920423,0,0.2,48749,0,5,0.0,203.82255707519104,False,0.013904055095112146,0,0.7490000000000001,48792,9,17,1.0,926.3254542318034,False,0.022294321975797542,0,0.6860000000000002,57992,0,9,0.4,369.0,False,-0.009323274981268306,10,2.307000000000001,48965,161,0,0.0,6563.086337821152,False,-0.11030339948044113,0.425,314550,0.0,0.0,14,0,0,10,6,6.0,17,27,24,156.0,93.0,12,16,24,939,1.54319872520864,40.73880723118782
