index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,36,0,0,0,10.000000000000002,20,10.0,17.33557050681022,134,18.23134328358209,34.350866975259365,18,44.5,23.812069945982188,37,25.89189189189189,49.99999999999999,8,50.0,30,0.5,40165,15,10,1.0,323.3557050681022,False,0.05288838026511184,68,2.0230000000000006,30010,99,0,0.0,990.0000000000002,False,-0.20354559933161015,4,0.44700000000000006,52127,33,10,1.0,915.5824964773309,False,-0.011879826968099154,0,0.20900000000000002,51829,144,48,1.0,4145.163767793121,False,0.01286396985731184,34,1.1880000000000002,68536.0,29,0,0.0,996.1751422825216,False,-0.06685472328816888,0,0.254,72041,42,33,1.0,2228.5347211783055,False,-0.01114804865383689,0,0.2,90406,0,3,0.0,149.99999999999997,False,0.0007963808912829475,0,0.2,91415,29,26,1.0,1990.5500284334832,False,0.022135794160058567,0.625,496529,0.0,0.0,22,0,0,22,7,6.6125,22,44,37,223.0,78.0,20,16,37,2591,1.947469828010071,30.602445892058313
11,37,0,0,0,10.000000000000002,20,10.0,16.79523620529922,10,3.0,34.248904002757094,44,34.0,21.10392703082445,109,18.788990825688074,50.0,8,50.0,0,0.4700000000000001,40045,17,20,1.0,505.9047241059844,False,0.05213838704088652,10,2.0550000000000006,29655,107,0,0.0,1070.0000000000002,False,-0.21176992767812852,23,0.6730000000000002,52361,23,10,1.0,728.7794727494529,False,-0.009237842486898478,0,0.20900000000000002,52176,144,47,1.0,4028.2125016926707,False,0.01828562772885237,104,2.1940000000000004,57592.0,31,0,0.0,1061.7160240854698,False,-0.21434363325165268,0,0.254,70951,74,38,1.0,3336.368123375354,False,-0.018394376024767876,0,0.2,90406,0,3,0.0,150.0,False,0.0007963808912829475,0,0.2,89767,128,28,1.0,4101.30265994553,False,0.015580875023203074,0.625,482953,0.0,0.0,22,0,0,19,10,9.814814814814815,22,41,38,267.0,66.0,20,17,38,1504,2.1044135370175354,32.70685942907585
12,38,0,0,0,10.000000000000002,20,10.0,17.80349775200121,14,35.0,35.62560812663436,39,40.43589743589744,20.724145791507944,25,17.96,49.99999999999999,8,50.0,0,0.4700000000000001,40395,21,16,1.0,494.8559640320194,False,0.06113229372643033,0,2.0450000000000004,29595,113,0,0.0,1130.0000000000002,False,-0.2125531970444636,0,0.65,52608,20,12,1.0,783.5772525596365,False,-0.004081616282770165,0,0.20900000000000002,53016,141,26,1.0,3436.5589943246637,False,0.0285111805844435,23,2.3200000000000007,55877.0,43,0,0.0,1531.9011494452775,False,-0.23434778893318955,0,0.254,70232,91,46,1.0,4195.241045933092,False,-0.02230845467739186,0,0.2,90406,0,3,0.0,149.99999999999997,False,0.0007963808912829475,0,0.2,89718,143,30,1.0,4463.552848185635,False,0.01704229030398326,0.625,481847,0.0,0.0,21,0,0,21,2,2.0,20,41,29,235.0,93.0,17,21,29,2785,1.952417795022484,34.65927722409833
13,29,0,0,0,10.000000000000002,20,10.0,17.12638184623253,32,12.3125,35.150752236919935,6,22.666666666666668,19.602727034570417,28,12.142857142857142,49.99999999999999,7,50.0,0,0.4700000000000001,40627,24,10,1.0,411.2638184623254,False,0.06609832404457222,16,2.205000000000001,29006,120,0,0.0,1200.0000000000002,False,-0.22701757134278477,0,0.6500000000000001,52298,33,17,1.0,1162.7333889533124,False,-0.006344463339221317,0,0.20900000000000002,53068,140,35,1.0,3627.969786764752,False,0.03128671088904625,26,2.5570000000000004,54418.0,44,0,0.0,1546.633098424477,False,-0.2539697681912377,0,0.254,70275,86,54,1.0,4081.511952241917,False,-0.02249586406973566,0,0.2,90347,0,4,0.1,199.99999999999997,False,0.00042031213706600004,0,0.2,89787,160,33,1.0,4786.436325531266,False,0.01959117082110895,0.6375,479826,0.0,0.0,20,0,0,19,7,7.0,16,35,29,153.0,75.0,14,15,29,1166,1.906064288050402,36.565341512148734
14,29,0,0,0,10.000000000000002,20,10.0,17.60155404871029,15,25.0,35.30475672714874,1,58.0,20.50745603663769,72,22.930555555555557,49.999999999999986,12,50.0,0,0.4700000000000001,40894,22,10,1.0,396.01554048710295,False,0.07287036292116529,5,2.2390000000000008,28770,132,0,0.0,1320.0000000000002,False,-0.23161275162528394,0,0.65,52111,30,26,1.0,1445.9702963671762,False,-0.007197227423876079,0,0.20900000000000002,52938,138,45,1.0,4017.7285114437136,False,0.03250585819797913,57,3.101000000000001,50571.0,45,0,0.0,1588.7140527216934,False,-0.3056859012387017,0,0.254,71171,76,49,1.0,3688.0268570585513,False,-0.013043884448103902,0,0.2,90347,0,4,0.0,199.99999999999994,False,0.00042031213706600004,0,0.2,88736,222,31,1.0,6102.655240133567,False,0.015245469146509635,0.625,475538,0.0,0.0,21,0,0,18,6,6.0,14,32,35,148.0,78.0,13,16,35,2101,1.874192032031715,38.43953354418045
15,35,0,0,0,10.000000000000002,20,10.0,18.65753927267491,24,28.5,35.9833677952376,37,38.432432432432435,20.54388709077566,30,20.833333333333332,49.99999999999998,6,50.0,10,0.5700000000000001,41174,22,10,1.0,406.5753927267491,False,0.0803187304864984,4,2.2740000000000005,28582,142,0,0.0,1420.0000000000002,False,-0.2352157907104253,0,0.6500000000000001,53086,20,15,1.0,912.9013023820621,False,0.006115539229776753,0,0.20900000000000002,52701,152,39,1.0,4239.297313460853,False,0.030134142411831252,27,3.314000000000001,48599.0,57,0,0.0,2051.051964328543,False,-0.3292170048369253,0,0.254,70646,91,56,1.0,4424.944146450058,False,-0.015159880059137227,0,0.2,90288,0,5,0.1,249.9999999999999,False,4.424338284905264e-05,0,0.2,88470,241,35,1.0,6701.076788876933,False,0.015612808397819538,0.6375,473546,0.0,0.0,25,0,0,22,5,4.5,15,37,34,164.0,105.0,15,20,34,2097,1.922676987014711,40.36221053119516
16,34,0,0,0,10.000000000000002,20,10.0,19.378994589607135,11,34.0,35.460263797621074,18,31.0,21.16327279355948,27,26.703703703703702,49.99999999999998,11,50.0,1,0.5700000000000001,41440,20,10,1.0,393.78994589607134,False,0.08709681138737989,0,2.2700000000000005,28462,154,0,0.0,1540.0000000000002,False,-0.2367823294430955,3,0.6800000000000002,53159,21,10,1.0,761.5615243579606,False,0.00606536937781129,0,0.20900000000000002,52701,142,49,1.0,4489.370157807646,False,0.03248370030072762,27,3.5570000000000013,47770.0,57,0,0.0,2021.2350364644012,False,-0.34062425630937815,0,0.254,70088,99,66,1.0,4907.342120339412,False,-0.019442132195597293,0,0.2,90288,0,5,0.0,249.9999999999999,False,4.424338284905264e-05,0,0.2,88299,258,34,1.0,7160.124380738344,False,0.01626013107510512,0.625,472207,0.0,0.0,13,0,0,17,5,3.257575757575758,19,36,36,166.0,120.0,14,20,36,750,2.047128951002378,42.40933948219754
17,36,0,0,0,10.000000000000002,20,10.0,18.883578999159052,6,1.5,35.460263797621074,0,,21.16327279355948,0,,49.99999999999998,10,50.0,0,0.5690000000000001,41360,18,20,1.0,557.6715799831811,False,0.08714748413857586,6,2.3300000000000005,28174,166,0,0.0,1660.0000000000002,False,-0.24273517662724212,0,0.6770000000000002,53153,14,20,1.0,973.5753819406482,False,0.007944598360868263,0,0.20900000000000002,52698,135,59,1.0,4641.438728946116,False,0.033856086672925154,0,3.5300000000000007,47770.0,57,0,0.0,2021.2350364644012,False,-0.34062425630937815,0,0.254,70088,89,76,1.0,4764.372210298796,False,-0.020408406256428892,0,0.2,90288,0,5,0.0,249.9999999999999,False,4.424338284905264e-05,0,0.2,88799,248,34,1.0,6948.49165280275,False,0.020620135455556077,0.625,472330,0.0,0.0,16,0,0,13,2,2.0,23,36,38,160.0,90.0,16,20,38,700,2.389666776987724,44.79900625918526
18,38,0,0,0,10.000000000000002,20,10.0,20.160237926106785,20,32.6,35.48388241948389,9,35.888888888888886,21.589696664251782,5,42.2,49.99999999999998,10,50.0,0,0.5690000000000001,41920,15,12,1.0,391.92285511328146,False,0.09960474733183577,2,2.3440000000000007,28010,179,0,0.0,1790.0000000000002,False,-0.24531996553614788,0,0.677,52913,13,25,1.0,1149.1801535264854,False,0.00508465484268638,0,0.20900000000000002,52609,136,65,1.0,5048.244715216975,False,0.03600583192604785,2,3.5500000000000007,47464.0,61,0,0.0,2164.516827588517,False,-0.3437921274155953,0,0.254,70188,84,83,1.0,4772.590946369544,False,-0.019001142563060677,0,0.2,90288,0,5,0.0,249.9999999999999,False,4.424338284905264e-05,0,0.2,89088,243,34,1.0,6946.296289413182,False,0.02380457857853299,0.625,472480,0.0,0.0,21,0,0,18,2,2.0,20,38,38,201.0,79.0,18,20,38,1828,2.2639043960371055,47.06291065522237
19,38,0,0,0,10.000000000000002,20,10.0,21.16199645338855,14,35.0,37.4068894235798,18,53.111111111111114,24.205313432748426,26,46.53846153846154,49.999999999999986,6,50.0,2,0.5890000000000001,42234,17,10,1.0,381.61996453388554,False,0.10766846772321713,0,2.342000000000001,27930,187,0,0.0,1870.0000000000002,False,-0.24636432469126132,0,0.677,52997,10,28,1.0,1259.0128683941198,False,0.007695030426312219,0,0.20900000000000002,52991,133,64,1.0,5208.586451409785,False,0.044690479089480734,11,3.6580000000000004,46603.0,72,0,0.0,2693.2960384977455,False,-0.35185660963437587,0,0.254,70759,81,78,1.0,4917.972491064341,False,-0.010300267024436727,0,0.2,90288,0,5,0.0,249.99999999999994,False,4.424338284905264e-05,0,0.2,88178,259,38,1.0,8169.176179081842,False,0.020502251872500758,0.625,471980,0.0,0.0,19,0,0,13,3,2.2857142857142856,26,39,39,202.0,93.0,17,21,39,2601,2.0060369729762897,49.06894762819866
20,39,0,0,0,10.000000000000002,20,10.0,21.16199645338855,0,,37.62342502346854,19,39.31578947368421,25.28804179333025,22,36.27272727272727,49.99999999999998,7,50.0,0,0.5870000000000002,42154,15,20,1.0,573.2399290677711,False,0.1080812502162838,0,2.342000000000001,27810,199,0,0.0,1990.0000000000005,False,-0.2479308634239315,0,0.677,53072,0,33,1.0,1241.573025774462,False,0.00894049857916134,0,0.20900000000000002,53663,123,60,1.0,4860.331065174903,False,0.054045991555094285,10,3.747000000000001,46168.0,72,0,0.0,2708.886601689735,False,-0.3576312070715752,0,0.254,70730,90,76,1.0,5307.999428405268,False,-0.008056235277066228,0,0.2,90288,0,5,0.0,249.9999999999999,False,4.424338284905264e-05,0,0.2,87730,271,41,1.0,8903.059325992497,False,0.01960567712281138,0.625,471615,0.0,0.0,18,0,0,16,2,2.0,26,42,42,310.0,125.0,22,17,42,2015,2.187010684981942,51.2559583131806
21,42,0,0,0,10.000000000000002,20,10.0,22.7391972697182,36,30.916666666666668,37.200159396988454,39,35.56410256410256,27.910776534773746,76,35.526315789473685,49.99999999999998,15,50.0,8,0.667,42807,17,10,1.0,397.39197269718204,False,0.12283480813421556,8,2.422000000000001,27606,207,0,0.0,2070.0000000000005,False,-0.25221273595989663,0,0.677,52695,7,28,1.0,1200.778844003704,False,0.0014730146757963728,0,0.20900000000000002,54314,132,46,1.0,4712.781371864271,False,0.06489262239382408,57,4.307000000000001,43227.0,72,0,0.0,2678.4114765831687,False,-0.39759116331046795,0,0.254,70426,119,67,1.0,6296.840996071467,False,-0.005482285779457533,0,0.2,90288,0,5,0.0,249.9999999999999,False,4.424338284905264e-05,0,0.2,85780,337,36,1.0,11205.931692218752,False,0.010772885952829681,0.625,467143,0.0,0.0,24,0,0,22,6,5.470588235294118,22,44,35,269.0,135.0,22,20,35,3805,2.093869112955872,53.34982742613647
22,35,0,0,0,10.000000000000002,20,10.0,23.851855947051423,20,35.0,35.86221514447348,11,15.090909090909092,28.046785131816815,36,29.055555555555557,49.999999999999986,9,50.0,10,0.7590000000000001,43117,18,10,1.0,418.5185594705142,False,0.13120438839025758,0,2.414000000000001,27516,216,0,0.0,2160.0000000000005,False,-0.25338764000939923,0,0.677,52511,7,27,1.0,1135.242800530144,False,-0.002600270585243925,0,0.20900000000000002,53964,132,56,1.0,5156.729033101303,False,0.06248688420148925,34,4.590000000000002,41781.0,72,0,0.0,2582.0794904020904,False,-0.4177880542687072,0,0.254,70378,120,75,1.0,6406.974702223079,False,-0.005386761947667696,0,0.2,90288,0,5,0.0,249.99999999999994,False,4.424338284905264e-05,0,0.2,85184,363,37,1.0,12030.983002849503,False,0.008743504534114443,0.625,464739,0.0,0.0,20,0,0,14,5,5.0,27,41,36,175.0,72.0,16,19,36,1284,1.880250557034742,55.23007798317121
23,36,0,0,0,10.000000000000002,20,10.0,23.409766438566265,9,13.666666666666666,36.92997477155047,24,44.208333333333336,28.272137453001868,2,59.0,49.99999999999997,11,50.0,0,0.7490000000000001,42997,20,20,1.0,668.1953287713253,False,0.13133071367289792,9,2.5040000000000004,27286,224,0,0.0,2240.0000000000005,False,-0.2583483459961881,0,0.6770000000000002,53512,0,11,0.7,406.22972248705514,False,0.009360070301661652,0,0.20900000000000002,53901,131,65,1.0,5467.127763602961,False,0.06421940135297889,0,4.556000000000001,40979.0,87,0,0.0,3212.9078051248907,False,-0.42436531626706614,0,0.254,70237,119,83,1.0,6741.25440641366,False,-0.005033425206720428,0,0.2,90288,0,5,0.0,249.99999999999986,False,4.424338284905264e-05,0,0.2,85616,355,36,1.0,11836.60879581566,False,0.012446818324589761,0.5875,464816,0.0,0.0,23,0,0,20,2,2.0,18,38,41,230.0,69.0,18,18,41,1929,2.009730557037983,57.2398085402092
24,41,0,0,0,10.000000000000002,20,10.0,24.831890896906014,38,31.81578947368421,36.92997477155047,0,,29.484578381806436,17,47.11764705882353,49.99999999999998,9,50.0,16,0.909,43609,20,10,1.0,448.3189089690602,False,0.14443903434595776,2,2.5150000000000006,27146,234,0,0.0,2340.0000000000005,False,-0.2606981540951933,0,0.6770000000000002,52866,10,21,1.0,1023.8483791716201,False,0.0030239244900277496,0,0.20900000000000002,53338,139,75,1.0,6221.3809425362215,False,0.060726656355452456,8,4.636000000000001,40857.0,87,0,0.0,3212.9078051248907,False,-0.42601441061689044,0,0.254,70777,109,84,1.0,6502.071834170742,False,0.0006493095037223189,0,0.2,90288,0,5,0.0,249.9999999999999,False,4.424338284905264e-05,0,0.2,85265,362,37,1.0,12523.41737421393,False,0.01236280333934633,0.625,464146,0.0,0.0,19,0,0,11,6,5.823529411764706,27,38,46,260.0,96.0,17,24,46,1751,2.020570349995978,59.260378890205175
