index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,16,0,0,0,10.000000000000002,20,10.0,24.589802403634653,72,23.48611111111111,30.264640453701123,0,,18.86425961839415,25,14.04,52.99999999999999,8,53.0,36,0.8300000000000001,21038,103,0,0.0,1030.0000000000002,False,-0.07027003709774825,26,0.7390000000000001,25056,7,10,1.0,315.89802403634656,False,0.08765201501243088,0,0.2,33026,61,23,1.0,2196.0646770568396,False,0.0049781280673956985,0,0.6680000000000001,30644,77,0,0.0,1893.4147850798684,False,-0.06963017545162908,0,0.38900000000000007,44382,3,12,1.0,317.1650367818332,False,-0.005701792160217023,9,1.4780000000000002,36329,52,0,0.0,1573.7613035924585,False,-0.1714465431780465,0,0.2,63749,0,1,0.0,52.99999999999999,False,0.0004,8,0.748,59496,208,0,0.0,3923.7660006259835,False,-0.035954776465678566,0.375,313720,0.0,0.0,9,0,0,8,10,9.444444444444445,21,29,18,188.0,39.0,12,4,18,488,1.8772736676037312,21.81160046905279
11,18,0,0,0,10.000000000000002,20,10.0,23.096251609862307,22,11.363636363636363,29.67436802239693,4,15.0,17.212623705791582,16,2.3125,52.99999999999999,6,53.0,22,1.0140000000000002,20460,114,0,0.0,1140.0000000000002,False,-0.0928306444655336,0,0.7130000000000003,24966,6,20,1.0,521.9250321972462,False,0.08821337745227424,0,0.2,32776,73,33,1.0,2665.280512259047,False,0.004524819794714339,4,0.7080000000000002,30568,77,0,0.0,1778.4113739593977,False,-0.07356189995642179,0,0.38900000000000007,44322,0,19,0.7,327.03985041004006,False,-0.006930977649678042,16,1.6290000000000002,35500,52,0,0.0,1543.0671371646404,False,-0.19029525920657372,0,0.2,63749,0,1,0.0,52.99999999999999,False,0.0004,6,0.8,59370,224,0,0.0,3855.6277100973143,False,-0.03846566501884463,0.3375,311711,0.0,0.0,9,0,0,8,12,12.0,23,31,22,173.0,60.0,12,6,22,200,1.4406804144382477,23.25228088349104
12,22,0,0,0,10.000000000000002,20,10.0,22.13178656527165,16,11.5625,33.89918628651823,23,51.0,15.655546174685956,27,7.333333333333333,52.99999999999999,13,53.0,15,1.1420000000000001,20110,121,0,0.0,1210.0000000000002,False,-0.10641877318609266,0,0.7130000000000001,24866,9,29,1.0,731.8218103928779,False,0.08842683569995861,0,0.2,33794,78,20,1.0,2404.2630778215535,False,0.030662098038897856,0,0.7040000000000002,30538,78,0,0.0,1726.2793520911887,False,-0.07521308567087046,0,0.38900000000000007,44448,0,12,0.0,187.86655409623148,False,-0.005671638605051515,20,1.8130000000000006,33251,75,0,0.0,2542.438971488867,False,-0.22934593522313523,0,0.2,63749,0,1,0.0,52.99999999999999,False,0.0004,13,0.9240000000000002,58880,251,0,0.0,3929.542089846175,False,-0.04557221890316726,0.25,309636,0.0,0.0,12,0,0,17,11,11.0,19,36,15,284.0,12.0,18,4,15,1529,1.3582540191709995,24.61053490266204
13,15,0,0,0,10.000000000000002,20,10.0,21.210081102107072,32,16.25,36.344917114849125,39,42.8974358974359,13.787948600101037,38,6.2105263157894735,52.99999999999999,6,53.0,25,1.3770000000000002,19675,128,0,0.0,1280.0000000000002,False,-0.123673539815374,0,0.7130000000000003,24846,12,32,1.0,798.7225952674263,False,0.08900704415640211,15,0.35000000000000003,34407,99,10,1.0,2463.247200257091,False,0.04958396701895283,4,0.7440000000000002,30432,79,0,0.0,1675.5964070664586,False,-0.07908118970598652,0,0.38900000000000007,43737,11,18,1.0,647.9771630651591,False,-0.01640796987381516,34,2.133000000000001,30069,93,0,0.0,3380.0772916809688,False,-0.29102958643984994,0,0.2,63749,0,1,0.0,52.99999999999999,False,0.0004,6,0.9710000000000003,58564,289,0,0.0,3984.7171454291997,False,-0.05009633611428081,0.375,305479,0.0,0.0,13,0,0,14,16,15.833333333333334,13,27,13,150.0,45.0,10,5,13,1121,0.9913713317364454,25.601906234398484
14,13,0,0,0,10.000000000000002,20,10.0,21.724698828180063,13,29.0,35.70363360898932,4,15.0,17.95540209418966,18,58.0,53.0,11,53.0,0,1.352,19565,139,0,0.0,1390.0000000000002,False,-0.12604607022690018,0,0.7130000000000001,25133,11,29,1.0,740.0162660172218,False,0.10012113419931888,0,0.3350000000000001,34407,89,20,1.0,2647.570867887812,False,0.05229820155923744,4,0.78,29979,92,0,0.0,1998.672292192566,False,-0.08766496403780638,0,0.38900000000000007,44721,5,10,1.0,358.07218898684323,False,0.0023224416129436075,0,2.0990000000000006,30069,93,0,0.0,3320.437925636007,False,-0.29169526379993743,0,0.2,63749,0,1,0.0,53.0,False,0.0004,11,1.0750000000000002,57295,307,0,0.0,5512.308442916226,False,-0.05802111025163744,0.375,304918,0.0,0.0,11,0,0,12,6,6.0,16,28,15,127.0,24.0,10,3,15,1621,1.056450977921486,26.65835721231997
15,15,0,0,0,10.000000000000002,20,10.0,22.09280988727102,41,23.682926829268293,35.70363360898932,0,,17.365483326132363,12,8.916666666666666,52.99999999999999,11,53.0,15,1.502,19185,150,0,0.0,1500.0000000000002,False,-0.14006556811319126,0,0.7130000000000003,25849,10,13,1.0,387.2065285345233,False,0.12339760435973003,0,0.3350000000000001,33839,107,30,1.0,3435.0396662076787,False,0.04716595002514625,0,0.7760000000000002,29576,105,0,0.0,2319.745038163457,False,-0.09480569815692158,0,0.38900000000000007,44821,0,10,0.5,173.65483326132363,False,0.002496370582879236,7,2.1690000000000005,29761,93,0,0.0,3320.437925636007,False,-0.2985708776940351,0,0.2,63749,0,1,0.0,52.99999999999999,False,0.0004,11,1.1740000000000002,56956,319,0,0.0,5539.589181036224,False,-0.0631247907369708,0.3125,303736,0.0,0.0,14,0,0,12,9,9.0,19,31,19,191.0,36.0,13,2,19,1106,1.47841870598495,28.13677591830492
16,19,0,0,0,10.000000000000002,20,10.0,22.870669728560937,44,26.34090909090909,35.70363360898932,0,,18.582217544151348,8,43.75,53.0,9,53.0,10,1.5870000000000002,18905,162,0,0.0,1620.0000000000002,False,-0.149555689759296,21,0.9230000000000003,26251,8,10,1.0,308.7066972856094,False,0.13904552448636037,0,0.3350000000000001,33207,124,40,1.0,4264.108390701129,False,0.0407614252790625,0,0.7760000000000002,29049,122,0,0.0,2790.2217068844343,False,-0.1033982961731051,0,0.38900000000000007,45171,0,2,0.0,37.164435088302696,False,0.008786101829273817,0,2.1620000000000004,29761,93,0,0.0,3320.437925636007,False,-0.2985708776940351,0,0.2,63749,0,1,0.0,53.0,False,0.0004,9,1.2530000000000003,56435,327,0,0.0,6076.385136937491,False,-0.06708717539656871,0.25,302528,0.0,0.0,12,0,0,10,8,7.235294117647059,22,32,18,213.0,67.0,14,5,18,550,1.59459606744349,29.73137198574841
17,18,0,0,0,10.000000000000002,20,10.0,23.147641156966454,21,26.0,35.70363360898932,0,,19.51690360171424,4,56.0,53.0,11,53.0,5,1.6270000000000002,18745,171,0,0.0,1710.0000000000002,False,-0.15451643516521438,6,0.9620000000000002,26493,9,10,1.0,321.47641156966455,False,0.14976008134694305,0,0.3350000000000001,33157,119,50,1.0,4539.750978128473,False,0.04334782768559086,0,0.7760000000000002,28553,138,0,0.0,3194.3744796613705,False,-0.11205456516475676,2,0.4090000000000001,45305,0,0,0.0,0.0,False,0.011362621662648452,0,2.1620000000000004,29761,93,0,0.0,3320.437925636007,False,-0.2985708776940351,0,0.2,63749,0,1,0.0,53.0,False,0.0004,11,1.3540000000000003,55977,331,0,0.0,6460.095092167414,False,-0.07126199927711836,0.25,301740,0.0,0.0,10,0,0,17,8,6.875,16,33,21,188.0,54.0,15,3,21,200,1.169033134356141,30.90040512010455
18,21,0,0,0,10.000000000000002,20,10.0,22.846834191469465,5,10.0,35.107756893735676,13,29.615384615384617,19.679842266665524,14,21.357142857142858,53.0,8,53.0,0,1.622,18675,178,0,0.0,1780.0000000000002,False,-0.1560262272452765,0,0.9560000000000002,26413,12,15,1.0,462.702512872042,False,0.14935515729600643,0,0.3350000000000001,33432,114,51,1.0,4395.034699408038,False,0.04931578117225787,4,0.8160000000000001,28477,138,0,0.0,3152.863118422786,False,-0.1149040919095452,5,0.4570000000000001,45250,0,8,0.8,157.4387381333242,False,0.011892119141589894,9,2.2520000000000007,29100,98,0,0.0,3440.560175586096,False,-0.3119858896376228,0,0.2,63749,0,1,0.0,53.0,False,0.0004,8,1.4230000000000003,55546,345,0,0.0,6789.545581999606,False,-0.0754388581803952,0.35,300642,0.0,0.0,13,0,0,13,6,6.0,23,36,19,225.0,60.0,16,5,19,575,1.4053703024983406,32.30577542260289
19,19,0,0,0,10.000000000000002,20,10.0,23.22247478961609,23,26.434782608695652,36.306192043883634,22,42.81818181818182,19.679842266665524,0,,53.0,6,53.0,5,1.6720000000000002,18535,185,0,0.0,1850.0000000000002,False,-0.16055560348546286,3,0.9860000000000002,26769,15,10,1.0,382.2247478961609,False,0.16297611827918554,0,0.3350000000000001,33766,127,39,1.0,4365.195787992705,False,0.058712940479939725,0,0.812,28477,138,0,0.0,3204.7015209670203,False,-0.1141407521577526,0,0.45200000000000007,45190,0,12,0.4,236.1581071999863,False,0.011431356674702905,0,2.2430000000000008,28218,116,0,0.0,4211.518277090501,False,-0.3230699361874888,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,5,1.4650000000000003,55481,345,0,0.0,6789.545581999606,False,-0.07645846602353244,0.3,300238,0.0,0.0,13,0,0,9,4,3.166666666666667,24,33,19,195.0,31.0,13,6,19,1195,1.1460536029189825,33.451829025521874
20,19,0,0,0,10.000000000000002,20,10.0,22.896343415002768,5,10.0,35.84656912387269,29,33.827586206896555,19.507317124690974,7,16.0,53.0,12,53.0,5,1.717,18385,193,0,0.0,1930.0000000000005,False,-0.16530066430851523,0,0.9830000000000003,26649,17,20,1.0,627.9268683000554,False,0.16309910422526216,0,0.3350000000000001,34637,122,24,1.0,3653.6715556032823,False,0.07388707930501084,4,0.8520000000000001,28401,138,0,0.0,3159.695391270382,False,-0.11704174066749547,0,0.45200000000000007,44414,14,22,1.0,931.0129444774191,False,0.0018641501973102634,7,2.313000000000001,27810,121,0,0.0,4337.434863988596,False,-0.3307724477186736,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,12,1.5800000000000003,55092,352,0,0.0,6866.575627891223,False,-0.08195626958516682,0.375,299190,0.0,0.0,13,0,0,11,9,9.0,21,32,17,172.0,45.0,14,5,17,1121,1.2121111042797565,34.66394012980163
21,17,0,0,0,10.000000000000002,20,10.0,23.85512756821224,34,29.0,35.27049541328506,4,15.0,18.759006089440575,6,2.0,53.00000000000001,11,53.0,0,1.7120000000000002,18295,202,0,0.0,2020.0000000000005,False,-0.1672418255543094,14,1.1230000000000002,27189,18,10,1.0,418.5512756821224,False,0.18187713043917952,0,0.3350000000000001,34144,129,34,1.0,4276.508300351071,False,0.06853936534164433,4,0.8880000000000003,27832,155,0,0.0,3697.544773072897,False,-0.1258791816658386,0,0.45200000000000007,44354,8,32,1.0,882.4521581683789,False,-1.7276562992451726e-05,6,2.366000000000001,27552,121,0,0.0,4267.7299450074925,False,-0.33730991667774474,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,11,1.6779999999999997,54855,358,0,0.0,6715.724180019726,False,-0.08685706525474728,0.375,298023,0.0,0.0,10,0,0,11,7,6.823529411764706,22,33,22,201.0,24.0,14,3,22,693,1.1249503586441278,35.78889048844576
22,22,0,0,0,10.000000000000002,20,10.0,23.768020459137922,26,23.115384615384617,34.66664248075956,4,15.0,19.472808484513617,25,23.08,53.00000000000001,9,53.0,10,1.812,18005,215,0,0.0,2150.0000000000005,False,-0.17694763178328013,6,1.169,27471,15,10,1.0,387.68020459137927,False,0.1933758995037395,0,0.3350000000000001,33543,145,44,1.0,4971.695235728419,False,0.061076354524052676,4,0.9240000000000002,27756,155,0,0.0,3684.0431711663778,False,-0.12831625428999593,0,0.45200000000000007,44857,2,24,1.0,536.6806885898459,False,0.007352003399743732,7,2.430000000000001,27251,121,0,0.0,4194.663740171907,False,-0.3448448104722307,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,9,1.757,54118,383,0,0.0,7458.085649568716,False,-0.09259540667004927,0.375,296803,0.0,0.0,12,0,0,15,8,7.375,22,37,26,236.0,57.0,18,4,26,763,1.3785298485308886,37.16742033697665
23,26,0,0,0,10.000000000000002,20,10.0,23.108381960943838,10,10.0,35.23873157877942,12,41.0,18.960606841402626,6,7.333333333333333,53.00000000000001,9,53.0,10,1.9020000000000001,17770,222,0,0.0,2220.0000000000005,False,-0.1855750150979208,0,1.1630000000000003,27341,18,20,1.0,642.1676392188767,False,0.1932570019674505,0,0.3350000000000001,33935,145,42,1.0,4830.742110645592,False,0.07054545885209229,0,0.9200000000000002,27756,155,0,0.0,3581.7992039462947,False,-0.12982183472321762,0,0.45200000000000007,44837,0,28,0.6,530.8969915592735,False,0.006840979011064327,4,2.4630000000000005,26643,129,0,0.0,4545.796373662545,False,-0.354498209955548,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,9,1.8380000000000003,53911,389,0,0.0,7375.676061305621,False,-0.09648881520544608,0.325,295995,0.0,0.0,14,0,0,13,7,7.0,22,35,24,232.0,115.0,16,10,24,732,1.2736545819789171,38.441074918955564
24,24,0,0,0,10.000000000000002,20,10.0,21.987357974551685,33,15.606060606060606,36.901984707197634,19,47.36842105263158,18.64085709340767,3,5.0,53.00000000000001,10,53.0,28,2.172,17268,231,0,0.0,2310.0000000000005,False,-0.20528858597187474,0,1.1630000000000003,27281,19,25,1.0,739.6839493637922,False,0.19277206344068218,0,0.3350000000000001,34260,168,37,1.0,5059.249573890996,False,0.08348180789119412,4,0.9600000000000002,27680,155,0,0.0,3408.0404860555113,False,-0.13461875296634496,0,0.45200000000000007,44777,0,32,0.4,596.5074269890455,False,0.00623389841714714,3,2.4890000000000003,25683,144,0,0.0,5313.8857978364595,False,-0.36735550274760626,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,10,1.9290000000000003,53699,392,0,0.0,7307.215980615807,False,-0.10035124721085646,0.3,294450,0.0,0.0,13,0,0,17,10,10.0,21,38,16,247.0,45.0,17,7,16,1090,1.4722282011061907,39.913303120061755
