index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,28,0,0,0,10.000000000000002,20,10.0,10.70861103462057,11,6.7272727272727275,22.349784942165172,16,14.0,34.2470360917122,24,27.416666666666668,46.0,20,46.0,7,0.44100000000000006,20226,109,0,0.0,1090.0000000000002,False,-0.04002403290659518,4,0.43800000000000006,19988,111,0,0.0,1110.0000000000002,False,-0.05056153810602209,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,16,0.8550000000000002,30860,35,0,0.0,374.80138621172,False,-0.05711246680315048,2,0.31900000000000006,45093,1,10,1.0,364.82014585928715,False,-0.002062860699384148,8,0.35200000000000004,46022,0,5,0.5,171.235180458561,False,0.01628022637107456,6,0.7730000000000001,53118,38,0,0.0,1301.3873714850636,False,-0.03607512081636163,4,0.5730000000000001,54907,17,10,1.0,1042.1996135591073,False,-0.006326530417533717,0.3125,303764,0.0,0.0,15,0,0,14,10,8.515151515151516,22,36,30,252.0,54.0,15,13,30,846,1.6258310590055771,28.861666791024618
11,30,0,0,0,10.000000000000002,20,10.0,10.283290416296945,4,4.0,21.389581101548494,13,15.23076923076923,35.94096606012952,8,55.375,46.0,20,46.0,0,0.43400000000000005,20136,118,0,0.0,1180.0000000000002,False,-0.04210380366963997,4,0.47400000000000003,19806,122,0,0.0,1220.0000000000002,False,-0.05643111337061515,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,13,0.9690000000000003,30531,39,0,0.0,401.0483262355808,False,-0.06670541292766677,0,0.31700000000000006,45060,4,17,1.0,696.5547474283958,False,0.0008657315284488945,0,0.3440000000000001,46300,0,0,0.0,0.0,False,0.020520619806475786,10,0.867,52888,39,0,0.0,1401.6976763450511,False,-0.03929924457839541,0,0.5690000000000001,54979,14,10,1.0,963.1735248418133,False,-0.005744128602554528,0.25,303250,0.0,0.0,21,0,0,16,8,8.0,21,37,31,312.0,93.0,19,11,31,1103,1.8164622579934075,30.678129049018025
12,31,0,0,0,10.000000000000002,20,10.0,10.264647690041354,4,10.0,21.803412431604034,30,23.0,37.37079881769118,7,55.714285714285715,45.99999999999999,20,46.0,4,0.47400000000000003,19968,130,0,0.0,1300.0000000000002,False,-0.047095253500947454,0,0.4700000000000001,19726,130,0,0.0,1300.0000000000002,False,-0.05827979849332163,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,30,1.2560000000000002,29819,43,0,0.0,441.37985067177823,False,-0.08771592792347274,0,0.31700000000000006,45060,6,24,1.0,1027.7196462142126,False,0.0045154141177259416,4,0.384,45814,8,10,1.0,548.1352876297441,False,0.015849316577726487,8,0.9370000000000003,52438,45,0,0.0,1681.685946796103,False,-0.04485679759419781,2,0.5890000000000001,55363,5,10,1.0,646.8539940884559,False,-0.0016954339821045594,0.375,301738,0.0,0.0,15,0,0,17,11,11.0,20,37,32,327.0,52.0,19,12,32,828,1.9961324739851989,32.674261523003224
13,32,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,21.003541859463947,12,14.0,38.18855574765359,4,56.0,46.0,20,46.0,0,0.4700000000000001,19898,137,0,0.0,1370.0000000000002,False,-0.04871285298331562,0,0.4700000000000001,19596,143,0,0.0,1430.0000000000002,False,-0.061283911817719645,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,12,1.346,29502,43,0,0.0,441.37985067177823,False,-0.09734299303523172,0,0.31700000000000006,45130,3,31,1.0,1246.8558537556532,False,0.008473361257198228,0,0.3800000000000001,45800,3,19,1.0,788.59318478381,False,0.01819076004302285,10,1.0290000000000001,52036,49,0,0.0,1871.2392316350258,False,-0.05036446790452815,0,0.5870000000000002,55823,0,5,0.5,230.0,False,0.0028145784406876893,0.3125,301335,0.0,0.0,17,0,0,20,8,8.0,14,34,25,264.0,161.0,18,14,25,884,2.1285392720019445,34.80280079500517
14,25,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,20.68624645129168,5,14.0,39.70494198390328,8,55.25,46.0,20,46.0,0,0.4700000000000001,19858,141,0,0.0,1410.0000000000002,False,-0.049637195544668854,0,0.4700000000000001,19436,159,0,0.0,1590.0000000000002,False,-0.0649812820631326,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,1.3840000000000003,29397,43,0,0.0,441.37985067177823,False,-0.1005317685454358,0,0.31700000000000006,45186,0,33,0.3,1310.2630854688084,False,0.0104064789335097,0,0.3800000000000001,46116,0,20,0.8,794.0988396780656,False,0.0252165447737228,6,1.0790000000000002,51686,54,0,0.0,2144.066867130777,False,-0.054193481049723206,9,0.6770000000000002,55739,0,3,0.3,138.0,False,0.0004840357827934243,0.17500000000000002,300968,0.0,0.0,18,0,0,18,8,8.0,17,35,18,288.0,56.0,16,9,18,872,1.5303388640168123,36.33313965902198
15,18,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,20.1878623540887,8,14.0,37.92905155254434,16,28.9375,45.99999999999999,20,46.0,0,0.4700000000000001,19798,147,0,0.0,1470.0000000000002,False,-0.05102370938669871,0,0.4700000000000001,19296,173,0,0.0,1730.0000000000002,False,-0.06821648102786892,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,8,1.4590000000000003,29229,43,0,0.0,441.37985067177823,False,-0.10563380936176234,0,0.31700000000000006,45261,0,30,0.8,1137.87154657633,False,0.010159707582008898,0,0.38000000000000006,46392,0,15,0.0,568.935773288165,False,0.02881852997959137,9,1.1630000000000003,51180,68,0,0.0,2579.175505573015,False,-0.05936451923080424,8,0.7480000000000002,55644,0,2,0.2,91.99999999999999,False,-0.0016313798605259856,0.125,300350,0.0,0.0,15,0,0,10,10,9.5,20,30,19,165.0,53.0,10,8,19,755,1.4915319479769096,37.82467160699889
16,19,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,19.562220663848507,15,15.533333333333333,36.561925560757146,22,31.136363636363637,45.99999999999999,20,46.0,0,0.4700000000000001,19688,158,0,0.0,1580.0000000000002,False,-0.053565651430420115,0,0.4700000000000001,19206,182,0,0.0,1820.0000000000002,False,-0.07029625179091371,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,15,1.6010000000000004,28857,43,0,0.0,441.37985067177823,False,-0.1169311854550568,0,0.31700000000000006,45375,0,24,0.5,877.4862134581715,False,0.009802797212393684,0,0.38000000000000006,46730,0,14,1.0,511.86695785060004,False,0.03563961028290897,12,1.2740000000000002,50644,81,0,0.0,2961.515970421329,False,-0.06554636910039861,6,0.8000000000000003,55276,0,9,0.9,413.99999999999994,False,-0.005342320861942238,0.3,299326,0.0,0.0,16,0,0,9,13,12.5,18,27,24,162.0,44.0,9,10,24,931,2.1666034900117666,39.99127509701066
17,24,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,19.517243745594886,1,15.0,34.66183255737385,15,22.2,46.0,20,46.0,0,0.4700000000000001,19578,169,0,0.0,1690.0000000000002,False,-0.056107593474141515,0,0.47000000000000003,19116,191,0,0.0,1910.0000000000002,False,-0.0723760225539585,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,1,1.596,28837,43,0,0.0,441.37985067177823,False,-0.11753857126652424,0,0.31700000000000006,45581,0,12,0.1,415.94199068848616,False,0.009256783163487037,0,0.38000000000000006,46842,0,12,0.0,415.94199068848616,False,0.03705109205281676,12,1.3820000000000001,50195,94,0,0.0,3258.2122603931416,False,-0.0709362304333632,0,0.7940000000000003,55532,0,3,0.2,138.0,False,-0.0032269052186228286,0.037500000000000006,299231,0.0,0.0,17,0,0,9,7,7.0,21,30,26,165.0,57.0,10,14,26,901,1.508796264999546,41.5000713620102
18,26,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,18.79314349658043,14,14.071428571428571,33.2881613521542,11,20.545454545454547,46.0,20,46.0,0,0.4700000000000001,19468,180,0,0.0,1800.0000000000002,False,-0.05864953551786292,0,0.4700000000000001,19026,200,0,0.0,2000.0000000000005,False,-0.07445579331700328,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,14,1.7350000000000005,28468,43,0,0.0,441.37985067177823,False,-0.1287448394880986,0,0.31700000000000006,45554,4,12,1.0,474.6305102121721,False,0.009308454122993338,0,0.38000000000000006,46898,0,11,0.0,366.16977487369616,False,0.03773688834748057,14,1.5100000000000002,49715,104,0,0.0,3461.9687806240368,False,-0.07771491385396426,3,0.8240000000000003,55587,0,1,0.1,46.0,False,-0.003065559957691687,0.1375,298266,0.0,0.0,12,0,0,19,11,11.0,17,36,27,240.0,62.0,15,11,27,564,1.96836097096093,43.46843233297113
19,27,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,18.753533432729025,1,15.0,34.53445538360209,6,55.666666666666664,45.99999999999999,20,46.0,0,0.4700000000000001,19368,190,0,0.0,1900.0000000000002,False,-0.06096039192124601,0,0.4700000000000001,18926,210,0,0.0,2100.0000000000005,False,-0.07676664972038638,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,1,1.731,28448,43,0,0.0,441.37985067177823,False,-0.12935222529956603,0,0.31700000000000006,45539,0,17,0.5,587.0857415212356,False,0.01021717187420086,0,0.3800000000000001,47232,0,5,0.0,172.67227691801048,False,0.042966257542793596,10,1.596,49367,107,0,0.0,3695.186726045424,False,-0.08186311892897732,9,0.911,55319,0,3,0.3,137.99999999999997,False,-0.007045409727326509,0.1,297749,0.0,0.0,15,0,0,17,11,11.0,15,32,22,237.0,54.0,14,13,22,580,1.745986215013545,45.21441854798468
20,22,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,18.259330721933875,10,14.0,32.30130070778283,25,23.64,45.99999999999999,20,46.0,0,0.4700000000000001,19268,200,0,0.0,2000.0000000000005,False,-0.0632712483246291,0,0.4700000000000001,18826,220,0,0.0,2200.0000000000005,False,-0.07907750612376947,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,1.8300000000000005,28238,43,0,0.0,441.37985067177823,False,-0.13572977631997418,0,0.31700000000000006,45630,0,14,1.0,452.2182099089596,False,0.010736606602624646,7,0.45000000000000007,47254,0,0,0.0,0.0,False,0.041548193700544425,12,1.7060000000000004,48760,128,0,0.0,4134.566490596202,False,-0.08880652470737165,5,0.9520000000000002,55170,0,4,0.4,183.99999999999997,False,-0.009304243380362488,0.175,296696,0.0,0.0,12,0,0,10,13,12.375,22,32,30,219.0,55.0,13,9,30,569,1.4310462779831141,46.64546482596779
21,30,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,17.818256969668663,10,14.0,30.354668687223278,16,17.0,45.99999999999999,20,46.0,0,0.4700000000000001,19148,212,0,0.0,2120.0000000000005,False,-0.06604427600868883,0,0.4700000000000001,18746,228,0,0.0,2280.0000000000005,False,-0.08092619124647595,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,1.9200000000000004,27993,43,0,0.0,441.37985067177823,False,-0.14317025251045037,2,0.337,45744,0,5,0.5,151.7733434361164,False,0.009938210489939325,0,0.44300000000000006,47184,0,5,0.5,151.7733434361164,False,0.04167794466966557,12,1.8140000000000003,48248,144,0,0.0,4371.072290960152,False,-0.09586532788081832,4,0.9870000000000001,55311,0,0,0.0,0.0,False,-0.008425808070848497,0.125,295924,0.0,0.0,14,0,0,17,11,10.035714285714285,20,37,25,291.0,69.0,17,13,25,491,1.7704728650278412,48.415937690995634
22,25,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,17.610541117577803,5,14.0,30.427932758995105,11,31.181818181818183,46.0,20,46.0,0,0.4700000000000001,19058,221,0,0.0,2210.0000000000005,False,-0.0681240467717336,0,0.4700000000000001,18636,239,0,0.0,2390.0000000000005,False,-0.08346813329019735,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,1.9600000000000002,27888,43,0,0.0,441.37985067177823,False,-0.14635902802065448,2,0.35500000000000004,45775,0,0,0.0,0.0,False,0.00894884172011726,0,0.44300000000000006,47338,0,6,0.5,182.56759655397065,False,0.045411708397297385,9,1.8920000000000008,47874,153,0,0.0,4655.4737121262515,False,-0.10002085197355498,11,1.0930000000000002,55020,0,2,0.2,92.0,False,-0.012817984618418458,0.0875,295139,0.0,0.0,10,0,0,17,9,8.285714285714285,18,35,24,237.0,47.0,14,11,24,424,1.5869609809597023,50.002898671955336
23,24,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,17.43684079512464,10,16.0,30.877469533934658,2,56.0,46.0,20,46.0,0,0.4700000000000001,18998,227,0,0.0,2270.0000000000005,False,-0.06951056061376346,0,0.4700000000000001,18496,253,0,0.0,2530.0000000000005,False,-0.08670333225493368,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,2.0550000000000006,27698,43,0,0.0,441.37985067177823,False,-0.1521291932295952,0,0.3530000000000001,45775,0,0,0.0,0.0,False,0.00894884172011726,0,0.44300000000000006,47290,0,14,1.0,432.2845734750852,False,0.04710578339257079,8,1.9630000000000005,47638,155,0,0.0,4786.007777759872,False,-0.10308162476685719,10,1.1820000000000002,54940,0,0,0.0,0.0,False,-0.015076818271454438,0.125,294385,0.0,0.0,9,0,0,8,10,9.666666666666666,21,29,18,198.0,35.0,11,13,18,312,1.1648762040422298,51.167774875997566
24,18,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,17.004749240134537,12,14.0,30.545421331887137,11,27.454545454545453,46.0,20,46.0,0,0.4700000000000001,18908,236,0,0.0,2360.0000000000005,False,-0.07159033137680824,0,0.4700000000000001,18386,264,0,0.0,2640.0000000000005,False,-0.08924527429865509,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,12,2.1650000000000005,27397,43,0,0.0,441.37985067177823,False,-0.1612703496921802,8,0.43300000000000005,45391,2,10,1.0,339.46371179914047,False,0.004226054263915195,0,0.44300000000000006,47456,0,11,0.0,335.99963465075854,False,0.049703538039749105,14,2.0950000000000006,47079,165,0,0.0,5039.994519761378,False,-0.11082631613128677,6,1.232,54814,0,1,0.1,46.0,False,-0.016923325146555278,0.1375,292981,0.0,0.0,12,0,0,8,13,13.0,24,32,20,165.0,39.0,10,8,20,366,1.1178631779621355,52.2856380539597
