index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,34,0,0,0,10.000000000000002,20,10.0,8.847737396980435,8,6.0,17.54938434355488,5,38.0,43.09148723627463,20,28.0,46.99999999999999,9,47.0,3,0.5900000000000001,18760,110,0,0.0,1100.0000000000002,False,-0.06984585741811175,5,0.6820000000000002,19071,110,0,0.0,1100.0000000000002,False,-0.05486512524084779,0,0.2,34580,0,34,0.8,596.679067680866,False,0.03922112906979411,0,1.6580000000000004,27396,18,0,0.0,159.25927314564782,False,-0.18134707000259748,5,0.31300000000000006,43289,0,3,0.3,129.27446170882388,False,0.027045324335601455,0,0.2,40905,75,65,1.0,4117.150496124467,False,0.01780477703170265,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.4880000000000001,58692,20,11,1.0,1378.8297447254927,False,-0.021529546658931847,0.38749999999999996,303381,0.0,0.0,18,0,0,18,3,2.5,21,39,41,238.0,149.0,17,17,41,1193,1.9714048390160315,23.561478857009206
11,41,0,0,0,10.000000000000002,20,10.0,8.715482082905927,2,4.0,18.588229652293034,13,30.384615384615383,43.09148723627463,0,,46.99999999999999,7,47.0,2,0.6070000000000001,18620,121,0,0.0,1210.0000000000002,False,-0.0739402697495183,0,0.6770000000000002,18981,119,0,0.0,1190.0000000000002,False,-0.057032755298651254,0,0.2,34952,0,26,0.2,483.2939709596189,False,0.048615904459800144,3,1.6880000000000002,27318,18,0,0.0,156.87867749230668,False,-0.18370659261229505,0,0.30800000000000005,43274,0,6,0.3,258.54892341764776,False,0.028221227653483005,0,0.2,40525,75,75,1.0,4625.978766642575,False,0.014829654679268563,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.4880000000000001,59021,10,14,1.0,1088.9148723627463,False,-0.018496944434132415,0.3125,303379,0.0,0.0,18,0,0,22,2,2.0,24,46,20,317.0,120.0,26,15,20,909,1.8569276020280086,25.418406459037215
12,20,0,0,0,10.000000000000002,20,10.0,8.587259522061348,11,7.818181818181818,18.588229652293034,0,,43.35543138863331,13,44.92307692307692,46.99999999999999,11,47.0,1,0.6150000000000001,18562,125,0,0.0,1250.0000000000002,False,-0.07577071290944123,10,0.7770000000000001,18696,135,0,0.0,1350.0000000000002,False,-0.06690751445086705,0,0.2,34866,1,36,1.0,677.7635270046105,False,0.04895065143621679,0,1.6850000000000003,27318,18,0,0.0,154.57067139710426,False,-0.1837409768280034,0,0.30800000000000005,43274,0,6,0.0,260.13258833179987,False,0.028239986121621884,0,0.2,41109,65,72,1.0,4329.8259873806455,False,0.025156661463335523,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.4880000000000001,58954,13,13,1.0,1174.620608052233,False,-0.0188948341677742,0.375,303467,0.0,0.0,19,0,0,14,3,3.0,21,35,20,156.0,49.0,12,8,20,1301,2.3028247919864953,27.72123125102371
13,20,0,0,0,10.000000000000002,20,10.0,8.61504222860042,5,9.0,18.20592230281112,11,13.181818181818182,43.35543138863331,0,,46.99999999999999,12,47.0,0,0.6140000000000001,18422,139,0,0.0,1390.0000000000002,False,-0.07914258188824663,5,0.8170000000000002,18586,141,0,0.0,1410.0000000000002,False,-0.07076107899807321,0,0.2,34951,0,37,0.6,673.6191252040115,False,0.051421535146952135,6,1.7450000000000003,27135,18,0,0.0,155.07076011480754,False,-0.18918612180271124,0,0.30800000000000005,43265,0,9,0.3,390.1988824976998,False,0.02956740834949424,0,0.2,40973,63,82,1.0,4702.118478945033,False,0.02634462331736277,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.4880000000000001,59518,3,11,1.0,647.0662941658998,False,-0.013947845585899225,0.3625,303538,0.0,0.0,20,0,0,20,3,3.0,17,37,24,159.0,44.0,12,8,24,894,1.5742031990084797,29.29543445003219
14,24,0,0,0,10.000000000000002,20,10.0,10.349241816316834,46,12.869565217391305,18.086432883511705,20,17.25,43.70921404641969,30,44.666666666666664,46.99999999999999,7,47.0,22,0.8340000000000001,18104,148,0,0.0,1480.0000000000002,False,-0.09229287090558767,24,1.0520000000000003,18270,152,0,0.0,1520.0000000000002,False,-0.08333333333333333,0,0.2,35229,0,37,1.0,669.1980166899331,False,0.05963884775475136,10,1.839,26257,54,0,0.0,558.859058081109,False,-0.20933110276382358,6,0.36800000000000005,43262,0,8,0.8,349.6737123713575,False,0.029016318965831442,0,0.2,41701,65,77,1.0,4541.227619002577,False,0.04168515610492956,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.4880000000000001,58507,23,14,1.0,1663.3119230676527,False,-0.022234116109711533,0.475,302018,0.0,0.0,21,0,0,11,9,8.6,25,36,16,208.0,48.0,14,10,16,2019,1.5046534499851987,30.800087900017388
15,16,0,0,0,10.000000000000002,20,10.0,9.910585767902544,5,1.0,17.931022862064296,9,15.444444444444445,45.0075394580639,10,58.0,46.99999999999999,11,47.0,5,0.8620000000000001,17894,160,0,0.0,1600.0000000000002,False,-0.09951830443159923,0,1.0280000000000002,18190,160,0,0.0,1600.0000000000002,False,-0.08526011560693642,0,0.2,35354,0,37,0.5,663.4478458963789,False,0.06327763312520687,4,1.8690000000000004,26138,54,0,0.0,535.1716314667374,False,-0.21322966999185483,0,0.36200000000000004,43546,0,4,0.1,180.0301578322556,False,0.03373484030408716,0,0.2,41858,63,82,1.0,4820.272675871291,False,0.04870975878744547,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.4880000000000001,58444,23,13,1.0,1646.1734075354698,False,-0.023413414451493902,0.325,302112,0.0,0.0,20,0,0,13,3,3.0,19,32,20,142.0,45.0,11,5,20,1427,1.6239363080239855,32.424024208041374
16,20,0,0,0,10.000000000000002,20,10.0,9.581529207049634,13,7.153846153846154,18.70428254843247,5,40.0,46.19881083119784,10,58.0,46.99999999999999,15,47.0,3,0.8870000000000002,17753,169,0,0.0,1690.0000000000002,False,-0.10414258188824663,10,1.1280000000000001,17955,171,0,0.0,1710.0000000000002,False,-0.09393063583815028,0,0.2,35461,3,42,1.0,814.3244546553126,False,0.06871349226290623,0,1.8650000000000002,26138,54,0,0.0,517.4025771806803,False,-0.2134943898280693,1,0.372,43591,0,5,0.5,230.9940541559892,False,0.035404553849094945,0,0.2,42148,53,87,1.0,5010.623517381133,False,0.057834543700619835,0,0.2,60688,0,0,0.0,0.0,False,0.0,2,0.5080000000000001,58455,23,10,1.0,1532.5726491175503,False,-0.02416810037307586,0.4375,302189,0.0,0.0,21,0,0,14,7,6.2,24,38,20,175.0,54.0,12,8,20,1301,1.6430508919875138,34.06707510002889
17,20,0,0,0,10.000000000000002,20,10.0,9.553304888990693,5,9.0,18.90604551610412,31,19.741935483870968,43.5916104770395,10,18.0,46.99999999999999,8,47.0,0,0.8840000000000001,17653,179,0,0.0,1790.0000000000002,False,-0.10655105973025049,5,1.1680000000000001,17805,181,0,0.0,1810.0000000000002,False,-0.098747591522158,0,0.2,35986,0,35,0.8,661.7115930636442,False,0.08208258734675601,16,2.0250000000000004,25588,54,0,0.0,515.8784640054974,False,-0.22990467695599942,5,0.42100000000000004,43352,0,7,0.7,305.1412733392765,False,0.030620928566986626,0,0.2,41730,67,97,1.0,5495.091265851808,False,0.05367065367492427,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,58651,23,12,1.0,1566.6070409719084,False,-0.02065806221187129,0.4375,301453,0.0,0.0,19,0,0,12,5,4.5,23,35,23,169.0,72.0,11,9,23,1146,1.3865742820198648,35.45364938204875
18,23,0,0,0,10.000000000000002,20,10.0,9.473825332805685,5,8.0,18.04061995012584,29,13.758620689655173,43.5916104770395,0,,46.99999999999999,10,47.0,0,0.8840000000000001,17553,189,0,0.0,1890.0000000000002,False,-0.10895953757225434,5,1.213,17650,191,0,0.0,1910.0000000000002,False,-0.10380539499036609,0,0.2,36326,0,30,0.5,541.2185985037752,False,0.09041801141922083,19,2.1990000000000003,25018,54,0,0.0,511.586567971507,False,-0.2469521100057877,0,0.41600000000000004,43162,0,12,0.5,523.099325724474,False,0.0287015460736813,0,0.2,41521,81,107,1.0,6125.59253700342,False,0.056187725492791434,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,59121,13,12,1.0,1130.6909362015135,False,-0.01650498503656807,0.375,301039,0.0,0.0,17,0,0,13,2,2.0,18,31,23,156.0,96.0,13,10,23,1050,1.4207488209940493,36.8743982030428
19,23,0,0,0,10.000000000000002,20,10.0,9.099755207576385,9,5.444444444444445,17.60250497464859,5,4.0,43.5916104770395,0,,46.999999999999986,10,47.0,4,0.9240000000000002,17398,197,0,0.0,1970.0000000000005,False,-0.1144990366088632,5,1.2580000000000002,17480,203,0,0.0,2030.0000000000005,False,-0.10910404624277456,0,0.2,36277,0,39,0.9,686.4976940112949,False,0.09112236597954974,5,2.2300000000000004,24883,54,0,0.0,491.38678120912476,False,-0.25127544870375534,0,0.41600000000000004,43142,0,17,0.5,741.0573781096715,False,0.03080945439815308,0,0.2,41521,71,117,1.0,6349.996279013672,False,0.05884578175653461,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.5060000000000001,59591,3,12,1.0,694.7748314311183,False,-0.01235190786126485,0.425,300980,0.0,0.0,13,0,0,13,4,4.0,24,37,33,194.0,90.0,13,10,33,670,1.5030145960045047,38.377412799047306
20,33,0,0,0,10.000000000000002,20,10.0,9.040148512784844,5,8.0,18.070596261559096,7,27.714285714285715,43.563265153052065,12,43.333333333333336,46.999999999999986,9,47.0,0,0.9199999999999999,17278,209,0,0.0,2090.0000000000005,False,-0.11738921001926782,5,1.3030000000000002,17345,211,0,0.0,2110.0000000000005,False,-0.11368015414258188,0,0.2,36427,0,39,0.5,704.7532542008048,False,0.0958636740093081,2,2.2450000000000006,24825,54,0,0.0,488.1680196903816,False,-0.2530515460984092,0,0.41600000000000004,43372,0,10,0.0,435.63265153052066,False,0.03264039433728,0,0.2,41617,68,122,1.0,6543.51889445837,False,0.0634122867248456,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,59494,5,13,1.0,828.8163257652601,False,-0.012845897658801878,0.3125,301046,0.0,0.0,21,0,0,21,2,2.0,14,35,30,179.0,123.0,15,18,30,1333,1.5090121729881503,39.88642497203546
21,30,0,0,0,10.000000000000002,20,10.0,8.981066542572592,5,8.0,13.709043610981382,53,2.509433962264151,43.563265153052065,0,,46.999999999999986,8,47.0,0,0.9200000000000002,17178,219,0,0.0,2190.0000000000005,False,-0.11979768786127168,5,1.348,17190,221,0,0.0,2210.0000000000005,False,-0.11873795761078998,0,0.2,36387,0,44,0.5,603.1979188831808,False,0.0931588987379056,53,2.7730000000000006,22602,54,0,0.0,484.97759329891994,False,-0.3193347000581175,0,0.41600000000000004,43292,30,20,1.0,1282.536611390483,False,0.04077675319092307,0,0.2,41564,71,132,1.0,6723.69309658255,False,0.06429087814581808,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,59870,0,10,0.5,469.9999999999999,False,-0.009606511995781703,0.375,298771,0.0,0.0,16,0,0,19,4,4.0,19,38,29,235.0,86.0,16,14,29,576,1.6052743350155652,41.49169930705102
22,29,0,0,0,10.000000000000002,20,10.0,8.501310395578107,6,2.1666666666666665,13.522747115402655,9,10.0,43.563265153052065,0,,46.999999999999986,0,,6,0.9800000000000002,16972,229,0,0.0,2290.0000000000005,False,-0.1273121387283237,0,1.3430000000000002,17090,231,0,0.0,2310.0000000000005,False,-0.12114643545279384,0,0.2,36458,0,44,0.6,595.0008730777168,False,0.0951522685340224,3,2.7500000000000004,22515,54,0,0.0,459.0707613612178,False,-0.32231287227576993,0,0.41600000000000004,43286,23,30,1.0,1617.921138245823,False,0.04460723417802777,0,0.2,41480,67,142,1.0,7092.007708465371,False,0.06666359931376593,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,59870,0,10,0.0,469.9999999999999,False,-0.009606511995781703,0.325,298359,0.0,0.0,12,0,0,14,3,3.0,22,36,28,157.0,63.0,12,17,28,284,1.803282572014723,43.294981879065745
23,28,0,0,0,10.000000000000002,20,10.0,8.41930846732852,15,8.0,12.937531201786754,10,3.5,41.33877828801226,44,36.36363636363637,46.999999999999986,0,,5,1.0240000000000002,16822,238,0,0.0,2380.0000000000005,False,-0.13236994219653178,10,1.443,16855,242,0,0.0,2420.0000000000005,False,-0.1298169556840077,0,0.2,36338,5,54,1.0,740.7232272331273,False,0.09374773891950913,10,2.8470000000000004,22205,54,0,0.0,454.6426572357401,False,-0.33161547796264024,10,0.516,44336,18,10,1.0,646.2633445122842,False,0.05797241713863685,0,0.2,41545,62,148,1.0,6920.266121136592,False,0.06616917133915227,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.5060000000000001,58270,34,20,1.0,2345.5184617924165,False,-0.020518731365406592,0.5,297059,0.0,0.0,12,0,0,16,6,5.25,18,34,35,185.0,80.0,15,13,35,280,1.6615592329762876,44.95654111204203
24,35,0,0,0,10.000000000000002,20,10.0,8.23015404948578,7,6.0,13.368138698876608,18,17.055555555555557,40.53757322670936,5,20.0,46.999999999999986,0,,2,1.0390000000000001,16716,245,0,0.0,2450.0000000000005,False,-0.13578998073217727,5,1.4830000000000003,16670,255,0,0.0,2550.0000000000005,False,-0.13559730250481697,0,0.2,36486,2,59,1.0,805.1804913326915,False,0.09911775953954907,13,2.9670000000000005,21919,54,0,0.0,444.4283186722321,False,-0.340289191367138,0,0.506,44146,13,20,1.0,984.5372676195832,False,0.05747817288471979,0,0.2,41528,65,153,1.0,7071.177719113512,False,0.06755398605981124,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,58170,29,30,1.0,2585.5896235745713,False,-0.020188590630976676,0.5,296323,0.0,0.0,12,0,0,15,3,3.0,21,36,43,224.0,108.0,16,19,43,490,1.913726572995074,46.870267685037106
25,43,0,0,0,10.000000000000002,20,10.0,8.216706981476747,5,8.0,13.982469032879605,10,23.5,40.53757322670936,0,,46.999999999999986,0,,0,1.0370000000000004,16616,255,0,0.0,2550.0000000000005,False,-0.13819845857418112,5,1.5280000000000002,16515,265,0,0.0,2650.0000000000005,False,-0.14065510597302505,0,0.2,36646,0,61,0.7,852.9306110056559,False,0.1045964276712599,5,3.0040000000000004,21799,54,0,0.0,443.7021769997443,False,-0.3438754815416283,0,0.506,44146,3,30,1.0,1258.0746038999198,False,0.0607182152456638,0,0.2,41293,65,163,1.0,7516.4849230908,False,0.06726150055778926,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,58170,19,40,1.0,2650.2138913074773,False,-0.01965616026803096,0.4625,295873,0.0,0.0,9,0,0,24,2,2.0,22,46,40,326.0,152.0,24,19,40,400,2.2718168679857627,49.14208455302287
