index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,18,0,0,0,10.000000000000002,20,10.0,12.279684314732348,14,21.571428571428573,27.04890960930878,26,20.153846153846153,9.186828428666537,46,4.391304347826087,32.99999999999999,20,33.0,0,0.2,44601,6,26,1.0,379.27179218304104,False,0.021847372894657543,2,1.2190000000000003,39632,113,0,0.0,1130.0000000000002,False,-0.08295120114981863,0,0.2,59678,0,12,0.0,324.58691531170535,False,0.011242812972638017,16,0.405,59251,76,10,1.0,1203.7451040127462,False,0.01145538744412969,37,3.0090000000000012,55882.0,36,0,0.0,973.7607459351161,False,-0.23549997459797437,9,2.7470000000000008,61502,75,0,0.0,2028.6682206981584,False,-0.15212545115010806,0,0.2,92948,58,22,1.0,1258.836048862659,False,0.01660439575043001,13,0.8610000000000002,87455,442,0,0.0,4060.5781654706093,False,-0.027851589015249364,0.375,500949,0.0,0.0,10,0,0,10,16,15.285714285714285,19,29,22,166.0,34.0,14,4,22,731,1.9239604221656919,56.44213309790939
11,22,0,0,0,10.000000000000002,20,10.0,12.973160292745419,31,16.06451612903226,27.022832153409713,2,25.5,9.232385224037124,51,9.568627450980392,32.99999999999999,20,33.0,0,0.2,45007,4,17,1.0,260.54372497667214,False,0.029755477893101876,12,1.3370000000000002,39272,125,0,0.0,1250.0000000000002,False,-0.08979535966052973,0,0.2,59678,0,12,0.0,324.27398584091657,False,0.0112401688706457,0,0.389,58804,97,18,1.0,1744.8075271576804,False,0.008473236393389792,23,3.202000000000001,54955.0,37,0,0.0,999.8447896761594,False,-0.24789548241848178,28,3.0180000000000007,60637,76,0,0.0,2053.735243659138,False,-0.1636869838223107,0,0.2,93238,71,18,1.0,1249.4993509066358,False,0.019704175770006414,6,0.9080000000000004,87087,470,0,0.0,4339.221055297448,False,-0.030335902316714777,0.375,498678,0.0,0.0,16,0,0,13,10,10.0,19,32,17,272.0,24.0,19,3,17,1199,2.1378590539097786,58.57999215181917
12,17,0,0,0,10.000000000000002,20,10.0,12.64251519873906,27,10.777777777777779,26.09967870414182,7,12.0,9.179980529816874,62,8.85483870967742,32.99999999999999,20,33.0,0,0.2,45162,6,16,1.0,262.280243179825,False,0.033311434800034435,16,1.485,38872,133,0,0.0,1330.0000000000002,False,-0.09800834987338307,0,0.2,59678,0,12,0.0,313.1961444497018,False,0.01114656649302661,0,0.389,58597,114,21,1.0,1989.339985443231,False,0.00704131800121027,34,3.519000000000001,53423.0,37,0,0.0,965.6881120532473,False,-0.26890477729067547,28,3.270000000000001,59710,83,0,0.0,2166.273332443771,False,-0.17549622738499876,0,0.2,93408,77,16,1.0,1234.858500795899,False,0.021471490732087827,8,0.9820000000000002,86680,516,0,0.0,4736.869953385507,False,-0.03259747551094799,0.375,495530,0.0,0.0,12,0,0,11,11,11.0,18,29,23,195.0,24.0,14,3,23,955,2.46342895552516,61.04342110734433
13,23,0,0,0,10.000000000000002,20,10.0,11.440739678204919,27,4.2592592592592595,28.409788404479766,37,34.810810810810814,9.140845857734876,62,8.887096774193548,32.99999999999999,20,33.0,0,0.2,45092,3,26,1.0,327.4592316333279,False,0.0324579566951079,27,1.7390000000000003,38200,146,0,0.0,1460.0000000000002,False,-0.11185636392672188,0,0.2,59678,0,12,0.0,340.9174608537572,False,0.011380798148320725,16,0.549,59337,131,10,1.0,1782.834781889642,False,0.017801730307474808,38,3.865000000000001,50495.0,66,0,0.0,1875.0460346956645,False,-0.3024490659901559,24,3.4820000000000007,58978,91,0,0.0,2585.2907448076585,False,-0.1825824885410355,0,0.2,93585,88,14,1.0,1266.394435480669,False,0.023565679341875923,8,1.054,86264,557,0,0.0,5091.451142758326,False,-0.035190761753205714,0.375,491629,0.0,0.0,13,0,0,17,13,12.9375,18,35,22,290.0,21.0,21,2,22,1184,2.519442668184638,63.56286377552897
14,22,0,0,0,10.000000000000002,20,10.0,11.379507304781173,1,1.0,26.92697718227438,11,10.0,9.051936009224711,41,8.146341463414634,32.99999999999999,20,33.0,0,0.2,45002,2,36,1.0,429.6622629721222,False,0.03157053205315771,1,1.7220000000000004,38070,157,0,0.0,1570.0000000000002,False,-0.11356740355439965,0,0.2,59678,0,12,0.0,323.12372618729256,False,0.0112304497354228,1,0.543,59420,122,10,1.0,1657.569663006047,False,0.018145920261985984,21,4.037000000000001,49673.0,66,0,0.0,1777.1804940301092,False,-0.31426104665461796,20,3.658000000000001,58367,102,0,0.0,2746.551672591987,False,-0.1897755979507684,0,0.2,93647,105,16,1.0,1478.4532809685945,False,0.02539111386852976,12,1.1660000000000001,85968,571,0,0.0,5168.65546126731,False,-0.0379870750292382,0.375,489825,0.0,0.0,9,0,0,12,11,10.09090909090909,19,31,22,222.0,45.0,17,5,22,464,2.201782082207501,65.76464585773647
15,22,0,0,0,10.000000000000002,20,10.0,12.383155600518526,13,24.23076923076923,23.97155254687946,26,10.0,8.921041930745954,25,6.76,32.99999999999999,20,33.0,0,0.2,45234,0,34,1.0,421.0272904176299,False,0.03676484943327657,1,1.731,37932,169,0,0.0,1690.0000000000002,False,-0.11534688476718453,0,0.2,59366,2,22,1.0,552.1404672323853,False,0.007893033098710471,16,0.702,59261,113,10,1.0,1639.012108327388,False,0.015302172440451072,17,4.186000000000001,49094.0,66,0,0.0,1582.1224680940445,False,-0.3234364364118234,8,3.718000000000001,57955,128,0,0.0,3068.358726000571,False,-0.19318108088643773,0,0.2,93909,102,17,1.0,1470.946276936087,False,0.028196646769308185,11,1.2640000000000002,85698,589,0,0.0,5254.4936972093665,False,-0.04045403156357282,0.5,488449,0.0,0.0,10,0,0,9,9,8.615384615384615,18,27,26,215.0,65.0,14,8,26,809,2.151699305512011,67.91634516324848
16,26,0,0,0,10.000000000000002,20,10.0,12.56254506401419,2,26.0,20.949444268662035,39,10.564102564102564,9.132183789765019,44,11.022727272727273,32.99999999999999,20,33.0,0,0.2,45186,0,42,1.0,527.626892688596,False,0.03688575836343162,0,1.7300000000000002,37832,179,0,0.0,1790.0000000000002,False,-0.11648757785230306,0,0.2,59366,0,24,0.2,502.78666244788883,False,0.007476017426682653,29,0.9760000000000002,58647,105,10,1.0,1528.5616744081103,False,0.003992916556046517,21,4.379000000000001,48471.0,66,0,0.0,1382.6633217316944,False,-0.33323841887803496,23,3.940000000000001,56939,167,0,0.0,3498.55719286656,False,-0.2040432561209597,0,0.2,94258,99,16,1.0,1432.0861951867369,False,0.03177702199473509,9,1.3430000000000002,85134,626,0,0.0,5716.747052392902,False,-0.04407029379790713,0.4,485833,0.0,0.0,13,0,0,10,9,8.642857142857142,20,30,30,259.0,40.0,17,9,30,615,2.267202083952725,70.1835472472012
17,30,0,0,0,10.000000000000002,20,10.0,10.838011225388477,27,2.111111111111111,20.473009214310405,30,18.0,9.263862491134638,61,10.114754098360656,33.0,20,33.0,0,0.2,45124,0,48,0.8,520.2245388186469,False,0.03538686079915408,25,1.9800000000000002,37077,191,0,0.0,1910.0000000000002,False,-0.13234321173545047,0,0.2,59654,0,15,0.0,307.09513821465606,False,0.010689439275155551,11,1.0570000000000002,58529,122,10,1.0,1526.9674616404982,False,0.0019853608926108613,23,4.588000000000002,47533.0,66,0,0.0,1351.2186081444868,False,-0.34617322902808456,38,4.2970000000000015,55002,197,0,0.0,4033.1828152191497,False,-0.22668830228514272,0,0.2,94232,118,15,1.0,1588.1357739538873,False,0.032342207812979466,9,1.4240000000000002,84816,658,0,0.0,6095.621519166592,False,-0.045466971291558855,0.35,481967,0.0,0.0,13,0,0,13,15,14.166666666666666,19,32,36,259.0,52.0,19,11,36,869,2.490707085467875,72.67425433266908
18,36,0,0,0,10.000000000000002,20,10.0,11.620976847668532,14,19.857142857142858,20.473009214310405,0,,8.746821933091269,60,5.216666666666667,33.0,20,33.0,0,0.2,45309,0,46,0.9,534.5649349927525,False,0.03977100512162931,3,1.9850000000000003,36907,202,0,0.0,2020.0000000000005,False,-0.13496680583122306,0,0.2,59654,0,15,0.0,307.09513821465606,False,0.010689439275155551,0,1.046,58251,126,20,1.0,1873.7032670924432,False,0.00021718011907425586,46,5.025000000000001,45071.0,66,0,0.0,1351.2186081444868,False,-0.37956397672585895,14,4.399000000000001,54722,197,0,0.0,4033.1828152191497,False,-0.23048578780722917,0,0.2,94595,108,14,1.0,1406.656768773857,False,0.03529998570747024,9,1.5050000000000001,84413,718,0,0.0,6280.218147959531,False,-0.048842365761933695,0.3625,478922,0.0,0.0,11,0,0,19,10,10.0,24,43,27,403.0,51.0,29,7,27,838,2.420325731858611,75.09458006452769
19,27,0,0,0,10.000000000000002,20,10.0,12.638590638206983,13,24.0,19.99470709390859,10,12.0,8.4582153555005,72,6.763888888888889,32.99999999999999,20,33.0,0,0.2,45519,0,44,1.0,556.0979880811072,False,0.044807542126720806,1,1.9920000000000002,36788,212,0,0.0,2120.0000000000005,False,-0.13654096228868662,0,0.2,59654,0,15,0.0,299.9206064086289,False,0.010628817967119831,0,1.046,58059,129,20,1.0,2030.2723342068725,False,-0.0017045007671577656,50,5.479000000000001,42213.0,66,0,0.0,1319.650668197967,False,-0.41853952322435023,22,4.605000000000001,54030,207,0,0.0,4138.904368439078,False,-0.23915408047659067,0,0.2,94674,133,18,1.0,1718.9426422815663,False,0.037854526623220024,14,1.6360000000000001,83838,755,0,0.0,6385.952593402877,False,-0.05451470090167802,0.375,474775,0.0,0.0,13,0,0,14,14,14.0,22,36,22,272.0,30.0,22,5,22,828,2.1602907069027424,77.25487077143043
20,22,0,0,0,10.000000000000002,20,10.0,13.758416468473083,14,25.142857142857142,19.224385693312243,17,12.0,8.505790522061135,55,8.89090909090909,32.99999999999999,20,33.0,0,0.2,45761,1,40,1.0,560.3366587389233,False,0.050376846881789034,0,1.9910000000000003,36698,221,0,0.0,2210.0000000000005,False,-0.13756758606529326,0,0.2,59654,0,15,0.0,288.36578539968366,False,0.010531185343470086,0,1.046,57911,133,13,1.0,2079.7864043199793,False,-0.00378718712023675,35,5.779000000000003,40702.0,66,0,0.0,1268.809455758608,False,-0.43937714825275925,20,4.783000000000001,53326,224,0,0.0,4306.262395301943,False,-0.2475671517820925,0,0.2,94818,131,20,1.0,1774.2585583900086,False,0.03971938075584755,12,1.7420000000000004,83302,802,0,0.0,6821.64399869303,False,-0.057971058899645656,0.375,472172,0.0,0.0,12,0,0,11,10,10.0,20,31,22,212.0,31.0,16,6,22,1020,2.0038664722815156,79.25873724371195
21,22,0,0,0,10.000000000000002,20,10.0,14.570758847881532,10,26.0,18.67549057413385,18,13.833333333333334,8.80874066428229,70,10.757142857142858,32.99999999999999,20,33.0,0,0.2,45931,0,40,1.0,582.8303539152613,False,0.05451178739665611,0,1.9909999999999999,36588,232,0,0.0,2320.0000000000005,False,-0.13882234845892363,0,0.2,59753,0,12,0.0,224.1058868896062,False,0.01166122422382431,2,1.066,57749,133,10,1.0,2124.6658325095823,False,-0.006145620342124396,21,5.954000000000002,39883.0,66,0,0.0,1232.582377892834,False,-0.45073045734004563,49,5.253000000000001,50905,242,0,0.0,4519.468718940391,False,-0.2789560392297859,0,0.2,94955,143,19,1.0,1886.6499149923675,False,0.0418182159229995,9,1.8200000000000003,82676,850,0,0.0,7487.429564639946,False,-0.061155310950472275,0.375,468440,0.0,0.0,13,0,0,15,12,11.285714285714285,17,32,18,253.0,27.0,18,4,18,1002,2.149033580906689,81.40777082461864
22,18,0,0,0,10.000000000000002,20,10.0,15.34339261064475,21,20.333333333333332,18.465292888360583,16,16.375,8.721441519578153,22,6.863636363636363,32.99999999999999,20,33.0,0,0.2,46252,0,33,1.0,506.33195615127676,False,0.060962425069596836,4,2.0310000000000006,36408,242,0,0.0,2420.0000000000005,False,-0.1417881504802318,0,0.2,59753,0,12,0.0,221.583514660327,False,0.011639911403973979,6,1.1240000000000003,57428,144,10,1.0,2394.10146481645,False,-0.009293608239827153,14,6.073000000000002,39246.0,73,0,0.0,1347.9663808503226,False,-0.45858729211580757,8,5.284000000000001,50653,251,0,0.0,4634.788514978506,False,-0.28159176681419107,0,0.2,95251,134,20,1.0,1828.6731636234726,False,0.04471897121980392,11,1.9210000000000005,82391,871,0,0.0,7596.375563552571,False,-0.06365970535501432,0.375,467382,0.0,0.0,15,0,0,8,10,9.857142857142858,17,25,18,151.0,25.0,11,7,18,1026,1.8347730888053775,83.24254391342402
23,18,0,0,0,10.000000000000002,20,10.0,16.100957523390967,12,25.0,17.318004501348963,34,12.0,9.006109222726357,68,10.852941176470589,32.99999999999999,20,33.0,0,0.2,46472,0,29,0.8,466.92776817833806,False,0.06553199379666395,0,2.0270000000000006,36288,254,0,0.0,2540.0000000000005,False,-0.14315698218237402,0,0.2,59753,0,12,0.0,207.81605401618754,False,0.01152358305041142,24,1.3580000000000003,56759,146,10,1.0,2523.919843428571,False,-0.01950215594906156,17,6.229000000000001,38636.0,73,0,0.0,1264.2143285984744,False,-0.46742832701369486,51,5.786000000000001,47812,285,0,0.0,4935.631282884454,False,-0.31808260017302664,0,0.2,95331,134,24,1.0,1998.8186358453315,False,0.046512284956084934,14,2.0500000000000003,81552,929,0,0.0,8366.675467912786,False,-0.0685902320073397,0.35,462603,0.0,0.0,13,0,0,9,17,16.6,19,28,22,181.0,27.0,14,4,22,698,4.140818543732166,87.38336245715618
24,22,0,0,0,10.000000000000002,20,10.0,15.909411989551232,18,14.444444444444445,17.318004501348963,0,,9.058985711137229,30,9.866666666666667,32.99999999999999,20,33.0,0,0.2,46607,2,22,1.0,370.0070637701271,False,0.0675062973532513,1,2.037000000000001,36192,262,0,0.0,2620.0000000000005,False,-0.14443455843770675,0,0.2,59753,0,12,0.0,207.81605401618754,False,0.01152358305041142,0,1.334,56499,154,20,1.0,2796.4095364178693,False,-0.02159349779114605,11,6.322000000000002,38328.0,73,0,0.0,1264.2143285984744,False,-0.4716055610879899,19,5.925000000000002,47336,285,0,0.0,4935.631282884454,False,-0.3245383255605736,0,0.2,95475,132,26,1.0,2053.7861138701137,False,0.0483752464115315,12,2.1560000000000006,81217,951,0,0.0,8615.095411291504,False,-0.0708802083059485,0.375,461407,0.0,0.0,12,0,0,12,8,8.0,20,32,23,223.0,45.0,17,5,23,719,2.065012120641768,89.44837457779795
