index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,26,0,0,0,10.0,9,10.0,27.88853055088498,15,33.0,5.835019788332054,53,6.320754716981132,29.53704003262737,85,31.152941176470588,57.0,20,57.0,0,0.2,17896,5,32,1.0,942.4329776283193,False,0.1021432036492145,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,19,1.6230000000000004,18705.0,61,0,0.0,1701.2003636039838,False,-0.26352577178465747,34,1.9620000000000004,18466,33,0,0.0,920.3215081792043,False,-0.28723079297670306,0,0.2,36942,26,32,1.0,1096.8957955407093,False,0.07465596221321891,68,4.606000000000002,3236,249,0,0.0,1452.9199272946814,False,-0.886416901804525,8,0.7660000000000002,41020,231,0,0.0,6823.0562475369225,False,-0.1296639022983201,12,0.9140000000000001,43117,292,0,0.0,8624.815689527191,False,-0.0709406702167715,0.25,196441,0.0,0.0,7,0,0,10,21,21.0,22,32,22,222.0,30.0,16,10,22,1448,1.1133532469975762,21.113023029931355
11,22,0,0,0,10.000000000000002,11,10.0,28.487326731032052,19,31.42105263157895,5.7677496167680555,4,1.75,29.18937360737089,27,24.814814814814813,57.0,20,57.0,0,0.2,18383,6,23,1.0,715.2085148137372,False,0.12454871031544357,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,1,1.6140000000000003,18674.0,61,0,0.0,1737.7269305929551,False,-0.264005443253249,3,1.9580000000000004,17779,52,0,0.0,1481.3409900136667,False,-0.30253943076086187,0,0.2,36935,20,42,1.0,1341.3086838449385,False,0.07795833119080631,27,4.808000000000002,2150,249,0,0.0,1436.1696545752459,False,-0.917786939537705,14,0.8980000000000001,40361,240,0,0.0,7005.449665769013,False,-0.14078617788320485,6,0.9620000000000002,42709,310,0,0.0,9048.705818284976,False,-0.07478104426666497,0.25,194050,0.0,0.0,6,0,0,11,11,11.0,20,31,20,223.0,31.0,16,6,20,707,1.8360084220184945,22.94903145194985
12,20,0,0,0,10.000000000000002,9,10.0,29.810613437485475,29,34.41379310344828,5.6938154869639135,6,3.0,28.91291006114814,89,27.8876404494382,57.0,20,57.0,6,0.26,19159,5,10,1.0,348.1061343748548,False,0.16009919395064062,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,0,1.6130000000000004,18131.0,77,0,0.0,2295.4172346863816,False,-0.2739536543010888,6,2.0150000000000006,17138,65,0,0.0,1937.689873436556,False,-0.3180866592581525,0,0.2,37148,16,41,1.0,1276.5303602984964,False,0.08313550364470695,78,5.561000000000002,-4488,249,0,0.0,1417.7600562540144,False,-1.1083276951176113,8,0.9640000000000002,38707,281,0,0.0,8124.527727182627,False,-0.1622247583085284,12,1.0760000000000003,41450,358,0,0.0,10350.821801891034,False,-0.0866895672769287,0.25,184304,0.0,0.0,6,0,0,6,20,19.46153846153846,16,22,23,140.0,48.0,10,10,23,864,0.9579286600346677,23.906960111984517
13,23,0,0,0,10.000000000000002,9,10.0,30.160613838445112,13,33.30769230769231,5.7579662649224455,4,9.0,29.09854998583082,10,36.1,57.00000000000001,20,57.0,3,0.28400000000000003,19436,4,10,1.0,341.6061383844511,False,0.17652583673520703,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,4,1.6530000000000002,17894.0,82,0,0.0,2473.170334752499,False,-0.27953206163611466,0,2.0090000000000003,16850,73,0,0.0,2201.724810206493,False,-0.32396104375764523,0,0.2,37112,10,51,1.0,1541.6057119265963,False,0.08590273622551439,10,5.583000000000002,-4965,249,0,0.0,1433.7335999656889,False,-1.1217718626387994,10,1.056,38150,291,0,0.0,8467.67804587677,False,-0.1697745583252358,10,1.1640000000000001,41237,358,0,0.0,10417.280894927435,False,-0.09021095674004982,0.25,182773,0.0,0.0,4,0,0,11,11,10.6,20,31,26,218.0,57.0,16,7,26,378,1.0844881010125391,24.991448212997057
14,26,0,0,0,10.0,10,10.0,30.292100605430644,9,32.0,5.66466198482803,11,4.090909090909091,28.909838158858868,36,27.083333333333332,57.0,20,57.0,0,0.281,19624,4,11,1.0,373.2131066597371,False,0.18875526872666473,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,5,1.6990000000000003,17749.0,82,0,0.0,2483.952249645313,False,-0.2847898118923415,6,2.0690000000000004,16400,82,0,0.0,2483.952249645313,False,-0.33559386416515435,0,0.2,37097,5,61,1.0,1791.823437614531,False,0.08905898408551463,36,5.933000000000001,-13551,255,0,0.0,1444.4888061311478,False,-1.3677336351812883,10,1.146,37379,308,0,0.0,8904.23015292853,False,-0.1806014558683617,10,1.2540000000000004,40646,377,0,0.0,10899.008985889794,False,-0.09706950906064721,0.25,172403,0.0,0.0,4,0,0,15,15,194.73333333333332,19,34,22,276.0,63.0,19,7,22,388,1.1178239490254782,26.109272162022535
15,22,0,0,0,9.999999999999998,9,10.0,30.292100605430644,0,,5.618899892242405,5,4.0,28.774684991086172,41,27.634146341463413,56.99999999999999,20,57.0,0,0.281,19534,3,21,1.0,666.1341127140436,False,0.19214323770519173,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,5,1.7440000000000002,17609.0,82,0,0.0,2483.952249645313,False,-0.2900622858124258,0,2.0630000000000006,16400,82,0,0.0,2483.952249645313,False,-0.33559386416515435,0,0.2,37382,0,60,1.0,1726.4810994651702,False,0.0962919380190501,30,6.197000000000002,-15786,255,0,0.0,1432.8194725218134,False,-1.431966699069515,9,1.2260000000000002,36788,319,0,0.0,9179.124512156488,False,-0.18948576411670207,11,1.3540000000000003,39713,407,0,0.0,11711.296791372071,False,-0.10738970058008596,0.25,168699,0.0,0.0,5,0,0,7,10,10.0,20,27,20,176.0,30.0,12,10,20,395,0.870748356974218,26.980020518996753
16,20,0,0,0,10.0,11,10.0,30.620201632825243,11,34.0,5.496909485396135,10,3.5,28.11551636259715,57,24.087719298245613,56.99999999999999,20,57.0,0,0.281,19798,4,20,1.0,652.4040326565048,False,0.207572878267522,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,5,1.7890000000000004,17464.0,82,0,0.0,2510.85653389167,False,-0.29501644759741524,5,2.1130000000000004,15886,93,0,0.0,2847.6787518527476,False,-0.3481023094969919,0,0.2,37347,0,70,1.0,1968.0861453818004,False,0.09875144965576173,57,6.737000000000002,-21054,255,0,0.0,1401.7119187760145,False,-1.5834186791438398,10,1.3170000000000002,36040,335,0,0.0,9418.697981470044,False,-0.20179136567873257,10,1.4430000000000003,38678,448,0,0.0,12595.751330443523,False,-0.11900108391173995,0.25,161218,0.0,0.0,5,0,0,9,18,18.0,19,28,12,194.0,18.0,14,6,12,484,0.8143656069878489,27.7943861259846
17,12,0,0,0,10.0,12,10.0,31.915297239720616,46,35.06521739130435,5.615027521521532,9,7.666666666666667,28.105409691884812,16,27.875,56.99999999999999,20,57.0,26,0.5410000000000001,20525,6,10,1.0,379.15297239720616,False,0.24299888906082223,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,0,1.7840000000000003,16417.0,112,0,0.0,3574.513290848709,False,-0.31441808287484074,9,2.1980000000000004,15073,109,0,0.0,3478.767399129547,False,-0.3668367529256667,0,0.2,37394,0,77,0.9,2164.1165462751305,False,0.1029082804889515,14,6.820000000000001,-23156,255,0,0.0,1431.8320179879906,False,-1.6432403827038353,8,1.3870000000000005,35746,341,0,0.0,9583.944704932721,False,-0.20593186514531828,12,1.5530000000000004,38111,458,0,0.0,12872.277638883244,False,-0.12739929052434582,0.2375,157169,0.0,0.0,8,0,0,9,14,14.0,12,21,16,84.0,36.0,7,5,16,923,0.7138898990233429,28.508276025007945
18,16,0,0,0,10.0,11,10.0,32.157909582079846,16,34.3125,5.596513901981604,13,5.384615384615385,28.27886848957,2,58.0,57.0,20,57.0,6,0.5750000000000001,20832,7,10,1.0,391.57909582079844,False,0.261793552229847,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,12,1.9040000000000006,15779.0,119,0,0.0,3826.7912402675015,False,-0.33369503935021466,1,2.1990000000000007,14749,118,0,0.0,3794.6333306854217,False,-0.37309092511796366,0,0.2,37440,3,85,1.0,2420.493363319395,False,0.10790135531903057,0,6.806000000000001,-25008,255,0,0.0,1427.111045005309,False,-1.696395243865658,12,1.4990000000000003,35468,341,0,0.0,9643.09415494337,False,-0.21079808275113746,8,1.6210000000000004,37850,460,0,0.0,13008.279505202201,False,-0.13117980543767804,0.25,154169,0.0,0.0,6,0,0,9,13,12.666666666666666,18,27,18,176.0,14.0,13,3,18,478,0.8360206329962239,29.34429665800417
19,18,0,0,0,10.0,8,10.0,32.157909582079846,0,,5.63226888231425,6,6.5,28.579301929382872,29,31.79310344827586,56.99999999999999,20,57.0,0,0.5690000000000002,20752,5,20,1.0,693.1581916415969,False,0.26604134988423633,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,1,1.9020000000000004,15751.0,119,0,0.0,3826.7912402675015,False,-0.33474953413423153,5,2.2480000000000007,14624,118,0,0.0,3794.6333306854217,False,-0.377798491118039,0,0.2,37631,0,91,0.9,2600.7164755738413,False,0.11595936013836258,26,7.066000000000002,-27971,255,0,0.0,1436.2285649901337,False,-1.781198352276126,12,1.6070000000000002,34610,353,0,0.0,10088.493581072154,False,-0.2232425066984765,8,1.6930000000000003,37364,477,0,0.0,13632.32702031563,False,-0.13458769641813453,0.2375,149820,0.0,0.0,4,0,0,10,13,13.0,16,26,17,153.0,53.0,12,6,17,310,0.8334181240061298,30.177714782010298
20,17,0,0,0,10.0,9,10.0,32.194089255844055,25,32.4,5.286653598621146,18,2.6666666666666665,29.932992835376155,34,42.088235294117645,57.00000000000001,20,57.0,5,0.6190000000000002,21358,4,10,1.0,361.94089255844057,False,0.2924674735241057,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,14,2.0410000000000004,14896.0,131,0,0.0,4217.425692515571,False,-0.3595935357113025,4,2.283000000000001,14050,131,0,0.0,4217.425692515571,False,-0.39145434239981225,0,0.2,38281,8,91,1.0,2766.1955768081993,False,0.1369631883392793,24,7.28,-30958,255,0,0.0,1348.0966676483922,False,-1.8680832329924841,7,1.6650000000000003,33195,385,0,0.0,11524.20224161982,False,-0.23689837376721498,13,1.8150000000000006,36929,479,0,0.0,14337.903568145179,False,-0.1361980806630117,0.25,144810,0.0,0.0,7,0,0,8,16,15.083333333333332,18,26,15,165.0,29.0,12,5,15,1094,0.8279383339686319,31.00565311597893
21,15,1,4,1,10.0,9,10.0,32.194089255844055,0,,4.99270093740192,19,2.8421052631578947,31.85579989235235,15,71.0,57.00000000000001,20,57.0,0,0.6140000000000001,21268,3,20,1.0,673.8817851168811,False,0.29642609616312265,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,12,2.1470000000000002,14480.0,131,0,0.0,4217.425692515571,False,-0.3752603153595531,7,2.3490000000000006,13827,131,0,0.0,4217.425692515571,False,-0.3998526401439466,0,0.2,39292,17,86,1.0,2824.474706678135,False,0.16677857459551312,0,7.256,-33434,255,0,0.0,1273.1387390374896,True,-1.9401315894766167,10,1.7580000000000005,31924,400,0,0.0,12742.31995694094,False,-0.24986464558048865,10,1.9020000000000001,36728,479,0,0.0,15258.928148436777,False,-0.13111468777852753,0.25,174578,0.0,0.1,6,0,0,8,14,14.0,13,21,16,145.0,40.0,10,5,16,1155,0.7935031079687178,31.799156223947648
22,16,2,0,0,10.0,11,10.0,32.86107483940978,39,35.43589743589744,4.88879032053673,11,3.5454545454545454,32.523036220510555,5,71.0,57.00000000000001,20,57.0,19,0.8040000000000003,22045,4,10,1.0,368.6107483940978,False,0.33389171162298537,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,5,2.1850000000000005,13328.0,159,0,0.0,5224.910899466156,False,-0.3996740311929696,6,2.4020000000000006,13272,142,0,0.0,4666.272627196189,False,-0.41230232690851903,0,0.2,39608,18,91,1.0,3047.5945218361217,False,0.17903449122622422,0,7.256,-33434,255,0,0.0,1246.641531736866,True,-1.9405113579697173,8,1.8280000000000003,31444,405,0,0.0,13171.829669306775,False,-0.2550603350638892,12,2.0120000000000005,36474,479,0,0.0,15578.534349624555,False,-0.1329598406532236,0.25,173230,0.0,0.1,7,0,0,6,13,12.727272727272727,21,27,17,156.0,29.0,12,4,17,1077,0.750936268013902,32.55009249196155
23,17,0,0,0,9.999999999999998,8,10.0,32.86107483940978,0,,4.936452615288358,9,5.666666666666667,32.523036220510555,0,,57.00000000000001,20,57.0,0,0.7850000000000001,21965,2,20,1.0,677.2214967881956,False,0.338350479951641,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,4,2.2200000000000006,13236.0,159,0,0.0,5224.910899466156,False,-0.40313879976902506,5,2.4460000000000006,13127,142,0,0.0,4666.272627196189,False,-0.4177631034686064,0,0.2,39557,17,101,1.0,3368.746352731468,False,0.18217546225895012,0,7.256000000000003,-33434,255,0,0.0,1258.7954168985314,True,-1.940337163663095,9,1.9100000000000004,31273,405,0,0.0,13171.829669306775,False,-0.25840992664877493,11,2.1100000000000003,36232,479,0,0.0,15578.534349624555,False,-0.13770019833475777,0.25,172449,0.0,0.1,3,0,0,6,9,9.0,20,26,16,180.0,41.0,12,5,16,80,0.8071346170036122,33.35722710896516
24,16,1,0,0,9.999999999999998,14,10.0,32.44426150443258,16,28.0,4.921914323298044,1,3.0,32.173729823259535,7,19.0,57.00000000000001,20,57.0,0,0.7850000000000001,22273,6,14,1.0,514.2196610620562,False,0.3519417840102628,0,0.2,17059,0,0,0.0,0.0,False,0.023642364236423644,1,2.2260000000000004,12967.0,167,0,0.0,5418.191671240241,False,-0.4096299538424991,0,2.4410000000000007,12919,150,0,0.0,4866.639225664887,False,-0.4218235373467238,0,0.2,39687,8,104,1.0,3385.443216205376,False,0.1861411915410963,0,7.256000000000003,-33434,255,0,0.0,1255.088152441001,True,-1.940390297648899,11,2.0110000000000006,31032,405,0,0.0,13030.360578420112,False,-0.2645162623805596,9,2.1890000000000005,35947,486,0,0.0,15636.432694104134,False,-0.14271578721176728,0.25,171884,0.0,0.1,8,0,0,7,8,8.0,15,22,17,98.0,54.0,8,8,17,721,0.7400886410032399,34.0973157499684
