index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,39,0,0,0,10.000000000000002,20,10.0,4.855799950995707,10,2.8,27.028199432194278,2,36.0,29.582802958294636,16,36.8125,43.0,20,43.0,0,0.659,12651,114,0,0.0,1140.0000000000002,False,-0.11077481840193705,10,0.8760000000000001,12238,106,0,0.0,1060.0000000000002,False,-0.14124293785310735,0,0.2,21526,0,47,1.0,1270.325373313131,False,0.03989313906698719,0,0.2,21450,0,58,0.0,1567.635567067268,False,0.043302415819700416,13,0.5820000000000001,28866,0,2,0.2,59.16560591658927,False,-0.021748838683787144,0,0.2,29538,0,0,0.0,0.0,False,0.0,7,0.81,33665,51,0,0.0,1508.7229508730263,False,-0.047320394269520005,12,0.8150000000000002,35065,0,2,0.2,86.0,False,-0.028259846660577376,0.175,194999,0.0,0.0,15,0,0,14,19,19.0,22,36,41,175.0,93.0,13,26,41,405,1.4512839699164033,19.51669122837484
11,41,0,0,0,10.000000000000002,20,10.0,4.456232128388817,16,2.125,27.028199432194278,0,,31.760658134437037,8,49.0,43.00000000000001,20,43.0,6,0.7190000000000001,12383,129,0,0.0,1290.0000000000002,False,-0.12375571697605596,10,0.9660000000000002,11972,111,0,0.0,1110.0000000000002,False,-0.1574522464352973,0,0.2,21526,0,47,0.0,1270.325373313131,False,0.03989313906698719,0,0.2,21416,6,68,1.0,1864.6549541595439,False,0.04867568284359122,6,0.6290000000000002,29030,0,0,0.0,0.0,False,-0.01719818538831336,0,0.2,29538,0,0,0.0,0.0,False,0.0,10,0.9030000000000002,33502,51,0,0.0,1619.7935648562889,False,-0.05029486610678008,8,0.8830000000000002,34641,0,8,0.8,344.00000000000006,False,-0.036425032522350465,0.225,194008,0.0,0.0,12,0,0,14,16,15.75,25,39,38,263.0,78.0,18,23,38,286,1.3595931278541684,20.876284356229007
12,38,0,0,0,10.000000000000002,20,10.0,4.203552508791939,19,2.8947368421052633,27.796333172666067,3,36.0,31.790088086773405,9,32.0,43.0,20,43.0,14,0.8530000000000002,11996,137,0,0.0,1370.0000000000002,False,-0.14709443099273609,5,1.0060000000000002,11762,123,0,0.0,1230.0000000000002,False,-0.16754102771051924,0,0.2,21580,0,53,0.8,1473.2056581513016,False,0.04718703153656099,0,0.2,21415,7,77,1.0,2169.7425218568305,False,0.05578674210165716,9,0.7130000000000001,28868,0,3,0.3,95.37026426032021,False,-0.021068280447892263,0,0.2,29538,0,0,0.0,0.0,False,0.0,11,1.0030000000000001,33032,60,0,0.0,1907.4052852064044,False,-0.0593234619667524,1,0.8850000000000002,34977,0,0,0.0,0.0,False,-0.03188574275512746,0.2625,193168,0.0,0.0,16,0,0,16,11,11.0,19,35,42,182.0,98.0,13,25,42,652,1.5291957268491387,22.405480083078146
13,42,0,0,0,10.000000000000002,20,10.0,4.0557977891692225,11,2.6363636363636362,28.28557864827956,2,36.0,33.99187615195888,5,63.0,43.00000000000001,20,43.0,9,0.929,11739,145,0,0.0,1450.0000000000002,False,-0.1616895345708905,2,1.0210000000000004,11602,135,0,0.0,1350.0000000000002,False,-0.17426688189400052,0,0.2,21598,0,58,0.6,1640.5635616002146,False,0.05195822724415117,0,0.2,21440,2,86,1.0,2440.6713593303807,False,0.06331639433462483,2,0.7240000000000002,29035,0,2,0.2,67.98375230391775,False,-0.015878127288511124,0,0.2,29538,0,0,0.0,0.0,False,0.0,12,1.1120000000000003,32497,65,0,0.0,2209.471949877327,False,-0.06995112029287645,8,0.9640000000000002,34861,0,0,0.0,0.0,False,-0.03509645990755349,0.225,192310,0.0,0.0,13,0,0,12,15,14.4,27,39,39,235.0,79.0,17,25,39,272,2.5119901038706303,24.917470186948776
14,39,0,0,0,10.000000000000002,20,10.0,3.6988416732876583,15,1.2,28.532975338144514,1,36.0,33.748912552948916,2,26.0,43.00000000000001,20,43.0,5,0.9700000000000002,11529,156,0,0.0,1560.0000000000002,False,-0.1721146085552865,10,1.1190000000000002,11292,144,0,0.0,1440.0000000000002,False,-0.192090395480226,0,0.2,21591,0,65,0.7,1854.6433969793934,False,0.05665251271595407,0,0.2,21465,0,95,1.0,2710.6326571237287,False,0.07082334609177725,0,0.7220000000000002,29051,0,1,0.1,33.748912552948916,False,-0.015915957198304787,0,0.2,29538,0,0,0.0,0.0,False,0.0,11,1.2100000000000002,32254,67,0,0.0,2261.177141047577,False,-0.07596145560287335,9,1.046,34726,0,0,0.0,0.0,False,-0.038833070386669985,0.225,191446,0.0,0.0,12,0,0,7,13,13.0,25,32,40,156.0,103.0,11,28,40,288,1.282237901352346,26.199708088301122
15,40,0,0,0,10.000000000000002,20,10.0,3.622672284267202,10,2.8,29.029714694066037,2,36.0,33.61733147362801,11,32.90909090909091,43.00000000000001,20,43.0,9,1.0550000000000002,11248,166,0,0.0,1660.0000000000002,False,-0.18765133171912832,1,1.119,11174,154,0,0.0,1540.0000000000002,False,-0.19666397632499327,0,0.2,21568,0,72,0.7,2090.139457972755,False,0.06109848101855278,0,0.2,21532,0,96,0.3,2786.8526106303398,False,0.07575553964221153,10,0.8220000000000001,28933,0,2,0.2,67.23466294725603,False,-0.019343986340523065,0,0.2,29538,0,0,0.0,0.0,False,0.0,10,1.2990000000000002,31771,77,0,0.0,2588.534523469357,False,-0.08479982114825553,10,1.137,34514,0,1,0.1,43.00000000000001,False,-0.04410584295164549,0.1625,190278,0.0,0.0,12,0,0,6,18,17.88888888888889,25,31,38,158.0,118.0,11,29,38,272,1.1422024052590132,27.341910493560135
16,38,0,0,0,10.000000000000002,20,10.0,3.461848220775001,11,1.9090909090909092,29.725404251774254,3,36.0,33.35208126741992,5,30.0,43.0,20,43.0,10,1.1460000000000004,10938,176,0,0.0,1760.0000000000002,False,-0.20513855259617972,1,1.1280000000000001,11054,164,0,0.0,1640.0000000000002,False,-0.20137207425343018,0,0.2,21583,1,81,1.0,2411.21959261449,False,0.06933554485041744,0,0.2,21604,0,94,0.0,2794.18799966678,False,0.07930617989927215,3,0.8420000000000001,28861,0,3,0.3,100.05624380225976,False,-0.021225942111817647,0,0.2,29538,0,0,0.0,0.0,False,0.0,7,1.3590000000000002,31526,82,0,0.0,2734.8706639284333,False,-0.08955588773660444,12,1.247,34346,0,0,0.0,0.0,False,-0.04935093692047939,0.1625,189450,0.0,0.0,15,0,0,16,13,12.6,23,39,39,226.0,89.0,16,22,39,351,1.336045534349978,28.677956027910113
17,39,0,0,0,10.000000000000002,20,10.0,3.205153726071246,15,1.4,29.949081826727035,1,36.0,31.626565390513477,11,22.0,43.00000000000001,20,43.0,6,1.1960000000000002,10718,186,0,0.0,1860.0000000000002,False,-0.21657250470809794,9,1.217,10759,174,0,0.0,1740.0000000000002,False,-0.21785041700295937,0,0.2,21610,0,88,0.8,2635.519200751979,False,0.07586502746825537,0,0.2,21592,0,102,0.8,3054.8063463261574,False,0.0848577341824916,8,0.9190000000000003,28745,0,1,0.1,31.626565390513477,False,-0.026311419774688302,0,0.2,29538,0,0,0.0,0.0,False,0.0,13,1.482,31125,87,0,0.0,2751.5111889746727,False,-0.10042471160321806,7,1.3050000000000002,34145,0,6,0.6,258.00000000000006,False,-0.05134379584267486,0.2875,188232,0.0,0.0,12,0,0,8,18,17.4,28,36,38,241.0,78.0,16,23,38,236,1.2197330594062805,29.897689087316394
18,38,0,0,0,10.000000000000002,20,10.0,3.097422473648086,7,1.4285714285714286,30.393238568097413,2,36.0,33.00767606329139,6,48.0,43.00000000000001,20,43.0,4,1.2300000000000002,10538,196,0,0.0,1960.0000000000005,False,-0.2253161151466236,3,1.2380000000000002,10602,184,0,0.0,1840.0000000000002,False,-0.22504708097928436,0,0.2,21636,0,94,0.7,2856.964425401157,False,0.08228061624046638,0,0.2,21628,0,101,0.0,3069.7170953778386,False,0.08689683955182395,5,0.9610000000000003,28762,0,2,0.2,66.01535212658278,False,-0.025153778994404123,0,0.2,29538,0,0,0.0,0.0,False,0.0,10,1.569,30957,87,0,0.0,2871.667817506351,False,-0.10341183235757494,4,1.3380000000000003,34071,0,6,0.6,258.00000000000006,False,-0.05339201195715353,0.1875,187732,0.0,0.0,14,0,0,4,13,12.666666666666666,30,34,38,167.0,85.0,12,26,38,530,1.202094554901123,31.099783642217517
19,38,0,0,0,10.000000000000002,20,10.0,3.066005182460699,4,2.25,31.004394288701445,3,36.0,31.796231627780458,12,25.333333333333332,43.00000000000001,20,43.0,1,1.2360000000000002,10441,204,0,0.0,2040.0000000000005,False,-0.22914985203120797,3,1.2650000000000003,10424,196,0,0.0,1960.0000000000005,False,-0.2329835889157923,0,0.2,21701,0,94,0.2,2914.4130631379358,False,0.08667854777199421,0,0.2,21662,0,102,0.2,3162.4482174475474,False,0.09066792307839963,10,1.056,28552,0,3,0.3,95.38869488334137,False,-0.03176605229055219,0,0.2,29538,0,0,0.0,0.0,False,0.0,6,1.6190000000000002,30581,99,0,0.0,3147.8269311502654,False,-0.10999713621813133,8,1.4140000000000001,34209,0,0,0.0,0.0,False,-0.0531429045918791,0.0875,187108,0.0,0.0,16,0,0,6,13,12.3,27,33,33,183.0,86.0,13,25,33,523,1.1084601748734713,32.20824381709099
20,33,0,0,0,10.000000000000002,20,10.0,2.9159473274969394,17,2.0588235294117645,31.5440730832436,3,36.0,31.81266089679066,6,32.0,43.000000000000014,20,43.0,7,1.3050000000000002,10208,213,0,0.0,2130.0000000000005,False,-0.2417944578961528,10,1.362,10110,207,0,0.0,2070.0000000000005,False,-0.2504035512510089,0,0.2,21761,0,98,0.6,3091.3191621578726,False,0.09364457702965308,0,0.2,21675,1,111,1.0,3504.3080595675365,False,0.0992986734448767,3,1.0760000000000003,28522,0,3,0.3,95.43798269037198,False,-0.03278085884808763,0,0.2,29538,0,0,0.0,0.0,False,0.0,12,1.733,30161,105,0,0.0,3340.3293941630195,False,-0.11895804763260791,8,1.4860000000000002,34099,0,0,0.0,0.0,False,-0.056187550167455504,0.23750000000000002,186074,0.0,0.0,12,0,0,3,17,16.5,30,33,33,167.0,71.0,12,21,33,308,1.0046882228925824,33.21293203998357
21,33,0,0,0,10.000000000000002,20,10.0,2.8257954947368877,10,1.9,31.71550173421784,1,36.0,31.455491591630672,13,29.615384615384617,43.000000000000014,20,43.0,6,1.358,9991,223,0,0.0,2230.0000000000005,False,-0.25302663438256656,4,1.3920000000000003,9930,217,0,0.0,2170.0000000000005,False,-0.25914716168953456,0,0.2,21794,0,100,0.3,3171.5501734217837,False,0.09707545805972932,0,0.2,21659,0,119,0.8,3774.144706371923,False,0.10487881156144536,10,1.1730000000000003,28473,0,1,0.1,31.455491591630672,False,-0.03552279281617526,0,0.2,29538,0,0,0.0,0.0,False,0.0,11,1.8310000000000002,29579,118,0,0.0,3711.7480078124195,False,-0.12992681768368317,9,1.568,33959,0,0,0.0,0.0,False,-0.060062553627280024,0.15000000000000002,184923,0.0,0.0,12,0,0,4,16,15.25,30,34,36,187.0,68.0,12,21,36,236,1.0610114866867661,34.27394352667034
22,36,0,0,0,10.000000000000002,20,10.0,2.594290303644552,21,1.4761904761904763,32.05294875590023,2,36.0,31.470212522849753,2,32.0,43.000000000000014,20,43.0,16,1.5120000000000005,9507,232,0,0.0,2320.0000000000005,False,-0.2825531342480495,5,1.4380000000000002,9723,228,0,0.0,2280.0000000000005,False,-0.26937046004842613,0,0.2,21783,0,107,0.7,3429.665516881325,False,0.1026152108507654,0,0.2,21711,4,127,1.0,4081.101653213908,False,0.11452070886429334,1,1.1730000000000005,28427,0,2,0.2,62.940425045699506,False,-0.03654715239613886,0,0.2,29538,0,0,0.0,0.0,False,0.0,10,1.9200000000000004,29347,120,0,0.0,3776.4255027419704,False,-0.1354531608577324,10,1.6590000000000003,33793,0,0,0.0,0.0,False,-0.06465720058678624,0.2375,183829,0.0,0.0,14,0,0,4,18,17.5,29,33,35,207.0,63.0,15,21,35,272,1.1642274921759963,35.43817101884633
23,35,0,0,0,10.000000000000002,20,10.0,2.575384430362165,21,2.4761904761904763,32.37056462055834,2,36.0,31.470212522849753,0,,43.000000000000014,20,43.0,7,1.566,9233,245,0,0.0,2450.0000000000005,False,-0.2966101694915254,14,1.5730000000000004,9349,235,0,0.0,2350.0000000000005,False,-0.29217110573042776,0,0.2,21813,0,112,0.6,3625.503237502534,False,0.10861769127451863,0,0.2,21701,9,136,1.0,4425.575248269193,False,0.12213352841887264,0,1.1720000000000002,28355,0,4,0.2,125.88085009139901,False,-0.03791927601578641,0,0.2,29538,0,0,0.0,0.0,False,0.0,9,2.0000000000000004,29206,120,0,0.0,3776.4255027419704,False,-0.13935584291369854,11,1.7590000000000001,33596,0,0,0.0,0.0,False,-0.07010988402668217,0.225,182791,0.0,0.0,13,0,0,7,18,18.0,27,34,32,203.0,63.0,14,21,32,272,1.1300458954647183,36.56821691431105
24,32,0,0,0,10.000000000000002,20,10.0,2.5976814770986176,14,2.7857142857142856,32.525875642426996,1,36.0,31.470212522849753,0,,43.000000000000014,20,43.0,9,1.649,8956,253,0,0.0,2530.0000000000005,False,-0.3125504439063761,5,1.6090000000000002,9154,247,0,0.0,2470.0000000000005,False,-0.3012510088781275,0,0.2,21779,0,121,0.9,3935.6309527336666,False,0.11429850670390088,0,0.2,21732,4,145,1.0,4726.642694060309,False,0.1306518392862914,0,1.1720000000000002,28319,0,5,0.1,157.35106261424878,False,-0.03860533782561031,0,0.2,29538,0,0,0.0,0.0,False,0.0,10,2.0910000000000006,29042,120,0,0.0,3776.4255027419704,False,-0.14389513268092155,10,1.8480000000000003,33440,0,0,0.0,0.0,False,-0.07442774502477234,0.25,181960,0.0,0.0,9,0,0,2,14,14.0,25,27,33,112.0,83.0,8,24,33,236,0.9426794219762087,37.51089633628726
25,33,0,0,0,10.000000000000002,20,10.0,2.515763934432121,15,1.8666666666666667,32.68356146642641,1,36.0,32.52434116027416,13,37.92307692307693,43.000000000000014,13,43.0,8,1.7200000000000002,8709,262,0,0.0,2620.0000000000005,False,-0.32613666935700836,7,1.6740000000000004,8896,258,0,0.0,2580.0000000000005,False,-0.3149044928705946,0,0.2,21793,2,130,1.0,4253.894518504298,False,0.12242256389902627,0,0.2,21726,0,152,0.7,4967.901342896815,False,0.13603071988402274,8,1.2520000000000002,28452,0,1,0.1,32.52434116027416,False,-0.036215648636328264,0,0.2,29538,0,0,0.0,0.0,False,0.0,13,2.2110000000000007,28661,122,0,0.0,3967.9696215534477,False,-0.1517898416569314,0,1.8380000000000003,33073,1,10,1.0,462.5243411602743,False,-0.07818477758642266,0.35,180848,0.0,0.0,12,0,0,6,13,13.0,27,33,37,164.0,72.0,12,21,37,321,1.127261326648295,38.638157662935555
