index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,32,0,0,0,10.000000000000002,20,10.0,21.436107033359185,3,10.0,39.64752659037183,5,41.0,48.62967807077013,13,54.46153846153846,51.000000000000014,20,51.0,3,1.7419999999999998,48363,207,0,0.0,2070.0000000000005,False,-0.04293408765063742,0,0.2,52728,3,93,1.0,2023.5579541024042,False,0.041186092475901936,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,76929,101,35,1.0,3552.7102410322923,False,0.018575839530427712,10,0.786,94547,0,5,0.5,243.14839035385066,False,0.004206701832749178,0,1.0190000000000001,94343,0,6,0.0,291.7780684246208,False,0.0023006728849743825,2,0.6880000000000002,123050,47,10,1.0,2795.594869326196,False,-0.014688507520303599,0,0.6860000000000002,124079,23,12,1.0,1730.4825956277132,False,-0.010757928965948077,0.5625,691734,0.0,0.0,15,0,0,15,3,2.5,11,26,28,174.0,84.0,13,19,28,1389,5.041728147305548,71.09755069110543
21,28,0,0,0,10.000000000000002,20,10.0,21.436107033359185,0,,39.117411284282795,5,28.0,48.860148656232134,6,56.0,51.00000000000001,20,51.0,0,1.739,48283,215,0,0.0,2150.0000000000005,False,-0.04370907118223738,0,0.2,52608,5,103,1.0,2257.919024435996,False,0.04113146650556043,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,77069,91,40,1.0,3515.3821914069977,False,0.020146125219405977,0,0.7760000000000002,94575,0,7,0.5,342.02104059362495,False,0.005028115668457353,0,1.0190000000000001,94511,0,3,0.0,146.5804459686964,False,0.003312650871778956,1,0.6960000000000002,123214,43,10,1.0,2610.9863922179816,False,-0.014120858601070523,0,0.6860000000000002,124538,13,13,1.0,1298.181932531018,False,-0.008835174411807296,0.5625,692493,0.0,0.0,16,0,0,12,1,0.3333333333333333,12,24,30,150.0,99.0,10,18,30,1543,2.2014400186017156,73.29899070970714
22,30,0,0,0,10.000000000000002,20,10.0,20.641968482527524,9,9.0,39.474028956517365,10,43.0,49.016471502433916,61,49.459016393442624,51.00000000000001,20,51.0,9,1.829,48067,224,0,0.0,2240.0000000000005,False,-0.04702212577982718,0,0.2,52498,6,113,1.0,2392.54243852561,False,0.040304398404750696,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,77418,90,40,1.0,3436.7383216881717,False,0.02415386515910555,35,1.1260000000000003,94463,0,0,0.0,0.0,False,0.002026052274270197,16,1.179,94460,0,10,1.0,490.16471502433916,False,0.004593965944418022,0,0.6950000000000001,121790,75,10,1.0,4186.235362682544,False,-0.019159341572715812,0,0.6860000000000002,123965,22,13,1.0,1741.3623730535464,False,-0.011617450206829874,0.625,690356,0.0,0.0,17,0,0,17,4,3.473684210526316,10,27,36,141.0,99.0,12,18,36,1650,2.2862439565360546,75.5852346662432
23,36,0,0,0,10.000000000000002,20,10.0,20.641968482527524,0,,39.61534177345643,10,41.0,49.114683457876104,3,56.0,51.00000000000001,20,51.0,0,1.8200000000000005,47937,237,0,0.0,2370.0000000000005,False,-0.048281474018677106,0,0.2,52428,3,123,1.0,2568.9621233508856,False,0.040657206604321317,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,77828,80,40,1.0,3235.971149540459,False,0.028160807231399302,3,1.1210000000000002,94294,0,5,0.5,245.57341728938053,False,0.0015358400017469996,0,1.1630000000000003,94255,0,15,0.5,736.7202518681415,False,0.0037270889122333764,1,0.7050000000000001,122290,65,10,1.0,3702.454424761947,False,-0.017115767540114114,0,0.6860000000000002,124256,15,14,1.0,1450.7202518681415,False,-0.010464041820589654,0.625,690983,0.0,0.0,15,0,0,16,2,1.3333333333333333,14,30,38,258.0,135.0,16,20,38,1477,2.2091262880712748,77.79436095431447
24,38,0,0,0,10.000000000000002,20,10.0,20.641968482527524,0,,38.410913039774805,5,15.0,47.79513914293386,13,28.307692307692307,51.0,20,51.0,0,1.8200000000000003,47847,246,0,0.0,2460.0000000000005,False,-0.04915333049172705,0,0.2,52318,4,133,1.0,2785.3818081761606,False,0.040622523038091954,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,77903,70,45,1.0,3173.428880566793,False,0.028726730170614657,0,1.1180000000000003,94462,0,2,0.0,95.59027828586773,False,0.0025224365574395137,0,1.1630000000000003,94380,0,10,0.5,477.9513914293386,False,0.0036805806147602116,0,0.7040000000000002,122632,58,10,1.0,3282.118070290164,False,-0.016071993261085795,0,0.6860000000000002,124566,15,14,1.0,1430.927087144008,False,-0.008087982521618667,0.5625,691803,0.0,0.0,17,0,0,16,0,0.0,12,28,39,215.0,129.0,15,23,39,1663,2.2598842000588775,80.05424515437335
25,39,0,0,0,10.000000000000002,20,10.0,21.30893774652379,11,29.0,38.647541701212276,5,43.0,47.79513914293386,0,,51.00000000000001,20,51.0,0,1.8200000000000003,47767,254,0,0.0,2540.0000000000005,False,-0.049928314023327,0,0.2,52517,6,132,1.0,2872.7797825411403,False,0.04532471599315244,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,77799,71,50,1.0,3445.311665063803,False,0.029140103954081863,0,1.1180000000000003,94247,0,7,0.5,334.56597400053704,False,0.001509281515193007,0,1.1630000000000003,94380,0,10,0.0,477.9513914293386,False,0.0036805806147602116,2,0.7240000000000002,123122,48,10,1.0,2804.1666788608254,False,-0.01408451628678332,0,0.6860000000000002,124974,5,16,1.0,1054.9756957146694,False,-0.0063459470649364046,0.5625,692501,0.0,0.0,15,0,0,14,1,0.5,13,27,37,179.0,128.0,13,26,37,1550,2.198904763907194,82.25314991828054
26,37,0,0,0,10.000000000000002,20,10.0,20.370137571818066,58,18.362068965517242,38.88938675271782,10,41.0,47.79513914293386,0,,51.00000000000001,20,51.0,49,2.3100000000000005,46547,264,0,0.0,2640.0000000000005,False,-0.07259658232262564,0,0.2,52678,6,133,1.0,2769.2282970518027,False,0.04744089100875537,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,77144,119,50,1.0,4368.515708682241,False,0.026637218252117532,0,1.118,94247,0,7,0.0,334.56597400053704,False,0.001509281515193007,0,1.1630000000000003,93970,0,20,1.0,955.9027828586773,False,0.001866422600871253,0,0.7220000000000002,123632,38,10,1.0,2326.215287431487,False,-0.011938689946274068,0,0.6860000000000002,125484,0,11,0.5,561.0000000000001,False,-0.004263556685114368,0.5625,691397,0.0,0.0,19,0,0,17,5,5.0,12,29,36,195.0,186.0,15,22,36,1891,2.184032391756773,84.43718231003731
27,36,0,0,0,10.000000000000002,20,10.0,20.0334529257197,5,9.0,37.388055734510054,14,28.0,47.79513914293386,0,,51.0,20,51.0,5,2.3110000000000004,46387,273,0,0.0,2730.0000000000005,False,-0.07482465997597551,0,0.2,52568,7,143,1.0,2934.783768377917,False,0.046913470844905665,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,77491,114,46,1.0,4003.6641973195083,False,0.02876707776187076,0,1.1180000000000003,93855,4,17,1.0,962.0695883679159,False,0.0006792557088420451,0,1.1630000000000003,93970,0,20,0.0,955.9027828586773,False,0.001866422600871253,3,0.7520000000000002,124108,28,10,1.0,1848.2638960021482,False,-0.010062057528316258,0,0.6860000000000002,125841,0,4,0.0,204.0,False,-0.0028502885917199117,0.5,691915,0.0,0.0,13,0,0,18,3,2.2,10,28,31,174.0,114.0,13,23,31,1255,1.9318918054923415,86.36907411552966
28,31,0,0,0,10.000000000000002,20,10.0,20.0334529257197,0,,37.388055734510054,0,,48.02207665046103,6,55.0,51.0,20,51.0,0,2.3060000000000005,46257,286,0,0.0,2860.0000000000005,False,-0.07608400821482543,0,0.2,52498,4,153,1.0,3105.1182976351142,False,0.04720733035257015,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,77491,104,56,1.0,4177.2102254074125,False,0.02989006228424623,0,1.1180000000000003,94185,0,15,0.4,720.3311497569155,False,0.0028976321164126593,0,1.1630000000000003,93970,0,20,0.0,960.4415330092206,False,0.0018904952319311705,0,0.7490000000000001,124402,21,11,1.0,1569.4636096596817,False,-0.008838018061092393,7,0.7560000000000002,125773,0,3,0.3,153.0,False,-0.0035905718787360556,0.4625,692271,0.0,0.0,14,0,0,11,3,2.75,11,22,33,101.0,145.0,7,24,33,1142,1.8997689066454768,88.26884302217513
29,33,0,0,0,10.000000000000002,20,10.0,19.967861499637998,1,10.0,37.67916262124335,5,43.0,48.96712348385781,31,54.193548387096776,51.0,20,51.0,1,2.3160000000000003,46164,294,0,0.0,2940.0000000000005,False,-0.07711086139419537,0,0.2,52378,6,163,1.0,3314.761424440994,False,0.046913254392616274,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,77696,95,61,1.0,4195.375762361455,False,0.03266064295561959,0,1.118,94515,0,9,0.0,440.7041113547203,False,0.004915054901533417,5,1.2130000000000003,94885,0,5,0.5,244.83561741928906,False,0.007801020543848137,0,0.7490000000000001,124798,14,10,1.0,1195.5397287740093,False,-0.007182965848895039,6,0.8090000000000002,124351,18,10,1.0,1391.4082227094405,False,-0.009946682886750777,0.5625,692482,0.0,0.0,17,0,0,14,3,2.333333333333333,12,26,51,161.0,160.0,12,21,51,1999,2.297163444571197,90.56600646674633
30,51,0,0,0,10.000000000000002,20,10.0,19.89598068580624,1,10.0,37.56367345360835,16,36.9375,47.77843528484405,29,40.310344827586206,51.00000000000001,20,51.0,1,2.325,46021,307,0,0.0,3070.0000000000005,False,-0.07862207928081529,0,0.2,52308,3,173,1.0,3472.0046586444796,False,0.04708029467435657,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78277,86,55,1.0,3777.056378927796,False,0.03747286384708043,10,1.2180000000000002,94595,0,5,0.5,238.89217642422025,False,0.004693292687246538,5,1.2580000000000002,94679,1,10,1.0,515.3480263020489,False,0.0070505984083400215,2,0.7690000000000001,124363,26,10,1.0,1752.2393174059453,False,-0.008423238888205585,0,0.8030000000000002,124515,15,12,1.0,1328.676529272661,False,-0.008896556181275729,0.6875,692453,0.0,0.0,18,0,0,25,6,4.583333333333333,12,37,46,338.0,225.0,21,30,46,1899,2.6604088628664613,93.22641532961279
31,46,0,0,0,10.000000000000002,20,10.0,19.89598068580624,0,,37.56367345360835,0,,47.630439506969836,24,46.458333333333336,51.00000000000001,20,51.0,0,2.3240000000000007,45891,320,0,0.0,3200.0000000000005,False,-0.0798814275196652,0,0.2,52238,0,183,1.0,3640.9644655025418,False,0.047360836841773044,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78277,76,65,1.0,3953.7333066058172,False,0.03861610784654979,8,1.2880000000000003,94951,0,0,0.0,0.0,False,0.007202562797012898,1,1.2630000000000003,95042,0,1,0.1,47.630439506969836,False,0.008420477127391803,0,0.7670000000000001,124196,30,12,1.0,2040.913185209095,False,-0.008602672995854833,0,0.8030000000000002,124587,15,10,1.0,1224.4565926045475,False,-0.008739077485869112,0.5125,692877,0.0,0.0,14,0,0,16,2,0.890909090909091,18,34,43,326.0,201.0,21,25,43,1388,2.8754476327449083,96.1018629623577
32,43,0,0,0,10.000000000000002,20,10.0,20.432918454548126,30,22.666666666666668,38.27847101649739,14,43.0,47.630439506969836,0,,51.000000000000014,20,51.0,19,2.5140000000000007,45705,331,0,0.0,3310.0000000000005,False,-0.08241949858565506,0,0.2,52467,0,181,0.9,3698.358240273211,False,0.05235360793847806,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78199,96,61,1.0,4296.54690364296,False,0.03982494437455009,0,1.2800000000000002,94349,4,10,1.0,629.418279135688,False,0.004155095251695557,0,1.262,95042,0,1,0.0,47.630439506969836,False,0.008420477127391803,0,0.7670000000000001,124808,20,10,1.0,1462.6087901393967,False,-0.006046535750776285,0,0.8030000000000002,124995,5,12,1.0,850.1521975348494,False,-0.006990522008444539,0.6125,693260,0.0,0.0,15,0,0,15,1,1.0,17,32,35,279.0,134.0,18,25,35,2141,2.6997154653072357,98.80157842766494
33,35,0,0,0,10.000000000000002,20,10.0,21.112286702122052,12,29.0,38.53563600260865,10,41.0,47.883208468238166,6,56.0,51.00000000000001,20,51.0,0,2.4950000000000006,45635,338,0,0.0,3380.0000000000005,False,-0.08309760917580501,0,0.2,52685,3,179,1.0,3809.099319679847,False,0.05765004959584465,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78261,98,61,1.0,4419.677892967089,False,0.041424083686858404,0,1.2800000000000002,94144,0,19,0.9,909.7809608965251,False,0.003467524614395144,5,1.3120000000000003,94941,0,5,0.5,239.41604234119083,False,0.00836630198967446,2,0.7870000000000001,125130,13,10,1.0,1132.4817100870962,False,-0.0048039963021974915,0,0.8030000000000002,125235,0,12,0.8,612.0000000000001,False,-0.006033110852473813,0.65,693726,0.0,0.0,16,0,0,12,3,2.0666666666666664,17,29,31,213.0,90.0,15,20,31,1723,2.432470330968499,101.23404875863343
34,31,0,0,0,10.000000000000002,20,10.0,21.651831714805688,10,29.0,38.76979026684316,10,41.0,46.8327228380018,7,20.0,51.00000000000001,20,51.0,0,2.4950000000000006,45495,352,0,0.0,3520.0000000000005,False,-0.08445383035610493,0,0.2,52915,0,178,0.9,3854.0260452354123,False,0.06254142330797276,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78381,98,61,1.0,4486.83671432839,False,0.043411652092198674,0,1.2800000000000002,94144,0,19,0.0,889.8217339220342,False,0.003361664831137709,2,1.327,94583,0,10,1.0,468.327228380018,False,0.005782879478424229,0,0.7850000000000001,125640,3,10,1.0,650.4981685140054,False,-0.002674132172181208,0,0.8030000000000002,125605,0,9,0.7,459.00000000000006,False,-0.0037093339033910516,0.575,694458,0.0,0.0,17,0,0,11,1,0.2857142857142857,16,27,25,189.0,83.0,13,18,25,1920,2.581875456497073,103.81592421513051
35,25,0,0,0,10.0,20,10.0,21.98798283300353,19,24.31578947368421,39.06089564724724,7,43.0,44.01882217448203,29,27.79310344827586,51.00000000000001,20,51.0,0,2.4950000000000006,45435,358,0,0.0,3580.0,False,-0.0850350680048049,0,0.2,53237,4,169,1.0,3755.9690987775966,False,0.06783013425405508,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78220,107,64,1.0,4852.611484555202,False,0.043694910602790266,0,1.2800000000000002,94325,0,15,0.7,660.2823326172305,False,0.00406420958830425,8,1.4050000000000002,94555,0,0,0.0,0.0,False,0.003001951799049559,0,0.7850000000000001,125359,19,13,1.0,1499.3576213151587,False,-0.0015385318586448136,4,0.8430000000000002,125856,0,3,0.3,153.00000000000003,False,-0.002933422008978409,0.5,694682,0.0,0.0,21,0,0,5,2,1.6888888888888889,17,22,30,111.0,83.0,7,18,30,2372,2.244746816344559,106.06067103147507
36,30,0,0,0,10.0,20,10.0,21.98798283300353,0,,39.161316688771144,5,41.0,44.141994699195365,44,44.63636363636363,51.00000000000001,20,51.0,0,2.4950000000000006,45345,367,0,0.0,3670.0,False,-0.08590692447785485,0,0.2,53127,5,179,1.0,3985.8489271076323,False,0.0679258430571903,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78425,97,69,1.0,4834.965186326552,False,0.046233759455976194,6,1.3400000000000003,94810,0,0,0.0,0.0,False,0.005706890699253225,23,1.6270000000000002,94272,0,5,0.5,220.70997349597684,False,0.0011706019470042932,0,0.7850000000000001,123941,51,13,1.0,2914.241729658964,False,-0.007164351877394163,7,0.9090000000000003,125861,0,2,0.2,102.00000000000001,False,-0.0030957301093402375,0.4625,693476,0.0,0.0,11,0,0,6,9,7.5,20,26,28,219.0,81.0,13,17,28,915,2.3172886418178678,108.37795967329293
37,28,0,0,0,10.0,20,10.0,22.889760263357637,20,29.0,39.47007480297147,11,41.90909090909091,43.278956061581916,12,29.0,51.00000000000001,20,51.0,1,2.5050000000000003,45222,378,0,0.0,3780.0,False,-0.08722439648157476,0,0.2,53607,4,170,1.0,3931.2592447707984,False,0.0766968191263107,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78306,107,68,1.0,5133.169434781326,False,0.046623330107294754,9,1.4240000000000002,94379,0,5,0.5,216.39478030790957,False,0.0022827285954892273,0,1.6040000000000003,94194,0,8,0.6,346.2316484926553,False,0.0010089509530542258,1,0.7950000000000002,124414,50,10,1.0,2673.9478030790956,False,-0.004370649141037456,4,0.9420000000000002,125755,0,3,0.3,153.00000000000003,False,-0.003733086308322051,0.55,693572,0.0,0.0,15,0,0,3,4,3.3333333333333335,22,25,27,160.0,78.0,12,16,27,2062,2.4997018640860915,110.87766153737903
38,27,0,0,0,10.0,20,10.0,22.889760263357637,0,,40.03099275584027,51,41.0,43.51432424102766,28,45.107142857142854,51.00000000000001,20,51.0,0,2.5040000000000004,45092,391,0,0.0,3910.0,False,-0.0884837447204247,0,0.2,53537,1,180,1.0,4130.156847404374,False,0.07726737752745742,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80397,97,27,1.0,3301.143549953378,False,0.06182958166140406,14,1.5550000000000002,93042,34,10,1.0,1796.196996108846,False,-0.0035206795437201263,1,1.6140000000000003,94043,0,7,0.7,304.6002696871936,False,-0.0008136017603997613,0,0.794,123661,68,10,1.0,3468.974048389881,False,-0.007185205227152647,7,1.0080000000000002,125805,0,0,0.0,0.0,False,-0.003942899218545878,0.5875,693272,0.0,0.0,18,0,0,5,5,3.847953216374269,21,26,38,158.0,93.0,11,16,38,2954,2.4624159960076213,113.34007753338665
39,38,0,0,0,10.0,20,10.0,21.892618984973826,32,17.53125,40.2707909688685,11,43.0,44.02398783183113,10,54.0,51.0,20,51.0,24,2.7440000000000007,44574,402,0,0.0,4020.0,False,-0.09745417909869415,0,0.2,53679,0,182,1.0,3984.4566552652363,False,0.07860712844640252,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80309,119,26,1.0,3652.262224402466,False,0.06296274248998611,0,1.5410000000000001,92569,35,20,1.0,2289.9574405470203,False,-0.005919268496759197,3,1.6430000000000005,94451,0,0,0.0,0.0,False,0.0018987610319076715,0,0.7940000000000003,123580,68,11,1.0,3554.631172564517,False,-0.007487426377186128,11,1.1110000000000002,125593,0,0,0.0,0.0,False,-0.005621402500336492,0.5,692450,0.0,0.0,12,0,0,11,9,8.3,22,33,32,300.0,102.0,19,19,32,1364,2.4880122113972902,115.82808974478394
40,32,0,0,0,9.999999999999998,20,10.0,22.21085519854616,32,23.75,40.2707909688685,0,,44.02398783183113,0,,51.00000000000001,20,51.0,13,2.8500000000000005,44392,415,0,0.0,4149.999999999999,False,-0.09972100592862401,0,0.2,54122,0,170,0.7,3775.8453837528473,False,0.08516919230976916,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79549,141,36,1.0,4581.479057874275,False,0.059139892958937935,0,1.5410000000000004,92569,25,30,1.0,2327.4894091766464,False,-0.005720206375293657,0,1.6400000000000003,94451,0,0,0.0,0.0,False,0.0018987610319076715,2,0.8140000000000003,124121,58,10,1.0,3063.3912942462052,False,-0.0051487641059744455,7,1.1700000000000002,125487,0,0,0.0,0.0,False,-0.006460654141231799,0.4625,692386,0.0,0.0,13,0,0,9,5,5.0,19,28,30,156.0,106.0,12,20,30,1274,2.4927190635353327,118.32080880831927
41,30,0,0,0,9.999999999999998,20,10.0,21.627708018278266,8,9.375,39.431441179026336,9,28.0,42.741781324581545,10,19.0,51.0,20,51.0,8,2.9170000000000007,44158,426,0,0.0,4259.999999999999,False,-0.10318905723253381,0,0.2,54032,0,179,0.9,3871.3597352718098,False,0.08435075498190225,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79726,139,37,1.0,4465.214738164654,False,0.0606782369494283,0,1.5410000000000001,92507,24,30,1.0,2228.6080280340784,False,-0.00690232503800668,0,1.6400000000000003,94451,0,0,0.0,0.0,False,0.0018987610319076715,0,0.812,124286,53,15,1.0,3030.314410202822,False,-0.0039733244253785886,15,1.3130000000000002,125030,0,5,0.5,255.0,False,-0.009069459949486552,0.55,691885,0.0,0.0,11,0,0,5,7,7.0,19,24,34,132.0,138.0,9,21,34,897,2.1757060047239065,120.49651481304318
42,34,0,0,0,9.999999999999998,20,10.0,21.627708018278266,0,,39.494988217188855,5,41.0,43.80598667301064,46,47.869565217391305,51.00000000000001,20,51.0,0,2.9090000000000007,44048,437,0,0.0,4369.999999999999,False,-0.10425465958848375,0,0.2,53942,0,188,0.9,4066.009107436314,False,0.08449266775909943,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79931,129,42,1.0,4448.763839479828,False,0.06322482101384642,2,1.5610000000000004,93942,19,10,1.0,1188.4646428566946,False,0.0028028717055791044,14,1.7800000000000002,94171,0,0,0.0,0.0,False,-0.0010713679565512559,0,0.812,122831,82,15,1.0,4357.090907186873,False,-0.010240885382030194,5,1.3480000000000003,124980,0,7,0.7,357.00000000000006,False,-0.00906154248117622,0.575,691540,0.0,0.0,14,0,0,9,8,7.125,18,27,35,234.0,153.0,13,21,35,2034,2.532593828625977,123.02910864166915
43,35,0,0,0,9.999999999999998,20,10.0,21.627708018278266,0,,39.91200187362825,15,43.0,44.70693187564173,40,49.2,51.00000000000001,20,51.0,0,2.909,43958,446,0,0.0,4459.999999999999,False,-0.1051265160615337,0,0.2,53832,1,198,1.0,4292.286187619096,False,0.08455347568120182,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80576,119,37,1.0,4050.441323499359,False,0.06899470249449573,22,1.7790000000000004,94622,9,10,1.0,806.2773356190714,False,0.007988996391394365,8,1.8460000000000003,93286,5,10,1.0,646.6293281245585,False,-0.007029503308911738,0,0.812,121271,112,17,1.0,5874.176370071874,False,-0.01658639790792029,5,1.3930000000000002,125277,0,0,0.0,0.0,False,-0.008123322486401748,0.625,690517,0.0,0.0,11,0,0,15,6,5.041666666666667,18,33,38,264.0,98.0,18,17,38,1508,2.98682551831007,126.01593415997922
44,38,0,0,0,9.999999999999998,20,10.0,21.627708018278266,0,,40.04233247062437,5,43.0,44.96297083632508,5,56.0,51.0,20,51.0,0,2.909,43868,455,0,0.0,4549.999999999999,False,-0.10599837253458363,0,0.2,53722,2,208,1.0,4518.563267801879,False,0.08461428360330409,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80791,109,42,1.0,4039.1981377585544,False,0.07170440104670998,0,1.7570000000000003,94622,0,19,0.9,854.2964458901764,False,0.008243680233209141,0,1.8380000000000003,93351,0,15,1.0,674.4445625448761,False,-0.006192482590032716,0,0.812,121720,104,16,1.0,5492.148966977808,False,-0.014543799565418836,9,1.4780000000000002,124962,0,3,0.3,153.0,False,-0.01001163867841619,0.65,690731,0.0,0.0,17,0,0,6,3,3.0,22,28,34,222.0,131.0,14,24,34,1256,2.640697297640145,128.65663145761937
45,34,0,0,0,10.0,20,10.0,21.414422133988737,14,19.0,40.1748194080794,5,43.0,43.26388442958251,35,33.628571428571426,50.99999999999999,20,51.0,14,3.049,43712,465,0,0.0,4650.0,False,-0.10805207889332352,0,0.2,53622,2,218,1.0,4688.344025209544,False,0.0843215409114731,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80740,113,47,1.0,4308.046213320459,False,0.0727840443465799,7,1.8270000000000002,95061,0,5,0.5,216.31942214791255,False,0.009516714518350657,0,1.8380000000000003,93566,0,6,0.0,259.5833065774951,False,-0.006112189692711021,0,0.812,121421,120,13,1.0,5854.666131549901,False,-0.01547601350898279,4,1.5090000000000003,124854,0,9,0.9,458.99999999999994,False,-0.0096553526044512,0.55,690671,0.0,0.0,18,0,0,11,4,3.5384615384615383,15,26,41,171.0,126.0,12,22,41,1927,2.676748932339251,131.33338038995862
46,41,0,0,0,10.0,20,10.0,21.605444072169334,27,22.703703703703702,40.30876629115508,5,43.0,43.216763080283656,18,42.666666666666664,50.99999999999999,20,51.0,17,3.205,43564,473,0,0.0,4730.0,False,-0.11014453442864339,0,0.2,53792,4,218,1.0,4749.986807732915,False,0.08821237268699302,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80342,130,52,1.0,4904.7635765220775,False,0.07149452294889408,7,1.89,95155,0,0,0.0,0.0,False,0.009366513917175832,0,1.8380000000000003,93687,0,5,0.5,216.0838154014183,False,-0.005059382343636392,0,0.812,121646,116,12,1.0,5625.144517312904,False,-0.014603198192786777,0,1.5050000000000006,124881,2,10,1.0,596.4335261605672,False,-0.008897518165995369,0.5625,690762,0.0,0.0,18,0,0,15,4,3.333333333333333,16,31,38,231.0,118.0,17,24,38,2109,3.0510088047012687,134.3843891946599
