index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
14,22,0,0,0,10.000000000000002,20,10.0,20.302377201662466,5,10.0,31.684229961568096,7,13.0,37.00000000000001,20,37.0,0,0.35300000000000004,27625,0,32,0.7,649.6760704531989,False,0.0828234168304122,5,1.6270000000000004,21796,160,0,0.0,1600.0000000000002,False,-0.12459321245932124,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,37903,149,13,1.0,3436.9491925480925,False,-0.01956165009714815,0,0.9380000000000002,49754,39,17,1.0,1864.6849685011557,False,-0.04356368555051274,14,1.2400000000000002,48746,94,0,0.0,2978.317616387401,False,-0.052077388278258314,0.45,226652,0.0,0.0,16,0,0,6,8,8.0,24,30,24,162.0,84.0,9,13,24,513,1.3050130119663663,22.31973486195784
15,24,0,0,0,10.000000000000002,20,10.0,20.302377201662466,0,,32.285038758749494,10,41.0,37.0,20,37.0,0,0.35300000000000004,27525,0,42,1.0,852.6998424698236,False,0.08288198982004155,0,1.6220000000000003,21696,170,0,0.0,1700.0000000000002,False,-0.12653029598636292,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,38313,139,13,1.0,3241.7359348948266,False,-0.011831437012585086,0,0.9380000000000002,49919,34,17,1.0,1726.6913177974827,False,-0.04175213399568376,10,1.3260000000000003,48402,99,0,0.0,3196.2188371161997,False,-0.05651270084804034,0.5,226683,0.0,0.0,21,0,0,11,5,5.0,23,34,22,168.0,99.0,11,13,22,980,1.4002445780206472,23.719979439978488
16,22,0,0,0,10.000000000000002,20,10.0,19.503785305056947,15,10.666666666666666,32.285038758749494,0,,37.0,20,37.0,0,0.35300000000000004,27480,0,47,1.0,916.6779093376765,False,0.08237792323992088,10,1.7220000000000002,21436,180,0,0.0,1800.0000000000002,False,-0.13466604679993802,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,38153,144,23,1.0,3551.1009753794388,False,-0.011963018714992637,0,0.9380000000000002,50400,24,14,1.0,1292.8409302099878,False,-0.036769120386734695,7,1.3860000000000001,48319,99,0,0.0,3196.2188371161997,False,-0.05807888633723743,0.5,226616,0.0,0.0,19,0,0,13,6,6.0,20,33,17,135.0,97.0,10,12,17,736,1.1278604840044864,24.847839923982974
17,17,0,0,0,10.000000000000002,20,10.0,20.573310338865348,38,25.157894736842106,31.652550481222193,5,14.0,37.0,20,37.0,0,0.35300000000000004,28226,0,29,1.0,596.625999827095,False,0.10507953664627108,10,1.812,21181,190,0,0.0,1900.0000000000002,False,-0.14260808926080892,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,37267,172,28,1.0,4424.880791759061,False,-0.023076304170060128,0,0.9380000000000002,50626,19,16,1.0,1193.3984591432218,False,-0.03344279215828641,12,1.4990000000000003,48128,99,0,0.0,3133.602497640997,False,-0.062273775850165136,0.5,226256,0.0,0.0,21,0,0,3,8,8.0,25,28,14,118.0,77.0,8,9,14,1412,0.8980337650282308,25.745873689011205
18,14,0,0,0,10.000000000000002,20,10.0,21.136644330887382,45,23.4,31.652550481222193,0,,37.0,20,37.0,0,0.35300000000000004,28734,0,16,0.5,338.1863092941981,False,0.11975411260836433,27,2.0720000000000005,20768,205,0,0.0,2050.0000000000005,False,-0.15570277390361073,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,36214,207,38,1.0,5578.082294780132,False,-0.03486486322404069,0,0.9380000000000002,50996,9,16,1.0,876.8729543309997,False,-0.029447372824502275,10,1.5870000000000002,47989,99,0,0.0,3133.602497640997,False,-0.06489666480195304,0.4166666666666667,225529,0.0,0.0,15,0,0,5,7,7.0,23,28,17,129.0,63.0,8,6,17,1128,0.9351908839889802,26.681064573000185
19,17,0,0,0,10.000000000000002,20,10.0,20.661237348872724,10,11.0,30.328253652624166,10,13.1,37.00000000000001,20,37.0,0,0.35300000000000004,28644,0,25,0.9,516.5309337218181,False,0.1197220466008411,10,2.1450000000000005,20503,216,0,0.0,2160.0000000000005,False,-0.1638385247171858,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,36235,207,38,1.0,5429.3497700163725,False,-0.03618541806868787,0,0.9380000000000002,51403,0,14,0.9,518.0000000000001,False,-0.025153316350599114,9,1.6670000000000005,47746,109,0,0.0,3305.779648136034,False,-0.06785753704938176,0.4666666666666666,225359,0.0,0.0,17,0,0,8,7,7.0,25,33,13,153.0,48.0,11,6,13,738,1.1218087950255722,27.802873368025757
20,13,0,0,0,10.000000000000002,20,10.0,20.661237348872724,0,,30.697167055824966,5,40.0,37.000000000000014,20,37.0,0,0.35300000000000004,28544,0,35,1.0,723.1433072105453,False,0.1198501337984376,0,2.1350000000000002,20403,226,0,0.0,2260.0000000000005,False,-0.1657756082442275,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,36435,197,43,1.0,5390.2419411284,False,-0.031720257087889656,0,0.9380000000000002,51610,0,8,0.5,296.0000000000001,False,-0.023341824700443436,9,1.7480000000000004,47626,109,0,0.0,3345.991209084921,False,-0.0697425114719792,0.4166666666666667,225446,0.0,0.0,16,0,0,4,4,4.0,23,27,18,111.0,48.0,7,6,18,807,0.9729110579937696,28.775784426019527
21,18,0,0,0,10.000000000000002,20,10.0,20.390507827210307,5,10.0,31.116063776932716,5,41.0,37.000000000000014,20,37.0,0,0.35300000000000004,28464,0,43,0.8,876.7918365700432,False,0.11972710050693565,5,2.1850000000000005,20213,238,0,0.0,2380.0000000000005,False,-0.17081202541453588,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,36590,192,48,1.0,5408.548564117149,False,-0.027658262841270483,1,0.9480000000000002,51694,0,5,0.5,185.00000000000006,False,-0.022804038116803472,11,1.8490000000000004,47461,109,0,0.0,3391.650951685666,False,-0.07242521981615567,0.3833333333333333,225250,0.0,0.0,17,0,0,4,7,7.0,25,29,14,118.0,75.0,8,10,14,701,1.0600944769685157,29.835878902988043
22,14,0,0,0,10.000000000000002,20,10.0,21.601298325919704,29,29.0,31.500057209075184,5,40.0,37.00000000000001,20,37.0,0,0.35300000000000004,29235,0,21,0.7,453.6272648443138,False,0.14139987728274275,0,2.1800000000000006,20083,251,0,0.0,2510.0000000000005,False,-0.17333023399969005,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,35949,211,53,1.0,6227.376978850042,False,-0.03338888227692225,8,1.0270000000000001,51774,0,0,0.0,0.0,False,-0.023039909425417494,7,1.9080000000000001,47183,114,0,0.0,3591.006521834571,False,-0.07579010735131078,0.2833333333333333,225052,0.0,0.0,17,0,0,4,10,10.0,24,28,13,81.0,52.0,7,7,13,1426,0.9349884740076959,30.77086737699574
23,13,0,0,0,10.000000000000002,20,10.0,21.772741600675012,30,22.833333333333332,34.71767132298931,46,42.0,37.00000000000001,7,37.0,0,0.35300000000000004,29705,1,11,1.0,249.50015760742514,False,0.15565434986842222,10,2.2800000000000007,19833,260,0,0.0,2600.0000000000005,False,-0.181272276460561,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,37196,231,17,1.0,5619.703722246746,False,-0.010050186550446056,0,1.0190000000000001,50808,13,10,1.0,821.3297271988611,False,-0.033518919452789356,7,1.9710000000000005,46138,137,0,0.0,4756.320971249535,False,-0.08451437898622954,0.5,224508,0.0,0.0,16,0,0,5,5,5.0,23,28,15,111.0,78.0,7,6,15,2712,0.8665252620121464,31.637392639007885
24,15,0,0,0,10.000000000000002,20,10.0,21.136667740679115,25,16.2,34.71767132298931,0,,37.0,10,37.0,0,0.35300000000000004,29605,1,21,1.0,453.8700225542614,False,0.15573899780246134,25,2.5200000000000005,19363,270,0,0.0,2700.0000000000005,False,-0.19754377808771115,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,36791,246,27,1.0,6136.997389927774,False,-0.013671713971991383,0,1.0190000000000001,50808,3,20,1.0,844.1530139689679,False,-0.03330358511209575,10,2.064,45999,137,0,0.0,4756.320971249535,False,-0.08713726793801746,0.5,223394,0.0,0.0,10,0,0,8,8,8.0,22,30,13,111.0,114.0,7,8,13,200,0.9921520440257154,32.6295446830336
25,13,0,0,0,10.000000000000002,20,10.0,22.072127430359235,36,27.194444444444443,33.863744769541505,12,24.25,36.99999999999999,6,37.0,10,0.45300000000000007,30184,2,10,1.0,240.72127430359234,False,0.17404155575514474,5,2.545000000000001,19203,279,0,0.0,2790.0000000000005,False,-0.201999070199907,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,0.8570000000000002,36103,272,25,1.0,6850.212280296249,False,-0.021872064234679613,0,1.0190000000000001,50808,0,23,0.3,850.9999999999999,False,-0.033238984809887726,6,2.1140000000000003,45644,149,0,0.0,5045.697970661684,False,-0.0911057838412899,0.3833333333333333,222770,0.0,0.0,13,0,0,7,5,4.625,22,29,21,108.0,81.0,6,7,21,956,0.9306186930043623,33.56016337603796
26,21,0,0,0,10.000000000000002,20,10.0,22.072127430359235,0,,34.936947705373754,33,39.24242424242424,36.999999999999986,13,37.0,0,0.44300000000000006,30094,1,20,1.0,451.4425486071847,False,0.17463665249897692,0,2.5400000000000005,19093,290,0,0.0,2900.0000000000005,False,-0.20412986207965286,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,8,0.9370000000000003,37142,262,10,1.0,6132.266863807857,False,-0.005044703753738231,0,1.0190000000000001,50488,0,31,0.8,1146.9999999999995,False,-0.036484574016416645,13,2.238000000000001,44443,174,0,0.0,6079.028900735033,False,-0.10401897442461519,0.4666666666666666,222088,0.0,0.0,12,0,0,13,9,9.0,21,34,24,168.0,90.0,11,10,24,1175,2.1243720470229164,35.68453542306088
27,24,0,0,0,10.000000000000002,20,10.0,21.814412405632343,5,11.0,36.09373274721942,30,41.833333333333336,36.99999999999998,7,37.0,0,0.44300000000000006,29964,4,30,1.0,694.4323721689702,False,0.17430715117327159,5,2.5900000000000007,18958,297,0,0.0,2970.0000000000005,False,-0.20800402913373625,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,20,1.1290000000000002,37702,257,10,1.0,5967.241315719706,False,0.006770777438875837,0,1.0190000000000001,50283,0,36,0.5,1331.9999999999993,False,-0.03860741579394283,7,2.2950000000000004,43314,199,0,0.0,7182.652816696665,False,-0.11491034232760959,0.4166666666666667,221049,0.0,0.0,12,0,0,11,5,4.8,26,37,23,192.0,120.0,14,10,23,405,1.2021887910086662,36.886724214069545
28,23,0,0,0,10.000000000000002,20,10.0,21.51656814529861,5,10.0,36.09373274721942,0,,36.99999999999998,20,37.0,0,0.44300000000000006,29874,3,40,1.0,890.6627258119444,False,0.17462154668007027,5,2.6350000000000007,18778,308,0,0.0,3080.0000000000005,False,-0.21284673795134046,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,1.1090000000000002,37652,252,20,1.0,6144.049827559638,False,0.007721095560225092,0,1.0190000000000001,50690,0,25,0.0,924.9999999999994,False,-0.034767430889706574,9,2.378000000000001,43196,199,0,0.0,7182.652816696665,False,-0.11713696748092593,0.3333333333333333,221018,0.0,0.0,15,0,0,7,5,5.0,28,35,21,186.0,138.0,12,11,21,607,1.2553756409906782,38.14209985506022
29,21,0,0,0,10.000000000000002,20,10.0,22.06082100626785,14,29.0,36.09373274721942,0,,36.999999999999986,20,37.0,0,0.44300000000000006,30190,2,36,1.0,814.1895562256426,False,0.1853825654003107,0,2.630000000000001,18668,319,0,0.0,3190.0000000000005,False,-0.2149775298310863,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,1.1090000000000002,37246,256,30,1.0,6730.382160021152,False,0.004929008215643277,0,1.0190000000000001,50838,0,21,0.0,776.9999999999997,False,-0.033371072742711574,16,2.529000000000001,42873,199,0,0.0,7182.652816696665,False,-0.12323188209551222,0.3333333333333333,220643,0.0,0.0,15,0,0,7,10,10.0,28,35,16,186.0,117.0,12,9,16,754,1.4109760270221159,39.55307588208234
30,16,0,0,0,10.000000000000002,20,10.0,23.083017065389306,35,28.142857142857142,35.14890467422578,14,24.285714285714285,36.999999999999986,20,37.0,0,0.44300000000000006,31020,2,16,1.0,389.3282730462289,False,0.20930823401995644,5,2.6800000000000006,18503,329,0,0.0,3290.0000000000005,False,-0.2194328219432822,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,1.1090000000000002,36601,281,26,1.0,7400.199316904266,False,-0.0027442428374706905,0,1.0190000000000001,51282,0,9,0.0,332.9999999999999,False,-0.02918199830172658,8,2.5930000000000004,42437,213,0,0.0,7486.716695610092,False,-0.12859027553910665,0.3333333333333333,220671,0.0,0.0,23,0,0,7,4,4.0,23,30,13,117.0,66.0,9,7,13,1914,1.0372707080096006,40.59034659009194
31,13,0,0,0,10.000000000000002,20,10.0,23.083017065389306,0,,35.14890467422578,0,,36.999999999999986,20,37.0,0,0.44300000000000006,30970,0,23,0.7,530.909392503954,False,0.21011369503533156,0,2.6750000000000007,18353,344,0,0.0,3440.0000000000005,False,-0.22233844723384472,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,1.1090000000000002,36601,271,36,1.0,7520.85819299263,False,-0.0012513833391983881,1,1.0290000000000001,51608,0,0,0.0,0.0,False,-0.02617228040381168,10,2.6850000000000005,42287,213,0,0.0,7486.716695610092,False,-0.13142073124247491,0.2833333333333333,220647,0.0,0.0,16,0,0,2,8,7.5,25,27,18,75.0,69.0,5,8,18,496,0.897058977978304,41.487405568070244
32,18,0,0,0,10.000000000000002,20,10.0,22.908482099062827,25,21.6,35.16790872973574,6,35.666666666666664,36.999999999999986,20,37.0,0,0.44300000000000006,31285,2,18,1.0,432.3526777831309,False,0.22040819537004355,10,2.775000000000001,18113,352,0,0.0,3520.0000000000005,False,-0.23008678134201146,0,0.2,40828,0,0,0.0,0.0,False,0.010293972087498762,0,1.1090000000000002,36275,286,40,1.0,7958.542229521398,False,-0.0039030210145328875,9,1.1180000000000003,51272,0,6,0.6,221.99999999999991,False,-0.030417963958864043,11,2.7850000000000006,42121,213,0,0.0,7490.764559433713,False,-0.13451491122338233,0.43333333333333335,219894,0.0,0.0,14,0,0,4,12,12.0,23,27,23,129.0,60.0,8,10,23,849,0.8835871270275675,42.37099269509781
