index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,29,0,0,0,10.000000000000002,20,10.0,18.82992319301658,52,19.73076923076923,39.28559887961116,5,44.0,46.561502462868056,26,41.07692307692308,43.99999999999999,20,44.0,0,0.20900000000000002,38114,0,11,0.8,207.1291551231824,False,0.040046932388874766,35,1.6840000000000004,33516,114,0,0.0,1140.0000000000002,False,-0.07238883143743537,0,0.2,62308,0,16,0.0,628.5695820737785,False,0.0024698212050471816,0,0.2,60952,151,20,1.0,3629.0303797377264,False,0.004778689727042065,14,0.4750000000000001,75708,2,10,1.0,544.1862223879028,False,-0.0011031090766465456,0,0.389,75509,0,20,1.0,931.2300492573611,False,-0.0011751285150835454,3,0.464,89823,0,0,0.0,0.0,False,-0.006327783616350462,12,0.9140000000000001,86276,55,0,0.0,2560.882635457743,False,-0.031401722244273844,0.475,522206,0.0,0.0,12,0,0,15,11,10.113636363636363,16,31,23,212.0,81.0,17,12,23,1417,2.9861093779909424,48.777406873879954
11,23,0,0,0,10.000000000000002,20,10.0,18.38816271006706,10,10.0,40.95145878838522,22,47.0,45.23576750647472,29,41.206896551724135,44.0,20,44.0,0,0.20900000000000002,38084,0,14,0.8,257.43427794093884,False,0.039915014939597974,5,1.6990000000000003,33336,126,0,0.0,1260.0000000000002,False,-0.07565449300604148,0,0.2,62308,0,16,0.0,655.2233406141635,False,0.002683160503090866,2,0.22000000000000003,61814,151,10,1.0,3186.1271571039783,False,0.015032714006403144,0,0.4610000000000001,74886,14,15,1.0,1251.8569356345138,False,-0.00725798711851526,4,0.42900000000000005,76320,0,0,0.0,0.0,False,0.0033655868742111907,12,0.5810000000000001,89026,3,10,1.0,575.7073025194242,False,-0.011960245021741185,8,0.9820000000000002,85560,71,0,0.0,3211.7394929597053,False,-0.03572244320504623,0.475,521334,0.0,0.0,12,0,0,8,10,8.454545454545455,17,25,36,144.0,111.0,11,12,36,1049,2.7412804029881954,51.51868727686815
12,36,0,0,0,10.000000000000002,20,10.0,17.951764393985012,31,15.419354838709676,42.34940922782147,51,44.86274509803921,44.789426754430565,14,41.42857142857143,44.0,20,44.0,0,0.20900000000000002,38014,2,19,1.0,361.08352348571526,False,0.03942039301537204,26,1.9540000000000004,33017,134,0,0.0,1340.0000000000002,False,-0.08324715615305067,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,25,0.4680000000000001,61781,172,10,1.0,3511.197568043637,False,0.017106338989911873,0,0.4610000000000001,74196,24,21,1.0,1956.9637833107572,False,-0.011694337772725893,10,0.5250000000000001,74827,21,10,1.0,1337.2318613285565,False,-0.00747244516901188,6,0.629,88820,7,10,1.0,753.525987281014,False,-0.013255567303053115,4,1.0140000000000002,85528,71,0,0.0,3180.04929956457,False,-0.03625173239911189,0.625,519179,0.0,0.0,13,0,0,14,10,9.133333333333335,17,31,38,226.0,133.0,19,17,38,1554,3.068779638968408,54.58746691583656
13,38,0,0,0,10.000000000000002,20,10.0,17.528759660133375,10,9.5,42.34940922782147,0,,49.06787409952811,32,63.4375,44.0,20,44.0,0,0.20900000000000002,37954,3,24,1.0,450.690231843201,False,0.03900683383012024,5,1.9780000000000004,32862,143,0,0.0,1430.0000000000002,False,-0.08624067925760627,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,61686,172,20,1.0,3861.9348460993697,False,0.018392895931511846,0,0.4610000000000001,74215,14,30,1.0,2064.9279521753438,False,-0.01073485517343718,21,0.7250000000000001,75737,11,10,1.0,956.5222425013174,False,0.001988603297889408,5,0.673,88606,9,10,1.0,881.610866895753,False,-0.014914481625666462,5,1.0600000000000003,84051,91,0,0.0,4465.176543057059,False,-0.04548273387323938,0.625,518107,0.0,0.0,11,0,0,12,7,6.0,20,32,39,284.0,110.0,19,19,39,1065,4.5964011929463595,59.18386810878292
14,39,0,0,0,10.000000000000002,20,10.0,18.51825647080679,31,24.258064516129032,42.34940922782147,0,,49.21849806220742,5,53.0,44.0,20,44.0,2,0.229,38532,1,10,1.0,195.1825647080679,False,0.05125976384787555,5,2.0230000000000006,32682,155,0,0.0,1550.0000000000002,False,-0.08950634082621238,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,60934,193,30,1.0,4844.505775700354,False,0.014219326500771214,0,0.4610000000000001,74480,4,35,1.0,1892.0450690885457,False,-0.008387377280391854,0,0.7040000000000002,75737,1,20,1.0,1026.71937047197,False,0.002450037931688992,1,0.6780000000000002,88773,4,10,1.0,636.8739922488297,False,-0.014420742340567417,9,1.1450000000000002,83920,91,0,0.0,4478.883323660875,False,-0.046856113039101296,0.625,518054,0.0,0.0,10,0,0,14,6,4.403846153846153,17,31,34,258.0,103.0,18,21,34,1111,2.7677525659673847,61.9516206747503
15,34,0,0,0,10.000000000000002,20,10.0,18.51825647080679,0,,42.34940922782147,0,,49.965531846529856,51,51.68627450980392,44.0,20,44.0,0,0.227,38432,1,20,1.0,380.3651294161358,False,0.051058144143799854,0,2.0180000000000007,32582,165,0,0.0,1650.0000000000002,False,-0.09086703314646492,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,60934,183,40,1.0,5082.817303270502,False,0.016126795345380907,16,0.6210000000000001,76428,0,4,0.4,199.86212738611943,False,0.006099219916032031,0,0.7040000000000002,75737,0,21,0.1,1049.276168777127,False,0.0025983130572748776,0,0.6770000000000002,87649,19,16,1.0,1653.3451050840672,False,-0.0212326726860774,16,1.2960000000000003,82234,117,0,0.0,5845.967226043993,False,-0.057945864118347346,0.4375,516992,0.0,0.0,9,0,0,16,6,5.640000000000001,16,32,34,258.0,58.0,20,14,34,1712,2.485568161995616,64.43718883674592
16,34,0,0,0,10.000000000000002,20,10.0,19.297927851715233,17,28.0,42.34940922782147,0,,50.989903902434826,32,55.84375,44.0,20,44.0,0,0.227,38818,0,13,1.0,250.87306207229804,False,0.05980070024046553,0,2.0180000000000007,32472,176,0,0.0,1760.0000000000002,False,-0.09236379469874272,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,60458,190,50,1.0,5784.076753216968,False,0.014119843385549164,23,0.8350000000000002,76951,0,0,0.0,0.0,False,0.01166123264619268,0,0.7040000000000002,76012,0,16,0.0,815.8384624389572,False,0.004679207394029753,0,0.6770000000000002,86170,41,19,1.0,2926.5860599998277,False,-0.03055154566071228,13,1.4100000000000001,81991,117,0,0.0,5965.818756584875,False,-0.05997113359928722,0.375,515868,0.0,0.0,11,0,0,14,5,4.851851851851852,19,33,30,273.0,74.0,19,15,30,1259,2.296678697981406,66.73386753472732
17,30,0,0,0,10.000000000000002,20,10.0,19.370381659302648,23,19.956521739130434,42.46865233450668,10,44.0,50.989903902434826,0,,44.0,20,44.0,0,0.227,39072,1,10,1.0,203.7038165930265,False,0.06607118892659103,10,2.1180000000000008,32237,185,0,0.0,1850.0000000000002,False,-0.09753442551570239,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,60439,203,50,1.0,6055.620093563772,False,0.01598914719187244,0,0.812,76731,0,5,0.5,254.94951951217413,False,0.010444819622371853,0,0.7040000000000002,75792,0,21,0.5,1070.7879819511313,False,0.003462794370208927,0,0.6770000000000002,86654,31,18,1.0,2372.6870209754798,False,-0.02826103755199134,9,1.4870000000000003,81865,117,0,0.0,5965.818756584875,False,-0.061365016004287495,0.5,515786,0.0,0.0,14,0,0,15,5,5.0,19,34,32,176.0,71.0,20,10,32,1488,2.1954933190136217,68.92936085374095
18,32,0,0,0,10.000000000000002,20,10.0,19.370381659302648,0,,41.72215440409272,18,36.55555555555556,51.09535798570491,6,54.0,44.0,20,44.0,0,0.227,38982,0,20,1.0,387.407633186053,False,0.0661215864745286,0,2.1080000000000005,32127,196,0,0.0,1960.0000000000005,False,-0.09903118706798018,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,61097,193,42,1.0,5490.814145217306,False,0.022001778072111323,0,0.812,76223,3,15,1.0,891.5968329978517,False,0.007951178172314525,0,0.7040000000000002,75966,0,20,0.5,1021.9071597140982,False,0.005429027921974169,0,0.677,87050,21,19,1.0,1909.002517699803,False,-0.026445032813209708,11,1.5880000000000003,81352,123,0,0.0,6284.729032241704,False,-0.06527612681983677,0.5625,515793,0.0,0.0,16,0,0,13,4,4.0,16,29,27,193.0,83.0,16,16,27,1578,2.383470947970636,71.31283180171158
19,27,0,0,0,10.000000000000002,20,10.0,19.370381659302648,0,,41.72215440409272,0,,49.86465148677118,17,38.705882352941174,44.0,20,44.0,0,0.227,38872,1,30,1.0,591.1114497790794,False,0.06589984555841566,0,2.1080000000000005,32037,205,0,0.0,2050.0000000000005,False,-0.10025581015620748,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,61097,183,52,1.0,5714.331872665206,False,0.023790835889296976,0,0.812,76475,0,11,0.3,548.511166354483,False,0.009008934360239376,0,0.7040000000000002,76372,0,10,0.0,498.6465148677118,False,0.007327030624656365,0,0.6770000000000002,87402,11,21,1.0,1472.511166354483,False,-0.02496536773961781,12,1.697,80481,140,0,0.0,6981.051208147966,False,-0.07106006301151638,0.4125,515732,0.0,0.0,13,0,0,9,4,4.0,13,22,32,144.0,99.0,9,18,32,1210,1.7619704039534554,73.07480220566504
20,32,0,0,0,10.000000000000002,20,10.0,18.562822883447758,39,14.666666666666666,39.65354132052731,42,33.333333333333336,49.96323214975593,5,53.0,44.0,20,44.0,0,0.227,38762,2,40,1.0,762.5129153379103,False,0.06523856903251932,39,2.4980000000000007,31275,214,0,0.0,2140.0000000000005,False,-0.11976813802862897,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,61925,212,20,1.0,4728.389277701471,False,0.02915404109065017,0,0.812,76255,0,16,0.5,799.4117143960949,False,0.00776590577931801,0,0.7040000000000002,75457,27,15,1.0,1820.0940979005763,False,0.00398410613365444,0,0.6770000000000003,87533,6,22,1.0,1267.7793928985357,False,-0.024648601178723667,11,1.7950000000000004,80293,140,0,0.0,6994.852500965831,False,-0.07306348525379823,0.5625,514496,0.0,0.0,14,0,0,14,8,8.0,15,29,31,181.0,107.0,15,17,31,2261,1.9030638819676824,74.97786608763272
21,31,0,0,0,10.000000000000002,20,10.0,18.62188445554904,24,19.125,39.65354132052731,0,,50.04579672759932,4,53.0,44.0,20,44.0,0,0.227,38996,5,36,1.0,720.3878403997654,False,0.07103341643171728,10,2.5590000000000006,31060,221,0,0.0,2210.0000000000005,False,-0.12466663038153812,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,61466,226,30,1.0,5398.152126569903,False,0.02716712658136884,0,0.812,76255,0,16,0.0,800.7327476415891,False,0.00777458947492635,0,0.7040000000000002,75669,17,21,1.0,1725.07193372855,False,0.006146612942578325,0,0.6770000000000002,87761,0,22,1.0,968.0,False,-0.02378450135516345,10,1.8840000000000006,80144,140,0,0.0,7006.411541863904,False,-0.07464787022587589,0.5,514347,0.0,0.0,11,0,0,11,5,5.0,17,28,32,224.0,135.0,16,15,32,1216,1.8720995230250992,76.84996561065782
22,32,0,0,0,10.000000000000002,20,10.0,18.958480967676973,29,21.344827586206897,40.21921338743213,15,46.0,50.89224115237579,10,62.1,44.00000000000001,20,44.0,0,0.227,39415,6,27,1.0,571.8789861272783,False,0.08041526950045286,10,2.649000000000001,30820,230,0,0.0,2300.0000000000005,False,-0.12997333043052306,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,61537,245,25,1.0,5650.308171766662,False,0.03032199023313268,0,0.812,75637,5,25,1.0,1473.4020957465555,False,0.004071585084577258,0,0.7040000000000002,76218,7,22,1.0,1401.163799064292,False,0.011235037593765066,0,0.6770000000000002,87848,0,19,0.5,836.0000000000001,False,-0.023552187620996735,12,1.9940000000000007,79573,145,0,0.0,7379.374967094489,False,-0.07890162637814878,0.5625,514044,0.0,0.0,18,0,0,13,6,6.0,14,27,31,177.0,124.0,13,19,31,2392,1.8252298629959114,78.67519547365373
23,31,0,0,0,10.000000000000002,20,10.0,18.57755380600523,70,17.428571428571427,40.21921338743213,0,,52.05007087071316,32,56.6875,44.00000000000001,20,44.0,0,0.227,39689,1,19,1.0,362.9735223140994,False,0.08502930281274293,52,3.1590000000000007,30212,245,0,0.0,2450.0000000000005,False,-0.14447831056441518,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,60317,305,35,1.0,7073.8263793917195,False,0.022185970251902686,6,0.8720000000000001,77122,0,5,0.5,260.2503543535658,False,0.015620072270414198,0,0.7040000000000002,76289,0,28,0.7,1457.4019843799683,False,0.0125381388329563,0,0.6770000000000002,88332,0,8,0.0,352.00000000000006,False,-0.02087504839869462,9,2.0720000000000005,77636,177,0,0.0,9212.86254411623,False,-0.09018827067804516,0.4,512593,0.0,0.0,15,0,0,11,6,5.6,17,28,35,215.0,137.0,14,17,35,2522,1.831091818981804,80.50628729263553
24,35,0,0,0,10.000000000000002,20,10.0,17.94086951140663,66,15.500000000000004,39.8926393253965,5,30.0,51.537879830707695,22,48.18181818181818,44.00000000000001,20,44.0,0,0.227,39634,1,24,1.0,440.58086827375905,False,0.08458853845688993,61,3.7170000000000014,29063,255,0,0.0,2550.0000000000005,False,-0.1743863277635661,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,59444,361,40,1.0,8072.359466633653,False,0.01620317175700885,11,0.9760000000000002,77324,0,0,0.0,0.0,False,0.016564997896508202,0,0.7040000000000002,76469,0,27,0.5,1391.5227554291077,False,0.014471515798729488,3,0.7070000000000001,88330,0,6,0.6,264.00000000000006,False,-0.021383926102107417,9,2.1530000000000005,76778,193,0,0.0,9946.810807326585,False,-0.09562027320467628,0.3875,510038,0.0,0.0,12,0,0,17,10,9.545454545454545,15,32,39,249.0,157.0,20,15,39,1077,2.185305492952466,82.691592785588
