index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,43,0,0,0,10.000000000000002,20,10.0,26.429901080859803,22,29.0,34.298961079237095,55,40.945454545454545,20.14728330055683,56,18.071428571428573,49.000000000000014,13,49.0,1,0.255,48808,9,10,1.0,354.29901080859804,False,0.034708071171566414,2,0.229,48882,0,10,1.0,264.29901080859804,False,0.03532063506831771,19,0.41700000000000004,76769,67,10,1.0,2113.792983209978,False,-0.0017969821254779248,0,0.40700000000000003,77212,1,13,1.0,472.31639511094204,False,-0.006641892651213699,36,1.8110000000000002,85271.0,56,0,0.0,1920.7418204372773,False,-0.0963250902799258,20,1.6600000000000006,85324.0,98,0,0.0,3361.2981857652353,False,-0.08822140267144583,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,13,0.8250000000000002,125144,329,0,0.0,6628.456205883197,False,-0.03092082573578457,0.5,679850,0.0,0.0,10,0,0,17,15,12.606060606060606,20,37,35,384.0,134.0,23,20,35,640,4.481844517402351,161.60012401081622
11,35,0,0,0,10.000000000000002,20,10.0,26.953027920058172,39,29.0,37.3224566341802,56,45.0,19.97293901957354,26,18.46153846153846,49.000000000000014,9,49.0,1,0.264,49034,6,10,1.0,329.53027920058173,False,0.03922025135398359,18,0.40700000000000003,49073,3,10,1.0,299.53027920058173,False,0.039727200785777766,18,0.5780000000000001,76631,79,10,1.0,2502.513772026398,False,-0.0010740978630018028,15,0.5570000000000002,77453,8,10,1.0,588.8487897022674,False,-0.0028034733749181893,9,1.8650000000000007,83768.0,84,0,0.0,3135.086357271137,False,-0.10571305472857108,17,1.8100000000000003,83449.0,126,0,0.0,4702.629535906705,False,-0.10084240939864228,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,9,0.9020000000000001,124518,355,0,0.0,7090.393351948607,False,-0.03390091299611255,0.5,676366,0.0,0.0,7,0,0,14,15,11.53896103896104,18,32,31,327.0,104.0,19,16,31,200,4.473442354239523,166.07356636505574
12,31,0,0,0,10.000000000000002,20,10.0,27.090159434782496,15,28.666666666666668,38.47601066304643,53,42.35849056603774,19.74690448189728,35,18.285714285714285,49.000000000000014,12,49.0,0,0.263,49044,9,15,1.0,496.35239152173745,False,0.041193363097479375,0,0.389,49293,0,10,1.0,270.901594347825,False,0.044071876920576125,33,0.8900000000000003,76328,84,10,1.0,2660.333499152194,False,-0.003948301188003846,0,0.542,77893,0,8,0.8,307.80808530437145,False,0.0010376836396914348,15,2.0060000000000002,81789.0,116,0,0.0,4463.217236913386,False,-0.11949311362609963,20,1.9930000000000003,81963.0,147,0,0.0,5655.973567467825,False,-0.11141981719570845,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,12,1.0130000000000003,123640,390,0,0.0,7701.292747939939,False,-0.03822018924711657,0.475,672390,0.0,0.0,14,0,0,16,11,10.62962962962963,15,31,30,312.0,96.0,19,12,30,1070,4.260724326595664,170.3342906916514
13,30,0,0,0,10.000000000000002,20,10.0,27.145853543714306,11,28.0,39.12748893680816,34,43.11764705882353,19.603676650241656,21,18.0,49.000000000000014,9,49.0,0,0.263,49148,11,17,1.0,571.4795102431432,False,0.044183595013340564,0,0.389,49297,0,15,0.8,407.1878031557146,False,0.045595747994969724,24,1.0970000000000002,76614,81,10,1.0,2590.0890264089403,False,-0.0007305169791387311,0,0.542,77781,0,12,0.4,469.52986724169796,False,0.0006382901985590646,9,2.0810000000000004,81370.0,120,0,0.0,4695.29867241698,False,-0.122668022005088,12,2.0930000000000004,80349.0,177,0,0.0,6925.5655418150445,False,-0.12168153620293304,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,9,1.0910000000000002,123115,411,0,0.0,8057.111103249321,False,-0.04083861620567263,0.4,670114,0.0,0.0,9,0,0,14,7,6.666666666666666,17,31,25,291.0,99.0,17,13,25,508,4.1388079514727,174.4730986431241
14,25,0,0,0,10.000000000000002,20,10.0,27.23666347148665,14,28.285714285714285,40.21840004155181,74,43.432432432432435,19.55091737671951,13,18.615384615384617,49.00000000000002,11,49.0,0,0.263,49164,11,23,1.0,736.443259844193,False,0.04626381711634693,0,0.389,49477,0,15,1.0,408.5499520722998,False,0.04941225499632773,50,1.5730000000000004,76098,85,10,1.0,2717.300395491883,False,-0.006532973376267333,2,0.562,78343,0,0,0.0,0.0,False,0.004835441089705769,0,2.0720000000000005,79860.0,155,0,0.0,6233.85200644053,False,-0.13043054606100984,13,2.2110000000000003,78234.0,216,0,0.0,8687.17440897519,False,-0.13461547840156354,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,11,1.1920000000000002,122668,424,0,0.0,8289.588967729072,False,-0.04333385272852785,0.375,666284,0.0,0.0,11,0,0,11,9,8.066666666666666,19,30,31,258.0,72.0,16,9,31,1000,4.340703591704369,178.81380223482847
15,31,0,0,0,10.000000000000002,20,10.0,27.286301920374598,11,28.0,40.73038881848952,54,43.22222222222222,19.451306169441576,24,18.541666666666668,49.00000000000002,12,49.0,0,0.263,49054,12,33,1.0,1020.4479633723618,False,0.04693979936813366,0,0.389,49695,0,13,0.9,354.7219249648698,False,0.05344854384019345,29,1.8130000000000004,76540,86,10,1.0,2753.9258533371108,False,-0.0006289545870180397,15,0.7100000000000002,78273,0,0,0.0,0.0,False,0.003937613831670215,17,2.242000000000001,77361.0,199,0,0.0,8105.347374879415,False,-0.14681288905777745,7,2.2680000000000007,77585.0,226,0,0.0,9205.067872978632,False,-0.13870310159511529,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,12,1.3010000000000002,121999,448,0,0.0,8714.185163909826,False,-0.04677917739572474,0.3625,662947,0.0,0.0,8,0,0,11,10,9.743589743589745,22,33,32,345.0,108.0,20,11,32,508,4.0770149966701865,182.89081723149866
16,32,0,0,0,10.000000000000002,20,10.0,27.286301920374598,0,,40.94320589317881,12,46.0,19.450147033213728,25,19.44,49.00000000000002,10,49.0,0,0.263,48964,11,43,1.0,1283.3109825761078,False,0.0478149527119271,0,0.389,49585,1,23,1.0,637.5849441686157,False,0.054112468254072656,0,1.784,76540,76,20,1.0,2892.6230638120455,False,0.0002605178142525738,12,0.8150000000000002,78393,0,0,0.0,0.0,False,0.005476746274016879,9,2.315000000000001,77136.0,199,0,0.0,8147.697972742584,False,-0.14894890135112826,16,2.4210000000000007,76500.0,238,0,0.0,9744.483002576557,False,-0.14724708402284267,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,10,1.3890000000000002,121349,473,0,0.0,9199.919546710093,False,-0.049850556565439415,0.375,660907,0.0,0.0,6,0,0,13,7,7.0,20,33,27,309.0,132.0,18,14,27,200,3.9468727046623826,186.83768993616104
17,27,0,0,0,10.000000000000002,20,10.0,26.936095179487346,42,25.666666666666668,41.10555882245768,15,44.0,19.47718341237034,19,19.789473684210527,49.00000000000002,9,49.0,0,0.263,49681,11,20,1.0,648.721903589747,False,0.05625788838230053,0,0.389,49746,1,24,1.0,656.4662843076962,False,0.057712668289338166,0,1.784,76250,76,30,1.0,3280.3099983147686,False,-0.0009727958448889934,15,0.9530000000000001,77615,22,10,1.0,1003.6496821732984,False,0.00193449505023537,11,2.416000000000001,76585.0,204,0,0.0,8385.533999781366,False,-0.15347697096202512,8,2.4850000000000008,75824.0,248,0,0.0,10194.178587969505,False,-0.15197500294494248,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,9,1.4690000000000003,120827,492,0,0.0,9582.774238886208,False,-0.05234437170844922,0.5,658968,0.0,0.0,12,0,0,12,10,10.0,21,33,27,324.0,57.0,18,9,27,1278,3.960159453563392,190.79784938972443
18,27,0,0,0,10.000000000000002,20,10.0,27.177528492319198,27,28.74074074074074,41.10555882245768,0,,19.468985488864774,40,19.425,49.000000000000014,11,49.0,0,0.263,49890,12,19,1.0,636.3730413540648,False,0.06054215116972309,0,0.389,50113,0,18,1.0,489.19551286174556,False,0.06369814871426789,0,1.7840000000000003,75474,93,40,1.0,4171.732502683993,False,-0.005209113570761632,0,0.9380000000000002,77615,12,20,1.0,1148.241518356984,False,0.0028617699917719446,22,2.625000000000001,75698.0,204,0,0.0,8385.533999781366,False,-0.162772423840262,18,2.657000000000001,75166.0,248,0,0.0,10194.178587969505,False,-0.1588706151139164,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,11,1.5700000000000003,119856,532,0,0.0,10357.50028007606,False,-0.05674728501672467,0.5,656252,0.0,0.0,10,0,0,8,10,10.0,22,30,43,255.0,81.0,15,12,43,976,3.8175473446026444,194.61539673432708
19,43,0,0,0,10.000000000000002,20,10.0,27.187813398604654,22,27.272727272727273,41.33612553562427,22,44.0,19.534768218388134,41,19.902439024390244,49.00000000000002,9,49.0,0,0.263,50080,12,19,1.0,636.5684545734885,False,0.06455756468435515,0,0.389,50323,0,16,1.0,435.00501437767446,False,0.06756162619215153,0,1.784,75164,95,50,1.0,4649.648549648656,False,-0.006120305327651527,2,0.9580000000000002,78221,12,10,1.0,739.6150161394985,False,0.008013845882432667,20,2.803000000000001,74559.0,213,0,0.0,8804.59473908797,False,-0.17251294373951787,21,2.849000000000001,73754.0,261,0,0.0,10788.728764797934,False,-0.1705525462163318,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,9,1.6490000000000002,118892,573,0,0.0,11193.422189136401,False,-0.06086656235002145,0.5,653433,0.0,0.0,14,0,0,18,11,10.4,21,39,40,375.0,129.0,25,18,40,1548,5.443223114125431,200.0586198484525
20,40,0,0,0,10.000000000000002,20,10.0,27.508140215750615,36,29.13888888888889,39.032044988771666,22,13.0,19.54454204425745,14,19.714285714285715,49.00000000000002,10,49.0,2,0.28300000000000003,50553,10,10,1.0,375.08140215750615,False,0.07178701155588596,0,0.389,50653,2,11,1.0,322.5895423732568,False,0.07334491088645662,0,1.784,75019,100,38,1.0,4234.031731148385,False,-0.01064546256606472,0,0.9560000000000002,77603,23,20,1.0,1413.3281247376976,False,0.004407870897171121,9,2.8730000000000007,74004.0,235,0,0.0,9172.530572361342,False,-0.17640123150413767,5,2.878000000000001,73629.0,261,0,0.0,10187.363742069405,False,-0.17501355154381334,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,10,1.7400000000000002,118438,587,0,0.0,11472.646179979123,False,-0.06323828172039532,0.5,652339,0.0,0.0,10,0,0,12,8,7.333333333333333,22,34,38,363.0,132.0,21,19,38,1367,4.051412359811366,204.11003220826387
21,38,0,0,0,10.000000000000002,20,10.0,27.71067447236704,31,29.0,36.87500520642469,22,13.0,19.59311468142237,35,19.914285714285715,49.000000000000014,13,49.0,10,0.38100000000000006,50771,10,10,1.0,377.1067447236704,False,0.07641319277516445,0,0.389,50872,2,10,1.0,297.1067447236704,False,0.07770168924764133,0,1.784,74406,121,26,1.0,4311.741746523454,False,-0.018009505768389767,0,0.9560000000000002,77603,13,30,1.0,1466.4889243335122,False,0.004748793861000343,16,3.024000000000002,73172.0,257,0,0.0,9476.876338051145,False,-0.18352558430330665,19,3.063,72983.0,261,0,0.0,9624.376358876843,False,-0.1847333642891292,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,13,1.8600000000000003,117482,622,0,0.0,12186.917331844716,False,-0.06775606972153597,0.5,649729,0.0,0.0,9,0,0,10,13,12.166666666666668,24,34,38,330.0,144.0,20,18,38,805,4.174554906785488,208.28458711504936
22,38,0,0,0,10.000000000000002,20,10.0,27.793214592415936,24,28.5,31.769388954010417,65,13.0,19.588447424747528,7,19.428571428571427,49.000000000000014,11,49.0,0,0.37100000000000005,50803,8,16,1.0,524.691433478655,False,0.07864783314476212,10,0.48900000000000005,51066,4,10,1.0,317.9321459241594,False,0.08201947684850833,39,2.1740000000000004,72883,125,10,1.0,3791.8457135920958,False,-0.040877781894722666,0,0.9560000000000002,77323,13,40,1.0,1632.087347861824,False,0.002219476104082651,2,3.0280000000000014,72860.0,277,0,0.0,8800.120740260885,False,-0.19034131844387164,5,3.0940000000000003,72259.0,306,0,0.0,9721.433019927188,False,-0.191812073504673,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,11,1.9570000000000005,117142,629,0,0.0,12321.133430166195,False,-0.06981474599543518,0.5,646776,0.0,0.0,11,0,0,14,12,11.26,23,37,32,384.0,118.0,23,15,32,804,4.613007764331996,212.89759487938136
23,32,0,0,0,10.000000000000002,20,10.0,27.848939988372905,10,29.0,31.81736013970951,39,32.15384615384615,19.61285067108397,14,20.0,49.000000000000014,9,49.0,0,0.37100000000000005,51013,6,16,1.0,505.5830398139665,False,0.08288182839565254,0,0.47900000000000004,50946,6,20,1.0,616.9787997674581,False,0.08264309492382511,2,2.1550000000000002,72713,125,10,1.0,3799.291099943708,False,-0.043010471872715575,0,0.9560000000000002,78385,3,23,1.0,815.3461031784375,False,0.01060299427428895,4,3.066000000000001,72568.0,289,0,0.0,9195.21708037605,False,-0.19133114091793355,10,3.1890000000000005,70947.0,333,0,0.0,10595.180926523268,False,-0.20098309146367616,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,9,2.0360000000000005,116712,643,0,0.0,12611.062981506991,False,-0.07196503020773333,0.5,645724,0.0,0.0,13,0,0,7,6,5.333333333333333,26,33,36,332.0,114.0,19,13,36,1648,3.8537392783910036,216.75133415777236
24,36,0,0,0,10.000000000000002,20,10.0,28.02053998080907,27,29.25925925925926,30.634673693141288,20,14.0,19.62000371800539,4,20.0,49.000000000000014,7,49.0,0,0.37100000000000005,51203,5,16,1.0,498.3286396929451,False,0.0868185611052865,0,0.47900000000000004,51346,7,13,1.0,434.2670197505179,False,0.08916255143160957,10,2.2530000000000006,71843,142,10,1.0,4285.263414206301,False,-0.05105261643404623,0,0.9560000000000002,78385,0,26,0.3,796.5015160216735,False,0.010482142959890669,0,3.0620000000000007,72288.0,309,0,0.0,9466.114171180658,False,-0.1928459901115,4,3.219000000000001,70847.0,333,0,0.0,10201.34633981605,False,-0.20409468189107421,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,7,2.0970000000000004,116527,647,0,0.0,12694.142405549486,False,-0.07304728378905123,0.4125,644879,0.0,0.0,9,0,0,14,5,4.5,21,35,25,381.0,147.0,22,14,25,990,3.7938164118677378,220.5451505696401
