index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,41,0,0,0,10.000000000000002,20,10.0,27.40686271018383,39,28.307692307692307,20.594762912872792,50,27.0,23.357954729069295,18,21.11111111111111,62.0,20,62.0,0,0.36200000000000004,50628,2,15,1.0,431.10294065275747,False,0.03479365552013628,4,0.6270000000000001,50765,3,10,1.0,304.0686271018383,False,0.03628921548318715,34,1.1790000000000003,71906.0,162,10,1.0,4645.859388178509,False,-0.08783895088183083,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,9,2.9270000000000005,94690.0,107,0,0.0,2203.639631677389,False,-0.1603248556666372,9,2.9900000000000007,91635.0,81,0,0.0,1668.1757959426961,False,-0.18945067672401128,10,0.8400000000000001,144284,346,0,0.0,8081.852336257976,False,-0.03590581564957202,10,0.8400000000000001,146280,265,0,0.0,6189.858003203363,False,-0.0290809234925045,0.375,731835,0.0,0.0,11,0,0,15,22,20.32620320855615,29,44,37,432.0,139.0,24,17,37,1047,6.451431635010522,73.30990176514024
11,37,0,0,0,10.000000000000002,20,10.0,26.901962603251437,6,11.0,20.293868505912606,16,17.0,23.14635536470551,65,21.93846153846154,62.0,20,62.0,0,0.36200000000000004,50538,1,25,1.0,682.5490650812859,False,0.03552070933652141,0,0.6230000000000001,50721,4,14,1.0,416.62747644552013,False,0.0365391325400488,6,1.2050000000000003,71896.0,158,10,1.0,4453.448776372853,False,-0.08914405313311591,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,23,3.1480000000000015,93337.0,123,0,0.0,2496.1458262272504,False,-0.1709027461552775,42,3.401000000000001,88799.0,81,0,0.0,1643.8033489789211,False,-0.21441680830902807,12,0.9500000000000002,143362,375,0,0.0,8679.883261764566,False,-0.03995514022917101,8,0.9100000000000001,145320,301,0,0.0,6967.052964776359,False,-0.032794971157510455,0.375,725620,0.0,0.0,10,0,0,16,18,17.375,29,45,25,438.0,62.0,26,11,25,266,3.843896708043758,77.153798473184
12,25,0,0,0,10.000000000000002,20,10.0,27.21893883299133,20,30.0,20.01388795609895,12,16.0,23.16632712925054,13,23.76923076923077,61.99999999999999,20,62.0,0,0.36200000000000004,50758,0,25,1.0,680.4734708247832,False,0.03997713875142249,0,0.6230000000000001,50901,5,14,1.0,431.0651436618786,False,0.04034950486080799,2,1.2190000000000003,71416.0,168,10,1.0,4772.920603503533,False,-0.09307961338275231,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,12,3.2450000000000014,92967.0,123,0,0.0,2461.708218600171,False,-0.17429696087638644,1,3.369000000000001,88577.0,93,0,0.0,1861.2915799172024,False,-0.21540956689084523,10,1.0380000000000003,142864,386,0,0.0,8942.202271890708,False,-0.042339559334507504,10,1.002,145032,303,0,0.0,7019.397120162914,False,-0.03449682116827895,0.375,724162,0.0,0.0,14,0,0,6,15,14.4,28,34,20,237.0,61.0,14,11,20,912,3.372198995028157,80.52599746821215
13,20,0,0,0,10.000000000000002,20,10.0,27.36741705939473,16,29.0,20.993823481274223,50,24.24,22.92683363899958,63,21.53968253968254,62.0,20,62.0,0,0.36200000000000004,50698,0,31,0.6,848.3899288412366,False,0.04046474873652904,2,0.6430000000000001,51177,9,10,1.0,363.6741705939473,False,0.045281008777974,40,1.6170000000000002,69993.0,174,10,1.0,4971.868803147425,False,-0.10934374084110111,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,55,3.7830000000000017,87448.0,156,0,0.0,3275.036463078779,False,-0.21910977865448195,8,3.4480000000000013,88091.0,110,0,0.0,2309.3205829401645,False,-0.21770603345426906,9,1.1180000000000003,141897,422,0,0.0,9675.123795657822,False,-0.04624299216875694,11,1.1020000000000003,144169,330,0,0.0,7565.855100869861,False,-0.038330261812329486,0.325,715120,0.0,0.0,10,0,0,4,24,22.5,31,35,29,234.0,50.0,13,7,29,200,2.8589152569766156,83.38491272518877
14,29,0,0,0,10.000000000000002,20,10.0,27.489816439521064,14,29.0,23.559100094733672,45,34.62222222222222,22.832121025007538,21,21.095238095238095,62.0,20,62.0,0,0.36200000000000004,50994,1,27,1.0,752.2250438670687,False,0.045510492162932736,0,0.6410000000000001,51087,8,20,1.0,629.7963287904213,False,0.04615740962256714,35,1.9270000000000003,69757.0,178,10,1.0,5128.778327182085,False,-0.11127973304998906,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,0,3.7280000000000015,87266.0,169,0,0.0,3981.487916009991,False,-0.217608878192835,21,3.6500000000000012,85784.0,142,0,0.0,3345.3922134521813,False,-0.2333874221461222,14,1.249,141087,441,0,0.0,10068.965372028324,False,-0.05022793332414154,6,1.1510000000000002,144026,332,0,0.0,7580.264180302503,False,-0.03921291597507132,0.375,711648,0.0,0.0,10,0,0,6,14,13.23076923076923,30,36,28,306.0,77.0,17,12,28,606,3.8695465209893882,87.25445924617816
15,28,0,0,0,10.000000000000002,20,10.0,28.45788898805152,64,31.0,23.559100094733672,0,,22.78625705185895,90,22.599999999999998,62.0,20,62.0,7,0.43200000000000005,51800,0,9,0.9,256.12100089246366,False,0.0568661314048568,10,0.7410000000000001,51657,10,10,1.0,384.5788898805152,False,0.05526294307282654,0,1.8920000000000001,67773.0,232,20,1.0,7073.412247122626,False,-0.12371178436706554,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,32,4.048000000000001,85486.0,169,0,0.0,3981.487916009991,False,-0.23321169020524712,58,4.209000000000001,80927.0,142,0,0.0,3345.3922134521813,False,-0.27596206144066476,10,1.3350000000000002,139691,492,0,0.0,11210.838469514603,False,-0.055590746545266384,10,1.245,142921,371,0,0.0,8453.701366239671,False,-0.04355666476142291,0.3625,701902,0.0,0.0,11,0,0,7,23,22.07843137254902,33,40,31,312.0,87.0,19,9,31,1192,4.417290726036299,91.67174997221446
16,31,0,0,0,10.000000000000002,20,10.0,28.617587403170067,14,31.0,21.861146982837404,48,14.25,22.823560972527982,47,23.148936170212767,62.0,20,62.0,5,0.4750000000000001,52034,0,8,0.8,228.94069922536053,False,0.061352024048778486,0,0.7310000000000001,51537,12,20,1.0,692.3517480634014,False,0.055952616803673666,28,2.172,66628.0,236,10,1.0,6972.36209697651,False,-0.1384029756750893,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,17,4.186000000000001,84596.0,184,0,0.0,4022.4510448420824,False,-0.24083356250397925,30,4.451000000000001,78843.0,175,0,0.0,3825.700721996546,False,-0.2921245213004832,7,1.3950000000000002,139130,510,0,0.0,11640.016095989271,False,-0.05784237760404921,13,1.3650000000000002,141902,400,0,0.0,9129.424389011192,False,-0.04798398303202761,0.35,696317,0.0,0.0,12,0,0,9,22,20.773809523809526,31,40,34,309.0,99.0,18,13,34,284,3.9132556430413388,95.5850056152558
17,34,0,0,0,10.000000000000002,20,10.0,28.804637585530138,18,30.88888888888889,20.093771600890584,81,14.925925925925926,22.816408479640106,33,22.727272727272727,62.0,20,62.0,0,0.4700000000000001,51924,1,18,1.0,528.4834765395425,False,0.06216147145092538,0,0.7310000000000001,52003,11,12,1.0,455.6556510263616,False,0.06302820502123134,71,2.854000000000001,62570.0,244,10,1.0,7229.26928687826,False,-0.18669114561314462,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,8,4.249000000000001,84035.0,207,0,0.0,4159.410721384351,False,-0.2451508094117199,25,4.671000000000001,76705.0,233,0,0.0,4681.848783007506,False,-0.30711309065844083,11,1.4980000000000002,138776,514,0,0.0,11727.633958535014,False,-0.05985858225098949,9,1.4420000000000002,141038,429,0,0.0,9788.239237765605,False,-0.05145877049000771,0.375,688698,0.0,0.0,11,0,0,13,19,18.565217391304348,29,42,30,354.0,63.0,23,11,30,756,3.2992707560188137,98.88427637127461
18,30,0,0,0,10.000000000000002,20,10.0,28.998005664087465,19,31.0,18.806976248696262,72,13.694444444444445,22.828022012165185,27,23.0,62.00000000000001,20,62.0,0,0.4700000000000001,51834,0,28,1.0,811.944158594449,False,0.06321431349568979,7,0.8010000000000002,52314,12,10,1.0,409.98005664087464,False,0.06889302780804414,62,3.403000000000001,59835.0,253,10,1.0,7524.565195501092,False,-0.21848578102227229,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,20,4.441000000000002,82495.0,257,0,0.0,4833.39289591494,False,-0.2556959340828749,7,4.716000000000001,76216.0,255,0,0.0,4795.7789434175465,False,-0.31090014663392324,13,1.6170000000000002,138039,530,0,0.0,12098.851666447548,False,-0.06344255839671518,7,1.5030000000000003,140659,440,0,0.0,10044.32968535268,False,-0.053089946358596145,0.375,683039,0.0,0.0,11,0,0,6,17,15.913875598086126,34,40,26,309.0,95.0,18,12,26,200,3.44771276100073,102.33198913227534
19,26,0,0,0,10.000000000000002,20,10.0,28.998241207230688,26,29.0,18.806976248696262,0,,22.76898874309174,62,22.403225806451612,62.0,20,62.0,0,0.4700000000000001,52538,0,7,0.5,202.98768845061483,False,0.07134558237117483,0,0.794,52164,17,20,1.0,749.9648241446138,False,0.06929992290618119,0,3.341000000000001,59081.0,269,20,1.0,8176.6664097189805,False,-0.2237446304869989,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,37,4.791000000000002,80225.0,257,0,0.0,4833.39289591494,False,-0.2755939022110634,25,4.959000000000001,75031.0,255,0,0.0,4795.7789434175465,False,-0.3212874119343212,11,1.7140000000000004,137009,564,0,0.0,12841.709651103742,False,-0.0677231907548838,9,1.586,139839,468,0,0.0,10655.886731766934,False,-0.056432324123761216,0.3125,677534,0.0,0.0,11,0,0,3,18,18.0,35,38,28,306.0,56.0,17,9,28,954,2.591818500950467,104.9238076332258
20,28,0,0,0,10.000000000000002,20,10.0,29.003028609069887,17,29.058823529411764,18.642738211356516,17,15.529411764705882,22.64437481854977,118,22.220338983050848,62.0,20,62.0,0,0.4700000000000001,52448,0,16,0.9,464.0484577451182,False,0.07217047724330518,0,0.794,52548,18,13,1.0,557.0393719179085,False,0.07515202682376676,0,3.341000000000001,58851.0,276,13,1.0,8247.191492850923,False,-0.22613765871898128,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,71,5.464000000000002,73212.0,261,0,0.0,4865.7546731640505,False,-0.3369253928176047,47,5.404000000000001,71475.0,268,0,0.0,4996.253840643546,False,-0.35157932960220045,12,1.8230000000000004,135777,607,0,0.0,13745.13551485971,False,-0.07279496286989291,8,1.6570000000000005,137971,543,0,0.0,12295.895526472526,False,-0.0632441695218281,0.3625,663929,0.0,0.0,13,0,0,6,23,23.0,28,34,26,291.0,59.0,17,11,26,958,5.077777584025171,110.00158521725098
21,26,0,0,0,10.000000000000002,20,10.0,29.144946802633022,45,29.755555555555556,18.642738211356516,0,,22.53755665675052,145,22.193103448275863,62.00000000000001,20,62.0,12,0.5900000000000001,52842,3,10,1.0,321.44946802633024,False,0.07873824101463682,4,0.8340000000000003,52909,15,10,1.0,441.44946802633024,False,0.08132300919960038,0,3.341000000000001,57512.0,311,23,1.0,9492.86143448007,False,-0.23493824155178936,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,53,5.923000000000002,69130.0,261,0,0.0,4865.7546731640505,False,-0.37270667294943965,92,6.277000000000001,60371.0,268,0,0.0,4996.253840643546,False,-0.4489128265605286,9,1.9010000000000005,134352,663,0,0.0,14942.400063425595,False,-0.07816625371817304,11,1.7590000000000001,135713,632,0,0.0,14243.735807066329,False,-0.07159053420215172,0.375,644476,0.0,0.0,12,0,0,6,27,26.092436974789916,27,33,29,291.0,72.0,17,9,29,606,8.377427953004371,118.37901317025535
22,29,0,0,0,10.000000000000002,20,10.0,29.38551826586931,32,31.0,18.642738211356516,0,,22.582833739958836,91,22.857142857142858,62.000000000000014,20,62.0,22,0.798,53070,7,10,1.0,363.85518265869314,False,0.08381014351221855,0,0.8300000000000001,52849,11,20,1.0,697.7103653173863,False,0.08270963452311417,0,3.341000000000001,56520.0,333,33,1.0,10400.587943509245,False,-0.24155112658669373,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,61,6.480000000000001,63826.0,261,0,0.0,4865.7546731640505,False,-0.41919954649653735,30,6.485000000000001,58770.0,268,0,0.0,4996.253840643546,False,-0.46294659174697345,12,2.0120000000000005,133301,695,0,0.0,15695.069449271392,False,-0.08255149708717195,8,1.8280000000000003,134208,691,0,0.0,15604.738114311556,False,-0.07694967755945266,0.375,634191,0.0,0.0,10,0,0,9,26,25.375,31,40,32,312.0,59.0,19,10,32,200,8.964909381000325,127.34392255125567
23,32,0,0,0,10.000000000000002,20,10.0,29.38551826586931,0,,18.20231550182667,32,14.0,22.687582842552874,101,23.287128712871286,62.000000000000014,20,62.0,0,0.7760000000000002,52990,5,20,1.0,637.7103653173863,False,0.08496876262178311,0,0.8300000000000001,52729,13,30,1.0,1011.5655479760793,False,0.08346120352481047,0,3.341000000000001,56968.0,323,11,1.0,9691.747870395882,False,-0.24040117066003983,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,44,6.859000000000003,60413.0,293,0,0.0,5333.2784420352145,False,-0.44706755473240645,57,7.025000000000001,54120.0,268,0,0.0,4878.220554489548,False,-0.5042240644690242,8,2.0800000000000005,131597,762,0,0.0,17287.938126025292,False,-0.08845056475496976,12,1.9400000000000004,133069,725,0,0.0,16448.497560850836,False,-0.08161087312608203,0.375,623533,0.0,0.0,9,0,0,7,24,24.0,32,39,26,324.0,83.0,18,14,26,648,7.709018305002246,135.05294085625792
24,26,0,0,0,10.000000000000002,20,10.0,29.060039656442573,38,27.157894736842106,18.20231550182667,0,,22.378254112502017,209,21.473684210526326,62.00000000000001,20,62.0,5,0.8260000000000003,53390,6,10,1.0,350.60039656442575,False,0.09018806118537488,0,0.8300000000000001,53041,12,27,1.0,904.6210707239495,False,0.08872289118252077,0,3.341000000000001,55936.0,351,21,1.0,10582.322544949704,False,-0.2476109800991084,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,114,7.955000000000002,43791.0,293,0,0.0,5333.2784420352145,False,-0.5927697689292123,95,7.918000000000001,42305.0,268,0,0.0,4878.220554489548,False,-0.6077899206075912,7,2.142000000000001,128182,914,0,0.0,20453.724258826842,False,-0.1003590395165818,13,2.0580000000000007,131500,782,0,0.0,17499.794715976575,False,-0.08839253191123578,0.375,589792,0.0,0.0,14,0,0,5,32,32.0,29,34,23,237.0,76.0,14,12,23,1182,5.4697324659791775,140.5226733222371
