index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,32,0,0,0,9.999999999999996,12,10.0,33.940805734869066,0,,36.77593945477126,77,40.44155844155844,53.175114811091234,17,58.411764705882355,58.0,20,58.0,0,0.2,56301,0,11,0.0,373.3488630835597,False,0.010892722338298499,0,0.6860000000000002,57834,3,20,1.0,708.8161146973813,False,0.041328729171042675,7,0.32400000000000007,91029,39,10,1.0,1691.4508182076063,False,-0.00985326483630813,60,2.1050000000000004,84828.0,66,0,0.0,2240.0931785013586,False,-0.07372590943699495,0,0.37100000000000005,120917,69,27,1.0,3973.2679222786805,False,-0.013234360258050179,0,0.2,121555,89,24,1.0,4549.261366940832,False,-0.005799740803275616,8,0.8290000000000002,152776,46,0,0.0,2446.0552813101967,False,-0.018501818710691304,12,0.851,154014,32,0,0.0,1701.6036739549195,False,-0.012983889071028726,0.5,839254,0.0,0.0,6,0,0,13,9,8.23076923076923,16,29,33,216.0,95.0,18,14,33,1113,3.4759487360715866,76.88311965204775
11,33,0,0,0,9.999999999999996,10,10.0,34.08561943909722,11,36.0,39.14292202266837,106,44.056603773584904,57.79266571883146,23,73.78260869565217,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,0.6860000000000002,57734,3,30,1.0,1052.5685831729165,False,0.04261501264493746,32,0.637,91062,40,10,1.0,1754.8539977905725,False,-0.009155966775207327,64,2.6850000000000005,82142.0,66,0,0.0,2249.6508829804166,False,-0.10262180386155467,0,0.37100000000000005,120319,110,14,1.0,5114.818742557161,False,-0.013452940368050425,0,0.2,119180,134,34,1.0,7210.102185477832,False,-0.014186435442715402,10,0.921,151372,62,0,0.0,3583.1452745675506,False,-0.02382651185272484,10,0.9390000000000003,153313,39,0,0.0,2253.913963034427,False,-0.015691597420573352,0.5,831819,0.0,0.0,8,0,0,19,11,10.523809523809524,15,34,42,329.0,100.0,23,10,42,2193,3.99827893730253,80.88139858935028
12,42,0,0,0,9.999999999999996,11,10.0,34.53996985053977,26,37.0,38.973345729863986,84,38.38095238095238,55.81010371310662,15,43.6,58.00000000000001,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,0.6860000000000002,58586,4,14,1.0,523.5595779075568,False,0.05312872078873595,32,0.925,90968,40,10,1.0,1771.3322513202306,False,-0.010080223672416753,42,3.0410000000000004,80300.0,82,0,0.0,2832.277527744261,False,-0.11933377055607738,0,0.37100000000000005,119379,138,20,1.0,6494.523784983363,False,-0.015461318224583506,0,0.2,117550,170,33,1.0,8467.202196609396,False,-0.022226852252033674,7,0.9810000000000001,150891,66,0,0.0,3683.466845065037,False,-0.02657242468207842,13,1.0590000000000002,152763,50,0,0.0,2790.505185655331,False,-0.017487013595571383,0.5,827134,0.0,0.0,7,0,0,20,11,10.166666666666668,16,36,32,400.0,133.0,26,16,32,1726,3.853779371827841,84.73517796117812
13,32,0,0,0,9.999999999999998,8,10.0,34.53996985053977,0,,40.49836007365755,28,59.0,56.805195961029064,6,72.83333333333333,58.00000000000002,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,0.6860000000000002,58506,2,24,1.0,848.9592764129545,False,0.054608701626845044,18,1.0730000000000002,91810,30,10,1.0,1441.1826962527684,False,-0.0027849060974211907,0,2.9990000000000006,80300.0,82,0,0.0,2832.277527744261,False,-0.11933377055607738,0,0.37100000000000005,118092,156,25,1.0,7737.8740705163045,False,-0.02080306189175488,0,0.2,117622,160,42,1.0,8865.55584214843,False,-0.020049634521531443,10,1.0740000000000003,150621,67,0,0.0,3805.948129388947,False,-0.027902932628682334,10,1.1460000000000001,152211,55,0,0.0,3124.2857778565985,False,-0.01994147372928135,0.5,825859,0.0,0.0,4,0,0,16,7,6.642857142857142,18,34,30,339.0,75.0,22,10,30,517,2.644194354303181,87.3793723154813
14,30,0,0,0,10.0,11,10.0,34.53996985053977,0,,40.49836007365755,0,,69.32440000319208,57,89.6140350877193,58.000000000000014,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,0.6860000000000002,58396,3,34,1.0,1204.3589749183523,False,0.05582024530609316,0,1.055,91810,20,20,1.0,1500.7665984839464,False,-0.002463834083329085,0,2.999000000000001,80300.0,82,0,0.0,2832.277527744261,False,-0.11933377055607738,4,0.41100000000000003,120408,146,10,1.0,6606.0045707859235,False,-0.006752181535479519,0,0.2,120186,150,24,1.0,7738.539611125243,False,-0.003988135031451729,10,1.1640000000000001,145315,124,0,0.0,8596.225600395817,False,-0.04645503052734886,10,1.2360000000000002,152024,55,0,0.0,3812.8420001755644,False,-0.018939076620516124,0.5,825136,0.0,0.0,6,0,0,17,7,6.25,12,29,28,260.0,69.0,17,13,28,3922,2.0841510677710176,89.46352338325232
15,28,0,0,0,10.0,15,10.0,34.953137395106516,43,36.395348837209305,40.37522059731335,2,20.0,69.00430100007956,8,63.625,58.00000000000002,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,9,0.7760000000000002,59550,8,10,1.0,429.5313739510652,False,0.06953892673411353,0,1.0550000000000002,91255,25,30,1.0,2085.0850527970633,False,-0.005296505766863119,2,3.0190000000000006,79240.0,110,0,0.0,3844.8451134617167,False,-0.12530124738136136,0,0.40700000000000003,120773,136,15,1.0,6526.094516235809,False,-0.004142468542312403,0,0.2,120290,142,31,1.0,7872.414655820962,False,-0.0026157161032301316,9,1.2440000000000002,144998,127,0,0.0,8763.546227010105,False,-0.04794219886613911,11,1.336,151441,60,0,0.0,4140.258060004774,False,-0.021611394182340586,0.5,824244,0.0,0.0,8,0,0,8,8,7.6923076923076925,12,20,24,131.0,96.0,9,19,24,1769,2.170255915261805,91.63377929851413
16,24,0,0,0,10.0,12,10.0,34.957535642583366,18,35.0,40.10680439713158,4,20.0,73.16426347853402,53,83.22641509433963,58.00000000000002,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,8,0.8470000000000002,59828,10,10,1.0,449.57535642583366,False,0.07469331373526579,0,1.0550000000000002,91255,15,40,1.0,2128.635210524014,False,-0.005061832703639321,4,3.0570000000000013,78502.0,128,0,0.0,4474.564562250671,False,-0.12986148917301252,7,0.47700000000000004,121962,128,10,1.0,5865.313597618183,False,0.0027511143844265637,0,0.2,123033,134,10,1.0,6105.954424000973,False,0.012315958089797777,9,1.3250000000000002,142436,153,0,0.0,11194.132312215706,False,-0.0565253077965364,11,1.4350000000000003,149211,87,0,0.0,6365.29092263246,False,-0.028733569608314614,0.5,822924,0.0,0.0,5,0,0,8,10,8.762626262626263,14,22,33,133.0,77.0,10,14,33,2903,1.8583577051758766,93.49213700369
17,33,0,0,0,10.0,8,10.0,34.957535642583366,0,,39.67482208171694,6,20.0,73.16426347853402,0,,58.000000000000014,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,0.8390000000000002,59748,8,20,1.0,779.1507128516673,False,0.07621065796499282,0,1.0550000000000002,91295,5,48,1.0,2079.17913813533,False,-0.004897244618783802,4,3.093000000000001,78394.0,128,0,0.0,4474.564562250671,False,-0.13102542024242805,0,0.4700000000000001,121922,120,20,1.0,6224.263919376714,False,0.0038709290873559237,0,0.2,122953,128,20,1.0,6541.662496030449,False,0.013422757145732092,10,1.4160000000000004,142230,153,0,0.0,11194.132312215706,False,-0.05783822923794569,10,1.5240000000000002,149019,87,0,0.0,6365.29092263246,False,-0.029957263378948513,0.5,822258,0.0,0.0,3,0,0,13,8,8.0,17,30,37,297.0,97.0,18,15,37,120,2.602535890415311,96.09467289410532
18,37,0,0,0,10.0,8,10.0,35.37990408562431,45,37.0,39.51950190288399,2,20.0,73.16426347853402,0,,58.000000000000014,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,25,1.0890000000000002,60432,6,10,1.0,413.7990408562431,False,0.08518226024853923,0,1.0550000000000002,90262,24,56,1.0,3062.209804616487,False,-0.010732900426685867,0,3.0890000000000004,77802.0,144,0,0.0,5094.706188329901,False,-0.13406381042833793,0,0.4700000000000001,121922,110,30,1.0,6542.073113673259,False,0.005146738364993136,0,0.2,122913,120,30,1.0,6937.268132702099,False,0.014689720489041116,11,1.5160000000000005,141997,153,0,0.0,11194.132312215706,False,-0.059323232615850374,9,1.6040000000000003,148846,87,0,0.0,6365.29092263246,False,-0.0310598624535301,0.5,820871,0.0,0.0,4,0,0,11,8,7.6923076923076925,21,32,38,304.0,94.0,21,16,38,712,2.928013341501355,99.02268623560667
19,38,0,0,0,9.999999999999998,13,10.0,35.37990408562431,0,,39.51950190288399,0,,69.64071237943523,15,31.333333333333332,58.00000000000001,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.064,60302,9,20,1.0,797.5980817124862,False,0.08629000234177849,0,1.0550000000000002,90262,14,66,1.0,3103.6057827890836,False,-0.010509835310278746,0,3.0890000000000004,77802.0,144,0,0.0,5094.706188329901,False,-0.13406381042833793,0,0.4700000000000001,122152,100,30,1.0,6041.1715616714555,False,0.0049825436832465556,0,0.2,123153,110,35,1.0,6784.570142597471,False,0.016003637607575488,13,1.6350000000000002,141440,158,0,0.0,11003.232555950766,False,-0.06348155996752508,7,1.6650000000000003,148509,97,0,0.0,6755.149100805217,False,-0.031965337915370026,0.5,820317,0.0,0.0,6,0,0,10,6,6.0,21,31,25,289.0,98.0,19,19,25,600,4.693066017702222,103.71575225330889
20,25,0,0,0,9.999999999999998,8,10.0,35.37990408562431,0,,37.29301097705448,91,31.714285714285715,69.64071237943523,0,,58.00000000000001,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.0640000000000003,60222,7,30,1.0,1131.3971225687294,False,0.08784513969978638,0,1.055,90442,4,67,1.0,2640.151351805147,False,-0.011067306729218247,82,3.9090000000000007,72340.0,144,0,0.0,5094.706188329901,False,-0.1929285465500765,0,0.4700000000000001,120524,146,40,1.0,8230.408097827363,False,0.0007001416991592688,0,0.2,121895,135,45,1.0,8168.38853897694,False,0.011458621856641914,10,1.7220000000000004,141242,158,0,0.0,11003.232555950766,False,-0.06474349416849129,10,1.7580000000000005,148303,97,0,0.0,6755.149100805217,False,-0.03327825935677931,0.5,811665,0.0,0.0,4,0,0,8,11,11.0,13,21,33,146.0,72.0,11,14,33,260,2.315130637958646,106.03088289126754
21,33,0,0,0,9.999999999999998,10,10.0,35.58255403367458,28,37.0,36.329969803405874,50,30.799999999999997,69.73070847500992,9,71.33333333333333,58.000000000000014,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.0640000000000003,61158,7,12,1.0,496.990648404095,False,0.09891900936312477,0,1.055,89976,12,67,1.0,2861.098625232288,False,-0.014898863953527406,40,4.227000000000001,70876.0,154,0,0.0,5479.713321185885,False,-0.2066316410286463,0,0.4700000000000001,121006,144,41,1.0,8090.474699165853,False,0.004008264416331519,0,0.2,120515,167,55,1.0,9902.293923294326,False,0.0073394803908982485,8,1.7920000000000005,140478,167,0,0.0,11645.028315326657,False,-0.06756756346213985,12,1.868,148037,97,0,0.0,6763.878722075962,False,-0.034945766395342456,0.5,808743,0.0,0.0,10,0,0,16,9,9.0,11,27,42,233.0,88.0,16,17,42,1978,2.62626201659441,108.65714490786195
22,42,0,0,0,9.999999999999996,13,10.0,35.54218537781139,15,35.0,36.11747746906984,4,20.0,68.51852704408958,9,48.0,58.000000000000014,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,3,1.0940000000000003,61466,10,10,1.0,455.4218537781139,False,0.10405896538751688,0,1.055,89451,17,77,1.0,3385.2629165411718,False,-0.01773236635516514,4,4.227000000000001,70768.0,154,0,0.0,5473.496548182955,False,-0.2078290716131064,0,0.4700000000000001,121398,136,42,1.0,7789.755071645261,False,0.005948339134037403,0,0.2,120475,159,65,1.0,10196.383175447929,False,0.008198917622550952,9,1.8740000000000003,139871,176,0,0.0,12059.260759759767,False,-0.07011618475303134,11,1.9660000000000002,147807,97,0,0.0,6646.2971232766895,False,-0.036786347136184734,0.5,807933,0.0,0.0,5,0,0,18,9,8.2,16,34,37,382.0,112.0,23,19,37,562,2.4698428669944406,111.12698777485639
23,37,0,0,0,9.999999999999996,8,10.0,35.63337925257065,13,37.0,38.77086099780122,44,55.45454545454545,65.42298135717355,13,30.846153846153847,58.000000000000014,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,3,1.1210000000000002,61780,8,10,1.0,436.3337925257065,False,0.10950745174865072,0,1.0550000000000002,91370,20,45,1.0,2457.356329952468,False,-0.0020511249719662138,2,4.243,70718.0,154,0,0.0,5487.54040489588,False,-0.20829225228800896,0,0.4700000000000001,120218,146,52,1.0,9062.540736252004,False,0.0015838394255090463,0,0.2,119616,173,62,1.0,10763.583796764371,False,0.0035791629069158856,10,1.9650000000000005,139532,179,0,0.0,11710.713662934066,False,-0.07338748498128105,10,2.0550000000000006,147355,107,0,0.0,7000.25900521757,False,-0.038539154997330884,0.5,807286,0.0,0.0,7,0,0,18,8,7.230769230769231,10,28,33,215.0,115.0,16,21,33,2881,2.390072907321155,113.51706068217754
24,33,0,0,0,9.999999999999998,8,10.0,35.63337925257065,0,,38.77086099780122,0,,59.551088129803034,31,32.58064516129032,58.00000000000001,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.1180000000000003,61700,6,20,1.0,772.667585051413,False,0.11108526982454424,0,1.0550000000000002,91370,10,55,1.0,2488.7311474047738,False,-0.0018820595792348224,0,4.241000000000001,70718.0,154,0,0.0,5487.54040489588,False,-0.20829225228800896,0,0.4700000000000001,120582,136,48,1.0,8131.289325931512,False,0.0007679094913430412,0,0.2,120262,163,55,1.0,9594.960189780766,False,0.00407444356485955,11,2.0650000000000004,139051,182,0,0.0,10838.298039624153,False,-0.07923322188492124,9,2.1350000000000002,146453,135,0,0.0,8039.396897523409,False,-0.040976543009255996,0.5,806833,0.0,0.0,5,0,0,9,6,6.0,14,23,36,192.0,159.0,12,21,36,1090,2.03746432159096,115.5545250037685
