index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
17,28,0,0,0,10.000000000000002,20,10.0,16.638115029745123,51,20.980392156862745,35.772724325520045,14,42.857142857142854,8.86855064449494,50,6.56,41.00000000000001,20,41.0,6,1.7270000000000003,45423,165,0,0.0,1650.0000000000002,False,-0.08763069638982048,3,0.45500000000000007,52949,15,10,1.0,316.38115029745126,False,0.047685748178116556,0,0.3440000000000001,65802,194,13,1.0,3692.8397320023146,False,0.02167882237628805,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,7,0.9990000000000003,84484,0,9,0.9,79.81695580045447,False,-0.04714553155479641,33,5.030000000000001,53630.0,100,0,0.0,3577.2724325520044,False,-0.37525492958451506,0,0.21800000000000003,117946,111,12,1.0,1476.4091215389385,False,0.037739617382217705,7,1.4670000000000003,109032,427,0,0.0,3786.8711251993395,False,-0.030100766275534516,0.4875,596391,0.0,0.0,15,0,0,13,11,9.914285714285715,20,33,30,255.0,54.0,20,8,30,2108,2.078164814040065,49.04537321999669
18,30,0,0,0,10.000000000000002,20,10.0,16.455613637572714,5,10.0,35.772724325520045,0,,8.738788756517156,7,2.857142857142857,41.0,20,41.0,0,1.721,45323,175,0,0.0,1750.0000000000002,False,-0.0886170842375222,0,0.45200000000000007,52899,15,15,1.0,396.83420456359073,False,0.04749293948080089,0,0.3440000000000001,65752,189,23,1.0,3932.8836369882038,False,0.022736348126411766,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,0.9920000000000002,84484,0,9,0.0,78.6490988086544,False,-0.04715211429436202,7,5.067000000000002,53369.0,100,0,0.0,3577.2724325520044,False,-0.3781972333745631,0,0.21800000000000003,118151,101,17,1.0,1579.6176644082327,False,0.0399832893134803,15,1.6100000000000003,108729,434,0,0.0,3792.634320328446,False,-0.032724912911266925,0.375,595832,0.0,0.0,9,0,0,12,7,7.0,22,34,36,322.0,86.0,21,9,36,455,2.097637861035764,51.143011081032455
19,36,0,0,0,10.000000000000002,20,10.0,16.241975650234956,4,7.5,36.30804680558972,5,48.0,8.843623319474494,23,10.173913043478262,41.0,20,41.0,4,1.7610000000000001,45212,180,0,0.0,1800.0000000000002,False,-0.09031367133556914,0,0.45200000000000007,52749,20,25,1.0,606.049391255874,False,0.04659744911477485,0,0.3440000000000001,65962,183,28,1.0,3988.906854549509,False,0.02633098375356433,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,5,1.042,84504,0,0,0.0,0.0,False,-0.04736996370031339,9,5.150000000000001,52773.0,105,0,0.0,3812.3449145869204,False,-0.38359104843760894,0,0.21800000000000003,118425,92,20,1.0,1633.6133453916534,False,0.0426151254957315,13,1.7250000000000003,108292,456,0,0.0,4032.692233680369,False,-0.03549641405952553,0.375,595042,0.0,0.0,11,0,0,14,10,9.714285714285715,23,37,34,334.0,80.0,24,12,34,832,1.9704527705907822,53.11346385162324
20,34,0,0,0,10.000000000000002,20,10.0,16.919095200265367,27,20.703703703703702,34.895713199773944,8,16.75,9.214815665205771,55,11.127272727272727,41.00000000000001,20,41.0,11,1.8670000000000002,44960,190,0,0.0,1900.0000000000002,False,-0.09429867824028408,0,0.45200000000000007,53097,20,19,1.0,521.462808805042,False,0.05262835676469755,0,0.3440000000000001,65537,200,30,1.0,4430.690436046292,False,0.02324838352020207,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.0370000000000001,84413,0,7,0.7,64.50370965644039,False,-0.04803224297309963,55,5.691000000000002,50106.0,106,0,0.0,3698.945599176038,False,-0.4142958447051156,0,0.21800000000000003,118377,126,17,1.0,1858.0667738159273,False,0.04317670490791097,7,1.7820000000000005,108181,467,0,0.0,4303.318915651095,False,-0.03528382538974585,0.4625,591796,0.0,0.0,13,0,0,11,8,8.0,19,30,40,197.0,83.0,18,16,40,1315,1.953513073734939,55.066976925358176
21,40,0,0,0,10.000000000000002,20,10.0,16.422471564379997,32,13.9375,33.40119748512446,10,18.5,8.893443015467206,20,4.0,41.00000000000001,20,41.0,17,2.0260000000000002,44404,204,0,0.0,2040.0000000000005,False,-0.10388636811994477,0,0.45200000000000007,53427,16,14,1.0,389.91460190132,False,0.05784094103276103,0,0.3440000000000001,65276,222,30,1.0,4647.824611846093,False,0.020946223640720824,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.0370000000000001,84348,0,12,0.5,106.72131618560647,False,-0.0485270369750321,20,5.836000000000003,49097.0,111,0,0.0,3707.5329208488156,False,-0.42562209478023577,0,0.21800000000000003,118690,128,18,1.0,1876.3607059798023,False,0.04599346279544894,11,1.8850000000000002,107987,475,0,0.0,4224.385432346923,False,-0.03732518959697237,0.4375,590354,0.0,0.0,13,0,0,14,13,13.0,21,35,34,305.0,80.0,22,18,34,1144,2.063413707539439,57.130390632897615
22,34,0,0,0,10.000000000000002,20,10.0,17.281307087016618,16,26.5625,33.8820487064888,21,36.142857142857146,8.599110251513231,35,6.142857142857143,41.00000000000001,20,41.0,1,2.0190000000000006,44257,217,0,0.0,2170.0000000000005,False,-0.10550404419017557,1,0.4620000000000001,53755,13,10,1.0,302.8130708701662,False,0.0634524863964309,0,0.3440000000000001,65610,228,19,1.0,4583.896941263076,False,0.02550780769080908,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.0370000000000001,83888,8,12,1.0,374.2457126700692,False,-0.05220477919943374,25,6.066000000000002,47743.0,114,0,0.0,3862.5535525397236,False,-0.4400122113919029,0,0.21800000000000003,119208,123,15,1.0,1672.6905609361274,False,0.04963228595820558,7,1.9440000000000002,107707,505,0,0.0,4342.550677014182,False,-0.03925682587343403,0.5,589293,0.0,0.0,13,0,0,14,7,6.066666666666666,17,31,37,202.0,65.0,18,16,37,1662,1.9866691455245018,59.11705977842212
23,37,0,0,0,10.000000000000002,20,10.0,17.765633892803894,10,26.0,33.89297364035308,11,34.0,8.483431457269365,27,7.222222222222222,41.0,20,41.0,0,2.0180000000000002,44167,226,0,0.0,2260.0000000000005,False,-0.10639179325310712,0,0.4610000000000001,53905,14,10,1.0,317.65633892803896,False,0.06655806213186066,0,0.3440000000000001,65724,228,18,1.0,4660.638053085643,False,0.027809025818839615,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.0370000000000001,83989,2,13,1.0,178.0705562252079,False,-0.0521719469019841,18,6.221000000000002,46620.0,121,0,0.0,4101.049810482722,False,-0.4513277015619985,0,0.21800000000000003,119497,130,15,1.0,1717.8460894450175,False,0.05235662986781716,10,2.0370000000000004,107491,515,0,0.0,4368.967200493723,False,-0.041029976914461516,0.5,588518,0.0,0.0,17,0,0,16,6,6.0,25,41,29,297.0,65.0,27,10,29,1397,1.7367505235597491,60.853810301981866
24,29,0,0,0,10.000000000000002,20,10.0,17.482150359825024,4,6.0,34.478707176802324,5,47.0,8.640377557673197,15,11.666666666666666,41.0,20,41.0,4,2.0580000000000007,44003,236,0,0.0,2360.0000000000005,False,-0.10864075754586704,0,0.4610000000000001,53805,14,20,1.0,489.64300719650055,False,0.06628174203192445,0,0.3440000000000001,65935,222,23,1.0,4674.047644947608,False,0.03109697223315359,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.0370000000000001,84069,0,10,0.2,86.40377557673197,False,-0.05178678006235917,10,6.303000000000001,46062.0,126,0,0.0,4344.317104277093,False,-0.45624694437649593,0,0.21800000000000003,119855,126,14,1.0,1662.6875722668228,False,0.05524573120220175,9,2.1170000000000004,107291,524,0,0.0,4527.557840220756,False,-0.042085382973293464,0.4,588145,0.0,0.0,12,0,0,11,8,8.0,18,29,26,193.0,64.0,16,13,26,966,1.568884781561792,62.42269508354366
25,26,0,0,0,10.000000000000002,20,10.0,18.114496460155372,22,22.40909090909091,34.976638229639214,6,43.333333333333336,9.373785263968625,54,13.092592592592593,41.0,20,41.0,0,2.0540000000000003,43893,247,0,0.0,2470.0000000000005,False,-0.10972578417833892,2,0.4810000000000001,54164,13,10,1.0,311.14496460155374,False,0.07160332377788078,0,0.3440000000000001,65702,234,27,1.0,5183.161403876616,False,0.031422540920035436,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,12,1.1570000000000003,83992,0,2,0.2,18.74757052793725,False,-0.05303616682903101,32,6.613000000000001,44288.0,130,0,0.0,4546.962969853098,False,-0.47510335845459667,0,0.21800000000000003,120178,132,12,1.0,1729.3396548438584,False,0.05836134082454816,8,2.1880000000000006,106675,562,0,0.0,5268.067318350367,False,-0.04423410692523098,0.4,586017,0.0,0.0,16,0,0,11,11,10.0,20,31,22,200.0,66.0,17,9,22,1515,2.384012296795845,64.8067073803395
26,22,0,0,0,10.000000000000002,20,10.0,19.13759305021255,23,26.0,37.21776319813204,22,47.0,8.694472195677138,51,4.764705882352942,41.0,20,41.0,0,2.0540000000000003,43813,255,0,0.0,2550.0000000000005,False,-0.1105148944565003,13,0.6090000000000001,54344,15,10,1.0,341.3759305021256,False,0.07545251460349303,0,0.3440000000000001,66138,247,15,1.0,5285.251931374481,False,0.038778275651114476,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.145,83992,0,2,0.0,17.388944391354276,False,-0.05304382485744276,51,7.091000000000002,39886.0,152,0,0.0,5657.10000611607,False,-0.5184705656544311,4,0.258,120614,128,10,1.0,1522.8924410466736,False,0.06127103928129672,4,2.2200000000000006,106418,607,0,0.0,5277.544622776023,False,-0.04643980561531193,0.375,582330,0.0,0.0,11,0,0,11,11,9.424242424242424,16,27,30,201.0,35.0,15,7,30,1644,1.5270611168816686,66.33376849722117
27,30,0,0,0,10.000000000000002,20,10.0,18.59141536132743,7,6.142857142857143,36.22198712642733,8,23.0,8.219297636442512,82,6.414634146341464,41.0,20,41.0,7,2.124,43564,268,0,0.0,2680.0000000000005,False,-0.1141448017360426,0,0.5960000000000001,54274,12,20,1.0,491.82830722654865,False,0.07555561557729876,0,0.3440000000000001,66279,244,17,1.0,5152.079129313158,False,0.039902127447126304,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,18,1.3250000000000002,83488,0,0,0.0,0.0,False,-0.058823529411764705,62,7.660000000000002,34985.0,160,0,0.0,5795.517940228373,False,-0.5729402862251236,0,0.254,120724,141,13,1.0,1691.920966738394,False,0.06297181452302392,13,2.3460000000000005,105851,666,0,0.0,5474.052225870713,False,-0.050538383875425294,0.375,576290,0.0,0.0,9,0,0,16,15,14.75,17,33,33,299.0,55.0,21,9,33,671,1.8416268695145845,68.17539536673576
28,33,0,0,0,10.000000000000002,20,10.0,18.134170304815505,4,1.0,37.09855469516606,9,47.111111111111114,8.954715142344458,53,13.867924528301886,41.0,20,41.0,4,2.1570000000000005,43410,275,0,0.0,2750.0000000000005,False,-0.1164924048135727,0,0.5960000000000002,54144,15,30,1.0,694.0251091444652,False,0.07498545185583415,0,0.3440000000000001,66699,238,18,1.0,4983.7065170590795,False,0.04497384589928764,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,11,1.417,83235,0,0,0.0,0.0,False,-0.06167564764502965,42,8.018,32709.0,169,0,0.0,6269.655743483064,False,-0.5959255532687583,0,0.254,120637,155,14,1.0,1961.980847063391,False,0.06339177412852978,11,2.443000000000001,105396,695,0,0.0,6223.527023929399,False,-0.05124017634334165,0.375,573355,0.0,0.0,12,0,0,7,9,9.0,26,33,35,292.0,61.0,21,12,35,993,1.7366553386673331,69.91205070540309
29,35,0,0,0,10.000000000000002,20,10.0,17.572009703662264,5,2.0,38.30957589393148,36,41.69444444444444,8.844035530049245,67,8.238805970149254,41.0,20,41.0,5,2.2030000000000003,43180,288,0,0.0,2880.0000000000005,False,-0.11974748471098837,0,0.5960000000000002,54074,12,40,1.0,822.8803881464905,False,0.0748755216822498,18,0.5240000000000001,67668,233,10,1.0,4477.3740198926225,False,0.05578492154027626,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.4060000000000004,82680,5,10,1.0,279.98823477014986,False,-0.0663540897190147,67,8.646,26791.0,190,0,0.0,7278.819419846981,False,-0.6569520696466588,0,0.254,120588,178,15,1.0,2189.2383243487657,False,0.06395686872354486,11,2.5420000000000007,105106,729,0,0.0,6447.3019014059,False,-0.05279753995258328,0.5,567212,0.0,0.0,11,0,0,8,13,12.9,23,31,29,259.0,93.0,20,15,29,1170,1.514616389758885,71.42666709516197
30,29,0,0,0,10.000000000000002,20,10.0,19.484176971722974,29,28.0,38.54037405900478,3,48.0,8.617788247968404,70,7.3571428571428585,41.0,20,41.0,0,2.1980000000000004,43080,298,0,0.0,2980.0000000000005,False,-0.12073387255869007,0,0.5960000000000001,54786,12,21,1.0,529.1677164061824,False,0.08602453853231588,0,0.506,67000,252,17,1.0,5565.198955877271,False,0.05391085554103633,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,5,1.4560000000000002,82715,0,5,0.5,43.08894123984202,False,-0.06729483382612315,55,9.129,22717.0,193,0,0.0,7438.292193387923,False,-0.701980180633847,0,0.254,121037,179,13,1.0,2075.5840963863443,False,0.06738591256464366,8,2.6110000000000007,104536,788,0,0.0,6790.817139399102,False,-0.05627965366449054,0.4375,562996,0.0,0.0,14,0,0,7,15,14.4,24,31,23,208.0,58.0,17,12,23,1746,1.2826667297631502,72.70933382492512
31,23,0,0,0,10.000000000000002,20,10.0,19.320287043259917,26,18.423076923076927,40.2159770990192,28,47.0,8.492342878501193,8,2.0,41.0,20,41.0,8,2.278000000000001,42825,306,0,0.0,3060.0000000000005,False,-0.12497534030380746,0,0.5960000000000001,55134,14,13,1.0,391.163731562379,False,0.09152854341647644,11,0.6160000000000001,67518,268,10,1.0,5579.996698583849,False,0.06184583615440967,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.451,82715,0,5,0.0,42.46171439250596,False,-0.06729836925127669,8,9.154000000000002,21089.0,221,0,0.0,8887.730938883244,False,-0.7121630389213625,0,0.254,121519,174,11,1.0,1928.6676608592074,False,0.07095808119779663,8,2.6830000000000007,104428,791,0,0.0,6717.443216894443,False,-0.057544753703420395,0.375,562353,0.0,0.0,12,0,0,6,8,7.392857142857142,18,24,24,123.0,51.0,11,12,24,1160,1.2123766532167792,73.9217104781419
32,24,0,0,0,10.000000000000002,20,10.0,19.320287043259917,0,,40.39228247644934,4,46.0,8.24269349813575,24,4.291666666666666,41.0,20,41.0,0,2.2700000000000005,42755,313,0,0.0,3130.0000000000005,False,-0.12566581179719866,0,0.5960000000000002,55004,17,23,1.0,614.3666019949782,False,0.09116558100212048,0,0.6050000000000001,67702,258,16,1.0,5630.910576784248,False,0.06500921704789282,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.451,82783,0,1,0.0,8.24269349813575,False,-0.06672467085936606,20,9.346000000000002,20008.0,225,0,0.0,9088.2635572011,False,-0.723219040666916,0,0.254,121804,172,12,1.0,1909.7432816793491,False,0.0733673023996194,11,2.7850000000000006,104235,807,0,0.0,6651.853652995551,False,-0.05951903656181998,0.375,561416,0.0,0.0,11,0,0,9,7,7.0,19,28,22,193.0,42.0,15,9,22,821,1.4411945240572095,75.36290500219911
33,22,0,0,0,10.000000000000002,20,10.0,18.525525427595845,16,11.0,40.506424701024876,3,45.0,8.143627396183245,7,3.0,41.0,20,41.0,16,2.4300000000000006,42479,323,0,0.0,3230.0000000000005,False,-0.13012428486881042,0,0.5960000000000002,54904,17,33,1.0,781.3423391106629,False,0.09083983368623656,0,0.6050000000000001,67661,264,23,1.0,5822.386481008875,False,0.06583591198864928,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.4510000000000003,82783,0,1,0.0,8.143627396183245,False,-0.06672522925508886,7,9.396,19612.0,228,0,0.0,9235.464831833671,False,-0.7268535114206837,0,0.254,122281,167,10,1.0,1769.9857751626018,False,0.07692705029012753,8,2.854000000000001,104131,809,0,0.0,6588.194563512245,False,-0.06070668996785703,0.375,560976,0.0,0.0,12,0,0,6,6,6.0,17,23,29,135.0,73.0,11,11,29,827,1.309098046272993,76.6720030484721
34,29,0,0,0,10.000000000000002,20,10.0,18.42980677027107,1,4.0,40.20899602831213,2,24.0,8.901492135860414,17,23.764705882352942,41.0,9,41.0,1,2.424000000000001,42371,332,0,0.0,3320.0000000000005,False,-0.13136713355691457,0,0.5960000000000001,54794,18,43,1.0,972.481691121656,False,0.09055515576170509,0,0.6050000000000001,67705,255,31,1.0,5946.079603296799,False,0.06743448872046873,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,11,1.5610000000000002,82680,0,0,0.0,0.0,False,-0.0679322706468559,5,9.439,19414.0,230,0,0.0,9248.06908651179,False,-0.729014558843191,0,0.254,122241,162,20,1.0,2262.0417260093873,False,0.07872849803270755,9,2.936000000000001,103655,821,0,0.0,7308.1250435413995,False,-0.061721263624696605,0.375,559985,0.0,0.0,8,0,0,10,7,6.8,19,29,33,185.0,112.0,16,13,33,248,1.4889757195487618,78.16097876802087
35,33,0,0,0,10.0,20,10.0,17.900342507792992,37,15.945945945945946,40.34868256414781,3,45.0,10.784687077025653,32,29.34375,41.0,7,41.0,10,2.5230000000000006,42009,345,0,0.0,3450.0,False,-0.13722627737226278,0,0.5960000000000001,55300,15,26,1.0,615.4089052026178,False,0.09701527821269111,0,0.6050000000000001,67250,282,38,1.0,6581.14652463524,False,0.06535836259220418,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,22,1.7700000000000002,82487,0,0,0.0,0.0,False,-0.07010799720424774,10,9.534000000000002,19019.0,233,0,0.0,9401.243037446438,False,-0.7326040908312491,0,0.254,121537,179,30,1.0,3160.458986787592,False,0.0765006775793386,7,2.997000000000001,103344,826,0,0.0,8908.15152562319,False,-0.05744547633243917,0.375,558071,0.0,0.0,11,0,0,9,9,9.0,21,30,30,234.0,102.0,18,15,30,911,1.5613272255286574,79.72230599354953
36,30,0,0,0,10.0,20,10.0,18.640063107260033,21,24.142857142857142,37.60442491304931,30,29.133333333333333,10.786690311847257,17,10.823529411764707,41.00000000000001,12,41.0,3,2.5430000000000006,41806,359,0,0.0,3590.0,False,-0.13985006904714933,0,0.5960000000000002,55744,11,18,1.0,445.5211359306806,False,0.10409864998945241,0,0.6050000000000001,67617,293,18,1.0,6138.418138862077,False,0.06755786732863685,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,5,1.7980000000000005,81508,20,10,1.0,859.9554013794587,False,-0.07629723242295071,12,9.644,18590.0,233,0,0.0,8761.831004740488,False,-0.7410443994502035,0,0.254,121353,186,40,1.0,3646.3243980035904,False,0.07701596774448961,12,3.1100000000000008,103146,826,0,0.0,8909.806197585835,False,-0.059169495848551044,0.5,556889,0.0,0.0,11,0,0,11,9,9.0,19,30,23,221.0,75.0,18,12,23,1578,1.432610286399722,81.15491627994925
37,23,0,0,0,10.0,20,10.0,18.573768813214436,1,8.0,37.60442491304931,0,,11.28879650694367,14,21.928571428571427,41.00000000000001,14,41.0,1,2.5500000000000007,41672,371,0,0.0,3710.0,False,-0.1413099230617479,0,0.5960000000000002,55664,9,28,1.0,610.0655267700042,False,0.10414347530844353,0,0.6050000000000001,67609,284,28,1.0,6327.87424051828,False,0.06886770151268094,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.7930000000000004,81743,10,15,1.0,545.3761967346481,False,-0.07542118798765227,9,9.722000000000001,18320.0,233,0,0.0,8761.831004740488,False,-0.7440881619916325,0,0.254,121118,181,50,1.0,4093.272167756805,False,0.07691518679944043,14,3.238000000000001,102812,835,0,0.0,9426.145083297964,False,-0.05983253583477032,0.5,556063,0.0,0.0,8,0,0,7,7,7.0,22,29,24,188.0,43.0,15,8,24,435,1.346139938570559,82.5010562185198
38,24,0,0,0,10.0,20,10.0,18.019268097413754,5,2.0,37.590015388685394,1,36.0,11.733932188618407,13,21.307692307692307,41.00000000000001,9,41.0,5,2.599000000000001,41472,381,0,0.0,3810.0,False,-0.14426908660485302,0,0.5960000000000001,55564,9,38,1.0,774.7321877017226,False,0.10379495154568676,0,0.6050000000000001,67635,279,37,1.0,6418.206368559797,False,0.0699425065210744,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.7930000000000001,81963,1,17,1.0,237.06686259519833,False,-0.0746789007361666,5,9.763,18142.0,233,0,0.0,8758.473585563697,False,-0.7461137150499193,0,0.254,120850,181,60,1.0,4583.841726139932,False,0.07671657162029565,9,3.3140000000000005,102683,838,0,0.0,9833.035174062225,False,-0.05918161035402292,0.5,555434,0.0,0.0,8,0,0,6,6,6.0,19,25,21,177.0,47.0,13,11,21,492,1.277569366618991,83.7786255851388
39,21,0,0,0,10.0,20,10.0,17.07624950463462,11,5.545454545454546,37.95698621611702,18,40.0,11.56280141551841,9,6.555555555555555,41.00000000000001,12,41.0,6,2.654000000000001,41256,390,0,0.0,3900.0,False,-0.14764253304399289,0,0.5960000000000001,55504,10,43,1.0,834.2787286992886,False,0.10319864597257133,0,0.6050000000000001,68294,280,29,1.0,5882.102461565088,False,0.0758469066615701,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.7930000000000004,81927,0,19,0.2,219.69322689484977,False,-0.07518266392975188,9,9.848,17134.0,250,0,0.0,9489.246554029256,False,-0.7533580222643944,0,0.254,120793,178,70,1.0,4928.178651962277,False,0.07772357063148033,12,3.425000000000001,102483,840,0,0.0,9712.753189035464,False,-0.06145620632941269,0.4,554516,0.0,0.0,11,0,0,3,9,9.0,17,20,29,85.0,51.0,8,13,29,970,1.2067744731903076,84.9854000583291
40,29,0,0,0,9.999999999999998,20,10.0,16.18533194453208,9,3.2222222222222223,38.3000630327081,5,45.6,11.31361349736626,13,6.615384615384615,41.00000000000001,9,41.0,9,2.738000000000001,40922,405,0,0.0,4049.999999999999,False,-0.15275202209508779,0,0.5960000000000002,55454,5,53,1.0,907.8225930602002,False,0.102937685865656,0,0.6050000000000001,68493,279,34,1.0,5817.909755636526,False,0.07836761478589198,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.7930000000000004,81891,0,20,0.1,226.2722699473252,False,-0.07555141551897653,13,9.969000000000003,16470.0,254,0,0.0,9728.216010307859,False,-0.7594964488856004,0,0.254,120793,168,80,1.0,5180.687067557532,False,0.07882750012047747,9,3.503000000000001,102279,853,0,0.0,9650.51231325342,False,-0.06351202996793937,0.3875,553427,0.0,0.0,9,0,0,8,7,7.0,19,27,33,217.0,84.0,14,15,33,428,1.4467755733057857,86.43217563163489
41,33,0,0,0,9.999999999999998,20,10.0,16.026201172372403,78,15.76923076923077,38.3000630327081,0,,11.207614724578189,3,3.0,41.00000000000001,6,41.0,39,3.119000000000001,39730,414,0,0.0,4139.999999999999,False,-0.17537975932136515,0,0.5960000000000002,56358,6,24,1.0,444.62882813693767,False,0.11620269114358783,0,0.6050000000000001,67263,347,44,1.0,7246.294580252381,False,0.07057748916566517,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.7930000000000004,81891,0,20,0.0,224.1522944915638,False,-0.07556336496690436,3,9.986,16365.0,254,0,0.0,9728.216010307859,False,-0.7606801343183783,0,0.254,120793,158,90,1.0,5460.803126483354,False,0.08005212614753839,6,3.5540000000000007,102204,856,0,0.0,9593.71820423893,False,-0.06441610326210602,0.375,551729,0.0,0.0,10,0,0,10,7,7.0,20,30,26,210.0,81.0,16,17,26,1214,1.540621841326356,87.97279747296125
42,26,0,0,0,9.999999999999998,20,10.0,14.882771089635204,18,3.2222222222222223,38.48272502439796,47,38.87234042553192,14.063858801123502,18,47.666666666666664,41.00000000000001,8,41.0,18,3.260000000000001,39178,425,0,0.0,4249.999999999999,False,-0.18518445452752022,0,0.5960000000000001,56268,5,34,1.0,556.014217047597,False,0.11552588495805487,3,0.6350000000000001,68945,355,10,1.0,5668.210987064477,False,0.08406363544216743,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.7930000000000001,81486,25,12,1.0,1130.834431223431,False,-0.07501840669614555,0,9.983000000000002,15801.0,266,0,0.0,10236.404856489857,False,-0.7641737601938434,0,0.254,120511,154,100,1.0,6265.83425537302,False,0.08110587863464001,8,3.628000000000001,101524,868,0,0.0,12207.429439375199,False,-0.058935062957404145,0.5,550838,0.0,0.0,13,0,0,10,9,8.1875,15,25,22,166.0,90.0,12,14,22,2325,2.119531759992242,90.09232923295349
43,22,0,0,0,9.999999999999998,20,10.0,14.882771089635204,0,,38.48272502439796,0,,16.1581994022169,69,22.434782608695652,41.00000000000001,8,41.0,0,3.2420000000000013,39088,434,0,0.0,4339.999999999999,False,-0.18607220359045176,0,0.5960000000000001,56158,6,44,1.0,714.841927943949,False,0.11492248893217552,0,0.6320000000000001,68945,345,20,1.0,5904.210526412105,False,0.08584575934040212,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,19,1.9830000000000003,81662,15,10,1.0,738.8228693881383,False,-0.07524393575751288,38,10.363000000000001,13899.0,266,0,0.0,10236.404856489857,False,-0.7856153763190209,0,0.254,119417,180,110,1.0,7418.475892399043,False,0.0765794448289689,8,3.700000000000001,100966,901,0,0.0,14558.537661397428,False,-0.0535353522777463,0.5,547260,0.0,0.0,7,0,0,11,12,11.142857142857142,17,28,23,190.0,39.0,15,7,23,200,1.47723594494164,91.56956517789513
