index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,19,0,0,0,10.000000000000002,20,10.0,23.729266737410335,16,26.0,36.79038532809939,45,39.666666666666664,28.705688405972378,13,22.23076923076923,49.0,20,49.0,0,0.3440000000000001,38259,5,14,1.0,382.20973432374467,False,0.03519114953455214,0,0.2,37163,0,66,1.0,1566.131604669082,False,0.02162091921316368,28,0.48000000000000004,56615,71,10,1.0,2052.6817916371274,False,0.0033829598729013,0,0.2,57522,0,2,0.0,73.58077065619878,False,0.0019459742950563525,0,0.4610000000000001,87007,0,9,0.5,258.3511956537514,False,-0.00028481089217795237,12,1.9850000000000003,75480,81,0,0.0,2980.0212115760505,False,-0.11692143727368871,3,0.34700000000000003,109770,0,2,0.2,98.0,False,0.0011395336116834102,9,0.8840000000000001,104316,181,0,0.0,5195.729601481001,False,-0.02534446003664285,0.4625,566132,0.0,0.0,15,0,0,6,8,7.183333333333334,16,22,33,111.0,96.0,7,12,33,1535,2.2190645140362903,50.77984534908319
11,33,0,0,0,10.000000000000002,20,10.0,23.729266737410335,0,,37.01933149539805,6,40.833333333333336,28.30114786076911,50,27.16,49.0,20,49.0,0,0.3440000000000001,38159,5,24,1.0,619.502401697848,False,0.035693164279916034,0,0.2,37063,0,76,1.0,1803.4242720431855,False,0.022122933958527574,0,0.45200000000000007,56820,61,15,1.0,2002.7752434130011,False,0.0065170961356815355,0,0.2,57562,0,1,0.0,37.01933149539805,False,0.002324049397665622,1,0.4710000000000001,87344,0,5,0.5,141.50573930384556,False,0.0029113120507099433,40,2.3730000000000007,73062,82,0,0.0,3035.58518262264,False,-0.14434445920410144,3,0.374,109746,0,5,0.5,245.0,False,0.0015907889219100406,15,1.0250000000000001,102693,226,0,0.0,6396.059416533819,False,-0.03466889977330653,0.5,562449,0.0,0.0,12,0,0,12,13,12.2,18,30,32,240.0,144.0,15,18,32,838,2.459771740017459,53.23961708910065
12,32,0,0,0,10.000000000000002,20,10.0,24.609016918203746,42,27.333333333333332,37.9662405312958,68,39.294117647058826,29.71441065103012,49,34.673469387755105,49.00000000000001,20,49.0,0,0.3440000000000001,38079,3,34,1.0,866.7065752189274,False,0.03686706210078511,0,0.2,38091,2,44,1.0,1102.7967444009648,False,0.04036826245054209,53,0.9820000000000002,55561,93,10,1.0,2668.3009787059063,False,-0.009606237238620705,0,0.2,57562,0,1,0.0,37.9662405312958,False,0.002332290985876541,13,0.6000000000000001,86169,29,10,1.0,1398.1650819178794,False,-0.0033606482146952745,31,2.643000000000001,70398,111,0,0.0,4214.252698973834,False,-0.1681471489601207,3,0.401,109265,7,10,1.0,698.0008745572109,False,-0.0007292975251280278,12,1.1300000000000001,101462,258,0,0.0,7666.317947965771,False,-0.04010101761278746,0.625,556587,0.0,0.0,14,0,0,10,15,13.849616858237548,18,28,38,237.0,174.0,14,18,38,1749,2.345783550001215,55.58540063910186
13,38,0,0,0,10.000000000000002,20,10.0,24.624357991817696,1,27.0,37.9662405312958,0,,29.379201738577702,7,19.857142857142858,49.000000000000014,20,49.0,0,0.3440000000000001,37969,4,44,1.0,1123.4717516399787,False,0.03736197603370734,0,0.2,38028,1,53,1.0,1315.0909735663379,False,0.0415299110675813,0,0.9290000000000003,55561,83,20,1.0,2803.146523946785,False,-0.008432585479252356,0,0.2,57535,0,2,0.1,75.9324810625916,False,0.0021927383593799373,0,0.5870000000000002,86169,19,20,1.0,1308.9426048661744,False,-0.003872473899644509,7,2.6820000000000013,70177,111,0,0.0,4214.252698973834,False,-0.1706826866432588,0,0.398,109679,1,10,1.0,519.3792017385778,False,0.0022306561969595933,10,1.2180000000000002,101222,261,0,0.0,7667.97165376878,False,-0.04228138433383415,0.6375,556340,0.0,0.0,12,0,0,13,6,6.0,19,32,41,291.0,168.0,17,21,41,717,2.3991680840263143,57.98456872312818
14,41,0,0,0,10.000000000000002,20,10.0,24.95046601107128,15,28.0,35.352097682746724,18,14.0,30.387816165470877,21,39.285714285714285,49.00000000000001,20,49.0,0,0.3440000000000001,37869,4,54,1.0,1387.3251645978492,False,0.03822153790213291,0,0.2,38348,1,48,1.0,1207.6223685314214,False,0.04869857535109466,0,0.9290000000000003,55393,88,12,1.0,2619.866181167233,False,-0.012952232656472613,0,0.2,57535,0,2,0.0,70.70419536549345,False,0.0021472330614783967,0,0.5870000000000002,86779,9,20,1.0,925.9252024541381,False,0.0009288856395300035,11,2.7850000000000006,69532,129,0,0.0,4560.420601074327,False,-0.1760969894730767,6,0.4580000000000001,109333,9,10,1.0,763.4903454892379,False,0.00018911857298135602,4,1.2480000000000002,101114,264,0,0.0,8022.383467684312,False,-0.041650484676990875,0.625,555903,0.0,0.0,17,0,0,15,7,7.0,16,31,49,243.0,194.0,16,25,49,1972,2.59522682701936,60.57979555014754
15,49,0,0,0,10.000000000000002,20,10.0,25.210013472602178,13,28.0,35.706865221945925,16,39.0,28.80529603828467,32,19.625,49.00000000000001,20,49.0,0,0.3440000000000001,38153,2,51,1.0,1305.710687102711,False,0.04476901013788205,0,0.2,38228,3,58,1.0,1492.1807814109263,False,0.04929839783284764,4,0.9690000000000003,55525,91,10,1.0,2651.179878226257,False,-0.010381918305340026,0,0.2,57535,0,2,0.0,71.41373044389185,False,0.0021534086239829047,0,0.5870000000000002,86988,0,18,0.9,518.4953286891241,False,0.0009895212806708875,21,2.984000000000001,68057,145,0,0.0,5177.495457182159,False,-0.1894798392791376,2,0.4720000000000001,109595,9,10,1.0,749.247664344562,False,0.0025126609675303812,8,1.3240000000000003,100585,286,0,0.0,8238.314666949416,False,-0.045488747484140356,0.6125,554666,0.0,0.0,13,0,0,14,7,6.25,18,32,38,309.0,243.0,18,31,38,1263,2.4383149230270647,63.0181104731746
16,38,0,0,0,10.000000000000002,20,10.0,25.210013472602178,0,,35.561248220946965,1,14.0,28.61100932976608,5,21.0,49.0,20,49.0,0,0.3440000000000001,38073,0,61,1.0,1537.8108218287327,False,0.04573958514159785,0,0.2,38108,5,68,1.0,1764.280916136948,False,0.04973051336909985,0,0.9650000000000001,55539,81,19,1.0,2717.674807478769,False,-0.009559465181134126,0,0.2,57535,0,2,0.0,71.12249644189393,False,0.0021508738179704277,0,0.5870000000000002,86988,0,18,0.0,514.9981679357894,False,0.0009694597809558629,5,3.013000000000001,67908,146,0,0.0,5191.942240258257,False,-0.19110644531236293,2,0.4900000000000001,109959,4,10,1.0,604.4440373190644,False,0.005170948444395654,8,1.3960000000000001,100474,286,0,0.0,8182.748668313099,False,-0.04675393062376664,0.5,554584,0.0,0.0,11,0,0,14,5,4.5,15,29,33,255.0,141.0,15,23,33,655,2.2357124139671214,65.25382288714172
17,33,0,0,0,10.000000000000002,20,10.0,25.097252320911785,36,24.666666666666668,35.72073038414373,5,40.0,28.94393074752833,39,30.487179487179485,49.0,20,49.0,0,0.3440000000000001,37963,1,71,1.0,1791.9049147847368,False,0.046198542320016425,0,0.2,38906,4,42,1.0,1094.0845974782949,False,0.06219320729987212,0,0.9650000000000001,54851,107,24,1.0,3542.7035275570106,False,-0.01435493996590763,0,0.2,57535,0,2,0.0,71.44146076828746,False,0.002153649979705509,0,0.5870000000000002,87378,0,13,0.5,376.2710997178683,False,0.004648128748625418,29,3.298000000000001,66427,146,0,0.0,5215.226636084984,False,-0.20796441851237946,0,0.4880000000000001,109709,16,12,1.0,1051.1028919604532,False,0.004927812332308254,12,1.5080000000000002,99684,303,0,0.0,8770.011016501085,False,-0.05127896231106038,0.5625,552453,0.0,0.0,16,0,0,17,12,12.0,14,31,33,258.0,96.0,16,17,33,2270,4.004834009974729,69.25865689711645
18,33,0,0,0,10.000000000000002,20,10.0,25.320380231991575,13,28.0,34.12711318754202,44,29.59090909090909,30.361628346965915,32,39.125,48.99999999999999,20,49.0,0,0.3440000000000001,38227,1,68,1.0,1731.785855775427,False,0.052496915378071544,0,0.2,38806,4,52,1.0,1356.6597720635618,False,0.06303556217946264,20,1.1650000000000003,55019,110,10,1.0,3126.5129573944932,False,-0.015052892601924496,0,0.2,57535,0,2,0.0,68.25422637508404,False,0.0021259093283816405,2,0.6070000000000001,87826,3,10,1.0,405.9976230322852,False,0.009958568758001165,17,3.439000000000001,64835,177,0,0.0,6040.499034194938,False,-0.22149528439213098,0,0.4880000000000001,109820,15,12,1.0,1043.4244252044887,False,0.0059047186956647044,10,1.5960000000000005,98631,326,0,0.0,9897.890841110888,False,-0.055737365575551534,0.625,550699,0.0,0.0,14,0,0,13,11,9.938461538461539,17,30,35,258.0,111.0,16,17,35,2410,2.2117293829796836,71.47038628009614
19,35,0,0,0,10.000000000000002,20,10.0,25.320380231991575,0,,35.058630031063444,36,39.0,29.90283101567401,32,26.9375,48.999999999999986,20,49.0,0,0.3440000000000001,38127,1,78,1.0,1984.9896580953427,False,0.05321311765467719,0,0.2,38706,4,62,1.0,1609.8635743834777,False,0.0637517644560681,26,1.4050000000000002,55393,100,10,1.0,2882.624323509792,False,-0.010665271262992031,0,0.2,57535,0,2,0.0,70.11726006212689,False,0.0021421245675328666,0,0.6050000000000002,87429,11,15,1.0,834.1873955768081,False,0.007860094512320849,27,3.6920000000000006,62890,195,0,0.0,6836.432856057371,False,-0.23924442780568508,0,0.4880000000000001,110261,12,10,1.0,848.833972188088,False,0.009038023830784232,8,1.6660000000000004,97790,351,0,0.0,10495.893686501578,False,-0.060678370346137565,0.625,548131,0.0,0.0,14,0,0,14,9,8.444444444444445,16,30,36,255.0,150.0,15,20,36,1093,2.336966140952427,73.80735242104856
20,36,0,0,0,10.000000000000002,20,10.0,25.320380231991575,0,,35.35261135466206,9,40.888888888888886,28.302023929885333,40,19.7,48.99999999999999,20,49.0,0,0.3440000000000001,38017,2,88,1.0,2248.1934604152584,False,0.053794705064416755,0,0.2,38616,3,72,1.0,1853.0673767033934,False,0.06460258159953945,0,1.3790000000000002,55721,90,12,1.0,2703.0655571351867,False,-0.006518481755921269,0,0.2,57575,0,1,0.0,35.35261135466206,False,0.002535838349736876,0,0.6050000000000001,87455,5,15,1.0,601.2934157215903,False,0.006822394280249155,30,3.9650000000000007,61238,200,0,0.0,7070.522270932412,False,-0.2568550024039856,0,0.4880000000000001,110504,15,10,1.0,914.53035894828,False,0.011552730135414331,10,1.7580000000000005,97070,378,0,0.0,10698.165045496657,False,-0.06632010390041088,0.625,546196,0.0,0.0,14,0,0,9,8,8.0,19,28,31,237.0,140.0,14,22,31,1248,2.125827367999591,75.93317978904815
21,31,0,0,0,10.000000000000002,20,10.0,25.432276774531147,30,26.0,35.7201274455021,18,39.0,27.039015470379603,46,20.73913043478261,48.99999999999999,20,49.0,0,0.3440000000000001,38297,3,83,1.0,2140.878972286085,False,0.059888525055677815,0,0.2,38916,2,67,1.0,1723.9625438935868,False,0.0709415306234498,6,1.4390000000000003,55451,110,10,1.0,3154.7517196534473,False,-0.007287136668116295,0,0.2,57575,0,1,0.0,35.7201274455021,False,0.0025390370902353483,0,0.6050000000000001,87707,0,8,0.5,216.31212376303682,False,0.007505146359971924,34,4.275000000000001,58838,218,0,0.0,7786.987783119458,False,-0.2802802412597408,0,0.4880000000000001,110896,5,12,1.0,723.1950773518979,False,0.014254175603733594,12,1.8680000000000003,95874,424,0,0.0,11464.542559440952,False,-0.0737299097514862,0.5625,543554,0.0,0.0,12,0,0,10,9,8.333333333333332,19,29,36,222.0,96.0,14,17,36,1624,2.2974134020041674,78.23059319105232
22,36,0,0,0,10.000000000000002,20,10.0,25.647463070220496,15,28.0,35.8793748246327,5,41.0,26.62550669132694,20,21.5,48.99999999999999,20,49.0,0,0.3440000000000001,38207,2,93,1.0,2405.214065530506,False,0.061023800790600005,0,0.2,39226,3,62,1.0,1620.1427103536707,False,0.07789008306213378,0,1.4330000000000003,55236,115,15,1.0,3487.6488754448474,False,-0.008132288235722918,0,0.2,57575,0,1,0.0,35.8793748246327,False,0.0025404231276188395,0,0.6050000000000001,87707,0,8,0.0,213.00405353061552,False,0.007486169580033521,20,4.441000000000001,57903,223,0,0.0,8001.100585893092,False,-0.2897792557113096,0,0.4880000000000001,111435,0,6,0.5,293.99999999999994,False,0.017211515670866227,9,1.9460000000000006,95295,444,0,0.0,11821.72497094916,False,-0.07738014398714071,0.4375,542584,0.0,0.0,13,0,0,7,5,5.0,22,29,31,255.0,138.0,15,21,31,1364,2.4994259430095553,80.73001913406188
23,31,0,0,0,10.000000000000002,20,10.0,25.86053371783328,31,26.967741935483872,35.8793748246327,0,,25.688105840027127,32,18.625,48.99999999999999,20,49.0,0,0.3440000000000001,38923,4,72,1.0,1901.9584276839962,False,0.07352608065697444,0,0.2,39146,1,72,1.0,1871.9584276839962,False,0.07912605911859574,0,1.4330000000000003,54400,136,25,1.0,4414.016956241144,False,-0.014622025900037021,0,0.2,57575,0,1,0.0,35.8793748246327,False,0.0025404231276188395,2,0.6250000000000002,87801,0,0,0.0,0.0,False,0.007342733562028889,22,4.641000000000001,57013,223,0,0.0,8001.100585893092,False,-0.29999024457100604,1,0.49800000000000005,111340,10,10,1.0,746.8810584002713,False,0.01840976287855427,13,2.067,94806,456,0,0.0,11713.77626305237,False,-0.08233004419999104,0.5,541004,0.0,0.0,12,0,0,9,8,6.7,20,29,39,258.0,105.0,16,15,39,1281,2.4716961250524037,83.20171525911428
24,39,0,0,0,10.000000000000002,20,10.0,25.86053371783328,0,,35.8793748246327,0,,25.217091675956734,22,19.954545454545453,48.99999999999999,20,49.0,0,0.3440000000000001,38823,4,82,1.0,2160.563764862329,False,0.07431499562316349,0,0.2,39046,1,82,1.0,2130.563764862329,False,0.07991497408478479,0,1.4330000000000003,54400,126,35,1.0,4514.205367309138,False,-0.013750018562247435,0,0.2,57575,0,1,0.0,35.8793748246327,False,0.0025404231276188395,0,0.623,87801,0,0,0.0,0.0,False,0.007342733562028889,22,4.839,56134,223,0,0.0,8001.100585893092,False,-0.3100750301976051,0,0.4970000000000001,111564,1,15,1.0,760.2170916759566,False,0.020512594543347695,15,2.204000000000001,94041,477,0,0.0,12028.552729431362,False,-0.0878691964490703,0.5,539384,0.0,0.0,10,0,0,10,9,9.0,23,33,32,300.0,135.0,19,20,32,445,2.512335580016952,85.71405083913123
