index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,23,0,0,0,10.000000000000002,20,10.0,12.236942492813267,6,10.666666666666666,54.40084312420809,0,,18.30628620568851,37,29.513513513513512,57.0,20,57.0,5,0.736,65806,103,0,0.0,1030.0000000000002,False,-0.02158326448719462,1,0.47100000000000014,65868,117,0,0.0,1170.0000000000002,False,-0.019635902277823674,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,110025,0,34,0.6,1849.628666223075,False,0.01965623267051624,15,0.5840000000000001,147742,0,0,0.0,0.0,False,0.0015116696832272454,22,2.589000000000001,124316.0,43,0,0.0,2339.2362543409477,False,-0.14935962061042665,0,0.2,166538,13,21,1.0,1434.9817206739506,False,0.012577285475892576,13,0.879,161608,217,0,0.0,3972.464106634407,False,-0.009588249928457682,0.2,952239,0.0,0.0,8,0,0,8,16,16.0,18,26,23,192.0,102.0,14,9,23,599,4.377990176028106,118.50783850403968
11,23,0,0,0,10.000000000000002,20,10.0,12.116062177311228,1,4.0,52.42985727285829,9,39.0,15.37983738430071,54,4.407407407407407,57.0,20,57.0,0,0.7310000000000001,65706,113,0,0.0,1130.0000000000002,False,-0.022320901687713914,1,0.48000000000000004,65746,127,0,0.0,1270.0000000000002,False,-0.020698099846571463,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,110372,0,26,0.1,1363.1762890943155,False,0.020609939661864706,0,0.5690000000000001,147391,0,9,0.9,138.4185364587064,False,-0.0003985298962889922,54,3.1070000000000007,118821.0,43,0,0.0,2254.483862732907,False,-0.18689631890558872,0,0.2,166919,19,22,1.0,1546.2169103017136,False,0.015220601140290195,11,0.9760000000000002,161275,255,0,0.0,3921.8585329966813,False,-0.011757441871808976,0.25,946566,0.0,0.0,11,0,0,9,11,11.0,16,25,23,173.0,95.0,13,10,23,1064,4.058324233978055,122.56616273801774
12,23,0,0,0,10.000000000000002,20,10.0,10.992532210181627,13,5.6923076923076925,52.42985727285829,0,,15.598402992167694,31,17.225806451612904,57.0,20,57.0,5,0.7810000000000001,65536,123,0,0.0,1230.0000000000002,False,-0.024091230968960226,8,0.559,65428,137,0,0.0,1370.0000000000002,False,-0.02465183524135489,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,110298,3,36,1.0,1920.4524584534433,False,0.02249061426902359,0,0.5690000000000001,147731,0,4,0.0,62.393611968670776,False,0.0016485795455794493,26,3.313000000000001,117043.0,43,0,0.0,2254.483862732907,False,-0.1989490036445037,0,0.2,166955,21,24,1.0,1695.5664628355216,False,0.015890634536183782,12,1.0850000000000002,160896,274,0,0.0,4273.962419853948,False,-0.012986104626966203,0.25,944223,0.0,0.0,9,0,0,8,12,12.0,15,23,25,164.0,101.0,12,11,25,996,3.9900423010112718,126.55620503902901
13,25,0,0,0,10.000000000000002,20,10.0,10.938273033221659,6,10.333333333333334,53.724336434512374,7,65.42857142857143,13.216829949248323,47,1.2765957446808511,57.00000000000001,20,57.0,5,0.8260000000000001,65396,130,0,0.0,1300.0000000000002,False,-0.02564026909005075,1,0.5610000000000002,65274,150,0,0.0,1500.0000000000002,False,-0.02596482945827924,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,110694,0,38,0.9,2041.5247845114702,False,0.02668629451301559,0,0.5690000000000001,147731,0,4,0.0,52.86731979699329,False,0.0016162911889213967,47,3.7570000000000014,112021.0,50,0,0.0,2686.2168217256185,False,-0.2315287630009503,0,0.2,167517,13,24,1.0,1539.8187893402285,False,0.018821570636949857,10,1.1730000000000003,160661,319,0,0.0,4216.168753810215,False,-0.01458375584578386,0.2375,939630,0.0,0.0,11,0,0,14,11,11.0,18,32,16,282.0,42.0,21,4,16,1228,3.9802266369806603,130.53643167600967
14,16,0,0,0,10.000000000000002,20,10.0,9.91904295193183,14,5.142857142857143,53.81777462145233,5,55.0,13.440485385042434,57,14.43859649122807,57.0,20,57.0,5,0.871,65231,139,0,0.0,1390.0000000000002,False,-0.02741059837129706,9,0.6500000000000001,64923,161,0,0.0,1610.0000000000002,False,-0.030331641685353475,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,110897,4,43,1.0,2353.8404805301775,False,0.029987043959389073,14,0.7090000000000001,147325,0,5,0.5,67.20242692521217,False,-0.0010873093400674315,39,4.1000000000000005,108714.0,50,0,0.0,2690.8887310726163,False,-0.25393037937122465,0,0.2,168000,10,19,1.0,1217.4048538504244,False,0.02076972978801786,5,1.213,160143,369,0,0.0,4959.539107080658,False,-0.015469556759735966,0.3125,935569,0.0,0.0,10,0,0,7,12,11.2,14,21,25,110.0,44.0,9,7,25,1330,3.058417610009201,133.59484928601887
15,25,0,0,0,10.000000000000002,20,10.0,9.56151212278743,10,7.0,53.90674912535499,5,55.0,13.676696712958268,47,15.085106382978724,56.99999999999999,20,57.0,5,0.9160000000000001,65041,151,0,0.0,1510.0000000000002,False,-0.029328455092647233,5,0.6910000000000001,64723,169,0,0.0,1690.0000000000002,False,-0.032692080727015224,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,111102,4,48,1.0,2625.7700065081895,False,0.03312059445510191,0,0.6950000000000001,147400,0,5,0.5,68.38348356479133,False,-0.0005748971876003357,42,4.481000000000002,105151.0,50,0,0.0,2695.3374562677495,False,-0.2780681218816974,0,0.2,168189,13,18,1.0,1203.7970572684571,False,0.02187275865208576,9,1.298,159708,403,0,0.0,5511.708775322182,False,-0.016431641092269595,0.3125,931650,0.0,0.0,10,0,0,11,11,11.0,17,28,27,225.0,64.0,17,8,27,1452,10.540054799988866,144.13490408600774
16,27,0,0,0,10.000000000000002,20,10.0,9.146860750095346,10,6.1,53.90674912535499,0,,16.228950256699026,32,39.71875,56.99999999999999,20,57.0,5,0.9610000000000001,64846,163,0,0.0,1630.0000000000002,False,-0.031320075534049335,5,0.7360000000000002,64514,177,0,0.0,1770.0000000000002,False,-0.03518529446477045,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,111041,4,58,1.0,3163.178892270971,False,0.03502944965247531,10,0.7950000000000002,147835,0,0,0.0,0.0,False,0.002142096950223361,17,4.609000000000002,104253.0,50,0,0.0,2695.3374562677495,False,-0.28415547334150937,0,0.2,167657,21,19,1.0,1423.8079553906794,False,0.019317971992004558,11,1.3990000000000002,159256,417,0,0.0,6767.472257043494,False,-0.01536683984234139,0.25,929738,0.0,0.0,9,0,0,12,12,12.0,16,28,25,244.0,69.0,18,9,25,1063,3.6867216620012186,147.82162574800896
17,25,0,0,0,10.000000000000002,20,10.0,9.262491085873918,5,11.0,53.90674912535499,0,,16.799969959020654,39,21.102564102564102,56.99999999999999,20,57.0,5,1.006,64661,174,0,0.0,1740.0000000000002,False,-0.033237932255399505,0,0.7310000000000001,64424,186,0,0.0,1860.0000000000002,False,-0.03584916794523781,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,110986,0,67,0.9,3611.7521913987844,False,0.036585235828173565,10,0.8850000000000002,147930,0,0,0.0,0.0,False,0.002786081792853802,29,4.8820000000000014,102016.0,50,0,0.0,2695.3374562677495,False,-0.29931962168850196,0,0.2,167586,33,23,1.0,1865.3990086476815,False,0.02022484534456058,14,1.528,158496,434,0,0.0,7291.186962214963,False,-0.018382632789430375,0.2375,926435,0.0,0.0,8,0,0,9,13,13.0,19,28,25,222.0,79.0,16,9,25,542,3.4096661509829573,151.2312918989919
18,25,0,0,0,10.000000000000002,20,10.0,8.662449674176456,14,5.571428571428571,54.723402322968965,3,71.0,16.782824830588286,27,16.59259259259259,57.0,20,57.0,5,1.0510000000000002,64471,186,0,0.0,1860.0000000000002,False,-0.035155788976749675,9,0.8210000000000002,64104,194,0,0.0,1940.0000000000005,False,-0.039979936268145874,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,111121,4,74,1.0,4084.181570596409,False,0.03999679063052638,5,0.925,148005,0,0,0.0,0.0,False,0.003294490879140992,22,5.073000000000002,100324.0,53,0,0.0,2900.340323117355,False,-0.3100944952069992,0,0.2,168251,24,21,1.0,1599.787795934119,False,0.023446790117128576,8,1.5940000000000003,157937,460,0,0.0,7720.099422070612,False,-0.020468526613499967,0.25,924549,0.0,0.0,9,0,0,7,10,10.0,19,26,27,210.0,107.0,14,11,27,1097,3.3640994589659385,154.59539135795785
19,27,0,0,0,10.000000000000002,20,10.0,8.590322955280381,1,3.0,54.61464179131446,10,54.0,17.30257426205979,14,28.214285714285715,56.99999999999999,20,57.0,0,1.046,64361,197,0,0.0,1970.0000000000005,False,-0.0359671898973209,1,0.8220000000000001,63991,203,0,0.0,2030.0000000000005,False,-0.040983122860852116,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,111658,0,69,0.5,3768.4102836006978,False,0.043480945325383956,5,0.9700000000000002,147540,0,10,1.0,173.0257426205979,False,0.0007288069422263538,9,5.141000000000002,99842.0,53,0,0.0,2894.5760149396665,False,-0.31338140844589624,0,0.2,168540,28,19,1.0,1567.472079337674,False,0.025098596905573655,8,1.6660000000000001,157805,460,0,0.0,7959.184160547503,False,-0.0205439460444263,0.3125,924073,0.0,0.0,11,0,0,11,6,6.0,17,28,23,266.0,94.0,18,9,23,1424,3.4055451590102166,158.00093651696807
20,23,0,0,0,10.000000000000002,20,10.0,8.505115214813383,4,7.0,54.61464179131446,0,,15.265208382707153,40,1.15,57.00000000000001,20,57.0,0,1.046,64271,206,0,0.0,2060.0000000000005,False,-0.03663106337778827,4,0.8610000000000002,63805,214,0,0.0,2140.0000000000005,False,-0.04291573232621267,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,111630,0,73,0.4,3986.868850765956,False,0.04422746253028625,0,0.9650000000000001,147540,0,10,0.0,152.65208382707152,False,0.0006597525872161085,40,5.532000000000002,96231.0,53,0,0.0,2894.5760149396665,False,-0.33785961125367014,0,0.2,168979,29,21,1.0,1639.6910430985076,False,0.02797494534108209,12,1.7780000000000005,157522,489,0,0.0,7464.686899143798,False,-0.023754111022219075,0.175,920314,0.0,0.0,8,0,0,11,10,10.0,17,28,17,238.0,51.0,16,7,17,656,3.561261724040378,161.56219824100845
21,17,0,0,0,10.000000000000002,20,10.0,8.323822663322197,16,7.5625,54.88386336235049,1,71.0,13.367787438209417,45,1.3333333333333333,57.00000000000001,20,57.0,10,1.1460000000000001,64016,214,0,0.0,2140.0000000000005,False,-0.03980290334002124,6,0.9170000000000003,63529,226,0,0.0,2260.0000000000005,False,-0.04610232503245604,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,111580,6,82,1.0,4550.419731692673,False,0.04635753614842559,0,0.9650000000000001,147540,0,10,0.0,133.67787438209416,False,0.0005954415173032614,45,5.942,91886.0,54,0,0.0,2963.7286215669264,False,-0.3670790588955764,0,0.2,169889,21,15,1.0,1135.723536202398,False,0.03195862504753173,4,1.8059999999999998,157420,532,0,0.0,7111.66291712741,False,-0.025440243503591805,0.25,916196,0.0,0.0,10,0,0,8,11,11.0,14,22,18,134.0,56.0,11,6,18,1183,3.0958106640027836,164.65800890501123
22,18,0,0,0,10.000000000000002,20,10.0,7.6690787509938465,9,2.2222222222222223,54.88386336235049,0,,13.227039605165539,39,12.153846153846153,57.00000000000001,20,57.0,0,1.1360000000000001,63936,222,0,0.0,2220.0000000000005,False,-0.04039301310043668,9,1.0010000000000003,63168,238,0,0.0,2380.0000000000005,False,-0.0505429009795822,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,111560,5,92,1.0,5087.660823091214,False,0.04864242044963848,6,1.0250000000000001,147562,0,0,0.0,0.0,False,0.000291487876137989,23,6.127000000000001,90367.0,54,0,0.0,2963.7286215669264,False,-0.3773760375898463,0,0.2,170276,12,18,1.0,1184.7244752619868,False,0.034449879751728404,13,1.9320000000000004,156643,570,0,0.0,7539.412574944357,False,-0.028849445522574502,0.25,913848,0.0,0.0,8,0,0,7,12,11.75,15,22,20,139.0,74.0,10,8,20,775,3.1476828019949608,167.8056917070062
23,20,0,0,0,10.000000000000002,20,10.0,7.8898022684058065,6,10.666666666666666,53.363619070404575,9,44.111111111111114,13.091292284482764,12,9.666666666666666,57.00000000000001,20,57.0,5,1.1860000000000002,63786,230,0,0.0,2300.0000000000005,False,-0.04201581494157913,1,1.002,63026,250,0,0.0,2500.0000000000005,False,-0.05175262598843385,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,111893,1,93,1.0,4970.706375816031,False,0.05116535265651461,2,1.0390000000000001,147233,0,5,0.5,65.45646142241382,False,-0.0017168755840859943,10,6.204000000000002,89670.0,58,0,0.0,3095.0899060834654,False,-0.38165561756084476,0,0.2,170765,12,18,1.0,1183.0955074137935,False,0.03740539147893118,10,2.0190000000000006,156412,572,0,0.0,7488.219186724141,False,-0.03040290115292544,0.3125,913121,0.0,0.0,10,0,0,8,11,11.0,17,25,21,201.0,62.0,14,6,21,1167,3.091795647982508,170.8974873549887
24,21,0,0,0,10.000000000000002,20,10.0,7.804684915203454,9,7.111111111111111,54.51809385140966,13,59.61538461538461,14.415787843715423,14,41.214285714285715,57.00000000000001,20,57.0,5,1.231,63616,240,0,0.0,2400.0000000000005,False,-0.043786144222825445,4,1.0410000000000001,62826,260,0,0.0,2600.0000000000005,False,-0.05396553758999174,0,0.2,110336,0,0,0.0,0.0,False,0.014015127147071527,0,0.20900000000000002,112604,0,90,1.0,4906.628446626869,False,0.05740517248544198,3,1.0670000000000002,147125,0,9,0.9,129.7420905934388,False,-0.0022310953484180295,6,6.254000000000001,89060.0,62,0,0.0,3380.1218187873988,False,-0.384824592700644,0,0.2,171359,8,17,1.0,1084.3263027497235,False,0.040702533941413946,9,2.0990000000000006,155701,580,0,0.0,8361.156949354945,False,-0.032064933134694336,0.3625,912627,0.0,0.0,12,0,0,12,9,8.375,15,27,19,211.0,44.0,16,5,19,1602,3.196881087962538,174.09436844295124
