index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,37,0,0,0,10.000000000000002,20,10.0,9.573713510350325,15,8.533333333333333,13.86352831125635,38,11.868421052631579,48.178956324446965,5,70.0,43.0,20,43.0,11,0.796,47631,103,0,0.0,1030.0000000000002,False,-0.02408075566546398,4,0.6000000000000001,47476,117,0,0.0,1170.0000000000002,False,-0.025803705355333037,0,0.24500000000000002,77028,0,61,0.9,845.6752269866373,False,0.002898437249839053,37,1.8570000000000004,71655.0,40,0,0.0,382.948540414013,False,-0.06967156214527294,0,0.2,115778,0,4,0.0,192.71582529778786,False,0.00939368891467378,0,0.2,113907,95,55,1.0,3966.877787413936,False,0.009533772027831757,8,0.7750000000000001,143398,0,0,0.0,0.0,False,-0.00691154879636555,12,0.851,141159,33,0,0.0,1589.9055587067498,False,-0.016912152834196493,0.2375,758032,0.0,0.0,11,0,0,10,15,15.0,21,31,39,180.0,76.0,16,21,39,586,2.784653571434319,42.013520900160074
11,39,0,0,0,10.000000000000002,20,10.0,9.774010962294897,9,11.666666666666666,13.86352831125635,0,,48.178956324446965,0,,43.00000000000001,20,43.0,5,0.8350000000000002,47471,114,0,0.0,1140.0000000000002,False,-0.026209105282361048,4,0.6360000000000001,47370,126,0,0.0,1260.0000000000002,False,-0.027040175132768476,0,0.24500000000000002,76983,0,66,0.5,914.992868542919,False,0.0027645309836128113,0,1.8200000000000003,71595.0,44,0,0.0,430.05648234097544,False,-0.0701434959124337,0,0.2,115778,0,4,0.0,192.71582529778786,False,0.00939368891467378,0,0.2,113907,85,65,1.0,4310.032067545842,False,0.011028398496227373,12,0.8870000000000002,143177,0,0,0.0,0.0,False,-0.008442062106983573,8,0.9190000000000003,141053,33,0,0.0,1589.9055587067498,False,-0.0176462451913255,0.1875,757334,0.0,0.0,9,0,0,12,10,10.0,23,35,32,196.0,78.0,19,20,32,200,2.7699044663459063,44.78342536650598
12,32,0,0,0,10.000000000000002,20,10.0,9.634511360514068,6,7.666666666666667,13.092148629300631,20,7.45,49.80454309898082,6,67.0,43.0,20,43.0,5,0.8800000000000001,47321,124,0,0.0,1240.0000000000002,False,-0.028236104917501115,1,0.6420000000000001,47252,136,0,0.0,1360.0000000000002,False,-0.02841853488466372,0,0.24500000000000002,76973,0,71,0.6,929.5425526803448,False,0.0027292433519388246,19,2.0100000000000007,71002.0,44,0,0.0,423.918499862619,False,-0.07786189739428807,0,0.2,115778,0,4,0.0,199.2181723959233,False,0.009422010228561631,0,0.2,114160,95,69,1.0,4680.267593613236,False,0.014844888295817118,12,0.9950000000000001,142965,0,0,0.0,0.0,False,-0.009910246821241586,8,0.9910000000000001,140546,39,0,0.0,1942.377180860252,False,-0.01993691937151908,0.2,755997,0.0,0.0,10,0,0,13,14,14.0,23,36,29,211.0,36.0,20,12,29,638,2.520817787386477,47.30424315389246
13,29,0,0,0,10.000000000000002,20,10.0,9.499688770916954,6,7.666666666666667,12.254492668199061,25,7.24,50.6097353811667,6,59.0,43.00000000000001,20,43.0,5,0.925,47151,136,0,0.0,1360.0000000000002,False,-0.030465804516155187,1,0.6510000000000001,47154,144,0,0.0,1440.0000000000002,False,-0.029594194673044957,0,0.24500000000000002,76927,0,77,0.6,943.5959354513277,False,0.0022245842480695384,25,2.2410000000000005,70168.0,44,0,0.0,417.986305920346,False,-0.0886996367467314,0,0.2,115778,0,4,0.0,202.4389415246668,False,0.009436038457457817,0,0.2,114333,110,73,1.0,5042.504876327066,False,0.017929652933582445,14,1.1230000000000002,142677,0,0,0.0,0.0,False,-0.011904761904761904,6,1.0430000000000001,140120,45,0,0.0,2277.4380921525017,False,-0.02172692424945106,0.2,754308,0.0,0.0,7,0,0,11,17,17.0,15,26,31,152.0,51.0,12,17,31,554,2.0365430787205696,49.34078623261303
14,31,0,0,0,10.000000000000002,20,10.0,9.715212633932092,14,10.928571428571429,12.438535954375194,7,16.571428571428573,50.6097353811667,0,,43.00000000000001,20,43.0,12,1.0400000000000003,46988,141,0,0.0,1410.0000000000002,False,-0.033263064012648474,2,0.6700000000000002,46973,159,0,0.0,1590.0000000000002,False,-0.03174281428629343,0,0.24500000000000002,76987,0,81,0.7,1007.5214123043907,False,0.0034153949545133104,4,2.2560000000000007,69955.0,51,0,0.0,495.4758443305367,False,-0.09095603969900079,0,0.2,115742,0,5,0.1,253.0486769058335,False,0.009342872037814181,0,0.2,114253,106,83,1.0,5519.092847800606,False,0.01930856845099398,6,1.1690000000000003,142619,0,0,0.0,0.0,False,-0.012306435081304192,14,1.1770000000000003,139835,45,0,0.0,2277.4380921525017,False,-0.02370066313418471,0.225,753352,0.0,0.0,11,0,0,10,13,13.0,19,29,38,131.0,54.0,13,18,38,308,2.2486236933618784,51.589409925974905
15,38,0,0,0,10.000000000000002,20,10.0,9.67482140155059,5,9.0,12.105173565898243,12,8.0,48.12832062659647,8,29.0,43.00000000000001,20,43.0,5,1.078,46848,150,0,0.0,1500.0000000000002,False,-0.03518871366603154,0,0.6680000000000001,46863,170,0,0.0,1700.0000000000002,False,-0.032857664085620464,0,0.24500000000000002,76978,0,85,0.5,1028.9397531013506,False,0.0034375267270601788,11,2.362000000000001,69643.0,51,0,0.0,493.4158914790801,False,-0.0950094145086622,0,0.2,115742,0,5,0.0,240.64160313298234,False,0.009288832377142809,0,0.2,114389,108,85,1.0,5398.26599837771,False,0.01996701103861501,11,1.2730000000000001,142440,0,0,0.0,0.0,False,-0.013546081608908835,9,1.2530000000000003,139468,53,0,0.0,2550.800993209613,False,-0.02529571112354363,0.1875,752371,0.0,0.0,11,0,0,13,13,13.0,16,29,36,156.0,77.0,15,23,36,468,2.179021649993956,53.76843157596886
16,36,0,0,0,10.000000000000002,20,10.0,9.580881925463313,6,8.333333333333334,12.432957886089653,2,36.0,48.52467019528873,6,52.666666666666664,43.0,20,43.0,5,1.1230000000000002,46668,163,0,0.0,1630.0000000000002,False,-0.037519763246442614,1,0.6780000000000002,46779,177,0,0.0,1770.0000000000002,False,-0.0338508939068391,0,0.24500000000000002,77000,0,89,0.6,1106.5332518619791,False,0.004224774054812329,0,2.351000000000001,69643.0,51,0,0.0,488.624978198629,False,-0.0950404328913551,0,0.2,115742,0,5,0.0,242.62335097644365,False,0.009297463983834117,0,0.2,114633,100,89,1.0,5561.991435989662,False,0.022805635370525323,16,1.4220000000000002,141763,0,6,0.6,258.0,False,-0.017341200587273887,4,1.2840000000000003,139436,53,0,0.0,2571.8075203503026,False,-0.02544458461331919,0.275,751664,0.0,0.0,12,0,0,12,10,10.0,21,33,33,146.0,58.0,17,19,33,588,2.3565914453938603,56.12502302136272
17,33,0,0,0,10.000000000000002,20,10.0,9.565110272891742,11,9.454545454545455,12.694213380195151,14,15.142857142857142,48.52467019528873,0,,43.00000000000001,20,43.0,5,1.1680000000000001,46533,171,0,0.0,1710.0000000000002,False,-0.03944541289982568,6,0.7370000000000001,46601,189,0,0.0,1890.0000000000002,False,-0.036242753476304373,0,0.24500000000000002,76952,0,96,0.7,1218.6444844987345,False,0.00432908493466496,14,2.491000000000001,69312.0,55,0,0.0,526.0810650090458,False,-0.09908399222416346,0,0.2,115742,0,5,0.0,242.62335097644365,False,0.009297463983834117,0,0.2,114421,104,99,1.0,6124.14054087388,False,0.023407351043912217,9,1.4960000000000002,141907,0,0,0.0,0.0,False,-0.017237319593340537,5,1.33,139382,53,0,0.0,2571.8075203503026,False,-0.02581855619147925,0.2125,750850,0.0,0.0,11,0,0,10,12,12.0,19,29,40,144.0,74.0,13,20,40,458,2.288571448996663,58.413594470359385
18,40,0,0,0,10.000000000000002,20,10.0,9.531593446600116,5,9.0,14.086819191931962,46,18.043478260869566,48.68548579071998,3,52.0,43.00000000000001,20,43.0,5,1.213,46393,180,0,0.0,1800.0000000000002,False,-0.04137106255320874,0,0.7310000000000001,46491,200,0,0.0,2000.0000000000005,False,-0.03735760327563141,0,0.24500000000000002,76979,0,99,0.5,1394.5951000012642,False,0.0058178816994137895,44,2.917000000000001,68121.0,55,0,0.0,524.2376395630064,False,-0.11451799474560055,0,0.2,115742,0,5,0.0,243.4274289535999,False,0.009300966187644219,0,0.2,113747,140,106,1.0,7132.816180686792,False,0.021929405992747075,11,1.5970000000000002,141561,0,3,0.3,129.00000000000003,False,-0.019186819579489738,9,1.4150000000000003,139243,53,0,0.0,2580.3307469081587,False,-0.02675167336038343,0.225,748277,0.0,0.0,11,0,0,11,14,14.0,21,32,37,163.0,84.0,19,21,37,428,2.3833422558382154,60.7969367261976
19,37,0,0,0,10.000000000000002,20,10.0,10.572516542015867,21,14.333333333333334,14.277881809562592,49,14.89795918367347,50.99928261258158,10,64.5,43.00000000000001,20,43.0,21,1.4180000000000001,46160,187,0,0.0,1870.0000000000002,False,-0.04538452183078607,0,0.7310000000000001,46361,213,0,0.0,2130.0000000000005,False,-0.03867515303847245,0,0.24500000000000002,76934,0,104,0.5,1484.8997081945095,False,0.005819853860660861,49,3.363000000000001,66232.0,71,0,0.0,750.6486744831266,False,-0.13751247183962137,0,0.2,115742,0,5,0.0,254.9964130629079,False,0.0093513555048212,0,0.2,113662,179,106,1.0,7961.664800845352,False,0.024799055719909004,5,1.6360000000000006,141477,0,3,0.3,129.00000000000003,False,-0.019768553145516496,12,1.5260000000000002,138545,60,0,0.0,3059.9569567548947,False,-0.029924800698236432,0.225,745113,0.0,0.0,12,0,0,13,12,12.0,23,36,32,218.0,61.0,21,16,32,974,2.114735241048038,62.91167196724564
20,32,0,0,0,10.000000000000002,20,10.0,10.18821091677496,8,6.0,14.234115533594386,35,14.0,50.99928261258158,0,,43.000000000000014,20,43.0,5,1.4470000000000003,46040,194,0,0.0,1940.0000000000005,False,-0.04710747152065513,3,0.7610000000000001,46177,226,0,0.0,2260.0000000000005,False,-0.04108728260428913,0,0.24500000000000002,76958,0,110,0.8,1565.7527086953824,False,0.006654102248536084,33,3.644000000000001,65241.0,71,0,0.0,723.3629750910221,False,-0.15052143049004213,0,0.2,115670,0,7,0.2,356.9949782880711,False,0.009168416052336632,0,0.2,113244,202,116,1.0,8791.20812084553,False,0.024770933311463468,9,1.7210000000000005,141463,0,0,0.0,0.0,False,-0.020312197013767696,8,1.5940000000000003,138434,60,0,0.0,3059.9569567548947,False,-0.03069352005334322,0.25,743227,0.0,0.0,9,0,0,14,15,14.4,19,33,35,176.0,61.0,18,14,35,272,2.1712966598570347,65.08296862710267
21,35,0,0,0,10.000000000000002,20,10.0,10.350359059979484,26,10.884615384615385,13.740106149412334,20,8.8,51.72784133039391,3,66.66666666666667,43.000000000000014,20,43.0,17,1.6120000000000003,45815,200,0,0.0,2000.0000000000005,False,-0.05106012080917825,9,0.8480000000000001,45933,240,0,0.0,2400.0000000000005,False,-0.04461426196943285,0,0.24500000000000002,76915,0,116,0.6,1593.8523133318308,False,0.0062792307957827125,20,3.8110000000000013,64485.0,91,0,0.0,941.882674458133,False,-0.15889596465965186,0,0.2,115670,0,7,0.0,362.09488931275735,False,0.009190628982337145,0,0.2,113268,212,123,1.0,9275.426987313866,False,0.027089040503649384,15,1.8620000000000005,141150,0,0,0.0,0.0,False,-0.02247984708717693,5,1.6360000000000001,138185,63,0,0.0,3258.854003814816,False,-0.0317292237880038,0.2,741421,0.0,0.0,11,0,0,12,13,13.0,18,30,38,193.0,91.0,16,19,38,400,2.2858075881376863,67.36877621524036
22,38,0,0,0,10.000000000000002,20,10.0,10.166290419901888,3,4.0,14.215394801922743,32,17.15625,52.28406306341056,6,57.666666666666664,43.000000000000014,20,43.0,0,1.5950000000000002,45715,210,0,0.0,2100.0000000000005,False,-0.052073620626748286,3,0.8690000000000002,45788,250,0,0.0,2500.0000000000005,False,-0.046539911622815906,0,0.24500000000000002,76951,0,115,0.0,1634.7704022211155,False,0.0070103098801010365,31,4.101000000000001,63746.0,94,0,0.0,955.6312994707774,False,-0.16837614241475918,0,0.2,115670,0,7,0.0,365.9884414438739,False,0.009207587552893332,0,0.2,113065,234,127,1.0,9966.478392703062,False,0.02833059685312664,11,1.9570000000000005,140754,0,4,0.4,172.00000000000006,False,-0.024626720961799495,9,1.7209999999999999,137916,65,0,0.0,3398.464099121686,False,-0.03310872843042159,0.175,739605,0.0,0.0,10,0,0,13,13,13.0,21,34,34,195.0,77.0,19,19,34,582,2.245799713768065,69.61457592900842
23,34,0,0,0,10.000000000000002,20,10.0,9.934996724936523,7,6.857142857142857,14.320128277535614,1,36.0,52.50085049701795,1,65.0,43.000000000000014,20,43.0,5,1.6450000000000002,45570,219,0,0.0,2190.0000000000005,False,-0.05410062026188835,2,0.8860000000000001,45648,261,0,0.0,2610.0000000000005,False,-0.048262861312684965,0,0.24500000000000002,76939,0,121,0.7,1732.7355215818093,False,0.007489191096260438,0,4.07,63746.0,94,0,0.0,933.8896921440332,False,-0.1685169067026815,0,0.2,115735,0,6,0.0,315.0051029821077,False,0.009551748767300708,0,0.2,113029,225,137,1.0,10414.645380536973,False,0.029969011901708104,4,1.9860000000000004,140888,0,0,0.0,0.0,False,-0.024294301781212776,12,1.832,137639,66,0,0.0,3465.0561328031845,False,-0.03479647589682815,0.2125,739194,0.0,0.0,12,0,0,14,9,8.25,19,33,31,192.0,48.0,18,16,31,344,2.0327900098636746,71.6473659388721
24,31,0,0,0,10.000000000000002,20,10.0,9.419546489766317,44,8.363636363636362,14.215901397601394,7,11.428571428571429,52.50085049701795,0,,43.000000000000014,20,43.0,26,1.9000000000000004,45152,230,0,0.0,2300.0000000000005,False,-0.06145862893744679,18,1.0640000000000003,45150,270,0,0.0,2700.0000000000005,False,-0.05744516965986946,0,0.24500000000000002,76863,18,130,1.0,2017.619018503975,False,0.008349534609035626,6,4.130000000000001,63352.0,110,0,0.0,1036.150113874295,False,-0.1729566724469791,0,0.2,115735,0,6,0.0,315.0051029821077,False,0.009551748767300708,0,0.2,112949,222,147,1.0,10873.555133329148,False,0.03127092901028412,11,2.0920000000000005,140706,0,0,0.0,0.0,False,-0.025554724507604088,9,1.9100000000000004,137504,66,0,0.0,3465.0561328031845,False,-0.035731404842228295,0.25,737411,0.0,0.0,9,0,0,10,19,19.0,20,30,33,127.0,54.0,13,18,33,236,1.8566870586946607,73.50405299756676
