index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
18,24,0,0,0,10.000000000000002,20,10.0,7.343185478962143,5,10.0,17.53497863940735,6,15.5,18.766724522166058,0,,41.0,20,41.0,5,1.0150000000000001,13378,200,0,0.0,2000.0000000000005,False,-0.13401192555562247,0,0.9560000000000002,12984,180,0,0.0,1800.0000000000002,False,-0.16376558453291573,0,0.2,19829,9,139,1.0,2503.450700188281,False,0.04644950856759199,5,0.8980000000000001,18864,0,0,0.0,0.0,False,-0.06358897989575577,0,0.2,26942,0,8,0.1,150.13379617732846,False,0.006559625129043842,0,0.7850000000000001,25465,0,13,0.5,243.96741878815874,False,-0.04672017773577435,12,1.6880000000000004,34102,134,0,0.0,2514.741085970252,False,-0.09629231622702673,8,1.3150000000000002,37611,0,0,0.0,0.0,False,-0.0387456232269277,0.2,189175,0.0,0.0,6,0,0,9,8,8.0,16,25,23,200.0,45.0,13,11,23,233,1.4078273530467413,30.0681797551224
19,23,0,0,0,10.000000000000002,20,10.0,7.497065596862621,5,10.0,17.83606156596081,1,33.0,18.555273352003052,5,14.0,41.0,20,41.0,5,1.0600000000000003,13238,208,0,0.0,2080.0000000000005,False,-0.14003493344576282,0,0.9560000000000002,12864,192,0,0.0,1920.0000000000005,False,-0.16737938926699994,0,0.2,19812,4,148,1.0,2669.7253741496506,False,0.049732573198055435,0,0.893,18864,0,0,0.0,0.0,False,-0.06358897989575577,0,0.2,26909,0,9,0.1,166.99746016802746,False,0.00564430274892943,0,0.7850000000000001,25535,0,8,0.0,148.44218681602442,False,-0.045891692060354906,11,1.7860000000000005,33946,134,0,0.0,2486.406629168409,False,-0.10064141604047826,9,1.3970000000000002,37423,0,5,0.5,205.0,False,-0.04093081503820891,0.2,188591,0.0,0.0,8,0,0,6,7,7.0,17,23,25,175.0,43.0,12,11,25,303,1.1030813950346783,31.17126115015708
20,25,0,0,0,10.000000000000002,20,10.0,7.334016665144159,2,1.0,16.798137101911575,10,12.0,20.748745048976943,10,43.0,41.00000000000001,20,41.0,0,1.0550000000000002,13108,221,0,0.0,2210.0000000000005,False,-0.14394988857435403,2,0.9760000000000002,12752,199,0,0.0,1990.0000000000005,False,-0.172017105342408,0,0.2,19810,0,154,0.6,2586.9131136943824,False,0.04757788815324853,10,0.9930000000000001,18696,0,0,0.0,0.0,False,-0.07192851824274013,0,0.2,26909,0,9,0.0,186.7387054407925,False,0.006012046969948874,2,0.8050000000000002,25777,0,10,1.0,207.48745048976943,False,-0.03577572649137947,11,1.8850000000000002,33565,139,0,0.0,2884.075561807795,False,-0.1052971661281494,4,1.4280000000000002,37381,0,5,0.5,205.00000000000003,False,-0.042004242594627754,0.2625,187998,0.0,0.0,9,0,0,6,8,7.2,19,25,25,185.0,49.0,13,12,25,579,1.226089478994254,32.39735062915133
21,25,0,0,0,10.000000000000002,20,10.0,7.097654879185117,20,6.25,16.358860693855892,9,13.88888888888889,20.424259014383193,6,15.0,41.00000000000001,20,41.0,10,1.1550000000000002,12833,234,0,0.0,2340.0000000000005,False,-0.15659820514364875,10,1.0740000000000003,12472,206,0,0.0,2060.0000000000005,False,-0.1867734746732518,0,0.2,19718,10,163,1.0,2737.4708418903615,False,0.04674784914098687,8,1.0630000000000002,18560,0,0,0.0,0.0,False,-0.07867957309506081,0,0.2,26909,0,9,0.0,183.81833112944872,False,0.005957645600563481,0,0.8030000000000002,25742,0,13,0.9,265.5153671869815,False,-0.03599874506935314,10,1.9740000000000004,33329,145,0,0.0,2961.517557085563,False,-0.11033918320998844,5,1.4740000000000002,37534,0,0,0.0,0.0,False,-0.04071357374702891,0.2375,187097,0.0,0.0,9,0,0,6,11,10.5,18,24,22,217.0,35.0,13,12,22,405,1.1186043370398693,33.5159549661912
22,22,0,0,0,10.000000000000002,20,10.0,6.911355783574392,7,4.714285714285714,16.465843837921536,7,17.285714285714285,20.369713781053285,6,19.5,41.00000000000001,20,41.0,0,1.1450000000000002,12743,243,0,0.0,2430.0000000000005,False,-0.1593085586942119,7,1.1340000000000003,12231,217,0,0.0,2170.0000000000005,False,-0.19797626934891285,0,0.2,19751,7,171,1.0,2864.038786769603,False,0.05152739604789289,5,1.1050000000000002,18485,0,0,0.0,0.0,False,-0.08240258128567883,0,0.2,26909,0,9,0.0,183.32742402947957,False,0.005948500876075364,0,0.8030000000000002,25738,0,14,0.7,285.175992934746,False,-0.03578152839061983,12,2.084,33097,146,0,0.0,2973.9782120337795,False,-0.11610935911220159,8,1.5490000000000004,37363,0,5,0.5,205.00000000000003,False,-0.04246428297595011,0.275,186317,0.0,0.0,10,0,0,6,9,9.0,17,23,19,146.0,33.0,11,11,19,383,1.189227877999656,34.70518284419086
23,19,0,0,0,10.000000000000002,20,10.0,7.114754774914129,14,8.285714285714286,16.494270944888978,9,16.666666666666668,20.03968368382352,5,14.0,41.0,20,41.0,10,1.245,12533,250,0,0.0,2500.0000000000005,False,-0.16984882250195749,4,1.167,12029,230,0,0.0,2300.0000000000005,False,-0.20622779015840512,0,0.2,19701,11,179,1.0,3030.7368016591827,False,0.053182844419438546,7,1.1700000000000004,18387,0,0,0.0,0.0,False,-0.08726731198808638,0,0.2,26909,0,9,0.0,180.35715315441166,False,0.0058931700226223845,0,0.8030000000000002,25658,0,18,0.9,360.7143063088233,False,-0.03735489910381837,8,2.1520000000000006,33003,146,0,0.0,2925.7938178382337,False,-0.11912753574464907,7,1.6110000000000002,37410,0,5,0.5,205.0,False,-0.041263066424719504,0.3,185630,0.0,0.0,10,0,0,7,9,8.666666666666668,14,21,18,93.0,35.0,9,10,18,500,0.998748630983755,35.70393147517461
24,18,0,0,0,10.000000000000002,20,10.0,7.205951652519735,6,8.5,17.051686798340427,2,33.0,21.1806691375234,5,41.0,41.0,20,41.0,5,1.2850000000000001,12383,259,0,0.0,2590.0000000000005,False,-0.17617298078660484,1,1.1730000000000003,11898,241,0,0.0,2410.0000000000005,False,-0.21080527615491176,0,0.2,19716,7,187,1.0,3239.107092857298,False,0.05909920806297581,0,1.1630000000000003,18387,0,0,0.0,0.0,False,-0.08726731198808638,0,0.2,26876,0,10,0.1,211.80669137523398,False,0.005249556487746985,0,0.8030000000000002,25830,0,14,0.1,296.52936792532756,False,-0.03214244312944134,8,2.2240000000000006,32915,146,0,0.0,3092.3776940784164,False,-0.11924786344367808,7,1.674,37334,0,5,0.5,205.0,False,-0.04320545914585836,0.2125,185339,0.0,0.0,10,0,0,4,6,5.4,17,21,16,141.0,24.0,10,8,16,553,1.055289511976298,36.75922098715091
25,16,0,0,0,10.000000000000002,20,10.0,7.205951652519735,0,,17.628478433938565,2,33.0,20.828159347287702,5,15.0,41.0,10,41.0,0,1.2800000000000002,12323,265,0,0.0,2650.0000000000005,False,-0.17797988315364693,0,1.1720000000000002,11758,255,0,0.0,2550.0000000000005,False,-0.21502138167801,0,0.2,19782,0,192,0.7,3384.667859316204,False,0.06598828144244742,0,1.1630000000000003,18387,0,0,0.0,0.0,False,-0.08726731198808638,0,0.2,26876,0,10,0.0,208.28159347287703,False,0.005183890195463633,0,0.8030000000000002,25839,0,11,0.2,229.10975282016472,False,-0.03306304249431533,10,2.3160000000000007,32769,146,0,0.0,3040.9112647040047,False,-0.12363698641981238,0,1.667,37259,0,10,0.5,410.0,False,-0.042502619674393644,0.175,184993,0.0,0.0,9,0,0,3,3,3.0,17,20,17,109.0,24.0,8,8,17,341,1.02533917396795,37.78456016111886
26,17,0,0,0,10.000000000000002,20,10.0,7.509573660744164,10,10.0,17.58621410754904,7,17.285714285714285,20.828159347287702,0,,40.99999999999999,9,41.0,10,1.3800000000000001,12113,272,0,0.0,2720.0000000000005,False,-0.18852014696139252,0,1.1720000000000002,11628,268,0,0.0,2680.0000000000005,False,-0.2189363368066012,0,0.2,19748,0,200,1.0,3517.242821509808,False,0.06759103553015151,5,1.213,18312,0,0,0.0,0.0,False,-0.0909903201787044,0,0.2,26843,0,11,0.1,229.10975282016472,False,0.004342419299209501,0,0.8030000000000002,25751,0,17,0.6,354.0787089038909,False,-0.03401365990641382,9,2.3960000000000004,32645,146,0,0.0,3040.9112647040047,False,-0.12680615349114419,0,1.667,37259,0,10,0.0,409.99999999999994,False,-0.042502619674393644,0.2125,184299,0.0,0.0,8,0,0,3,6,6.0,16,19,22,122.0,41.0,7,10,22,266,0.7779118149774149,38.562471976096276
27,22,0,0,0,10.000000000000002,20,10.0,6.961968753352658,17,4.294117647058823,17.58621410754904,0,,22.857788696656893,8,42.875,40.99999999999999,6,41.0,5,1.4200000000000002,11898,287,0,0.0,2870.0000000000005,False,-0.19695235800758898,12,1.2920000000000003,11303,273,0,0.0,2730.0000000000005,False,-0.23700536047702223,0,0.2,19675,7,210,1.0,3741.838743858767,False,0.06954179061451395,0,1.2080000000000002,18312,0,0,0.0,0.0,False,-0.0909903201787044,0,0.2,26843,0,11,0.0,251.43567566322582,False,0.004758311457531873,0,0.8030000000000002,26094,0,9,0.0,205.72009826991203,False,-0.02399835888622044,6,2.4470000000000005,32581,146,0,0.0,3337.2371497119066,False,-0.12465513392654813,0,1.667,36916,0,18,0.8,737.9999999999999,False,-0.047077465688654896,0.225,183622,0.0,0.0,8,0,0,4,7,7.0,17,21,26,142.0,64.0,9,13,26,543,1.0790306290145963,39.64150260511087
28,26,0,0,0,10.000000000000002,20,10.0,6.658453393198009,8,3.25,15.23129849369072,23,10.0,22.385622404835427,5,15.0,40.99999999999999,10,41.0,0,1.4150000000000003,11808,296,0,0.0,2960.0000000000005,False,-0.19966271155815213,8,1.36,11033,284,0,0.0,2840.0000000000005,False,-0.24995482744082395,0,0.2,19649,5,220,1.0,3384.1779355779486,False,0.0593739869838161,23,1.4380000000000002,17944,0,0,0.0,0.0,False,-0.1092578803673368,0,0.2,26843,0,11,0.0,246.2418464531897,False,0.004661559674624408,0,0.8030000000000002,25939,13,14,1.0,511.4055940856753,False,-0.02407873041083272,10,2.5410000000000004,32439,146,0,0.0,3268.3008711059724,False,-0.12916527115411394,0,1.6670000000000005,36841,0,23,0.5,942.9999999999999,False,-0.04637462621719018,0.3125,182496,0.0,0.0,7,0,0,10,6,6.0,16,26,27,186.0,54.0,14,12,27,275,1.5065650009782985,41.14806760608917
29,27,0,0,0,10.000000000000002,20,10.0,6.071218285945996,24,3.9166666666666665,15.031608434637462,10,13.7,22.171579209817388,6,19.5,40.99999999999999,10,41.0,5,1.4650000000000003,11633,307,0,0.0,3070.0000000000005,False,-0.20689032102632054,19,1.542,10457,293,0,0.0,2930.0000000000005,False,-0.28193699933746913,0,0.2,19588,19,229,1.0,3557.591478964953,False,0.06065007393807283,9,1.5050000000000006,17790,0,0,0.0,0.0,False,-0.1169024571854058,0,0.2,26843,0,11,0.0,243.88737130799126,False,0.004617699998285987,0,0.8030000000000002,25919,13,18,1.0,594.499335427,False,-0.023275970801628156,10,2.6310000000000007,32293,146,0,0.0,3237.0505646333386,False,-0.1332960543277873,0,1.6670000000000005,36724,0,29,0.6,1188.9999999999998,False,-0.046221279423416056,0.325,181247,0.0,0.0,9,0,0,10,10,10.0,16,26,23,227.0,64.0,14,13,23,350,1.2547390999970958,42.40280670608627
30,23,0,0,0,10.000000000000002,20,10.0,6.109899581136299,10,6.5,15.110537400185223,5,16.2,23.570885796795398,23,28.0,40.99999999999999,13,41.0,5,1.5100000000000002,11458,318,0,0.0,3180.0000000000005,False,-0.21411793049448896,5,1.5730000000000004,10277,302,0,0.0,3020.0000000000005,False,-0.2900680599891586,0,0.2,19556,19,238,1.0,3712.395993285673,False,0.06290384694181371,4,1.5360000000000003,17734,0,0,0.0,0.0,False,-0.11968230330106726,0,0.2,26810,0,12,0.1,282.8506295615448,False,0.004114053678356699,5,0.8530000000000002,26345,7,10,1.0,341.4826197692505,False,-0.012117979587771454,13,2.751000000000001,32067,146,0,0.0,3441.349326332128,False,-0.13646140355340136,0,1.6670000000000005,36080,13,39,1.0,1905.42151535834,False,-0.053525423424255175,0.3875,180327,0.0,0.0,7,0,0,5,8,7.217391304347826,18,23,24,175.0,74.0,11,12,24,233,2.124052512983326,44.52685921906959
31,24,0,0,0,10.000000000000002,20,10.0,6.145439214470198,10,6.5,15.110537400185223,0,,23.570885796795398,0,,40.999999999999986,13,41.0,5,1.5550000000000002,11318,326,0,0.0,3260.0000000000005,False,-0.22014093838462928,5,1.6180000000000003,10062,314,0,0.0,3140.0000000000005,False,-0.2994037222188761,0,0.2,19491,19,248,1.0,3864.176620320869,False,0.06344444329413919,0,1.532,17734,0,0,0.0,0.0,False,-0.11968230330106726,0,0.2,26810,0,12,0.0,282.8506295615448,False,0.004114053678356699,0,0.8480000000000001,26345,0,17,0.7,400.70505854552175,False,-0.011014771086294815,13,2.8680000000000008,31847,146,0,0.0,3441.349326332128,False,-0.1420841193251191,0,1.667,36080,3,49,1.0,2079.7126573903856,False,-0.05129817443976818,0.3375,179687,0.0,0.0,6,0,0,5,6,6.0,20,25,17,201.0,33.0,13,11,17,200,0.9572308780043386,45.48409009707393
32,17,0,0,0,10.000000000000002,20,10.0,6.2603787842225715,14,7.071428571428571,15.18660248003138,5,16.2,23.570885796795398,0,,40.999999999999986,10,41.0,8,1.6300000000000003,11084,338,0,0.0,3380.0000000000005,False,-0.23062097211347346,6,1.6730000000000003,9873,322,0,0.0,3220.0000000000005,False,-0.3083780039751852,0,0.2,19425,23,257,1.0,4046.945549405184,False,0.06470453088620469,4,1.572,17678,0,0,0.0,0.0,False,-0.12246214941672871,0,0.2,26810,0,12,0.0,282.8506295615448,False,0.004114053678356699,0,0.8480000000000001,26264,0,22,0.5,518.5594875294987,False,-0.011837124408004562,10,2.9550000000000005,31705,146,0,0.0,3441.349326332128,False,-0.1457133267777733,0,1.667,36080,0,52,0.3,2131.999999999999,False,-0.05062999974442201,0.225,178919,0.0,0.0,7,0,0,9,8,8.0,12,21,19,99.0,37.0,9,8,19,233,1.1898008669959381,46.67389096406987
33,19,0,0,0,10.000000000000002,20,10.0,6.0964558208047315,17,5.117647058823529,15.45876027005569,1,33.0,23.570885796795398,0,,40.999999999999986,11,41.0,5,1.6720000000000002,10889,351,0,0.0,3510.0000000000005,False,-0.2384508823706559,12,1.7870000000000004,9541,329,0,0.0,3290.0000000000005,False,-0.326266337408902,0,0.2,19371,30,266,1.0,4294.923906458955,False,0.06817880135167427,0,1.5680000000000003,17678,0,0,0.0,0.0,False,-0.12246214941672871,0,0.2,26810,0,12,0.0,282.8506295615448,False,0.004114053678356699,0,0.8480000000000001,26231,0,23,0.1,542.1303733262941,False,-0.012627503197975159,11,3.0550000000000006,31539,146,0,0.0,3441.349326332128,False,-0.14995592140552394,0,1.667,36080,0,52,0.0,2131.999999999999,False,-0.05062999974442201,0.1375,178139,0.0,0.0,6,0,0,5,7,7.0,18,23,21,169.0,23.0,11,8,21,233,0.992914988019038,47.66680595208891
34,21,0,0,0,10.000000000000002,20,10.0,5.749585693713776,8,1.125,15.51675369978275,5,16.2,23.190886716756758,4,15.0,40.999999999999986,11,41.0,0,1.667,10809,359,0,0.0,3590.0000000000005,False,-0.24086008552671204,8,1.8550000000000002,9238,341,0,0.0,3410.0000000000005,False,-0.340902246581943,0,0.2,19395,28,275,1.0,4428.095666864242,False,0.07267549433765796,4,1.6080000000000005,17622,0,0,0.0,0.0,False,-0.12524199553239018,0,0.2,26810,0,12,0.0,278.2906406010811,False,0.004029109209811122,0,0.8480000000000001,26210,0,24,0.5,556.5812812021622,False,-0.013140693692445115,11,3.1540000000000004,31379,146,0,0.0,3385.8694606464865,False,-0.15475414086632652,0,1.667,36020,0,56,0.4,2295.999999999999,False,-0.05006772816725023,0.2375,177483,0.0,0.0,8,0,0,5,7,7.0,15,20,24,119.0,44.0,8,13,24,293,1.0572299949708395,48.72403594705975
35,24,0,0,0,10.0,20,10.0,5.975549759808378,13,7.769230769230769,15.845793864071446,6,19.0,23.190886716756758,0,,40.99999999999999,12,41.0,10,1.7670000000000001,10574,368,0,0.0,3680.0,False,-0.2523038005179787,3,1.8770000000000002,9068,352,0,0.0,3520.0,False,-0.3478287056556044,0,0.2,19360,31,283,1.0,4669.601706086279,False,0.07693228359608537,4,1.6440000000000003,17566,0,0,0.0,0.0,False,-0.12802184164805164,0,0.2,26777,0,13,0.1,301.48152731783784,False,0.003231651714128371,0,0.8480000000000001,26129,0,29,0.5,672.535714785946,False,-0.013998440542715495,12,3.263000000000001,31181,146,0,0.0,3385.8694606464865,False,-0.15981458506087248,0,1.667,36020,0,56,0.0,2295.9999999999995,False,-0.05006772816725023,0.2,176675,0.0,0.0,8,0,0,8,8,8.0,17,25,23,195.0,30.0,14,10,23,266,1.4050610480480827,50.12909699510783
36,23,0,0,0,10.0,20,10.0,5.748508050733742,5,1.0,16.145410474980462,6,19.0,23.71821297531218,10,28.0,40.99999999999999,11,41.0,0,1.7570000000000001,10444,381,0,0.0,3810.0,False,-0.2562187556465699,5,1.9240000000000004,8893,359,0,0.0,3590.0,False,-0.3562609167018009,0,0.2,19421,26,291,1.0,4847.775657538392,False,0.08438261746186126,4,1.6800000000000006,17510,0,0,0.0,0.0,False,-0.1308016877637131,0,0.2,26777,0,13,0.0,308.33676867905837,False,0.003359352644816864,0,0.8480000000000001,26295,0,25,0.6,592.9553243828045,False,-0.009296313021444711,11,3.361000000000001,31013,146,0,0.0,3462.8590943955783,False,-0.16312445249577556,0,1.6670000000000005,35740,0,66,1.0,2705.9999999999995,False,-0.05198456308942674,0.325,176093,0.0,0.0,10,0,0,9,5,5.0,14,23,22,167.0,36.0,11,12,22,546,1.404154236020986,51.533251231128816
37,22,0,0,0,10.0,20,10.0,6.0938980096357565,10,9.5,16.677642256096398,7,21.0,25.595071618124905,10,41.0,40.99999999999999,12,41.0,10,1.8570000000000002,10209,390,0,0.0,3900.0,False,-0.26766247063783655,0,1.9190000000000003,8783,370,0,0.0,3700.0,False,-0.35957357104137805,0,0.2,19425,26,298,1.0,5128.3787405672565,False,0.09154576174155511,4,1.7160000000000004,17454,0,0,0.0,0.0,False,-0.13358153387937455,0,0.2,26744,0,14,0.1,358.33100265374867,False,0.003061193745645674,0,0.8480000000000001,26591,0,21,0.6,537.496503980623,False,0.0006984930513137846,12,3.4700000000000006,30610,151,0,0.0,3864.8558143368605,False,-0.16828716980171163,0,1.6670000000000005,35535,0,71,0.5,2910.9999999999995,False,-0.05460423748306796,0.275,175351,0.0,0.0,11,0,0,7,7,7.0,14,21,27,129.0,39.0,9,13,27,709,1.4641016850364394,52.997352916165255
38,27,0,0,0,10.0,20,10.0,6.105706639609927,8,6.25,16.466521591229217,11,15.363636363636363,25.595071618124905,0,,40.99999999999999,13,41.0,5,1.8970000000000002,10064,398,0,0.0,3980.0,False,-0.2739866289224839,3,1.9490000000000003,8600,382,0,0.0,3820.0,False,-0.36698187074625066,0,0.2,19441,24,306,1.0,5185.2925662667785,False,0.09375260775047844,9,1.8020000000000007,17298,0,0,0.0,0.0,False,-0.14132539091586002,0,0.2,26744,0,14,0.0,358.33100265374867,False,0.003061193745645674,0,0.8480000000000001,26422,1,31,1.0,809.9137417531014,False,-0.0005231969421202278,13,3.5880000000000014,30382,151,0,0.0,3864.8558143368605,False,-0.1741143479651282,0,1.6670000000000005,35535,0,71,0.0,2910.9999999999995,False,-0.05460423748306796,0.25,174486,0.0,0.0,7,0,0,9,9,9.0,15,24,25,177.0,52.0,12,15,25,266,1.5117671790067106,54.509120095171966
39,25,0,0,0,10.0,20,10.0,6.134970103588955,9,6.444444444444445,16.62295981998522,7,18.0,26.806087281310585,7,41.142857142857146,40.99999999999999,20,41.0,5,1.9420000000000002,9924,406,0,0.0,4060.0,False,-0.28000963681262425,4,1.9860000000000004,8400,394,0,0.0,3940.0,False,-0.3754140817924472,0,0.2,19449,23,314,1.0,5360.713695857905,False,0.09850369063931265,5,1.8430000000000002,17228,0,0,0.0,0.0,False,-0.14480019856043683,0,0.2,26744,0,14,0.0,375.2852219383482,False,0.003377020638917131,0,0.8480000000000001,26584,0,32,0.8,857.7947930019387,False,0.006404284359784217,8,3.6550000000000007,30000,158,0,0.0,4235.361790447072,False,-0.1791427685428595,0,1.667,36027,0,59,0.0,2418.9999999999995,False,-0.04831701893832903,0.225,174356,0.0,0.0,14,0,0,9,5,5.0,15,24,21,158.0,39.0,12,13,21,1046,1.228037750988733,55.7371578461607
40,21,0,0,0,9.999999999999998,20,10.0,6.0248681549284155,13,5.230769230769231,16.449722713937778,6,14.666666666666666,26.497072707654645,2,14.0,41.0,6,41.0,5,1.987,9739,418,0,0.0,4179.999999999999,False,-0.2875383966752996,8,2.0620000000000007,8157,402,0,0.0,4019.999999999999,False,-0.387640787809432,0,0.2,19414,26,323,1.0,5469.907008630041,False,0.0994764708024334,5,1.8880000000000003,17153,0,0,0.0,0.0,False,-0.14852320675105485,0,0.2,26744,0,14,0.0,370.95901790716505,False,0.0032964311670050936,0,0.8480000000000001,26524,0,36,0.6,953.8946174755672,False,0.005959066679251318,6,3.7070000000000007,29942,158,0,0.0,4186.5374878094335,False,-0.181249041738321,0,1.667,35999,0,61,0.2,2501.0,False,-0.047984767551818436,0.225,173672,0.0,0.0,8,0,0,6,6,6.0,14,20,23,159.0,36.0,9,12,23,261,0.9673890430130996,56.7045468891738
41,23,0,0,0,9.999999999999998,20,10.0,6.180138613464679,6,8.666666666666666,16.06232820498729,10,13.7,25.383488015334844,8,15.0,41.0,20,41.0,5,2.0320000000000005,9569,429,0,0.0,4289.999999999999,False,-0.29446485574896103,1,2.0640000000000005,8047,411,0,0.0,4109.999999999999,False,-0.39155574293802325,0,0.2,19395,22,332,1.0,5468.656013552003,False,0.09850225896133048,9,1.9730000000000003,16999,0,0,0.0,0.0,False,-0.15616778356912386,0,0.2,26711,0,15,0.1,380.7523202300227,False,0.002249400548228861,0,0.8480000000000001,26540,0,37,0.9,939.1890565673892,False,0.006281231261268011,10,3.801000000000001,29680,166,0,0.0,4213.659010545584,False,-0.1875986018536358,0,1.667,36409,0,51,0.0,2091.0,False,-0.042745418764536,0.25,173350,0.0,0.0,11,0,0,7,7,7.0,15,22,22,147.0,39.0,10,13,22,763,1.0011010390007868,57.705647928174585
42,22,0,0,0,9.999999999999998,20,10.0,6.203719443650584,9,6.444444444444445,16.06232820498729,0,,27.858495908772586,14,41.0,41.0,20,41.0,5,2.0770000000000004,9399,440,0,0.0,4399.999999999999,False,-0.30139131482262244,4,2.1030000000000006,7877,420,0,0.0,4199.999999999999,False,-0.3990845028006987,0,0.2,19337,21,342,1.0,5623.594354422315,False,0.09946871070792535,0,1.9640000000000004,16999,0,0,0.0,0.0,False,-0.15616778356912386,0,0.2,26711,0,15,0.0,417.8774386315888,False,0.0029409753480046457,0,0.8480000000000001,27114,0,23,0.0,640.7454059017695,False,0.022106952160906246,10,3.891000000000001,29251,173,0,0.0,4819.519792217658,False,-0.19082066357991082,0,1.667,36532,0,48,0.7,1968.0,False,-0.041173614128351264,0.2125,173220,0.0,0.0,11,0,0,3,5,5.0,10,13,23,95.0,59.0,7,15,23,1184,0.9989406000240706,58.704588528198656
43,23,0,0,0,9.999999999999998,20,10.0,6.265515155022617,9,6.888888888888889,15.76402619342267,4,11.0,27.858495908772586,0,,41.0,20,41.0,5,2.1220000000000003,9289,445,0,0.0,4449.999999999999,False,-0.3065108715292417,4,2.1390000000000007,7651,435,0,0.0,4349.999999999999,False,-0.4081792447148106,0,0.2,19275,20,352,1.0,5674.247523185231,False,0.09764823835158178,4,2.0040000000000004,16939,0,0,0.0,0.0,False,-0.15914619012161826,0,0.2,26711,0,15,0.0,417.8774386315888,False,0.0029409753480046457,0,0.8480000000000001,27070,0,27,0.4,752.1793895368598,False,0.02254348551724714,13,4.011000000000001,29039,173,0,0.0,4819.519792217658,False,-0.19623891695992973,0,1.667,36819,0,41,0.0,1681.0,False,-0.03750606997725356,0.175,172793,0.0,0.0,8,0,0,6,6,6.0,12,18,25,159.0,38.0,12,11,25,487,1.2180913719930686,59.922679900191724
44,25,0,0,0,9.999999999999998,20,10.0,6.138722727097538,10,5.0,16.041606147970377,1,33.0,29.95498681740115,15,41.06666666666667,41.00000000000001,20,41.0,5,2.1670000000000003,9134,454,0,0.0,4539.999999999999,False,-0.31313618020839606,5,2.1850000000000005,7436,446,0,0.0,4459.999999999999,False,-0.4178160573390351,0,0.2,19258,20,361,1.0,5913.794273959257,False,0.10274991992949255,0,2.000000000000001,16939,0,0,0.0,0.0,False,-0.15914619012161826,0,0.2,26711,0,15,0.0,449.3248022610172,False,0.0035267836939946447,0,0.8480000000000001,27653,0,13,0.1,389.41482862621496,False,0.037506330401740125,13,4.128000000000001,28524,180,0,0.0,5391.897627132207,False,-0.20208682460791513,0,1.6670000000000005,36777,0,42,0.8,1722.0000000000002,False,-0.038055562654944156,0.2375,172432,0.0,0.0,12,0,0,14,6,6.0,5,19,26,168.0,61.0,13,12,26,1136,1.49949865299277,61.422178553184494
