index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,17,0,0,0,10.000000000000002,20,10.0,14.535380420306454,1,10.0,26.281461710821524,5,46.8,41.000000000000014,12,41.0,0,0.29900000000000004,36714,101,0,0.0,1010.0000000000002,False,-0.017242289818335445,1,0.35400000000000004,36448,119,0,0.0,1190.0000000000002,False,-0.02188952260245036,0,0.41600000000000004,58204,0,4,0.1,105.1258468432861,False,-0.007588107331579172,3,0.45500000000000007,58652,0,0,0.0,0.0,False,-0.0008517597356137781,0,0.2,80421,0,0,0.0,0.0,False,0.0,12,0.9680000000000002,77329,76,0,0.0,1997.391090022436,False,-0.02602932635740398,0.016666666666666666,347768,0.0,0.0,12,0,0,11,8,7.5,19,30,23,132.0,54.0,9,8,23,200,1.5109722949564457,20.030087277293205
11,23,0,0,0,10.000000000000002,20,10.0,14.065342162220524,4,10.0,25.06734549366293,8,15.0,41.000000000000014,9,41.0,2,0.31900000000000006,36577,112,0,0.0,1120.0000000000002,False,-0.01940747782002535,2,0.37300000000000005,36331,128,0,0.0,1280.0000000000002,False,-0.023790663286861004,0,0.41600000000000004,58244,0,2,0.2,50.13469098732586,False,-0.007375092066817786,4,0.49200000000000005,58544,0,2,0.2,50.13469098732586,False,-0.0022645336531351185,0,0.2,80421,0,0,0.0,0.0,False,0.0,9,1.046,77081,84,0,0.0,2105.6570214676863,False,-0.02843997823038951,0.06666666666666667,347198,0.0,0.0,11,0,0,17,9,9.0,18,35,19,222.0,43.0,14,9,19,260,2.033803839236498,22.063891116529703
12,19,0,0,0,10.000000000000002,20,10.0,13.742150950181225,3,10.0,26.55009395135735,16,32.75,41.000000000000014,12,41.0,2,0.3370000000000001,36470,120,0,0.0,1200.0000000000002,False,-0.021176594845796367,1,0.38100000000000006,36198,140,0,0.0,1400.0000000000002,False,-0.025718208702999578,9,0.506,58169,0,1,0.1,26.55009395135735,False,-0.008853615771597573,3,0.518,58645,0,2,0.2,53.1001879027147,False,-0.000518720078509104,0,0.2,80421,0,0,0.0,0.0,False,0.0,12,1.1570000000000003,76349,100,0,0.0,2655.009395135735,False,-0.034126600047650855,0.05000000000000001,346252,0.0,0.0,10,0,0,12,13,12.0,20,32,15,147.0,60.0,9,10,15,200,1.271105645224452,23.334996761754155
13,15,0,0,0,10.000000000000002,20,10.0,13.63511807376307,1,10.0,28.65565309082677,9,46.111111111111114,41.000000000000014,9,41.0,1,0.3450000000000001,36317,134,0,0.0,1340.0000000000002,False,-0.023368187579214196,0,0.38000000000000006,36138,146,0,0.0,1460.0000000000002,False,-0.026510350654837346,3,0.527,58232,0,1,0.1,28.65565309082677,False,-0.007762464199764681,3,0.5450000000000002,58765,0,0,0.0,0.0,False,0.0010732172668733604,0,0.2,80421,0,0,0.0,0.0,False,0.0,9,1.235,75804,109,0,0.0,3123.466186900118,False,-0.03799090917235468,0.016666666666666666,345677,0.0,0.0,12,0,0,12,7,6.5,19,31,20,114.0,51.0,8,7,20,247,1.02258725091815,24.357584012672305
14,20,0,0,0,10.000000000000002,20,10.0,12.515792833928954,14,10.0,29.58154565647152,4,47.0,41.000000000000014,12,41.0,7,0.41400000000000003,36130,143,0,0.0,1430.0000000000002,False,-0.027117659484579636,7,0.45000000000000007,35931,157,0,0.0,1570.0000000000002,False,-0.030523869877482044,3,0.554,58189,2,10,1.0,320.8470422325731,False,-0.006006208968752536,0,0.542,58745,0,2,0.2,59.16309131294304,False,0.0012364407627759564,0,0.2,80421,0,0,0.0,0.0,False,0.0,12,1.346,75398,113,0,0.0,3342.7146591812816,False,-0.041676212312820794,0.19999999999999998,344814,0.0,0.0,12,0,0,14,12,11.75,18,32,19,198.0,42.0,11,9,19,200,1.0929795950651169,25.450563607737422
15,19,0,0,0,10.000000000000002,20,10.0,11.026337001030157,36,9.333333333333334,31.87249133515774,11,46.72727272727273,41.00000000000001,9,41.0,20,0.607,35635,154,0,0.0,1540.0000000000002,False,-0.03873574144486692,16,0.6030000000000002,35538,166,0,0.0,1660.0000000000002,False,-0.03971271651880017,0,0.5510000000000002,58187,17,15,1.0,665.5350990448787,False,-0.003104365276780359,4,0.5820000000000001,58771,1,10,1.0,329.7512503526076,False,0.0039841168133335205,0,0.2,80421,0,0,0.0,0.0,False,0.0,9,1.4240000000000002,74750,124,0,0.0,3952.1889255595597,False,-0.04594453609405768,0.3333333333333333,343302,0.0,0.0,15,0,0,12,15,15.0,23,35,20,198.0,24.0,11,8,20,529,1.219724990427494,26.670288598164916
16,20,0,0,0,10.000000000000002,20,10.0,10.943730639505823,5,9.8,31.78746650592586,8,31.0,41.0,10,41.0,2,0.6070000000000001,35509,164,0,0.0,1640.0000000000002,False,-0.04074250105618927,3,0.6170000000000001,35396,176,0,0.0,1760.0000000000002,False,-0.04214195183776933,0,0.5510000000000002,58242,8,21,1.0,755.0866417404895,False,-0.0014046655843030012,0,0.5780000000000001,58915,0,11,0.5,349.66213156518444,False,0.006606777721075827,0,0.2,80421,0,0,0.0,0.0,False,0.0,10,1.5150000000000001,74342,132,0,0.0,4195.9455787822135,False,-0.049502334099413035,0.25,342825,0.0,0.0,13,0,0,14,9,9.0,17,31,19,171.0,24.0,12,8,19,448,1.5497965337708592,28.220085131935775
17,19,0,0,0,10.000000000000002,20,10.0,10.780223036305664,14,10.0,30.92528377394969,4,15.0,41.0,14,41.0,7,0.675,35272,178,0,0.0,1780.0000000000002,False,-0.04515209125475285,7,0.6840000000000002,35239,182,0,0.0,1820.0000000000002,False,-0.045495352767215884,0,0.5510000000000002,58122,10,31,1.0,1066.486027355497,False,-0.0007965143661587763,0,0.5780000000000001,58955,0,9,0.2,278.3275539655472,False,0.006680586300002932,0,0.2,80421,0,0,0.0,0.0,False,0.0,14,1.6450000000000002,74011,136,0,0.0,4205.838593257158,False,-0.05355666683293447,0.19999999999999998,342020,0.0,0.0,14,0,0,11,11,11.0,20,31,21,150.0,42.0,10,9,21,260,1.055797079578042,29.275882211513817
18,21,0,0,0,10.000000000000002,20,10.0,10.711717591222584,7,10.0,27.473609858346585,21,15.952380952380953,40.99999999999999,10,41.0,7,0.7380000000000002,35071,189,0,0.0,1890.0000000000002,False,-0.04900718208703,0,0.677,35149,191,0,0.0,1910.0000000000002,False,-0.04668356569497254,0,0.5510000000000002,58267,7,28,1.0,844.2430991722625,False,-0.00021938691039261933,0,0.5780000000000001,59075,0,1,0.0,27.473609858346585,False,0.006588136774371849,0,0.2,80421,0,0,0.0,0.0,False,0.0,10,1.7310000000000005,73512,157,0,0.0,4313.356747760414,False,-0.0590930431867273,0.16666666666666666,341495,0.0,0.0,12,0,0,15,8,8.0,17,32,22,201.0,42.0,12,9,22,535,1.0789941186085343,30.35487633012235
19,22,0,0,0,10.000000000000002,20,10.0,10.739905618157016,27,10.814814814814815,27.885864137713508,7,32.714285714285715,40.99999999999999,5,41.0,13,0.861,34761,202,0,0.0,2020.0000000000005,False,-0.05547634136037178,14,0.8170000000000002,34873,198,0,0.0,1980.0000000000005,False,-0.05304710604140262,0,0.5510000000000002,58030,23,35,1.0,1223.0230740375841,False,-0.0010304327447311454,3,0.6080000000000001,59138,0,1,0.1,27.885864137713508,False,0.007664865457205168,0,0.2,80421,0,0,0.0,0.0,False,0.0,5,1.7710000000000001,73227,164,0,0.0,4573.281718585015,False,-0.06102086694653742,0.18333333333333335,340450,0.0,0.0,11,0,0,9,9,8.75,22,31,20,150.0,36.0,10,12,20,245,1.152854761108756,31.507731091231108
20,20,0,0,0,10.000000000000002,20,10.0,10.708039517537575,4,10.0,27.05745699706037,6,16.0,40.99999999999999,7,41.0,4,0.8880000000000001,34596,213,0,0.0,2130.0000000000005,False,-0.0583808618504436,0,0.8029999999999999,34783,207,0,0.0,2070.0000000000005,False,-0.05423531896915927,0,0.5510000000000002,58096,16,39,1.0,1226.5694551659556,False,0.00012409675280190133,0,0.6050000000000001,59128,0,2,0.1,54.11491399412074,False,0.007717921995793383,0,0.2,80421,0,0,0.0,0.0,False,0.0,7,1.8360000000000003,73037,170,0,0.0,4599.767689500263,False,-0.06321876319928708,0.18333333333333335,340061,0.0,0.0,13,0,0,12,7,7.0,22,34,20,186.0,39.0,12,8,20,296,1.0763303078711033,32.58406139910221
21,20,0,0,0,10.000000000000002,20,10.0,10.691494440790782,2,10.0,27.165202785496533,10,28.0,41.0,9,41.0,1,0.8940000000000001,34503,221,0,0.0,2210.0000000000005,False,-0.05978031263202366,1,0.813,34650,219,0,0.0,2190.0000000000005,False,-0.05616286438529784,0,0.5510000000000002,58192,6,43,1.0,1232.2526864210956,False,0.0018078829206934675,2,0.6250000000000001,59218,0,2,0.2,54.330405570993065,False,0.009252924990383537,0,0.2,80421,0,0,0.0,0.0,False,0.0,9,1.9189999999999998,72639,180,0,0.0,4889.736501389376,False,-0.06636490157179477,0.19999999999999998,339623,0.0,0.0,12,0,0,16,6,5.5,17,33,20,165.0,60.0,10,10,20,296,0.9205362945795059,33.50459769368172
22,20,0,0,0,10.000000000000002,20,10.0,10.289675450424522,24,9.0,25.81869531330829,22,21.0,41.0,14,41.0,12,1.0130000000000001,34245,230,0,0.0,2300.0000000000005,False,-0.06540452049007182,12,0.9320000000000002,34372,230,0,0.0,2300.0000000000005,False,-0.06205111956062526,0,0.551,58250,20,35,1.0,1109.4478449742805,False,0.0017499220211770862,2,0.643,59332,0,0,0.0,0.0,False,0.010732172668733603,0,0.2,80421,0,0,0.0,0.0,False,0.0,14,2.0500000000000003,71895,202,0,0.0,5215.376453288274,False,-0.07359162126006716,0.16666666666666666,338515,0.0,0.0,12,0,0,16,11,10.5,20,36,18,222.0,33.0,14,6,18,474,1.180271478369832,34.68486917205155
23,18,0,0,0,10.000000000000002,20,10.0,10.283440991241749,2,10.0,27.641254811992884,9,46.0,41.0,10,41.0,0,1.0010000000000003,34125,242,0,0.0,2420.0000000000005,False,-0.06698880439374735,2,0.9400000000000002,34266,238,0,0.0,2380.0000000000005,False,-0.06379383185466836,0,0.5510000000000002,58250,10,45,1.0,1346.6908764520972,False,0.0037706626388546573,9,0.7310000000000001,59353,0,2,0.2,55.28250962398577,False,0.01156078591550529,0,0.2,80421,0,0,0.0,0.0,False,0.0,10,2.1360000000000006,71319,211,0,0.0,5832.304765330498,False,-0.07691831259664446,0.19999999999999998,337734,0.0,0.0,12,0,0,11,10,10.0,20,31,23,180.0,53.0,10,8,23,200,0.9467538436874747,35.631623015739024
24,23,0,0,0,10.000000000000002,20,10.0,10.273625928221257,3,10.0,25.38755180365318,21,15.761904761904763,41.0,8,41.0,1,1.0110000000000003,34012,252,0,0.0,2520.0000000000005,False,-0.06865230249260668,2,0.9580000000000002,34139,248,0,0.0,2480.0000000000005,False,-0.06582699619771863,0,0.5510000000000002,58496,1,39,1.0,1000.3881462706953,False,0.005011653319058058,3,0.7520000000000002,59297,0,2,0.2,50.77510360730636,False,0.010568422742047138,0,0.2,80421,0,0,0.0,0.0,False,0.0,8,2.2060000000000004,70874,232,0,0.0,5889.912018447538,False,-0.08209353266903215,0.19999999999999998,337239,0.0,0.0,13,0,0,22,9,8.6,14,36,23,222.0,43.0,14,9,23,456,1.4668402606621385,37.09846327640116
25,23,0,0,0,10.000000000000002,20,10.0,10.25108434833577,7,10.0,25.101279447225217,15,23.2,41.0,8,41.0,3,1.0400000000000003,33883,261,0,0.0,2610.0000000000005,False,-0.07087029995775243,4,0.9960000000000002,33974,259,0,0.0,2590.0000000000005,False,-0.06873151668779046,0,0.5510000000000002,58598,0,33,0.2,828.3422217584322,False,0.0052838252679502425,5,0.7990000000000002,59280,0,6,0.6,150.60767668335131,False,0.011129158092427495,0,0.2,80421,0,0,0.0,0.0,False,0.0,8,2.278000000000001,70416,247,0,0.0,6200.016023464628,False,-0.0858605586633801,0.13333333333333333,336572,0.0,0.0,11,0,0,15,9,8.333333333333334,21,36,23,261.0,48.0,17,6,23,312,1.2422252083197236,38.340688484720886
26,23,0,0,0,10.000000000000002,20,10.0,10.241606359971385,3,10.0,25.31151996382156,1,47.0,41.0,10,41.0,1,1.0470000000000004,33790,269,0,0.0,2690.0000000000005,False,-0.07226975073933249,2,1.0120000000000002,33827,271,0,0.0,2710.0000000000005,False,-0.07102872834811998,0,0.5510000000000002,58578,0,35,0.2,885.9031987337546,False,0.0054334025990064325,0,0.794,59317,0,6,0.1,151.86911978292937,False,0.011770204761191545,0,0.2,80421,0,0,0.0,0.0,False,0.0,10,2.3700000000000006,70205,248,0,0.0,6277.256951027747,False,-0.08800402288564085,0.05000000000000001,336138,0.0,0.0,12,0,0,16,10,10.0,19,35,24,204.0,61.0,13,10,24,247,1.127724276855588,39.468412761576474
27,24,0,0,0,10.000000000000002,20,10.0,10.228810521529462,4,10.0,24.840023347579653,5,16.0,41.0,9,41.0,2,1.0660000000000005,33673,278,0,0.0,2780.0000000000005,False,-0.07417089142374314,2,1.0300000000000002,33690,282,0,0.0,2820.0000000000005,False,-0.07319391634980989,0,0.5510000000000002,58558,0,37,0.2,919.0808638604472,False,0.0053752926975269184,0,0.794,59377,0,3,0.2,74.52007004273895,False,0.012133488382361229,0,0.2,80421,0,0,0.0,0.0,False,0.0,9,2.4500000000000006,69987,253,0,0.0,6284.5259069376525,False,-0.09066956449846643,0.06666666666666667,335706,0.0,0.0,14,0,0,11,10,10.0,23,34,22,201.0,64.0,12,12,22,280,1.0402651652693748,40.50867792684585
28,22,0,0,0,10.000000000000002,20,10.0,10.225493171639432,1,10.0,25.89427881190166,16,31.75,40.99999999999999,8,41.0,0,1.0640000000000003,33563,289,0,0.0,2890.0000000000005,False,-0.07562315166877905,1,1.0380000000000003,33587,291,0,0.0,2910.0000000000005,False,-0.07472539079002957,0,0.5510000000000002,58878,0,25,0.0,647.3569702975415,False,0.00851212028804416,1,0.804,59518,0,1,0.1,25.89427881190166,False,0.014121275925964209,0,0.2,80421,0,0,0.0,0.0,False,0.0,8,2.5210000000000004,69379,269,0,0.0,6965.561000401547,False,-0.0939955919448803,0.016666666666666666,335346,0.0,0.0,12,0,0,13,6,5.25,21,34,20,219.0,57.0,13,9,20,520,1.119528221897781,41.62820614874363
29,20,0,0,0,10.000000000000002,20,10.0,10.221918255897522,1,10.0,25.89427881190166,0,,40.99999999999999,12,41.0,0,1.0640000000000003,33493,296,0,0.0,2960.0000000000005,False,-0.07654731727925644,1,1.0470000000000002,33444,304,0,0.0,3040.0000000000005,False,-0.07678495986480777,0,0.5510000000000002,58868,0,26,0.1,673.2512491094432,False,0.008562325381668755,0,0.8030000000000002,59518,0,1,0.0,25.89427881190166,False,0.014121275925964209,0,0.2,80421,0,0,0.0,0.0,False,0.0,12,2.6330000000000005,69171,269,0,0.0,6965.561000401547,False,-0.09658198107209832,0.016666666666666666,334915,0.0,0.0,10,0,0,12,7,7.0,22,34,21,183.0,41.0,11,9,21,200,1.1407736698165536,42.76897981856018
30,21,0,0,0,10.000000000000002,20,10.0,10.218076769404114,1,10.0,26.066630654910153,11,27.545454545454547,40.99999999999999,11,41.0,1,1.0740000000000003,33360,308,0,0.0,3080.0000000000005,False,-0.07847486269539501,0,1.0460000000000003,33364,312,0,0.0,3120.0000000000005,False,-0.0778411491339248,0,0.551,58987,0,19,0.0,495.2659824432929,False,0.0090735067156425,3,0.8330000000000002,59581,0,1,0.1,26.066630654910153,False,0.015195961216439902,0,0.2,80421,0,0,0.0,0.0,False,0.0,11,2.7310000000000003,68680,280,0,0.0,7298.656583374843,False,-0.10061640253556389,0.016666666666666666,334393,0.0,0.0,12,0,0,11,9,8.75,23,34,18,174.0,25.0,13,8,18,319,1.4383056545630097,44.20728547312319
31,18,0,0,0,10.000000000000002,20,10.0,10.20999864998537,2,10.0,27.656086706041286,8,46.5,40.99999999999999,11,41.0,1,1.0830000000000002,33247,318,0,0.0,3180.0000000000005,False,-0.08013836079425433,1,1.056,33251,322,0,0.0,3220.0000000000005,False,-0.07950464723278411,0,0.5510000000000002,59161,0,16,0.1,442.4973872966606,False,0.011588168949070438,3,0.8600000000000001,59648,0,1,0.1,27.656086706041286,False,0.016350857608821226,0,0.2,80421,0,0,0.0,0.0,False,0.0,11,2.8300000000000005,68122,288,0,0.0,7964.952971339891,False,-0.10341233650825099,0.03333333333333333,333850,0.0,0.0,13,0,0,12,9,8.75,20,32,16,168.0,36.0,11,7,16,384,1.1123953768983483,45.31968085002154
32,16,0,0,0,10.000000000000002,20,10.0,10.201697121636979,2,10.0,29.828300519839605,12,46.583333333333336,40.99999999999999,11,41.0,1,1.0920000000000003,33134,328,0,0.0,3280.0000000000005,False,-0.08180185889311364,1,1.0650000000000002,33138,332,0,0.0,3320.0000000000005,False,-0.08116814533164343,0,0.5510000000000002,59329,0,14,0.2,417.59620727775444,False,0.014237983435638884,7,0.9270000000000003,59731,0,0,0.0,0.0,False,0.017529215358931552,0,0.2,80421,0,0,0.0,0.0,False,0.0,11,2.9290000000000003,67373,300,0,0.0,8948.490155951882,False,-0.1066108966815143,0.03333333333333333,333126,0.0,0.0,13,0,0,12,14,14.0,18,30,19,144.0,23.0,8,8,19,435,1.6675043981522322,46.98718524817377
