index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,39,0,0,0,10.000000000000002,20,10.0,25.070996792649943,0,,29.833870987629506,82,32.609756097560975,55.065919862128396,15,70.0,60.0,9,60.0,0,0.42500000000000004,25346,104,0,0.0,1040.0000000000002,False,-0.023740328363842236,0,0.5330000000000001,27678,8,20,1.0,581.4199358529988,False,0.05562219165602948,0,0.41600000000000004,39941,4,17,1.0,607.4597939603013,False,-0.012932161851757367,79,3.204000000000001,22403.0,105,0,0.0,2632.454663228244,False,-0.4182471467768537,0,0.2,53488,112,52,1.0,6204.821383445182,False,-0.02045262944466892,0,0.2,53945,106,62,1.0,6576.477356140688,False,-0.009325647752019222,0,0.6050000000000001,71050,8,11,1.0,1100.5273588970272,False,-0.02221497972812603,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.625,367078,0.0,0.0,20,0,0,22,5,5.0,21,43,49,282.0,78.0,19,20,49,1949,2.417180137010291,34.03521238302346
11,49,0,0,0,10.000000000000002,20,10.0,25.58099731282021,22,29.0,30.81309260833818,80,34.35,56.983445030068665,10,69.0,59.99999999999999,17,60.0,0,0.42500000000000004,25256,113,0,0.0,1130.0000000000002,False,-0.025438762030571806,2,0.5530000000000002,28160,9,10,1.0,345.8099731282021,False,0.06936799345401407,0,0.41600000000000004,39940,5,21,1.0,774.9799313392028,False,-0.010902335777749442,74,3.8650000000000015,18449.0,116,0,0.0,2967.3956882871444,False,-0.5111179769414409,0,0.2,52554,137,57,1.0,7469.450054056245,False,-0.025674634303328222,0,0.2,52821,141,67,1.0,8162.536874790284,False,-0.015054551731026423,6,0.665,70915,8,10,1.0,1055.8675602405492,False,-0.024363502804699382,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.625,361322,0.0,0.0,22,0,0,15,9,8.181818181818182,28,43,53,315.0,117.0,20,29,53,2187,2.438476649054792,36.473689032078255
12,53,0,0,0,10.000000000000002,20,10.0,24.612002894901373,34,20.264705882352942,31.506882559617083,90,34.06666666666667,54.1148383570339,14,40.714285714285715,59.99999999999999,9,60.0,27,0.6950000000000001,24942,124,0,0.0,1240.0000000000002,False,-0.035214191356859784,0,0.5510000000000002,28273,8,13,1.0,399.95603763371787,False,0.07465476576021358,0,0.41600000000000004,40015,22,20,1.0,1171.6017148801718,False,-0.004198939040515837,79,4.581000000000001,13831.0,123,0,0.0,3027.276356072869,False,-0.6236476459816434,0,0.2,51048,180,62,1.0,9026.358838867178,False,-0.038268029158873,0,0.2,51831,168,68,1.0,8972.965278293976,False,-0.0251768566235029,0,0.6590000000000001,70885,12,11,1.0,1309.3780602844067,False,-0.02304219713845699,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.625,354052,0.0,0.0,20,0,0,23,7,7.0,19,42,50,346.0,292.0,21,32,50,2074,2.5068918479955755,38.98058088007383
13,50,0,0,0,10.000000000000002,20,10.0,24.52548187756189,1,10.0,31.005713804654008,65,28.076923076923077,54.474104781363714,26,55.46153846153846,60.0,7,60.0,1,0.6780000000000002,24799,137,0,0.0,1370.0000000000002,False,-0.03815814304585771,0,0.5510000000000002,28203,5,23,1.0,614.0860831839235,False,0.07605370981664321,0,0.41600000000000004,40090,13,25,1.0,1093.9741095246548,False,-0.0033114133532245503,60,5.102000000000001,11391.0,123,0,0.0,3016.6342709401124,False,-0.6836231449163628,0,0.2,52035,185,54,1.0,8677.658712054632,False,-0.024201527452272453,0,0.2,50461,208,70,1.0,10262.375806063494,False,-0.03773129019193121,0,0.659,69863,28,14,1.0,2365.274933878184,False,-0.02978904684147796,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.625,350069,0.0,0.0,18,0,0,17,6,6.0,21,38,47,306.0,171.0,17,33,47,2147,3.7762533079949208,42.75683418806875
14,47,0,0,0,10.000000000000002,20,10.0,24.430541275880678,1,10.0,29.971649418441654,35,18.142857142857142,55.42545826251831,6,69.33333333333333,60.0,12,60.0,1,0.687,24656,150,0,0.0,1500.0000000000002,False,-0.04110209473485563,0,0.5510000000000002,28133,2,33,1.0,826.2078621040624,False,0.07741475489911424,0,0.41600000000000004,40080,4,35,1.0,1146.7298947489805,False,-0.002909718743880896,35,5.392000000000001,9681.0,123,0,0.0,3004.9565769333235,False,-0.7257068996255601,0,0.2,51651,200,63,1.0,9486.133754226983,False,-0.023851227634260626,0,0.2,50626,208,75,1.0,10391.012448724738,False,-0.03376192230903606,0,0.659,70167,24,12,1.0,2050.2109983004393,False,-0.02778885521528648,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.625,348221,0.0,0.0,22,0,0,22,7,7.0,21,43,41,312.0,159.0,19,28,41,1336,2.258372424985282,45.01520661305403
15,41,0,0,0,10.000000000000002,20,10.0,21.670091095704255,30,9.0,29.120246260308175,30,18.0,57.01257264801212,11,69.18181818181819,60.00000000000001,11,60.0,30,0.9860000000000002,24146,159,0,0.0,1590.0000000000002,False,-0.058652575957727875,0,0.5510000000000002,28023,3,43,1.0,961.813917115283,False,0.07582211581648009,0,0.41600000000000004,40270,0,29,0.4,844.4871415489371,False,-0.0019561569024216076,20,5.557000000000001,8661.0,153,0,0.0,3315.5239376427508,False,-0.7469154819773037,0,0.2,51542,200,72,1.0,9928.95448271851,False,-0.0219054690618421,0,0.2,50956,218,75,1.0,10624.156633348091,False,-0.026032016951567476,0,0.659,70066,25,11,1.0,2085.314316200303,False,-0.028928439535961487,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.55,346891,0.0,0.0,22,0,0,23,5,5.0,15,38,39,255.0,244.0,15,26,39,1811,1.9072749599581584,46.92248157301219
16,39,0,0,0,10.000000000000002,20,10.0,21.670091095704255,0,,28.42085985049542,25,17.8,52.9019617893273,13,25.76923076923077,60.00000000000001,10,60.0,0,0.9560000000000002,24016,172,0,0.0,1720.0000000000002,False,-0.06110586903189281,0,0.5510000000000002,27953,0,53,1.0,1148.5148280723256,False,0.0767034313657732,0,0.41600000000000004,40270,0,29,0.0,824.2049356643672,False,-0.0022048840421812856,25,5.787000000000002,7621.0,153,0,0.0,3315.5239376427508,False,-0.7724231833409846,0,0.2,51612,205,69,1.0,9476.511632815145,False,-0.024609571827051608,0,0.2,50776,218,85,1.0,10692.414199500821,False,-0.0285569635852937,0,0.6590000000000001,70331,28,11,1.0,2141.2549301011645,False,-0.02492758866196102,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.5,345806,0.0,0.0,21,0,0,16,5,5.0,22,38,44,255.0,208.0,15,24,44,1135,2.0690860580070876,48.99156763101928
17,44,0,0,0,10.000000000000002,20,10.0,22.71095215549629,28,28.321428571428573,27.77083404846732,23,17.47826086956522,53.103212812119565,1,71.0,60.0,6,60.0,1,0.9660000000000002,23913,181,0,0.0,1810.0000000000002,False,-0.06329496131345537,0,0.5510000000000002,28626,1,36,1.0,827.5942775978665,False,0.09604820301184883,0,0.41600000000000004,39738,9,39,1.0,1287.4610972896921,False,-0.009571996746668159,23,5.992000000000002,6428.0,162,0,0.0,3679.174249190399,False,-0.7972239006034729,0,0.2,51366,213,78,1.0,10057.238251668867,False,-0.023841668527410625,0,0.2,50691,213,95,1.0,10959.9928694749,False,-0.027712448335916223,0,0.659,70620,19,15,1.0,1908.9610434302717,False,-0.02256707878630656,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.625,344609,0.0,0.0,20,0,0,16,7,7.0,22,38,51,309.0,226.0,18,26,51,1414,2.1715608370141126,51.16312846803339
18,51,0,0,0,10.000000000000002,20,10.0,20.742178928372443,27,9.0,27.06885303736332,38,20.63157894736842,53.103212812119565,0,,59.99999999999999,13,60.0,27,1.235,23415,193,0,0.0,1930.0000000000005,False,-0.07982638233628987,0,0.5510000000000002,28546,0,45,0.9,933.39805177676,False,0.09502543973913499,0,0.41600000000000004,40087,0,35,0.9,947.4098563077162,False,-0.005182357300258594,25,6.219000000000002,5135.0,189,0,0.0,3920.271817462392,False,-0.8259801847166881,0,0.2,50942,221,88,1.0,10655.299248723815,False,-0.026004818521742298,0,0.2,50331,223,105,1.0,11612.191572604574,False,-0.028299249008130495,0,0.6590000000000001,71400,9,12,1.0,1197.928915309076,False,-0.01677025608512516,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.6,343083,0.0,0.0,23,0,0,17,6,6.0,26,43,52,320.0,347.0,20,31,52,1329,2.4218508749618195,53.58497934299521
19,52,0,0,0,10.000000000000002,20,10.0,20.607976679428447,39,20.025641025641026,26.50096038357884,25,18.6,53.103212812119565,0,,59.99999999999999,10,60.0,29,1.4980000000000002,23024,204,0,0.0,2040.0000000000005,False,-0.092508020381204,0,0.5510000000000002,28736,0,44,0.9,906.7509738948517,False,0.10169373417427534,0,0.41600000000000004,39681,19,40,1.0,1451.589972252294,False,-0.008957250413858921,20,6.394000000000002,4125.0,199,0,0.0,4100.987359206261,False,-0.8485359148532539,0,0.2,50752,221,98,1.0,11060.827100358641,False,-0.025783882327436808,0,0.2,50056,228,115,1.0,12149.088440849726,False,-0.028412652834853197,0,0.659,72000,0,11,0.9,659.9999999999999,False,-0.012249580072923922,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.6,341601,0.0,0.0,20,0,0,21,6,6.0,28,49,49,438.0,209.0,26,26,49,1175,2.6563073069555685,56.24128664995078
20,49,0,0,0,10.000000000000002,20,10.0,20.901148657084292,50,22.0,27.879212670160953,70,34.48571428571429,53.103212812119565,0,,59.99999999999999,9,60.0,5,1.5190000000000003,22864,213,0,0.0,2130.0000000000005,False,-0.09684846197395736,1,0.5610000000000002,29658,1,10,1.0,219.01148657084292,False,0.12351408731026317,0,0.41600000000000004,39030,49,47,1.0,2334.479279694695,False,-0.014096938098514908,67,7.044000000000002,1089.0,209,0,0.0,4368.340069330617,False,-0.9197201502338539,0,0.2,49442,251,108,1.0,12732.829363919313,False,-0.033988529357480146,0,0.2,48952,248,125,1.0,13551.946343714862,False,-0.03538092550271008,0,0.6590000000000001,72540,0,2,0.0,119.99999999999999,False,-0.008562415502478594,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.5,336802,0.0,0.0,20,0,0,15,5,4.04,28,43,57,351.0,230.0,22,27,57,1479,2.7568799550062977,58.99816660495708
21,57,0,0,0,10.000000000000002,20,10.0,21.331811551725153,12,29.0,28.511763539601485,96,30.916666666666668,54.21186660574442,6,69.16666666666667,59.999999999999986,13,60.0,0,1.5140000000000002,22774,222,0,0.0,2220.0000000000005,False,-0.09854689564068692,2,0.5800000000000002,29850,2,10,1.0,233.31811551725153,False,0.1310307249578647,0,0.41600000000000004,40309,39,22,1.0,1459.1994483885137,False,0.006538794373448769,61,7.587000000000002,-2193.0,221,0,0.0,4714.330352931259,False,-0.9959735804849988,0,0.2,47933,292,118,1.0,14722.435213041475,False,-0.042888984170173464,0,0.2,47908,283,129,1.0,15062.15987384825,False,-0.040381500780237334,11,0.7690000000000001,71974,0,6,0.6,359.9999999999999,False,-0.014653065126251245,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.575,331782,0.0,0.0,14,0,0,13,14,13.166666666666668,33,46,52,414.0,204.0,23,34,52,2014,2.3583303340128623,61.35649693896994
22,52,0,0,0,10.000000000000002,20,10.0,21.27629064711511,1,10.0,28.43951307130809,50,27.84,57.22243646316812,20,69.0,59.99999999999999,11,60.0,1,1.5240000000000002,22681,230,0,0.0,2300.0000000000005,False,-0.10054727307039064,0,0.5780000000000001,29730,4,20,1.0,465.5258129423022,False,0.13088367263525763,0,0.41600000000000004,40299,30,32,1.0,1548.3531376953124,False,0.007386848053754021,50,8.026000000000002,-4429.0,221,0,0.0,4702.060233012439,False,-1.0509656107989254,0,0.2,47831,288,128,1.0,15515.05163182225,False,-0.03779467880788054,0,0.2,47998,317,119,1.0,15824.795582721672,False,-0.032223260552502256,5,0.8080000000000003,70872,10,10,1.0,1172.224364631681,False,-0.02415622403873098,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.625,328209,0.0,0.0,17,0,0,16,10,9.166666666666668,30,46,55,348.0,240.0,21,31,55,1640,2.2363367169746198,63.59283365594456
23,55,0,0,0,10.000000000000002,20,10.0,21.81594435896409,17,27.647058823529413,27.74105705014784,30,18.0,57.85281038376244,5,69.0,60.0,10,60.0,1,1.5330000000000004,22568,240,0,0.0,2400.0000000000005,False,-0.10292508020381204,0,0.5780000000000001,30090,4,14,1.0,345.42322102549724,False,0.14220462768494999,0,0.41600000000000004,40177,25,42,1.0,1710.5230050803116,False,0.006383339118516475,30,8.276000000000002,-12664.0,233,0,0.0,5083.115035638632,False,-1.2482694614485599,0,0.2,47816,298,133,1.0,15961.258781984461,False,-0.03419252594695992,0,0.2,47818,317,129,1.0,16256.92762440222,False,-0.03159897853283408,0,0.8030000000000002,71127,5,10,1.0,889.2640519188121,False,-0.022605978314564207,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.625,320159,0.0,0.0,18,0,0,21,8,21.74425287356322,24,45,44,414.0,230.0,23,32,44,1257,2.2036513540078886,65.79648500995245
24,44,0,0,0,10.000000000000002,20,10.0,21.829843466108922,3,22.666666666666668,27.28109270760145,20,18.0,58.4785258158719,5,69.0,60.0,3,60.0,1,1.542,22445,251,0,0.0,2510.0000000000005,False,-0.10549160218909229,0,0.5780000000000001,30058,3,22,1.0,510.2565562543963,False,0.1441075024769654,0,0.41600000000000004,40138,17,52,1.0,1789.7241597191269,False,0.0063980692597754765,20,8.446000000000002,-30894.0,234,0,0.0,5108.183371069488,False,-1.6950826134225756,0,0.2,47541,303,143,1.0,16628.60028207292,False,-0.033176969102048405,0,0.2,48078,312,134,1.0,16347.823384098487,False,-0.026311851899722266,0,0.8030000000000002,70962,0,17,1.0,1020.0,False,-0.02396656970789463,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.625,301555,0.0,0.0,16,0,0,16,6,477.62068965517244,19,35,50,237.0,254.0,14,30,50,754,1.9903455020394176,67.78683051199187
25,50,0,0,1,10.000000000000002,20,10.0,22.146001918471587,12,26.5,27.069409062508832,10,19.0,59.771508824996,16,66.25,60.0,12,60.0,1,1.5510000000000002,22322,262,0,0.0,2620.0000000000005,False,-0.10805812417437252,13,0.7080000000000002,29977,2,34,1.0,772.964065228034,False,0.14600800274066872,0,0.41600000000000004,40010,19,52,1.0,1828.3833077014192,False,0.003732749285065894,0,8.426000000000002,-36452.5,234,0,0.0,5182.164448922352,True,-1.8305066657396944,0,0.2,48161,298,142,1.0,16554.238153777063,False,-0.023088709463260262,0,0.2,48328,307,139,1.0,16618.548308864654,False,-0.019641449933664595,0,0.8030000000000002,70622,6,15,1.0,1258.629052949976,False,-0.026980286964166347,0,0.2,73227,0,0,0.0,0.0,False,0.0,0.625,332647,0.0,0.1,25,0,0,17,7,162.00925925925924,27,44,43,291.0,275.0,17,33,43,2478,2.1695476249442436,69.95637813693611
